input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:items_per_iteration,counter:physical_bytes,counter:drawn_bytes,counter:hull_bytes,counter:window_bytes,counter:stride
crossover-neon,cross/8/unit12/draw4/stride13/spread/update/packet,1,3,"[4622.494687915555,4629.149402391944,4629.890438246138]",4629.149402391944,"[4622.339973436759,4628.991699866271,4629.72642762727]",4628.991699866271,"[4.514154968667535,4.520653713273383,4.521377381099744]",4.520653713273383,1024.0,12.0,4.0,12.0,103.0,13.0
crossover-neon,cross/8/unit12/draw4/stride64/compact/sum/packet,1,3,"[944.143771905749,942.2048395789902,939.9038824481601]",942.2048395789902,"[944.5717848476946,942.1716095977479,939.8663386367764]",942.1716095977479,"[0.922015402251708,0.9201219136513575,0.9178748852032814]",0.9201219136513575,1024.0,12.0,4.0,4.0,452.0,64.0
crossover-neon,cross/8/unit12/draw4/stride64/compact/update/packet,1,3,"[2205.006813500129,2203.1459356669225,2203.502772936562]",2203.502772936562,"[2210.3885279686215,2203.0803359206498,2203.418158768322]",2203.418158768322,"[2.1533269663087196,2.151509702799729,2.1518581766958618]",2.1518581766958618,1024.0,12.0,4.0,4.0,452.0,64.0
crossover-neon,cross/8/unit12/draw4/stride64/spread/sum/packet,1,3,"[1997.1656169474506,1999.015030059846,1999.203836244516]",1999.015030059846,"[1997.0901803593424,1999.8511308323284,2003.427426283348]",1999.8511308323284,"[1.950357047800245,1.9521631152928183,1.9523474963325351]",1.9521631152928183,1024.0,12.0,4.0,12.0,460.0,64.0
crossover-neon,cross/8/unit12/draw4/stride64/spread/update/packet,1,3,"[4829.052194951579,4826.17248530881,4836.474939510001]",4829.052194951579,"[4828.8696854553355,4825.979951601892,4838.515727621072]",4828.8696854553355,"[4.715871284132401,4.713059067684385,4.723120058115235]",4.715871284132401,1024.0,12.0,4.0,12.0,460.0,64.0
crossover-neon,cross/8/unit16/draw2/stride16/compact/sum/packet,1,3,"[830.5995134108865,831.2156420600548,831.8060170898736]",831.2156420600548,"[830.5681818168697,832.4959055297322,832.1877521952504]",832.1877521952504,"[0.8111323373153189,0.8117340254492722,0.8123105635643296]",0.8117340254492722,1024.0,16.0,2.0,2.0,114.0,16.0
crossover-neon,cross/8/unit16/draw2/stride16/compact/update/packet,1,3,"[1980.9988582841165,1978.129441987013,1978.8216069643618]",1978.8216069643618,"[1980.9283573577377,1978.0529470531305,1978.7481090362592]",1978.7481090362592,"[1.9345691975430825,1.9317670331904424,1.9324429755511345]",1.9324429755511345,1024.0,16.0,2.0,2.0,114.0,16.0
crossover-neon,cross/8/unit16/draw2/stride16/spread/sum/packet,1,3,"[1153.977849676726,1153.0892649744192,1153.2514518005255]",1153.2514518005255,"[1154.7900282072646,1153.046457606386,1153.2086444336712]",1153.2086444336712,"[1.1269314938249277,1.1260637353265812,1.1262221208989507]",1.1262221208989507,1024.0,16.0,2.0,16.0,128.0,16.0
crossover-neon,cross/8/unit16/draw2/stride16/spread/update/packet,1,3,"[2563.0738427632796,2562.048310066064,2563.0084496684703]",2563.0084496684703,"[2564.1827700223853,2561.9513225579913,2562.916054371734]",2562.916054371734,"[2.5030017995735148,2.5020003027988906,2.5029379391293656]",2.5029379391293656,1024.0,16.0,2.0,16.0,128.0,16.0
crossover-neon,cross/8/unit16/draw2/stride17/compact/sum/packet,1,3,"[831.1163342831035,830.5091405508571,830.6094491926972]",830.6094491926972,"[831.4775047481698,830.4798195637288,830.5782882241991]",830.5782882241991,"[0.8116370451983432,0.8110440825691964,0.8111420402272433]",0.8111420402272433,1024.0,16.0,2.0,2.0,121.0,17.0
crossover-neon,cross/8/unit16/draw2/stride17/compact/update/packet,1,3,"[1983.0723488606598,1985.9395441037925,1981.3477275945627]",1983.0723488606598,"[1982.9987257522635,1986.8206144674389,1981.2865637841267]",1982.9987257522635,"[1.936594090684238,1.9393940860388599,1.9349098902290653]",1.936594090684238,1024.0,16.0,2.0,2.0,121.0,17.0
crossover-neon,cross/8/unit16/draw2/stride17/spread/sum/packet,1,3,"[1153.6668871438042,1154.1168251343397,1153.2973129389698]",1153.6668871438042,"[1153.6217445226762,1155.470525009827,1153.2557255071115]",1153.6217445226762,"[1.1266278194763713,1.1270672120452536,1.1262669071669626]",1.1266278194763713,1024.0,16.0,2.0,16.0,135.0,17.0
crossover-neon,cross/8/unit16/draw2/stride17/spread/update/packet,1,3,"[2561.4922600620553,2556.501912220019,2562.6497905652404]",2561.4922600620553,"[2561.3906392273193,2562.669276995962,2563.665270440018]",2562.669276995962,"[2.501457285216851,2.4965838986523625,2.502587686098868]",2.501457285216851,1024.0,16.0,2.0,16.0,135.0,17.0
crossover-neon,cross/8/unit16/draw2/stride64/compact/sum/packet,1,3,"[846.5992980759493,847.489773689859,847.7601960548498]",847.489773689859,"[846.5671063783648,847.4565533098979,848.0945177297161]",847.4565533098979,"[0.8267571270272941,0.8276267321190031,0.8278908164598142]",0.8276267321190031,1024.0,16.0,2.0,2.0,450.0,64.0
crossover-neon,cross/8/unit16/draw2/stride64/compact/update/packet,1,3,"[2021.0204257769615,2016.9121116226759,2023.4014672031267]",2021.0204257769615,"[2020.9470655918822,2016.831703108153,2024.2832278479357]",2020.9470655918822,"[1.973652759547814,1.9696407340065192,1.9759779953155534]",1.973652759547814,1024.0,16.0,2.0,2.0,450.0,64.0
crossover-neon,cross/8/unit16/draw2/stride64/spread/sum/packet,1,3,"[1172.023236092366,1172.1529002710515,1173.5406207598517]",1172.1529002710515,"[1171.9796472191647,1172.3384497964416,1173.4986431489574]",1172.3384497964416,"[1.1445539414964512,1.1446805666709488,1.1460357624607929]",1.1446805666709488,1024.0,16.0,2.0,16.0,464.0,64.0
crossover-neon,cross/8/unit16/draw2/stride64/spread/update/packet,1,3,"[2586.9757575761705,2580.673461891275,2578.769696969709]",2580.673461891275,"[2588.1713498598097,2580.573553718203,2578.67878787715]",2580.573553718203,"[2.526343513257979,2.520188927628199,2.5183297821969814]",2.520188927628199,1024.0,16.0,2.0,16.0,464.0,64.0
crossover-neon,cross/8/unit16/draw4/stride16/compact/sum/packet,1,3,"[931.149867549582,929.1943046355074,928.3252980130843]",929.1943046355074,"[933.2056953646153,929.1707284764985,928.5182781450324]",929.1707284764985,"[0.9093260425288886,0.9074163131206127,0.9065676738409026]",0.9074163131206127,1024.0,16.0,4.0,4.0,116.0,16.0
