case,method,phase,rows,operations,seed,hash,truth,candidates,residuals,certain,plane_bytes,summary_bytes,blocks,skipped,text_bytes,g0,g1,g2,g3,stored_bytes,fixture_bytes,digest,correct,ns_per_op,min_ns,max_ns,candidate_fraction,metadata_B_row
absent,soa,q0,1048576,1048576,93,13,0,0,0,0,8388608,0,0,0,0,0,0,0,0,0,67108864,5738239608390850635,1,0.4985290383392909,0.49535274505615234,0.5070767132741103,0.0,0.0
absent,soa,q1,1048576,1048576,93,13,0,0,0,0,8388608,0,0,0,0,0,0,0,0,0,67108864,5738239608390850635,1,0.5013194967199254,0.4999586034704137,0.8260759247673879,0.0,0.0
absent,soa,q2,1048576,1048576,93,13,0,0,0,0,8388608,0,0,0,0,0,0,0,0,0,67108864,5738239608390850635,1,0.49396590086130004,0.49303790239187373,0.49791598320007346,0.0,0.0
absent,soa,q3,1048576,1048576,93,13,0,0,0,0,8388608,0,0,0,0,0,0,0,0,0,67108864,5738239608390850635,1,0.49535606525562426,0.4925902861135978,0.503017231270119,0.0,0.0
absent,tag8,q0,1048576,1048576,93,13,0,4152,4152,0,1048576,0,0,0,0,65536,0,0,0,4194304,67108864,5738239608390850635,1,0.5726973576979205,0.5602780472148547,0.6132660345597701,0.00395965576171875,4.0
absent,tag8,q1,1048576,1048576,93,13,0,4117,4117,0,1048576,0,0,0,0,65536,0,0,0,4194304,67108864,5738239608390850635,1,0.5862533214480377,0.5561246650163519,0.6129685335381085,0.003926277160644531,4.0
absent,tag8,q2,1048576,1048576,93,13,0,4048,4048,0,1048576,0,0,0,0,65536,0,0,0,4194304,67108864,5738239608390850635,1,0.5802299578984578,0.5698872407277428,0.5843302408854166,0.0038604736328125,4.0
absent,tag8,q3,1048576,1048576,93,13,0,4027,4027,0,1048576,0,0,0,0,65536,0,0,0,4194304,67108864,5738239608390850635,1,0.5630670837734059,0.5583134526791781,0.5733041141344153,0.0038404464721679688,4.0
absent,joint64_planar,q0,1048576,1048576,93,13,0,4152,4152,0,233600,524288,16384,12734,0,14600,0,0,0,6291456,67108864,5738239608390850635,1,0.3227378413790748,0.315515540895008,0.32477744420369453,0.00395965576171875,6.0
absent,joint64_planar,q1,1048576,1048576,93,13,0,4117,4117,0,234944,524288,16384,12713,0,14684,0,0,0,6291456,67108864,5738239608390850635,1,0.3239636534736269,0.31582056908380424,0.3287014280046736,0.003926277160644531,6.0
absent,joint64_planar,q2,1048576,1048576,93,13,0,4048,4048,0,231104,524288,16384,12773,0,14444,0,0,0,6291456,67108864,5738239608390850635,1,0.31241125410253334,0.3091589645905928,0.32423805106769904,0.0038604736328125,6.0
absent,joint64_planar,q3,1048576,1048576,93,13,0,4027,4027,0,228096,524288,16384,12820,0,14256,0,0,0,6291456,67108864,5738239608390850635,1,0.3177191046781319,0.3144277860951979,0.32334077081014945,0.0038404464721679688,6.0
or,soa,q0,1048576,1048576,93,13,2588,2588,0,2588,12582912,0,0,0,0,0,0,0,0,0,67108864,6500630008711251788,1,0.667478267963116,0.6644909932063178,0.6735658890161761,0.002468109130859375,0.0
or,tag32,q0,1048576,1048576,93,13,2588,71490,71490,0,4194304,0,0,0,0,65536,0,0,0,4194304,67108864,6500630008711251788,1,3.7595018148422237,3.3201977014541626,4.062103033065796,0.06817817687988281,4.0
or,tag16,q0,1048576,1048576,93,13,2588,71490,71490,0,2097152,0,0,0,0,65536,0,0,0,4194304,67108864,6500630008711251788,1,4.018986543019612,3.7595497767130532,4.123613993326823,0.06817817687988281,4.0
or,tag8,q0,1048576,1048576,93,13,2588,71490,71490,0,2097152,0,0,0,0,65536,65536,0,0,4194304,67108864,6500630008711251788,1,4.14505181993757,3.937447820390974,4.2812408719744,0.06817817687988281,4.0
or,tag8_eager,q0,1048576,1048576,93,13,2588,71490,71490,0,2097152,0,0,0,0,65536,65536,0,0,4194304,67108864,6500630008711251788,1,3.995610078175863,3.8278514544169107,4.356827735900879,0.06817817687988281,4.0
or,joint64_planar,q0,1048576,1048576,93,13,2588,71490,71490,0,2097152,1048576,16384,0,0,65536,65536,0,0,6291456,67108864,6500630008711251788,1,4.323030948638916,3.7896723747253414,4.776284058888754,0.06817817687988281,6.0
or_broad,soa,q0,1048576,1048576,93,13,83876,83876,0,83876,12582912,0,0,0,0,0,0,0,0,0,67108864,1070531174502409831,1,1.5721967360552618,1.5644601934096394,1.5819798076854035,0.07999038696289062,0.0
or_broad,tag32,q0,1048576,1048576,93,13,83876,137234,137234,0,4194304,0,0,0,0,65536,0,0,0,4194304,67108864,1070531174502409831,1,3.1777697801589966,3.125173211097717,3.2344231605529785,0.1308765411376953,4.0
or_broad,tag16,q0,1048576,1048576,93,13,83876,137234,137234,0,2097152,0,0,0,0,65536,0,0,0,4194304,67108864,1070531174502409831,1,3.221744431389703,3.1471154954698353,3.9363187154134116,0.1308765411376953,4.0
or_broad,tag8,q0,1048576,1048576,93,13,83876,137234,137234,0,2097152,0,0,0,0,65536,65536,0,0,4194304,67108864,1070531174502409831,1,3.4359669685363765,3.3537425994873047,3.7529478073120126,0.1308765411376953,4.0
or_broad,tag8_eager,q0,1048576,1048576,93,13,83876,137234,137234,0,2097152,0,0,0,0,65536,65536,0,0,4194304,67108864,1070531174502409831,1,3.492784261703491,3.4273772239685054,4.327638864517212,0.1308765411376953,4.0
or_broad,joint64_planar,q0,1048576,1048576,93,13,83876,137234,137234,0,2097152,1048576,16384,0,0,65536,65536,0,0,6291456,67108864,1070531174502409831,1,3.582175391060965,3.539497239249093,3.741846357073103,0.1308765411376953,6.0
