input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:items_per_iteration
avx512,shape/2/spread/update/half/packet,1,3,"[10586.901465386878,10589.643001515979,10583.844365841385]",10586.901465386878,"[10602.828954018563,10601.242546737463,10597.945174328099]",10601.242546737463,"[10.338770962291873,10.34144824366795,10.335785513516976]",10.338770962291873,1024.0
avx512,shape/2/spread/update/half/point,1,3,"[16081.991567650903,16155.372173245889,16045.92410885371]",16081.991567650903,"[16082.996167111633,17840.711383665766,16064.433499425719]",16082.996167111633,"[15.705069890284085,15.776730637935438,15.669847762552452]",15.705069890284085,1024.0
avx512,shape/4/compact/sum/all/packet,1,3,"[5196.917626656675,5214.423014988271,5210.627523844905]",5210.627523844905,"[5199.663693793739,5218.289978941772,5212.134894091366]",5212.134894091366,"[5.075114869781909,5.092209975574483,5.08850344125479]",5.08850344125479,1024.0
avx512,shape/4/compact/sum/all/point,1,3,"[2154.0709045200374,2155.1385767790566,2154.1535067467057]",2154.1535067467057,"[2154.273510851888,2155.241649992569,2154.2683802776496]",2154.273510851888,"[2.103584867695349,2.104627516385797,2.1036655339323294]",2.1036655339323294,1024.0
avx512,shape/4/compact/sum/half/packet,1,3,"[5265.111208625871,5264.1745235707085,5262.554663992017]",5264.1745235707085,"[5266.3233450356165,5264.446464390732,5262.7664242739]",5264.446464390732,"[5.141710164673702,5.140795433174519,5.139213539054705]",5.140795433174519,1024.0
avx512,shape/4/compact/sum/half/point,1,3,"[1110.3816644650208,1109.2437516512757,1109.782721268147]",1109.782721268147,"[1110.458520475753,1109.6859973580918,1110.6664464992764]",1110.458520475753,"[1.0843570942041219,1.083245851221949,1.083772188738425]",1.083772188738425,1024.0
avx512,shape/4/compact/update/all/packet,1,3,"[10646.085378322772,10637.389059304543,10647.657464213005]",10646.085378322772,"[10660.571063395035,10645.588957056487,10654.032208589546]",10654.032208589546,"[10.39656775226833,10.388075253227093,10.398102992395511]",10.39656775226833,1024.0
avx512,shape/4/compact/update/all/point,1,3,"[18503.13747810832,18451.171628721728,18597.34500875657]",18503.13747810832,"[18511.91112083834,18452.620402803168,18600.020140108652]",18511.91112083834,"[18.069470193465158,18.018722293673562,18.161469735113837]",18.069470193465158,1024.0
avx512,shape/4/compact/update/half/packet,1,3,"[9803.478039759586,9730.073046694375,9722.946370781283]",9730.073046694375,"[9807.967175219415,9730.64147017885,9723.320619508835]",9730.64147017885,"[9.573709023202722,9.502024459662474,9.495064815216095]",9.502024459662474,1024.0
avx512,shape/4/compact/update/half/point,1,3,"[8591.037459283478,8546.153501628683,8609.628664495049]",8591.037459283478,"[8591.664291532272,8546.169584690095,8610.63212541129]",8591.664291532272,"[8.389685018831521,8.345853028934261,8.407840492670946]",8.389685018831521,1024.0
avx512,shape/4/spread/sum/all/packet,1,3,"[3090.4701024847573,3088.5921993659313,3088.0546339306075]",3088.5921993659313,"[3091.297279362841,3088.792597508276,3088.7351618374023]",3088.792597508276,"[3.0180372094577708,3.0162033196932923,3.0156783534478584]",3.0162033196932923,1024.0
avx512,shape/4/spread/sum/all/point,1,3,"[2369.0703455273306,2369.758525449513,2375.1032072600674]",2369.758525449513,"[2369.0741784571205,2370.672171806312,2414.064427032443]",2370.672171806312,"[2.3135452593040338,2.31421731000929,2.3194367258399096]",2.31421731000929,1024.0
avx512,shape/4/spread/sum/half/packet,1,3,"[2364.6645273883514,2364.2451162529437,2364.377470021965]",2364.377470021965,"[2364.7708720381393,2367.2271012783185,2364.3824241398856]",2364.7708720381393,"[2.309242702527687,2.3088331213407653,2.3089623730683253]",2.3089623730683253,1024.0
avx512,shape/4/spread/sum/half/point,1,3,"[1310.205687913188,1310.0285643008328,1309.9530996632034]",1310.0285643008328,"[1312.8843395277333,1310.1202132959352,1309.954003991802]",1310.1202132959352,"[1.2794977421027227,1.279324769825032,1.279251073889847]",1.279324769825032,1024.0
avx512,shape/4/spread/update/all/packet,1,3,"[16971.186742118134,16959.408245755745,16974.703314470764]",16971.186742118134,"[16972.504042028533,16961.00808407236,16976.089329019742]",16972.504042028533,"[16.573424552849737,16.56192211499585,16.576858705537855]",16.573424552849737,1024.0
avx512,shape/4/spread/update/all/point,1,3,"[18928.30221019412,18914.1208840774,18827.9233198012]",18914.1208840774,"[18945.234551199093,18914.97699593259,18848.202525936525]",18914.97699593259,"[18.484670127142696,18.470821175856837,18.38664386699336]",18.470821175856837,1024.0
avx512,shape/4/spread/update/half/packet,1,3,"[8923.47536788253,8925.529110684662,8931.378972062223]",8925.529110684662,"[8923.939859246218,8926.153764126026,8940.092770312373]",8926.153764126026,"[8.71433141394778,8.71633702215299,8.722049777404514]",8.71633702215299,1024.0
avx512,shape/4/spread/update/half/point,1,3,"[8783.066472181601,8766.369243592551,8756.07126484664]",8766.369243592551,"[8783.085017708641,8770.21358615997,8756.510731401888]",8770.21358615997,"[8.577213351739845,8.560907464445851,8.550850844576795]",8.560907464445851,1024.0
