suite,operation,logical_values,arm,repetitions,median_ns,min_ns,max_ns,median_cycles,ratio_to_local,mean_required_lines_per_request,max_major_faults,max_minor_faults
bulk,decode,32768,fixed_planes,5,66.8412246704,66.627614975,66.9180145264,256.2826614379883,1.5894034965367443,28.0,0,0
bulk,decode,32768,local_aos7,5,42.0542831421,41.8995800018,42.3912143707,161.72907829284668,1.0,28.0,0,0
bulk,decode,32768,plain_u64,5,42.6287174225,42.4985656738,42.9350070953,163.80263137817383,1.0136593525672286,32.0,0,0
bulk,decode,32768,prior_shape,5,101.043228149,100.964878082,102.385555267,377.23007583618164,2.4026857813169316,28.0,0,0
bulk,encode,32768,fixed_planes,5,66.9022197723,66.7344856262,67.0245361328,256.7543182373047,1.3875789482514436,28.0,0,0
bulk,encode,32768,local_aos7,5,48.2150726318,48.0655212402,48.5175743103,184.48404693603516,1.0,28.0,0,0
bulk,encode,32768,plain_u64,5,42.5050354004,42.2890453339,42.8412895203,163.39074516296387,0.8815715310644585,32.0,0,0
bulk,encode,32768,prior_shape,5,79.5764255524,79.172876358,79.7789707184,303.66907501220703,1.6504470740943318,28.0,0,0
bulk,sum,32768,fixed_planes,5,67.2058200836,67.1044235229,67.6035747528,258.4778690338135,3.8352984293230223,28.0,0,0
bulk,sum,32768,local_aos7,5,17.5229701996,17.3993148804,17.6711502075,64.97273635864258,1.0,28.0,0,0
bulk,sum,32768,plain_u64,5,12.877779007,12.8571281433,12.9103050232,49.50603485107422,0.7349084578876909,32.0,0,0
bulk,sum,32768,prior_shape,5,107.665214539,107.294620514,108.319759369,399.80198669433594,6.144233158683207,28.0,0,0
capacity,dependent,1024,fixed_planes,5,7.50319290161,7.47526073456,7.57106304169,28.750505447387695,0.9539977381006968,4.0,0,0
capacity,dependent,1024,local_aos7,5,7.86500072479,7.78193569183,7.90365600586,29.880531311035156,1.0,1.093740463256836,0,0
capacity,dependent,1024,plain_u64,5,6.32427692413,6.32336235046,6.36705493927,24.44609546661377,0.804103794192449,1.0,0,0
capacity,dependent,1024,prior_shape,5,9.08615493774,9.04293823242,9.15050125122,34.947834968566895,1.1552643484317804,4.0,0,0
capacity,dependent,65536,fixed_planes,5,11.8046121597,11.6598529816,11.9135875702,45.05302810668945,1.0267356165288357,4.0,0,0
capacity,dependent,65536,local_aos7,5,11.4972267151,11.439160347,11.5575342178,44.029136657714844,1.0,1.093852424621582,0,0
capacity,dependent,65536,plain_u64,5,9.43775177002,9.3920841217,9.47258281708,36.21808052062988,0.8208720245226471,1.0,0,0
capacity,dependent,65536,prior_shape,5,12.0489025116,12.0126609802,12.2171888351,46.3562707901001,1.0479833798332818,4.0,0,0
capacity,dependent,67108864,fixed_planes,5,210.9699049,205.592327118,215.52479744,799.5437059402466,1.306833473514879,4.0,0,0
capacity,dependent,67108864,local_aos7,5,161.435951233,160.893057823,163.017450333,616.924262046814,1.0,1.0938589096069335,0,0
capacity,dependent,67108864,plain_u64,5,160.21439743,157.748106956,160.661614418,611.2576103210449,0.9924331984686797,1.0,0,0
capacity,dependent,67108864,prior_shape,5,214.690414429,209.844008446,216.546865463,813.8830461502075,1.32987982409902,4.0,0,0
