profile,pad,width,payload,head,carrier,count,arm,median_ns_per_value,min_ns_per_value,max_ns_per_value,control,control_ns_per_value,ratio
avx2,48,17,1,16,32,256,region32_avx2,0.0708530985,0.070732035,0.070988113,tile8_avx2,0.0599177665,1.182505667997488
avx2,48,18,2,16,32,256,tile8_avx2,0.1247566605,0.124522358,0.125714529,tile8_avx2,0.1247566605,1.0
avx2,48,18,2,16,32,256,region32_avx2,0.10384689999999999,0.103494763,0.104298797,tile8_avx2,0.1247566605,0.832395637906643
avx2,48,21,5,16,32,256,tile8_avx2,0.177603729,0.17740614,0.17816931,tile8_avx2,0.177603729,1.0
avx2,48,21,5,16,32,256,region32_avx2,0.1267524365,0.126661241,0.127225772,tile8_avx2,0.177603729,0.7136811665705511
avx2,48,23,7,16,32,256,tile8_avx2,0.17716735249999999,0.176893167,0.177842081,tile8_avx2,0.17716735249999999,1.0
avx2,48,23,7,16,32,256,region32_avx2,0.126938362,0.126621231,0.127943709,tile8_avx2,0.17716735249999999,0.7164884512229758
avx2,48,18,2,16,64,256,tile8_avx2,0.249760043,0.249260783,0.250622377,tile8_avx2,0.249760043,1.0
avx2,48,18,2,16,64,256,region32_avx2,0.1357017345,0.135457426,0.136618011,tile8_avx2,0.249760043,0.5433284398497642
avx2,48,10,2,8,16,8192,tile8_avx2,0.102936432,0.102804467,0.103592552,tile8_avx2,0.102936432,1.0
avx2,48,10,2,8,16,8192,region32_avx2,0.059401393,0.059237514,0.059476681,tile8_avx2,0.102936432,0.5770687000303255
avx2,48,9,1,8,16,8192,tile8_avx2,0.0854525755,0.085341319,0.08655588,tile8_avx2,0.0854525755,1.0
avx2,48,9,1,8,16,8192,region32_avx2,0.026611449500000002,0.026531018,0.026749585,tile8_avx2,0.0854525755,0.31141775826288587
avx2,48,13,5,8,16,8192,tile8_avx2,0.178392306,0.176399194,0.181567237,tile8_avx2,0.178392306,1.0
avx2,48,13,5,8,16,8192,region32_avx2,0.07732901,0.077217437,0.078229375,tile8_avx2,0.178392306,0.43347727115540513
avx2,48,15,7,8,16,8192,tile8_avx2,0.18052074699999998,0.179364003,0.181998014,tile8_avx2,0.18052074699999998,1.0
avx2,48,15,7,8,16,8192,region32_avx2,0.077060636,0.076983184,0.077315256,tile8_avx2,0.18052074699999998,0.42687966497280233
avx2,48,10,2,8,32,8192,tile8_avx2,0.113773916,0.11355878,0.114256382,tile8_avx2,0.113773916,1.0
avx2,48,10,2,8,32,8192,region32_avx2,0.07478220199999999,0.074585319,0.074885949,tile8_avx2,0.113773916,0.6572877565363927
avx2,48,10,2,8,64,8192,tile8_avx2,0.206869859,0.206511185,0.207047403,tile8_avx2,0.206869859,1.0
avx2,48,10,2,8,64,8192,region32_avx2,0.10368802399999999,0.103420705,0.104005046,tile8_avx2,0.206869859,0.5012234479262636
avx2,48,17,1,16,32,8192,tile8_avx2,0.0617472325,0.061643388,0.061952626,tile8_avx2,0.0617472325,1.0
avx2,48,17,1,16,32,8192,region32_avx2,0.07151316399999999,0.071406778,0.071998375,tile8_avx2,0.0617472325,1.158159825219697
avx2,48,18,2,16,32,8192,tile8_avx2,0.12564186,0.125240289,0.125815701,tile8_avx2,0.12564186,1.0
avx2,48,18,2,16,32,8192,region32_avx2,0.1049962415,0.104517836,0.105339307,tile8_avx2,0.12564186,0.8356788215328873
avx2,48,21,5,16,32,8192,tile8_avx2,0.18592922,0.185602918,0.18636705,tile8_avx2,0.18592922,1.0
avx2,48,21,5,16,32,8192,region32_avx2,0.12711277599999998,0.126879685,0.127426043,tile8_avx2,0.18592922,0.6836621806943523
avx2,48,23,7,16,32,8192,tile8_avx2,0.183494881,0.183163881,0.184476905,tile8_avx2,0.183494881,1.0
avx2,48,23,7,16,32,8192,region32_avx2,0.12706460800000002,0.126820229,0.127852142,tile8_avx2,0.183494881,0.6924694972825973
avx2,48,18,2,16,64,8192,tile8_avx2,0.250862945,0.25058534,0.252702206,tile8_avx2,0.250862945,1.0
avx2,48,18,2,16,64,8192,region32_avx2,0.135835506,0.135427766,0.136967286,tile8_avx2,0.250862945,0.5414729784026094
avx2,48,10,2,8,16,65536,tile8_avx2,0.1030034275,0.102682307,0.104278561,tile8_avx2,0.1030034275,1.0
avx2,48,10,2,8,16,65536,region32_avx2,0.0594656895,0.05915742,0.059860386,tile8_avx2,0.1030034275,0.5773175800387808
avx2,48,9,1,8,16,65536,tile8_avx2,0.08430586749999999,0.084165536,0.084549949,tile8_avx2,0.08430586749999999,1.0
avx2,48,9,1,8,16,65536,region32_avx2,0.0261041745,0.026038311,0.026202448,tile8_avx2,0.08430586749999999,0.3096365089891282
avx2,48,13,5,8,16,65536,tile8_avx2,0.178822979,0.176466763,0.183488518,tile8_avx2,0.178822979,1.0
avx2,48,13,5,8,16,65536,region32_avx2,0.0770522135,0.076724425,0.077428363,tile8_avx2,0.178822979,0.4308854148996142
avx2,48,15,7,8,16,65536,tile8_avx2,0.1880330855,0.187760763,0.188318968,tile8_avx2,0.1880330855,1.0
avx2,48,15,7,8,16,65536,region32_avx2,0.07721512750000001,0.076972231,0.077888131,tile8_avx2,0.1880330855,0.41064649497548134
avx2,48,10,2,8,32,65536,tile8_avx2,0.1126262435,0.112438954,0.113092113,tile8_avx2,0.1126262435,1.0
avx2,48,10,2,8,32,65536,region32_avx2,0.074598098,0.074430048,0.075202864,tile8_avx2,0.1126262435,0.6623509377723319
avx2,48,10,2,8,64,65536,tile8_avx2,0.20650474349999998,0.205994114,0.207602032,tile8_avx2,0.20650474349999998,1.0
avx2,48,10,2,8,64,65536,region32_avx2,0.1034980715,0.103202246,0.103690192,tile8_avx2,0.20650474349999998,0.5011898019669462
avx2,48,17,1,16,32,65536,tile8_avx2,0.0603892095,0.060281623,0.060435012,tile8_avx2,0.0603892095,1.0
avx2,48,17,1,16,32,65536,region32_avx2,0.070905864,0.070843494,0.071132576,tile8_avx2,0.0603892095,1.1741479079967092
avx2,48,18,2,16,32,65536,tile8_avx2,0.1247040335,0.124509718,0.125471484,tile8_avx2,0.1247040335,1.0
avx2,48,18,2,16,32,65536,region32_avx2,0.10423587249999999,0.103809994,0.104936898,tile8_avx2,0.1247040335,0.8358660868816243
avx2,48,21,5,16,32,65536,tile8_avx2,0.18185243,0.181538545,0.182263561,tile8_avx2,0.18185243,1.0
avx2,48,21,5,16,32,65536,region32_avx2,0.1268982735,0.126587175,0.128340453,tile8_avx2,0.18185243,0.6978090614461406
avx2,48,23,7,16,32,65536,tile8_avx2,0.1813463495,0.181232244,0.182642944,tile8_avx2,0.1813463495,1.0
avx2,48,23,7,16,32,65536,region32_avx2,0.1269928215,0.126594394,0.127382308,tile8_avx2,0.1813463495,0.7002777935709149
avx2,48,18,2,16,64,65536,tile8_avx2,0.2506887875,0.24970147,0.251259245,tile8_avx2,0.2506887875,1.0
avx2,48,18,2,16,64,65536,region32_avx2,0.135539673,0.135319807,0.135992222,tile8_avx2,0.2506887875,0.5406690676183513
avx512,0,10,2,8,16,256,tile8_avx2,0.059464776,0.05934944,0.059613919,tile8_avx2,0.059464776,1.0
avx512,0,10,2,8,16,256,region32_avx2,0.02899272,0.028871778,0.029210297,tile8_avx2,0.059464776,0.48756124129686457
avx512,0,10,2,8,16,256,tile8_avx512,0.0595030805,0.059360486,0.060005913,tile8_avx512,0.0595030805,1.0
avx512,0,10,2,8,16,256,region32_avx512,0.028098684,0.028020937,0.028305234,tile8_avx512,0.0595030805,0.47222234149709275
avx512,0,10,2,8,16,256,region64_avx512,0.0144796895,0.014450716,0.014550311,tile8_avx512,0.0595030805,0.24334352739939238
avx512,0,9,1,8,16,256,tile8_avx2,0.0562892435,0.056187104,0.056752196,tile8_avx2,0.0562892435,1.0
avx512,0,9,1,8,16,256,region32_avx2,0.028134521000000003,0.028109934,0.028355747,tile8_avx2,0.0562892435,0.4998205563022001
avx512,0,9,1,8,16,256,tile8_avx512,0.05629199,0.056198057,0.056557624,tile8_avx512,0.05629199,1.0
avx512,0,9,1,8,16,256,region32_avx512,0.017617493999999997,0.017540073,0.017761134,tile8_avx512,0.05629199,0.3129662674920534
avx512,0,9,1,8,16,256,region64_avx512,0.014052881,0.014018225,0.014217287,tile8_avx512,0.05629199,0.2496426400985291
avx512,0,13,5,8,16,256,tile8_avx2,0.058234298500000004,0.058063148,0.058468109,tile8_avx2,0.058234298500000004,1.0
avx512,0,13,5,8,16,256,region32_avx2,0.0287606995,0.028706448,0.029141527,tile8_avx2,0.058234298500000004,0.49387904106031255
avx512,0,13,5,8,16,256,tile8_avx512,0.058135504000000005,0.058036011,0.058352511,tile8_avx512,0.058135504000000005,1.0
avx512,0,13,5,8,16,256,region32_avx512,0.01770869,0.017637433,0.0181242,tile8_avx512,0.058135504000000005,0.3046105870175306
avx512,0,13,5,8,16,256,region64_avx512,0.014533566500000001,0.014469901,0.014665982,tile8_avx512,0.058135504000000005,0.2499946762308967
avx512,0,15,7,8,16,256,tile8_avx2,0.058247095,0.058083881,0.058676763,tile8_avx2,0.058247095,1.0
avx512,0,15,7,8,16,256,region32_avx2,0.028736056000000003,0.028660199,0.029160134,tile8_avx2,0.058247095,0.49334745363695826
avx512,0,15,7,8,16,256,tile8_avx512,0.058162084,0.058019841,0.058495991,tile8_avx512,0.058162084,1.0
avx512,0,15,7,8,16,256,region32_avx512,0.017836133,0.017668428,0.01795727,tile8_avx512,0.058162084,0.30666255012457944
avx512,0,15,7,8,16,256,region64_avx512,0.014554306999999999,0.014468951,0.014942288,tile8_avx512,0.058162084,0.25023702727020575
avx512,0,10,2,8,32,256,tile8_avx2,0.0598365795,0.059707386,0.060187262,tile8_avx2,0.0598365795,1.0
avx512,0,10,2,8,32,256,region32_avx2,0.050463472499999995,0.050262418,0.051016791,tile8_avx2,0.0598365795,0.8433548996563214
avx512,0,10,2,8,32,256,tile8_avx512,0.08449028,0.084284205,0.084839219,tile8_avx512,0.08449028,1.0
avx512,0,10,2,8,32,256,region32_avx512,0.0286003425,0.028384322,0.0287825,tile8_avx512,0.08449028,0.3385045297518247
avx512,0,10,2,8,32,256,region64_avx512,0.026078134500000003,0.025903493,0.026211314,tile8_avx512,0.08449028,0.3086524804983485
avx512,0,10,2,8,64,256,tile8_avx2,0.1168932265,0.116144028,0.117680643,tile8_avx2,0.1168932265,1.0
avx512,0,10,2,8,64,256,region32_avx2,0.0694206155,0.069101412,0.070382133,tile8_avx2,0.1168932265,0.5938805658683739
avx512,0,10,2,8,64,256,tile8_avx512,0.0604899785,0.060305931,0.060972501,tile8_avx512,0.0604899785,1.0
avx512,0,10,2,8,64,256,region32_avx512,0.046160206,0.045727178,0.04669058,tile8_avx512,0.0604899785,0.7631050158167936
avx512,0,10,2,8,64,256,region64_avx512,0.0432079025,0.043043468,0.04351956,tile8_avx512,0.0604899785,0.7142985263253152
avx512,0,17,1,16,32,256,tile8_avx2,0.0706704725,0.070482418,0.071183465,tile8_avx2,0.0706704725,1.0
avx512,0,17,1,16,32,256,region32_avx2,0.062317101,0.062093146,0.062735723,tile8_avx2,0.0706704725,0.8817982786233671
avx512,0,17,1,16,32,256,tile8_avx512,0.0732035765,0.072743939,0.07346797,tile8_avx512,0.0732035765,1.0
avx512,0,17,1,16,32,256,region32_avx512,0.0362126005,0.036089573,0.036704734,tile8_avx512,0.0732035765,0.494683487220054
avx512,0,17,1,16,32,256,region64_avx512,0.0330373665,0.032895738,0.033364512,tile8_avx512,0.0732035765,0.4513080928498076
avx512,0,18,2,16,32,256,tile8_avx2,0.11151565799999999,0.111232441,0.112099651,tile8_avx2,0.11151565799999999,1.0
avx512,0,18,2,16,32,256,region32_avx2,0.0649699735,0.064726822,0.065520279,tile8_avx2,0.11151565799999999,0.5826085292883265
avx512,0,18,2,16,32,256,tile8_avx512,0.0746504945,0.07436575,0.075074375,tile8_avx512,0.0746504945,1.0
avx512,0,18,2,16,32,256,region32_avx512,0.038570586500000004,0.038283162,0.03914196,tile8_avx512,0.0746504945,0.5166822639065037
avx512,0,18,2,16,32,256,region64_avx512,0.0343232195,0.03426047,0.034911089,tile8_avx512,0.0746504945,0.4597855610989958
avx512,0,21,5,16,32,256,tile8_avx2,0.0744790835,0.073251754,0.076358601,tile8_avx2,0.0744790835,1.0
avx512,0,21,5,16,32,256,region32_avx2,0.0640266795,0.06389094,0.064364539,tile8_avx2,0.0744790835,0.8596598734999203
avx512,0,21,5,16,32,256,tile8_avx512,0.084862204,0.08448269,0.08499112,tile8_avx512,0.084862204,1.0
avx512,0,21,5,16,32,256,region32_avx512,0.0374100445,0.037303668,0.037883343,tile8_avx512,0.084862204,0.4408328176345739
avx512,0,21,5,16,32,256,region64_avx512,0.034342629,0.034223216,0.03491275,tile8_avx512,0.084862204,0.4046869793765903
avx512,0,23,7,16,32,256,tile8_avx2,0.113440465,0.113162559,0.114469618,tile8_avx2,0.113440465,1.0
avx512,0,23,7,16,32,256,region32_avx2,0.0640837435,0.063845418,0.064824648,tile8_avx2,0.113440465,0.5649107970423076
avx512,0,23,7,16,32,256,tile8_avx512,0.11367286900000001,0.113228679,0.114073172,tile8_avx512,0.11367286900000001,1.0
avx512,0,23,7,16,32,256,region32_avx512,0.037356345,0.037155885,0.037665732,tile8_avx512,0.11367286900000001,0.3286302644477109
avx512,0,23,7,16,32,256,region64_avx512,0.034287437500000004,0.034214385,0.034713089,tile8_avx512,0.11367286900000001,0.30163255138743794
avx512,0,18,2,16,64,256,tile8_avx2,0.1524756175,0.152183294,0.154008545,tile8_avx2,0.1524756175,1.0
avx512,0,18,2,16,64,256,region32_avx2,0.10417514650000001,0.103741594,0.105589494,tile8_avx2,0.1524756175,0.68322495234361
avx512,0,18,2,16,64,256,tile8_avx512,0.07207670099999999,0.071877882,0.072658628,tile8_avx512,0.07207670099999999,1.0
avx512,0,18,2,16,64,256,region32_avx512,0.060290545,0.059770197,0.062077649,tile8_avx512,0.07207670099999999,0.8364775879517572
avx512,0,18,2,16,64,256,region64_avx512,0.055254422,0.054933704,0.056215212,tile8_avx512,0.07207670099999999,0.7666058689339846
avx512,0,10,2,8,16,8192,tile8_avx2,0.0604198055,0.060235728,0.060704743,tile8_avx2,0.0604198055,1.0
avx512,0,10,2,8,16,8192,region32_avx2,0.0295587145,0.029527878,0.029681211,tile8_avx2,0.0604198055,0.4892222716605733
avx512,0,10,2,8,16,8192,tile8_avx512,0.060346536500000006,0.060211737,0.060848465,tile8_avx512,0.060346536500000006,1.0
avx512,0,10,2,8,16,8192,region32_avx512,0.0291594825,0.029115003,0.029356737,tile8_avx512,0.060346536500000006,0.4832005976018192
avx512,0,10,2,8,16,8192,region64_avx512,0.0135522935,0.013535967,0.013682149,tile8_avx512,0.060346536500000006,0.22457450395682607
avx512,0,9,1,8,16,8192,tile8_avx2,0.0569875325,0.056873269,0.05739345,tile8_avx2,0.0569875325,1.0
avx512,0,9,1,8,16,8192,region32_avx2,0.028370072500000003,0.028295437,0.028479727,tile8_avx2,0.0569875325,0.49782945945238116
avx512,0,9,1,8,16,8192,tile8_avx512,0.057267462,0.057097383,0.057379052,tile8_avx512,0.057267462,1.0
avx512,0,9,1,8,16,8192,region32_avx512,0.0178696785,0.017841209,0.017927784,tile8_avx512,0.057267462,0.3120389463042731
avx512,0,9,1,8,16,8192,region64_avx512,0.012527667,0.012499047,0.01261889,tile8_avx512,0.057267462,0.21875715393149428
avx512,0,13,5,8,16,8192,tile8_avx2,0.0586634735,0.058457362,0.059145816,tile8_avx2,0.0586634735,1.0
avx512,0,13,5,8,16,8192,region32_avx2,0.0297964535,0.029697416,0.029925574,tile8_avx2,0.0586634735,0.5079217394108108
avx512,0,13,5,8,16,8192,tile8_avx512,0.058302164000000004,0.058188934,0.058901306,tile8_avx512,0.058302164000000004,1.0
avx512,0,13,5,8,16,8192,region32_avx512,0.018201677,0.018073797,0.018326672,tile8_avx512,0.058302164000000004,0.31219556447338725
avx512,0,13,5,8,16,8192,region64_avx512,0.0135939515,0.013539301,0.013815606,tile8_avx512,0.058302164000000004,0.2331637552938858
avx512,0,15,7,8,16,8192,tile8_avx2,0.058861064,0.058793254,0.059072595,tile8_avx2,0.058861064,1.0
avx512,0,15,7,8,16,8192,region32_avx2,0.029761987,0.029642694,0.03012713,tile8_avx2,0.058861064,0.5056311418359682
avx512,0,15,7,8,16,8192,tile8_avx512,0.058731841,0.058582345,0.059033461,tile8_avx512,0.058731841,1.0
avx512,0,15,7,8,16,8192,region32_avx512,0.018160821,0.018128859,0.018281724,tile8_avx512,0.058731841,0.30921593280210646
avx512,0,15,7,8,16,8192,region64_avx512,0.0135781185,0.013538649,0.013661025,tile8_avx512,0.058731841,0.2311883685035516
avx512,0,10,2,8,32,8192,tile8_avx2,0.0607424725,0.060505701,0.060962163,tile8_avx2,0.0607424725,1.0
avx512,0,10,2,8,32,8192,region32_avx2,0.0508562605,0.050707854,0.051229246,tile8_avx2,0.0607424725,0.8372438329704146
avx512,0,10,2,8,32,8192,tile8_avx512,0.08543764449999999,0.085182693,0.085929319,tile8_avx512,0.08543764449999999,1.0
avx512,0,10,2,8,32,8192,region32_avx512,0.028947075500000002,0.02877073,0.029050369,tile8_avx512,0.08543764449999999,0.33880938161866114
avx512,0,10,2,8,32,8192,region64_avx512,0.0247237915,0.024435742,0.02480451,tile8_avx512,0.08543764449999999,0.2893781967502628
avx512,0,10,2,8,64,8192,tile8_avx2,0.117052149,0.116924334,0.117489874,tile8_avx2,0.117052149,1.0
avx512,0,10,2,8,64,8192,region32_avx2,0.069531256,0.06933644,0.070079006,tile8_avx2,0.117052149,0.5940194741747117
avx512,0,10,2,8,64,8192,tile8_avx512,0.06232132,0.06220334,0.062700484,tile8_avx512,0.06232132,1.0
avx512,0,10,2,8,64,8192,region32_avx512,0.047734838,0.047288302,0.048146687,tile8_avx512,0.06232132,0.7659471590139618
avx512,0,10,2,8,64,8192,region64_avx512,0.045810662,0.045721777,0.046025313,tile8_avx512,0.06232132,0.7350720748533568
avx512,0,17,1,16,32,8192,tile8_avx2,0.070898554,0.070760831,0.07105349,tile8_avx2,0.070898554,1.0
avx512,0,17,1,16,32,8192,region32_avx2,0.0627825985,0.062691001,0.06356019,tile8_avx2,0.070898554,0.8855272069441641
avx512,0,17,1,16,32,8192,tile8_avx512,0.073592565,0.073340567,0.073796097,tile8_avx512,0.073592565,1.0
avx512,0,17,1,16,32,8192,region32_avx512,0.036641841,0.036534915,0.036769442,tile8_avx512,0.073592565,0.49790139805563244
avx512,0,17,1,16,32,8192,region64_avx512,0.0328671475,0.032805923,0.032989655,tile8_avx512,0.073592565,0.4466096201430131
avx512,0,18,2,16,32,8192,tile8_avx2,0.1135129795,0.113350015,0.114118475,tile8_avx2,0.1135129795,1.0
avx512,0,18,2,16,32,8192,region32_avx2,0.0654748845,0.065245274,0.065780863,tile8_avx2,0.1135129795,0.5768052674540183
avx512,0,18,2,16,32,8192,tile8_avx512,0.07546754950000001,0.075385552,0.076124467,tile8_avx512,0.07546754950000001,1.0
avx512,0,18,2,16,32,8192,region32_avx512,0.0391763225,0.039065029,0.039649308,tile8_avx512,0.07546754950000001,0.5191148084117929
avx512,0,18,2,16,32,8192,region64_avx512,0.0338715465,0.033691242,0.034080572,tile8_avx512,0.07546754950000001,0.4488226625140385
avx512,0,21,5,16,32,8192,tile8_avx2,0.0754695125,0.074335575,0.077040501,tile8_avx2,0.0754695125,1.0
avx512,0,21,5,16,32,8192,region32_avx2,0.06490393550000001,0.064752288,0.065090489,tile8_avx2,0.0754695125,0.8600020504968812
avx512,0,21,5,16,32,8192,tile8_avx512,0.085413346,0.085261799,0.085882269,tile8_avx512,0.085413346,1.0
avx512,0,21,5,16,32,8192,region32_avx512,0.039214303000000006,0.039100569,0.039380526,tile8_avx512,0.085413346,0.4591121275122509
avx512,0,21,5,16,32,8192,region64_avx512,0.0349971555,0.034957863,0.035254266,tile8_avx512,0.085413346,0.40973872514021403
avx512,0,23,7,16,32,8192,tile8_avx2,0.1137740855,0.113548018,0.115675651,tile8_avx2,0.1137740855,1.0
avx512,0,23,7,16,32,8192,region32_avx2,0.06473174300000001,0.064598709,0.065821096,tile8_avx2,0.1137740855,0.5689497983264389
avx512,0,23,7,16,32,8192,tile8_avx512,0.11421432549999999,0.113648675,0.114889797,tile8_avx512,0.11421432549999999,1.0
avx512,0,23,7,16,32,8192,region32_avx512,0.039063799999999996,0.038702112,0.039313175,tile8_avx512,0.11421432549999999,0.34202189461776406
avx512,0,23,7,16,32,8192,region64_avx512,0.0347814875,0.034535993,0.035522304,tile8_avx512,0.11421432549999999,0.30452823976095716
avx512,0,18,2,16,64,8192,tile8_avx2,0.1533013695,0.153111637,0.154498652,tile8_avx2,0.1533013695,1.0
avx512,0,18,2,16,64,8192,region32_avx2,0.1047488825,0.104155265,0.106137343,tile8_avx2,0.1533013695,0.6832873237965431
avx512,0,18,2,16,64,8192,tile8_avx512,0.074912589,0.074469276,0.075182453,tile8_avx512,0.074912589,1.0
avx512,0,18,2,16,64,8192,region32_avx512,0.060929399,0.06069199,0.061707057,tile8_avx512,0.074912589,0.813339918074384
avx512,0,18,2,16,64,8192,region64_avx512,0.054230034499999996,0.053544313,0.055428281,tile8_avx512,0.074912589,0.7239108302611194
avx512,0,10,2,8,16,65536,tile8_avx2,0.0597003,0.059589425,0.05980348,tile8_avx2,0.0597003,1.0
avx512,0,10,2,8,16,65536,region32_avx2,0.0290957335,0.028977334,0.02920972,tile8_avx2,0.0597003,0.4873632712063423
avx512,0,10,2,8,16,65536,tile8_avx512,0.059727363,0.059595572,0.060030483,tile8_avx512,0.059727363,1.0
avx512,0,10,2,8,16,65536,region32_avx512,0.0282435415,0.028182019,0.028392369,tile8_avx512,0.059727363,0.47287440933898256
avx512,0,10,2,8,16,65536,region64_avx512,0.014122619,0.014050897,0.014207508,tile8_avx512,0.059727363,0.2364514067028206
avx512,0,9,1,8,16,65536,tile8_avx2,0.0563365,0.056224525,0.056970313,tile8_avx2,0.0563365,1.0
avx512,0,9,1,8,16,65536,region32_avx2,0.0281787035,0.028111443,0.028270736,tile8_avx2,0.0563365,0.5001855546581702
avx512,0,9,1,8,16,65536,tile8_avx512,0.056365548,0.056275805,0.056522792,tile8_avx512,0.056365548,1.0
avx512,0,9,1,8,16,65536,region32_avx512,0.0176985115,0.01761812,0.017859928,tile8_avx512,0.056365548,0.31399519969184014
avx512,0,9,1,8,16,65536,region64_avx512,0.0135819,0.013470402,0.013666335,tile8_avx512,0.056365548,0.24096102108330428
avx512,0,13,5,8,16,65536,tile8_avx2,0.059210542500000005,0.059051491,0.060043056,tile8_avx2,0.059210542500000005,1.0
avx512,0,13,5,8,16,65536,region32_avx2,0.0288710985,0.028825881,0.029127613,tile8_avx2,0.059210542500000005,0.487600641389158
avx512,0,13,5,8,16,65536,tile8_avx512,0.059248931500000004,0.059014089,0.059609301,tile8_avx512,0.059248931500000004,1.0
avx512,0,13,5,8,16,65536,region32_avx512,0.018316324000000002,0.018190864,0.018410882,tile8_avx512,0.059248931500000004,0.3091418450305724
avx512,0,13,5,8,16,65536,region64_avx512,0.017189838,0.017122915,0.017331457,tile8_avx512,0.059248931500000004,0.29012908021809636
avx512,0,15,7,8,16,65536,tile8_avx2,0.059283559,0.059143916,0.05964689,tile8_avx2,0.059283559,1.0
avx512,0,15,7,8,16,65536,region32_avx2,0.028791954,0.028622592,0.029020753,tile8_avx2,0.059283559,0.4856650728408529
avx512,0,15,7,8,16,65536,tile8_avx512,0.0592972955,0.059142724,0.059380304,tile8_avx512,0.0592972955,1.0
avx512,0,15,7,8,16,65536,region32_avx512,0.018207695500000003,0.01805236,0.018330863,tile8_avx512,0.0592972955,0.307057772980557
avx512,0,15,7,8,16,65536,region64_avx512,0.018368506,0.018313371,0.018604467,tile8_avx512,0.0592972955,0.30976970948025784
avx512,0,10,2,8,32,65536,tile8_avx2,0.060087518,0.060002748,0.060208907,tile8_avx2,0.060087518,1.0
avx512,0,10,2,8,32,65536,region32_avx2,0.050724134000000004,0.050668625,0.050899483,tile8_avx2,0.060087518,0.8441708975231762
avx512,0,10,2,8,32,65536,tile8_avx512,0.084537676,0.084300561,0.0847576,tile8_avx512,0.084537676,1.0
avx512,0,10,2,8,32,65536,region32_avx512,0.028723539,0.02862034,0.029359123,tile8_avx512,0.084537676,0.339772044360434
avx512,0,10,2,8,32,65536,region64_avx512,0.024819904,0.024702623,0.025087485,tile8_avx512,0.084537676,0.29359576906277857
avx512,0,10,2,8,64,65536,tile8_avx2,0.1165875475,0.116462395,0.116693292,tile8_avx2,0.1165875475,1.0
avx512,0,10,2,8,64,65536,region32_avx2,0.0691476075,0.069050189,0.069714297,tile8_avx2,0.1165875475,0.593095995093301
avx512,0,10,2,8,64,65536,tile8_avx512,0.0614678935,0.061422143,0.061890975,tile8_avx512,0.0614678935,1.0
avx512,0,10,2,8,64,65536,region32_avx512,0.0463110075,0.046175219,0.046457373,tile8_avx512,0.0614678935,0.7534178391846144
avx512,0,10,2,8,64,65536,region64_avx512,0.042317202,0.042226136,0.042440716,tile8_avx512,0.0614678935,0.6884439923095786
avx512,0,17,1,16,32,65536,tile8_avx2,0.0704644395,0.070386657,0.070578231,tile8_avx2,0.0704644395,1.0
avx512,0,17,1,16,32,65536,region32_avx2,0.062411964,0.06225672,0.062543197,tile8_avx2,0.0704644395,0.8857228474796851
avx512,0,17,1,16,32,65536,tile8_avx512,0.0729124865,0.07281561,0.073297964,tile8_avx512,0.0729124865,1.0
avx512,0,17,1,16,32,65536,region32_avx512,0.036200771,0.035965275,0.036415331,tile8_avx512,0.0729124865,0.49649617970441867
avx512,0,17,1,16,32,65536,region64_avx512,0.032446895,0.032362031,0.032658342,tile8_avx512,0.0729124865,0.44501150019071156
avx512,0,18,2,16,32,65536,tile8_avx2,0.112500083,0.112392828,0.112771805,tile8_avx2,0.112500083,1.0
avx512,0,18,2,16,32,65536,region32_avx2,0.065032892,0.064941548,0.065315794,tile8_avx2,0.112500083,0.5780697246241142
avx512,0,18,2,16,32,65536,tile8_avx512,0.074682791,0.074535549,0.074820049,tile8_avx512,0.074682791,1.0
avx512,0,18,2,16,32,65536,region32_avx512,0.038871815500000004,0.038788311,0.038944438,tile8_avx512,0.074682791,0.5204922711043298
avx512,0,18,2,16,32,65536,region64_avx512,0.0337952525,0.033627164,0.033925451,tile8_avx512,0.074682791,0.4525172673313722
avx512,0,21,5,16,32,65536,tile8_avx2,0.0743122055,0.072379341,0.077205863,tile8_avx2,0.0743122055,1.0
avx512,0,21,5,16,32,65536,region32_avx2,0.0640298725,0.063941117,0.064325232,tile8_avx2,0.0743122055,0.8616333221330646
avx512,0,21,5,16,32,65536,tile8_avx512,0.08455654800000001,0.084511835,0.084775269,tile8_avx512,0.08455654800000001,1.0
avx512,0,21,5,16,32,65536,region32_avx512,0.0375590735,0.037423732,0.037772572,tile8_avx512,0.08455654800000001,0.44418882260898346
avx512,0,21,5,16,32,65536,region64_avx512,0.0339250955,0.033777332,0.03398429,tile8_avx512,0.08455654800000001,0.40121192624845564
avx512,0,23,7,16,32,65536,tile8_avx2,0.112572445,0.112389363,0.112981949,tile8_avx2,0.112572445,1.0
avx512,0,23,7,16,32,65536,region32_avx2,0.06395953900000001,0.06388073,0.064355481,tile8_avx2,0.112572445,0.5681633636011016
avx512,0,23,7,16,32,65536,tile8_avx512,0.1126102205,0.11242364,0.113098182,tile8_avx512,0.1126102205,1.0
avx512,0,23,7,16,32,65536,region32_avx512,0.037570098499999996,0.03747179,0.037678804,tile8_avx512,0.1126102205,0.3336295616258029
avx512,0,23,7,16,32,65536,region64_avx512,0.033946421000000004,0.033756696,0.034107838,tile8_avx512,0.1126102205,0.301450621882052
avx512,0,18,2,16,64,65536,tile8_avx2,0.152771324,0.152523853,0.153279051,tile8_avx2,0.152771324,1.0
