input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:logical_values,counter:active_values,counter:selected_values
current,composition/avx2/local/k31/h0/u32/all/materialized,1,5,"[895.1857451675736,894.9055792776028,885.0118785025894,883.941350090151,895.8083360341855]",894.9055792776028,"[893.2101724038324,892.9306232520712,883.1027435416095,881.999465074798,893.8340282119804]",892.9306232520712,"[0.10927560365815106,0.10924140372041048,0.10803367657502312,0.10790299683717662,0.10935160351979803]",0.10924140372041048,8192.0,8192.0,5844.0
current,composition/avx2/local/k31/h0/u32/prefilter75/authored,1,5,"[1685.5218312635436,1696.8732505420837,1724.9652818844957,1750.0264389907159,1690.6846848511468]",1696.8732505420837,"[1681.8074302687553,1693.1284989152412,1721.1584799446084,1746.2139143505508,1686.9698588112706]",1693.1284989152412,"[0.20575217666791304,0.20713784796656293,0.210567051011291,0.2136262742908589,0.2063824078187435]",0.20713784796656293,8192.0,6144.0,4401.0
current,composition/avx2/local/k31/h0/u32/prefilter75/authored-u64-carrier,1,5,"[1433.660946094586,1412.0842223757277,1423.579548187353,1417.1037633996104,1463.5834369483553]",1423.579548187353,"[1430.5783201593963,1408.9763553113398,1420.4436513426326,1413.9856422866587,1460.4313505775656]",1420.4436513426326,"[0.17500743970881175,0.17237356230172457,0.17377680031583898,0.1729862992431165,0.17866008751810974]",0.17377680031583898,8192.0,6144.0,4401.0
current,composition/avx2/local/k31/h0/u32/prefilter75/authored-u64-carrier-unroll4-acc1,1,5,"[1325.4814946805186,1332.1744475013427,1357.798857702216,1371.1229490670428,1356.2592312772933]",1356.2592312772933,"[1322.5592032421864,1329.2343943780936,1354.8819403854782,1368.115612513423,1353.291447496743]",1353.291447496743,"[0.161801940268618,0.16261895111100377,0.16574693087185255,0.1673734068685355,0.16555898819302897]",0.16555898819302897,8192.0,6144.0,4401.0
current,composition/avx2/local/k31/h0/u32/prefilter75/authored-u64-carrier-unroll4-acc2,1,5,"[1386.0851781313936,1347.0416588947783,1352.537329550463,1339.7520591382502,1394.3056949039292]",1352.537329550463,"[1383.1376260272696,1344.0689406362808,1349.55248716283,1336.7952249596178,1391.278982555606]",1349.55248716283,"[0.1691998508461174,0.16443379625180402,0.1651046544861405,0.1635439525315247,0.1702033318974523]",0.1651046544861405,8192.0,6144.0,4401.0
current,composition/avx2/local/k31/h0/u32/prefilter75/authored-u64-carrier-unroll4-acc4,1,5,"[1354.2278711179151,1331.2916381797531,1388.1646131839843,1371.934007321742,1381.1667272771238]",1371.934007321742,"[1351.2385676530957,1328.3645840909044,1385.1773171380526,1368.9147865294697,1378.1186946926096]",1368.9147865294697,"[0.16531101942357362,0.1625111863012394,0.1694536881328106,0.16747241300314236,0.16859945401332077]",0.16747241300314236,8192.0,6144.0,4401.0
current,composition/avx2/local/k31/h0/u32/prefilter75/direct,1,5,"[1723.0900835889422,1717.7940886403314,1682.0193156533594,1698.487660111822,1753.5185399001812]",1717.7940886403314,"[1719.3027602361292,1714.0933189008206,1678.31751758973,1694.7392867889298,1749.7120331965707]",1714.0933189008206,"[0.2103381449693533,0.209691661210978,0.20532462349284172,0.2073349194472439,0.21405255614015883]",0.209691661210978,8192.0,6144.0,4401.0
current,composition/avx2/local/k31/h0/u32/prefilter75/materialized,1,5,"[972.5431937789195,985.3347096811668,1014.7901323104866,1002.2956938422824,996.5634695555468]",996.5634695555468,"[970.4284860545297,983.1601525579623,1012.6074004059365,1000.086749754427,994.3641273050978]",994.3641273050978,"[0.11871865158434076,0.12028011592787681,0.12387574857305744,0.12235054856473172,0.12165081415472982]",0.12165081415472982,8192.0,6144.0,4401.0
current,composition/avx512/local/k12/h0/u16/all/authored,1,5,"[2015.6496599999941,2069.561059999998,2005.0266100000158,1986.6339499999697,1973.9213700000134]",2005.0266100000158,"[2011.3175599999522,2064.993880003385,2000.6983599978412,1982.2496799997677,1969.5732499985752]",2000.6983599978412,"[0.246050983886718,0.252631965332031,0.24475422485351755,0.24250902709960567,0.24095719848632977]",0.24475422485351755,8192.0,8192.0,5945.0
current,composition/avx512/local/k12/h0/u16/all/authored-u64-carrier,1,5,"[1375.6662937297158,1379.9503878872997,1347.0658324051033,1378.7677950062694,1358.5840143128712]",1375.6662937297158,"[1372.6536713762987,1376.949801373172,1344.1111023492092,1375.7655228849737,1355.5864145806509]",1372.6536713762987,"[0.1679280143713032,0.16845097508389892,0.16443674711976358,0.16830661560135124,0.16584277518467666]",0.1679280143713032,8192.0,8192.0,5945.0
current,composition/avx512/local/k12/h0/u16/all/authored-u64-carrier-unroll4-acc1,1,5,"[1294.3083279296604,1283.5582874022757,1303.0304720991212,1266.4910299362232,1257.8562178032134]",1283.5582874022757,"[1291.4519390100313,1280.780201916151,1300.1666261401876,1263.699903635764,1255.1322363904967]",1280.780201916151,"[0.1579966220617261,0.1566843612551606,0.15906133692616228,0.15460095580276162,0.15354690158730636]",0.1566843612551606,8192.0,8192.0,5945.0
current,composition/avx512/local/k12/h0/u16/all/authored-u64-carrier-unroll4-acc2,1,5,"[1271.706035813786,1263.9869203329154,1251.418110103469,1237.2757644595106,1262.4366381528737]",1262.4366381528737,"[1268.9130166647126,1261.1974861132069,1248.7136094216169,1234.5564626327277,1259.6786297413255]",1259.6786297413255,"[0.15523755319992505,0.15429527836095158,0.15276099976848986,0.15103463921624885,0.1541060349307707]",0.1541060349307707,8192.0,8192.0,5945.0
current,composition/avx512/local/k12/h0/u16/all/authored-u64-carrier-unroll4-acc4,1,5,"[1241.0933461550676,1257.8574202005746,1262.977655709235,1249.033548188111,1222.6097641738522]",1249.033548188111,"[1238.4058305614126,1255.0943531452554,1260.1903211019921,1246.2771218233845,1219.9956545217813]",1246.2771218233845,"[0.1515006526068198,0.15354704836432798,0.1541720771129437,0.1524699155503065,0.14924435597825345]",0.1524699155503065,8192.0,8192.0,5945.0
current,composition/avx512/local/k12/h0/u16/all/direct,1,5,"[2028.584125716005,2001.7239155711247,1961.9680645414367,1980.8566292647863,2014.7040566663604]",2001.7239155711247,"[2024.114053170643,1997.306336444661,1957.6382169803396,1976.5522972571412,2010.2725392135892]",1997.306336444661,"[0.247629898158692,0.24435106391249084,0.23949805475359334,0.24180378775204908,0.24593555379228033]",0.24435106391249084,8192.0,8192.0,5945.0
current,composition/avx512/local/k12/h0/u16/all/materialized,1,5,"[762.5403163694456,752.9885010421679,768.2092352519833,780.6806629001156,771.4560966020255]",768.2092352519833,"[760.8643149903281,751.363795248641,766.5186003050758,778.9577931688584,769.7535533667221]",766.5186003050758,"[0.09308353471306709,0.09191754163112402,0.09377554141259559,0.09529793248292429,0.09417188679223944]",0.09377554141259559,8192.0,8192.0,5945.0
current,composition/avx512/local/k12/h0/u16/prefilter75/authored,1,5,"[2015.9613599999914,2069.427870000027,2037.3722099999725,2001.6956300000288,1951.098669999993]",2015.9613599999914,"[2011.5482600022005,2064.8733699999866,2032.8883699994549,1997.2896200033576,1946.938930000215]",2011.5482600022005,"[0.24608903320312397,0.25261570678711265,0.24870266235351227,0.2443476110839879,0.23817122436523355]",0.24608903320312397,8192.0,6144.0,4435.0
current,composition/avx512/local/k12/h0/u16/prefilter75/authored-u64-carrier,1,5,"[1379.6757750305603,1364.4933513163417,1334.946742364101,1388.9905053583877,1372.8406945208828]",1372.8406945208828,"[1376.6309846680756,1361.508552481265,1332.0688385865114,1385.9349008417144,1369.8108959520944]",1369.8108959520944,"[0.16841745300666017,0.1665641297993581,0.1629573660112428,0.1695545050486313,0.1675830925928812]",0.1675830925928812,8192.0,6144.0,4435.0
current,composition/avx512/local/k12/h0/u16/prefilter75/authored-u64-carrier-unroll4-acc1,1,5,"[1225.0550673749326,1243.9173091343375,1262.4028934618686,1242.8237790120565,1248.9617887018678]",1243.9173091343375,"[1222.407868563556,1241.206659811145,1259.6207786841912,1240.1325586297974,1246.2081236053486]",1241.206659811145,"[0.1495428549041666,0.1518453746501877,0.1541019157057945,0.15171188708643268,0.15246115584739597]",0.1518453746501877,8192.0,6144.0,4435.0
current,composition/avx512/local/k12/h0/u16/prefilter75/authored-u64-carrier-unroll4-acc2,1,5,"[1264.9563183024518,1286.4162482988213,1265.3305644438321,1297.060272276657,1269.8837931206904]",1269.8837931206904,"[1262.164708721445,1283.6668502484476,1262.5464968613098,1294.2032243521453,1267.0903583470065]",1267.0903583470065,"[0.15441361307402976,0.1570332334349147,0.15445929741746,0.15833255276814662,0.15501511146492805]",0.15501511146492805,8192.0,6144.0,4435.0
current,composition/avx512/local/k12/h0/u16/prefilter75/authored-u64-carrier-unroll4-acc4,1,5,"[1282.6038286496591,1263.4011294470256,1250.3090947773644,1237.0056056092785,1248.9977522061974]",1250.3090947773644,"[1279.7830231446753,1260.6129030770066,1247.5498075965072,1234.3267811226767,1246.2657808064134]",1247.5498075965072,"[0.15656785017696034,0.15422377068445137,0.15262562192106496,0.15100166084097638,0.15246554592360811]",0.15262562192106496,8192.0,6144.0,4435.0
current,composition/avx512/local/k12/h0/u16/prefilter75/direct,1,5,"[2060.926575099563,2030.8888388522448,1978.2301467794707,2020.8652176360342,1982.900920361949]",2020.8652176360342,"[2056.378340536072,2026.4069013081757,1973.9410419498581,2016.471748829257,1978.5292573758313]",2016.471748829257,"[0.2515779510619583,0.24791123521145567,0.2414831722142909,0.24668764863721118,0.24205333500512072]",0.24668764863721118,8192.0,6144.0,4435.0
current,composition/avx512/local/k12/h0/u16/prefilter75/materialized,1,5,"[876.4078823061416,874.0901381050572,849.3288075230427,868.9635780523714,869.5937150386545]",869.5937150386545,"[874.5170735654264,872.1610925352796,847.4544663501529,867.0644562816508,867.6809319295579]",867.6809319295579,"[0.10698338407057394,0.10670045631165248,0.10367783294959015,0.10607465552397112,0.1061515765428045]",0.1061515765428045,8192.0,6144.0,4435.0
current,composition/avx512/local/k31/h0/u32/all/authored,1,5,"[1821.6843208078003,1836.77894407749,1810.8431082995971,1807.0113015771226,1841.6602874951348]",1821.6843208078003,"[1817.698668953935,1832.8131215349972,1806.8467801502259,1803.023434643039,1837.5958239365893]",1817.698668953935,"[0.2223735743173584,0.22421617969695923,0.22105018411860314,0.22058243427455104,0.22481204681337097]",0.2223735743173584,8192.0,8192.0,5844.0
