machine,input_bits,values,arm,repetitions,median_ns_per_value,ratio_to_current32,samples,entry_mod64,input_page_offset,output_page_offset
gnr,64,8192,projected64_grain_control,20,0.123123592,0.8970197003807012,"[0.123277768,0.123104151,0.12306178,0.123107918,0.123119891,0.124579281,0.122951861,0.12319161,0.123127293,0.123264797,0.123149179,0.123170197,0.123049013,0.12301876,0.123066936,0.123224571,0.1230851,0.123295091,0.123188827,0.123066425]",32,3264,3328
gnr,8,65536,current32,20,0.059875845,1.0,"[0.059905602,0.059861194,0.05982247,0.059875228,0.059836751,0.059886159,0.059881894,0.059876462,0.059961043,0.059879597,0.059835937,0.05983956,0.059861271,0.05990639,0.059836537,0.059945364,0.059853403,0.059880001,0.059853619,0.059930509]",16,3264,3328
gnr,8,65536,projected32,20,0.0525161215,0.8770835968995511,"[0.052495152,0.052502716,0.052430913,0.052444199,0.0524939,0.052466281,0.052560439,0.052583883,0.052559212,0.052496577,0.052507052,0.052465929,0.052528901,0.052499749,0.052525191,0.052634414,0.052570341,0.052540138,0.052603805,0.052584765]",16,3264,3328
gnr,8,65536,current64_grain_control,20,0.0599011265,1.0004222320369758,"[0.059901377,0.059867049,0.059894655,0.05992301,0.059967311,0.059913658,0.060040142,0.059905481,0.059944062,0.059900181,0.059891339,0.059918487,0.059890026,0.059877459,0.059887471,0.059890568,0.059934163,0.059879441,0.059900876,0.059901537]",32,3264,3328
gnr,8,65536,projected64_grain_control,20,0.052598334999999996,0.8784566631168211,"[0.052691592,0.052589104,0.052600296,0.052598087,0.05261367,0.052588001,0.052637001,0.052618433,0.052591827,0.052586028,0.052615818,0.052592391,0.052598583,0.053362409,0.052649437,0.052588729,0.052577313,0.052595126,0.052580833,0.052613037]",48,3264,3328
gnr,8,65536,direct_predecessor,20,0.0514816475,0.8598066131676305,"[0.051493751,0.051587494,0.051490244,0.051443717,0.051560506,0.051580332,0.051453395,0.051454505,0.051450526,0.051449718,0.051503424,0.051478023,0.051567569,0.051485272,0.051560592,0.051546557,0.051461609,0.051466795,0.051461557,0.051458074]",48,3264,3328
gnr,16,65536,current32,20,0.080919612,1.0,"[0.080891669,0.080917004,0.080983069,0.080981847,0.080914989,0.080895025,0.080899458,0.080953702,0.08097358,0.080943454,0.081068523,0.080909107,0.080891557,0.080849551,0.080886893,0.081046097,0.080925032,0.080886062,0.080956377,0.08092222]",32,3264,3328
gnr,16,65536,projected32,20,0.073107377,0.9034568405987908,"[0.073121455,0.073082112,0.073226456,0.073093213,0.073130801,0.073107131,0.073128279,0.073088575,0.073094431,0.073070098,0.073075358,0.074456502,0.073134251,0.073107623,0.073126767,0.073176779,0.073105082,0.073062811,0.073094312,0.073147763]",0,3264,3328
gnr,16,65536,current64_grain_control,20,0.075475881,0.9327266794111666,"[0.075444892,0.075497646,0.075432006,0.075481698,0.07544313,0.0754668,0.075465783,0.07545964,0.075573485,0.07550659,0.075447477,0.0754923,0.075441115,0.075672038,0.075473897,0.075513136,0.075477865,0.075502008,0.075479392,0.075466644]",0,3264,3328
gnr,16,65536,projected64_grain_control,20,0.068911148,0.8516000793478842,"[0.068967726,0.068879105,0.070078541,0.068968024,0.068911947,0.068942104,0.068886422,0.068951093,0.069143534,0.068871908,0.068897534,0.068910349,0.068904519,0.068952184,0.068912089,0.068894029,0.068941694,0.068885975,0.068903632,0.068874493]",0,3264,3328
gnr,32,65536,current32,20,0.1077598595,1.0,"[0.107747659,0.107728291,0.107759915,0.107709836,0.107792538,0.107770987,0.107752573,0.107773822,0.107759804,0.107848696,0.107703507,0.10775407,0.107697614,0.107748136,0.109015927,0.107878,0.107744087,0.107804339,0.107768368,0.118576702]",48,64,3264
gnr,32,65536,projected32,20,0.0990526135,0.9191976860363297,"[0.099168684,0.09898987,0.099037793,0.099048745,0.099108506,0.098936345,0.099026151,0.099056482,0.099028725,0.098968223,0.099122576,0.099162716,0.099128261,0.099023663,0.099269535,0.099146575,0.09902785,0.0989663,0.099131815,0.099146515]",16,64,3264
gnr,32,65536,current64_grain_control,20,0.10147125100000001,0.9416423840084908,"[0.101413626,0.101456128,0.101538152,0.101611268,0.101423975,0.101688027,0.101504028,0.101427522,0.101469208,0.101445608,0.101468485,0.102964733,0.101428904,0.101439182,0.101515017,0.101510674,0.101450592,0.101473294,0.101481788,0.101483628]",0,64,3264
gnr,32,65536,projected64_grain_control,20,0.09409440699999999,0.8731860586733596,"[0.094137073,0.094242856,0.094322477,0.09407755,0.094084654,0.094080992,0.094060015,0.094049498,0.094024289,0.094113968,0.094099451,0.09402011,0.094267704,0.09421267,0.094154146,0.094113987,0.094089363,0.094282731,0.094060484,0.094066169]",16,64,3264
gnr,64,65536,current32,20,0.1366792005,1.0,"[0.136499628,0.136654973,0.13671457,0.136698343,0.136684489,0.136777095,0.136800621,0.136521067,0.136690218,0.136706408,0.136668831,0.136610214,0.136952844,0.136849575,0.136632107,0.136916831,0.136580646,0.136673912,0.136662032,0.136634655]",32,64,3264
gnr,64,65536,projected32,20,0.126971334,0.9289733444116832,"[0.12740178,0.127182443,0.126874469,0.126694206,0.126884911,0.126866262,0.12675111,0.128500301,0.127250221,0.127060734,0.127031974,0.126984369,0.127127446,0.126928881,0.127087601,0.126919281,0.126929566,0.126893863,0.126958299,0.127055395]",48,64,3264
gnr,64,65536,current64_grain_control,20,0.13285098,0.9719911992022519,"[0.132668361,0.132825468,0.132885959,0.132867903,0.132835507,0.133035906,0.132700458,0.13279482,0.132672369,0.132905107,0.132832348,0.132878486,0.132594552,0.132811822,0.132740702,0.133178968,0.132956468,0.132866453,0.132943761,0.133117966]",0,64,3264
gnr,64,65536,projected64_grain_control,20,0.122360615,0.8952394698855443,"[0.122313071,0.122339841,0.122587189,0.122293029,0.122379038,0.12225955,0.122382339,0.122378312,0.122516349,0.122618321,0.122313268,0.122184794,0.122342918,0.122330464,0.122635569,0.122387864,0.122575227,0.122296926,0.122280743,0.122574046]",32,64,3264
