input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:values_per_batch,counter:source_bytes,counter:encoded_bytes,counter:input_page_offset,counter:output_page_offset
scan,scan_grain/k4/predecessor128/decode/65536,1,5,"[1218.2642972536494,1236.5225094237912,1217.851462933052,1239.7695386824428,1215.1051696284276]",1218.2642972536494,"[1218.228666306708,1236.487183627501,1217.8826602018298,1239.7343385376196,1215.0691617322834]",1218.228666306708,"[0.01858923793416823,0.0188678361423308,0.01858293858235248,0.01891738187686833,0.01854103347211346]",0.01858923793416823,65536.0,65536.0,32768.0,1536.0,1600.0
scan,scan_grain/k4/predecessor128/decode/8192,1,5,"[150.72191819304373,150.3039396519621,149.6249676069166,148.7787274908922,149.17502281126403]",149.6249676069166,"[150.7176194407796,150.29964525512472,149.84556938848456,148.7980827650501,149.17071752583652]",149.84556938848456,"[0.018398671654424287,0.018347648883296156,0.018264766553578688,0.018161465758165556,0.01820984165176563]",0.018264766553578688,8192.0,8192.0,4096.0,1344.0,1408.0
scan,scan_grain/k4/predecessor128/encode/256,1,5,"[3.069404982993169,3.0706534947833166,3.069245527634354,3.068858066015099,3.0699085954371634]",3.069404982993169,"[3.0693161385631846,3.070643019296863,3.0691570338568073,3.068763918094653,3.069819400362839]",3.0693161385631846,"[0.011989863214817069,0.01199474021399733,0.011989240342321697,0.011987726820371478,0.01199183045092642]",0.011989863214817069,256.0,256.0,128.0,192.0,512.0
scan,scan_grain/k4/predecessor128/encode/65536,1,5,"[965.8919743751937,964.7881004096674,965.8419757499299,964.9026834565818,965.6453905584048]",965.6453905584048,"[965.8643287229822,964.760413518588,965.8140689007357,964.9013499763546,965.6173462357432]",965.6173462357432,"[0.014738341894152735,0.014721498114161185,0.01473757897567642,0.014723246512704189,0.014734579323706129]",0.014734579323706129,65536.0,65536.0,32768.0,1472.0,1536.0
scan,scan_grain/k4/predecessor128/encode/8192,1,5,"[104.24877027493184,108.13345910502713,106.65603742474649,105.56239733118784,104.35251351662188]",105.56239733118784,"[104.24792975181977,108.27597683958106,106.65309559426561,105.56168411378003,104.34945204960385]",105.56168411378003,"[0.012725679965201641,0.013199885144656634,0.013019535818450497,0.012886034830467265,0.012738343935134509]",0.012886034830467265,8192.0,8192.0,4096.0,1280.0,1344.0
scan,scan_grain/k4/predecessor256/decode/256,1,5,"[3.973793441834478,3.9717382103074907,3.974507440725233,3.972440899455794,3.974289870983207]",3.973793441834478,"[3.9736800588158596,3.9717139914562143,3.9743927439444886,3.9723275164285514,3.976445176592751]",3.9736800588158596,"[0.01552263063216593,0.015514602384013636,0.015525419690332942,0.015517347263499197,0.015524569808528153]",0.01552263063216593,256.0,256.0,128.0,512.0,704.0
scan,scan_grain/k4/predecessor256/decode/65536,1,5,"[1158.6977005687777,1151.8611704121622,1157.934602284764,1156.3629548750841,1152.133679904821]",1156.3629548750841,"[1158.6870263828357,1151.8284960005337,1157.90161823639,1156.3302152732472,1152.1195019793029]",1156.3302152732472,"[0.017680323800182765,0.01757600662860355,0.01766867984443304,0.017644698408128115,0.01758016479346956]",0.017644698408128115,65536.0,65536.0,32768.0,1536.0,1600.0
scan,scan_grain/k4/predecessor256/decode/8192,1,5,"[136.458672097627,129.34654178674475,128.520780673933,128.46107698871108,128.38322694122468]",128.520780673933,"[136.4755908586256,129.34281873383145,128.5170958576633,128.46360262726768,128.37962061105753]",128.5170958576633,"[0.016657552746292357,0.01578937277670224,0.01568857185961096,0.01568128381209852,0.015671780632473715]",0.01568857185961096,8192.0,8192.0,4096.0,1344.0,1408.0
scan,scan_grain/k4/predecessor256/encode/256,1,5,"[3.005391820680769,3.0112706216925678,3.0037941403054873,2.995453253728595,3.0082417731780016]",3.005391820680769,"[3.005370979681972,3.0112370085798728,3.0037714870470986,2.9959305686679443,3.0081554319065344]",3.005370979681972,"[0.011739811799534254,0.011762775865986593,0.011733570860568312,0.011700989272377324,0.011750944426476569]",0.011739811799534254,256.0,256.0,128.0,192.0,512.0
scan,scan_grain/k4/predecessor256/encode/65536,1,5,"[885.8173264690353,884.9187187745625,885.6002510715192,884.1804164236204,884.1363774695033]",884.9187187745625,"[885.814092973992,884.8930917289925,885.5749663958785,884.1544723692402,884.1108899083323]",884.8930917289925,"[0.013516499732498705,0.013502788067238808,0.013513187424797353,0.013491522467401434,0.013490850486290026]",0.013502788067238808,65536.0,65536.0,32768.0,1472.0,1536.0
scan,scan_grain/k4/predecessor256/encode/8192,1,5,"[87.16929189092224,87.05790515919719,87.04470268357493,87.07353359281618,87.08387184883267]",87.07353359281618,"[87.169098211522,87.05874443636598,87.04222458109408,87.07095616748707,87.08137636494536]",87.07095616748707,"[0.010640782701528594,0.010627185688378563,0.01062557405805358,0.01062909345615432,0.010630355450296957]",0.01062909345615432,8192.0,8192.0,4096.0,1280.0,1344.0
scan,scan_grain/k4/predecessor_tile/decode/256,1,5,"[5.004604215362757,5.008803250607292,5.008306335647825,5.01158766442095,5.012212048558642]",5.008803250607292,"[5.004458341924612,5.008658093293147,5.008161178329484,5.011444010949789,5.012204457695058]",5.008658093293147,"[0.019549235216260764,0.019565637697684733,0.01956369662362432,0.019576514314144335,0.0195789533146822]",0.019565637697684733,256.0,256.0,128.0,512.0,704.0
scan,scan_grain/k4/predecessor_tile/decode/65536,1,5,"[1285.9434285922964,1290.988831709198,1282.192488776943,1282.6023942479537,1294.4756377970045]",1285.9434285922964,"[1285.9066754250912,1293.3695937803752,1282.1567757954906,1282.5654220942797,1294.4887039656608]",1285.9066754250912,"[0.019621939523197882,0.019698926265093963,0.019564704723769276,0.019570959384886993,0.01975213070368964]",0.019621939523197882,65536.0,65536.0,32768.0,1536.0,1600.0
scan,scan_grain/k4/predecessor_tile/decode/8192,1,5,"[150.95534955548024,151.14043472822019,150.96949181056053,150.7217057841517,150.94270844566802]",150.95534955548024,"[150.95088925616048,151.13617069955782,150.9649711200123,150.7174546961451,150.9383603004793]",150.95088925616048,"[0.01842716669378421,0.01844976009865969,0.018428893043281314,0.018398645725604457,0.018425623589559084]",0.01842716669378421,8192.0,8192.0,4096.0,1344.0,1408.0
scan,scan_grain/k4/predecessor_tile/encode/256,1,5,"[4.0637382729397045,4.032134148148868,4.044064251978885,4.048610302820583,4.016936036511197]",4.044064251978885,"[4.0636987706397845,4.03201816519384,4.0439489733594005,4.048495024210064,4.016819877458755]",4.0439489733594005,"[0.01587397762867072,0.015750524016206514,0.01579712598429252,0.015814883995392902,0.015691156392621863]",0.01579712598429252,256.0,256.0,128.0,192.0,512.0
scan,scan_grain/k4/predecessor_tile/encode/65536,1,5,"[1059.5611532488115,1057.653346803978,1058.7005895924003,1056.962468145438,1061.8736673854385]",1058.7005895924003,"[1059.5305426948423,1057.647209613161,1058.7117933559698,1056.9322647280262,1061.8417147967566]",1058.7117933559698,"[0.01616762013624285,0.016138509320129057,0.01615448897693482,0.016127967348410616,0.016202906301657688]",0.01615448897693482,65536.0,65536.0,32768.0,1472.0,1536.0
scan,scan_grain/k4/predecessor_tile/encode/8192,1,5,"[126.65346593626641,126.56370445910532,126.71154349454264,126.84196846769665,126.96707969713049]",126.71154349454264,"[126.65230175020235,126.55993393917852,126.71113918779061,126.98679325326707,126.98749717985712]",126.71113918779061,"[0.015460628166048145,0.01544967095448063,0.015467717711736162,0.015483638728966876,0.015498911095841124]",0.015467717711736162,8192.0,8192.0,4096.0,1280.0,1344.0
scan,scan_grain/k4/region128/decode/256,1,5,"[4.916257786782874,4.9162861479875035,4.581566438473623,4.43978077350412,4.617201590108851]",4.617201590108851,"[4.916116050947829,4.9162981523516045,4.581430459124304,4.4397180840066115,4.631370258268]",4.631370258268,"[0.019204131979620603,0.019204242765576186,0.01789674390028759,0.01734289364650047,0.0180359437113627]",0.0180359437113627,256.0,256.0,128.0,512.0,704.0
scan,scan_grain/k4/region128/decode/65536,1,5,"[1229.9202845485977,1224.7313352163758,1228.287094186983,1225.2960037660844,1224.03926491614]",1225.2960037660844,"[1229.8837918875042,1224.7242040633423,1228.2521184235343,1225.2612372314027,1224.0034173732224]",1225.2612372314027,"[0.01876709418561703,0.018687917102300652,0.01874217367839024,0.01869653326059089,0.018677356947572932]",0.01869653326059089,65536.0,65536.0,32768.0,1536.0,1600.0
scan,scan_grain/k4/region128/decode/8192,1,5,"[145.90538797401427,147.28059429802994,147.24084642704054,147.19685114544308,146.54503485761896]",147.19685114544308,"[145.93262698733278,147.27642962915428,147.24056849962372,147.19834898339244,146.5408044196388]",147.19834898339244,"[0.017810716305421668,0.017978588171146233,0.017973736136113343,0.01796836561834022,0.017888798200392943]",0.01796836561834022,8192.0,8192.0,4096.0,1344.0,1408.0
scan,scan_grain/k4/region128/encode/256,1,5,"[3.0728507540948096,3.0744305349395606,3.0732166003933608,3.072278094527578,3.0776447340133077]",3.0732166003933608,"[3.0727580507627805,3.0743427107226244,3.0731280728818833,3.081406493743055,3.078129877062968]",3.0743427107226244,"[0.01200332325818285,0.012009494277107659,0.012004752345286564,0.012001086306748352,0.012022049742239485]",0.012004752345286564,256.0,256.0,128.0,192.0,512.0
scan,scan_grain/k4/region128/encode/65536,1,5,"[941.7072396845937,940.5807679844518,937.4598185353108,937.9503402462684,941.134923849643]",940.5807679844518,"[941.6803170235581,940.5538723251605,937.4328013609223,937.964989737677,941.1066780088694]",940.5538723251605,"[0.014369312128976342,0.014352123534919005,0.014304501625599835,0.014311986392917914,0.014360579282373703]",0.014352123534919005,65536.0,65536.0,32768.0,1472.0,1536.0
scan,scan_grain/k4/region128/encode/8192,1,5,"[88.54054545891088,90.15974785699993,89.28422071611534,89.72097834315007,93.09208678915792]",89.72097834315007,"[88.53799142425491,90.15721025109961,89.28157948282231,89.72181620794937,93.09148398135878]",89.72181620794937,"[0.010808172053089708,0.011005828595825187,0.010898952724135174,0.01095226786415406,0.01136378012562963]",0.01095226786415406,8192.0,8192.0,4096.0,1280.0,1344.0
scan,scan_grain/k4/region256/decode/256,1,5,"[3.992506367279701,3.9921388382235916,3.9988626057017025,3.985650275646781,3.9892970357734288]",3.9921388382235916,"[3.9923917890446043,3.9921432889680797,4.010016636095455,3.985537238058261,3.9892790615922302]",3.9921432889680797,"[0.01559572799718633,0.015594292336810905,0.015620557053522275,0.015568946389245237,0.015583191545989956]",0.015594292336810905,256.0,256.0,128.0,512.0,704.0
scan,scan_grain/k4/region256/decode/65536,1,5,"[1116.7802875072025,1118.8816514055266,1116.5962252673337,1116.854837676887,1116.4714733943754]",1116.7802875072025,"[1116.748191072609,1118.8499871934036,1116.563888711555,1116.8227092276898,1116.4395850686672]",1116.748191072609,"[0.017040714836230503,0.017072779104698586,0.01703790626933798,0.017041852381544296,0.01703600270682335]",0.017040714836230503,65536.0,65536.0,32768.0,1536.0,1600.0
scan,scan_grain/k4/region256/decode/8192,1,5,"[129.83388031669705,130.81328070466384,128.66220917003685,129.25703333191805,129.43375266582228]",129.43375266582228,"[129.83461884083454,130.80958808507592,128.65858789599284,129.25338891872156,129.43375845080953]",129.43375845080953,"[0.015848862343346808,0.015968418054768535,0.015705836080326763,0.015778446451650153,0.015800018635964638]",0.015800018635964638,8192.0,8192.0,4096.0,1344.0,1408.0
scan,scan_grain/k4/region256/encode/256,1,5,"[3.0448908017058844,3.0451215959001576,3.034655303918059,3.0446233963698,3.049948899311547]",3.0448908017058844,"[3.052970343964374,3.0455683914656753,3.034569165184724,3.044535948543948,3.050009466961331]",3.0455683914656753,"[0.011894104694163611,0.01189500623398499,0.011854122280929916,0.011893060142069532,0.01191386288793573]",0.011894104694163611,256.0,256.0,128.0,192.0,512.0
scan,scan_grain/k4/region256/encode/65536,1,5,"[885.5676702681513,885.0477143472391,884.5783353810698,885.3256406034305,885.1327312568815]",885.1327312568815,"[885.5657323084023,885.0588481181525,884.567492940238,885.317610103233,887.351771395935]",885.317610103233,"[0.013512690281191274,0.013504756383472278,0.013497594228837121,0.013508997201590432,0.013506053638563257]",0.013506053638563257,65536.0,65536.0,32768.0,1472.0,1536.0
scan,scan_grain/k4/region256/encode/8192,1,5,"[87.02474799793896,87.01555248156126,87.00810624717084,87.0661154153933,87.02320465978796]",87.02320465978796,"[87.02491424154584,87.01298190535887,87.00563864297034,87.06359570497379,87.02075442415232]",87.02075442415232,"[0.010623138183342156,0.010622015683784335,0.010621106719625347,0.010628187916918127,0.010622949787571773]",0.010622949787571773,8192.0,8192.0,4096.0,1280.0,1344.0
scan,scan_grain/k4/region512/decode/256,1,5,"[5.006267038206619,4.999510321313087,5.000132816170471,5.0039495902916,5.003718780825191]",5.003718780825191,"[5.00722452335271,4.999521976915941,4.999984171420473,5.004003479404524,5.003572438403466]",5.003572438403466,"[0.019555730617994604,0.019529337192629247,0.019531768813165897,0.019546678087076563,0.019545776487598407]",0.019545776487598407,256.0,256.0,128.0,512.0,704.0
scan,scan_grain/k4/region512/decode/65536,1,5,"[1177.1909363715092,1174.9633962328,1175.83505416816,1174.5889493582847,1173.6688198294398]",1174.9633962328,"[1177.1571469742983,1174.9299967780346,1175.8017733931733,1177.1698285952343,1173.8684366684436]",1175.8017733931733,"[0.01796250818437972,0.017928518619274903,0.01794181906384521,0.01792280501340156,0.01790876495101074]",0.017928518619274903,65536.0,65536.0,32768.0,1536.0,1600.0
scan,scan_grain/k4/region512/decode/8192,1,5,"[135.0222975338653,135.25524457262904,134.55264303247924,134.75973328845714,134.7352595833712]",134.75973328845714,"[135.01832432891703,135.25436636651418,134.5487936273353,134.75584906477016,134.73127090345727]",134.75584906477016,"[0.016482214054426916,0.01651064997224476,0.01642488318267569,0.016450162754938616,0.016447175242110743]",0.016450162754938616,8192.0,8192.0,4096.0,1344.0,1408.0
scan,scan_grain/k4/region512/encode/256,1,5,"[3.1995954528156143,3.2016786078842383,3.1996538564638364,3.2027872236453425,3.200552997806634]",3.200552997806634,"[3.1995065876575404,3.2015871775506626,3.1997735495879276,3.202802019236079,3.2004616590847603]",3.2004616590847603,"[0.012498419737560992,0.012506557062047806,0.01249864787681186,0.012510887592364617,0.012502160147682163]",0.012502160147682163,256.0,256.0,128.0,192.0,512.0
scan,scan_grain/k4/region512/encode/65536,1,5,"[872.7663379700655,871.865746816141,872.553909989619,870.5110169597441,872.773899241363]",872.553909989619,"[872.7413045362377,873.5066176753894,872.6842263126321,870.4867833992893,872.7731118693347]",872.7413045362377,"[0.013317357451935815,0.013303615521486529,0.01331411605819121,0.013282943984371093,0.013317472827779588]",0.01331411605819121,65536.0,65536.0,32768.0,1472.0,1536.0
scan,scan_grain/k4/region512/encode/8192,1,5,"[86.85687647249294,86.85664074954961,86.86015550270416,86.86059345111931,86.90318362445231]",86.86015550270416,"[86.85435919955871,86.85417062122345,86.85767669000646,86.86055871285957,86.90072094024943]",86.85767669000646,"[0.01060264605377111,0.010602617278997755,0.010603046326013691,0.010603099786513588,0.010608298782281778]",0.010603046326013691,8192.0,8192.0,4096.0,1280.0,1344.0
scan,scan_grain/k6/bound/decode/256,1,5,"[10.32012474071929,10.321266039561745,10.329189219237705,10.320124150901243,10.322669070373506]",10.321266039561745,"[10.319828946732168,10.32095933391323,10.332710730757587,10.319839710906962,10.322374456026148]",10.32095933391323,"[0.040312987268434734,0.04031744546703807,0.040348395387647285,0.040312984964457975,0.04032292605614651]",0.04031744546703807,256.0,256.0,192.0,2560.0,2816.0
scan,scan_grain/k6/bound/decode/65536,1,5,"[1480.9067367354853,1479.8459119497302,1480.4239162551498,1478.1424169515699,1478.3908657295988]",1479.8459119497302,"[1480.8638934628468,1479.8032375149699,1480.4238529399613,1478.100037990087,1478.3775273294975]",1479.8032375149699,"[0.022596843517081987,0.02258065661544388,0.022589476261217493,0.02255466334459793,0.022558454372094708]",0.02258065661544388,65536.0,65536.0,49152.0,3520.0,3584.0
scan,scan_grain/k6/bound/decode/8192,1,5,"[181.09158109283172,181.043606953219,181.11384543483928,181.01159822923094,180.9649300912606]",181.043606953219,"[181.0862376502909,181.03838034996647,181.11519038317857,181.00632229407057,180.9597761879432]",181.03838034996647,"[0.02210590589512106,0.02210004967690662,0.022108623710307532,0.02209614236196667,0.022090445567780836]",0.02210004967690662,8192.0,8192.0,6144.0,3328.0,1344.0
scan,scan_grain/k6/bound/encode/256,1,5,"[9.280292669194317,9.278533501855858,9.27744536531734,9.277126433320307,9.271824255202786]",9.27744536531734,"[9.280435949812798,9.27972405749721,9.277174591523291,9.277119401940093,9.27155149138189]",9.277174591523291,"[0.036251143239040294,0.036244271491624444,0.036240020958270856,0.03623877513015745,0.03621806349688588]",0.036240020958270856,256.0,256.0,192.0,1792.0,2560.0
scan,scan_grain/k6/bound/encode/65536,1,5,"[1407.582091653087,1407.2413987251641,1407.9709034605632,1407.387162936609,1408.3166636504175]",1407.582091653087,"[1407.5415937734356,1407.1993324103285,1407.9269670846452,1407.3471878681617,1408.4334720789304]",1407.5415937734356,"[0.021477998224687,0.021472799663164732,0.021483931022042286,0.021475023848520035,0.021489206903845478]",0.021477998224687,65536.0,65536.0,49152.0,3456.0,3520.0
scan,scan_grain/k6/bound/encode/8192,1,5,"[173.22236956365737,173.21390842675083,173.22432651082352,173.2068203690702,173.2181810534905]",173.2181810534905,"[173.21732751767018,173.20886885478927,173.22463823715694,173.20192676438376,173.21328250048907]",173.21328250048907,"[0.021145308784626143,0.021144275930999858,0.021145547669778258,0.021143410689583766,0.02114479749188116]",0.02114479749188116,8192.0,8192.0,6144.0,3264.0,3328.0
scan,scan_grain/k6/native/decode/256,1,5,"[5.737557143618573,5.732157713635944,5.72945787548864,5.732635396887099,5.72997628250914]",5.732157713635944,"[5.738310451249243,5.73199925219195,5.729293830957801,5.7326893394612535,5.7298132232267935]",5.73199925219195,"[0.02241233259226005,0.022391241068890403,0.0223806948261275,0.022393107019090235,0.02238271985355133]",0.022391241068890403,256.0,256.0,192.0,2560.0,2816.0
scan,scan_grain/k6/native/decode/65536,1,5,"[1557.3099039402412,1557.2257626967908,1557.6403317620031,1557.354909721627,1557.391732633627]",1557.354909721627,"[1557.2902250295815,1557.256870941414,1557.6478697858913,1557.518589341773,1557.348105488188]",1557.348105488188,"[0.023762663329166277,0.02376137943568101,0.023767705257598925,0.02376335006289104,0.023763911935937913]",0.02376335006289104,65536.0,65536.0,49152.0,3520.0,3584.0
scan,scan_grain/k6/native/decode/8192,1,5,"[156.76495094956348,157.06102107551482,156.89419120685514,156.62054189050943,156.93548879745666]",156.89419120685514,"[156.7604771186317,157.06512433279553,156.88972635968767,156.61839930289665,156.93377517643455]",156.88972635968767,"[0.019136346551460383,0.01917248792425718,0.01915212295005556,0.019118718492493827,0.019157164159845783]",0.01915212295005556,8192.0,8192.0,6144.0,3328.0,1344.0
scan,scan_grain/k6/native/encode/256,1,5,"[5.579664333409351,5.579327114960301,5.579344800406996,5.579433227640182,5.580778675876047]",5.579433227640182,"[5.579593750949238,5.579359060292789,5.5791877026551635,5.5792765282118015,5.580614647339364]",5.579359060292789,"[0.021795563802380277,0.021794246542813676,0.021794315626589827,0.021794661045469465,0.021799916702640806]",0.021794661045469465,256.0,256.0,192.0,1792.0,2560.0
scan,scan_grain/k6/native/encode/65536,1,5,"[1225.7149736459628,1225.7260405905151,1226.0207855429733,1225.7809200272989,1225.6775351533215]",1225.7260405905151,"[1225.6780254642028,1225.689337562361,1226.2933615860272,1225.7447248134258,1225.6407445665486]",1225.689337562361,"[0.018702926233611493,0.018703095101783983,0.01870759255284078,0.018703932495533735,0.01870235496754946]",0.018703095101783983,65536.0,65536.0,49152.0,3456.0,3520.0
scan,scan_grain/k6/native/encode/8192,1,5,"[149.9525160757375,149.9983198194549,150.04224546125133,150.1936510258548,150.46131819951316]",150.04224546125133,"[149.94796818602785,149.9938622855544,150.0377986839951,150.18920639971955,150.45681979002646]",150.0377986839951,"[0.018304750497526546,0.018310341774835804,0.018315703791656653,0.01833418591624204,0.01836686013177651]",0.018315703791656653,8192.0,8192.0,6144.0,3264.0,3328.0
scan,scan_grain/k6/predecessor128/decode/256,1,5,"[6.382567410396066,6.386513021384642,6.386432674065015,6.384338890552535,6.383236422948353]",6.384338890552535,"[6.382496843683878,6.3874125640222825,6.386254154927696,6.384237885117756,6.38305534438995]",6.384237885117756,"[0.024931903946859634,0.02494731648978376,0.02494700263306646,0.024938823791220838,0.024934517277142004]",0.024938823791220838,256.0,256.0,192.0,2560.0,2816.0
scan,scan_grain/k6/predecessor128/decode/65536,1,5,"[1481.3595345776043,1482.2480837420655,1482.3354778435898,1481.4368431110413,1482.4939592755156]",1482.2480837420655,"[1481.3169416294938,1482.204577782748,1482.2928211986582,1481.394611124283,1482.5064229099132]",1482.204577782748,"[0.02260375266384284,0.02261731084811501,0.02261864437627548,0.022604932298447285,0.022621062611015555]",0.02261731084811501,65536.0,65536.0,49152.0,3520.0,3584.0
scan,scan_grain/k6/predecessor128/decode/8192,1,5,"[184.84849859312646,184.7986899114267,184.86047873084095,184.81302757567866,184.75714575790883]",184.81302757567866,"[184.84324294401475,184.79327076456917,184.85520198533055,184.81225755623575,184.7519639462676]",184.81225755623575,"[0.022564513988418758,0.02255843382707845,0.02256597640757336,0.022560184030234215,0.022553362519275984]",0.022560184030234215,8192.0,8192.0,6144.0,3328.0,1344.0
scan,scan_grain/k6/predecessor128/encode/256,1,5,"[5.55045923211234,5.550016215105399,5.549784502679113,5.54923746124515,5.552952959677431]",5.550016215105399,"[5.551085205062482,5.549859463778079,5.549625130911759,5.549079280591929,5.5530349086782715]",5.549859463778079,"[0.021681481375438832,0.02167975084025546,0.021678845713590286,0.021676708832988868,0.021691222498739966]",0.02167975084025546,256.0,256.0,192.0,1792.0,2560.0
scan,scan_grain/k6/predecessor128/encode/65536,1,5,"[1401.685536354461,1401.5417008751558,1401.691884098594,1402.083321652357,1401.6771661426792]",1401.685536354461,"[1401.6981517471352,1401.5019523826181,1401.7159534636453,1402.0976991903044,1401.950799974195]",1401.7159534636453,"[0.021388023931189895,0.021385829175951474,0.021388120790078645,0.02139409365314265,0.02138789621189391]",0.021388023931189895,65536.0,65536.0,49152.0,3456.0,3520.0
