dataset,mask,operation,configuration,policy,repetitions,median_ns,min_ns,max_ns,cycles_per_call,relative_to_plain
census-income_srt,none,intersection,mixed-frame,complete,5,61.96,61.7237,62.1087,171.7911605834961,1.112076330507075
census-income_srt,none,intersection,mixed-frame-point,complete,5,62.5375,61.3119,64.2818,174.04967498779297,1.1224414706114625
census-income_srt,none,intersection,mixed-point-frame,complete,5,62.4817,62.1729,63.598,173.87351989746094,1.121439955775402
census-income_srt,none,intersection,plain,complete,5,55.7156,55.4367,56.7819,154.96866607666016,1.0
census-income_srt,none,intersection,plain,selected,5,2.46018,2.44927,2.48352,6.83420991897583,1.0
census-income_srt,none,union,bec-plain-frame,complete,5,66.1334,62.0835,67.5565,183.93489837646484,1.1666948931275625
census-income_srt,none,union,local-frame,complete,5,64.0608,63.0107,65.1586,178.15562438964844,1.1301310413447088
census-income_srt,none,union,local-frame,selected,5,4.63929,4.63342,4.68214,12.919850826263428,1.959838288596558
census-income_srt,none,union,local-inline,complete,5,61.4137,61.2879,62.5551,170.88907623291016,1.0834321259464685
census-income_srt,none,union,local-point,complete,5,62.8468,62.1692,65.4439,174.95049285888672,1.1087142141400457
census-income_srt,none,union,mixed-frame,complete,5,62.0235,61.4269,63.4802,172.57549285888672,1.0941899358553677
census-income_srt,none,union,mixed-frame-point,complete,5,63.27,61.7239,65.7697,175.80359649658203,1.116180113046976
census-income_srt,none,union,mixed-point-frame,complete,5,62.4523,61.9654,63.947,173.81929779052734,1.1017546273754333
census-income_srt,none,union,plain,complete,5,56.6844,55.3314,57.4415,157.75165557861328,1.0
census-income_srt,none,union,plain,selected,5,2.36718,2.35465,2.37651,6.571139335632324,1.0
census-income_srt,single255,intersection,bec-plain-frame,complete,5,119.676,117.613,122.499,329.6726837158203,1.9911519884732938
census-income_srt,single255,intersection,local-frame,complete,5,90.0128,88.8375,93.7621,250.19439697265625,1.497619954778309
census-income_srt,single255,intersection,local-frame,selected,5,23.6757,23.6133,23.7947,66.0837631225586,7.025701288180255
census-income_srt,single255,intersection,local-inline,complete,5,87.3969,84.8674,88.8659,243.41981506347656,1.4540969887145425
census-income_srt,single255,intersection,local-point,complete,5,79.925,77.8175,83.9662,221.81924438476562,1.3297805966002205
census-income_srt,single255,intersection,mixed-frame,complete,5,90.1582,85.6699,92.3244,250.61856079101562,1.5000390989603003
census-income_srt,single255,intersection,mixed-frame-point,complete,5,91.79,91.4155,92.6923,255.2384796142578,1.5271887514786895
census-income_srt,single255,intersection,mixed-point-frame,complete,5,87.2233,84.6807,88.6921,242.2137451171875,1.451208657008946
census-income_srt,single255,intersection,plain,complete,5,60.1039,59.9188,60.3857,167.17613983154297,1.0
census-income_srt,single255,intersection,plain,selected,5,3.36987,3.35675,3.40061,9.375675201416016,1.0
census-income_srt,single255,union,bec-plain-frame,complete,5,119.237,118.209,121.272,331.7740783691406,2.0098980360691714
census-income_srt,single255,union,local-frame,complete,5,140.463,138.88,140.546,391.0442810058594,2.3676904638693026
census-income_srt,single255,union,local-frame,selected,5,70.0234,69.7323,70.3807,194.8906478881836,20.74435497727771
census-income_srt,single255,union,local-inline,complete,5,128.657,125.639,130.435,357.9233856201172,2.1686846501216186
census-income_srt,single255,union,local-point,complete,5,128.119,127.436,131.416,356.2630157470703,2.159615945412466
census-income_srt,single255,union,mixed-frame,complete,5,135.665,134.676,137.809,376.2637481689453,2.28681379993898
census-income_srt,single255,union,mixed-frame-point,complete,5,132.18,130.107,133.35,367.4742736816406,2.228069495270957
census-income_srt,single255,union,mixed-point-frame,complete,5,130.969,130.767,131.36,364.4908447265625,2.207656481511136
census-income_srt,single255,union,plain,complete,5,59.3249,58.2644,59.5429,164.5113983154297,1.0
census-income_srt,single255,union,plain,selected,5,3.37554,3.35745,3.40538,9.378730773925781,1.0
msmarco,all,intersection,bec-plain-frame,complete,5,21178.2,21063.7,21377.9,58816.6953125,53.727640121062365
msmarco,all,intersection,local-frame,complete,5,32283.4,32162.3,32374.6,89817.47265625,81.90077046605967
msmarco,all,intersection,local-frame,selected,5,32289.2,32170.0,32407.6,89816.62109375,81.78559940020719
msmarco,all,intersection,local-inline,complete,5,32482.7,32373.0,32648.7,90396.35546875,82.40638088980332
msmarco,all,intersection,local-point,complete,5,34216.3,34130.6,34341.8,95227.453125,86.80440512764571
msmarco,all,intersection,mixed-frame,complete,5,32275.5,32188.6,32437.3,89800.03125,81.88072870816917
msmarco,all,intersection,mixed-frame-point,complete,5,32721.2,32710.5,33075.4,91008.39453125,83.01143902358585
