src,dst,edge,passes,p50_us_min,p50_us_max,p99_us_min,p99_us_max,p50_lo_us_min,p50_lo_us_max,p50_hi_us_min,p50_hi_us_max,p99_hi_us_min,p99_hi_us_max,rtt_p50_us_min,rtt_p50_us_max,rtt_p99_us_min,rtt_p99_us_max,passes_point_p50_le_110,passes_point_p99_le_110,passes_bounded_p50_le_110,passes_resolved_faster
4,2,az3a -> az2a,4,399.0121495759711,435.45104059657524,406.20974333703987,444.5445680400694,0.0,0.0,802.2911225741241,856.1484896347347,814.2497498222652,864.0958373247217,802.0615,855.893,814.0100500000001,863.8436300000001,0,0,0,0
4,3,az3a -> az2b,4,303.48097563136787,307.1796385638494,340.2493551749583,351.67216127188584,0.0,0.0,614.027815264014,616.512520166016,715.505348154764,739.7195779071602,613.7997499999999,616.3,715.2660800000001,739.5305900000001,0,0,0,0
4,6,az3a -> az4a,4,331.02154771623384,333.6133814661889,337.40221488489397,348.44325245049697,0.0,0.0,651.5596670704705,667.0331525761761,663.7164953088097,697.4787374895866,651.3634999999999,666.84275,663.518675,697.2438400000001,0,0,0,0
4,7,az3a -> az4b,4,325.49307872556426,354.58739378842336,330.4466034252661,361.5385580340154,0.0,0.0,672.2896888580581,698.5352374633633,681.8726575966757,709.6026662627298,672.10325,698.32825,681.687685,709.302625,0,0,0,0
4,8,az3a -> az5a,4,234.92154360468453,246.139833587821,239.5316901242532,251.46966662657132,0.0,0.0,473.6169824953954,479.3163731506006,480.8519558431412,487.63004777040743,473.414,479.1065,480.65335,487.418135,0,0,0,0
4,9,az3a -> az5b,4,232.49932482321447,244.09204412583972,236.79250383210942,250.10488837628114,0.0,0.0,473.298332593043,476.7256496613113,478.8871901918298,487.2685546841692,473.0965,476.53049999999996,478.68766,487.0624250000001,0,0,0,0
4,10,az3a -> az6a,4,188.56028106325493,231.9837218223647,193.0484496935437,238.7525389245008,0.0,0.0,384.78976973823825,464.4811134338338,392.37714916478075,473.13175588019516,384.59425,464.3085,392.16573,472.95324999999997,0,0,0,0
4,11,az3a -> az6b,4,163.89411232601037,214.6503805738784,170.64081522564544,221.30485817641988,0.0,0.0,338.7614884501001,411.780656012012,348.5604421860581,422.2623147188729,338.57375,411.5745,348.37243,422.04462,0,0,0,0
5,0,az3b -> az1a,4,227.86308111866748,230.95937997893523,232.86668709870244,237.7475979892227,0.0,0.0,480.0566881597097,482.87256953078077,489.75339405701806,491.46597004205404,479.877,482.65725,489.5502,491.247815,0,0,0,0
5,1,az3b -> az1b,4,227.28300304073468,231.34349833846883,232.09619583406658,236.96951498438304,0.0,0.0,476.44757037742744,485.49483815485485,484.3855906633563,494.2618755825395,476.2715,485.33375,484.217925,494.09796,0,0,0,0
5,2,az3b -> az2a,4,302.87980179576016,427.670834383327,311.0947419433114,437.2102064774427,0.0,0.0,649.642236294995,887.4366137004004,662.8919893842503,903.4324578684494,649.4304999999999,887.1795,662.6647200000001,905.22467,0,0,0,0
5,3,az3b -> az2b,4,302.6613717768183,305.95649968242367,338.72969887963046,349.26871267242916,0.0,0.0,635.8097348967467,708.9085045099099,767.3759295245387,823.994889156867,635.6212499999999,708.6792499999999,767.1720250000002,823.7435750000001,0,0,0,0
5,6,az3b -> az4a,4,309.0103471345385,336.4716832132186,316.86487269649075,349.91589323673384,0.0,0.0,650.2668046262763,666.2560667961461,665.7223593511521,698.4610872736217,650.049,666.0282500000001,665.4958349999999,698.2606700000001,0,0,0,0
5,7,az3b -> az4b,4,335.5623056758605,353.32126705281485,347.37312366299324,361.98227505948034,0.0,0.0,689.4036181066567,742.0764156161662,703.3638669041783,753.7334070893994,689.1712500000001,743.3117500000001,703.1372650000001,757.6318650000001,0,0,0,0
5,8,az3b -> az5a,4,220.2682070899345,226.4379307057876,225.55712431182616,234.7389478472861,0.0,0.0,465.54655299044043,468.2847087353854,475.7357129912252,480.4205410536066,465.33925,468.08124999999995,475.51531500000004,480.25126500000005,0,0,0,0
5,9,az3b -> az5b,4,220.4117017136272,226.64666362538003,226.60138603073975,231.4437355674444,0.0,0.0,465.62653428323324,466.8399259693193,473.8022721187758,476.3392671575606,465.4345,466.67650000000003,473.61091500000003,476.164765,0,0,0,0
5,10,az3b -> az6a,4,183.17371255831466,221.41996701197604,189.88458693964603,229.2425734482882,0.0,0.0,402.35103337832834,437.1881498816316,415.922765503942,449.44966428589896,402.1,436.976,415.70308000000006,449.23677000000004,0,0,0,0
5,11,az3b -> az6b,4,157.8011763373795,194.7840421463391,164.5323133430278,202.8896238574483,0.0,0.0,325.9152514033033,372.24978197017015,334.98509031982786,389.7789303697298,325.76225,372.09575,334.506035,389.61896,0,0,0,0
6,0,az4a -> az1a,4,174.79431423986028,199.89562135775265,192.26107445823177,218.84602440457533,114.97630424794787,144.45452041006,234.7604246412411,260.0872956112614,253.60981065760376,281.84663185143245,348.837,402.08525,368.384405,424.159835,0,0,0,0
6,1,az4a -> az1b,4,177.89448326640286,199.71014805400443,200.903191623165,224.25054846917803,119.84146392262261,141.31283518623636,234.5165792452453,262.79230347016994,261.8007060823003,284.3719363507667,349.2145,374.485,380.3980250000001,405.33708500000006,0,0,0,0
6,2,az4a -> az2a,4,107.89172862090729,115.350454927193,113.70956194672384,123.2063798507313,47.13798468343332,54.313305187687746,170.0988462130632,174.86936961086082,183.55481455818028,191.386754533084,210.07,220.30349999999999,218.09071,232.20049500000002,2,0,0,0
6,3,az4a -> az2b,4,155.59610997580913,160.40995925644145,196.2556540010792,204.1540588587462,0.0,0.0,320.3804437786286,348.80247962437437,389.84389531151703,406.97366487843124,320.34225,353.1685,447.66974500000003,473.213055,0,0,0,0
6,4,az4a -> az3a,4,319.2421105149406,333.2571766069902,329.98495883430496,351.7483377561237,0.0,0.0,651.5526047887888,667.0331525761761,663.7164953088097,697.4787374895866,651.3634999999999,666.84275,663.518675,697.2438400000001,0,0,0,0
6,5,az4a -> az3b,4,329.0686789488322,354.0762000127718,345.04825180140807,379.51891177448726,0.0,0.0,650.2668046262763,666.2257704386886,665.7223593511521,698.4610872736217,650.049,666.0282500000001,665.4958349999999,698.2606700000001,0,0,0,0
6,8,az4a -> az5a,4,143.48580819234985,276.14863094363733,150.29138581631,281.5626925779671,81.11265927512514,217.45637611516509,205.99839270815812,337.25640018838817,219.51538055302495,352.95902102254473,286.0295,420.36025,297.77639999999997,429.244345,0,0,0,0
6,9,az4a -> az5b,4,141.19700341949027,288.41160619569257,149.83236151782484,296.47534885678965,79.52102183478488,227.31521271406393,203.4040389840839,349.30419296731725,217.59766489352748,363.89152481285004,318.4425,428.92724999999996,332.257015,439.124125,0,0,0,1
6,10,az4a -> az6a,4,383.1166664144889,390.60299741634026,392.76454930915764,412.07781453845297,322.25572032262266,332.4540532832833,446.15469273713734,450.7209847694194,459.73974469381864,471.8620362935066,767.021,774.2772500000001,779.483155,805.9037650000001,0,0,0,0
6,11,az4a -> az6b,4,387.0242958058176,447.97247111826283,401.56979722758825,457.9557642926261,329.5179879910409,386.5254894560061,448.65503357087084,508.31887005991,464.03645583678383,524.0316115665054,802.7139999999999,871.23375,819.9662500000001,887.148825,0,0,0,0
7,0,az4b -> az1a,4,179.25088101893314,181.95856928663497,197.62142009325734,202.352285306259,118.60441938533538,123.75107690840841,241.47120873838838,246.48630474519518,261.32265056998403,266.0895509961062,353.76625,366.7745,378.90994,385.648025,0,0,0,0
7,1,az4b -> az1b,4,169.01797652949648,183.56839065430773,186.10676314317524,204.23051715995962,108.67890799434446,124.05786347537529,230.3631704276276,243.40948861010997,251.13871859985682,267.0828855925936,349.61800000000005,364.3915,370.55328,386.95982000000004,0,0,0,0
7,2,az4b -> az2a,4,155.92159017160952,255.61905565481203,168.42840510239435,262.071942115209,94.88718202507505,196.05572489254257,218.0842208484982,318.0725745419918,233.13255423639535,331.467753455067,284.27525,420.3985,306.907525,430.61012999999997,0,0,0,0
7,3,az4b -> az2b,4,172.5203647500481,210.33502501458221,216.27713586309238,253.76381041066756,0.0,4.322134879038349,368.87408858902967,407.61653479848917,428.6546023136345,475.0475363221173,380.99575,422.87775,483.07553500000023,543.5903950000001,0,0,0,0
7,4,az4b -> az3a,4,337.3148545074788,356.8345242161462,343.7524930218868,364.22686950499565,0.0,0.0,672.2896888580581,698.5352374633633,681.8726575966757,709.6026662627298,672.10325,698.32825,681.687685,709.302625,0,0,0,0
7,5,az4b -> az3b,4,353.42391504225463,389.73091141398845,362.3255562151056,401.19666415605786,0.0,0.0,689.4036181066567,743.5542423562563,703.3638669041783,757.8693235128148,689.1712500000001,743.3117500000001,703.1372650000001,757.6318650000001,0,0,0,0
7,8,az4b -> az5a,4,138.7650733650292,198.9993808271982,146.65263493637616,205.53898481250707,79.28116938908907,139.2501008405405,200.46436277802803,258.96926614824827,213.23986503859257,273.2719569494354,267.09275,474.52975,276.244455,485.52490500000005,0,0,0,1
7,9,az4b -> az5b,4,195.29051758446377,325.60952843587086,202.5132286192485,337.2622614235512,134.71895382252256,265.3907287440441,257.44140291511513,388.77737348978974,270.21192182426125,406.08023956568775,336.13275,545.394,346.79375,559.5192000000001,0,0,0,0
7,10,az4b -> az6a,4,410.7880553717208,451.260683916248,429.13796860024337,459.36868618762816,350.2567316736737,388.23024808573575,474.3171398022523,515.2557875117618,494.5405317602593,531.0224140151481,843.9952499999999,873.2125,865.05808,894.111655,0,0,0,0
7,11,az4b -> az6b,4,356.25102227414254,360.18970149189715,365.61537950461843,374.7375945276223,293.7424978579079,300.5448340275275,417.7344766811311,420.88124965210216,433.8557112865605,437.30460566887086,710.6125,720.606,721.434065,740.7921699999999,0,0,0,0
8,0,az5a -> az1a,4,117.39096349602303,118.20311140692775,124.35331682266019,131.25862761353565,55.019244308158164,58.996745514714696,178.86717826711714,179.49977607087078,190.96051944789096,192.387781041996,234.2665,240.793,250.71554,257.62659,0,0,0,0
8,1,az5a -> az1b,4,113.98408680834031,121.69675136615382,122.06933329732855,129.901796036504,54.52295177677671,61.389867688838656,175.91987259399394,181.56046334824822,191.2824686513803,198.67131184416615,234.981,238.96575,249.85275500000003,255.22971000000004,0,0,0,0
8,2,az5a -> az2a,4,129.969913446183,146.24473822796864,137.5068752427397,161.10237977420863,66.6361103995996,84.80555686561573,193.7567599955956,208.49430913413443,210.82565510328135,228.03730578662442,267.07000000000005,281.52675,275.62836500000003,299.599845,0,0,0,0
8,3,az5a -> az2b,4,178.06375990181212,195.69600536143065,217.62105607541653,238.51935524090632,0.0,0.0,365.0869781790291,414.9631715848302,441.4151068220551,507.3037263741442,368.20475,419.49775,482.63341500000007,537.3886000000001,0,0,0,0
8,4,az5a -> az3a,4,232.7833363809113,238.35889139673077,238.21464054032143,244.1800868343263,0.0,0.0,473.6169824953954,479.3163731506006,480.8519558431412,487.63004777040743,473.414,479.1065,480.65335,487.418135,0,0,0,0
8,5,az5a -> az3b,4,240.3556333660473,245.28897698257185,249.38108191808672,253.9597135392321,0.0,0.0,465.54655299044043,468.2847087353854,475.7357129912252,480.4205410536066,465.33925,468.08124999999995,475.51531500000004,480.25126500000005,0,0,0,0
8,6,az5a -> az4a,4,140.24097586492064,144.06791524056914,147.1370982199649,151.73729752040438,80.172724647147,83.52729723393381,201.34074188753755,204.82767521276276,217.58850154183588,219.0091913761951,286.0295,420.36025,297.77639999999997,429.244345,0,0,0,1
8,7,az5a -> az4b,4,128.06481353426105,320.87215605612334,133.77503006988437,326.44685843573626,66.96816672417418,259.8045106122122,187.97624685715715,383.44462234454454,199.01038557361062,394.4664478095746,267.09275,474.52975,276.244455,485.52490500000005,0,0,0,0
8,10,az5a -> az6a,4,316.6019688971321,388.85293964024237,325.17323446171974,395.8531382721841,256.88778514784786,329.0205272302302,379.1582650310311,450.681259262012,391.38340025429335,464.5045372131552,637.3362500000001,775.1375,648.831445,787.7729449999999,0,0,0,0
8,11,az5a -> az6b,4,313.2083268533111,328.3451700372616,327.04882524594956,338.30149328874927,255.20442364434433,266.39180159014006,372.3584990279779,390.8952772192192,391.9222268437438,407.977763610061,628.5419999999999,645.43975,649.7711,664.8006449999999,0,0,0,0
9,0,az5b -> az1a,4,115.95786935281568,119.04953143604334,123.24239173095177,127.26727496087959,54.5902273727727,58.64349132592589,176.59531629384378,179.50945771896897,189.67430970821934,191.60100839049346,235.35575,239.6845,249.35311000000002,257.92914500000006,0,0,0,0
9,1,az5b -> az1b,4,114.31727243639753,120.10850838307687,121.69305478119588,127.57895831030599,52.386722153153215,60.588628961962186,174.65756449644653,181.34961257182172,190.71297223815418,197.81175315596502,234.797,236.892,247.82943000000006,254.613525,0,0,0,0
9,2,az5b -> az2a,4,130.2820876084456,141.54165804537382,136.88000512304365,148.1587746368055,73.87912466061074,83.33034738518526,190.47702168553556,203.95251182447456,207.57641871818024,222.03218261017497,259.71825,281.29575,267.986595,292.94786,0,0,0,0
9,3,az5b -> az2b,4,180.30786031611376,218.38123271900082,224.36742796319885,255.33276777949052,0.0,0.0,368.9765506557964,415.929885693994,425.4497065983102,501.3094571569325,374.192,417.5295,476.7685100000001,537.5284050000001,0,0,0,0
9,4,az5b -> az3a,4,232.29532257984002,240.91514824567219,239.6597327769792,246.59668900344354,0.0,0.0,473.298332593043,476.7256496613113,478.8871901918298,487.2685546841692,473.0965,476.53049999999996,478.68766,487.0624250000001,0,0,0,0
9,5,az5b -> az3b,4,239.59555131580703,246.07872490178397,248.1496295117217,253.64059439329807,0.0,0.0,465.62653428323324,466.8399259693193,473.8022721187758,476.3392671575606,465.4345,466.67650000000003,473.61091500000003,476.164765,0,0,0,0
9,6,az5b -> az4a,4,140.37238419579245,277.2060866673993,145.575772270824,282.7466945433649,79.88574140920915,215.65574344199192,202.06019896416407,339.6247914460963,215.95693943450863,353.7328452813763,318.4425,428.92724999999996,332.257015,439.124125,0,0,0,1
9,7,az5b -> az4b,4,128.97488445772433,219.53741451284074,135.60096066513782,229.24205976261572,69.30344510405412,157.90523690860857,189.61779168868873,281.4681811612614,203.75551572407002,296.400754970886,336.13275,545.394,346.79375,559.5192000000001,0,0,0,1
9,10,az5b -> az6a,4,321.93518931185565,387.6999046491146,329.1312215949986,394.18848996425453,260.3765157819319,327.4126693096595,384.6413163272773,446.9780502405906,397.83452636289195,459.4987740149239,641.77675,772.07975,653.5312349999999,780.6211450000001,0,0,0,0
9,11,az5b -> az6b,4,314.84597600123095,319.4341355283632,325.73838974649726,329.846625429234,252.2734603595095,258.6322749339339,378.0907588906907,380.87190209784785,394.82072156334436,395.72561477980986,630.97325,642.27175,643.311685,666.1557300000001,0,0,0,0
10,0,az6a -> az1a,4,256.08201236634693,259.1867827941627,267.9492758872484,273.3826635339522,194.37362803883883,197.93557291911912,316.507930693944,320.04653927162167,334.21576896280885,336.99715585957864,518.097,520.3365,556.8160700000002,595.1455950000004,0,0,0,0
