case,ordinary,candidate,ratio,ordinary_min,ordinary_max,candidate_min,candidate_max,improvement_separated,loss_separated,both_edges_agree,block_medians
runtime/authored/avx2/local/k23/h16/u32/headgapped/mixed,8.750647711466389,6.905416838989918,0.7891320810391468,8.689197928266537,8.815790536175685,6.896958538365088,6.9572977906377655,True,False,True,"[8.693836004613424, 6.902748764541014, 8.806298491669374, 6.912168451053822]"
runtime/authored/avx2/local/k23/h16/u32/headgapped/o1-n16,12.383865012842515,8.655991849012526,0.6989733689793898,12.25523384337842,12.430475307679238,8.621744517081419,8.6738361829578,True,False,True,"[12.385893723060345, 8.638501975366413, 12.381836302624684, 8.660376294231977]"
runtime/authored/avx2/local/k23/h16/u32/headgapped/o1-n17,13.001581585874657,8.67334795057876,0.6670994519621958,12.928531423473396,13.141220621777075,8.636631921528508,8.716989940615667,True,False,True,"[12.951136250991278, 8.641119365430335, 13.032981703688959, 8.698970760545356]"
runtime/authored/avx2/local/k23/h16/u32/independentlygapped/mixed,8.793865591995033,7.023639564682091,0.798697625203146,8.772933474536353,8.830532442979678,7.005091782982674,7.037760807213563,True,False,True,"[8.780674364123195, 7.016673116269565, 8.807056819866869, 7.028189233366129]"
runtime/authored/avx2/local/k23/h16/u32/independentlygapped/o1-n16,12.366219084695587,8.716065154424037,0.7048286218065654,12.318978830266623,12.373754580045118,8.617341429780147,8.78036996031853,True,False,True,"[12.366937065482869, 8.67184609973505, 12.329616797315058, 8.756171663840167]"
runtime/authored/avx2/local/k23/h16/u32/independentlygapped/o1-n17,12.993820207661255,8.685828610515543,0.6684584265214254,12.912190563001923,13.042314814355494,8.645996068130499,8.744385854451934,True,False,True,"[13.01081024765833, 8.69813543817156, 12.91299198699021, 8.651090241159068]"
runtime/authored/avx2/local/k23/h16/u64/headgapped/mixed,9.680273932675552,7.188172802712005,0.7425588214449681,9.660266242989962,9.78821345557854,7.156625889582604,7.292163588079183,True,False,True,"[9.683244238580164, 7.164690119629773, 9.677303626770941, 7.209793614788314]"
runtime/authored/avx2/local/k23/h16/u64/headgapped/o1-n16,13.941946060548906,9.125569604498141,0.6545405903068642,13.822288874525123,14.078310305351554,9.056570420306556,9.163014375279241,True,False,True,"[13.843590386238946, 9.092942102645743, 14.056384593673508, 9.148278884955896]"
runtime/authored/avx2/local/k23/h16/u64/headgapped/o1-n17,14.721127773819106,9.135615762424264,0.6205785251501971,14.644076790045817,14.8442078870251,9.12257608280032,9.156290626738034,True,False,True,"[14.695817143563023, 9.13243295501946, 14.781350349187104, 9.136915727717613]"
runtime/authored/avx2/local/k23/h16/u64/independentlygapped/mixed,9.974770994051987,7.30865601795592,0.7327141668028383,9.945027069689496,10.001763898590722,7.276720267801458,7.340583890785993,True,False,True,"[10.000834257121976, 7.283750543066527, 9.945898283533436, 7.327852104791802]"
runtime/authored/avx2/local/k23/h16/u64/independentlygapped/o1-n16,13.894894882302701,9.12886458684477,0.6569941452721454,13.821019143308465,13.993214796254627,9.08277363985133,9.13965828308636,True,False,True,"[13.946373009841858, 9.130749394892113, 13.836913151450142, 9.126979778797425]"
runtime/authored/avx2/local/k23/h16/u64/independentlygapped/o1-n17,14.744032014760586,9.123929502959065,0.6188218727295824,14.665845211089703,14.802602551788343,9.103224162684489,9.156840839375327,True,False,True,"[14.788670014379454, 9.150128973786929, 14.702670679309005, 9.111000639252165]"
runtime/authored/avx2/local/k7/h0/u32/dense/mixed,7.007059047136641,6.105579867541225,0.8713469982868497,6.9794458312897225,7.032447154972773,6.091082798114047,6.116505836244251,True,False,True,"[7.024763819048344, 6.097050647831896, 6.98720985094043, 6.110724171788022]"
runtime/authored/avx2/local/k7/h0/u32/dense/o1-n16,9.963124474938528,7.670109357515682,0.7698497973009623,9.910947608507474,9.984998123521564,7.635599891778678,7.740592590862375,True,False,True,"[9.953685476400196, 7.673870239428731, 9.981469775429128, 7.666348475602633]"
runtime/authored/avx2/local/k7/h0/u32/dense/o1-n17,10.830758976503134,7.653847762142449,0.7066769539186629,10.829077882391818,10.84266861458816,7.6049803543394665,7.691961045422616,True,False,True,"[10.830626961513047, 7.670542978810585, 10.838714629846754, 7.628944325823602]"
runtime/authored/avx2/local/k7/h0/u64/dense/mixed,7.276998237467417,6.202649411427724,0.8523637369447001,7.256207798317469,7.287934822460236,6.191723480368971,6.218314327928489,True,False,True,"[7.278833721724733, 6.202783083017967, 7.2751627532101, 6.202515739837481]"
runtime/authored/avx2/local/k7/h0/u64/dense/o1-n16,10.304543798194505,7.895588817361382,0.7662240048651932,10.276654440532079,10.34420637327493,7.8685874984936195,7.903075477524709,True,False,True,"[10.28254083528951, 7.896158901241265, 10.316760714679559, 7.895018733481499]"
runtime/authored/avx2/local/k7/h0/u64/dense/o1-n17,10.794998336128664,7.902940741508125,0.7320928170093912,10.780849220193318,10.84411634011245,7.840916873060401,7.94080198883982,True,False,True,"[10.786601892402347, 7.89501357259537, 10.822566344246018, 7.923878946347583]"
runtime/authored/avx2/striped/k12/h0/u32/dense/mixed,7.070594952775602,6.580673160357335,0.9307099620766786,7.016525719905159,7.105281671985575,6.531851695445476,6.628347494558923,True,False,True,"[7.044269603528948, 6.541680117617636, 7.096529032879604, 6.6154795881866875]"
runtime/authored/avx2/striped/k12/h0/u32/dense/o16-n16,2.5578403471120685,2.4258948434031504,0.948415269992167,2.5542488350867654,2.560881364966903,2.4210537767611786,2.4474243982890496,True,False,True,"[2.5573745883681736, 2.424399234027124, 2.55832655890425, 2.4273904527791763]"
runtime/authored/avx2/striped/k12/h0/u32/dense/o17-n16,9.910762966156238,8.54547763022246,0.8622421562703073,9.864930068413551,9.950319098793393,8.483761293814155,8.579718501662104,True,False,True,"[9.911583239064841, 8.577373899522172, 9.909942693247633, 8.533573779231066]"
runtime/authored/avx2/striped/k12/h0/u32/dense/o17-n17,10.370899797704862,8.552045526688046,0.8246194345239611,10.298116547951889,10.396619047713141,8.500093645768182,8.57268869339518,True,False,True,"[10.325774672912585, 8.554051470875963, 10.392307544044241, 8.542077079424663]"
runtime/authored/avx2/striped/k12/h0/u64/dense/mixed,7.484197178725163,6.884851214719741,0.919918469584267,7.447435999635602,7.496242032071821,6.845189093311007,6.899269747578431,True,False,True,"[7.479148813658739, 6.875552545389199, 7.495055060884923, 6.886094605443274]"
runtime/authored/avx2/striped/k12/h0/u64/dense/o16-n16,2.632774811469555,2.5770703249254097,0.978841909949354,2.62963139825534,2.642153914851845,2.5539187549038833,2.588640243052798,True,False,True,"[2.6313371288589065, 2.586481930289033, 2.637770578651253, 2.5711720895449433]"
runtime/authored/avx2/striped/k12/h0/u64/dense/o17-n16,10.833312354460713,9.011542088115661,0.8318362651479424,10.799627042753478,10.8635752909079,8.995718872023392,9.018675153302535,True,False,True,"[10.832699013700875, 9.013901635456204, 10.833925695220548, 9.009663223168827]"
runtime/authored/avx2/striped/k12/h0/u64/dense/o17-n17,11.39871064243738,9.005504037507588,0.790045849920965,11.357353661990278,11.449456535999097,8.985777078879574,9.014869013770964,True,False,True,"[11.370161369379506, 9.012483086119525, 11.438376255072802, 8.999017816765353]"
runtime/authored/avx2/striped/k28/h16/u32/independentlygapped/mixed,8.886842275199683,7.170324872506329,0.8068473199435978,8.851974405002746,8.919823099435009,7.133150537590441,7.2072922382571605,True,False,True,"[8.879794742785858, 7.19840560524578, 8.903888086330035, 7.152962435423691]"
