model,partition,slice,sample_tiles,weighted_tiles,mae_bytes,bias_bytes,rmse_bytes,p50_abs_bytes,p95_abs_bytes,p99_abs_bytes,max_abs_bytes,threshold_8_wrong_fraction,threshold_8_false_compress_fraction,threshold_8_missed_compress_fraction,threshold_16_wrong_fraction,threshold_16_false_compress_fraction,threshold_16_missed_compress_fraction,threshold_24_wrong_fraction,threshold_24_false_compress_fraction,threshold_24_missed_compress_fraction,threshold_32_wrong_fraction,threshold_32_false_compress_fraction,threshold_32_missed_compress_fraction
symmetric_three_low0_aug0.01,real_test_comparison,census-income,23134,133376.0,0.0801146308181382,0.037232425623800386,0.28671694035538997,0.0,1.0,1.0,3.0,0.0054996776031669865,0.00014465870921305182,0.005355018893953934,0.001684081094049904,0.0013834572936660267,0.0003006238003838772,8.24736084452975e-05,2.2492802303262957e-05,5.998080614203455e-05,0.0007572576775431862,0.00017994241842610365,0.0005773152591170825
symmetric_three_low0_aug0.01,real_test_comparison,census-income_srt,15951,122880.00000000003,0.05388109130859373,0.018002160644531248,0.29267823790642583,0.0,0.0,1.0,5.0,0.004539562988281249,0.0007124633789062498,0.0038270996093749993,0.0009687744140624998,0.0006148681640624999,0.0003539062499999999,0.00043131510416666654,0.00037434895833333325,5.696614583333332e-05,4.882812499999999e-05,2.4414062499999995e-05,2.4414062499999995e-05
symmetric_three_low0_aug0.01,structure_development,partial,8928,8928.0,0.9746863799283154,-0.4204749103942652,1.4579684643402795,1.0,3.0,5.0,6.0,0.021505376344086023,0.00985663082437276,0.011648745519713262,0.04502688172043011,0.03718637992831541,0.007840501792114695,0.015008960573476702,0.010752688172043012,0.004256272401433692,0.01478494623655914,0.006720430107526882,0.008064516129032258
symmetric_three_low0_aug0.01,structure_development,byte_permutations,8928,8928.0,0.9746863799283154,-0.4204749103942652,1.4579684643402795,1.0,3.0,5.0,6.0,0.021505376344086023,0.00985663082437276,0.011648745519713262,0.04502688172043011,0.03718637992831541,0.007840501792114695,0.015008960573476702,0.010752688172043012,0.004256272401433692,0.01478494623655914,0.006720430107526882,0.008064516129032258
symmetric_three_low0_aug0.01,previous_structure_holdout_comparison,partial,21949,21949.0,1.211353592418789,-0.7404437559797713,1.7487393192804856,1.0,4.0,5.0,7.0,0.019773110392272995,0.009567634060777257,0.01020547633149574,0.05212082555013896,0.042370950840584995,0.009749874709553966,0.044967880085653104,0.040594104515012074,0.004373775570641032,0.01918082828374869,0.013759168982641578,0.005421659301107112
symmetric_three_low0_aug0.01,previous_structure_holdout_comparison,byte_permutations,13764,13764.0,0.95931415286254,-0.41935483870967744,1.4511316971789279,1.0,3.0,5.0,6.0,0.02048823016564952,0.008718395815170008,0.011769834350479512,0.047079337401918046,0.03777971519907004,0.00929962220284801,0.014240046498111014,0.00973554199360651,0.0045045045045045045,0.013658820110433014,0.005666957279860506,0.007991862830572507
symmetric_three_low0_aug0.01,previous_structure_holdout_comparison,independent_quarters,4096,4096.0,1.190185546875,-0.585205078125,1.647307817888023,1.0,3.0,5.0,7.0,0.037109375,0.02197265625,0.01513671875,0.080078125,0.05908203125,0.02099609375,0.028564453125,0.020263671875,0.00830078125,0.002197265625,0.00146484375,0.000732421875
symmetric_three_low0_aug0.01,previous_structure_holdout_comparison,mixed_byte_alphabets,4096,4096.0,2.077392578125,-1.973388671875,2.568542798820958,2.0,5.0,6.0,7.0,0.0,0.0,0.0,0.041015625,0.041015625,0.0,0.16455078125,0.16455078125,0.0,0.0546875,0.05322265625,0.00146484375
quarter_four_low0_aug0.01,real_validation,partial,15052,215112.00000000006,0.08205850905574767,0.06004704990888466,0.28872964051292316,0.0,1.0,1.0,3.0,0.03563879049053516,0.0004924829856074973,0.03514630750492766,2.3243705604522288e-05,1.3946223362713374e-05,9.297482241808915e-06,4.648741120904458e-06,4.648741120904458e-06,0.0,0.0,0.0,0.0
quarter_four_low0_aug0.01,real_validation,census1881,8496,374528.0,0.03923774991455912,0.031940063226247435,0.19828729342746984,0.0,0.0,1.0,3.0,0.019684792592276144,5.340054682159946e-06,0.019679452537593987,1.3350136705399863e-05,8.010082023239918e-06,5.340054682159946e-06,2.670027341079973e-06,2.670027341079973e-06,0.0,0.0,0.0,0.0
quarter_four_low0_aug0.01,real_validation,census1881_srt,12750,649471.9999999999,0.004551595757784786,0.0014694906015963736,0.07027135643124188,0.0,0.0,0.0,3.0,0.0004524067242313757,0.0001600361524438313,0.00029237057178754436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quarter_four_low0_aug0.01,real_test_comparison,partial,33018,96762.0,0.1447594303548914,0.05674881668423556,0.39250786132051463,0.0,1.0,1.0,3.0,0.010945763832909615,0.0007876852483412909,0.010158078584568324,0.0029582119013662387,0.0021139651929476446,0.0008442467084185941,0.0005063971393728943,0.00023769661644033814,0.00026870052293255617,0.0012711601661809387,0.0006614166718339845,0.0006097434943469544
quarter_four_low0_aug0.01,real_test_comparison,census-income,23134,133376.0,0.07120843705014393,0.03305029015714971,0.2686927261762923,0.0,1.0,1.0,2.0,0.005014541596689059,0.0,0.005014541596689059,0.0014900206933781191,0.0011084527951055662,0.0003815678982725528,0.00014995201535508636,2.2492802303262957e-05,0.0001274592130518234,0.000892214491362764,0.00044985604606525913,0.0004423584452975048
quarter_four_low0_aug0.01,real_test_comparison,census-income_srt,15951,122880.00000000003,0.036700158691406234,0.008813586425781249,0.20725378174009976,0.0,0.0,1.0,3.0,0.0031763875325520833,0.0006202636718749999,0.0025561238606770825,0.0007121541341145832,0.0004615112304687499,0.00025064290364583327,0.00023600260416666661,0.00016276041666666663,7.324218749999998e-05,3.2552083333333326e-05,3.2552083333333326e-05,0.0
quarter_four_low0_aug0.01,structure_development,partial,8928,8928.0,0.603494623655914,-0.2862903225806452,0.9116431264284055,1.0,2.0,3.0,4.0,0.016129032258064516,0.009408602150537635,0.006720430107526882,0.019937275985663083,0.015456989247311828,0.004480286738351254,0.006048387096774193,0.005600358422939068,0.00044802867383512545,0.005600358422939068,0.0029121863799283156,0.002688172043010753
quarter_four_low0_aug0.01,structure_development,byte_permutations,8928,8928.0,0.603494623655914,-0.2862903225806452,0.9116431264284055,1.0,2.0,3.0,4.0,0.016129032258064516,0.009408602150537635,0.006720430107526882,0.019937275985663083,0.015456989247311828,0.004480286738351254,0.006048387096774193,0.005600358422939068,0.00044802867383512545,0.005600358422939068,0.0029121863799283156,0.002688172043010753
quarter_four_low0_aug0.01,previous_structure_holdout_comparison,partial,21949,21949.0,0.778623171898492,-0.5163788783088068,1.1415791165759168,1.0,2.0,3.0,6.0,0.014214770604583352,0.009522073898583078,0.0046926967060002735,0.028657342020137592,0.02414688596291403,0.004510456057223564,0.02519476969338011,0.02469360790924416,0.0005011617841359516,0.008838671465670418,0.005877260923048886,0.0029614105426215317
quarter_four_low0_aug0.01,previous_structure_holdout_comparison,byte_permutations,13764,13764.0,0.5909619296716071,-0.2715780296425458,0.9071225156257171,0.0,2.0,3.0,4.0,0.015257192676547515,0.008282476024411508,0.006974716652136007,0.021795989537925022,0.015111886079628016,0.0066841034582970065,0.005521650682941005,0.004795117698343505,0.0007265329845975008,0.0052310374891020054,0.0023249055507120024,0.002906131938390003
quarter_four_low0_aug0.01,previous_structure_holdout_comparison,independent_quarters,4096,4096.0,1.1630859375,-1.06884765625,1.5474273003924934,1.0,3.0,4.0,6.0,0.02490234375,0.023193359375,0.001708984375,0.0751953125,0.073486328125,0.001708984375,0.031982421875,0.031982421875,0.0,0.00146484375,0.00146484375,0.0
quarter_four_low0_aug0.01,previous_structure_holdout_comparison,mixed_byte_alphabets,4096,4096.0,1.0234375,-0.78564453125,1.3504556522707438,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.005126953125,0.005126953125,0.0,0.08447265625,0.084228515625,0.000244140625,0.0283203125,0.022216796875,0.006103515625
one_runs_natural,real_validation,partial,15052,215112.00000000006,0.08895494440105615,0.051382419390828944,0.3018854541688446,0.0,1.0,1.0,5.0,0.036688697050838624,0.0013184620104875595,0.03537023504035106,6.066607162780318e-05,5.601733050689872e-05,4.648741120904458e-06,9.297482241808915e-06,9.297482241808915e-06,0.0,0.0,0.0,0.0
one_runs_natural,real_validation,census1881,8496,374528.0,0.04156869713345865,0.029568371390123038,0.20466826919282882,0.0,0.0,1.0,5.0,0.020103447539302804,0.00019140892002734108,0.01991203861927546,2.9370300751879698e-05,2.6700273410799726e-05,2.670027341079973e-06,5.340054682159946e-06,5.340054682159946e-06,0.0,0.0,0.0,0.0
one_runs_natural,real_validation,census1881_srt,12750,649471.9999999999,0.0054915916313559325,-3.265421757981864e-05,0.07764551817655031,0.0,0.0,0.0,3.0,0.0005587230858297202,0.0003263096792471423,0.00023241340658257785,3.1564101300748918e-06,3.1564101300748918e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one_runs_natural,real_test_comparison,partial,33018,96762.0,0.18259484611727744,0.0563269000227362,0.4670794579787558,0.0,1.0,2.0,5.0,0.012440968562038818,0.002281680825117298,0.01015928773692152,0.0037569862135962465,0.00299071949732333,0.000766266716272917,0.0008164362042950745,0.0006614166718339845,0.00015501953246109009,0.001570864595605713,0.00021702734544552614,0.001353837250160187
one_runs_natural,real_test_comparison,census-income,23134,133376.0,0.08515696976967371,0.05062074136276391,0.29933184451874517,0.0,1.0,1.0,2.0,0.0054996776031669865,0.00014465870921305182,0.005355018893953934,0.0014068947936660267,0.0009912652951055664,0.00041562949856046064,8.997120921305183e-05,2.2492802303262957e-05,6.747840690978887e-05,0.0010946497120921305,0.0001199616122840691,0.0009746880998080614
one_runs_natural,real_test_comparison,census-income_srt,15951,122880.00000000003,0.05135373128255207,-0.010589912923177082,0.2730202098627308,0.0,0.0,1.0,5.0,0.003827213541666666,0.0016396972656249995,0.002187516276041666,0.0014313761393229163,0.001279109700520833,0.0001522664388020833,0.0005452473958333332,0.0004964192708333332,4.882812499999999e-05,4.882812499999999e-05,4.069010416666666e-05,8.138020833333332e-06
one_runs_natural,structure_development,partial,8928,8928.0,1.854054659498208,-1.4936155913978495,3.0786618200365137,1.0,8.0,11.0,14.0,0.11514336917562724,0.10618279569892473,0.008960573476702509,0.05712365591397849,0.053763440860215055,0.003360215053763441,0.017697132616487456,0.01478494623655914,0.0029121863799283156,0.01747311827956989,0.010752688172043012,0.006720430107526882
one_runs_natural,structure_development,byte_permutations,8928,8928.0,1.854054659498208,-1.4936155913978495,3.0786618200365137,1.0,8.0,11.0,14.0,0.11514336917562724,0.10618279569892473,0.008960573476702509,0.05712365591397849,0.053763440860215055,0.003360215053763441,0.017697132616487456,0.01478494623655914,0.0029121863799283156,0.01747311827956989,0.010752688172043012,0.006720430107526882
one_runs_natural,previous_structure_holdout_comparison,partial,21949,21949.0,1.9618205840812792,-1.6725135541482528,2.9665930442850557,1.0,7.0,10.0,14.0,0.08273725454462617,0.07476422616064513,0.007973028383981047,0.06665451729008155,0.06287302382796482,0.003781493462116725,0.05417103284887694,0.051847464576973895,0.002323568271903048,0.023554603854389723,0.019226388445942866,0.004328215408446854
one_runs_natural,previous_structure_holdout_comparison,byte_permutations,13764,13764.0,1.8467015402499274,-1.493897122929381,3.0662310318177948,1.0,8.0,10.0,14.0,0.11566405114792211,0.1059285091543156,0.00973554199360651,0.05565242662016855,0.052455681487939554,0.0031967451322290033,0.016710258645742517,0.013658820110433014,0.003051438535309503,0.016419645451903518,0.00973554199360651,0.0066841034582970065
one_runs_natural,previous_structure_holdout_comparison,independent_quarters,4096,4096.0,1.586181640625,-1.285400390625,2.1607177446105728,1.0,4.0,6.0,9.0,0.0546875,0.044677734375,0.010009765625,0.103759765625,0.09423828125,0.009521484375,0.03369140625,0.031494140625,0.002197265625,0.001953125,0.001708984375,0.000244140625
one_runs_natural,previous_structure_holdout_comparison,mixed_byte_alphabets,4096,4096.0,2.720947265625,-2.656982421875,3.301167229651506,3.0,6.0,7.0,9.0,0.0,0.0,0.0,0.06640625,0.06640625,0.0,0.200439453125,0.200439453125,0.0,0.069091796875,0.068603515625,0.00048828125
one_runs_quarters_natural,real_validation,partial,15052,215112.00000000006,0.07943811828256905,0.05310308350998547,0.2830614908423653,0.0,1.0,1.0,4.0,0.03552809001822306,0.0007612174123247422,0.034766872605898315,3.265740637435382e-05,3.265740637435382e-05,0.0,9.297482241808915e-06,9.297482241808915e-06,0.0,0.0,0.0,0.0
one_runs_quarters_natural,real_validation,census1881,8496,374528.0,0.03814182384227614,0.0303712432715311,0.1955998595226583,0.0,0.0,1.0,4.0,0.019684792592276144,5.340054682159946e-06,0.019679452537593987,1.6020164046479836e-05,1.6020164046479836e-05,0.0,5.340054682159946e-06,5.340054682159946e-06,0.0,0.0,0.0,0.0
one_runs_quarters_natural,real_validation,census1881_srt,12750,649471.9999999999,0.004315677196245567,7.425955237485207e-05,0.06689572045361261,0.0,0.0,0.0,2.0,0.00041574155621797393,0.0002490438386874261,0.00016669771753054788,1.5782050650374459e-06,1.5782050650374459e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one_runs_quarters_natural,real_test_comparison,partial,33018,96762.0,0.1531738957441971,0.04756823443087162,0.4082780530006956,0.0,1.0,1.0,4.0,0.010977237965316966,0.0016965544325251648,0.0092806835327918,0.003153055951716583,0.002718500031003906,0.00043455592071267644,0.0007027552138236085,0.0005063971393728943,0.00019635807445071411,0.0011884830822016907,0.00037204687790661623,0.0008164362042950745
one_runs_quarters_natural,real_test_comparison,census-income,23134,133376.0,0.07574983880158351,0.042826501769433784,0.2781436271232204,0.0,1.0,1.0,2.0,0.005109363753598849,0.0,0.005109363753598849,0.0013407996940978885,0.001085015295105566,0.0002557843989923224,0.00014995201535508636,2.9990403071017273e-05,0.0001199616122840691,0.0008022432821497121,0.00021743042226487523,0.0005848128598848368
one_runs_quarters_natural,real_test_comparison,census-income_srt,15951,122880.00000000003,0.03839682617187499,-0.009026936848958332,0.21746024166667607,0.0,0.0,1.0,4.0,0.0030982503255208324,0.0013359537760416664,0.0017622965494791664,0.0010275512695312498,0.0009629923502604166,6.455891927083331e-05,0.0003906249999999999,0.0003662109374999999,2.4414062499999995e-05,6.510416666666665e-05,5.696614583333332e-05,8.138020833333332e-06
one_runs_quarters_natural,structure_development,partial,8928,8928.0,1.3045474910394266,-1.1472894265232976,2.1616204677498274,1.0,5.0,8.0,10.0,0.09655017921146954,0.09027777777777778,0.0062724014336917565,0.035170250896057347,0.033154121863799284,0.0020161290322580645,0.010976702508960573,0.010976702508960573,0.0,0.008960573476702509,0.008512544802867384,0.00044802867383512545
one_runs_quarters_natural,structure_development,byte_permutations,8928,8928.0,1.3045474910394266,-1.1472894265232976,2.1616204677498274,1.0,5.0,8.0,10.0,0.09655017921146954,0.09027777777777778,0.0062724014336917565,0.035170250896057347,0.033154121863799284,0.0020161290322580645,0.010976702508960573,0.010976702508960573,0.0,0.008960573476702509,0.008512544802867384,0.00044802867383512545
one_runs_quarters_natural,previous_structure_holdout_comparison,partial,21949,21949.0,1.4354184700897534,-1.3124971524898628,2.1220236074614527,1.0,5.0,7.0,10.0,0.06852248394004283,0.06392090755843091,0.004601576381611919,0.04364663538202196,0.042234270354002464,0.0014123650280194998,0.04177866873206069,0.041596428083283975,0.00018224064877670965,0.01530821449724361,0.014852612875301836,0.0004556016219417741
one_runs_quarters_natural,previous_structure_holdout_comparison,byte_permutations,13764,13764.0,1.2994768962510899,-1.1413833188026736,2.138987802023261,1.0,5.0,7.0,10.0,0.0972101133391456,0.09067131647776809,0.006538796861377506,0.03356582388840453,0.03167683812845103,0.001888985759953502,0.011769834350479512,0.01147922115664051,0.0002906131938390003,0.007991862830572507,0.007555943039814008,0.00043591979075850045
one_runs_quarters_natural,previous_structure_holdout_comparison,independent_quarters,4096,4096.0,1.5068359375,-1.447265625,1.9617932644649385,1.0,4.0,5.0,7.0,0.04052734375,0.037841796875,0.002685546875,0.09765625,0.096435546875,0.001220703125,0.03857421875,0.03857421875,0.0,0.002685546875,0.002685546875,0.0
one_runs_quarters_natural,previous_structure_holdout_comparison,mixed_byte_alphabets,4096,4096.0,1.818359375,-1.75048828125,2.2151158618117472,2.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0234375,0.0234375,0.0,0.145751953125,0.145751953125,0.0,0.052490234375,0.051513671875,0.0009765625
one_runs_zero_augmented,real_validation,partial,15052,215112.00000000006,0.0920911037041169,0.050744307616497446,0.3131401880942147,0.0,1.0,1.0,5.0,0.036917098999590905,0.001137958365874521,0.03577914063371638,2.800866525344936e-05,1.8711183011640443e-05,9.297482241808915e-06,9.297482241808915e-06,9.297482241808915e-06,0.0,0.0,0.0,0.0
one_runs_zero_augmented,real_validation,census1881,8496,374528.0,0.042288232121496926,0.025780366220950104,0.2069869508168125,0.0,0.0,1.0,4.0,0.02010878759398496,0.00019140892002734108,0.019917378673957622,1.3350136705399863e-05,8.010082023239918e-06,5.340054682159946e-06,5.340054682159946e-06,5.340054682159946e-06,0.0,0.0,0.0,0.0
one_runs_zero_augmented,real_validation,census1881_srt,12750,649471.9999999999,0.006115389885938116,0.0019404077466003155,0.0881534117379168,0.0,0.0,0.0,5.0,0.0006312928040007883,0.000266524961815136,0.0003647678421856524,1.5782050650374459e-06,1.5782050650374459e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one_runs_zero_augmented,real_test_comparison,partial,33018,96762.0,0.1795218215828528,0.07272026725367395,0.47222169475023745,0.0,1.0,2.0,5.0,0.01337820632066307,0.0011161096298133565,0.012262096690849714,0.0035619251359004568,0.0027196523428618673,0.0008422727930385896,0.0006614166718339845,0.0005063971393728943,0.00015501953246109009,0.0010437981852380067,0.0002790351584299622,0.0007647630268080445
one_runs_zero_augmented,real_test_comparison,census-income,23134,133376.0,0.08043473338531669,0.036105078874760076,0.2871963106471394,0.0,1.0,1.0,3.0,0.0054996776031669865,0.00014465870921305182,0.005355018893953934,0.001684081094049904,0.0013990822936660267,0.0002849988003838772,8.24736084452975e-05,2.2492802303262957e-05,5.998080614203455e-05,0.0007122720729366603,0.00017994241842610365,0.0005323296545105567
one_runs_zero_augmented,real_test_comparison,census-income_srt,15951,122880.00000000003,0.05405946858723957,0.01807460530598958,0.2933757381421796,0.0,0.0,1.0,5.0,0.004565242513020833,0.0007218668619791665,0.003843375651041666,0.0009769124348958332,0.0006230061848958333,0.0003539062499999999,0.00043131510416666654,0.00037434895833333325,5.696614583333332e-05,4.882812499999999e-05,2.4414062499999995e-05,2.4414062499999995e-05
one_runs_zero_augmented,structure_development,partial,8928,8928.0,0.9771505376344086,-0.4224910394265233,1.4650192360536323,1.0,3.0,5.0,6.0,0.02363351254480287,0.012544802867383513,0.011088709677419355,0.04536290322580645,0.03696236559139785,0.008400537634408602,0.015008960573476702,0.010752688172043012,0.004256272401433692,0.01478494623655914,0.006720430107526882,0.008064516129032258
one_runs_zero_augmented,structure_development,byte_permutations,8928,8928.0,0.9771505376344086,-0.4224910394265233,1.4650192360536323,1.0,3.0,5.0,6.0,0.02363351254480287,0.012544802867383513,0.011088709677419355,0.04536290322580645,0.03696236559139785,0.008400537634408602,0.015008960573476702,0.010752688172043012,0.004256272401433692,0.01478494623655914,0.006720430107526882,0.008064516129032258
one_runs_zero_augmented,previous_structure_holdout_comparison,partial,21949,21949.0,1.2157729281516243,-0.744498610415053,1.7540590962493239,1.0,4.0,5.0,7.0,0.0217777575288168,0.011800082008291949,0.009977675520524852,0.052348626361109846,0.042462071164973345,0.009886555196136498,0.04501344024784728,0.04063966467720625,0.004373775570641032,0.019271948608137045,0.013850289307029933,0.005421659301107112
one_runs_zero_augmented,previous_structure_holdout_comparison,byte_permutations,13764,13764.0,0.9644725370531823,-0.42349607672188316,1.4589460870694633,1.0,3.0,5.0,6.0,0.023684975297878524,0.012278407439697762,0.011406567858180762,0.04736995059575705,0.037852368497529786,0.00951758209822726,0.014240046498111014,0.00973554199360651,0.0045045045045045045,0.013658820110433014,0.005666957279860506,0.007991862830572507
one_runs_zero_augmented,previous_structure_holdout_comparison,independent_quarters,4096,4096.0,1.19189453125,-0.58740234375,1.649011304160769,1.0,3.0,5.0,7.0,0.037109375,0.02197265625,0.01513671875,0.080078125,0.05908203125,0.02099609375,0.028564453125,0.020263671875,0.00830078125,0.002197265625,0.00146484375,0.000732421875
one_runs_zero_augmented,previous_structure_holdout_comparison,mixed_byte_alphabets,4096,4096.0,2.08203125,-1.97900390625,2.5720097929440318,2.0,5.0,6.0,7.0,0.0,0.0,0.0,0.041259765625,0.041259765625,0.0,0.164794921875,0.164794921875,0.0,0.05517578125,0.0537109375,0.00146484375
one_runs_quarters_zero_augmented,real_validation,partial,15052,215112.00000000006,0.08175933699654131,0.060864342760980315,0.28824334895362125,0.0,1.0,1.0,3.0,0.0356536106772286,0.0004542029268474096,0.0351994077503812,2.3243705604522288e-05,1.3946223362713374e-05,9.297482241808915e-06,4.648741120904458e-06,4.648741120904458e-06,0.0,0.0,0.0,0.0
one_runs_quarters_zero_augmented,real_validation,census1881,8496,374528.0,0.039002493805536574,0.03217531933526999,0.19769318305335914,0.0,0.0,1.0,3.0,0.019684792592276144,5.340054682159946e-06,0.019679452537593987,1.3350136705399863e-05,8.010082023239918e-06,5.340054682159946e-06,2.670027341079973e-06,2.670027341079973e-06,0.0,0.0,0.0,0.0
