case,method,phase,rows,operations,seed,hash,truth,candidates,residuals,certain,plane_bytes,summary_bytes,blocks,skipped,text_bytes,g0,g1,g2,g3,stored_bytes,fixture_bytes,digest,correct,ns_per_op,min_ns,max_ns,candidate_fraction,metadata_B_row
absent,joint16,q1,1048576,1048576,41,13,0,3987,3987,0,61968,2097152,65536,61663,0,3873,0,0,0,12582912,67108864,14669432675671876423,1,0.6285519722180488,0.5682287705250276,0.7036722623384914,0.0038022994995117188,12.0
absent,joint16,q2,1048576,1048576,41,13,0,4127,4127,0,63984,2097152,65536,61537,0,3999,0,0,0,12582912,67108864,14669432675671876423,1,0.6175124584100184,0.6103109213022084,0.7131726680657802,0.003935813903808594,12.0
absent,joint16,q3,1048576,1048576,41,13,0,4075,4075,0,63248,2097152,65536,61583,0,3953,0,0,0,12582912,67108864,14669432675671876423,1,0.6128202676773071,0.5965755939483642,0.6599084615707398,0.0038862228393554688,12.0
absent,joint16,build,1048576,1048576,41,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12582912,67108864,14669432675671876423,1,10.164517402648926,9.94984245300293,10.508398056030275,0.0,12.0
absent,joint64,q0,1048576,1048576,41,13,0,4101,4101,0,234496,524288,16384,12720,0,14656,0,0,0,6291456,67108864,14669432675671876423,1,0.31851965882057365,0.31563256507696114,0.3276549605436103,0.003911018371582031,6.0
absent,joint64,q1,1048576,1048576,41,13,0,3987,3987,0,227456,524288,16384,12830,0,14216,0,0,0,6291456,67108864,14669432675671876423,1,0.31866675156813395,0.30728943164531997,0.3222511291503906,0.0038022994995117188,6.0
absent,joint64,q2,1048576,1048576,41,13,0,4127,4127,0,231872,524288,16384,12761,0,14492,0,0,0,6291456,67108864,14669432675671876423,1,0.313776037909768,0.3108800974759189,0.3236603195017035,0.003935813903808594,6.0
absent,joint64,q3,1048576,1048576,41,13,0,4075,4075,0,230848,524288,16384,12777,0,14428,0,0,0,6291456,67108864,14669432675671876423,1,0.3201003677543552,0.3122978210449219,0.32274052192424896,0.0038862228393554688,6.0
absent,joint64,build,1048576,1048576,41,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6291456,67108864,14669432675671876423,1,9.405779838562012,9.327216784159342,9.47110112508138,0.0,6.0
absent,joint256,q0,1048576,1048576,41,13,0,4101,4101,0,667136,131072,4096,1490,0,41696,0,0,0,4718592,67108864,14669432675671876423,1,0.4459997495015463,0.4345813592274986,0.45819133122762046,0.003911018371582031,4.5
absent,joint256,q1,1048576,1048576,41,13,0,3987,3987,0,657152,131072,4096,1529,0,41072,0,0,0,4718592,67108864,14669432675671876423,1,0.43375490422834423,0.42896700741951926,0.44305747851990834,0.0038022994995117188,4.5
absent,joint256,q2,1048576,1048576,41,13,0,4127,4127,0,667136,131072,4096,1490,0,41696,0,0,0,4718592,67108864,14669432675671876423,1,0.4453574180603027,0.43649147351582845,0.44860901832580585,0.003935813903808594,4.5
absent,joint256,q3,1048576,1048576,41,13,0,4075,4075,0,660224,131072,4096,1517,0,41264,0,0,0,4718592,67108864,14669432675671876423,1,0.441634916490124,0.4338750531596523,0.4452665698143743,0.0038862228393554688,4.5
absent,joint256,build,1048576,1048576,41,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4718592,67108864,14669432675671876423,1,9.37946859995524,9.279466946919758,9.42543093363444,0.0,4.5
absent,marginal64,q0,1048576,1048576,41,13,0,4101,4101,0,1011584,65536,16384,578,0,63224,0,0,0,4456448,67108864,14669432675671876423,1,0.6386614078428687,0.6243759480918326,0.6617243231796636,0.003911018371582031,4.25
absent,marginal64,q1,1048576,1048576,41,13,0,3987,3987,0,1014912,65536,16384,526,0,63432,0,0,0,4456448,67108864,14669432675671876423,1,0.6298554897308348,0.6241280317306518,0.6450989246368408,0.0038022994995117188,4.25
