input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:logical_values,counter:active_values,counter:selected_values,counter:encoded_bytes
zen,composition/avx2/local/k12/h0/u16/all/materialized,1,3,"[785.1981670298256,790.9949657080402,792.0732467301885]",790.9949657080402,"[783.4843510032975,789.3198161472894,790.3419271144553]",789.3198161472894,"[0.09584938562375801,0.09655700264990726,0.0966886287512437]",0.09655700264990726,8192.0,8192.0,5945.0,12288.0
zen,composition/avx2/local/k12/h0/u16/prefilter75/authored,1,3,"[2075.883593255122,2062.146164519867,2048.110946879416]",2062.146164519867,"[2071.3223733862164,2057.6448221761457,2043.8061747725742]",2057.6448221761457,"[0.2534037589422756,0.25172682672361657,0.2500135433202412]",0.25172682672361657,8192.0,6144.0,4435.0,12288.0
zen,composition/avx2/local/k12/h0/u16/prefilter75/authored-u64-carrier,1,3,"[1493.5234093889203,1490.3608707054686,1516.914670862823]",1493.5234093889203,"[1490.228649358584,1487.073097296688,1513.59925518178]",1490.228649358584,"[0.18231486931017096,0.18192881722478865,0.18517024790805944]",0.18231486931017096,8192.0,6144.0,4435.0,12288.0
zen,composition/avx2/local/k12/h0/u16/prefilter75/materialized,1,3,"[893.1449314228468,889.8194135826366,875.7421014992382]",889.8194135826366,"[891.1744246927433,887.8905447834298,873.8100656418478]",887.8905447834298,"[0.10902648088657796,0.10862053388459919,0.10690211199941872]",0.10862053388459919,8192.0,6144.0,4435.0,12288.0
zen,composition/avx2/local/k13/h0/u16/all/authored,1,3,"[2078.5322475372295,2070.986961339392,2080.8436575036812]",2078.5322475372295,"[2073.945325665673,2066.4166755212486,2076.2516355239763]",2073.945325665673,"[0.2537270809981969,0.252806025554125,0.2540092355351174]",0.2537270809981969,8192.0,8192.0,5885.0,13312.0
zen,composition/avx2/local/k13/h0/u16/all/authored-u64-carrier,1,3,"[1605.1035819419913,1573.891384463279,1553.580885822797]",1573.891384463279,"[1601.561537942563,1572.5088649686693,1550.1911754782634]",1572.5088649686693,"[0.1959354958425282,0.19212541314249015,0.18964610422641562]",0.19212541314249015,8192.0,8192.0,5885.0,13312.0
zen,composition/avx2/local/k13/h0/u16/all/materialized,1,3,"[779.2956835549003,755.1214224376877,775.3762677043817]",775.3762677043817,"[777.5758720407158,753.4550637512477,773.6700544585526]",773.6700544585526,"[0.09512886762144779,0.09217790801241305,0.09465042330375753]",0.09465042330375753,8192.0,8192.0,5885.0,13312.0
zen,composition/avx2/local/k13/h0/u16/prefilter75/authored,1,3,"[2076.2768062341015,2019.6688126873887,2096.22132931525]",2076.2768062341015,"[2071.6948693367735,2017.7834041036724,2091.817116418481]",2071.6948693367735,"[0.25345175857349866,0.2465416031112535,0.255886392738678]",0.25345175857349866,8192.0,6144.0,4398.0,13312.0
zen,composition/avx2/local/k13/h0/u16/prefilter75/authored-u64-carrier,1,3,"[1598.4719831012706,1576.3438685352062,1583.3773139209973]",1583.3773139209973,"[1594.9711540634653,1572.9195834414095,1579.8832080316745]",1579.8832080316745,"[0.19512597449966682,0.19242478863955156,0.19328336351574674]",0.19328336351574674,8192.0,6144.0,4398.0,13312.0
zen,composition/avx2/local/k13/h0/u16/prefilter75/materialized,1,3,"[911.6916711891525,900.4785634477211,860.9631093375793]",900.4785634477211,"[909.6796743814763,899.4623719088978,859.1705155614862]",899.4623719088978,"[0.11129048720570708,0.1099216996396144,0.10509803580780998]",0.1099216996396144,8192.0,6144.0,4398.0,13312.0
zen,composition/avx2/local/k14/h0/u16/all/authored,1,3,"[2110.8764507511,2140.9932699747524,2061.179009912565]",2110.8764507511,"[2106.255375990756,2136.2685148660953,2056.6305055581975]",2106.255375990756,"[0.25767534799207764,0.2613517175262149,0.2516087658584674]",0.25767534799207764,8192.0,8192.0,5905.0,14336.0
zen,composition/avx2/local/k14/h0/u16/all/authored-u64-carrier,1,3,"[1547.902616796236,1560.929313077513,1601.9975201354239]",1560.929313077513,"[1544.4967060919548,1557.484543977217,1599.8974306492655]",1557.484543977217,"[0.18895295615188426,0.1905431290377823,0.1955563379071562]",0.1905431290377823,8192.0,8192.0,5905.0,14336.0
zen,composition/avx2/local/k14/h0/u16/all/materialized,1,3,"[769.5224911258164,795.6453237526371,784.092172948166]",784.092172948166,"[767.8305045511174,793.8893784572094,782.3618833209249]",782.3618833209249,"[0.09393585096750688,0.09712467330964808,0.09571437658058667]",0.09571437658058667,8192.0,8192.0,5905.0,14336.0
zen,composition/avx2/local/k14/h0/u16/prefilter75/authored,1,3,"[2036.8701548197675,2109.175853203758,2132.0401457791822]",2109.175853203758,"[2032.37516951361,2104.521315966285,2128.6967453986085]",2104.521315966285,"[0.2486413763207724,0.25746775551803686,0.2602588068578104]",0.25746775551803686,8192.0,6144.0,4409.0,14336.0
zen,composition/avx2/local/k14/h0/u16/prefilter75/authored-u64-carrier,1,3,"[1554.7015134931862,1633.9745392634698,1653.2260842647659]",1633.9745392634698,"[1551.4603053509834,1630.4145578357509,1649.5777254457337]",1630.4145578357509,"[0.1897828995963362,0.19945978262493524,0.20180982473935133]",0.19945978262493524,8192.0,6144.0,4409.0,14336.0
zen,composition/avx2/local/k14/h0/u16/prefilter75/materialized,1,3,"[907.6423353817914,906.8337450023424,917.3843934633497]",907.6423353817914,"[905.646919726288,904.8324671819116,915.5851627895382]",905.646919726288,"[0.11079618351828507,0.11069747863798125,0.11198539959269406]",0.11079618351828507,8192.0,6144.0,4409.0,14336.0
zen,composition/avx2/local/k15/h0/u16/all/authored,1,3,"[2103.650495423945,2163.756342182888,2166.2509492474096]",2163.756342182888,"[2099.2687845077535,2159.0146131154365,2161.5409273144483]",2159.0146131154365,"[0.2567932733671808,0.2641304128641221,0.26443493032805293]",0.2641304128641221,8192.0,8192.0,5956.0,15360.0
zen,composition/avx2/local/k15/h0/u16/all/authored-u64-carrier,1,3,"[1602.635985866731,1539.5932925612594,1577.770627663196]",1577.770627663196,"[1599.099508154751,1536.1958234044407,1574.2887931506489]",1574.2887931506489,"[0.19563427561849744,0.18793863434585686,0.19259895357216747]",0.19259895357216747,8192.0,8192.0,5956.0,15360.0
zen,composition/avx2/local/k15/h0/u16/all/materialized,1,3,"[752.6914972273522,764.958203103127,815.907970649194]",764.958203103127,"[751.0463059421095,763.3276088051849,814.1143617315162]",763.3276088051849,"[0.09188128628263577,0.09337868690223716,0.09959814094838793]",0.09337868690223716,8192.0,8192.0,5956.0,15360.0
zen,composition/avx2/local/k15/h0/u16/prefilter75/authored,1,3,"[2180.5296565085473,2143.61374283399,2122.5031204840275]",2143.61374283399,"[2175.717806606914,2138.9011290979092,2117.819329537375]",2138.9011290979092,"[0.26617793658551603,0.2616715994670398,0.2590946191997104]",0.2616715994670398,8192.0,6144.0,4461.0,15360.0
zen,composition/avx2/local/k15/h0/u16/prefilter75/authored-u64-carrier,1,3,"[1622.769185154197,1596.6572717547972,1543.8735407655372]",1596.6572717547972,"[1619.1880261372849,1593.2968931724945,1540.4751174320124]",1593.2968931724945,"[0.19809194154714316,0.1949044521185055,0.18846112558173062]",0.1949044521185055,8192.0,6144.0,4461.0,15360.0
zen,composition/avx2/local/k15/h0/u16/prefilter75/materialized,1,3,"[891.7688428941495,893.3732615748352,906.5890023388613]",893.3732615748352,"[889.8008827303846,891.4017616899297,904.5883296018749]",891.4017616899297,"[0.10885850132985225,0.10905435321958437,0.11066760282456803]",0.10905435321958437,8192.0,6144.0,4461.0,15360.0
zen,composition/avx2/local/k16/h0/u16/all/authored,1,3,"[1138.8469406951058,1124.8524588879113,1119.6599648842155]",1124.8524588879113,"[1136.3337174125036,1122.3921522530268,1117.2844847865724]",1122.3921522530268,"[0.13901940194032053,0.13731109117284074,0.13667724180715524]",0.13731109117284074,8192.0,8192.0,5969.0,16384.0
zen,composition/avx2/local/k16/h0/u16/all/authored-u64-carrier,1,3,"[1010.6362200000162,1015.5544099999859,1024.8424999999984]",1015.5544099999859,"[1008.4478399994624,1013.3133799990901,1022.5807699998768]",1013.3133799990901,"[0.12336867919922075,0.12396904418945139,0.12510284423828102]",0.12396904418945139,8192.0,8192.0,5969.0,16384.0
zen,composition/avx2/local/k16/h0/u16/all/materialized,1,3,"[396.12127863380925,381.82734800136535,401.34565365583575]",396.12127863380925,"[395.2508197883953,380.98472667870175,400.4697148666347]",395.2508197883953,"[0.04835464827072867,0.04660978369157292,0.04899238936228464]",0.04835464827072867,8192.0,8192.0,5969.0,16384.0
zen,composition/avx2/local/k16/h0/u16/prefilter75/authored,1,3,"[1237.9823450912686,1223.4414448532116,1255.479026906135]",1237.9823450912686,"[1235.3639724450416,1220.7614693785413,1252.7084234991096]",1235.3639724450416,"[0.151120891734774,0.14934587949868305,0.1532567171516278]",0.151120891734774,8192.0,6144.0,4474.0,16384.0
zen,composition/avx2/local/k16/h0/u16/prefilter75/authored-u64-carrier,1,3,"[1034.7219105132226,1032.59561203872,976.6972066367738]",1032.59561203872,"[1032.4741506866762,1030.316801488377,974.541907960382]",1030.316801488377,"[0.12630882696694612,0.1260492690476953,0.11922573323202805]",0.1260492690476953,8192.0,6144.0,4474.0,16384.0
zen,composition/avx2/local/k16/h0/u16/prefilter75/materialized,1,3,"[512.5552647118809,510.6216231149336,493.69925650686724]",510.6216231149336,"[511.4330942508455,509.53587449307764,492.61403969158675]",509.53587449307764,"[0.06256778133689953,0.06233174110289716,0.06026602252281095]",0.06233174110289716,8192.0,6144.0,4474.0,16384.0
zen,composition/avx2/local/k17/h0/u32/all/authored,1,3,"[1560.9715132959395,1536.5426604718887,1527.7795037040107]",1536.5426604718887,"[1557.5267524488806,1533.1518113319412,1524.420620479402]",1533.1518113319412,"[0.19054828043163324,0.18756624273338482,0.18649652144824347]",0.18756624273338482,8192.0,8192.0,5913.0,17408.0
zen,composition/avx2/local/k17/h0/u32/all/authored-u64-carrier,1,3,"[1195.0264025004974,1194.7230744470996,1217.8452188349695]",1195.0264025004974,"[1192.3891255905878,1192.1184851373946,1215.2588071878858]",1192.3891255905878,"[0.1458772463989865,0.14584021904871822,0.1486627464398156]",0.1458772463989865,8192.0,8192.0,5913.0,17408.0
zen,composition/avx2/local/k17/h0/u32/all/materialized,1,3,"[789.0428179054552,804.7446266122932,792.0678702152783]",792.0678702152783,"[787.3016090549846,802.968704351913,790.3200401548384]",790.3200401548384,"[0.0963187033575995,0.09823542805325845,0.09668797243838846]",0.09668797243838846,8192.0,8192.0,5913.0,17408.0
zen,composition/avx2/local/k17/h0/u32/prefilter75/authored,1,3,"[1677.0396189651774,1591.0302374251223,1644.9255250053923]",1644.9255250053923,"[1673.3388179230453,1587.5648529052876,1641.4724206754925]",1641.4724206754925,"[0.20471675036196013,0.1942175582794339,0.20079657287663483]",0.20079657287663483,8192.0,6144.0,4427.0,17408.0
zen,composition/avx2/local/k17/h0/u32/prefilter75/authored-u64-carrier,1,3,"[1261.2264759330712,1283.1091934206495,1282.6881505987465]",1282.6881505987465,"[1258.4694748601041,1280.2871161648418,1279.8574996515088]",1279.8574996515088,"[0.15395831005042374,0.15662954021248163,0.15657814338363604]",0.15657814338363604,8192.0,6144.0,4427.0,17408.0
zen,composition/avx2/local/k17/h0/u32/prefilter75/materialized,1,3,"[889.3499899827527,869.7204216295088,896.1609869904858]",889.3499899827527,"[887.3872929509281,867.8009151248659,894.2042033679339]",887.3872929509281,"[0.10856323119906651,0.1061670436559459,0.10939465173223704]",0.10856323119906651,8192.0,6144.0,4427.0,17408.0
zen,composition/avx2/local/k18/h0/u32/all/authored,1,3,"[1634.5571343425777,1537.6952795327,1649.3654905233211]",1634.5571343425777,"[1631.148933127134,1534.3116581221989,1645.776576468575]",1631.148933127134,"[0.1995309001883029,0.18770694330233156,0.2013385608548976]",0.1995309001883029,8192.0,8192.0,5901.0,18432.0
zen,composition/avx2/local/k18/h0/u32/all/authored-u64-carrier,1,3,"[1246.529118273298,1237.575219540704,1245.3661966683026]",1245.3661966683026,"[1243.7782661529607,1234.8441329377733,1242.618003712518]",1242.618003712518,"[0.15216419900797093,0.15107119379158987,0.15202224080423615]",0.15202224080423615,8192.0,8192.0,5901.0,18432.0
zen,composition/avx2/local/k18/h0/u32/all/materialized,1,3,"[802.2443563339745,774.7864107025779,785.2003879396427]",785.2003879396427,"[800.5615939760467,773.0839547040546,783.4676041881833]",783.4676041881833,"[0.09793021927904963,0.09457841927521703,0.09584965673091343]",0.09584965673091343,8192.0,8192.0,5901.0,18432.0
zen,composition/avx2/local/k18/h0/u32/prefilter75/authored,1,3,"[1735.6100631323034,1769.873773484439,1797.8965163155422]",1769.873773484439,"[1731.7800258599027,1765.9834689814109,1793.9290332385779]",1765.9834689814109,"[0.211866462784705,0.21604904461479968,0.21946978958929958]",0.21604904461479968,8192.0,6144.0,4420.0,18432.0
zen,composition/avx2/local/k18/h0/u32/prefilter75/authored-u64-carrier,1,3,"[1335.4908344863788,1332.0529796268759,1297.7731666587156]",1332.0529796268759,"[1332.5725654818646,1329.2249439366544,1294.9174388103684]",1329.2249439366544,"[0.16302378350663804,0.16260412348960887,0.15841957600814396]",0.16260412348960887,8192.0,6144.0,4420.0,18432.0
zen,composition/avx2/local/k18/h0/u32/prefilter75/materialized,1,3,"[905.6731459563521,909.0355656426563,916.6433420908892]",909.0355656426563,"[903.6744530878485,907.0293031222526,914.6204185421636]",907.0293031222526,"[0.11055580394975001,0.11096625557161333,0.11189493922007923]",0.11096625557161333,8192.0,6144.0,4420.0,18432.0
zen,composition/avx2/local/k19/h0/u32/all/authored,1,3,"[1616.3034391319181,1609.3704771984328,1644.039043509626]",1616.3034391319181,"[1612.7364417722554,1605.8564799187836,1640.5946081145257]",1612.7364417722554,"[0.197302665909658,0.19645635707988685,0.20068835980342117]",0.197302665909658,8192.0,8192.0,5913.0,19456.0
zen,composition/avx2/local/k19/h0/u32/all/authored-u64-carrier,1,3,"[1249.7397356468007,1240.5606972382604,1269.5517373178943]",1249.7397356468007,"[1247.0082754823927,1237.8230149075291,1266.7569888270714]",1247.0082754823927,"[0.15255612007407232,0.15143563198709234,0.15497457730931327]",0.15255612007407232,8192.0,8192.0,5913.0,19456.0
zen,composition/avx2/local/k19/h0/u32/all/materialized,1,3,"[806.9658236301862,802.0615465025181,803.3538256046871]",803.3538256046871,"[805.1849995641855,800.3117628263082,801.6529806319859]",801.6529806319859,"[0.09850657026735671,0.09790790362579567,0.09806565253963466]",0.09806565253963466,8192.0,8192.0,5913.0,19456.0
zen,composition/avx2/local/k19/h0/u32/prefilter75/authored,1,3,"[1783.1098799873996,1780.4483103484688,1812.877381829682]",1783.1098799873996,"[1779.1951521179283,1776.581034841001,1808.9012001254066]",1779.1951521179283,"[0.21766478027189937,0.21733988163433457,0.22129850852413108]",0.21766478027189937,8192.0,6144.0,4448.0,19456.0
zen,composition/avx2/local/k19/h0/u32/prefilter75/authored-u64-carrier,1,3,"[1406.4094421209195,1373.1544319436068,1346.289552299262]",1373.1544319436068,"[1403.305765121341,1370.1241430305818,1343.346494648713]",1370.1241430305818,"[0.17168084010265133,0.16762139061811604,0.164341986364656]",0.16762139061811604,8192.0,6144.0,4448.0,19456.0
zen,composition/avx2/local/k19/h0/u32/prefilter75/materialized,1,3,"[926.7744177917272,891.9923757263201,904.7256976276474]",904.7256976276474,"[924.7461565358353,890.0237170301684,902.7290019174968]",902.7290019174968,"[0.11313164279684168,0.10888578805252933,0.11044014863618742]",0.11044014863618742,8192.0,6144.0,4448.0,19456.0
zen,composition/avx2/local/k20/h0/u32/all/authored,1,3,"[1652.5508971378445,1600.064295805202,1534.8415853699253]",1600.064295805202,"[1648.9142574262619,1596.533454949962,1531.4667007799887]",1596.533454949962,"[0.20172740443577203,0.19532034860903344,0.18735859196410218]",0.19532034860903344,8192.0,8192.0,5956.0,20480.0
zen,composition/avx2/local/k20/h0/u32/all/authored-u64-carrier,1,3,"[1223.2841547048192,1179.5227343404795,1146.4916853527936]",1179.5227343404795,"[1220.7188896369553,1176.9196687250546,1143.961512022779]",1176.9196687250546,"[0.14932667904111563,0.14398470878179678,0.1399525983096672]",0.14398470878179678,8192.0,8192.0,5956.0,20480.0
zen,composition/avx2/local/k20/h0/u32/all/materialized,1,3,"[777.883028626062,771.55145506913,778.3968210856322]",777.883028626062,"[776.166499741947,769.84878371687,776.678990761022]",776.166499741947,"[0.09495642439282984,0.09418352723011843,0.0950191431989297]",0.09495642439282984,8192.0,8192.0,5956.0,20480.0
zen,composition/avx2/local/k20/h0/u32/prefilter75/authored,1,3,"[1720.5518576875618,1734.1584777666826,1677.4587868801348]",1720.5518576875618,"[1716.7806617674566,1730.5190339303915,1673.7687302301943]",1716.7806617674566,"[0.2100283029403762,0.21168926730550322,0.20476791832032892]",0.2100283029403762,8192.0,6144.0,4444.0,20480.0
zen,composition/avx2/local/k20/h0/u32/prefilter75/authored-u64-carrier,1,3,"[1284.115342933768,1332.7139432790611,1340.911548069506]",1332.7139432790611,"[1281.2814554919246,1329.7903365065504,1337.9523988822398]",1329.7903365065504,"[0.15675236119796973,0.16268480752918227,0.16368549170770338]",0.16268480752918227,8192.0,6144.0,4444.0,20480.0
zen,composition/avx2/local/k20/h0/u32/prefilter75/materialized,1,3,"[900.0312261995384,897.2561173277138,898.0366486352948]",898.0366486352948,"[898.0685257852186,895.3848171796235,896.0547190832702]",896.0547190832702,"[0.10986709304193586,0.1095283346347307,0.10962361433536312]",0.10962361433536312,8192.0,6144.0,4444.0,20480.0
zen,composition/avx2/local/k21/h0/u32/all/authored,1,3,"[1547.0686529939908,1615.6365934041396,1633.4348542543325]",1615.6365934041396,"[1543.7041218523818,1612.07106909752,1629.8300487680228]",1612.07106909752,"[0.18885115392993052,0.1972212638432788,0.19939390310721836]",0.1972212638432788,8192.0,8192.0,5956.0,21504.0
zen,composition/avx2/local/k21/h0/u32/all/authored-u64-carrier,1,3,"[1280.5116981759554,1244.19280737745,1286.2224593890344]",1280.5116981759554,"[1277.6857478172683,1241.4698490116566,1283.4996950682719]",1277.6857478172683,"[0.15631246315624456,0.15187900480681762,0.157009577562138]",0.15631246315624456,8192.0,8192.0,5956.0,21504.0
zen,composition/avx2/local/k21/h0/u32/all/materialized,1,3,"[824.957932074137,803.2914486713345,809.3564423162184]",809.3564423162184,"[823.1374006087448,801.5187372535771,807.5772634573887]",807.5772634573887,"[0.10070287256764368,0.0980580381678875,0.098798393837429]",0.098798393837429,8192.0,8192.0,5956.0,21504.0
zen,composition/avx2/local/k21/h0/u32/prefilter75/authored,1,3,"[1760.3491303093676,1719.7874493673296,1698.9054438745782]",1719.7874493673296,"[1756.464240477841,1716.035841036194,1695.30891260797]",1716.035841036194,"[0.2148863684459677,0.20993499137784788,0.20738591844172097]",0.20993499137784788,8192.0,6144.0,4459.0,21504.0
zen,composition/avx2/local/k21/h0/u32/prefilter75/authored-u64-carrier,1,3,"[1371.1656390487683,1346.3034207536732,1379.251026808667]",1371.1656390487683,"[1368.1484818768229,1343.3322782065588,1376.2071774651945]",1368.1484818768229,"[0.16737861804794535,0.1643436792912199,0.16836560385847985]",0.16737861804794535,8192.0,6144.0,4459.0,21504.0
zen,composition/avx2/local/k21/h0/u32/prefilter75/materialized,1,3,"[926.047366347058,940.1850321818065,921.8495139892317]",926.047366347058,"[924.0036188084522,938.1100880074886,919.9374425306866]",924.0036188084522,"[0.11304289139978733,0.11476868068625566,0.11253045825063863]",0.11304289139978733,8192.0,6144.0,4459.0,21504.0
zen,composition/avx2/local/k22/h0/u32/all/authored,1,3,"[1644.100017432738,1638.420396304318,1629.2743099541055]",1638.420396304318,"[1640.5207275299827,1634.804706842575,1625.678819220979]",1634.804706842575,"[0.20069580290926978,0.20000248978324192,0.1988860241643195]",0.20000248978324192,8192.0,8192.0,5917.0,22528.0
zen,composition/avx2/local/k22/h0/u32/all/authored-u64-carrier,1,3,"[1295.1013119468755,1274.3453036947042,1247.4997544006599]",1274.3453036947042,"[1292.254601637815,1271.5330487350504,1244.774888139259]",1271.5330487350504,"[0.1580934218685151,0.15555972945491997,0.1522826848633618]",0.15555972945491997,8192.0,8192.0,5917.0,22528.0
zen,composition/avx2/local/k22/h0/u32/all/materialized,1,3,"[792.1134317117895,811.8625012279189,799.3956930330925]",799.3956930330925,"[790.4670483199324,810.0708695802609,797.6570034588474]",797.6570034588474,"[0.09669353414450557,0.09910430923192369,0.09758248205970367]",0.09758248205970367,8192.0,8192.0,5917.0,22528.0
zen,composition/avx2/local/k22/h0/u32/prefilter75/authored,1,3,"[1715.0599624701492,1731.0442437978684,1785.691731247226]",1731.0442437978684,"[1711.2750280250148,1727.224021541264,1781.7510357257074]",1727.224021541264,"[0.2093579055749694,0.21130911179173195,0.21797994766201492]",0.21130911179173195,8192.0,6144.0,4487.0,22528.0
zen,composition/avx2/local/k22/h0/u32/prefilter75/authored-u64-carrier,1,3,"[1313.7766129329011,1356.7657254066544,1355.162082767263]",1355.162082767263,"[1311.0048654236987,1353.783158298951,1352.1714923087902]",1352.1714923087902,"[0.16037312169591078,0.1656208160896795,0.16542505893155066]",0.16542505893155066,8192.0,6144.0,4487.0,22528.0
zen,composition/avx2/local/k22/h0/u32/prefilter75/materialized,1,3,"[902.9277042801829,903.3687548637922,900.5754085603016]",902.9277042801829,"[900.9440012949497,901.3750648523248,898.5878728905483]",900.9440012949497,"[0.1102206670263895,0.11027450620895901,0.1099335215527712]",0.1102206670263895,8192.0,6144.0,4487.0,22528.0
zen,composition/avx2/local/k23/h0/u32/all/authored,1,3,"[1572.5828500414082,1644.1101578511293,1671.8553394671098]",1644.1101578511293,"[1569.1320586086545,1640.6141368357125,1668.165743689249]",1640.6141368357125,"[0.19196567993669533,0.20069704075331168,0.2040839037435437]",0.20069704075331168,8192.0,8192.0,5869.0,23552.0
zen,composition/avx2/local/k23/h0/u32/all/authored-u64-carrier,1,3,"[1286.9350561191845,1285.6186592771437,1242.0973972232928]",1285.6186592771437,"[1284.0948493121987,1282.7816420071615,1239.3562242547318]",1282.7816420071615,"[0.1570965644676739,0.15693587149379196,0.15162321743448398]",0.15693587149379196,8192.0,8192.0,5869.0,23552.0
zen,composition/avx2/local/k23/h0/u32/all/materialized,1,3,"[814.882116796967,797.0209578010289,805.626703190294]",805.626703190294,"[813.1007686498898,795.3407797496125,803.8745188542307]",803.8745188542307,"[0.09947291464806728,0.09729259738782091,0.09834310341678393]",0.09834310341678393,8192.0,8192.0,5869.0,23552.0
zen,composition/avx2/local/k23/h0/u32/prefilter75/authored,1,3,"[1790.9492807587958,1741.0248108807166,1757.6093364167007]",1757.6093364167007,"[1787.0233998338103,1737.1923594556695,1753.7305034014144]",1753.7305034014144,"[0.21862173837387638,0.21252744273446247,0.2145519209493043]",0.2145519209493043,8192.0,6144.0,4426.0,23552.0
