worker,transport,window,batch,rate,wait_us,count,bytes,mtu,device,method,layout,placement,profile,key,node,role,stage,repeat,run,seed,command,started,offered,committed,batches,offered_end_ns,drained_ns,retried_packets,max_follower_lag_batches,process_cpu_seconds,samples,min_us,mean_us,stddev_us,max_us,p01_us,p05_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,over_1000us_pct,over_2000us_pct,over_5000us_pct,over_10000us_pct,measurement_seconds,measured_records,goodput_rps,offered_rps,backlog_start,backlog_end,queue_end,drain_seconds,below_1ms_pct,average_batch_records,max_batch_records,queue_samples,queue_min_us,queue_mean_us,queue_stddev_us,queue_max_us,queue_p01_us,queue_p05_us,queue_p25_us,queue_p50_us,queue_p75_us,queue_p90_us,queue_p95_us,queue_p99_us,queue_p999_us,queue_over_1000us_pct,queue_over_2000us_pct,queue_over_5000us_pct,queue_over_10000us_pct,post_prepare_samples,post_prepare_min_us,post_prepare_mean_us,post_prepare_stddev_us,post_prepare_max_us,post_prepare_p01_us,post_prepare_p05_us,post_prepare_p25_us,post_prepare_p50_us,post_prepare_p75_us,post_prepare_p90_us,post_prepare_p95_us,post_prepare_p99_us,post_prepare_p999_us,post_prepare_over_1000us_pct,post_prepare_over_2000us_pct,post_prepare_over_5000us_pct,post_prepare_over_10000us_pct,max_sampled_queue,max_sampled_backlog,first_quarter_mean_queue,last_quarter_mean_queue,stable_observed,file,ended,recovered_records,recorded_stable_observed,quorum_drain_seconds,all_followers_drain_seconds
use1-az4,udp,16,16,0,50,250000,4096,8900,nvme,direct-dsync,raw,good,express,closed-cd5b68154945bdce-r0,2,leader,closed,0,6254179833177777375,2338772514953129357,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'udp', '172.31.91.95', '172.31.8.92', '43001', '250000', '16', '16', '0', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/closed-cd5b68154945bdce-r0.csv', '6254179833177777375', '2338772514953129357']",1789410772.5030417,250000,250000,15625,0,952722557,0,16,0.758805,225008,603.155,884.0185582734836,71.56726529532467,1089.705,687.376,744.72,839.939,883.326,930.688,964.68,997.331,1013.681,1054.519,4.444286425371542,0.0,0.0,0.0,0.857547247,225008,262628.09517246345,262385.54293907026,224,0,0,0.0,95.55571357462846,16.0,16,225008,13.615,14.693717770034842,1.1834114126065962,39.663,14.011,14.111,14.354,14.513,14.588,14.706,15.981,21.845,26.849,0.0,0.0,0.0,0.0,225008,589.16,869.3248405034489,71.56773476797977,1073.403,672.984,730.121,825.55,868.73,916.022,950.004,981.277,999.18,1040.125,0.9599658678802532,0.0,0.0,0.0,16,256,3.2,7.04,False,closed-cd5b68154945bdce-r0.csv.gz,1789410775.7099295,250000,False,0.0,3.03e-05
use1-az4,tcp,64,1,0,50,128000,4096,8900,nvme,direct-dsync,raw,good,express,closed-10a61ed09584957b-r0,2,leader,closed,0,5657843741318325813,4351613970252497371,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.91.95', '172.31.8.92', '43001', '128000', '64', '1', '0', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/closed-10a61ed09584957b-r0.csv', '5657843741318325813', '4351613970252497371']",1789410777.2220564,128000,128000,128000,0,1823013241,0,64,1.21006,115200,504.345,800.6684254513889,77.06514883046226,1121.077,630.83772,666.3459,749.80725,807.901,850.42625,894.404,923.3132499999999,977.5763699999999,1025.7413140000008,0.3862847222222222,0.0,0.0,0.0,1.642239359,115200,70183.4354220955,70148.11779334537,59,0,0,0.0,99.61371527777777,1.0,1,115200,0.746,0.8017768142361111,0.29553998951940275,13.856,0.752,0.755,0.76,0.765,0.775,0.793,0.806,1.763,5.208239000000264,0.0,0.0,0.0,0.0,115200,503.586,799.8666486371527,77.06800768248506,1120.32,630.0069699999999,665.5318000000001,749.0117499999999,807.108,849.6242500000001,893.6232000000001,922.51505,976.8183799999998,1024.9875130000007,0.3689236111111111,0.0,0.0,0.0,1,64,0.12,0.12,False,closed-10a61ed09584957b-r0.csv.gz,1789410781.1702766,128000,False,0.0,0.000328443
use1-az4,tcp,16,1,1000,0,7000,4096,8900,nvme,direct-dsync,raw,good,express,open-31b25799fc990fcc-r0,2,leader,open,0,11337739732122467869,360711161248760024,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.91.95', '172.31.8.92', '43001', '7000', '16', '1', '1000', '0', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-31b25799fc990fcc-r0.csv', '11337739732122467869', '360711161248760024']",1789410786.5220757,7000,7000,7000,7057098229,7057572709,0,6,0.122776,5961,385.358,415.8936148297266,22.700053677200163,610.198,391.4172,394.636,402.205,409.811,420.889,441.911,459.543,509.28899999999993,564.0545999999998,0.0,0.0,0.0,0.0,6.057098229,5961,984.134609450462,984.134609450462,1,1,1,0.000418996,100.0,1.0,1,5961,0.79,3.2160476430129172,0.6964982933097222,39.255,1.435,2.62,2.923,3.2,3.465,3.708,3.871,5.089199999999993,6.724799999999999,0.0,0.0,0.0,0.0,5961,384.353,412.67756718671365,22.71557882572909,607.476,388.4108,391.377,398.996,406.581,417.512,438.659,456.214,506.15779999999984,561.2335599999998,0.0,0.0,0.0,0.0,1,3,0.0,0.04,True,open-31b25799fc990fcc-r0.csv.gz,1789410793.7823436,7000,True,0.000418996,0.00047448
use1-az4,tcp,16,1,264300,50,1850100,4096,8900,nvme,direct-dsync,raw,good,express,open-80c638029c8a4b19-r0,2,leader,open,0,700240761454502020,15647301622183243521,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.91.95', '172.31.8.92', '43001', '1850100', '16', '1', '264300', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-80c638029c8a4b19-r0.csv', '700240761454502020', '15647301622183243521']",1789410800.7341435,1850100,1850100,1850100,7007292397,91492566075,0,16,18.4738,1585792,12016249.359,48780992.471958,21274224.972702716,84485081.881,12736830.45293,15623209.589300001,30050379.087750003,48841495.331,67687749.72875,77749139.50330001,81119753.48975,83818252.52941,84419179.411345,100.0,100.0,100.0,100.0,6.007292397,1585792,20302.15810052903,263977.82814632653,243952,1707783,1707774,84.485081881,0.0,1.0,1,1585792,12015692.862,48780384.82740125,21274238.64626667,84484480.082,12736324.6008,15622563.0566,30049747.7045,48840933.6155,67687283.29875,77748596.1489,81119188.41894999,83817792.35982,84418526.88235901,100.0,100.0,100.0,100.0,1585792,384.694,607.6445567464082,78.8382540319748,1029.525,452.137,483.76555,547.829,607.464,668.77125,714.96,736.797,773.9100900000001,797.550418,0.00031529986278149973,0.0,0.0,0.0,1707774,1707783,419910.84,1531929.52,False,open-80c638029c8a4b19-r0.csv.gz,1789410924.7148864,1850100,False,84.485081881,84.485273678
use1-az4,tcp,64,4,272200,50,1905400,4096,8900,nvme,direct-dsync,raw,good,express,open-d27c6adfd984bf18-r0,2,leader,open,0,12726882422488477675,8163371799331468249,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.91.95', '172.31.8.92', '43001', '1905400', '64', '4', '272200', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-d27c6adfd984bf18-r0.csv', '12726882422488477675', '8163371799331468249']",1789410933.7904818,1905400,1905400,476350,6998852742,7385496945,0,64,7.28164,1634207,137565.211,265083.04852008406,72730.9502793924,386598.941,140517.56272000002,151251.94329999998,201533.379,268337.1,328702.30449999997,363585.6164,375439.5158,384565.99919999996,386189.13658399996,100.0,100.0,100.0,100.0,5.998852742,1634207,261536.0082129517,272419.9226559377,35753,101044,100812,0.386473307,0.0,4.0,4,1634207,136636.309,264186.3949083433,72733.92037627146,385796.558,139594.0742,150353.1379,200639.1415,267488.478,327759.863,362675.1292,374567.2441,383629.92335999996,385306.096182,100.0,100.0,100.0,100.0,1634207,598.036,896.6536117407403,46.99810529061666,1108.18,779.221,816.13,865.258,899.247,931.334,956.651,968.197,986.961,1014.602,0.2716914075144703,0.0,0.0,0.0,100812,101044,43710.2,93817.56,False,open-d27c6adfd984bf18-r0.csv.gz,1789410963.8898618,1905400,False,0.386473307,0.386644203
use1-az4,tcp,16,64,264300,50,1850100,4096,8900,nvme,direct-dsync,raw,good,express,open-5506d43d60592f6b-r0,2,leader,open,0,579046207414890213,15647301622183243521,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.91.95', '172.31.8.92', '43001', '1850100', '16', '64', '264300', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-5506d43d60592f6b-r0.csv', '579046207414890213', '15647301622183243521']",1789410972.8958504,1850100,1850100,115285,7007292397,7008113059,0,16,4.86349,1585792,504.5,714.036776947418,74.63199267561313,1439.873,575.75982,609.134,664.03,708.445,754.195,799.453,834.7464499999999,958.9695400000005,1149.302209,0.6423288804584713,0.0,0.0,0.0,6.007292397,1585792,263978.1610750185,263977.82814632653,156,154,8,0.000644592,99.35767111954154,17.243699047542176,64,1585792,3.675,46.06378517106909,25.4484479172783,459.942,11.94,16.55,29.178,43.944,58.539,66.873,73.391,150.459,263.0415980000007,0.0,0.0,0.0,0.0,1585792,489.867,667.972991776349,64.55630826736272,1077.069,540.691,573.454,623.592,663.032,706.971,748.5918000000003,774.3390999999992,853.786,958.568,0.03241282589393817,0.0,0.0,0.0,56,264,11.08,11.56,True,open-5506d43d60592f6b-r0.csv.gz,1789411001.1771636,1850100,True,0.000644592,0.000820662
use1-az4,udp,64,4,285500,50,1998500,4096,8900,nvme,direct-dsync,raw,good,express,open-b392004841035b3a-r0,2,leader,open,0,17664297860308865568,11385247075533931145,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'udp', '172.31.91.95', '172.31.8.92', '43001', '1998500', '64', '4', '285500', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-b392004841035b3a-r0.csv', '17664297860308865568', '11385247075533931145']",1789411010.5549195,1998500,1998500,499625,7001393549,7348644821,344,64,7.21325,1713416,27926.807,182666.58639513113,96750.34144249363,347341.935,29015.025,37184.677,98034.03525,181527.3935,269074.3285,315167.67,332836.34725,343218.59880000004,346981.58640000003,100.0,100.0,100.0,100.0,6.001393549,1713416,271060.3773470347,285503.02292465104,7796,94472,94276,0.347166507,0.0,4.0,4,1713416,27236.497,181885.0117221924,96739.94448010478,346482.196,28272.493749999998,36460.853749999995,97275.23725,180752.9845,268297.24175,314392.8595,332057.8435,342338.81195,346086.26629,100.0,100.0,100.0,100.0,1713416,483.401,781.5746729387376,53.227125810412375,1051.516,646.884,694.577,751.098,780.242,809.566,848.672,880.031,918.674,946.656,0.007703908449553406,0.0,0.0,0.0,94276,94472,14672.8,83585.4,False,open-b392004841035b3a-r0.csv.gz,1789411041.7737384,1998500,False,0.347166507,0.347251272
use1-az4,udp,64,1,68500,50,479500,4096,8900,nvme,direct-dsync,raw,good,express,open-59f419d6af14df93-r0,2,leader,open,0,6626963493913566469,737095723142484898,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'udp', '172.31.91.95', '172.31.8.92', '43001', '479500', '64', '1', '68500', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-59f419d6af14df93-r0.csv', '6626963493913566469', '737095723142484898']",1789411046.7877252,479500,479500,479500,6998855816,6999480588,0,64,4.32353,410993,399.654,598.3242736932259,68.68904734158487,1120.585,460.30091999999996,488.13259999999997,544.836,599.572,652.042,685.9788,702.6933999999999,735.6692400000001,872.7184799999915,0.023844688352356366,0.0,0.0,0.0,5.998855816,410993,68513.56535421021,68511.89836965404,52,42,1,0.000592462,99.97615531164764,1.0,1,410993,0.827,3.968248622239308,10.676953678341071,401.515,0.9,0.988,1.611,3.007,3.847,4.974,6.648,33.07828000000026,166.32517599999596,0.0,0.0,0.0,0.0,410993,396.321,594.3560250709867,67.37995268594912,912.954,457.2396,485.097,541.39,595.509,648.536,682.405,698.6564,728.0141600000001,767.9221279999996,0.0,0.0,0.0,0.0,2,59,0.16,0.6,True,open-59f419d6af14df93-r0.csv.gz,1789411061.6458137,479500,True,0.000592462,0.000624772
use1-az4,tcp,16,16,264300,50,1850100,4096,8900,nvme,direct-dsync,raw,good,express,open-b856343acf0247bf-r0,2,leader,open,0,6942897406386441801,15647301622183243521,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.91.95', '172.31.8.92', '43001', '1850100', '16', '16', '264300', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-b856343acf0247bf-r0.csv', '6942897406386441801', '15647301622183243521']",1789411068.5673833,1850100,1850100,115632,7007292397,7283218420,0,16,4.66261,1585792,845.341,111479.36909554659,87228.0158405153,276149.256,1673.9882699999998,3823.4451,28683.819000000003,98551.476,189141.03975,239315.71930000014,257535.18889999998,272849.86748,275717.130617,99.98915368472032,98.80942771813706,91.52007325046412,88.00031782226168,6.007292397,1585792,254456.06755605375,263977.82814632653,11732,68932,68724,0.275835625,0.010846315279683591,15.999969731213174,16,1585792,64.471,110639.75690920689,87219.68858370806,275227.771,828.42196,2960.6947,27864.85675,97617.079,188331.81975,238475.50430000006,256693.78435,271978.94669000007,274882.181659,98.90023407861813,97.86031207119218,90.77552415449189,87.36713263782387,1585792,514.096,839.6121863396966,103.20201550810307,1192.729,645.249,678.27,728.7955000000001,866.1655000000001,916.76925,957.721,987.068,1035.097,1103.634,2.5778916781015417,0.0,0.0,0.0,68724,68932,4815.76,58117.88,False,open-b856343acf0247bf-r0.csv.gz,1789411096.2401905,1850100,False,0.275835625,0.275926023
use1-az4,tcp,16,64,18900,50,132300,4096,8900,nvme,direct-dsync,raw,good,express,open-565de6fda7e3e149-r0,2,leader,open,0,16541790269468965794,10770470866984495129,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.91.95', '172.31.8.92', '43001', '132300', '16', '64', '18900', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-565de6fda7e3e149-r0.csv', '16541790269468965794', '10770470866984495129']",1789411100.0858107,132300,132300,66566,7021361177,7022078493,0,16,1.09228,113502,402.863,659.2519991806312,95.46511759281299,1011.664,471.01409,510.398,587.79775,655.117,725.90175,787.0187000000001,823.77355,886.3128700000001,939.6854149999997,0.0008810417437578193,0.0,0.0,0.0,6.021361177,113502,18849.392465201396,18849.890691418324,15,18,2,0.000538683,99.99911895825625,2.4771633980017973,8,113502,1.541,41.48692008070342,16.560519082556365,84.285,3.50201,7.838,28.969250000000002,52.692,53.923,54.855,55.427949999999996,56.94999000000001,59.39998599999994,0.0,0.0,0.0,0.0,113502,388.732,617.7650790999278,94.49686159728914,956.589,433.27874,470.92045,546.769,613.0854999999999,683.578,744.498,781.605,843.3008400000001,895.84,0.0,0.0,0.0,0.0,5,24,0.76,0.6,True,open-565de6fda7e3e149-r0.csv.gz,1789411108.9811075,132300,True,0.000538683,0.000717316
use1-az4,tcp,16,64,188800,50,1321600,4096,8900,nvme,direct-dsync,raw,good,express,open-b3e616810608cb2d-r0,2,leader,open,0,14749258287320197713,15330519628721171166,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.91.95', '172.31.8.92', '43001', '1321600', '16', '64', '188800', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-b3e616810608cb2d-r0.csv', '14749258287320197713', '15330519628721171166']",1789411113.9254582,1321600,1321600,115597,7001787028,7002592428,0,16,3.89214,1132756,462.631,705.6921207409187,102.98094911236966,1757.026,535.867,568.78775,633.707,695.518,761.484,819.717,865.18075,1065.8599,1344.2840800000206,1.640423886521016,0.0,0.0,0.0,6.001787028,1132756,188730.7887993256,188736.45377874613,107,141,8,0.000702152,98.35957611347898,12.48783497946601,64,1132756,2.492,41.22905517251729,22.932308562733784,608.951,8.753,12.798,25.291,40.184,54.95425,61.981,65.749,116.8268499999994,247.51190500000772,0.0,0.0,0.0,0.0,1132756,443.868,664.4630655684014,96.1475923345646,1579.923,503.5371,533.565,596.142,656.588,718.167,774.613,815.192,993.096,1213.935,0.9185561586078556,0.0,0.0,0.0,19,203,7.28,7.12,True,open-b3e616810608cb2d-r0.csv.gz,1789411136.4911017,1321600,True,0.000702152,0.0008054
use1-az4,tcp,64,1,35100,50,245700,4096,8900,nvme,direct-dsync,raw,good,express,open-7acadd9420ac3b01-r0,2,leader,open,0,12714573974256074581,2334263449253511196,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.91.95', '172.31.8.92', '43001', '245700', '64', '1', '35100', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-7acadd9420ac3b01-r0.csv', '12714573974256074581', '2334263449253511196']",1789411139.8263097,245700,245700,245700,7007911620,7008725365,0,64,2.90687,210744,404.874,678.6068009243443,103.29871040571739,1433.061,476.49858,518.7331499999999,603.7145,673.7155,746.0504999999999,814.8469000000001,856.6759499999998,927.82356,1112.503811000009,0.22586645408647457,0.0,0.0,0.0,6.00791162,210744,35078.578602659276,35077.74636671503,30,25,1,0.000581074,99.77413354591353,1.0,1,210744,0.775,4.944653195346012,24.110751298515794,733.579,0.823,0.935,2.127,3.062,3.557,4.589,5.844,19.743090000000258,409.81929400000666,0.0,0.0,0.0,0.0,210744,401.935,673.6621477289983,100.37301435103339,1070.928,473.31943,515.9241499999999,600.0047500000001,669.4375,741.6602499999999,808.2327,848.7215499999999,912.6135500000001,965.8780210000032,0.011388224575788634,0.0,0.0,0.0,15,41,0.72,0.08,True,open-7acadd9420ac3b01-r0.csv.gz,1789411150.8061807,245700,True,0.000581074,0.000813745
use1-az4,tcp,16,4,264300,50,1850100,4096,8900,nvme,direct-dsync,raw,good,express,open-07cff7ce063f7f21-r0,2,leader,open,0,18266290511910147879,15647301622183243521,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.91.95', '172.31.8.92', '43001', '1850100', '16', '4', '264300', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-07cff7ce063f7f21-r0.csv', '18266290511910147879', '15647301622183243521']",1789411157.3962233,1850100,1850100,462525,7007292397,23169886731,0,16,7.29831,1585792,2529656.138,9361444.522884918,3920975.796132363,16162526.031,2680957.64335,3255269.9869,5963618.90875,9359718.660500001,12758553.284,14795527.4408,15473572.60715,16023004.49195,16148804.460177999,100.0,100.0,100.0,100.0,6.007292397,1585792,77734.18857274245,263977.82814632653,189052,1307872,1307820,16.162485598,0.0,4.0,4,1585792,2528931.597,9360761.605335396,3920977.2268039305,16161815.597,2680311.5025400002,3254530.21145,5962958.893750001,9359143.46,12757850.214499999,14794800.0205,15472903.81605,16022336.0389,16148132.862133,100.0,100.0,100.0,100.0,1585792,428.051,682.9175495222576,76.00894421379999,1033.492,510.18,549.337,627.33575,690.2735,742.32125,774.408,785.442,828.182,958.766,0.0068104770360803936,0.0,0.0,0.0,1307820,1307872,325701.68,1175973.56,False,open-07cff7ce063f7f21-r0.csv.gz,1789411202.899726,1850100,False,16.162485598,16.162594334
use1-az4,udp,64,4,190300,0,1332100,4096,8900,nvme,direct-dsync,raw,good,express,open-77fe4973f5071ae4-r0,2,leader,open,0,1248841728171163745,2144553333631106686,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'udp', '172.31.91.95', '172.31.8.92', '43001', '1332100', '64', '4', '190300', '0', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-77fe4973f5071ae4-r0.csv', '1248841728171163745', '2144553333631106686']",1789411210.307368,1332100,1332100,499324,7012504361,7013535985,325,64,5.99734,1141841,480.88,798.1902673401988,86.5237489277392,1412.693,613.8844,663.389,738.502,793.783,854.288,911.117,944.312,1011.4802000000002,1153.0520399999984,1.2913356588176463,0.0,0.0,0.0,6.012504361,1141841,189914.70632548284,189911.0472844778,176,154,4,0.000673583,98.70866434118236,3.2929225697798556,4,1141841,0.874,35.64814895331312,41.137788713586026,468.371,1.153,2.016,7.175,17.867,52.237,92.742,119.743,175.31420000000017,303.6886399999997,0.0,0.0,0.0,0.0,1141841,471.262,762.5421183868858,83.1376887226684,1144.948,589.607,633.43,703.635,757.265,817.833,875.123,907.526,962.047,1032.543,0.2922473444201075,0.0,0.0,0.0,47,201,12.56,5.52,True,open-77fe4973f5071ae4-r0.csv.gz,1789411235.1406431,1332100,True,0.000673583,0.001031624
use1-az4,tcp,16,64,396500,50,2000000,4096,8900,nvme,direct-dsync,raw,good,express,open-275fe7178e14d433-r0,2,leader,open,0,11037345467586397937,9939638622038500296,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.91.95', '172.31.8.92', '43001', '2000000', '16', '64', '396500', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-275fe7178e14d433-r0.csv', '11037345467586397937', '9939638622038500296']",1789411243.8046362,2000000,2000000,31250,5044974114,5678468560,0,16,4.08403,1603760,260883.218,450683.59454213036,104564.7060728992,632278.933,265401.35076,284982.04715,369010.74575,464806.8545,532628.0345000001,589632.1168,613677.88845,627449.65672,631501.356579,100.0,100.0,100.0,100.0,4.044974114,1603760,363291.32364875247,396482.1417396096,93840,228096,227456,0.632087295,0.0,64.0,64,1603760,259692.813,449096.1247289015,104578.78380250317,631178.212,264203.82138,282489.1496,367815.88975,463084.4575,530140.71,588348.8439,612546.1547999999,626426.1292900001,630336.176738,100.0,100.0,100.0,100.0,1603760,715.113,1587.469813228912,508.5727093347563,3335.463,860.759,946.37,1135.269,1448.998,2014.077,2349.553,2513.126,2686.7,3050.87,90.07931361300943,26.074724397665484,0.0,0.0,227456,228096,110010.0,211375.92,False,open-275fe7178e14d433-r0.csv.gz,1789411269.7853358,2000000,False,0.632087295,0.633494446
use1-az4,tcp,16,64,264300,0,1850100,4096,8900,nvme,direct-dsync,raw,good,express,open-58dd5fe684265d4a-r0,2,leader,open,0,1200095465423367949,15647301622183243521,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.91.95', '172.31.8.92', '43001', '1850100', '16', '64', '264300', '0', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-58dd5fe684265d4a-r0.csv', '1200095465423367949', '15647301622183243521']",1789411278.8874207,1850100,1850100,80985,7007292397,7008420379,0,16,4.53584,1585792,567.159,1176.8508341434438,201.72476552372243,2586.838,779.06482,891.09055,1041.79575,1155.645,1285.724,1434.3599000000002,1533.43645,1770.38509,2185.149433000011,82.4741201872629,0.3167502421502946,0.0,0.0,6.007292397,1585792,263981.3238975922,263977.82814632653,333,312,10,0.000889228,17.52562757284688,44.02823951691016,64,1585792,0.825,141.89229719219168,104.39783470400818,1035.689,5.904,14.353,57.793,121.895,207.714,285.78,324.0014499999999,442.3632700000002,704.760958000002,0.0006305997255629995,0.0,0.0,0.0,1585792,563.296,1034.9585369512522,179.46294460917773,2215.059,716.798,806.47,909.998,998.588,1131.991,1269.089,1382.195,1589.199,1878.141,49.484169424489465,0.018413511986439583,0.0,0.0,172,615,38.52,31.92,True,open-58dd5fe684265d4a-r0.csv.gz,1789411306.941163,1850100,True,0.000889228,0.001127982
use1-az4,tcp,64,1,73700,50,515900,4096,8900,nvme,direct-dsync,raw,good,express,open-ba8bf714bdf099d4-r0,2,leader,open,0,14595410880148665243,4890659457300184944,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.91.95', '172.31.8.92', '43001', '515900', '64', '1', '73700', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-ba8bf714bdf099d4-r0.csv', '14595410880148665243', '4890659457300184944']",1789411311.8629904,515900,515900,515900,6996189823,7356567049,0,64,4.86167,442019,46051.411,188212.4195169506,96094.91636622931,360272.782,49937.39612,60279.457500000004,103232.987,183219.346,270750.0995,329771.4344,346957.7778,356713.64672,359839.094058,100.0,100.0,100.0,100.0,5.996189823,442019,70014.29447574713,73716.64557791635,3322,25522,25467,0.360169747,0.0,1.0,1,442019,45276.265,187410.5583719591,96083.61777471386,359548.813,49139.57304,59526.9027,102439.101,182406.622,269942.335,328958.0146,346152.6014,355880.73042,359026.19848799997,100.0,100.0,100.0,100.0,442019,483.898,801.861144991505,80.15784607362264,1190.125,637.46736,674.4529,742.5875,803.048,853.732,908.1582000000001,940.9485999999998,990.74882,1035.329766,0.6936353414672219,0.0,0.0,0.0,25467,25522,4917.56,22200.52,False,open-ba8bf714bdf099d4-r0.csv.gz,1789411327.4307237,515900,False,0.360169747,0.360377226
use1-az4,tcp,64,1,59700,50,417900,4096,8900,nvme,direct-dsync,raw,good,express,open-f73d3f97dc83db0e-r0,2,leader,open,0,2963617309654748567,13356015711957743620,"['taskset', '-c', '0', '/opt/sixdb/source/build/clang/dev/workbench/spikes/cft-commit-latency/cft_throughput_bench', 'leader', 'tcp', '172.31.91.95', '172.31.8.92', '43001', '417900', '64', '1', '59700', '50', '/dev/nvme1n1', 'raw', '/opt/sixdb/jobs/20260914T182950Z-9cb6f629/results/open-f73d3f97dc83db0e-r0.csv', '2963617309654748567', '13356015711957743620']",1789411330.125512,417900,417900,417900,7006099865,7007220780,0,64,4.34197,358469,437.147,892.9003076500339,384.7599971427641,3731.679,557.53076,601.584,682.015,758.049,916.665,1377.8976,1692.1715999999988,2552.25396,3308.974176000002,20.596202182057585,2.7243638919962394,0.0,0.0,6.006099865,358469,59684.4887793087,59684.15578451258,50,48,9,0.000919495,79.4035188537921,1.0,1,358469,0.756,173.99757583779908,364.9415936041168,2882.898,0.83,0.967,2.444,4.0,160.785,630.691,938.4109999999987,1789.5989600000007,2540.893352000001,4.405680825957056,0.6287851948146144,0.0,0.0,358469,433.028,718.9027318122348,85.64589969059132,1131.184,548.13016,592.4438,659.045,708.576,770.705,846.183,880.8996,924.63032,970.2698320000034,0.03933394519470303,0.0,0.0,0.0,125,169,14.2,11.4,True,open-f73d3f97dc83db0e-r0.csv.gz,1789411343.8807292,417900,True,0.000919495,0.001120915
