input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:logical_values,counter:active_values,counter:selected_values,counter:encoded_bytes
gnr,composition/avx2/local/k13/h0/u16/prefilter75/authored-u64-carrier,1,3,"[1972.356652039571,1972.3119382557452,1972.4599635968648]",1972.356652039571,"[1972.8973939286432,1972.4833011179699,1973.346803437634]",1972.8973939286432,"[0.24076619287592418,0.24076073465035952,0.24077880415000788]",0.24076619287592418,8192.0,6144.0,4398.0,13312.0
gnr,composition/avx2/local/k13/h0/u16/prefilter75/materialized,1,3,"[1867.5046346310291,1865.84218247776,1865.7650942263779]",1865.84218247776,"[1868.1821976865028,1866.0022806374443,1866.155256811739]",1866.155256811739,"[0.22796687434460808,0.2277639382907422,0.22775452810380586]",0.2277639382907422,8192.0,6144.0,4398.0,13312.0
gnr,composition/avx2/local/k14/h0/u16/all/authored,1,3,"[2811.422262869084,2810.485135977139,2810.5810737472457]",2810.5810737472457,"[2811.979477812157,2810.863299228294,2811.087113825438]",2811.087113825438,"[0.34319119419788624,0.3430767988253344,0.3430885099789119]",0.3430885099789119,8192.0,8192.0,5905.0,14336.0
gnr,composition/avx2/local/k14/h0/u16/all/authored-u64-carrier,1,3,"[2084.1028247745476,2084.6379071327497,2084.2870984571837]",2084.2870984571837,"[2084.704494299744,2085.310248193814,2084.4669747252105]",2084.704494299744,"[0.25440708310236176,0.25447240077304073,0.2544295774483867]",0.2544295774483867,8192.0,8192.0,5905.0,14336.0
gnr,composition/avx2/local/k14/h0/u16/all/materialized,1,3,"[1734.4747358380853,1732.5503982558455,1731.8220298041333]",1732.5503982558455,"[1736.1945941170693,1732.8388519406153,1731.9429806643852]",1732.8388519406153,"[0.21172787302711002,0.21149296853709054,0.21140405637257487]",0.21149296853709054,8192.0,8192.0,5905.0,14336.0
gnr,composition/avx2/local/k14/h0/u16/prefilter75/authored,1,3,"[2679.813730187642,2681.8331257067334,2680.947505605945]",2680.947505605945,"[2680.2874254853295,2682.5291986875736,2681.7338099158637]",2681.7338099158637,"[0.3271256994857961,0.32737220772787273,0.3272640998054132]",0.3272640998054132,8192.0,6144.0,4409.0,14336.0
gnr,composition/avx2/local/k14/h0/u16/prefilter75/authored-u64-carrier,1,3,"[1952.698052401014,1953.944139066385,1952.8832138173532]",1952.8832138173532,"[1953.0976868843431,1955.2300845484015,1954.1737213741062]",1954.1737213741062,"[0.23836646147473317,0.23851857166337712,0.2383890641866886]",0.2383890641866886,8192.0,6144.0,4409.0,14336.0
gnr,composition/avx2/local/k14/h0/u16/prefilter75/materialized,1,3,"[1867.6262894863446,1867.6391175370327,1867.1195146720722]",1867.6262894863446,"[1867.9126222711118,1868.3895985859417,1867.3664680046932]",1867.9126222711118,"[0.22798172479081355,0.22798329071496978,0.2279198626308682]",0.22798172479081355,8192.0,6144.0,4409.0,14336.0
gnr,composition/avx2/local/k15/h0/u16/all/authored,1,3,"[2833.0884740752576,2830.9270544409073,2831.611888324236]",2831.611888324236,"[2833.5332334589443,2831.3507379723637,2836.064928232953]",2833.5332334589443,"[0.34583599537051485,0.34557215020030607,0.34565574808645455]",0.34565574808645455,8192.0,8192.0,5956.0,15360.0
gnr,composition/avx2/local/k15/h0/u16/all/authored-u64-carrier,1,3,"[2092.093212845989,2090.481424867757,2092.0702543122084]",2092.0702543122084,"[2092.804103151977,2090.665992299012,2092.9704925832716]",2092.804103151977,"[0.2553824722712389,0.2551857208090524,0.25537966971584575]",0.25537966971584575,8192.0,8192.0,5956.0,15360.0
gnr,composition/avx2/local/k15/h0/u16/all/materialized,1,3,"[1734.7643059700638,1733.2612163015538,1734.0891855410932]",1734.0891855410932,"[1735.373249291637,1733.4668433384995,1737.9676668297334]",1735.373249291637,"[0.21176322094361133,0.21157973831806076,0.21168080878187173]",0.21168080878187173,8192.0,8192.0,5956.0,15360.0
gnr,composition/avx2/local/k15/h0/u16/prefilter75/authored,1,3,"[2687.608343412221,2687.3297625218597,2686.891205436835]",2687.3297625218597,"[2688.23010616227,2687.6994182998283,2687.4470041604254]",2687.6994182998283,"[0.3280771903579372,0.3280431839015942,0.3279896491011762]",0.3280431839015942,8192.0,6144.0,4461.0,15360.0
gnr,composition/avx2/local/k15/h0/u16/prefilter75/authored-u64-carrier,1,3,"[1954.7810184279033,1954.0897206454033,1953.2741673890393]",1954.0897206454033,"[1955.3898241049346,1954.8297307108767,1953.5064315862699]",1954.8297307108767,"[0.23862072978856244,0.23853634285222208,0.23843678801135734]",0.23853634285222208,8192.0,6144.0,4461.0,15360.0
