scope,case,before_ns_per_value,after_ns_per_value,ratio,before_min,before_max,after_min,after_max,separated_win,separated_loss,both_edges_agree,block_medians
small-repeat,bulk/series/avx2/local/k34/h16/u64/encode,0.20007061092260262,0.15976972093254516,0.7985666670171369,0.19987564752624107,0.20055974261453072,0.15910034929972694,0.1606107412411147,True,False,True,"[0.2000078103601746, 0.15911806219062138, 0.16052538083578638, 0.2003861809715541]"
small-repeat,bulk/series/avx2/local/k36/h16/u64/encode,0.19825249115476573,0.15895318841994843,0.8017714556527902,0.1978705452090559,0.19848554007992858,0.15842498188304216,0.15918341176393827,True,False,True,"[0.198243941867689, 0.15866050307788948, 0.1591277935684887, 0.1982716844235864]"
small-repeat,bulk/series/avx2/local/k39/h16/u64/encode,0.1984201204577608,0.15865599093367977,0.7995962837219125,0.19834536551347418,0.19867768141203507,0.15856413260723262,0.1588180968267286,True,False,True,"[0.198602699229885, 0.15861202963237195, 0.1586702180606738, 0.19841543377580098]"
small-repeat,bulk/series/avx2/local/k40/h16/u64/encode,0.2379604716179088,0.19886141277131686,0.8356909507669283,0.23763169757692917,0.2382228913309772,0.1987015519687246,0.19934357948642337,True,False,True,"[0.23783225724791965, 0.19886328551606786, 0.19885954002656586, 0.23803328269279175]"
small-repeat,bulk/series/avx2/local/k41/h16/u64/encode,0.30160441542436767,0.2622344601385932,0.8694649240118729,0.30143443756507454,0.30212232054158916,0.2619252718436428,0.26301966484569556,True,False,True,"[0.30170593256675476, 0.26218254778246464, 0.26228637249472175, 0.3015064520070218]"
small-repeat,bulk/series/avx2/local/k42/h16/u64/encode,0.3021588332966244,0.2620291808557025,0.8671902058824562,0.30196055107910635,0.3022257430110144,0.2618153387378311,0.26262266083977936,True,False,True,"[0.3022131719579794, 0.2619955209551625, 0.2621795035337497, 0.3020981216948464]"
small-repeat,bulk/series/avx2/local/k43/h16/u64/encode,0.29318476332761423,0.2541271833344589,0.866781685549221,0.29301080804576746,0.2933612801339039,0.253803063846739,0.25436865408464004,True,False,True,"[0.29311313836147246, 0.2538890674279647, 0.25435442421717813, 0.2931912691031002]"
small-repeat,bulk/series/avx2/local/k44/h16/u64/encode,0.29149034726427864,0.25186450133940397,0.8640577765378006,0.2912943699872595,0.2922117954109352,0.2515828792049522,0.2520895786573355,True,False,True,"[0.291382170523665, 0.2519290573142032, 0.2517999453646048, 0.2915985240048923]"
small-repeat,bulk/series/avx2/local/k45/h16/u64/encode,0.29293656681665503,0.2542896695994415,0.8680707648171418,0.29261900736533564,0.2932013893470585,0.2537881811667188,0.2547655564125391,True,False,True,"[0.29292436348892803, 0.2543579093610115, 0.25424848957249896, 0.29308387509740436]"
small-repeat,bulk/series/avx2/local/k49/h16/u64/encode,0.20724918994814345,0.1736322223781872,0.8377944561406119,0.2071014657650839,0.20740863072968127,0.17334326777815437,0.17397686808548973,True,False,True,"[0.20726730059846035, 0.17396410150604358, 0.1733470549686105, 0.20723107929782658]"
small-repeat,bulk/series/avx2/local/k50/h16/u64/encode,0.19715238872230711,0.1596832353287472,0.8099482657228367,0.19691049234807698,0.197280638470557,0.15896091134468995,0.15994868096476406,True,False,True,"[0.19717242312201197, 0.15978973927977502, 0.15936266769092466, 0.1969495062921649]"
small-repeat,bulk/series/avx2/local/k51/h16/u64/encode,0.1960416222376274,0.1603934861288817,0.8181603697120217,0.19597643852788318,0.1963444981896936,0.16021459949585048,0.1604885847752147,True,False,True,"[0.1960530410812725, 0.16024947000195486, 0.16042689536596574, 0.1960302033939823]"
small-repeat,bulk/series/avx2/local/k52/h16/u64/encode,0.1954353068537047,0.16064790466598478,0.8220004217878584,0.19434972462167888,0.19660293684207095,0.1595816540843351,0.16206096070442572,True,False,True,"[0.19647931852457057, 0.16176552473547776, 0.15969727893226235, 0.19444617077814208]"
small-repeat,bulk/series/avx2/local/k56/h8/u64/encode,0.21585966515082072,0.21675954564950672,1.004168821896658,0.21554600303586455,0.2159820749227907,0.21609727692460498,0.21723889973863722,False,True,True,"[0.21587552616572245, 0.21709430376127895, 0.21646031227245535, 0.215843804135919]"
small-repeat,bulk/series/avx2/local/k61/h16/u64/encode,0.3122263208081222,0.272682278312094,0.8733481456858666,0.3120819747101961,0.3124570702486182,0.27241473238015473,0.27329519884105086,True,False,True,"[0.3123739059539692, 0.27308918190922277, 0.27248565247002005, 0.3121170159181216]"
small-repeat,bulk/series/avx2/striped/k17/h16/u64/encode,0.14157623245283735,0.10019244142285186,0.7076925249881085,0.1412218721418774,0.142117157075843,0.09956241501123766,0.10095520879335514,True,False,True,"[0.14122661659825123, 0.09957255980994077, 0.10092773704419823, 0.1420866449682058]"
small-repeat,bulk/series/avx2/striped/k18/h16/u64/encode,0.14072279262202572,0.09750143693738306,0.692861725671313,0.14033619606671596,0.14102451990685197,0.09740280389830541,0.09784551495596701,True,False,True,"[0.14098624912915617, 0.09746927905213577, 0.09751295130560424, 0.14034644256560133]"
small-repeat,bulk/series/avx2/striped/k20/h16/u64/encode,0.13990613929556608,0.09794219239408104,0.7000564298838102,0.13936752201022629,0.14033149418232257,0.09711154366759278,0.0985974322584616,True,False,True,"[0.1394497432812452, 0.09857785676408896, 0.09730633403117746, 0.14027068210930804]"
small-repeat,bulk/series/avx2/striped/k22/h16/u64/encode,0.14016730139054198,0.09789452179271607,0.6984119749866402,0.13998187021802086,0.14027871899689723,0.09780231536893366,0.09810414892726392,True,False,True,"[0.14027731753701417, 0.0979190393816972, 0.09785422256911978, 0.14007958468692128]"
small-repeat,bulk/series/avx2/striped/k26/h16/u64/encode,0.1492978208009307,0.10900919925045005,0.7301459503270291,0.14864263190141558,0.15020273789922067,0.108880730042264,0.10905290903834541,True,False,True,"[0.1486746726849653, 0.10889536370015968, 0.10901822662793326, 0.15000306416743128]"
small-repeat,bulk/series/avx2/striped/k28/h16/u64/encode,0.14862752611876065,0.10751385419317785,0.7233778089481826,0.14798451507848245,0.14924710026622398,0.10704548075353028,0.1080053787787448,True,False,True,"[0.149037121996451, 0.10796065204150784, 0.10705760164094986, 0.1481086848603277]"
small-repeat,bulk/series/avx2/striped/k30/h16/u64/encode,0.14972571125638184,0.10894638155266156,0.7276397663331713,0.14905999541736978,0.1503120472377377,0.10802881077383533,0.10979597042354192,True,False,True,"[0.15018456493433988, 0.10975748247497996, 0.10809106217979085, 0.1490773101131619]"
small-repeat,bulk/series/avx2/striped/k31/h16/u64/encode,0.14943880905838866,0.10936056519046106,0.7318083293057545,0.14919132384672443,0.14972682409536006,0.10902260607717905,0.10946469326486528,True,False,True,"[0.14919781285203743, 0.10934077190614626, 0.10938035847477585, 0.14971820910744874]"
small-repeat,bulk/series/avx2/striped/k36/h16/u64/encode,0.15749926592825078,0.1153326591766935,0.7322742648796446,0.15641719080089145,0.1587392628347513,0.11472136994368562,0.11563747034958506,True,False,True,"[0.1586875504525779, 0.11556151618338158, 0.11474490698816173, 0.1564411585298741]"
small-repeat,bulk/series/avx512/local/k17/h16/u64/encode,0.10125479839021266,0.10225626583657911,1.0098905677783983,0.10111278535017565,0.1014136298757718,0.10211858938545756,0.1022872412220024,False,True,True,"[0.10125067384235277, 0.10226807015639659, 0.10224938316903703, 0.10125892293807255]"
small-repeat,bulk/series/avx512/local/k24/h8/u64/encode,0.0771899988755102,0.07339443653272433,0.9508283145734042,0.0758978114492529,0.07853080955686727,0.07290147222598889,0.07390140592634867,True,False,True,"[0.07591186070498168, 0.07387285155731002, 0.07292849434161079, 0.07851618117734181]"
small-repeat,bulk/series/avx512/local/k25/h16/u64/encode,0.14749678104205116,0.15057624463459937,1.0208781749051883,0.1469123010721668,0.14808347006872902,0.1505325732214827,0.15069011082904346,False,True,True,"[0.14714612162519355, 0.15057624050473983, 0.1505762487644589, 0.14784115284306043]"
small-repeat,bulk/series/avx512/local/k26/h16/u64/encode,0.13379580193964324,0.1364947101561699,1.020171845285132,0.1336490168279817,0.13405466656338424,0.13631971634729007,0.1365464529797186,False,True,True,"[0.13375930958028803, 0.1364938031362443, 0.1364956171760955, 0.13383229429899846]"
small-repeat,bulk/series/avx512/local/k28/h16/u64/encode,0.13113783074511778,0.13631144070918405,1.0394516970020786,0.13093760690694867,0.1315432979859939,0.13619405284028208,0.13661762207832231,False,True,True,"[0.13095418622630817, 0.13627786199712852, 0.13638930113413703, 0.13144317266178385]"
small-repeat,bulk/series/avx512/local/k33/h16/u64/encode,0.14796265261489294,0.15099617676068638,1.020501958380598,0.14767581257546303,0.1483435631564914,0.1508472646049196,0.1511285486849897,False,True,True,"[0.1477910128444257, 0.15096968857415954, 0.1510251043995096, 0.1481531563569692]"
small-repeat,bulk/series/avx512/local/k34/h16/u64/encode,0.1334997467908983,0.1373338484020557,1.0287199167288519,0.13328689109823197,0.13423812744434227,0.13681512849492594,0.13780514991441054,False,True,True,"[0.1333485226342034, 0.1368809151958954, 0.13777808229665925, 0.13391116592597968]"
small-repeat,bulk/series/avx512/local/k36/h16/u64/encode,0.13081166518789572,0.13596371173513072,1.0393852225627942,0.13061445001679425,0.13091040027144252,0.13582657972765136,0.13604608086835732,False,True,True,"[0.13073976076256885, 0.13594179582272867, 0.1359856276475328, 0.13089768757557704]"
small-repeat,bulk/series/avx512/local/k39/h16/u64/encode,0.14151688767233825,0.1360718742242277,0.9615239316121926,0.1413908107232242,0.14160156334058882,0.13605207272258754,0.13617361312602885,True,False,True,"[0.1415545205858111, 0.13609831638311834, 0.13606180408703492, 0.14147925475886539]"
small-repeat,bulk/series/avx512/local/k40/h16/u64/encode,0.10018933826022342,0.09940031067893848,0.9921246352657248,0.1001130637456021,0.1004302608880577,0.09874878714650866,0.10014823562080392,False,False,True,"[0.10011363613814873, 0.09997020500132953, 0.0987818555612293, 0.10035977194370331]"
small-repeat,bulk/series/avx512/local/k41/h16/u64/encode,0.1482689300041217,0.15013996721541611,1.012619213015447,0.14809578787048255,0.14848036938923917,0.15011033888915135,0.15045544884314122,False,True,True,"[0.14830429238489778, 0.15013646471122477, 0.1503501525055716, 0.1482335676233456]"
small-repeat,bulk/series/avx512/local/k42/h16/u64/encode,0.13481211729272685,0.13646499759064476,1.0122606211601062,0.1344312799382568,0.1352171847853127,0.13635896300032158,0.13657551823471162,False,True,True,"[0.13484323821940475, 0.13644657090018777, 0.13653843082674552, 0.1347677722111607]"
small-repeat,bulk/series/avx512/local/k43/h16/u64/encode,0.14859224110542596,0.13881172535833397,0.934178826065671,0.13974595286963468,0.15740619286681695,0.13822474944148758,0.13931011043670266,True,False,True,"[0.15717686122173266, 0.13867286847299515, 0.13895058224367277, 0.13981727045089162]"
small-repeat,bulk/series/avx512/local/k44/h16/u64/encode,0.13739280837529283,0.1365018419914043,0.993515189081405,0.13121910517575655,0.14381738334175845,0.13639396025050277,0.13660291350840592,False,False,False,"[0.1433041960028543, 0.13651742064284866, 0.13646533721939963, 0.1312522054298053]"
small-repeat,bulk/series/avx512/local/k45/h16/u64/encode,0.14765246410895533,0.1417984821483673,0.9603529680597251,0.14752952271586003,0.1487518193962834,0.13968367746454796,0.1445169869962206,True,False,True,"[0.14826560021304278, 0.14339276724939828, 0.13990412566146576, 0.1475322311508143]"
small-repeat,bulk/series/avx512/local/k49/h16/u64/encode,0.1480116308648491,0.1505520872196861,1.0171638967829273,0.14779381468330097,0.14833846359379332,0.1499074300778033,0.15131955903130784,False,True,True,"[0.14827977797495948, 0.1512263730928194, 0.15002893334249204, 0.14782701332266565]"
small-repeat,bulk/series/avx512/local/k50/h16/u64/encode,0.13350837414165634,0.137114621171609,1.0270113920054658,0.13323970722911,0.13373493051301194,0.1370362546704695,0.13727653167230877,False,True,True,"[0.13373239466301054, 0.13711324508180373, 0.1371159972614143, 0.13325314201655034]"
small-repeat,bulk/series/avx512/local/k51/h16/u64/encode,0.13644394449143465,0.13708295950584304,1.00468335195666,0.13634453457488677,0.13649187265577414,0.13640555687086064,0.13784461675501047,False,False,False,"[0.13641970482576943, 0.13771563301312356, 0.13640983700821638, 0.13647783863712998]"
small-repeat,bulk/series/avx512/local/k52/h16/u64/encode,0.1317946716589422,0.13746153099180736,1.042997636107246,0.1314104700292715,0.1322145561134,0.1369522791300266,0.13788901448403243,False,True,True,"[0.1321844976157366, 0.1378658616749062, 0.13700110566497997, 0.13146252405164421]"
small-repeat,bulk/series/avx512/local/k56/h8/u64/encode,0.09787509950903242,0.10612605555964832,1.0843008701089951,0.09782274753518302,0.09804093346398268,0.10380444081135987,0.10845885925318888,False,True,True,"[0.09798179593117824, 0.10843807116315007, 0.10390976492943899, 0.09785224558830283]"
small-repeat,bulk/series/avx512/local/k61/h16/u64/encode,0.15308832618042867,0.18476473333075286,1.2069158892820517,0.15281583641621463,0.15391428061463783,0.18435327574572696,0.18545100385530647,False,True,True,"[0.15308832618042542, 0.1847642790559984, 0.1847651876055073, 0.15343606291940803]"
small-repeat,bulk/series/avx512/striped/k17/h16/u64/encode,0.10326534287202327,0.10278334981072404,0.995332479921201,0.10162380030635101,0.10463804233594387,0.10185823469132141,0.10404155999466635,False,False,False,"[0.10463144313302002, 0.10340515553973319, 0.1019392891621014, 0.10175718078206517]"
small-repeat,bulk/series/avx512/striped/k18/h16/u64/encode,0.10047769793051622,0.10163542347339219,1.0115222140506899,0.09975281476281353,0.10137855148560893,0.10154697442951127,0.10174871191496264,False,True,True,"[0.09976170214675102, 0.10165281078104917, 0.1016180361657352, 0.10129374004724893]"
small-repeat,bulk/series/avx512/striped/k20/h16/u64/encode,0.100418565546157,0.1003299559818909,0.9991175977889729,0.10016771460467765,0.10063318856364127,0.10029155018765895,0.10040979341845346,False,False,False,"[0.10058353695363541, 0.10034210248247966, 0.10031780948130216, 0.10025049434743839]"
small-repeat,bulk/series/avx512/striped/k22/h16/u64/encode,0.10084698880928936,0.10164431379627678,1.0079062845247193,0.10008732090367677,0.10162343772727117,0.10151133517816655,0.10194523618539994,False,False,False,"[0.10021117932677466, 0.10179680898927619, 0.10151592676901741, 0.10151886874201141]"
small-repeat,bulk/series/avx512/striped/k26/h16/u64/encode,0.11095027256809176,0.11409865042015012,1.0283764769494024,0.11021974132705492,0.11184007874345903,0.11376264916826827,0.11426677158894535,False,True,True,"[0.11182988027606378, 0.11423150216060368, 0.11377056651775444, 0.11023962701829125]"
small-repeat,bulk/series/avx512/striped/k28/h16/u64/encode,0.10930895096156867,0.11411222865417917,1.0439422174520663,0.1087101358942815,0.10996511234802633,0.11386597960899358,0.1142085379707524,False,True,True,"[0.10877335191292657, 0.11407836880166197, 0.11413467743309098, 0.10983093370063925]"
small-repeat,bulk/series/avx512/striped/k30/h16/u64/encode,0.11181624763706835,0.11335075261275142,1.013723452611858,0.11056358135609927,0.11299215087424826,0.1132331189174664,0.1133907728935352,False,True,True,"[0.11293149989891654, 0.11334961043373408, 0.11335189479176876, 0.11057754820352493]"
small-repeat,bulk/series/avx512/striped/k31/h16/u64/encode,0.1110079688819947,0.11255377338363223,1.0139251669695963,0.11089117940298178,0.1111346988911227,0.11220210791943787,0.1129223444572039,False,True,True,"[0.11107236355429234, 0.11280921489517862, 0.11234839139196302, 0.11098421600256544]"
small-repeat,bulk/series/avx512/striped/k36/h16/u64/encode,0.12029405567121913,0.12433926201769008,1.0336276495451036,0.12015293446391437,0.12050556722828126,0.12424139341959592,0.12437704137141646,False,True,True,"[0.12019603014169497, 0.12434517822266504, 0.12433334581271512, 0.12049990844841148]"
