trial,case,repetition,cpu_ns,real_ns
01-candidate,overwrite-all/local/k28/ikea2,5,2639.5858850592,2639.6957538207985
01-candidate,overwrite-all/local/k28/ikea2,6,2637.9842936873024,2637.912229428844
01-candidate,overwrite-all/local/k28/ikea,0,1751.8826849904835,1751.87074446974
01-candidate,overwrite-all/local/k28/ikea,1,1751.0754480825121,1751.0266972097877
01-candidate,overwrite-all/local/k28/ikea,2,1751.9955942725544,1754.1668794436284
01-candidate,overwrite-all/local/k28/ikea,3,1751.593596675678,1751.5900545701932
01-candidate,overwrite-all/local/k28/ikea,4,1751.8070366476375,1751.8188895603344
01-candidate,overwrite-all/local/k28/ikea,5,1751.2198483027846,1751.3058601176356
01-candidate,overwrite-all/local/k28/ikea,6,1751.1283793932048,1751.080404524809
01-candidate,overwrite-all/local/k36/ikea2,0,3009.3131328331488,3009.2331835692853
01-candidate,overwrite-all/local/k36/ikea2,1,3008.584904443552,3008.500956632769
01-candidate,overwrite-all/local/k36/ikea2,2,3009.992497366563,3013.75815293518
01-candidate,overwrite-all/local/k36/ikea2,3,3004.3322441257906,3004.3025345579763
01-candidate,overwrite-all/local/k36/ikea2,4,3007.1749467936625,3007.148397355023
01-candidate,overwrite-all/local/k36/ikea2,5,3010.071414751586,3010.205731239236
01-candidate,overwrite-all/local/k36/ikea2,6,3009.9939377001906,3009.912784573631
01-candidate,overwrite-all/local/k36/ikea,0,2035.7216835065876,2035.703583630652
01-candidate,overwrite-all/local/k36/ikea,1,2035.024191320773,2034.967114924339
01-candidate,overwrite-all/local/k36/ikea,2,2035.9534636912103,2037.3512539031856
01-candidate,overwrite-all/local/k36/ikea,3,2035.1393763175158,2035.1140801051038
01-candidate,overwrite-all/local/k36/ikea,4,2035.2206876499158,2035.1833103168779
01-candidate,overwrite-all/local/k36/ikea,5,2037.2130987860783,2037.339812463804
01-candidate,overwrite-all/local/k36/ikea,6,2036.9989096460106,2036.9635094838086
01-candidate,overwrite/striped/k12/all/ikea2-coverage,0,492.4013907226479,492.3875433507004
01-candidate,overwrite/striped/k12/all/ikea2-coverage,1,492.00082035031926,491.98726168523194
01-candidate,overwrite/striped/k12/all/ikea2-coverage,2,492.5207217674484,492.9877123495702
01-candidate,overwrite/striped/k12/all/ikea2-coverage,3,492.3834803274365,492.37666754725217
