case,control,scope,native_ns,control_ns,native_over_control,separated,first_edge,second_edge,edges_agree,native_samples,control_samples
random_half/inline/0/256,specialized,count,7214.9465862779125,7221.535411004671,0.9990876144266054,overlap,0.998525157131183,0.9996313924358796,True,"[7215.663383152788, 7214.229789403038, 7209.416610053992, 7212.911854618785, 7220.646229619145, 7217.334578800839]","[7224.885360054335, 7219.702105978238, 7226.204993206559, 7219.20431385844, 7219.995923911311, 7223.074898098031]"
random_half/inline/0/256,materialized,count,7214.9465862779125,7458.287286932209,0.9673731124462505,win,0.9672401622159242,0.9677301536489229,True,"[7215.663383152788, 7214.229789403038, 7209.416610053992, 7212.911854618785, 7220.646229619145, 7217.334578800839]","[7461.011008523911, 7454.75763494233, 7458.571377842096, 7458.949751419515, 7458.003196022321, 7456.845703125336]"
random_half/split/0/256,specialized,count,7689.088262649711,7690.26376488098,0.999847144094506,overlap,0.9999037554786031,0.9994719061191243,True,"[7685.564174106242, 7690.385788690027, 7689.478050595019, 7697.7704613107835, 7688.698474704404, 7688.183221726555]","[7690.309337797617, 7688.6819196428505, 7690.218191964343, 7689.916852679633, 7693.363839285835, 7692.760974702184]"
random_half/split/0/256,materialized,count,7689.088262649711,7719.045572917081,0.9961190395905322,win,0.9974072345632987,0.9946430046166927,True,"[7685.564174106242, 7690.385788690027, 7689.478050595019, 7697.7704613107835, 7688.698474704404, 7688.183221726555]","[7709.466889882499, 7709.84635416789, 7705.041480652953, 7730.175409226269, 7728.24479166627, 7730.108630952883]"
random_half/inline/3/37,specialized,count,1074.0337520425194,1072.3114532273005,1.0016061553852058,loss,1.001957790512632,1.0013517843798725,True,"[1074.091707516273, 1074.7011591094954, 1075.8079299427918, 1073.1279360701808, 1073.4708180145144, 1073.9757965687659]","[1072.6012305963964, 1072.8322865604616, 1071.8773999183009, 1073.0556576799363, 1072.0216758582046, 1071.7727226305276]"
random_half/inline/3/37,materialized,count,1074.0337520425194,1109.605152027101,0.9679422901744847,win,0.9682161637908895,0.9677624163740566,True,"[1074.091707516273, 1074.7011591094954, 1075.8079299427918, 1073.1279360701808, 1073.4708180145144, 1073.9757965687659]","[1109.0713418493588, 1110.2959776182774, 1109.9806007180066, 1109.0499630489771, 1110.6222022804263, 1109.2297033361954]"
random_half/split/3/37,specialized,count,1142.0556640624632,1142.219753689133,0.999856341456064,overlap,1.000176018636603,0.999324416501808,False,"[1141.934000650961, 1142.177327473965, 1142.8834364149586, 1141.4196777339507, 1141.5824381509774, 1142.226969401108]","[1142.1121961805582, 1141.9763183593745, 1141.3174099392406, 1142.327311197708, 1142.3541937933946, 1142.43855794332]"
random_half/split/3/37,materialized,count,1142.0556640624632,1145.6965690559196,0.9968221036077147,win,0.9966104808199076,0.997367052828382,True,"[1141.934000650961, 1142.177327473965, 1142.8834364149586, 1141.4196777339507, 1141.5824381509774, 1142.226969401108]","[1146.0619263549188, 1146.3582823424545, 1145.6311461974526, 1144.5466837851961, 1144.5960992130454, 1145.7619919143867]"
random_half/inline/15/18,specialized,count,519.4170230913257,520.7570769877605,0.9974267197592666,win,0.9968087336127385,0.9975871963906425,True,"[519.5840956289167, 519.4079435324911, 518.8306467563556, 519.3321548653065, 519.450343651069, 519.4261026501605]","[520.1622329905044, 521.0708193235813, 522.4737317049041, 519.9403555182977, 520.6824070411984, 520.8317469343225]"
random_half/inline/15/18,materialized,count,519.4170230913257,536.7124056397254,0.9677753255436966,win,0.9676713632287063,0.9678793065638958,True,"[519.5840956289167, 519.4079435324911, 518.8306467563556, 519.3321548653065, 519.450343651069, 519.4261026501605]","[536.8049683414031, 536.7606847426471, 536.5417560252628, 536.6641265368038, 536.3283043032122, 536.8418929303946]"
random_half/split/15/18,specialized,count,547.6626468655645,549.6694629338101,0.996349049376812,win,0.995942853633428,0.9981738392649621,True,"[547.47845052087, 547.655143229205, 547.5889843749767, 547.71091137152, 547.7324806648799, 547.6701505019239]","[549.5653969169499, 549.8196833053688, 550.1190881921116, 547.9010111829233, 548.7129494145477, 549.7735289506703]"
random_half/split/15/18,materialized,count,547.6626468655645,553.4118899616883,0.9896112765186129,win,0.9894306193095398,0.9897460554305133,True,"[547.47845052087, 547.655143229205, 547.5889843749767, 547.71091137152, 547.7324806648799, 547.6701505019239]","[552.9927530513863, 553.5632891413261, 553.4384864267734, 553.3259211361593, 553.3852934966033, 553.5209697001711]"
random_half/inline/15/2,specialized,count,66.94809268318994,66.4384622597137,1.0076707137122478,loss,1.0082094370049632,1.0075434691056437,True,"[66.921382736036, 66.95047091660425, 66.95993544810554, 66.94571444977565, 66.90647809054799, 66.99260859026782]","[66.570025438997, 66.4053206201785, 66.40327630176589, 66.61104048002944, 66.44449247356117, 66.43243204586622]"
random_half/inline/15/2,materialized,count,66.94809268318994,69.18895868850768,0.9676123756189736,win,0.9677878327002483,0.9673822824428162,True,"[66.921382736036, 66.95047091660425, 66.95993544810554, 66.94571444977565, 66.90647809054799, 66.99260859026782]","[69.1517640704203, 69.19618037258641, 69.17887232556346, 69.20870841680927, 69.2029569538172, 69.18173700442895]"
random_half/split/15/2,specialized,count,66.82087121791035,66.9273624771111,0.99840885319159,overlap,0.998185244123887,1.000976129713481,False,"[66.82992849684562, 66.79201049307754, 66.81181393897508, 66.7987278423162, 66.98676745874853, 67.10470309949105]","[66.8918946905589, 66.93328150489361, 66.97565921951444, 66.9360461042385, 66.91976979717094, 66.9214434493286]"
random_half/split/15/2,materialized,count,66.82087121791035,69.74463233355004,0.9580790518522349,win,0.9579526016043555,0.960454253509226,True,"[66.82992849684562, 66.79201049307754, 66.81181393897508, 66.7987278423162, 66.98676745874853, 67.10470309949105]","[69.69906269921444, 69.75030878134316, 69.74438383180994, 69.75378495851085, 69.73559289930438, 69.74488083529016]"
random_half/inline/127/2,specialized,count,67.1593734023521,66.43124573520325,1.0109606203991897,loss,1.0115967576829064,1.0081965973419924,True,"[67.21236579753777, 67.14111228272475, 67.17763452197946, 67.25773238821041, 66.9608862284892, 66.97840026405784]","[66.37413528176837, 66.40752257436245, 66.45652696276835, 66.4338685933275, 66.50021008136586, 66.42862287707901]"
random_half/inline/127/2,materialized,count,67.1593734023521,69.22517447147601,0.9701582396159202,win,0.9704392505713345,0.9672036507170754,True,"[67.21236579753777, 67.14111228272475, 67.17763452197946, 67.25773238821041, 66.9608862284892, 66.97840026405784]","[69.17643201708775, 69.226402691366, 69.223946251586, 69.2091697200482, 69.24953210670856, 69.25871039382805]"
random_half/split/127/2,specialized,count,66.90904383463635,66.97315388776218,0.999042749976606,overlap,1.0002115865671453,0.997857390083137,False,"[66.9906636157064, 67.00550194036806, 66.94296843087228, 66.79569056524696, 66.8263252951104, 66.87511923840042]","[67.00720932904446, 66.96036145577983, 66.97649228962341, 66.97811128264412, 66.96981548590097, 66.91896724426356]"
random_half/split/127/2,materialized,count,66.90904383463635,69.70830143549904,0.9598432676852292,win,0.961064408313587,0.9579847275993483,True,"[66.9906636157064, 67.00550194036806, 66.94296843087228, 66.79569056524696, 66.8263252951104, 66.87511923840042]","[69.7091063934281, 69.70465562579436, 69.68350742403251, 69.81509530519178, 69.75719275042424, 69.70749647756998]"
random_half/inline/255/1,specialized,count,56.64516692714868,56.7724234677094,0.9977584796845408,overlap,0.9958288887208693,0.9992852609624,True,"[56.62304620127337, 56.61606777121312, 56.64771931053256, 56.681904998248946, 56.694327844418446, 56.64261454376479]","[56.8746677256226, 56.81531892937404, 56.86021649161536, 56.72952800604477, 56.72244674524596, 56.66848778111328]"
random_half/inline/255/1,materialized,count,56.64516692714868,58.0103929715173,0.976465836991676,win,0.976116460491074,0.9770671604189307,True,"[56.62304620127337, 56.61606777121312, 56.64771931053256, 56.681904998248946, 56.694327844418446, 56.64261454376479]","[58.050456879421134, 58.00689460027404, 58.00849436837373, 58.012291574660864, 58.007224492041644, 58.1052410004378]"
random_half/split/255/1,specialized,count,56.67393520823075,57.40310811140098,0.9872973271455068,win,0.986987182213391,0.9876075202744862,True,"[56.70258834570277, 56.62141736063682, 56.66053379573072, 56.64129336978902, 56.71740515901107, 56.68733662073078]","[57.41897262893289, 57.36332768793721, 57.40756801792028, 57.39864820488168, 57.33446667030548, 57.40804783271783]"
random_half/split/255/1,materialized,count,56.67393520823075,58.70975012179012,0.965324074632643,win,0.9659125253527729,0.9650305782470148,True,"[56.70258834570277, 56.62141736063682, 56.66053379573072, 56.64129336978902, 56.71740515901107, 56.68733662073078]","[58.68174187744198, 58.660108766098695, 58.64561081068632, 58.7414926516668, 58.7668259551644, 58.737758366138266]"
structural_tail129/refill/g0,specialized,refill,2.0921263917379496,2.120165235696903,0.9867751609700661,win,0.9875808006901144,0.9851160415469918,True,"[2.0918032014354155, 2.092111004928769, 2.094543494392059, 2.092226466353219, 2.0901416019975914, 2.09214177854713]","[2.118742433169761, 2.117841021905491, 2.1184200862013687, 2.121588038224045, 2.1245597745498253, 2.1237516092639237]"
structural_tail129/refill/g0,materialized,refill,2.0921263917379496,4.535243994166164,0.46130404327289154,win,0.46057026504129117,0.46205171068636974,True,"[2.0918032014354155, 2.092111004928769, 2.094543494392059, 2.092226466353219, 2.0901416019975914, 2.09214177854713]","[4.542682544583344, 4.542436113936288, 4.541595115311991, 4.52793860548485, 4.528892873020337, 4.525612066766118]"
structural_tail129/refill/g64,specialized,refill,2.1986335630089613,2.3639047558490853,0.9300855110887237,win,0.9330577995101708,0.9290606914739176,True,"[2.2013799449184197, 2.2052597658351325, 2.199467383043567, 2.19246453425175, 2.197799742974356, 2.19692394139102]","[2.3632733784634623, 2.359317875134941, 2.3591728701871055, 2.3701325040255017, 2.3646721484962283, 2.364536133234708]"
structural_tail129/refill/g64,materialized,refill,2.1986335630089613,4.760906429720209,0.46180986655899714,win,0.46199620460330215,0.4621182838710312,True,"[2.2013799449184197, 2.2052597658351325, 2.199467383043567, 2.19246453425175, 2.197799742974356, 2.19692394139102]","[4.763137119831181, 4.767086508978891, 4.764930800262001, 4.754029472688299, 4.758675739609237, 4.749680369877084]"
structural_tail129/refill/g128,specialized,refill,2.0911750021429327,2.122913657403247,0.9850494836897243,win,0.9851197302823418,0.9849792479302105,True,"[2.0906973591883142, 2.091162860002058, 2.0912834088154892, 2.09034112455516, 2.09347210958181, 2.091187144283807]","[2.122749951828411, 2.1226147981489194, 2.124107560671923, 2.123077362978083, 2.121815458773437, 2.124419642279915]"
structural_tail129/refill/g128,materialized,refill,2.0911750021429327,13.610561074830393,0.15364355595964965,win,0.15363918538709329,0.15371010840966198,True,"[2.0906973591883142, 2.091162860002058, 2.0912834088154892, 2.09034112455516, 2.09347210958181, 2.091187144283807]","[13.612846825985052, 13.610252925553787, 13.610869224107, 13.616281242217461, 13.603102878749953, 13.604747052226774]"
structural_tail129/inline/0/129,specialized,count,3670.399739582855,3671.882812500454,0.9995961001498878,overlap,0.999306144849786,1.0001385333452832,False,"[3669.3181423611927, 3669.529947916386, 3668.9049479164837, 3674.122829861521, 3671.2695312493242, 3672.408420138693]","[3674.9370659722326, 3671.8658854166843, 3671.4118923611118, 3671.899739584224, 3673.667100696005, 3670.2035590301875]"
structural_tail129/inline/0/129,materialized,count,3670.399739582855,3816.725972021026,0.9616618448610581,win,0.9612950749374437,0.9622306238155991,True,"[3669.3181423611927, 3669.529947916386, 3668.9049479164837, 3674.122829861521, 3671.2695312493242, 3672.408420138693]","[3817.0570494184353, 3815.580941133736, 3817.911882267645, 3816.894531250262, 3816.5574127917903, 3815.8988917143283]"
structural_tail129/split/0/129,specialized,count,3906.0918433767683,3910.5701264878435,0.9988548260314418,overlap,0.9994542056511175,0.9984043325300683,True,"[3907.1218377978707, 3907.923642113273, 3905.710007440222, 3905.3687686001267, 3905.117559522778, 3906.4736793133147]","[3910.3492373511663, 3909.255487351205, 3907.858444940547, 3911.6103980673693, 3912.1692708328956, 3910.791015624521]"
structural_tail129/split/0/129,materialized,count,3906.0918433767683,3943.9434523813334,0.9904025984496024,win,0.9904230720854651,0.9903994252873688,True,"[3907.1218377978707, 3907.923642113273, 3905.710007440222, 3905.3687686001267, 3905.117559522778, 3906.4736793133147]","[3943.8416108639713, 3944.901878720288, 3946.3100818445027, 3943.226004464781, 3942.185174851808, 3944.045293898696]"
structural_tail129/inline/3/37,specialized,count,1069.910500919179,1071.9386871937209,0.9981079269749545,win,0.9989491950428997,0.9960273656637824,True,"[1068.789956086603, 1069.8954248367304, 1069.9255770016275, 1069.6457312087562, 1069.9602992245457, 1070.4448529412318]","[1071.4446742238692, 1070.7558210784337, 1071.020858864383, 1074.3751276547569, 1074.227813521461, 1072.4327001635727]"
structural_tail129/inline/3/37,materialized,count,1069.910500919179,1109.3120249155536,0.9644811170244242,win,0.9634364360780011,0.9655372471682183,True,"[1068.789956086603, 1069.8954248367304, 1069.9255770016275, 1069.6457312087562, 1069.9602992245457, 1070.4448529412318]","[1110.4992345858407, 1111.6201699746448, 1110.3883551522033, 1108.0108213682408, 1108.150205869929, 1108.235694678904]"
structural_tail129/split/3/37,specialized,count,1141.6410183376859,1142.0384385852215,0.9996520079936819,overlap,1.0000040634821616,0.9996784046973424,False,"[1141.5555826823183, 1141.7264539930534, 1141.3979763455793, 1142.26847330713, 1141.738959418375, 1141.4666069876437]","[1141.4872233073002, 1141.5509440104208, 1142.0216200086697, 1142.0552571617732, 1142.7906629774925, 1142.1062554252558]"
structural_tail129/split/3/37,materialized,count,1141.6410183376859,1146.8822251969802,0.9954300391582107,win,0.9937358778581824,0.9960269244050519,True,"[1141.5555826823183, 1141.7264539930534, 1141.3979763455793, 1142.26847330713, 1141.738959418375, 1141.4666069876437]","[1148.7515024039733, 1148.7670454545032, 1147.2567471593743, 1146.29326923101, 1146.1509779283379, 1146.5077032345862]"
structural_tail129/inline/15/18,specialized,count,518.3766265771478,518.7769481804482,0.9992283357911247,win,0.9993289300104192,0.999127751183281,True,"[518.0896958793606, 518.5323097397502, 518.4040442625587, 518.0459508081781, 518.4226513208819, 518.349208891737]","[519.0666411194717, 518.6690812895553, 518.7521632713602, 518.9258306961995, 518.8017330895361, 518.647819422563]"
structural_tail129/inline/15/18,materialized,count,518.3766265771478,536.7476639093248,0.965773419117702,win,0.9658302428720819,0.9653110220023474,True,"[518.0896958793606, 518.5323097397502, 518.4040442625587, 518.0459508081781, 518.4226513208819, 518.349208891737]","[536.744472528614, 536.6394122752702, 536.7508552900357, 536.9763703894355, 537.3448258197183, 536.6077740778569]"
structural_tail129/split/15/18,specialized,count,547.645957031199,547.8832833619282,0.9995668304948585,overlap,0.9988375988915691,1.0002248303233257,False,"[547.5038411458429, 546.9633333332614, 547.2628255208853, 547.7880729165552, 547.9900390625847, 548.0866536459554]","[548.1684390677235, 547.7399142976606, 547.8997047449898, 547.7936848959549, 547.8668619788666, 547.9897786457115]"
structural_tail129/split/15/18,materialized,count,547.645957031199,553.5566603535528,0.9893223155899187,win,0.9882952231691311,0.9904634173906949,True,"[547.5038411458429, 546.9633333332614, 547.2628255208853, 547.7880729165552, 547.9900390625847, 548.0866536459554]","[553.7246817130983, 554.1860532406877, 553.7442787247287, 553.3886389940075, 553.2663089225701, 553.2229192971572]"
structural_tail129/inline/15/2,specialized,count,66.78338190983416,66.56505251747467,1.0032799402104007,overlap,1.0009003600884012,1.003985775473942,True,"[66.72489066314152, 66.75753439025361, 66.80922942941473, 66.82691512768425, 66.81014225937317, 66.69586258650503]","[66.56215943075765, 66.69748263888872, 66.7665168162014, 66.56794560419169, 66.5449091923984, 66.51283957744238]"
structural_tail129/inline/15/2,materialized,count,66.78338190983416,69.23326858642876,0.9646140255022593,win,0.9642553837149214,0.9645545571029579,True,"[66.72489066314152, 66.75753439025361, 66.80922942941473, 66.82691512768425, 66.81014225937317, 66.69586258650503]","[69.22055389932109, 69.23221328882954, 69.23432388402799, 69.2171921110991, 69.26528081525798, 69.3372961240483]"
structural_tail129/split/15/2,specialized,count,66.85047162136993,67.01950324533982,0.9974778741144782,win,0.9982150548674865,0.9954513307665442,True,"[66.82750738590192, 66.9113644177881, 66.85966311379215, 66.85979858848611, 66.84128012894772, 66.83896950165013]","[67.05978914891374, 66.9792173417659, 66.94567416017954, 66.93193626325973, 67.21267307984492, 67.14670829509745]"
structural_tail129/split/15/2,materialized,count,66.85047162136993,69.7444169166885,0.9585064235496377,win,0.957276752678522,0.9584066850939228,True,"[66.82750738590192, 66.9113644177881, 66.85966311379215, 66.85979858848611, 66.84128012894772, 66.83896950165013]","[69.67492463077566, 69.84360889023421, 69.8496002443628, 69.71135401177766, 69.7467492167642, 69.74208461661277]"
structural_tail129/inline/127/2,specialized,count,66.67109343228529,66.52227128003766,1.002237177856137,overlap,1.0019013827708316,1.0025732015494677,True,"[66.67143497102059, 66.76870043717092, 66.66581149603954, 66.64820874843966, 66.67075189354999, 66.69275175379993]","[66.48545919013361, 66.54490763016601, 66.54664708265845, 66.65178979579784, 66.4996349299093, 66.4690166599239]"
structural_tail129/inline/127/2,materialized,count,66.67109343228529,92.7577399426108,0.7187658245396523,win,0.7200438880514348,0.7170111716660728,True,"[66.67143497102059, 66.76870043717092, 66.66581149603954, 66.64820874843966, 66.67075189354999, 66.69275175379993]","[92.67991052502398, 92.5298411885049, 92.59357113834436, 92.98425816522698, 93.00729445894228, 92.83556936019761]"
structural_tail129/split/127/2,specialized,count,66.8305948247595,66.9671712492786,0.9979605466085657,win,0.9972158400976098,0.9986651400436615,True,"[66.80267470723125, 66.80191095977041, 66.88935845213835, 66.83629521521989, 66.82489443429911, 66.85117616761207]","[66.95740259077849, 67.00185351642143, 66.98918330528369, 66.90946672442168, 66.92563156084313, 66.97693990777874]"
structural_tail129/split/127/2,materialized,count,66.8305948247595,93.27825223317718,0.7164649125038945,win,0.7171690096235737,0.7159023158395588,True,"[66.80267470723125, 66.80191095977041, 66.88935845213835, 66.83629521521989, 66.82489443429911, 66.85117616761207]","[93.2156321674193, 93.14774315512393, 93.0983326763255, 93.38728892385132, 93.34087229893507, 93.35951810246499]"
structural_tail129/inline/128/1,specialized,count,56.65503542626552,56.69200455931922,0.999347895116056,overlap,0.9986608149451168,0.9985485930782633,True,"[56.651998565332306, 56.598790235584964, 56.60688184975843, 56.658072287198735, 56.667944470840204, 56.66059462405009]","[56.70121852284505, 56.68279059579339, 56.65155546902059, 56.74295173696089, 56.66177654035063, 56.79511293424115]"
structural_tail129/inline/128/1,materialized,count,56.65503542626552,94.4484992428027,0.5998510921875005,win,0.5993835241044375,0.5998676461858049,True,"[56.651998565332306, 56.598790235584964, 56.60688184975843, 56.658072287198735, 56.667944470840204, 56.66059462405009]","[94.4281799035178, 94.46956230198582, 94.44183827764869, 94.45516020795671, 94.51255082398004, 94.43424366721267]"
structural_tail129/split/128/1,specialized,count,56.63456997005383,57.35810980676679,0.9873855704249933,win,0.98541284307212,0.9881088846483058,True,"[56.56990798671229, 56.573671308683295, 56.60938983216033, 56.659750107947325, 56.675970153288716, 56.680557804407435]","[57.44251217887089, 57.41113656719695, 57.32425834498359, 57.35819861622093, 57.34580491432313, 57.35802099731266]"
structural_tail129/split/128/1,materialized,count,56.63456997005383,98.13473062276421,0.5771103625663427,win,0.5765292139420402,0.5773931591160385,True,"[56.56990798671229, 56.573671308683295, 56.60938983216033, 56.659750107947325, 56.675970153288716, 56.680557804407435]","[98.128021860087, 98.14143938544143, 98.03185670549409, 98.12197271470149, 98.21274452049248, 98.158367930886]"
census-income/refill/g0,specialized,refill,2.091422636690118,2.1869192429907693,0.9563328153946586,win,0.9563131571668868,0.9532392680996409,True,"[2.091350760219174, 2.08957956974204, 2.0901724844634537, 2.0914945131610616, 2.0936768873028373, 2.0926275607372764]","[2.185428074181228, 2.185656935491369, 2.1861225660269445, 2.187715919954594, 2.1952804828415196, 2.2134989248913675]"
census-income/refill/g0,materialized,refill,2.091422636690118,4.52634291937712,0.4620557200243952,win,0.460408501919036,0.4635900880303805,True,"[2.091350760219174, 2.08957956974204, 2.0901724844634537, 2.0914945131610616, 2.0936768873028373, 2.0926275607372764]","[4.53866243564392, 4.539821649147165, 4.539877766283736, 4.51402340311032, 4.513960964152754, 4.512946572885305]"
census-income/refill/g128,specialized,refill,2.092816205110445,2.204641849360706,0.9492771833743936,win,0.9521835161063754,0.9484372515413433,True,"[2.0895375139198658, 2.093415675707754, 2.091450495148022, 2.12388603630696, 2.102954358873394, 2.092216734513136]","[2.196478367636823, 2.1973754985745675, 2.191423608090317, 2.2190984740282285, 2.2172835951517076, 2.2119082001468438]"
census-income/refill/g128,materialized,refill,2.092816205110445,4.534428610841694,0.46153912316682616,win,0.46058269039096683,0.46435896445523733,True,"[2.0895375139198658, 2.093415675707754, 2.091450495148022, 2.12388603630696, 2.102954358873394, 2.092216734513136]","[4.5397373565268015, 4.540879496302149, 4.5425594444859, 4.516816848371708, 4.529119865156585, 4.528725662355791]"
census-income/refill/g240,specialized,refill,2.074156935668949,2.198501851858485,0.9434410682508991,win,0.9435668525058939,0.9388768487209392,True,"[2.090724896431487, 2.0897655861918665, 2.091131885579594, 2.0585482851460317, 2.0553926711629313, 2.057468310948256]","[2.2157676383809037, 2.202265961731933, 2.230825505289094, 2.1914144690554553, 2.194737741985037, 2.1913982403480374]"
census-income/refill/g240,materialized,refill,2.074156935668949,4.542738503118196,0.4565873501732975,win,0.4602349134967206,0.4528291479963465,True,"[2.090724896431487, 2.0897655861918665, 2.091131885579594, 2.0585482851460317, 2.0553926711629313, 2.057468310948256]","[4.542734232278935, 4.542742773957458, 4.542056304148391, 4.554989129643046, 4.543586295299295, 4.54078742761747]"
census-income/inline/0/256,specialized,count,7230.993631112753,7219.062584918262,1.0016527140545113,overlap,1.0005821712216219,1.0017763378430806,True,"[7224.527173913339, 7219.189028532295, 7238.499660326389, 7233.458899452464, 7230.554517664252, 7231.432744561254]","[7222.001528532549, 7220.323709239025, 7216.877547554355, 7214.197690216203, 7219.515115489248, 7218.610054347276]"
census-income/inline/0/256,materialized,count,7230.993631112753,7461.400745739896,0.9691201260354908,win,0.9682349235947562,0.9698592214506129,True,"[7224.527173913339, 7219.189028532295, 7238.499660326389, 7233.458899452464, 7230.554517664252, 7231.432744561254]","[7461.543678977111, 7462.4511718761205, 7461.50994318265, 7461.291548297141, 7456.167436079271, 7453.145419033575]"
census-income/split/0/256,specialized,count,7701.9836309519915,7692.844680061462,1.0011879806847286,overlap,1.0015517996981513,1.0010277774506562,True,"[7711.9854910712165, 7700.296502976307, 7688.252046130402, 7700.592261902916, 7703.375000001067, 7710.735491074847]","[7684.8835565475665, 7688.365699404694, 7690.817150297506, 7695.4657738064525, 7694.8722098254175, 7701.537202383277]"
census-income/split/0/256,materialized,count,7701.9836309519915,7710.891741071915,0.9988447367154081,overlap,0.9984833455273036,0.9990526532294917,True,"[7711.9854910712165, 7700.296502976307, 7688.252046130402, 7700.592261902916, 7703.375000001067, 7710.735491074847]","[7711.992931549345, 7713.633556547633, 7707.160156250349, 7707.229166666779, 7710.679687501445, 7711.103794642386]"
census-income/inline/3/37,specialized,count,1074.2454171771037,1071.8056704456646,1.0022762957863665,overlap,1.0000380609195783,1.0028374496836845,True,"[1073.8014450573241, 1073.9824601716236, 1075.6881893381053, 1074.508374182584, 1073.8389756946003, 1074.9707669529896]","[1070.7701439951063, 1073.9415849673264, 1076.240425857849, 1072.1432036358788, 1071.4681372554505, 1071.2600847630051]"
census-income/inline/3/37,materialized,count,1074.2454171771037,1111.1615683063676,0.9667769726903609,win,0.9670866841955811,0.9667877583760208,True,"[1073.8014450573241, 1073.9824601716236, 1075.6881893381053, 1074.508374182584, 1073.8389756946003, 1074.9707669529896]","[1110.5338101774796, 1110.1450327280568, 1110.9270481418182, 1111.4211623733308, 1112.645032727866, 1111.396088470917]"
census-income/split/3/37,specialized,count,1143.1404486761617,1146.4383582859064,0.99712334327798,overlap,0.997113234342908,0.9984690047523246,True,"[1143.4164767795069, 1143.709445529461, 1142.9151475694941, 1142.8541395402328, 1143.3657497828294, 1142.3327636718286]","[1147.867242132883, 1146.7268083479123, 1146.3604676573448, 1143.304172091581, 1144.6065266930582, 1146.516248914468]"
census-income/split/3/37,materialized,count,1143.1404486761617,1146.4387292394615,0.9971230206384533,win,0.9978803395329102,0.9966304467856667,True,"[1143.4164767795069, 1143.709445529461, 1142.9151475694941, 1142.8541395402328, 1143.3657497828294, 1142.3327636718286]","[1145.8452797203315, 1145.3634451484784, 1146.200393356575, 1146.718067089127, 1146.677065122348, 1146.836893575074]"
census-income/inline/15/18,specialized,count,519.4536194620382,520.0567791466555,0.9988402041684622,overlap,0.9994792398248767,0.9982617703699942,True,"[519.3845802017063, 519.3872997428949, 519.1164458070083, 519.5536862141273, 519.5199391811814, 520.0681615899307]","[521.0434647817389, 519.349255952382, 519.6551959325438, 521.606588376097, 520.4583623607671, 519.4358827626083]"
census-income/inline/15/18,materialized,count,519.4536194620382,538.6042655306297,0.9644439390955725,win,0.9643885906317312,0.9645568820646342,True,"[519.3845802017063, 519.3872997428949, 519.1164458070083, 519.5536862141273, 519.5199391811814, 520.0681615899307]","[539.1189164959052, 538.241982582078, 538.5635886271517, 538.8078741774973, 538.48073858969, 538.6449424341077]"
census-income/split/15/18,specialized,count,548.1298306854558,548.079209343646,1.0000923613611807,overlap,0.9992084289135137,1.0029499914767235,False,"[547.4416015625409, 547.701236979133, 548.001875, 548.2577863709115, 549.3071305391398, 549.785940113069]","[548.1351248954878, 548.6582096571927, 548.023293791804, 548.151455372279, 547.6914454432081, 547.6621942935822]"
census-income/split/15/18,materialized,count,548.1298306854558,554.0970689927849,0.9892306986604782,win,0.9873708676418752,0.9919653175839023,True,"[547.4416015625409, 547.701236979133, 548.001875, 548.2577863709115, 549.3071305391398, 549.785940113069]","[554.7067013301705, 554.8633472340014, 554.2081133867164, 553.9860245988533, 553.5539616764391, 553.7563872465515]"
census-income/inline/15/2,specialized,count,66.89173045168172,66.40953037072843,1.007261007241904,loss,1.006357504725458,1.0084469150113067,True,"[66.82405944126661, 66.8706572440762, 66.83694911042237, 67.15331430658341, 66.96525535568335, 66.91280365928726]","[66.41671147520167, 66.41471723178135, 66.3996947747977, 66.40434350967551, 66.45207058121721, 66.39629862655622]"
census-income/inline/15/2,materialized,count,66.89173045168172,69.37704177978421,0.9641767468842023,win,0.9630838718202708,0.9654879847587902,True,"[66.82405944126661, 66.8706572440762, 66.83694911042237, 67.15331430658341, 66.96525535568335, 66.91280365928726]","[69.45670545355333, 69.39888733065128, 69.3799200227548, 69.35384706939799, 69.35897329930359, 69.37416353681361]"
census-income/split/15/2,specialized,count,66.94198374023202,67.05876094399072,0.9982585839327357,win,0.9976863210282872,0.9988435481874556,True,"[66.93812608329658, 66.87016338702514, 66.94257079680129, 66.94139668366275, 66.99812659440907, 66.9546954719465]","[67.09442900051184, 67.09335857617586, 67.04847903885496, 67.00725264140445, 67.03221499848036, 67.06904284912648]"
census-income/split/15/2,materialized,count,66.94198374023202,69.82297955452803,0.9587385724201857,win,0.9591831803248227,0.9586490587547237,True,"[66.93812608329658, 66.87016338702514, 66.94257079680129, 66.94139668366275, 66.99812659440907, 66.9546954719465]","[69.78659285980005, 69.767725938028, 69.86818731397135, 69.84749833776108, 69.84275930852112, 69.80319980053494]"
census-income/inline/127/2,specialized,count,66.81920211816862,66.4076525069601,1.0061973220806952,loss,1.006191099206289,1.006138986528791,True,"[66.81622304495995, 66.86656300977847, 66.8221811913773, 66.81193604711426, 66.90052763052189, 66.77782964158591]","[66.43274821392406, 66.38358203283276, 66.41102395368877, 66.42737063515284, 66.40428106023144, 66.33866396759032]"
