input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:items_per_iteration,counter:rows_per_call,counter:drawn_codes,counter:stride
avx2,gpr/2/unit16/stride16/map0/random/all/sum/gpr_compiled,1,3,"[952.1883542921868,951.6088026242462,953.0904866047849]",952.1883542921868,"[952.1979223619907,951.617003828739,956.2151448891625]",952.1979223619907,"[0.9298714397384636,0.9293054713127404,0.9307524283249852]",0.9298714397384636,1024.0,2.0,4.0,16.0
avx2,gpr/2/unit16/stride16/map0/random/all/sum/gpr_inline,1,3,"[810.4584925324491,810.3786036817138,810.801204121684]",810.4584925324491,"[810.4665971986803,810.3843927301384,811.1972907256944]",810.4665971986803,"[0.7914633716137198,0.7913853551579237,0.7917980509000819]",0.7914633716137198,1024.0,2.0,4.0,16.0
avx2,gpr/2/unit16/stride16/map0/random/all/sum/gpr_points,1,3,"[833.1777937305595,834.2976788705403,834.4256999286005]",834.2976788705403,"[833.1860492951996,834.5930844684788,834.4351519526725]",834.4351519526725,"[0.8136501891899995,0.814743827022012,0.8148688475865239]",0.814743827022012,1024.0,2.0,4.0,16.0
avx2,gpr/2/unit16/stride16/map0/random/all/sum/point,1,3,"[2286.7690297297177,2286.706958509508,2287.1283894156513]",2286.7690297297177,"[2286.7853642599466,2286.729826846954,2287.1479908523906]",2286.7853642599466,"[2.2331728805954274,2.2331122641694408,2.233523817788722]",2.2331728805954274,1024.0,2.0,4.0,16.0
avx2,gpr/2/unit16/stride16/map0/random/all/sum/simd,1,3,"[1492.9910333051268,1492.647309990585,1492.7540563609389]",1492.7540563609389,"[1493.0038428706614,1492.6620409901914,1492.766652437507]",1492.766652437507,"[1.457999055962038,1.4576633886626806,1.4577676331649794]",1.4577676331649794,1024.0,2.0,4.0,16.0
avx2,gpr/2/unit16/stride16/map0/random/all/update/gpr_compiled,1,3,"[3285.533114139148,3280.8689525588347,3280.1784875547337]",3280.8689525588347,"[3293.2315641185205,3283.987317994651,3295.5237200630336]",3293.2315641185205,"[3.2085284317765117,3.203973586483237,3.2032993042526696]",3.203973586483237,1024.0,2.0,4.0,16.0
avx2,gpr/2/unit16/stride16/map0/random/all/update/gpr_inline,1,3,"[2607.027529761248,2609.4866071421243,2605.3199404756683]",2607.027529761248,"[2607.053571426104,2609.5126488122673,2605.34226190873]",2607.053571426104,"[2.5459253220324687,2.548326764787231,2.54425775437077]",2.5459253220324687,1024.0,2.0,4.0,16.0
avx2,gpr/2/unit16/stride16/map0/random/all/update/gpr_points,1,3,"[3167.722419929379,3120.55160142467,3130.529359429227]",3130.529359429227,"[3177.8959074716936,3120.577846973702,3130.560053383525]",3130.560053383525,"[3.0934789257122843,3.047413673266279,3.0571575775676045]",3.0571575775676045,1024.0,2.0,4.0,16.0
avx2,gpr/2/unit16/stride16/map0/random/all/update/point,1,3,"[6285.647482014805,6276.672661869554,6277.88669064794]",6277.88669064794,"[6285.7014388410225,6280.853417282082,6277.940647502911]",6280.853417282082,"[6.138327619155083,6.129563146356987,6.13074872133588]",6.13074872133588,1024.0,2.0,4.0,16.0
avx2,gpr/2/unit16/stride16/map0/random/all/update/simd,1,3,"[5288.802710847135,5281.03162650351,5206.671686744948]",5281.03162650351,"[5288.839608448576,5296.596385538025,5206.716114451442]",5288.839608448576,"[5.164846397311656,5.157257447757335,5.084640319086864]",5.157257447757335,1024.0,2.0,4.0,16.0
avx2,gpr/2/unit16/stride16/map0/random/all/word_hash/gpr_compiled,1,3,"[699.1519681115402,698.1076233182908,698.663677129934]",698.663677129934,"[699.4230194331037,698.1136023906131,698.6696562043803]",698.6696562043803,"[0.682765593858926,0.6817457258967684,0.6822887471972011]",0.6822887471972011,1024.0,2.0,4.0,16.0
