name,repetition_index,threads,iterations,real_time,cpu_time,time_unit,drain_ns_per_update,flush_ns_per_update,read_ns_per_update,reset_ns_per_update,updates,write_ns_per_update
hot_roots/t4/eager_atomic/manual_time,1,1,47,1250089.4255319147,2587657.5106382794,ns,0.0,0.0,1.7961451753656914,0.0,8192.0,150.80266165226064
hot_roots/t4/eager_atomic/manual_time,2,1,47,1231852.319148936,2507090.595744626,ns,0.0,0.0,1.742992644614362,0.0,8192.0,148.629604907746
hot_roots/t4/eager_atomic/manual_time,3,1,47,1255976.8085106376,2526382.10638296,ns,0.0,0.0,1.6966552734375,0.0,8192.0,151.62082623420878
hot_roots/t4/eager_atomic/manual_time,4,1,47,1252056.4255319147,2553125.148936145,ns,0.0,0.0,1.939253137466755,0.0,8192.0,150.89966599484708
hot_roots/t4/eager_striped/manual_time,0,1,54,1055125.8888888892,2549593.4814815093,ns,0.0,0.0,2.0456497757523158,0.0,8192.0,126.75389720775465
hot_roots/t4/eager_striped/manual_time,1,1,54,1011971.1481481479,2527173.740740728,ns,0.0,0.0,1.9783031322337965,0.0,8192.0,121.55333116319444
hot_roots/t4/eager_striped/manual_time,2,1,54,1014989.5185185182,2516556.62962966,ns,0.0,0.0,2.0797593858506946,0.0,8192.0,121.82032832392939
hot_roots/t4/eager_striped/manual_time,3,1,54,982888.5555555553,2451065.0555555983,ns,0.0,0.0,1.9639847366898142,0.0,8192.0,118.01752839265048
hot_roots/t4/eager_striped/manual_time,4,1,54,992655.9444444447,2513468.2962963292,ns,0.0,0.0,1.854451497395834,0.0,8192.0,119.31936984592015
hot_roots/t4/word_check_span/manual_time,0,1,54,1052345.8333333333,3056142.074074099,ns,6.4319593641493045,12.097986291956017,46.746048538773145,5.666026927806714,8192.0,69.61614990234374
hot_roots/t4/word_check_span/manual_time,1,1,54,1050925.87037037,3086268.666666622,ns,6.490715874565971,12.867210105613422,46.743340386284714,6.376494231047453,8192.0,68.67629891854745
hot_roots/t4/word_check_span/manual_time,2,1,54,1037701.2777777778,3051240.1296296013,ns,6.350897894965277,12.848196524160882,45.994418674045136,6.497298629195603,8192.0,67.82990406177662
hot_roots/t4/word_check_span/manual_time,3,1,54,1037506.7407407408,3062975.037037016,ns,6.402470341435186,13.049293800636578,46.32720269097221,6.646823459201389,8192.0,67.2722755714699
hot_roots/t4/word_check_span/manual_time,4,1,54,1034946.481481482,3051675.111111152,ns,6.43760398582176,13.100253634982634,46.43853307653358,6.662649649160881,8192.0,66.79745370370371
hot_roots/t4/read_flush_span/manual_time,0,1,81,684056.5555555557,2640573.333333328,ns,6.790655442226083,11.747642988040123,1.7743130907600309,4.9569875458140435,8192.0,69.9810414255401
hot_roots/t4/read_flush_span/manual_time,1,1,81,784505.4444444447,2783386.246913555,ns,7.534497673128858,12.4108585310571,1.836571964216821,4.8763608579282405,8192.0,81.51739426601084
hot_roots/t4/read_flush_span/manual_time,2,1,81,680447.8518518518,2642991.6666667066,ns,6.903941213348764,11.719435703607251,1.7409336419753085,4.815494490258487,8192.0,69.6021125699267
hot_roots/t4/read_flush_span/manual_time,3,1,81,675777.2098765429,2623255.5432098745,ns,6.662537374614199,11.61468731915509,1.697392216435185,4.9521499445408965,8192.0,69.18025565441745
hot_roots/t4/read_flush_span/manual_time,4,1,81,689567.0000000002,2653903.3086419767,ns,6.765228648244599,11.990363980516978,1.7471305941358017,5.225135332272376,8192.0,70.43816460503476
hot_roots/t4/append_scan/manual_time,0,1,56,995521.982142857,3072489.6607142882,ns,6.8651994977678585,7.019143240792412,48.004185267857146,0.1539437430245536,8192.0,66.50035095214842
hot_roots/t4/append_scan/manual_time,1,1,56,994309.196428571,3079344.285714277,ns,7.245219639369419,7.442666190011159,48.04518345424107,0.19744655064174102,8192.0,65.88778468540737
hot_roots/t4/append_scan/manual_time,2,1,56,973172.0714285712,3050612.482142842,ns,7.1094512939453125,7.290945870535711,47.27328273228237,0.18149457659040177,8192.0,64.23119027273997
hot_roots/t4/append_scan/manual_time,3,1,56,985456.9464285716,3037360.749999988,ns,7.00579833984375,7.204448154994421,47.518543788364966,0.19864981515066965,8192.0,65.5720454624721
hot_roots/t4/append_scan/manual_time,4,1,56,984363.5178571428,3069482.446428573,ns,7.098975045340398,7.239750453404018,47.65873064313615,0.14077540806361608,8192.0,65.26308114188059
hot_roots/t4/append_flush/manual_time,0,1,96,611877.7708333334,2666447.3333333586,ns,7.261160532633461,7.403746287027993,1.878959655761718,0.14258575439453125,8192.0,65.40940475463869
