input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:items_per_iteration,counter:physical_bytes,counter:drawn_bytes,counter:hull_bytes,counter:window_bytes,counter:stride
crossover-avx512,cross/2/unit1/draw1/stride1/compact/update/window,1,3,"[2734.817809820733,2715.346063912705,2743.0738503507328]",2734.817809820733,"[2735.146336712349,2715.362626658781,2743.090802805036]",2735.146336712349,"[2.6707205174030597,2.651705140539751,2.678783056983138]",2.6707205174030597,1024.0,1.0,1.0,1.0,2.0,1.0
crossover-avx512,cross/2/unit1/draw1/stride2/compact/sum/packet,1,3,"[1183.8240764223517,1186.729647476541,1181.0614591258739]",1183.8240764223517,"[1183.8321920728936,1188.8444500801133,1181.0694902332843]",1183.8321920728936,"[1.1560781996312028,1.1589156713638096,1.1533803311776112]",1.1560781996312028,1024.0,1.0,1.0,1.0,3.0,2.0
crossover-avx512,cross/2/unit1/draw1/stride2/compact/sum/point,1,3,"[2522.3431601653806,2523.720294804952,2521.8092755707394]",2522.3431601653806,"[2522.356821866418,2524.6848822607703,2521.8247348598497]",2522.356821866418,"[2.4632257423490045,2.4645706003954615,2.4627043706745497]",2.4632257423490045,1024.0,1.0,1.0,1.0,3.0,2.0
crossover-avx512,cross/2/unit1/draw1/stride2/compact/sum/window,1,3,"[1331.8641098484864,1328.4494318181855,1330.583806818179]",1330.583806818179,"[1331.8732954548445,1328.695170453965,1330.5920454504355]",1330.5920454504355,"[1.3006485447739125,1.2973138982599468,1.299398248845878]",1.299398248845878,1024.0,1.0,1.0,1.0,3.0,2.0
crossover-avx512,cross/2/unit1/draw1/stride2/compact/update/packet,1,3,"[2480.8437886552397,2478.3064145608732,2482.1037285739476]",2480.8437886552397,"[2481.873475876004,2478.323201974197,2482.5944513227905]",2481.873475876004,"[2.4226990123586325,2.4202211079696028,2.4239294224354953]",2.4226990123586325,1024.0,1.0,1.0,1.0,3.0,2.0
crossover-avx512,cross/2/unit1/draw1/stride2/compact/update/point,1,3,"[3227.5840239410704,3226.589548802961,3227.9203499079163]",3227.5840239410704,"[3234.830110495796,3226.611648248648,3229.6551565399554]",3229.6551565399554,"[3.1519375233799516,3.1509663562528916,3.15226596670695]",3.1519375233799516,1024.0,1.0,1.0,1.0,3.0,2.0
crossover-avx512,cross/2/unit1/draw1/stride2/compact/update/window,1,3,"[2468.94398114574,2488.1444887599614,2476.389593908648]",2476.389593908648,"[2473.6381435884273,2488.1598984778184,2483.10895576966]",2483.10895576966,"[2.4110781065876368,2.4298286023046494,2.418349212801414]",2.418349212801414,1024.0,1.0,1.0,1.0,3.0,2.0
crossover-avx512,cross/2/unit1/draw1/stride64/compact/sum/packet,1,3,"[1212.4585056763185,1215.4629059227364,1210.709759746546]",1212.4585056763185,"[1212.4658100841427,1215.4695062917208,1210.717240166811]",1212.4658100841427,"[1.1840415094495298,1.1869754940651722,1.1823337497524864]",1.1840415094495298,1024.0,1.0,1.0,1.0,65.0,64.0
crossover-avx512,cross/2/unit1/draw1/stride64/compact/sum/point,1,3,"[2534.4282352941023,2537.191855203632,2534.965610859727]",2534.965610859727,"[2535.509683250346,2537.2056108600145,2534.981357459146]",2535.509683250346,"[2.4750275735293967,2.4777264210972967,2.475552354355202]",2.475552354355202,1024.0,1.0,1.0,1.0,65.0,64.0
crossover-avx512,cross/2/unit1/draw1/stride64/compact/update/packet,1,3,"[2487.3939015691712,2485.0419044222585,2479.796005706143]",2485.0419044222585,"[2488.001248207005,2485.0572396538178,2479.8129457936516]",2485.0572396538178,"[2.429095607001144,2.4267987347873623,2.4216757868224055]",2.4267987347873623,1024.0,1.0,1.0,1.0,65.0,64.0
crossover-avx512,cross/2/unit1/draw1/stride64/compact/update/point,1,3,"[3244.7421369102776,3242.993987049028,3242.568223866814]",3242.993987049028,"[3244.762025909067,3243.6565680035665,3248.1827011994214]",3244.762025909067,"[3.1686934930764434,3.166986315477566,3.1665705311199357]",3.166986315477566,1024.0,1.0,1.0,1.0,65.0,64.0
crossover-avx512,cross/2/unit12/draw1/stride12/compact/sum/packet,1,3,"[1181.1138962182029,1180.9397537378004,1184.697889182156]",1181.1138962182029,"[1181.4210202265156,1181.3516270906184,1184.7051011417107]",1181.4210202265156,"[1.1534315392755887,1.1532614782595707,1.1569315324044491]",1.1534315392755887,1024.0,12.0,1.0,1.0,13.0,12.0
crossover-avx512,cross/2/unit12/draw1/stride12/compact/sum/point,1,3,"[2519.767086330933,2520.1951438848446,2520.5748201436227]",2520.1951438848446,"[2519.7823741067746,2520.212410079713,2522.2160071965477]",2520.212410079713,"[2.4607100452450523,2.4611280702000435,2.4614988477965065]",2.4611280702000435,1024.0,12.0,1.0,1.0,13.0,12.0
crossover-avx512,cross/2/unit12/draw1/stride12/compact/sum/window,1,3,"[1336.123837263928,1337.541576623102,1334.6402330170922]",1336.123837263928,"[1336.1328572741565,1337.5498449670079,1334.8202574434981]",1336.1328572741565,"[1.3048084348280546,1.306192945920998,1.3033596025557541]",1.3048084348280546,1024.0,12.0,1.0,1.0,13.0,12.0
crossover-avx512,cross/2/unit12/draw1/stride12/compact/update/packet,1,3,"[2485.2396533426186,2478.8779625044663,2483.449770074018]",2483.449770074018,"[2490.4548991826455,2482.207463743107,2483.464980547625]",2483.464980547625,"[2.4269918489674014,2.4207792602582674,2.4252439160879082]",2.4252439160879082,1024.0,12.0,1.0,1.0,13.0,12.0
crossover-avx512,cross/2/unit12/draw1/stride12/compact/update/point,1,3,"[3768.4537611213113,3770.9854408200013,3772.336478834875]",3770.9854408200013,"[3768.476947963171,3771.008627661861,3780.4882717658547]",3771.008627661861,"[3.68013062609503,3.6826029695507825,3.6839223426121825]",3.6826029695507825,1024.0,12.0,1.0,1.0,13.0,12.0
crossover-avx512,cross/2/unit12/draw1/stride12/compact/update/window,1,3,"[2502.5263251827137,2480.5561306441405,2474.753703373251]",2480.5561306441405,"[2503.046760662699,2480.574692128376,2474.768873817009]",2480.574692128376,"[2.443873364436244,2.4224180963321684,2.4167516634504405]",2.4224180963321684,1024.0,12.0,1.0,1.0,13.0,12.0
crossover-avx512,cross/2/unit12/draw1/stride13/compact/sum/packet,1,3,"[1180.5474691959305,1184.3786011879458,1188.7505540288898]",1184.3786011879458,"[1180.7114617532734,1184.3849836048448,1188.7578228892646]",1184.3849836048448,"[1.1528783878866509,1.1566197277226036,1.1608892129188377]",1.1566197277226036,1024.0,12.0,1.0,1.0,14.0,13.0
crossover-avx512,cross/2/unit12/draw1/stride13/compact/sum/point,1,3,"[2522.0568079350346,2521.9109107304475,2520.531109107564]",2521.9109107304475,"[2522.072317404307,2522.2418394872425,2520.5502254317576]",2522.072317404307,"[2.4629461014990572,2.4628036237602027,2.461456161237856]",2.4628036237602027,1024.0,12.0,1.0,1.0,14.0,13.0
crossover-avx512,cross/2/unit12/draw1/stride13/compact/sum/window,1,3,"[1361.6019369986166,1340.281256114187,1339.1739385637666]",1340.281256114187,"[1361.6102523974655,1342.3732146355526,1339.3522793981167]",1342.3732146355526,"[1.3296893916002115,1.3088684141740108,1.3077870493786783]",1.3088684141740108,1024.0,12.0,1.0,1.0,14.0,13.0
