machine,profile,width,head_bits,input_bits,values,scope,arm,median_ns_per_value,ratio_to_separate,samples,input_page_offset,head0_page_offset,head1_page_offset,entry_mod64
zen,avx512,17,16,64,256,with_payload,joint_compact16_avx2,0.0602813235,0.5625949191841229,"[0.059921943,0.058992136,0.061538249,0.059508916,0.061217014,0.061986778,0.060246043,0.060884342,0.059816629,0.059253842,0.062123872,0.062006969,0.062942438,0.057698369,0.060093716,0.060316604]",2048,2944,3264,0
zen,avx512,17,16,64,256,with_payload,joint_fulltile_control_avx2,0.105370194,0.9834013644017845,"[0.104347274,0.103908654,0.107481986,0.104401141,0.104018848,0.105417561,0.105616197,0.103910778,0.103446413,0.103851918,0.106901169,0.105741479,0.105697367,0.106184941,0.107469395,0.105322827]",2048,2944,3264,16
zen,avx512,17,16,64,256,with_payload,separate_avx512,0.0655667615,1.0,"[0.064470526,0.064548425,0.065139264,0.063077625,0.065259144,0.067245189,0.065874379,0.063220717,0.064111929,0.066221952,0.066759855,0.067403551,0.067100979,0.068315174,0.066488501,0.063114323]",2048,2944,3264,32
zen,avx512,17,16,64,256,with_payload,joint_tile_avx512,0.06443331199999999,0.9827130473723334,"[0.062634241,0.063077778,0.065693699,0.06279093,0.067067191,0.062017813,0.064216349,0.063101992,0.064650275,0.06544295,0.064894728,0.06409077,0.065744963,0.063603345,0.065435573,0.065284062]",2048,2944,3264,32
zen,avx512,17,16,64,256,with_payload,joint_compact32_avx512,0.0609548095,0.9296602135824567,"[0.059028126,0.060107648,0.060867321,0.060202271,0.062267371,0.058963414,0.059889194,0.061042298,0.05994951,0.06207123,0.061397545,0.061584257,0.061471418,0.058593862,0.061276436,0.063001633]",2048,2944,3264,32
zen,avx512,17,16,64,256,with_payload,joint_fulltile_control_avx512,0.063739879,0.9721370636858433,"[0.064198058,0.065143656,0.06469211,0.063156571,0.067223243,0.061773542,0.065960176,0.062267147,0.062298514,0.064314775,0.06533473,0.065957304,0.063225858,0.062137134,0.0632817,0.062962662]",2048,2944,3264,32
zen,avx512,23,16,64,256,heads_only,separate_avx2,0.084275346,1.0,"[0.08441063,0.083221842,0.083300933,0.081153136,0.083000895,0.085299719,0.084140062,0.085409135,0.085685775,0.083196327,0.084485587,0.083112057,0.083188388,0.085533522,0.084563483,0.08468046]",2048,3264,704,0
zen,avx512,23,16,64,256,heads_only,joint_tile_avx2,0.083706807,0.9932537921588598,"[0.083998688,0.081793591,0.079786088,0.08237448,0.080807835,0.082112852,0.084116742,0.084500153,0.084758803,0.085346472,0.085001282,0.083766002,0.08263075,0.081016675,0.083647612,0.084889036]",2048,3264,704,48
zen,avx512,23,16,64,256,heads_only,joint_compact16_avx2,0.037006214499999995,0.43911079878568515,"[0.038580518,0.036581844,0.037598636,0.036736518,0.036170717,0.036905613,0.038026448,0.037443548,0.036771018,0.037716057,0.037106816,0.035502993,0.036552936,0.035447557,0.038302086,0.037928328]",2048,3264,704,32
zen,avx512,23,16,64,256,heads_only,joint_fulltile_control_avx2,0.0838918055,0.9954489596518535,"[0.085115355,0.081972033,0.083371304,0.080951855,0.08263354,0.085844249,0.084802054,0.082984354,0.084254727,0.083528884,0.084725309,0.08576047,0.081081606,0.080044214,0.084493894,0.085460167]",2048,3264,704,32
zen,avx512,23,16,64,256,heads_only,separate_avx512,0.0477087795,1.0,"[0.048831943,0.047069866,0.048369221,0.046152093,0.045589719,0.048487429,0.04763731,0.047936004,0.048378646,0.045640536,0.04706927,0.048753675,0.047123808,0.045640234,0.047780249,0.048546549]",2048,3264,704,0
zen,avx512,23,16,64,256,heads_only,joint_tile_avx512,0.041976357,0.8798455428942591,"[0.042390186,0.041276798,0.04200495,0.040775221,0.039987236,0.043779396,0.04275642,0.041489441,0.043115359,0.040586308,0.041982748,0.042117044,0.041969966,0.041344747,0.040967036,0.043874469]",2048,3264,704,16
zen,avx512,23,16,64,256,heads_only,joint_compact32_avx512,0.0381923765,0.8005314095280932,"[0.038225085,0.038065195,0.038562227,0.037296697,0.037082195,0.038806982,0.038423009,0.038471885,0.038338408,0.036885124,0.038002685,0.038159668,0.037643712,0.038463879,0.036382876,0.038745735]",2048,3264,704,32
zen,avx512,23,16,64,256,heads_only,joint_fulltile_control_avx512,0.04210045,0.8824465945518476,"[0.042188313,0.043134507,0.043237809,0.040632166,0.04154852,0.041677196,0.042545237,0.042426806,0.041500356,0.04096156,0.041432627,0.043205287,0.042757653,0.042868368,0.040540561,0.042012587]",2048,3264,704,16
zen,avx512,23,16,64,256,with_payload,separate_avx2,0.10854618099999999,1.0,"[0.10880027,0.108579092,0.10431255,0.108025324,0.107641358,0.108793821,0.110273596,0.10759531,0.104833245,0.105457347,0.108184323,0.110707112,0.112367492,0.112482529,0.10851327,0.110657267]",2048,3264,704,32
zen,avx512,23,16,64,256,with_payload,joint_tile_avx2,0.108159326,0.9964360330650418,"[0.110303584,0.110081069,0.103949931,0.106797792,0.107840884,0.106907167,0.108477768,0.103579558,0.105539452,0.101946712,0.106620803,0.110350411,0.111866321,0.110273112,0.110496782,0.110880155]",2048,3264,704,0
zen,avx512,23,16,64,256,with_payload,joint_compact16_avx2,0.06250629399999999,0.575849775866366,"[0.063480485,0.064482674,0.06167512,0.061344981,0.062416159,0.062596429,0.061411846,0.060582891,0.060320478,0.059381768,0.060219262,0.063338105,0.063591722,0.063115329,0.063358217,0.063044921]",2048,3264,704,48
zen,avx512,23,16,64,256,with_payload,joint_fulltile_control_avx2,0.106778104,0.9837112924313755,"[0.111610353,0.109331463,0.10679511,0.105819821,0.109570183,0.105488826,0.104705539,0.104292884,0.106530275,0.105779067,0.107734896,0.106761098,0.110609844,0.108065821,0.106258441,0.1083178]",2048,3264,704,16
zen,avx512,23,16,64,256,with_payload,separate_avx512,0.0667838605,1.0,"[0.070510957,0.066766743,0.064660296,0.068175178,0.065202665,0.067134883,0.065333761,0.062816408,0.064814787,0.066525307,0.067368306,0.067882106,0.06802028,0.066800978,0.065679844,0.067958552]",2048,3264,704,32
zen,avx512,23,16,64,256,with_payload,joint_tile_avx512,0.065628415,0.9826987315296035,"[0.067423858,0.065164778,0.063504737,0.067300361,0.065317631,0.066273399,0.062507469,0.064640701,0.062498078,0.064716995,0.067347966,0.065939199,0.068225991,0.068010259,0.065152261,0.06597757]",2048,3264,704,48
zen,avx512,23,16,64,256,with_payload,joint_compact32_avx512,0.0617632605,0.9248231539415126,"[0.062169131,0.061504051,0.058200024,0.061967406,0.059648577,0.062516779,0.062460713,0.059929542,0.057714541,0.058912419,0.06182294,0.06329396,0.064375531,0.062935807,0.061077911,0.061703581]",2048,3264,704,0
zen,avx512,23,16,64,256,with_payload,joint_fulltile_control_avx512,0.065592151,0.9821557260829509,"[0.06673687,0.066264499,0.064230505,0.065546032,0.063887775,0.066151358,0.06563827,0.063599769,0.061755508,0.062497258,0.066759333,0.06600447,0.068731371,0.067388836,0.064535499,0.063769162]",2048,3264,704,16
zen,avx512,56,16,64,256,heads_only,separate_avx2,0.08491101849999999,1.0,"[0.08650706,0.08554529,0.085425004,0.08760104,0.083677005,0.085098624,0.082183186,0.083531231,0.085530952,0.085806996,0.084723413,0.083075963,0.086362667,0.083602313,0.080339894,0.083710756]",2048,2944,3264,0
zen,avx512,56,16,64,256,heads_only,joint_tile_avx2,0.08258339749999999,0.9725875270239516,"[0.08285553,0.084894739,0.081812516,0.085281055,0.081409249,0.084112011,0.080470353,0.082311265,0.084981762,0.079534926,0.082881536,0.080244526,0.085243542,0.084176905,0.080388959,0.081405301]",2048,2944,3264,0
zen,avx512,56,16,64,256,heads_only,joint_compact16_avx2,0.037096647499999996,0.4368884999300768,"[0.036971364,0.037882578,0.037221931,0.038473193,0.036010306,0.036031876,0.036370322,0.036955569,0.038194764,0.036257293,0.03752372,0.03598471,0.037283432,0.037785534,0.035419542,0.037288092]",2048,2944,3264,48
zen,avx512,56,16,64,256,heads_only,joint_fulltile_control_avx2,0.0831412115,0.9791569217839499,"[0.082303628,0.085153054,0.084247239,0.083887447,0.083722342,0.081683211,0.080679048,0.084477205,0.08553024,0.083002612,0.084654901,0.082218539,0.081532821,0.083279811,0.082077984,0.081812069]",2048,2944,3264,16
zen,avx512,56,16,64,256,heads_only,separate_avx512,0.042624025,1.0,"[0.043369759,0.043478239,0.043787669,0.043446876,0.044744294,0.040928368,0.041712064,0.044875089,0.042797551,0.042223997,0.043127354,0.042450499,0.041445967,0.041361585,0.041762654,0.041660395]",2048,2944,3264,0
zen,avx512,56,16,64,256,heads_only,joint_tile_avx512,0.041734585500000004,0.9791329068524148,"[0.042944402,0.041214809,0.042889416,0.04374896,0.042955577,0.041351415,0.041178785,0.04379303,0.042181641,0.041808031,0.042446662,0.04086623,0.041323848,0.040709652,0.04166114,0.040766243]",2048,2944,3264,32
zen,avx512,56,16,64,256,heads_only,joint_compact32_avx512,0.037686143000000005,0.884152611115445,"[0.039147217,0.038786493,0.039238635,0.038947985,0.038740486,0.037299082,0.038126029,0.039335679,0.036691111,0.037276763,0.037787806,0.03631578,0.036422286,0.03758448,0.036871117,0.036805585]",2048,2944,3264,16
zen,avx512,56,16,64,256,heads_only,joint_fulltile_control_avx512,0.041195959000000004,0.9664962189750969,"[0.042687953,0.041150324,0.043013953,0.04263185,0.041868825,0.042102367,0.040336341,0.04118415,0.039805256,0.041137807,0.040602289,0.040826369,0.041842751,0.041634616,0.039761819,0.041207768]",2048,2944,3264,32
zen,avx512,56,16,64,256,with_payload,separate_avx2,0.23425047100000002,1.0,"[0.234985664,0.234487884,0.236799374,0.238988228,0.234013058,0.230842434,0.227827445,0.226446174,0.224532247,0.236493744,0.230174109,0.222894974,0.227413118,0.236825302,0.240071326,0.239040606]",2048,2944,3264,16
zen,avx512,56,16,64,256,with_payload,joint_tile_avx2,0.23019370449999998,0.9826819280973824,"[0.235654213,0.231399372,0.231430881,0.235694438,0.227874689,0.226662241,0.228988037,0.228662662,0.224189967,0.224654742,0.22522039,0.225381844,0.237110816,0.23794245,0.233752802,0.233794086]",2048,2944,3264,48
zen,avx512,56,16,64,256,with_payload,joint_compact16_avx2,0.1862513985,0.7950950864897086,"[0.184099048,0.189036965,0.189475961,0.190949187,0.18548733,0.185760096,0.186535642,0.187469579,0.185967155,0.184465997,0.188340113,0.182223499,0.184763722,0.185795121,0.190055408,0.191058852]",2048,2944,3264,0
zen,avx512,56,16,64,256,with_payload,joint_fulltile_control_avx2,0.229625739,0.9802573203790911,"[0.230001546,0.234258704,0.237030722,0.231074221,0.225688145,0.231544212,0.229890756,0.229360722,0.236456193,0.225593373,0.223296709,0.221197635,0.226874433,0.228591144,0.22413639,0.232051894]",2048,2944,3264,48
zen,avx512,56,16,64,256,with_payload,separate_avx512,0.0835683755,1.0,"[0.079853185,0.084886692,0.086214475,0.084677547,0.086849488,0.08421278,0.082000829,0.084976919,0.086044304,0.083039075,0.08184094,0.081311651,0.083775133,0.083361618,0.079351828,0.083013006]",2048,2944,3264,0
zen,avx512,56,16,64,256,with_payload,joint_tile_avx512,0.068598151,0.8208625642124633,"[0.066582896,0.070806898,0.069467343,0.069464445,0.071121469,0.06890057,0.067499481,0.069784001,0.069012627,0.068295732,0.070614971,0.066840835,0.066375546,0.067580841,0.068221375,0.066914678]",2048,2944,3264,0
zen,avx512,56,16,64,256,with_payload,joint_compact32_avx512,0.0647350215,0.7746353942227823,"[0.066671714,0.067107059,0.065498009,0.065673918,0.066535361,0.065477148,0.065073244,0.06309063,0.0633789,0.064096764,0.068379328,0.063839346,0.064312913,0.064396799,0.063885838,0.063948497]",2048,2944,3264,16
zen,avx512,56,16,64,256,with_payload,joint_fulltile_control_avx512,0.0688723325,0.8241434883462584,"[0.068780541,0.06965331,0.070546426,0.071436629,0.069600858,0.068409652,0.067080759,0.068285748,0.068979174,0.068728618,0.071263693,0.06538938,0.067194819,0.067798249,0.070181638,0.068964124]",2048,2944,3264,48
zen,avx512,17,16,64,8192,heads_only,separate_avx2,0.0893542135,1.0,"[0.092797458,0.091736075,0.090186454,0.088305723,0.088063765,0.090763841,0.090066981,0.088828683,0.087194495,0.092226554,0.09207616,0.088549096,0.088235315,0.089879744,0.087338962,0.088746168]",2048,2112,2176,48
zen,avx512,17,16,64,8192,heads_only,joint_tile_avx2,0.082893122,0.9276912498368082,"[0.086330216,0.080481347,0.083136611,0.083224155,0.084430341,0.083143502,0.082649633,0.082538918,0.082376234,0.080897503,0.084808532,0.083800759,0.081949014,0.080803659,0.085067779,0.081604939]",2048,2112,2176,16
zen,avx512,17,16,64,8192,heads_only,joint_compact16_avx2,0.052070148,0.5827385856851619,"[0.053979937,0.052963182,0.054379441,0.051464967,0.051460683,0.052016392,0.052412316,0.051292855,0.051871326,0.050772093,0.053317014,0.0531138,0.051529191,0.050803948,0.052123904,0.053192701]",2048,2112,2176,0
zen,avx512,17,16,64,8192,heads_only,joint_fulltile_control_avx2,0.083423106,0.9336225202183666,"[0.082444482,0.082781993,0.084816955,0.084037542,0.082717061,0.083948541,0.08327046,0.080902383,0.083575752,0.085533183,0.08528113,0.086230755,0.082844954,0.080603983,0.082644418,0.086266778]",2048,2112,2176,48
zen,avx512,17,16,64,8192,heads_only,separate_avx512,0.127404058,1.0,"[0.125811856,0.126145646,0.128604587,0.131258991,0.123832032,0.127299748,0.127508368,0.124008093,0.127267491,0.133954417,0.132066939,0.132873919,0.128586777,0.124641508,0.124549307,0.131449129]",2048,2112,2176,0
zen,avx512,17,16,64,8192,heads_only,joint_tile_avx512,0.046871364,0.36789537739841854,"[0.046824332,0.04492173,0.047206175,0.048229523,0.044880681,0.047546376,0.04595305,0.04604093,0.046918396,0.048921015,0.047047365,0.048414078,0.046411045,0.045684937,0.044978507,0.048018001]",2048,2112,2176,0
zen,avx512,17,16,64,8192,heads_only,joint_compact32_avx512,0.051510546500000004,0.40430852288865093,"[0.050373781,0.04996042,0.053216841,0.052946642,0.049977593,0.052880444,0.052658003,0.050504319,0.050180547,0.052929245,0.053017199,0.052923396,0.051105734,0.050982051,0.04991553,0.051915359]",2048,2112,2176,16
zen,avx512,17,16,64,8192,heads_only,joint_fulltile_control_avx512,0.07299828350000001,0.5729667064450963,"[0.070297088,0.073197667,0.074554238,0.073196992,0.072013084,0.075308803,0.072799575,0.073849633,0.071846001,0.074772548,0.0740945,0.074168891,0.071751155,0.071991771,0.071011122,0.071747169]",2048,2112,2176,48
zen,avx512,17,16,64,8192,with_payload,separate_avx2,0.157945957,1.0,"[0.157752648,0.151481286,0.162302762,0.151055336,0.15334738,0.155694857,0.159694366,0.158139266,0.159481429,0.153270938,0.151928179,0.154363275,0.160026588,0.161232851,0.161520816,0.15924941]",2048,2112,2176,0
zen,avx512,17,16,64,8192,with_payload,joint_tile_avx2,0.147715285,0.9352267560732814,"[0.148295164,0.145772897,0.149220467,0.140993081,0.148697801,0.142486639,0.148442313,0.147375315,0.145808294,0.147294171,0.139075287,0.144460171,0.150321223,0.148921102,0.148055255,0.148519501]",2048,2112,2176,32
zen,avx512,17,16,64,8192,with_payload,joint_compact16_avx2,0.1167235525,0.7390094353602226,"[0.116609931,0.117771931,0.113130547,0.112052292,0.118507311,0.114353426,0.118668541,0.113134645,0.11564365,0.11805632,0.116051055,0.113424331,0.119069017,0.117316842,0.117180124,0.116837174]",2048,2112,2176,0
zen,avx512,17,16,64,8192,with_payload,joint_fulltile_control_avx2,0.14371488249999997,0.9098990897247213,"[0.147764906,0.144292898,0.141294234,0.143863373,0.14312695,0.138997428,0.143566392,0.142719105,0.141733602,0.145225205,0.140682764,0.139145993,0.150834501,0.145086542,0.145492904,0.145990826]",2048,2112,2176,16
zen,avx512,17,16,64,8192,with_payload,separate_avx512,0.1891537235,1.0,"[0.189552635,0.191722184,0.186483189,0.189902365,0.182821341,0.189202376,0.189675488,0.186448984,0.183290951,0.191613853,0.189105071,0.184515394,0.187699281,0.191319481,0.187562041,0.189414203]",2048,2112,2176,32
zen,avx512,17,16,64,8192,with_payload,joint_tile_avx512,0.1127466895,0.5960585253823988,"[0.111497663,0.113422163,0.113014095,0.113229647,0.109300099,0.111756429,0.113160647,0.113317557,0.111789733,0.115781941,0.10996037,0.111424275,0.111661881,0.115209728,0.113939993,0.112479284]",2048,2112,2176,32
zen,avx512,17,16,64,8192,with_payload,joint_compact32_avx512,0.1167380065,0.6171594422776456,"[0.113959804,0.117020242,0.115983628,0.115788564,0.111708589,0.116575435,0.120831914,0.116900578,0.114684381,0.118210927,0.114189439,0.117359467,0.119639583,0.121103421,0.121402115,0.113987155]",2048,2112,2176,32
zen,avx512,17,16,64,8192,with_payload,joint_fulltile_control_avx512,0.1350936185,0.7142001542465011,"[0.132249735,0.132016532,0.137701824,0.135544717,0.129926696,0.134644829,0.137565181,0.133739501,0.138093583,0.132022649,0.131031863,0.13357164,0.135542408,0.138834998,0.137136772,0.136750758]",2048,2112,2176,32
zen,avx512,23,16,64,8192,heads_only,separate_avx2,0.0921455655,1.0,"[0.092189822,0.091760069,0.09248561,0.094541918,0.095158756,0.091065854,0.092101309,0.088671472,0.090828363,0.094423082,0.093595389,0.09230065,0.094295785,0.090379722,0.090910804,0.089717064]",2048,1152,1216,0
zen,avx512,23,16,64,8192,heads_only,joint_tile_avx2,0.08344966549999999,0.9056286653317027,"[0.082902137,0.082080256,0.084740251,0.086056519,0.088104144,0.083973985,0.082836162,0.081469566,0.082234785,0.084774449,0.085971467,0.083334275,0.084596679,0.082790006,0.080736868,0.083565056]",2048,1152,1216,48
zen,avx512,23,16,64,8192,heads_only,joint_compact16_avx2,0.053500783,0.5806115867833054,"[0.054357909,0.053245414,0.053428438,0.053755932,0.05401041,0.054439638,0.053508904,0.051953729,0.051792238,0.055674065,0.053492662,0.051170778,0.054367069,0.052071713,0.051993441,0.053661495]",2048,1152,1216,32
zen,avx512,23,16,64,8192,heads_only,joint_fulltile_control_avx2,0.08578699249999999,0.9309942592950932,"[0.086200319,0.083554406,0.085418481,0.087466743,0.08618512,0.085626021,0.087615307,0.083070152,0.082807511,0.08546434,0.089498755,0.088337943,0.087367535,0.082753234,0.08225058,0.085947964]",2048,1152,1216,32
zen,avx512,23,16,64,8192,heads_only,separate_avx512,0.1297433785,1.0,"[0.130167693,0.126855653,0.129515238,0.133191243,0.130139381,0.129770238,0.134605266,0.126582403,0.130059399,0.131345235,0.131770998,0.129716519,0.127770819,0.128097717,0.126449894,0.126479212]",2048,1152,1216,0
zen,avx512,23,16,64,8192,heads_only,joint_tile_avx512,0.048757418999999996,0.3757989005966882,"[0.048570205,0.047620021,0.04882323,0.050982613,0.049449004,0.050740503,0.050464012,0.048809554,0.047256429,0.048705284,0.049207609,0.047589473,0.048488282,0.049941123,0.04861312,0.047783639]",2048,1152,1216,16
zen,avx512,23,16,64,8192,heads_only,joint_compact32_avx512,0.052366478,0.40361580379225287,"[0.052466411,0.051954623,0.052888639,0.054370165,0.052974135,0.052300818,0.052432138,0.051112667,0.050542243,0.052642766,0.053252228,0.052078977,0.052074097,0.054242201,0.052106656,0.051099885]",2048,1152,1216,32
zen,avx512,23,16,64,8192,heads_only,joint_fulltile_control_avx512,0.07279575399999999,0.5610749068015057,"[0.073711161,0.075626131,0.073601712,0.076114334,0.072646014,0.071241457,0.072137136,0.072945494,0.072249904,0.075523458,0.073730197,0.073733773,0.072340131,0.072037037,0.072390907,0.071371321]",2048,1152,1216,16
zen,avx512,23,16,64,8192,with_payload,separate_avx2,0.1598776915,1.0,"[0.160396591,0.158577368,0.165506467,0.152734265,0.159358792,0.163480043,0.154143259,0.15889439,0.163482726,0.156743169,0.157445982,0.158309825,0.164773859,0.162779465,0.16512657,0.161500558]",2048,1152,1216,32
zen,avx512,23,16,64,8192,with_payload,joint_tile_avx2,0.14912100099999998,0.932719253079783,"[0.143832222,0.153238967,0.1495056,0.144136585,0.148537464,0.146270528,0.143392041,0.152575642,0.151028886,0.146600895,0.147431791,0.148736402,0.151683658,0.150067307,0.152199537,0.14972309]",2048,1152,1216,0
zen,avx512,23,16,64,8192,with_payload,joint_compact16_avx2,0.121693995,0.7611693279922046,"[0.116060741,0.128575154,0.122852236,0.121875681,0.121425509,0.122143604,0.121169358,0.12440607,0.125399843,0.121512309,0.117028952,0.124258101,0.120839223,0.12264549,0.121261306,0.119171396]",2048,1152,1216,48
zen,avx512,23,16,64,8192,with_payload,joint_fulltile_control_avx2,0.1475021245,0.922593534570769,"[0.141971946,0.152657747,0.142955214,0.144295283,0.145085573,0.150882334,0.15286167,0.148609884,0.152743503,0.149160713,0.142792866,0.142032668,0.149611555,0.146394365,0.150135711,0.146234699]",2048,1152,1216,16
zen,avx512,23,16,64,8192,with_payload,separate_avx512,0.19254026899999999,1.0,"[0.189783901,0.188806228,0.18497882,0.18868582,0.196417212,0.194162346,0.192349605,0.194794685,0.198796585,0.191520944,0.182969607,0.192730933,0.194640912,0.195541099,0.198903508,0.190337121]",2048,1152,1216,32
zen,avx512,23,16,64,8192,with_payload,joint_tile_avx512,0.11600050349999999,0.6024739868832322,"[0.120844655,0.113985583,0.11253681,0.116211839,0.118300557,0.111796059,0.111589454,0.116443329,0.118085973,0.114461832,0.111186899,0.112452619,0.118090823,0.118441299,0.119445056,0.115789168]",2048,1152,1216,48
zen,avx512,23,16,64,8192,with_payload,joint_compact32_avx512,0.12139112499999999,0.6304713586953594,"[0.126487628,0.121747896,0.117109053,0.117881157,0.121034354,0.118192151,0.118735902,0.124332011,0.122165352,0.115883939,0.116022669,0.115078449,0.125469357,0.12396127,0.12440756,0.123070993]",2048,1152,1216,0
zen,avx512,23,16,64,8192,with_payload,joint_fulltile_control_avx512,0.13750565799999998,0.7141657104467845,"[0.142768718,0.140805475,0.140708312,0.131328613,0.136842847,0.134035662,0.134199351,0.132615127,0.139882259,0.131440304,0.132729344,0.130818702,0.138478786,0.138168469,0.13880267,0.13909623]",2048,1152,1216,16
zen,avx512,56,16,64,8192,heads_only,separate_avx2,0.0908403845,1.0,"[0.088629529,0.089623298,0.090524867,0.088266611,0.091373309,0.087938819,0.091155902,0.087402258,0.089031231,0.091600813,0.086943373,0.092178464,0.092831813,0.092392668,0.091945931,0.093221106]",2048,2176,2240,0
zen,avx512,56,16,64,8192,heads_only,joint_tile_avx2,0.08378049700000001,0.9222825009068517,"[0.080973614,0.083791971,0.084698379,0.082656421,0.08535251,0.085952364,0.083075479,0.081907406,0.082428537,0.083769023,0.080394402,0.083960582,0.083570652,0.087076813,0.085274503,0.084232047]",2048,2176,2240,0
zen,avx512,56,16,64,8192,heads_only,joint_compact16_avx2,0.0521216915,0.5737722466377275,"[0.051928177,0.052096415,0.052658156,0.051562946,0.052030999,0.053635906,0.054309219,0.050682578,0.051217873,0.05350168,0.052146968,0.053340189,0.052021757,0.054001026,0.052764513,0.051315174]",2048,2176,2240,48
zen,avx512,56,16,64,8192,heads_only,joint_fulltile_control_avx2,0.0830117035,0.9138193762268808,"[0.081007514,0.081088278,0.085223913,0.083343554,0.080646977,0.084730975,0.087017138,0.081099156,0.082666289,0.084450647,0.081006583,0.081021968,0.082679853,0.085901774,0.085412566,0.084072191]",2048,2176,2240,16
zen,avx512,56,16,64,8192,heads_only,separate_avx512,0.088264411,1.0,"[0.086264733,0.08653165,0.091782872,0.086540297,0.086346503,0.089539893,0.090554334,0.087180417,0.086808704,0.090087552,0.088552713,0.087976109,0.087393466,0.090788357,0.093666878,0.09219411]",2048,2176,2240,0
zen,avx512,56,16,64,8192,heads_only,joint_tile_avx512,0.0480478965,0.544363191864499,"[0.046485551,0.047054149,0.049682438,0.04673183,0.047500178,0.046480522,0.048676118,0.047650646,0.048251878,0.048872218,0.04818359,0.049224298,0.047912203,0.047762964,0.049986128,0.050301366]",2048,2176,2240,32
zen,avx512,56,16,64,8192,heads_only,joint_compact32_avx512,0.0524671185,0.594431185860403,"[0.051364757,0.052185971,0.055147607,0.050862137,0.052515212,0.050463863,0.052301902,0.051666662,0.052419025,0.054327585,0.053340115,0.053397447,0.052699357,0.052295048,0.053518184,0.05414404]",2048,2176,2240,16
zen,avx512,56,16,64,8192,heads_only,joint_fulltile_control_avx512,0.0491513015,0.5568643232661463,"[0.047029786,0.046736225,0.049213719,0.04781739,0.049930323,0.046753701,0.04976663,0.047238547,0.04901069,0.049166553,0.046910722,0.049155716,0.050798956,0.049146887,0.049911734,0.050710887]",2048,2176,2240,32
zen,avx512,56,16,64,8192,with_payload,separate_avx2,0.24096579099999998,1.0,"[0.248361014,0.237095028,0.243364975,0.243100852,0.233062811,0.235542089,0.237426579,0.244602978,0.23883073,0.233786866,0.238705114,0.247355469,0.247327082,0.245463528,0.244010724,0.237003975]",2048,2176,2240,16
zen,avx512,56,16,64,8192,with_payload,joint_tile_avx2,0.23571702849999998,0.9782178105937037,"[0.239267416,0.231382683,0.24343285,0.240272507,0.226242185,0.226201132,0.225979552,0.233114965,0.235523984,0.230266429,0.240460865,0.237435371,0.241546713,0.240429647,0.234249696,0.235910073]",2048,2176,2240,48
zen,avx512,56,16,64,8192,with_payload,joint_compact16_avx2,0.20339259850000002,0.8440725036360038,"[0.207105629,0.195542291,0.207145043,0.211028025,0.201371387,0.200122952,0.195669629,0.201022699,0.203747101,0.203038096,0.196513861,0.207301512,0.210332803,0.209991939,0.198955432,0.20649714]",2048,2176,2240,0
zen,avx512,56,16,64,8192,with_payload,joint_fulltile_control_avx2,0.2350723295,0.9755423312348931,"[0.234164611,0.235885493,0.239380591,0.239290208,0.234259166,0.226833098,0.239192016,0.234080121,0.231399901,0.238342859,0.226785563,0.231093824,0.242127046,0.238329455,0.225969709,0.237705238]",2048,2176,2240,48
zen,avx512,56,16,64,8192,with_payload,separate_avx512,0.1601735655,1.0,"[0.160042249,0.161540642,0.163836271,0.160338335,0.16376549,0.155383952,0.158870704,0.161654346,0.153722309,0.15916352,0.158054411,0.156378463,0.160304882,0.161278158,0.153155454,0.161079228]",2048,2176,2240,0
zen,avx512,56,16,64,8192,with_payload,joint_tile_avx512,0.116675425,0.7284312154492184,"[0.11949259,0.116435885,0.120315887,0.116343945,0.117911935,0.115166813,0.115680464,0.115239538,0.114633426,0.114773422,0.116914965,0.118216746,0.12188641,0.120181404,0.112068541,0.117856354]",2048,2176,2240,0
zen,avx512,56,16,64,8192,with_payload,joint_compact32_avx512,0.120989911,0.7553675328529789,"[0.121490411,0.119838677,0.123019882,0.121350035,0.124452196,0.118349135,0.117020093,0.118905626,0.117916256,0.116839565,0.117436886,0.120629787,0.125769392,0.124250807,0.123439953,0.126567654]",2048,2176,2240,16
zen,avx512,56,16,64,8192,with_payload,joint_fulltile_control_avx512,0.1178690195,0.7358830973891257,"[0.117375866,0.117869094,0.117868945,0.118000001,0.118444882,0.11343573,0.112666376,0.118052311,0.113506965,0.113787107,0.115321271,0.121542118,0.123077624,0.118624516,0.119178548,0.114781246]",2048,2176,2240,48
zen,avx512,17,16,64,65536,heads_only,separate_avx2,0.0852546285,1.0,"[0.086426895,0.082693968,0.081625953,0.082578782,0.086039722,0.084022943,0.085225329,0.081156563,0.087538645,0.086962227,0.082325533,0.083354469,0.085283928,0.086318448,0.085420236,0.085893355]",64,2112,2176,48
zen,avx512,17,16,64,65536,heads_only,joint_tile_avx2,0.08299833000000001,0.9735345923183515,"[0.082383763,0.082344308,0.080320153,0.081906624,0.086246178,0.083343703,0.083875045,0.081666563,0.084419355,0.087585546,0.080828216,0.081178211,0.08281523,0.083611295,0.08318143,0.085759208]",64,2112,2176,16
zen,avx512,17,16,64,65536,heads_only,joint_compact16_avx2,0.0378091185,0.4434846431827452,"[0.036751829,0.037062634,0.036844891,0.036943689,0.038363185,0.038384754,0.036218327,0.037030969,0.038181651,0.03929165,0.037436586,0.036832262,0.038301606,0.038755015,0.039346039,0.038343553]",64,2112,2176,0
