input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item
02-candidate,scan_grain/k6/native/decode/256,1,5,"[5.734754026986406,5.735901109817112,5.735097249911844,5.733912122304112,5.739031030681377]",5.735097249911844,"[5.7346190664243535,5.735767543127923,5.7349636832228,5.733777079742008,5.739674430180972]",5.7349636832228,"[0.022401382917915647,0.022405863710223094,0.022402723632468136,0.02239809422775044,0.02241808996359913]",0.022402723632468136
02-candidate,scan_grain/k6/native/decode/65536,1,5,"[1557.7742545616418,1557.2704939919738,1557.7752781486129,1557.984846461946,1557.9687360925755]",1557.7752781486129,"[1557.7379839787639,1557.2334445908557,1557.7385625294112,1557.9485981298153,1557.931753449074]",1557.7385625294112,"[0.023769748757349267,0.023762061981078702,0.023769764376046946,0.023772962134734284,0.023772716310006343]",0.023769764376046946
02-candidate,scan_grain/k6/native/decode/8192,1,5,"[156.99755363613556,156.75670003228893,156.78524916585923,156.9872479639794,156.9709956768214]",156.9709956768214,"[156.9938986654792,156.7530517884497,156.78162334507965,156.98353020832897,156.98037751570538]",156.98037751570538,"[0.019164740434098583,0.01913533935941027,0.0191388243610668,0.019163482417477957,0.019161498495705736]",0.019161498495705736
02-candidate,scan_grain/k6/native/encode/256,1,5,"[5.580864946602411,5.581122845390862,5.580932013046779,5.583137869071849,5.5808699706047715]",5.580932013046779,"[5.5809350433972424,5.581129544061527,5.580800671268007,5.5841874868375525,5.580741260449057]",5.5809350433972424,"[0.021800253697665663,0.021801261114808054,0.021800515675963982,0.02180913230106191,0.021800273322674885]",0.021800515675963982
02-candidate,scan_grain/k6/native/encode/65536,1,5,"[1225.8215574316116,1225.3699337933688,1225.6464076785483,1225.7424247731751,1225.8740147826625]",1225.7424247731751,"[1225.7925000872626,1225.3412617795666,1225.6433775875078,1225.7133674293864,1225.8451150722021]",1225.7133674293864,"[0.01870455257311419,0.018697661343282608,0.018701879999977848,0.01870334510457115,0.018705353008768653]",0.01870334510457115
02-candidate,scan_grain/k6/native/encode/8192,1,5,"[151.56713897435654,151.53761127483995,151.43112041359376,151.36767996955535,151.05271351687975]",151.43112041359376,"[151.56349125680785,151.53411275258347,151.42753107710314,151.3641836096768,151.05311569564702]",151.42753107710314,"[0.018501848019330636,0.018498243563823236,0.01848524419111252,0.018477499996283613,0.018439051942978485]",0.01848524419111252
02-candidate,scan_grain/k6/predecessor256/decode/256,1,5,"[6.211811094846446,6.222988523926889,6.206502675712585,6.201749604902984,6.205464663052912]",6.206502675712585,"[6.211665638015531,6.223657341022731,6.2063549086300815,6.201603348361418,6.205315652000004]",6.2063549086300815,"[0.024264887089243934,0.024308548921589415,0.024244151077002285,0.02422558439415228,0.02424009634005044]",0.024244151077002285
02-candidate,scan_grain/k6/predecessor256/decode/65536,1,5,"[1488.2323258142076,1490.17085223766,1489.6820883123528,1492.9752060834626,1490.2294502311097]",1490.17085223766,"[1488.1970945965916,1490.1373037683607,1489.6922700057055,1492.940762988272,1490.2306217639666]",1490.1373037683607,"[0.022708623135592767,0.022738202701380314,0.022730744755742684,0.02278099374517002,0.022739096835801845]",0.022738202701380314
02-candidate,scan_grain/k6/predecessor256/decode/8192,1,5,"[183.64655796531355,183.59811713725188,183.570876221056,183.5600874017641,183.58092532552635]",183.58092532552635,"[183.64224033904773,183.6000792176626,183.57146904200332,183.55579338331276,183.5766365535314]",183.5766365535314,"[0.022417792720375185,0.02241187953335594,0.022408554226203126,0.022407237231660656,0.022409780923526162]",0.022409780923526162
02-candidate,scan_grain/k6/predecessor256/encode/256,1,5,"[5.236864862807381,5.23440746602663,5.234164933147232,5.2338264210837675,5.234076896034718]",5.234164933147232,"[5.237431297331018,5.234284288990457,5.234039133732096,5.233702719580053,5.234114658337873]",5.234114658337873,"[0.020456503370341335,0.020446904164166523,0.02044595677010638,0.020444634457358463,0.02044561287513562]",0.02044595677010638
02-candidate,scan_grain/k6/predecessor256/encode/65536,1,5,"[1312.4512149463003,1312.1259500543065,1312.0188326032426,1312.4163390617414,1312.0115504137143]",1312.1259500543065,"[1312.4203264801133,1312.094893105804,1311.987869257885,1312.3836721712535,1312.1070612899534]",1312.1070612899534,"[0.020026416243687443,0.020021453095311073,0.020019818612720376,0.02002588407992159,0.02001970749532645]",0.020021453095311073
02-candidate,scan_grain/k6/predecessor256/encode/8192,1,5,"[160.54716872796547,160.62982510536253,160.2633777747132,160.03550028134705,160.3200078088214]",160.3200078088214,"[160.54339063627668,160.63075068029895,160.25961575989322,160.03175893712674,160.31995728101293]",160.31995728101293,"[0.019598043057612972,0.01960813294743195,0.019563400607264796,0.019535583530437873,0.01957031345322527]",0.01957031345322527
03-inline,bulk/series/neon/local/k4/h0/u8/decode,1,5,"[1419.228626457206,1419.2941713127052,1419.1656969082749,1419.6487785098923,1419.8011353269237]",1419.2941713127052,"[1419.1947896617557,1419.2613684746268,1419.1338063871178,1419.7569589438517,1419.8313431319864]",1419.2613684746268,"[0.1732456819405769,0.17325368302157043,0.1732380001108734,0.17329697003294584,0.17331556827721234]",0.17325368302157043
03-inline,bulk/series/neon/local/k4/h0/u8/encode,1,5,"[1386.5593808221358,1385.640147461045,1385.5140127640784,1385.8205890514416,1386.3361477781887]",1385.8205890514416,"[1386.5725413251919,1385.6072065640199,1385.4817853874945,1385.788579695427,1386.340468546471]",1385.788579695427,"[0.16925773691676466,0.16914552581311584,0.16913012851124004,0.16916755237444356,0.16923048678932967]",0.16916755237444356
03-inline,bulk/series/neon/striped/k4/h0/u8/decode,1,5,"[125.47861225092225,124.24144669757779,124.10885608507105,124.17484019016307,124.74139845666664]",124.24144669757779,"[125.47561185554649,124.23849927269741,124.10591622723483,124.17192870935155,124.74224787513987]",124.23849927269741,"[0.015317213409536408,0.015166192223825413,0.01515000684632215,0.015158061546650765,0.015227221491292315]",0.015166192223825413
03-inline,bulk/series/neon/striped/k4/h0/u8/encode,1,5,"[94.59887538314796,94.55611586502516,94.59427221841786,94.58420829083595,94.56735256481183]",94.58420829083595,"[94.59669351274212,94.5539028831184,94.59665699050295,94.58562454511011,94.56644897566987]",94.58562454511011,"[0.011547714280169428,0.011542494612429831,0.011547152370412336,0.011545923863627435,0.011543866279884258]",0.011545923863627435
03-inline,bulk/series/neon/striped/k6/h0/u8/decode,1,5,"[158.91127713317206,158.69826411288713,158.76585058923123,158.84211422964162,158.738980910241]",158.76585058923123,"[158.90752005741757,158.69451158016295,158.7665411280196,158.83838895501867,158.7352533642582]",158.7665411280196,"[0.019398349259420418,0.019372346693467667,0.019380596995755766,0.01938990652217305,0.01937731700564465]",0.019380596995755766
03-inline,bulk/series/neon/striped/k6/h0/u8/encode,1,5,"[173.97775334670052,173.9666772792623,174.10823106273457,173.95374815315927,173.99844293325458]",173.97775334670052,"[173.9786114746588,173.96265278413884,174.13908386769668,173.94956198165693,173.9943811280585]",173.9786114746588,"[0.021237518719079654,0.021236166660066197,0.021253446174650217,0.02123458839760245,0.0212400443033758]",0.021237518719079654
03-inline,scan_grain/k4/bound/decode/256,1,5,"[4.877969743413609,4.873224020284102,4.875020095679878,4.888603169020623,4.8808760221909395]",4.877969743413609,"[4.877852975466022,4.8735613343920825,4.874905981544117,4.888483817092399,4.880758067013107]",4.877852975466022,"[0.019054569310209414,0.019036031329234773,0.019043047248749525,0.019096106128986812,0.019065921961683358]",0.019054569310209414
03-inline,scan_grain/k4/bound/decode/65536,1,5,"[1188.081945837511,1178.6191073219652,1189.6640254095594,1186.7873286526271,1180.748361751922]",1186.7873286526271,"[1188.4420093619544,1178.5921263788102,1189.6356402545096,1186.7598796382367,1180.7586927444788]",1186.7598796382367,"[0.01812869180049913,0.017984300343657916,0.018152832418969103,0.018108937509958296,0.01801679018786502]",0.018108937509958296
03-inline,scan_grain/k4/bound/decode/8192,1,5,"[136.45920408065066,135.18727683942055,133.63285693662485,134.8532929117943,123.74058033780854]",134.8532929117943,"[136.4560030797929,135.18984072000788,133.62975987684092,134.85402242449595,123.73769116013547]",134.85402242449595,"[0.0166576176856263,0.016502353129812075,0.016312604606521588,0.016461583607396767,0.015105051310767642]",0.016461583607396767
03-inline,scan_grain/k4/bound/encode/256,1,5,"[7.765302610693184,7.768597034119677,7.790841913636485,7.780740273318907,7.763948649847041]",7.768597034119677,"[7.765118433827289,7.768687401784696,7.790662399481419,7.780550434588273,7.7639930565640345]",7.768687401784696,"[0.03033321332302025,0.030346082164529987,0.030432976225142516,0.03039351669265198,0.030327924413465008]",0.030346082164529987
03-inline,scan_grain/k4/bound/encode/65536,1,5,"[923.43486785454,924.9436046896748,922.8746770881626,924.351328078423,924.5138769291887]",924.351328078423,"[923.4129164740522,924.9220772344728,922.8529509179147,924.3296681462238,924.5778234081176]",924.3296681462238,"[0.014090497861549988,0.014113519358668135,0.014081950028811074,0.014104481934790391,0.014106962233416575]",0.014104481934790391
03-inline,scan_grain/k4/bound/encode/8192,1,5,"[93.33895766839898,93.33067426502346,93.30313245021591,93.28687719035503,93.43257282909964]",93.33067426502346,"[93.33676480616967,93.328508144927,93.30088877774566,93.28470438491706,93.44450654574884]",93.328508144927,"[0.011393915731005734,0.011392904573367122,0.011389542535426745,0.01138755825077576,0.011405343362927202]",0.011392904573367122
03-inline,scan_grain/k4/native/decode/256,1,5,"[4.83857070701385,4.843739439154302,4.852551272398652,4.841354954301856,4.842553136529299]",4.842553136529299,"[4.838632591449985,4.843624925309025,4.852435515344064,4.841238851910112,4.842567778833093]",4.842567778833093,"[0.01890066682427285,0.018920857184196494,0.01895527840780724,0.018911542790241622,0.018916223189567573]",0.018916223189567573
03-inline,scan_grain/k4/native/decode/65536,1,5,"[1179.8399306607419,1176.222979568478,1179.6797603419818,1181.1120704163725,1173.53165707361]",1179.6797603419818,"[1179.8127166847135,1176.195361674105,1179.6521929381709,1181.1201319454367,1173.5043084597678]",1179.6521929381709,"[0.018002928629466883,0.017947738335700653,0.018000484624358853,0.018022339941656074,0.0179066720134523]",0.018000484624358853
03-inline,scan_grain/k4/native/decode/8192,1,5,"[134.11116751269,138.1410902493215,135.66562085907057,133.32164801337336,133.1102847939983]",134.11116751269,"[134.10799339504473,138.1419648137475,135.68289197392141,133.32435528921823,133.10720445228313]",134.10799339504473,"[0.016370992128013916,0.016862926055825376,0.016560744733773263,0.01627461523600749,0.01624881406176737]",0.016370992128013916
03-inline,scan_grain/k4/native/encode/256,1,5,"[3.068226013960573,3.0655492175275842,3.0630306385635895,3.0739466381193,3.065834078940813]",3.065834078940813,"[3.068152808862068,3.0655684590115793,3.062957127350903,3.0738743513660403,3.065761267419087]",3.065761267419087,"[0.011985257867033488,0.011974801630967124,0.011964963431889021,0.012007604055153515,0.011975914370862553]",0.011975914370862553
03-inline,scan_grain/k4/native/encode/65536,1,5,"[889.4372693257242,889.9422964339354,888.8390561763501,889.7313233385064,888.9412655585902]",889.4372693257242,"[889.4149082400979,889.9462417592466,888.8180441368255,889.710311297987,888.920584416631]",889.4149082400979,"[0.013571735676967225,0.013579441779082267,0.013562607668706515,0.01357622258512125,0.013564167260110322]",0.013571735676967225
03-inline,scan_grain/k4/native/encode/8192,1,5,"[86.91930272775834,87.08031878006015,86.92670449098388,86.95585585922086,86.94436911951964]",86.94436911951964,"[86.91726459725453,87.09068124857161,86.92469624126514,86.95381772871156,86.94446498752129]",86.94446498752129,"[0.01061026644625956,0.010629921726081562,0.010611169981809556,0.010614728498440047,0.01061332630853511]",0.01061332630853511
03-inline,scan_grain/k4/predecessor256/decode/256,1,5,"[4.035429480522547,4.031970511511316,4.040382846986449,4.035199559900865,4.036674792491276]",4.035429480522547,"[4.035336080680947,4.0319959107225705,4.040582346273865,4.035192748292219,4.0373387510606165]",4.035336080680947,"[0.0157633964082912,0.015749884810591083,0.015782745496040817,0.01576249828086275,0.015768260908169046]",0.0157633964082912
03-inline,scan_grain/k4/predecessor256/decode/65536,1,5,"[1150.1419034464727,1158.6972671665326,1159.8280057879504,1163.9847079715807,1159.6670448566176]",1159.6670448566176,"[1150.1494179150575,1158.6701854761975,1159.8009898712169,1163.9571823213719,1159.666107603507]",1159.666107603507,"[0.01754977269663197,0.017680317186989328,0.017697570889098364,0.017760997130914013,0.017695114820199854]",0.017695114820199854
03-inline,scan_grain/k4/predecessor256/decode/8192,1,5,"[132.46866777238796,133.90336164145688,134.81678700736106,139.906479276043,134.33484642532105]",134.33484642532105,"[132.4655688437311,133.90017334051984,134.81360702017233,139.90819189673718,134.33165812448]",134.33165812448,"[0.016170491671434077,0.016345625200373155,0.016457127320234504,0.01707842764600134,0.016398296682778445]",0.016398296682778445
03-inline,scan_grain/k4/predecessor256/encode/256,1,5,"[2.9884556152548214,2.9900132750425126,2.999291737861147,2.985051796223686,2.9738399760590593]",2.9884556152548214,"[2.988385111052072,2.9899392117385117,2.999220301515366,2.98550880241182,2.973890184880544]",2.988385111052072,"[0.011673654747089146,0.011679739355634813,0.011715983351020103,0.011660358578998773,0.0116165624064807]",0.011673654747089146
03-inline,scan_grain/k4/predecessor256/encode/65536,1,5,"[890.0158471545172,889.9506256125662,890.3590621539433,888.9625141606138,890.4620877512235]",890.0158471545172,"[889.9947685295921,889.9295215315722,890.3380344441176,888.9691075959765,890.4411364125434]",889.9947685295921,"[0.013580564074013021,0.013579568872262058,0.01358580111929235,0.013564491488046474,0.013587373165149285]",0.013580564074013021
03-inline,scan_grain/k4/predecessor256/encode/8192,1,5,"[87.0434084543204,87.09535075920773,87.01453846029187,87.07232831017016,87.04397563252823]",87.04397563252823,"[87.04135290082674,87.09328897289078,87.01758875712122,87.07378302868345,87.04197991324837]",87.04197991324837,"[0.010625416071084033,0.0106317566844736,0.010621891901891098,0.010628946326925069,0.010625485306705105]",0.010625485306705105
03-inline,scan_grain/k6/bound/decode/256,1,5,"[6.917143960062308,6.9167903289342725,6.921941236401437,6.916995239459412,6.917370398536629]",6.917143960062308,"[6.917275596556387,6.916627190525778,6.923133075019705,6.916834273595549,6.91720706263277]",6.91720706263277,"[0.02702009359399339,0.027018712222399502,0.027038832954693115,0.027019512654138333,0.02702097811928371]",0.02702009359399339
03-inline,scan_grain/k6/bound/decode/65536,1,5,"[1561.546158308045,1561.3813582009564,1562.0364759949866,1561.9186596466225,1561.9906300196274]",1561.9186596466225,"[1561.509347672814,1561.386043190874,1561.9998661418165,1561.8821613428083,1561.9540870945768]",1561.8821613428083,"[0.023827303440979688,0.023824788790908148,0.023834785095138346,0.023832987360330543,0.023834085541070978]",0.023832987360330543
03-inline,scan_grain/k6/bound/decode/8192,1,5,"[158.2977834034901,158.1560403330444,158.31225728732406,158.3749578260179,158.34982100117125]",158.31225728732406,"[158.29404944948732,158.15234713759054,158.31415936220742,158.3712872745132,158.34609157593457]",158.31415936220742,"[0.01932345988812135,0.01930615726721733,0.01932522671964405,0.01933288059399632,0.01932981213393204]",0.01932522671964405
03-inline,scan_grain/k6/bound/encode/256,1,5,"[9.194921933097373,9.187912610799193,9.185347827628688,9.18349215414272,9.183555932994581]",9.185347827628688,"[9.196325200172668,9.188051151158987,9.185136510551498,9.18327223619169,9.18334051396686]",9.185136510551498,"[0.03591766380116161,0.03589028363593435,0.03588026495167456,0.03587301622712,0.03587326536326008]",0.03588026495167456
03-inline,scan_grain/k6/bound/encode/65536,1,5,"[1406.4879231915043,1407.2375709512842,1407.5469787850716,1406.748621231046,1407.571273298147]",1407.2375709512842,"[1406.4546515853683,1407.2332031732421,1407.5140493550978,1406.740570025784,1407.7331025301976]",1407.2332031732421,"[0.021461302538932865,0.021472741255970523,0.02147746244484057,0.02146528047532724,0.021477833149690966]",0.021472741255970523
03-inline,scan_grain/k6/bound/encode/8192,1,5,"[174.2823752148029,174.02606851696595,173.85665687567464,173.8381314190926,173.88456619909917]",173.88456619909917,"[174.28432592008025,174.02204971418482,173.85264806371612,173.8340926347284,173.88055488962468]",173.88055488962468,"[0.021274704005713248,0.021243416567012445,0.021222736435018878,0.021220475026744703,0.021226143334850976]",0.021226143334850976
03-inline,scan_grain/k6/native/decode/256,1,5,"[5.7460201396643615,5.745187271109862,5.744945452033143,5.748006715792416,5.745199661568163]",5.745199661568163,"[5.74588327023089,5.74505286335122,5.744809321108241,5.74807162209299,5.745063120365922]",5.745063120365922,"[0.022445391170563912,0.022442137777772896,0.022441193172004464,0.022453151233564124,0.022442186178000638]",0.022442186178000638
03-inline,scan_grain/k6/native/decode/65536,1,5,"[1558.1378919279741,1557.906937958631,1558.1094285078918,1558.596886813431,1557.6346008449818]",1558.1094285078918,"[1558.1016010669655,1557.871091839269,1558.0729152764347,1558.7857460527105,1557.599266177978]",1558.0729152764347,"[0.02377529742321738,0.02377177334531603,0.023774863105894346,0.02378230112935533,0.023767617810744962]",0.023774863105894346
03-inline,scan_grain/k6/native/decode/8192,1,5,"[156.84022170398094,156.6125729614623,156.60671582438064,156.78498667709144,157.01166260014443]",156.78498667709144,"[156.8402980915275,156.608946793833,156.60306044963005,156.78472606017513,157.00802969227027]",156.78472606017513,"[0.019145534875974236,0.019117745722834752,0.01911703074028084,0.019138792318980885,0.019166462719744193]",0.019138792318980885
03-inline,scan_grain/k6/native/encode/256,1,5,"[5.581735428054444,5.5837763803924565,5.586301491225809,5.58152335929042,5.581703821268339]",5.581735428054444,"[5.581601418475056,5.583643647853475,5.586169317396233,5.581706694616165,5.581650345141122]",5.581706694616165,"[0.02180365401583767,0.021811626485908033,0.021821490200100817,0.021802825622228204,0.021803530551829448]",0.02180365401583767
03-inline,scan_grain/k6/native/encode/65536,1,5,"[1225.8464017373822,1225.805418848614,1226.2375081002428,1225.963675849854,1225.8695202900046]",1225.8695202900046,"[1225.817538576257,1225.8112510292967,1226.4402157722827,1225.9341646658393,1225.8405520421138]",1225.8405520421138,"[0.018704931667135348,0.018704306317880465,0.01871089947662724,0.01870672112808005,0.018705284428253244]",0.018705284428253244
03-inline,scan_grain/k6/native/encode/8192,1,5,"[151.16109645487393,151.25025807722199,151.1003828415953,151.23264173687545,151.59946631578615]",151.23264173687545,"[151.15752124666594,151.24666339158998,151.09680546940203,151.22908817057257,151.59889713896766]",151.22908817057257,"[0.018452282282089102,0.018463166269192137,0.01844487095234317,0.01846101583702093,0.01850579422800124]",0.01846101583702093
03-inline,scan_grain/k6/predecessor256/decode/256,1,5,"[6.206216531638413,6.201399212079852,6.206581788517729,6.206581432950039,6.201427746384612]",6.206216531638413,"[6.206068704385474,6.201252184847268,6.206433161233698,6.206571477056296,6.2012810747173495]",6.206068704385474,"[0.02424303332671255,0.024224215672186918,0.024244460111397376,0.024244458722461087,0.024224327134314893]",0.02424303332671255
03-inline,scan_grain/k6/predecessor256/decode/65536,1,5,"[1492.2397172783983,1488.888465468765,1491.1784893127694,1490.58886144936,1487.6257131908587]",1490.58886144936,"[1492.3397768887162,1488.9052201292886,1491.198863153244,1490.553712850803,1487.5906071710897]",1490.553712850803,"[0.022769771076635716,0.022718635032177196,0.02275357802296096,0.02274458101576782,0.022699366961530437]",0.02274458101576782
03-inline,scan_grain/k6/predecessor256/decode/8192,1,5,"[183.52373492869364,183.6209548549597,183.58429566654823,183.50267511578193,183.51495519607474]",183.52373492869364,"[183.51941328515136,183.6215950987202,183.5800133821337,183.49832985653086,183.51063880015076]",183.51941328515136,"[0.0224027996739128,0.022414667340693323,0.022410192342107938,0.022400228895969477,0.022401727929208342]",0.0224027996739128
03-inline,scan_grain/k6/predecessor256/encode/256,1,5,"[5.235881241791413,5.236931940076665,5.23547556879811,5.236122388111052,5.23545815184435]",5.235881241791413,"[5.235754912814881,5.236960868667836,5.2353428112449505,5.235997703652555,5.235333766391365]",5.235754912814881,"[0.020452661100747706,0.02045676539092447,0.02045107644061762,0.020453603078558796,0.020451008405641992]",0.020452661100747706
03-inline,scan_grain/k6/predecessor256/encode/65536,1,5,"[1312.353516063805,1312.1027110012733,1311.9347712124684,1311.8989178461768,1311.9009024189634]",1311.9347712124684,"[1312.3672208484186,1312.071276117753,1311.9032239945652,1311.9067250796224,1311.8698232605448]",1311.9067250796224,"[0.020024925477047806,0.02002109849550283,0.02001853593769025,0.02001798885873683,0.020018019140914358]",0.02001853593769025
03-inline,scan_grain/k6/predecessor256/encode/8192,1,5,"[160.0319531891276,160.02688139992316,159.3502010831403,159.3292810990986,159.45306072848425]",159.45306072848425,"[160.0281378830343,160.02619583711328,159.34640411968334,159.32807964451558,159.46256689390742]",159.46256689390742,"[0.01953515053578218,0.019534531420889057,0.019451928843156777,0.01944937513416731,0.019464484952207546]",0.019464484952207546
04-inline,bulk/series/neon/local/k4/h0/u8/decode,1,5,"[1419.0428078718019,1419.32809900587,1418.9015418948825,1419.1196591600758,1418.9604990870598]",1419.0428078718019,"[1419.009068778256,1419.3434773774427,1418.8685331711915,1419.1252992488369,1418.927287481506]",1419.009068778256,"[0.17322299900778831,0.17325782458567748,0.17320575462584017,0.1732323802685639,0.17321295154871336]",0.17322299900778831
04-inline,bulk/series/neon/local/k4/h0/u8/encode,1,5,"[1382.3545921390398,1381.454829152672,1382.631996839817,1382.5477977483497,1381.8477187438425]",1382.3545921390398,"[1382.3219237618348,1381.4631048770357,1382.912265455717,1382.5158206604594,1381.815879912791]",1382.3219237618348,"[0.16874445704822266,0.16863462269930077,0.16877831992673548,0.16876804171732782,0.16868258285447296]",0.16874445704822266
04-inline,bulk/series/neon/striped/k4/h0/u8/decode,1,5,"[133.17933721268628,133.61929400032756,130.37778758277636,129.92574953849305,130.8085874664411]",130.8085874664411,"[133.17596174197888,133.63802331176856,130.38069017117903,129.92272625641905,130.80547910505987]",130.80547910505987,"[0.016257243312095496,0.01631094897464936,0.01591525727328813,0.015860076847960574,0.015967845149712053]",0.015967845149712053
04-inline,bulk/series/neon/striped/k4/h0/u8/encode,1,5,"[94.5774820761126,94.57071714495314,94.68649639086448,94.61969557133148,94.58462862571346]",94.58462862571346,"[94.57523296306812,94.57063730267743,94.68429193534892,94.61746134415002,94.58239845833425]",94.58239845833425,"[0.011545102792494212,0.011544276995233537,0.011558410203962949,0.0115502558070473,0.01154597517403729]",0.01154597517403729
04-inline,bulk/series/neon/striped/k6/h0/u8/decode,1,5,"[159.05022804405027,159.14004285454388,159.1208003249122,159.1109876618118,158.8536713458132]",159.1109876618118,"[159.04664983005273,159.14104186019793,159.11706105596815,159.1119493215769,158.84991573814355]",159.1119493215769,"[0.019415311040533484,0.019426274762517567,0.019423925820912135,0.01942272798606101,0.019391317302955714]",0.01942272798606101
04-inline,bulk/series/neon/striped/k6/h0/u8/encode,1,5,"[174.46085284515115,174.5997080737863,174.37721823863026,174.3500911330531,174.3681600136194]",174.37721823863026,"[174.46446812339195,174.6031731328412,174.37310974026067,174.3460176857455,174.36399643472112]",174.37310974026067,"[0.021296490825824115,0.021313440926975867,0.021286281523270296,0.02128297010901527,0.021285175782912526]",0.021286281523270296
04-inline,scan_grain/k4/bound/decode/256,1,5,"[4.8927883483759524,4.8825456688174675,4.87747949030708,4.89250060206081,4.887979682219423]",4.887979682219423,"[4.893064713317096,4.882427944893114,4.877364419707875,4.892385182346606,4.8878641926808415]",4.8878641926808415,"[0.01911245448584356,0.019072444018818233,0.019052654259012036,0.019111330476800036,0.019093670633669617]",0.019093670633669617
04-inline,scan_grain/k4/bound/decode/65536,1,5,"[1180.3098848400934,1187.2529803113723,1184.397892675018,1188.2122015467257,1186.6287021714918]",1186.6287021714918,"[1180.282006687122,1187.2253047851107,1184.3704704333413,1188.1842558509304,1186.600655161987]",1186.600655161987,"[0.018010099561158656,0.018116042790395696,0.018072477610397618,0.018130679344890224,0.01810651706194293]",0.01810651706194293
04-inline,scan_grain/k4/bound/decode/8192,1,5,"[127.89522473925332,133.556353064564,131.91763546360485,130.2144204128904,129.98418609100247]",130.2144204128904,"[127.93025857749419,133.55324596791144,131.91455398906314,130.21134747898972,129.9870420919343]",130.21134747898972,"[0.015612210051178382,0.016303265754951664,0.016103226985303327,0.01589531499180791,0.015867210216186825]",0.01589531499180791
04-inline,scan_grain/k4/bound/encode/256,1,5,"[7.844594719556813,7.884612942119415,7.869115742239651,7.838564874038612,7.851848984021962]",7.851848984021962,"[7.844409107012309,7.88473594107861,7.869316618244326,7.839962093144422,7.851663260055605]",7.851663260055605,"[0.030642948123268798,0.030799269305153965,0.030738733368123636,0.030619394039213325,0.03067128509383579]",0.03067128509383579
04-inline,scan_grain/k4/bound/encode/65536,1,5,"[922.8636351654158,923.1409648082245,923.1034400948964,923.18022933966,923.0717279557092]",923.1034400948964,"[922.8420192447196,923.1191775402018,923.1151575064899,923.1838803203069,923.0497561614499]",923.1151575064899,"[0.014081781542441036,0.014086013256961431,0.014085440675276128,0.014086612386164245,0.014084956786433553]",0.014085440675276128
04-inline,scan_grain/k4/bound/encode/8192,1,5,"[93.3814117961038,93.43728716306379,93.3804323458768,93.3181465172138,93.28906725380298]",93.3804323458768,"[93.37921937548963,93.43510808645094,93.38253936489949,93.31597010943432,93.28970776634323]",93.37921937548963,"[0.011399098119641578,0.011405918843147435,0.01139897855784629,0.011391375307277076,0.011387825592505247]",0.01139897855784629
04-inline,scan_grain/k4/native/decode/256,1,5,"[4.849761259635224,4.842506918097718,4.849986137165177,4.838527831292865,4.833731574140641]",4.842506918097718,"[4.849645983949119,4.84283724589089,4.850081623629959,4.838412002068415,4.833617128779166]",4.84283724589089,"[0.018944379920450095,0.01891604264881921,0.018945258348301474,0.018900499340987753,0.018881763961486882]",0.01891604264881921
04-inline,scan_grain/k4/native/decode/65536,1,5,"[1175.673913407589,1176.9713591826473,1180.4753873209909,1182.409680931248,1176.23006448371]",1176.9713591826473,"[1175.6454903277784,1176.9439242960004,1180.4765095054902,1182.382078552694,1176.225391507236]",1176.9439242960004,"[0.01793936025097029,0.01795915770237194,0.018012624928603983,0.018042139906787845,0.017947846442927705]",0.01795915770237194
04-inline,scan_grain/k4/native/decode/8192,1,5,"[133.67559227071814,134.14802861649696,135.59940438101705,133.87647695650287,130.7864384142624]",133.87647695650287,"[133.67535231193224,134.15450750756918,135.598050194285,133.87664622993194,130.78337847278476]",133.87664622993194,"[0.016317821322109148,0.01637549177447473,0.01655266166760462,0.016342343378479354,0.015965141407991015]",0.016342343378479354
04-inline,scan_grain/k4/native/encode/256,1,5,"[3.0672777194565803,3.0626497477355126,3.062467034077884,3.069244575663638,3.0647767906584846]",3.0647767906584846,"[3.0675877936080957,3.0625760311671777,3.0623944570016164,3.069170771445174,3.0646935198601284]",3.0646935198601284,"[0.011981553591627265,0.011963475577091846,0.011962761851866734,0.011989236623686084,0.011971784338509706]",0.011971784338509706
04-inline,scan_grain/k4/native/encode/65536,1,5,"[887.1488474929433,886.5451091514446,888.8005794302263,888.8461460265828,888.9188289410137]",888.8005794302263,"[887.1285166081141,886.5237490145324,888.7796132050595,888.8253576968335,889.0086279202031]",888.7796132050595,"[0.013536817130934806,0.013527604814932929,0.013562020560153602,0.0135627158512357,0.01356382490449545]",0.013562020560153602
04-inline,scan_grain/k4/native/encode/8192,1,5,"[86.9761167433115,86.9210574905792,86.93134167816018,86.96216573911896,86.92730062071885]",86.93134167816018,"[86.97404602668253,86.92103146730932,86.92928954960722,86.96019663749607,86.92708623761435]",86.92928954960722,"[0.010617201750892518,0.010610480650705469,0.010611736044697288,0.010615498747451046,0.010611242751552594]",0.010611736044697288
04-inline,scan_grain/k4/predecessor256/decode/256,1,5,"[4.030638226823055,4.030439174435001,4.038782261894191,4.044466152826647,4.027506172474075]",4.030638226823055,"[4.030541678031886,4.0303430881564895,4.038686753745834,4.0444582901716934,4.027488365869248]",4.030541678031886,"[0.01574468057352756,0.015743903025136723,0.015776493210524184,0.015798695909479094,0.015732445986226855]",0.01574468057352756
