condition,family,variant,bytes,k,stride,train,ahead,rep,n,p10,median,p90
isolated,mlp,base,16384,1,0,0,0,0,3,1.39534,1.40584,1.40584
isolated,mlp,base,16384,1,0,0,0,1,3,1.40196,1.40436,1.40436
isolated,mlp,base,16384,2,0,0,0,0,3,0.700443,0.700801,0.700801
isolated,mlp,base,16384,2,0,0,0,1,3,0.70118,0.701793,0.701793
isolated,mlp,base,16384,4,0,0,0,0,3,0.350303,0.351091,0.351091
isolated,mlp,base,16384,4,0,0,0,1,3,0.350461,0.350933,0.350933
isolated,mlp,base,16384,8,0,0,0,0,3,0.217277,0.217907,0.217907
isolated,mlp,base,16384,8,0,0,0,1,3,0.215899,0.219255,0.219255
isolated,mlp,base,16384,12,0,0,0,0,3,0.201333,0.201575,0.201575
isolated,mlp,base,16384,12,0,0,0,1,3,0.201295,0.201626,0.201626
isolated,mlp,base,16384,16,0,0,0,0,3,0.374458,0.375346,0.375346
isolated,mlp,base,16384,16,0,0,0,1,3,0.374354,0.375058,0.375058
isolated,mlp,base,16384,24,0,0,0,0,3,0.340051,0.340566,0.340566
isolated,mlp,base,16384,24,0,0,0,1,3,0.34024,0.340429,0.340429
isolated,mlp,base,16384,32,0,0,0,0,3,0.38522,0.385928,0.385928
isolated,mlp,base,16384,32,0,0,0,1,3,0.385544,0.385929,0.385929
isolated,mlp,base,16384,48,0,0,0,0,3,0.455452,0.456686,0.456686
isolated,mlp,base,16384,48,0,0,0,1,3,0.455203,0.456205,0.456205
isolated,mlp,base,16384,64,0,0,0,0,3,0.472628,0.472649,0.472649
isolated,mlp,base,16384,64,0,0,0,1,3,0.47259,0.47367,0.47367
isolated,mlp,base,524288,1,0,0,0,0,3,8.51329,8.81534,8.81534
isolated,mlp,base,524288,1,0,0,0,1,3,6.82981,6.9992,6.9992
isolated,mlp,base,524288,2,0,0,0,0,3,3.44418,3.50721,3.50721
isolated,mlp,base,524288,2,0,0,0,1,3,3.33083,3.34552,3.34552
