input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:metadata_bytes,counter:selected_blocks,counter:original_blocks,counter:body_bytes,counter:issued_bytes,counter:blocks_per_call,counter:output_body_bytes
zen5,count/random4096/tuple_checkpoint2/cp64/point/shared/scan,1,5,"[389614.72222196235,392588.11111114116,388580.8888889465,389521.4444441643,389794.1666666485]",389614.72222196235,"[389631.9444404778,392597.55555399857,388604.66666948114,390780.8333312662,389804.72222268267]",389804.72222268267,,,8448.0,4096.0,4096.0,160473.0,,,
zen5,count/random4096/tuple_checkpoint2/cp64/point/shared/sparse17,1,5,"[23218.42192691368,23211.843853822647,23233.84053155405,23197.428571430002,23262.076411963775]",23218.42192691368,"[23284.435216006397,23212.50830568126,23348.853820770637,23198.02325568754,23263.504983463336]",23263.504983463336,,,8448.0,241.0,4096.0,160473.0,,,
zen5,count/random4096/tuple_folded2/cp16/buffered16/shared/crossing15,1,5,"[124.54565622520317,125.78855266664091,124.69136569348025,126.13410240482571,125.9125920667506]",125.78855266664091,"[124.5532877813035,125.80220072838124,124.70485402415429,126.14917028971921,126.28194161148961]",125.80220072838124,,,9216.0,2.0,4096.0,160473.0,,,
zen5,count/random4096/tuple_folded2/cp16/buffered16/shared/last,1,5,"[107.20104570740284,107.4428617427324,107.14063386445929,107.12852082989241,107.18187951355068]",107.18187951355068,"[107.21101212763944,107.8182124855038,107.14983363698536,107.14109385260622,107.19215259356875]",107.19215259356875,,,9216.0,1.0,4096.0,160473.0,,,
zen5,count/random4096/tuple_folded2/cp16/buffered16/shared/masked25,1,5,"[40584.35672513167,40712.01754381201,40589.79532161581,40640.73684212257,40747.40350872271]",40640.73684212257,"[40584.59064269795,40712.017543313385,40711.66666650689,40686.754385987704,40747.456140659204]",40711.66666650689,,,9216.0,984.0,4096.0,160473.0,,,
zen5,count/random4096/tuple_folded2/cp16/buffered16/shared/range37,1,5,"[1237.2632978735278,1238.4335106380427,1238.5542553194355,1239.9317375901578,1239.6446808521248]",1238.5542553194355,"[1237.3625886442476,1238.5663120580216,1238.6817375988571,1240.045212769293,1243.1533688041259]",1238.6817375988571,,,9216.0,37.0,4096.0,160473.0,,,
zen5,count/random4096/tuple_folded2/cp16/buffered16/shared/scan,1,5,"[128560.64814815017,128611.96296293437,128516.57407411367,128478.61111129921,128681.22222213456]",128560.64814815017,"[128562.29629623731,128975.83333268712,128529.35185281711,128486.00000047049,128689.90740731465]",128562.29629623731,,,9216.0,4096.0,4096.0,160473.0,,,
zen5,count/random4096/tuple_folded2/cp16/buffered16/shared/sparse17,1,5,"[14033.744979931691,14080.875502003095,14031.696787162353,14037.17871485593,14079.630522094549]",14037.17871485593,"[14034.769076416234,14082.138554237963,14032.801204738933,14038.242971786618,14080.612449751094]",14038.242971786618,,,9216.0,241.0,4096.0,160473.0,,,
zen5,count/random4096/tuple_folded2/cp16/native16/shared/crossing15,1,5,"[94.25200194121422,94.12488878094952,95.23504273508875,94.04481112997352,95.17289492839613]",94.25200194121422,"[94.26036021543986,94.1317506537829,95.24434468416976,94.0542344088868,95.44669578517089]",94.26036021543986,,,9216.0,2.0,4096.0,160473.0,,,
zen5,count/random4096/tuple_folded2/cp16/native16/shared/last,1,5,"[99.29854472825684,99.54538450568226,99.65080610633348,99.46932515326094,99.05786845479935]",99.46932515326094,"[99.30967327757779,99.82743615262113,99.6612212871706,99.48045370197363,99.06598658874141]",99.48045370197363,,,9216.0,1.0,4096.0,160473.0,,,
zen5,count/random4096/tuple_folded2/cp16/native16/shared/masked25,1,5,"[33615.2211538513,33686.95192307314,33605.8942307542,33600.269230732876,33741.90384615343]",33615.2211538513,"[33615.55288487003,33687.28365416019,33607.37980802224,33601.80288489381,33907.96153833155]",33615.55288487003,,,9216.0,984.0,4096.0,160473.0,,,
zen5,count/random4096/tuple_folded2/cp16/native16/shared/range37,1,5,"[1177.923854446677,1178.35326819592,1176.822102427321,1176.8859501337179,1176.9770889486915]",1176.9770889486915,"[1178.016340973051,1178.4492924542462,1176.9162735767857,1176.9802897617712,1177.0746293826423]",1177.0746293826423,,,9216.0,37.0,4096.0,160473.0,,,
zen5,count/random4096/tuple_folded2/cp16/native16/shared/scan,1,5,"[121791.50877176327,121708.50877193891,121727.63157916746,121805.7017544588,121772.035087562]",121772.035087562,"[121795.70175400538,121709.91228007902,121733.57894776895,121813.07017487455,121775.17543988327]",121775.17543988327,,,9216.0,4096.0,4096.0,160473.0,,,
zen5,count/random4096/tuple_folded2/cp16/native16/shared/sparse17,1,5,"[8897.493622453345,8915.554846933066,8924.9298469384,8908.654336747133,8921.028061232078]",8915.554846933066,"[8897.965561313218,8916.192602087875,8925.248724470488,8909.25382643858,8921.52423462017]",8916.192602087875,,,9216.0,241.0,4096.0,160473.0,,,
