scope,corpus,name,partition,weighting,corpus_windows,occurrence_weight_within_corpus,model,scan,byte_scope,metadata_bytes,suffix_bytes,plain_bytes,minimum_saving_bytes,windows,actual_body_bytes_sum,predicted_body_bytes_sum,actual_total_bytes_sum,predicted_total_bytes_sum,predicted_conversions,actual_beneficial_windows,false_conversions,missed_savings_windows,false_conversion_excess_bytes,missed_savings_bytes,excess_actual_bytes_over_best,chosen_actual_bytes,best_actual_bytes,near_crossover_windows,near_false_conversions,near_missed_savings_windows,near_excess_actual_bytes_over_best,signed_error_mean_bytes,mae_bytes,p95_absolute_error_bytes,max_absolute_error_bytes,min_signed_error_bytes,max_signed_error_bytes,near_signed_error_mean_bytes,near_mae_bytes,near_p95_absolute_error_bytes,near_max_absolute_error_bytes,near_min_signed_error_bytes,near_max_signed_error_bytes,actual_total_bytes_mean,predicted_total_bytes_mean,false_conversion_fraction,missed_savings_fraction,mean_excess_actual_bytes_over_best
archive,msmarco-keyset,of,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,readable_extent,1024,64,8192,0,135,1018566,1014280,1165446,1161160,4,2,2,0,324,0,324,1105038,1104714,92,2,0,324,-31.748148148148147,97.91111111111111,253,347,-347,285,-21.25,99.29347826086956,247,347,-347,285,8632.933333333332,8601.185185185184,0.014814814814814815,0.0,2.4
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,aligned_allocation,512,64,8192,0,135,974118,969072,1056576,1050944,133,133,0,0,0,0,0,1056512,1056512,96,0,0,0,-37.37777777777778,37.407407407407405,57,77,-77,2,-39.947916666666664,39.947916666666664,63,77,-77,-15,7826.488888888889,7784.77037037037,0.0,0.0,0.0
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,readable_extent,512,64,8192,0,135,974118,969072,1051878,1046832,135,134,1,0,5,0,5,1051878,1051873,77,1,0,5,-37.37777777777778,37.407407407407405,57,77,-77,2,-41.27272727272727,41.27272727272727,63,67,-67,-16,7791.688888888889,7754.311111111111,0.007407407407407408,0.0,0.037037037037037035
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,aligned_allocation,1024,64,8192,0,135,974118,969072,1125696,1120064,50,39,11,0,0,0,0,1102080,1102080,134,11,0,0,-37.37777777777778,37.407407407407405,57,77,-77,2,-37.156716417910445,37.1865671641791,57,77,-77,2,8338.488888888889,8296.77037037037,0.08148148148148149,0.0,0.0
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,readable_extent,1024,64,8192,0,135,974118,969072,1120998,1115952,70,58,12,0,188,0,188,1100260,1100072,134,12,0,188,-37.37777777777778,37.407407407407405,57,77,-77,2,-37.156716417910445,37.1865671641791,57,77,-77,2,8303.68888888889,8266.31111111111,0.08888888888888889,0.0,1.3925925925925926
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,aligned_allocation,512,64,8192,0,135,974118,965360,1056576,1046720,133,133,1,1,64,128,192,1056704,1056512,96,1,1,192,-64.87407407407407,101.61481481481482,218,320,-320,203,-68.42708333333333,100.40625,218,320,-320,143,7826.488888888889,7753.481481481482,0.007407407407407408,0.007407407407407408,1.4222222222222223
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,readable_extent,512,64,8192,0,135,974118,965360,1051878,1043120,135,134,1,0,5,0,5,1051878,1051873,77,1,0,5,-64.87407407407407,101.61481481481482,218,320,-320,203,-71.55844155844156,102.7012987012987,235,320,-320,143,7791.688888888889,7726.814814814815,0.007407407407407408,0.0,0.037037037037037035
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,aligned_allocation,1024,64,8192,0,135,974118,965360,1125696,1115840,54,39,20,5,704,320,1024,1103104,1102080,134,20,5,1024,-64.87407407407407,101.61481481481482,218,320,-320,203,-64.72388059701493,101.73880597014926,218,320,-320,203,8338.488888888889,8265.481481481482,0.14814814814814814,0.037037037037037035,7.5851851851851855
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,readable_extent,1024,64,8192,0,135,974118,965360,1120998,1112240,62,58,11,7,554,283,837,1100909,1100072,134,11,7,837,-64.87407407407407,101.61481481481482,218,320,-320,203,-64.72388059701493,101.73880597014926,218,320,-320,203,8303.68888888889,8238.814814814816,0.08148148148148149,0.05185185185185185,6.2
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,aligned_allocation,512,64,8192,0,135,974118,969236,1056576,1051136,133,133,0,0,0,0,0,1056512,1056512,96,0,0,0,-36.162962962962965,36.162962962962965,53,67,-67,-6,-38.1875,38.1875,53,67,-67,-7,7826.488888888889,7786.1925925925925,0.0,0.0,0.0
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,readable_extent,512,64,8192,0,135,974118,969236,1051878,1046996,135,134,1,0,5,0,5,1051878,1051873,77,1,0,5,-36.162962962962965,36.162962962962965,53,67,-67,-6,-40.064935064935064,40.064935064935064,55,67,-67,-16,7791.688888888889,7755.525925925926,0.007407407407407408,0.0,0.037037037037037035
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,aligned_allocation,1024,64,8192,0,135,974118,969236,1125696,1120256,50,39,11,0,0,0,0,1102080,1102080,134,11,0,0,-36.162962962962965,36.162962962962965,53,67,-67,-6,-36.007462686567166,36.007462686567166,52,67,-67,-6,8338.488888888889,8298.192592592593,0.08148148148148149,0.0,0.0
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,readable_extent,1024,64,8192,0,135,974118,969236,1120998,1116116,70,58,12,0,167,0,167,1100239,1100072,134,12,0,167,-36.162962962962965,36.162962962962965,53,67,-67,-6,-36.007462686567166,36.007462686567166,52,67,-67,-6,8303.68888888889,8267.525925925926,0.08888888888888889,0.0,1.237037037037037
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,aligned_allocation,512,64,8192,0,135,974118,965232,1056576,1046976,133,133,1,1,0,128,128,1056640,1056512,96,1,1,128,-65.82222222222222,99.74814814814815,207,328,-328,179,-68.42708333333333,98.73958333333333,207,328,-328,134,7826.488888888889,7755.377777777778,0.007407407407407408,0.007407407407407408,0.9481481481481482
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,readable_extent,512,64,8192,0,135,974118,965232,1051878,1042992,135,134,1,0,5,0,5,1051878,1051873,77,1,0,5,-65.82222222222222,99.74814814814815,207,328,-328,179,-73.53246753246754,102.28571428571429,213,328,-328,134,7791.688888888889,7725.866666666667,0.007407407407407408,0.0,0.037037037037037035
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,aligned_allocation,1024,64,8192,0,135,974118,965232,1125696,1116096,53,39,19,5,640,320,960,1103040,1102080,134,19,5,960,-65.82222222222222,99.74814814814815,207,328,-328,179,-65.91791044776119,100.09701492537313,207,328,-328,179,8338.488888888889,8267.377777777778,0.14074074074074075,0.037037037037037035,7.111111111111111
archive,msmarco-keyset,s,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,readable_extent,1024,64,8192,0,135,974118,965232,1120998,1112112,60,58,11,9,449,459,908,1100980,1100072,134,11,9,908,-65.82222222222222,99.74814814814815,207,328,-328,179,-65.91791044776119,100.09701492537313,207,328,-328,179,8303.68888888889,8237.866666666667,0.08148148148148149,0.06666666666666667,6.725925925925926
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,aligned_allocation,512,64,8192,0,135,120404,121649,202688,203648,135,135,0,0,0,0,0,202688,202688,0,0,0,0,9.222222222222221,9.562962962962963,19,21,-10,21,,,,,,,1501.3925925925926,1508.5037037037036,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,readable_extent,512,64,8192,0,135,120404,121649,198164,199409,135,135,0,0,0,0,0,198164,198164,0,0,0,0,9.222222222222221,9.562962962962963,19,21,-10,21,,,,,,,1467.8814814814814,1477.1037037037038,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,aligned_allocation,1024,64,8192,0,135,120404,121649,271808,272768,135,135,0,0,0,0,0,271808,271808,0,0,0,0,9.222222222222221,9.562962962962963,19,21,-10,21,,,,,,,2013.3925925925926,2020.5037037037036,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,readable_extent,1024,64,8192,0,135,120404,121649,267284,268529,135,135,0,0,0,0,0,267284,267284,0,0,0,0,9.222222222222221,9.562962962962963,19,21,-10,21,,,,,,,1979.8814814814814,1989.1037037037038,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,aligned_allocation,512,64,8192,0,135,120404,120992,202688,202560,135,135,0,0,0,0,0,202688,202688,0,0,0,0,4.355555555555555,72.99259259259259,187,224,-213,224,,,,,,,1501.3925925925926,1500.4444444444443,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,readable_extent,512,64,8192,0,135,120404,120992,198164,198752,135,135,0,0,0,0,0,198164,198164,0,0,0,0,4.355555555555555,72.99259259259259,187,224,-213,224,,,,,,,1467.8814814814814,1472.237037037037,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,aligned_allocation,1024,64,8192,0,135,120404,120992,271808,271680,135,135,0,0,0,0,0,271808,271808,0,0,0,0,4.355555555555555,72.99259259259259,187,224,-213,224,,,,,,,2013.3925925925926,2012.4444444444443,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,readable_extent,1024,64,8192,0,135,120404,120992,267284,267872,135,135,0,0,0,0,0,267284,267284,0,0,0,0,4.355555555555555,72.99259259259259,187,224,-213,224,,,,,,,1979.8814814814814,1984.237037037037,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,aligned_allocation,512,64,8192,0,135,120404,121363,202688,203520,135,135,0,0,0,0,0,202688,202688,0,0,0,0,7.103703703703704,7.4,15,18,-7,18,,,,,,,1501.3925925925926,1507.5555555555557,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,readable_extent,512,64,8192,0,135,120404,121363,198164,199123,135,135,0,0,0,0,0,198164,198164,0,0,0,0,7.103703703703704,7.4,15,18,-7,18,,,,,,,1467.8814814814814,1474.9851851851852,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,aligned_allocation,1024,64,8192,0,135,120404,121363,271808,272640,135,135,0,0,0,0,0,271808,271808,0,0,0,0,7.103703703703704,7.4,15,18,-7,18,,,,,,,2013.3925925925926,2019.5555555555557,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,readable_extent,1024,64,8192,0,135,120404,121363,267284,268243,135,135,0,0,0,0,0,267284,267284,0,0,0,0,7.103703703703704,7.4,15,18,-7,18,,,,,,,1979.8814814814814,1986.9851851851852,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,aligned_allocation,512,64,8192,0,135,120404,120600,202688,201984,135,135,0,0,0,0,0,202688,202688,0,0,0,0,1.451851851851852,72.85925925925926,187,232,-221,232,,,,,,,1501.3925925925926,1496.1777777777777,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,readable_extent,512,64,8192,0,135,120404,120600,198164,198360,135,135,0,0,0,0,0,198164,198164,0,0,0,0,1.451851851851852,72.85925925925926,187,232,-221,232,,,,,,,1467.8814814814814,1469.3333333333333,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,aligned_allocation,1024,64,8192,0,135,120404,120600,271808,271104,135,135,0,0,0,0,0,271808,271808,0,0,0,0,1.451851851851852,72.85925925925926,187,232,-221,232,,,,,,,2013.3925925925926,2008.1777777777777,0.0,0.0,0.0
archive,msmarco-keyset,services,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,readable_extent,1024,64,8192,0,135,120404,120600,267284,267480,135,135,0,0,0,0,0,267284,267284,0,0,0,0,1.451851851851852,72.85925925925926,187,232,-221,232,,,,,,,1979.8814814814814,1981.3333333333333,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,aligned_allocation,512,64,8192,0,135,218383,219950,300480,301696,135,135,0,0,0,0,0,300480,300480,0,0,0,0,11.607407407407408,12.08148148148148,24,28,-13,28,,,,,,,2225.777777777778,2234.785185185185,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,readable_extent,512,64,8192,0,135,218383,219950,296143,297710,135,135,0,0,0,0,0,296143,296143,0,0,0,0,11.607407407407408,12.08148148148148,24,28,-13,28,,,,,,,2193.651851851852,2205.259259259259,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,aligned_allocation,1024,64,8192,0,135,218383,219950,369600,370816,135,135,0,0,0,0,0,369600,369600,0,0,0,0,11.607407407407408,12.08148148148148,24,28,-13,28,,,,,,,2737.777777777778,2746.785185185185,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,readable_extent,1024,64,8192,0,135,218383,219950,365263,366830,135,135,0,0,0,0,0,365263,365263,0,0,0,0,11.607407407407408,12.08148148148148,24,28,-13,28,,,,,,,2705.651851851852,2717.259259259259,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,aligned_allocation,512,64,8192,0,135,218383,220560,300480,302016,135,135,0,0,0,0,0,300480,300480,0,0,0,0,16.125925925925927,94.02222222222223,211,360,-211,360,,,,,,,2225.777777777778,2237.1555555555556,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,readable_extent,512,64,8192,0,135,218383,220560,296143,298320,135,135,0,0,0,0,0,296143,296143,0,0,0,0,16.125925925925927,94.02222222222223,211,360,-211,360,,,,,,,2193.651851851852,2209.777777777778,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,aligned_allocation,1024,64,8192,0,135,218383,220560,369600,371136,135,135,0,0,0,0,0,369600,369600,0,0,0,0,16.125925925925927,94.02222222222223,211,360,-211,360,,,,,,,2737.777777777778,2749.1555555555556,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,readable_extent,1024,64,8192,0,135,218383,220560,365263,367440,135,135,0,0,0,0,0,365263,365263,0,0,0,0,16.125925925925927,94.02222222222223,211,360,-211,360,,,,,,,2705.651851851852,2721.777777777778,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,aligned_allocation,512,64,8192,0,135,218383,219920,300480,301632,135,135,0,0,0,0,0,300480,300480,0,0,0,0,11.385185185185184,11.74074074074074,23,31,-8,31,,,,,,,2225.777777777778,2234.311111111111,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,readable_extent,512,64,8192,0,135,218383,219920,296143,297680,135,135,0,0,0,0,0,296143,296143,0,0,0,0,11.385185185185184,11.74074074074074,23,31,-8,31,,,,,,,2193.651851851852,2205.037037037037,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,aligned_allocation,1024,64,8192,0,135,218383,219920,369600,370752,135,135,0,0,0,0,0,369600,369600,0,0,0,0,11.385185185185184,11.74074074074074,23,31,-8,31,,,,,,,2737.777777777778,2746.311111111111,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,readable_extent,1024,64,8192,0,135,218383,219920,365263,366800,135,135,0,0,0,0,0,365263,365263,0,0,0,0,11.385185185185184,11.74074074074074,23,31,-8,31,,,,,,,2705.651851851852,2717.037037037037,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,aligned_allocation,512,64,8192,0,135,218383,220488,300480,302144,135,135,0,0,0,0,0,300480,300480,0,0,0,0,15.592592592592593,94.65925925925926,211,369,-211,369,,,,,,,2225.777777777778,2238.1037037037036,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,readable_extent,512,64,8192,0,135,218383,220488,296143,298248,135,135,0,0,0,0,0,296143,296143,0,0,0,0,15.592592592592593,94.65925925925926,211,369,-211,369,,,,,,,2193.651851851852,2209.2444444444445,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,aligned_allocation,1024,64,8192,0,135,218383,220488,369600,371264,135,135,0,0,0,0,0,369600,369600,0,0,0,0,15.592592592592593,94.65925925925926,211,369,-211,369,,,,,,,2737.777777777778,2750.1037037037036,0.0,0.0,0.0
archive,msmarco-keyset,system,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,readable_extent,1024,64,8192,0,135,218383,220488,365263,367368,135,135,0,0,0,0,0,365263,365263,0,0,0,0,15.592592592592593,94.65925925925926,211,369,-211,369,,,,,,,2705.651851851852,2721.2444444444445,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,aligned_allocation,512,64,8192,0,135,656830,655742,739072,737536,135,135,0,0,0,0,0,739072,739072,0,0,0,0,-8.059259259259258,9.837037037037037,22,35,-35,18,,,,,,,5474.607407407408,5463.22962962963,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,readable_extent,512,64,8192,0,135,656830,655742,734590,733502,135,135,0,0,0,0,0,734590,734590,0,0,0,0,-8.059259259259258,9.837037037037037,22,35,-35,18,,,,,,,5441.407407407408,5433.3481481481485,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,aligned_allocation,1024,64,8192,0,135,656830,655742,808192,806656,135,135,0,0,0,0,0,808192,808192,0,0,0,0,-8.059259259259258,9.837037037037037,22,35,-35,18,,,,,,,5986.607407407408,5975.22962962963,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,readable_extent,1024,64,8192,0,135,656830,655742,803710,802622,135,135,0,0,0,0,0,803710,803710,0,0,0,0,-8.059259259259258,9.837037037037037,22,35,-35,18,,,,,,,5953.407407407408,5945.3481481481485,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,aligned_allocation,512,64,8192,0,135,656830,657488,739072,738944,135,135,0,0,0,0,0,739072,739072,0,0,0,0,4.874074074074074,101.12592592592593,271,430,-341,430,,,,,,,5474.607407407408,5473.65925925926,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,readable_extent,512,64,8192,0,135,656830,657488,734590,735248,135,135,0,0,0,0,0,734590,734590,0,0,0,0,4.874074074074074,101.12592592592593,271,430,-341,430,,,,,,,5441.407407407408,5446.281481481482,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,aligned_allocation,1024,64,8192,0,135,656830,657488,808192,808064,135,135,0,0,0,0,0,808192,808192,0,0,0,0,4.874074074074074,101.12592592592593,271,430,-341,430,,,,,,,5986.607407407408,5985.65925925926,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,readable_extent,1024,64,8192,0,135,656830,657488,803710,804368,135,135,0,0,0,0,0,803710,803710,0,0,0,0,4.874074074074074,101.12592592592593,271,430,-341,430,,,,,,,5953.407407407408,5958.281481481482,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,aligned_allocation,512,64,8192,0,135,656830,659715,739072,741760,135,135,0,0,0,0,0,739072,739072,0,0,0,0,21.37037037037037,21.755555555555556,38,47,-14,47,,,,,,,5474.607407407408,5494.518518518518,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,readable_extent,512,64,8192,0,135,656830,659715,734590,737475,135,135,0,0,0,0,0,734590,734590,0,0,0,0,21.37037037037037,21.755555555555556,38,47,-14,47,,,,,,,5441.407407407408,5462.777777777777,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,aligned_allocation,1024,64,8192,0,135,656830,659715,808192,810880,135,135,0,0,0,0,0,808192,808192,0,0,0,0,21.37037037037037,21.755555555555556,38,47,-14,47,,,,,,,5986.607407407408,6006.518518518518,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,readable_extent,1024,64,8192,0,135,656830,659715,803710,806595,135,135,0,0,0,0,0,803710,803710,0,0,0,0,21.37037037037037,21.755555555555556,38,47,-14,47,,,,,,,5953.407407407408,5974.777777777777,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,aligned_allocation,512,64,8192,0,135,656830,661648,739072,743104,135,135,0,0,0,0,0,739072,739072,0,0,0,0,35.68888888888889,104.32592592592593,302,414,-309,414,,,,,,,5474.607407407408,5504.474074074074,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,readable_extent,512,64,8192,0,135,656830,661648,734590,739408,135,135,0,0,0,0,0,734590,734590,0,0,0,0,35.68888888888889,104.32592592592593,302,414,-309,414,,,,,,,5441.407407407408,5477.096296296297,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,aligned_allocation,1024,64,8192,0,135,656830,661648,808192,812224,135,135,0,0,0,0,0,808192,808192,0,0,0,0,35.68888888888889,104.32592592592593,302,414,-309,414,,,,,,,5986.607407407408,6016.474074074074,0.0,0.0,0.0
archive,msmarco-keyset,the,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,readable_extent,1024,64,8192,0,135,656830,661648,803710,808528,135,135,0,0,0,0,0,803710,803710,0,0,0,0,35.68888888888889,104.32592592592593,302,414,-309,414,,,,,,,5953.407407407408,5989.096296296297,0.0,0.0,0.0
archive,msmarco-keyset,to,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,aligned_allocation,512,64,8192,0,135,1159625,1157415,1241600,1239424,0,0,0,0,0,0,0,1105920,1105920,17,0,0,0,-16.37037037037037,21.703703703703702,57,82,-82,66,-52.294117647058826,52.294117647058826,82,82,-82,-4,9197.037037037036,9180.918518518518,0.0,0.0,0.0
archive,msmarco-keyset,to,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,readable_extent,512,64,8192,0,135,1159625,1157415,1237385,1235175,0,0,0,0,0,0,0,1105920,1105920,17,0,0,0,-16.37037037037037,21.703703703703702,57,82,-82,66,-52.294117647058826,52.294117647058826,82,82,-82,-4,9165.814814814816,9149.444444444445,0.0,0.0,0.0
archive,msmarco-keyset,to,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,aligned_allocation,1024,64,8192,0,135,1159625,1157415,1310720,1308544,0,0,0,0,0,0,0,1105920,1105920,0,0,0,0,-16.37037037037037,21.703703703703702,57,82,-82,66,,,,,,,9709.037037037036,9692.918518518518,0.0,0.0,0.0
archive,msmarco-keyset,to,train_family_comparison,window_occurrence,2160,0.0625,cheap,full,readable_extent,1024,64,8192,0,135,1159625,1157415,1306505,1304295,0,0,0,0,0,0,0,1105920,1105920,0,0,0,0,-16.37037037037037,21.703703703703702,57,82,-82,66,,,,,,,9677.814814814816,9661.444444444445,0.0,0.0,0.0
archive,msmarco-keyset,to,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,aligned_allocation,512,64,8192,0,135,1159625,1156664,1241600,1238208,0,0,0,0,0,0,0,1105920,1105920,17,0,0,0,-21.933333333333334,80.43703703703704,223,309,-309,254,-28.41176470588235,68.88235294117646,217,217,-217,129,9197.037037037036,9171.91111111111,0.0,0.0,0.0
archive,msmarco-keyset,to,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,readable_extent,512,64,8192,0,135,1159625,1156664,1237385,1234424,0,0,0,0,0,0,0,1105920,1105920,17,0,0,0,-21.933333333333334,80.43703703703704,223,309,-309,254,-28.41176470588235,68.88235294117646,217,217,-217,129,9165.814814814816,9143.881481481481,0.0,0.0,0.0
archive,msmarco-keyset,to,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,aligned_allocation,1024,64,8192,0,135,1159625,1156664,1310720,1307328,0,0,0,0,0,0,0,1105920,1105920,0,0,0,0,-21.933333333333334,80.43703703703704,223,309,-309,254,,,,,,,9709.037037037036,9683.91111111111,0.0,0.0,0.0
archive,msmarco-keyset,to,train_family_comparison,window_occurrence,2160,0.0625,cheap,sample32,readable_extent,1024,64,8192,0,135,1159625,1156664,1306505,1303544,0,0,0,0,0,0,0,1105920,1105920,0,0,0,0,-21.933333333333334,80.43703703703704,223,309,-309,254,,,,,,,9677.814814814816,9655.881481481481,0.0,0.0,0.0
archive,msmarco-keyset,to,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,aligned_allocation,512,64,8192,0,135,1159625,1160623,1241600,1242560,0,0,0,0,0,0,0,1105920,1105920,17,0,0,0,7.392592592592592,15.481481481481481,36,46,-46,37,-24.294117647058822,26.88235294117647,46,46,-46,22,9197.037037037036,9204.148148148148,0.0,0.0,0.0
archive,msmarco-keyset,to,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,readable_extent,512,64,8192,0,135,1159625,1160623,1237385,1238383,0,0,0,0,0,0,0,1105920,1105920,17,0,0,0,7.392592592592592,15.481481481481481,36,46,-46,37,-24.294117647058822,26.88235294117647,46,46,-46,22,9165.814814814816,9173.207407407408,0.0,0.0,0.0
archive,msmarco-keyset,to,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,aligned_allocation,1024,64,8192,0,135,1159625,1160623,1310720,1311680,0,0,0,0,0,0,0,1105920,1105920,0,0,0,0,7.392592592592592,15.481481481481481,36,46,-46,37,,,,,,,9709.037037037036,9716.148148148148,0.0,0.0,0.0
archive,msmarco-keyset,to,train_family_comparison,window_occurrence,2160,0.0625,quadrants,full,readable_extent,1024,64,8192,0,135,1159625,1160623,1306505,1307503,0,0,0,0,0,0,0,1105920,1105920,0,0,0,0,7.392592592592592,15.481481481481481,36,46,-46,37,,,,,,,9677.814814814816,9685.207407407408,0.0,0.0,0.0
archive,msmarco-keyset,to,train_family_comparison,window_occurrence,2160,0.0625,quadrants,sample32,aligned_allocation,512,64,8192,0,135,1159625,1159928,1241600,1241088,0,0,0,0,0,0,0,1105920,1105920,17,0,0,0,2.2444444444444445,76.12592592592593,199,269,-269,214,-4.411764705882353,65.82352941176471,201,201,-164,201,9197.037037037036,9193.244444444445,0.0,0.0,0.0
