host,family,context,change,seed,baseline_ns,candidate_ns,candidate_over_baseline,baseline_allocated_bytes,candidate_allocated_bytes
zen5,prefix,rows262144/equality_mismatch8,7-byte prefix,712367,7.018596649,7.567888896,1.0782624040773539,19136768,19136768
zen5,prefix,rows262144/equality_mismatch17,7-byte prefix,712367,4.775034163,7.1201636,1.491123069897919,19136768,19136768
zen5,prefix,rows262144/update_tuplepack_effects,7-byte prefix,712367,2.921027592,2.829196657,0.9685621131236475,19136768,19136768
zen5,prefix,rows262144/all_fields,9-byte prefix,712367,20.437580109,20.031999588,0.980155159327234,18612480,18612480
zen5,prefix,rows262144/scalar_tuplepack,9-byte prefix,712367,1.637226264,1.723514391,1.0527038497349686,18612480,18612480
zen5,prefix,rows262144/full_string_rare,9-byte prefix,712367,20.242036819,19.704143524,0.9734269184563922,18612480,18612480
zen5,prefix,rows262144/equality_mismatch7,9-byte prefix,712367,2.434641361,2.69947993,1.1087792942494086,18612480,18612480
zen5,prefix,rows262144/equality_mismatch8,9-byte prefix,712367,6.881139755,2.727597373,0.39638744017923233,18612480,18612480
zen5,prefix,rows262144/equality_mismatch17,9-byte prefix,712367,4.271094428,4.392456902,1.0284148421548316,18612480,18612480
zen5,prefix,rows262144/update_tuplepack_effects,9-byte prefix,712367,2.704711151,2.793332781,1.0327656540947947,18612480,18612480
zen5,prefix,rows262144/all_fields,63 to 64 padding,712367,20.437580109,20.081533432,0.9825788241513383,18612480,18874624
zen5,prefix,rows262144/scalar_tuplepack,63 to 64 padding,712367,1.637226264,1.729624541,1.0564358629174788,18612480,18874624
zen5,prefix,rows262144/full_string_rare,63 to 64 padding,712367,20.242036819,19.927303314,0.984451490340904,18612480,18874624
zen5,prefix,rows262144/equality_mismatch7,63 to 64 padding,712367,2.434641361,2.660267131,1.092673103157718,18612480,18874624
zen5,prefix,rows262144/equality_mismatch8,63 to 64 padding,712367,6.881139755,6.58986791,0.9576709883288803,18612480,18874624
zen5,prefix,rows262144/equality_mismatch17,63 to 64 padding,712367,4.271094428,4.32567003,1.0127778963729341,18612480,18874624
zen5,prefix,rows262144/update_tuplepack_effects,63 to 64 padding,712367,2.704711151,2.846798761,1.0525333767886698,18612480,18874624
zen5,prefix,rows262144/all_fields,rare byte plane,712367,20.818325043,20.738121033,0.9961474321380638,19136768,19136640
zen5,prefix,rows262144/scalar_tuplepack,rare byte plane,712367,1.802657214,1.735275615,0.9626209583959205,19136768,19136640
zen5,prefix,rows262144/full_string_rare,rare byte plane,712367,20.295862198,22.005786896,1.084249916624311,19136768,19136640
zen5,prefix,rows262144/equality_mismatch7,rare byte plane,712367,2.803084782,2.753093175,0.9821655030482771,19136768,19136640
zen5,prefix,rows262144/equality_mismatch8,rare byte plane,712367,7.018596649,6.678941727,0.9516064337379476,19136768,19136640
zen5,prefix,rows262144/equality_mismatch17,rare byte plane,712367,4.775034163,4.452801175,0.9325171345376195,19136768,19136640
zen5,prefix,rows262144/update_tuplepack_effects,rare byte plane,712367,2.921027592,2.836487906,0.9710582377819592,19136768,19136640
zen5,prefix,rows262144/all_fields,separate prefix,712367,20.437580109,20.786260605,1.0170607525030055,18612480,18612352
zen5,prefix,rows262144/scalar_tuplepack,separate prefix,712367,1.637226264,1.697231127,1.0366503178695647,18612480,18612352
zen5,prefix,rows262144/full_string_rare,separate prefix,712367,20.242036819,27.302259445,1.3487901286382895,18612480,18612352
zen5,prefix,rows262144/equality_mismatch7,separate prefix,712367,2.434641361,1.926959038,0.7914755203240794,18612480,18612352
zen5,prefix,rows262144/equality_mismatch8,separate prefix,712367,6.881139755,6.996802012,1.0168085900182389,18612480,18612352
zen5,prefix,rows262144/equality_mismatch17,separate prefix,712367,4.271094428,3.979883957,0.9318183018640581,18612480,18612352
zen5,prefix,rows262144/update_tuplepack_effects,separate prefix,712367,2.704711151,2.773395811,1.0253944529250767,18612480,18612352
zen5,bucket,rows262144/load50_uniform/hit/rawfp_tuplepack,N8 padding,712367,41.742042542,40.03408432,0.9590830223441632,4217216,4284160
zen5,bucket,rows262144/load50_uniform/miss/rawfp_tuplepack,N8 padding,712367,31.252393723,30.607097626,0.9793521065068018,4217216,4284160
zen5,bucket,rows262144/load50_uniform/mixed/rawfp_tuplepack,N8 padding,712367,36.572216034,35.440010071,0.9690419097943799,4217216,4284160
zen5,bucket,rows262144/load50_uniform/update/rawfp_tuplepack,N8 padding,712367,44.710422516,42.89756012,0.959453248393006,4217216,4284160
zen5,bucket,rows262144/load50_uniform/hit/seriespack_tuplepack,N8 padding,712367,38.340049744,37.375804901,0.9748501932199267,4217216,4284160
zen5,bucket,rows262144/load50_uniform/miss/seriespack_tuplepack,N8 padding,712367,32.473272324,32.469114304,0.9998719556206559,4217216,4284160
zen5,bucket,rows262144/load50_uniform/mixed/seriespack_tuplepack,N8 padding,712367,35.503658295,35.059778214,0.9874976241233565,4217216,4284160
zen5,bucket,rows262144/load50_uniform/update/seriespack_tuplepack,N8 padding,712367,41.107692719,40.148868561,0.9766753107610725,4217216,4284160
zen5,bucket,rows262144/load50_uniform/hit/rawfp_tuplepack,N8 fingerprint 7 to 8,712367,40.03408432,33.838270187,0.8452365218728201,4284160,4284160
zen5,bucket,rows262144/load50_uniform/miss/rawfp_tuplepack,N8 fingerprint 7 to 8,712367,30.607097626,24.937465668,0.8147608758177782,4284160,4284160
zen5,bucket,rows262144/load50_uniform/mixed/rawfp_tuplepack,N8 fingerprint 7 to 8,712367,35.440010071,28.639469147,0.8081112022717856,4284160,4284160
zen5,bucket,rows262144/load50_uniform/update/rawfp_tuplepack,N8 fingerprint 7 to 8,712367,42.89756012,37.170648575,0.8664979656423406,4284160,4284160
zen5,bucket,rows262144/load50_uniform/hit/seriespack_tuplepack,N8 fingerprint 7 to 8,712367,37.375804901,36.872528076,0.9865346893175126,4284160,4284160
zen5,bucket,rows262144/load50_uniform/miss/seriespack_tuplepack,N8 fingerprint 7 to 8,712367,32.469114304,28.477323532,0.8770588339852486,4284160,4284160
zen5,bucket,rows262144/load50_uniform/mixed/seriespack_tuplepack,N8 fingerprint 7 to 8,712367,35.059778214,32.713064194,0.9330653489683823,4284160,4284160
zen5,bucket,rows262144/load50_uniform/update/seriespack_tuplepack,N8 fingerprint 7 to 8,712367,40.148868561,39.324584961,0.9794693193222213,4284160,4284160
zen5,bucket,rows262144/load50_uniform/hit/rawfp_tuplepack,N9 padding,712367,42.469776154,42.339466095,0.9969316989445038,4505472,5691008
zen5,bucket,rows262144/load50_uniform/miss/rawfp_tuplepack,N9 padding,712367,32.281259537,32.45202446,1.005289908927013,4505472,5691008
zen5,bucket,rows262144/load50_uniform/mixed/rawfp_tuplepack,N9 padding,712367,37.465848923,37.433862686,0.9991462561794411,4505472,5691008
zen5,bucket,rows262144/load50_uniform/update/rawfp_tuplepack,N9 padding,712367,45.400314331,45.214267731,0.9959020856410027,4505472,5691008
zen5,bucket,rows262144/load50_uniform/hit/rawfp_tuplepack,N9 split,712367,42.469776154,48.089645386,1.1323263209964127,4505472,4505344
zen5,bucket,rows262144/load50_uniform/miss/rawfp_tuplepack,N9 split,712367,32.281259537,34.543476105,1.0700783240941112,4505472,4505344
zen5,bucket,rows262144/load50_uniform/mixed/rawfp_tuplepack,N9 split,712367,37.465848923,41.406429291,1.1051779282006582,4505472,4505344
zen5,bucket,rows262144/load50_uniform/update/rawfp_tuplepack,N9 split,712367,45.400314331,51.10414505,1.1256341680239281,4505472,4505344
zen5,bucket,rows262144/load50_uniform/hit/rawfp_tuplepack,N16 padding,712367,36.724479675,36.68516922,0.9989295844257595,3946624,4209664
zen5,bucket,rows262144/load50_uniform/miss/rawfp_tuplepack,N16 padding,712367,29.87688446,31.095283508,1.0407806593633024,3946624,4209664
zen5,bucket,rows262144/load50_uniform/mixed/rawfp_tuplepack,N16 padding,712367,33.538015366,34.059486389,1.0155486547820194,3946624,4209664
zen5,bucket,rows262144/load50_uniform/update/rawfp_tuplepack,N16 padding,712367,39.363613129,39.423732758,1.001527289398028,3946624,4209664
zen5,bucket,rows262144/load50_uniform/hit/rawfp_tuplepack,N16 fingerprint 8 to 12,712367,36.68516922,41.921676636,1.1427418089472834,4209664,4209664
zen5,bucket,rows262144/load50_uniform/miss/rawfp_tuplepack,N16 fingerprint 8 to 12,712367,31.095283508,37.845546722,1.2170831860164046,4209664,4209664
zen5,bucket,rows262144/load50_uniform/mixed/rawfp_tuplepack,N16 fingerprint 8 to 12,712367,34.059486389,39.878330231,1.170843558107185,4209664,4209664
zen5,bucket,rows262144/load50_uniform/update/rawfp_tuplepack,N16 fingerprint 8 to 12,712367,39.423732758,44.612651825,1.1316191721076196,4209664,4209664
zen5,bucket,rows262144/load50_uniform/hit/rawfp_tuplepack,N16 split,712367,36.724479675,41.755432129,1.1369917967122294,3946624,3946496
zen5,bucket,rows262144/load50_uniform/miss/rawfp_tuplepack,N16 split,712367,29.87688446,31.413393021,1.0514280049198945,3946624,3946496
zen5,bucket,rows262144/load50_uniform/mixed/rawfp_tuplepack,N16 split,712367,33.538015366,36.650568008,1.0928067033195836,3946624,3946496
zen5,bucket,rows262144/load50_uniform/update/rawfp_tuplepack,N16 split,712367,39.363613129,44.521633148,1.131035227942528,3946624,3946496
zen5,bucket,rows262144/load50_uniform/hit/rawfp_tuplepack,N16 split fingerprint 8 to 12,712367,41.755432129,48.599746704,1.1639143514035502,3946496,4209664
zen5,bucket,rows262144/load50_uniform/miss/rawfp_tuplepack,N16 split fingerprint 8 to 12,712367,31.413393021,42.541301727,1.3542409028709805,3946496,4209664
zen5,bucket,rows262144/load50_uniform/mixed/rawfp_tuplepack,N16 split fingerprint 8 to 12,712367,36.650568008,45.818214417,1.250136543777409,3946496,4209664
zen5,bucket,rows262144/load50_uniform/update/rawfp_tuplepack,N16 split fingerprint 8 to 12,712367,44.521633148,51.317119598,1.1526333597738938,3946496,4209664
zen5,bucket,rows262144/load50_uniform/hit/seriespack_tuplepack,N16 split fingerprint 8 to 12,712367,35.921865463,39.155368805,1.0900149059722566,3946496,4209664
zen5,bucket,rows262144/load50_uniform/miss/seriespack_tuplepack,N16 split fingerprint 8 to 12,712367,27.710187912,29.43432045,1.062220167668129,3946496,4209664
zen5,bucket,rows262144/load50_uniform/mixed/seriespack_tuplepack,N16 split fingerprint 8 to 12,712367,32.11138916,34.64509964,1.0789037953909557,3946496,4209664
zen5,bucket,rows262144/load50_uniform/update/seriespack_tuplepack,N16 split fingerprint 8 to 12,712367,38.904243469,42.241657257,1.0857853408885678,3946496,4209664
zen5,bucket,rows262144/load90_uniform/hit/rawfp_tuplepack,N8 padding,712367,44.852939606,43.319385529,0.9658092849549853,2981632,3028992
zen5,bucket,rows262144/load90_uniform/miss/rawfp_tuplepack,N8 padding,712367,39.89068985,38.56526947,0.9667736911799734,2981632,3028992
zen5,bucket,rows262144/load90_uniform/mixed/rawfp_tuplepack,N8 padding,712367,42.539356232,41.192993164,0.968350177641212,2981632,3028992
zen5,bucket,rows262144/load90_uniform/update/rawfp_tuplepack,N8 padding,712367,47.576721191,46.074028015,0.968415369147291,2981632,3028992
zen5,bucket,rows262144/load90_uniform/hit/seriespack_tuplepack,N8 padding,712367,40.183010101,39.256839752,0.9769511953765516,2981632,3028992
zen5,bucket,rows262144/load90_uniform/miss/seriespack_tuplepack,N8 padding,712367,37.854129791,37.648670197,0.9945723334512144,2981632,3028992
zen5,bucket,rows262144/load90_uniform/mixed/seriespack_tuplepack,N8 padding,712367,39.253555298,38.787590027,0.9881293486039023,2981632,3028992
zen5,bucket,rows262144/load90_uniform/update/seriespack_tuplepack,N8 padding,712367,42.906562805,41.923244476,0.9770823327548062,2981632,3028992
zen5,bucket,rows262144/load90_uniform/hit/rawfp_tuplepack,N8 fingerprint 7 to 8,712367,43.319385529,35.613121033,0.8221058678027399,3028992,3028992
zen5,bucket,rows262144/load90_uniform/miss/rawfp_tuplepack,N8 fingerprint 7 to 8,712367,38.56526947,30.583044052,0.7930203644963667,3028992,3028992
zen5,bucket,rows262144/load90_uniform/mixed/rawfp_tuplepack,N8 fingerprint 7 to 8,712367,41.192993164,33.153205872,0.8048263387903977,3028992,3028992
zen5,bucket,rows262144/load90_uniform/update/rawfp_tuplepack,N8 fingerprint 7 to 8,712367,46.074028015,38.242733002,0.830027992984455,3028992,3028992
zen5,bucket,rows262144/load90_uniform/hit/seriespack_tuplepack,N8 fingerprint 7 to 8,712367,39.256839752,38.549133301,0.9819724039053871,3028992,3028992
zen5,bucket,rows262144/load90_uniform/miss/seriespack_tuplepack,N8 fingerprint 7 to 8,712367,37.648670197,33.356168747,0.8859853103034155,3028992,3028992
zen5,bucket,rows262144/load90_uniform/mixed/seriespack_tuplepack,N8 fingerprint 7 to 8,712367,38.787590027,36.145483017,0.9318826715410564,3028992,3028992
zen5,bucket,rows262144/load90_uniform/update/seriespack_tuplepack,N8 fingerprint 7 to 8,712367,41.923244476,40.740756989,0.9717939891871454,3028992,3028992
zen5,bucket,rows262144/load90_uniform/hit/rawfp_tuplepack,N9 padding,712367,46.158485413,46.205940247,1.0010280847297177,3191168,4030848
zen5,bucket,rows262144/load90_uniform/miss/rawfp_tuplepack,N9 padding,712367,42.042720795,42.317302704,1.0065310213946157,3191168,4030848
zen5,bucket,rows262144/load90_uniform/mixed/rawfp_tuplepack,N9 padding,712367,44.216609955,44.440723419,1.0050685356527351,3191168,4030848
zen5,bucket,rows262144/load90_uniform/update/rawfp_tuplepack,N9 padding,712367,48.876010895,49.148414612,1.0055733623103,3191168,4030848
zen5,bucket,rows262144/load90_uniform/hit/rawfp_tuplepack,N9 split,712367,46.158485413,51.151977539,1.108181455290854,3191168,3191040
zen5,bucket,rows262144/load90_uniform/miss/rawfp_tuplepack,N9 split,712367,42.042720795,46.20872879,1.0990898761122865,3191168,3191040
zen5,bucket,rows262144/load90_uniform/mixed/rawfp_tuplepack,N9 split,712367,44.216609955,48.716938019,1.1017791293493566,3191168,3191040
zen5,bucket,rows262144/load90_uniform/update/rawfp_tuplepack,N9 split,712367,48.876010895,53.832996368,1.1014195999679488,3191168,3191040
zen5,bucket,rows262144/load90_uniform/hit/rawfp_tuplepack,N16 padding,712367,38.367668152,38.549781799,1.0047465393590909,2799744,2986368
zen5,bucket,rows262144/load90_uniform/miss/rawfp_tuplepack,N16 padding,712367,36.679180145,37.28726387,1.0165784437546348,2799744,2986368
zen5,bucket,rows262144/load90_uniform/mixed/rawfp_tuplepack,N16 padding,712367,38.029760361,38.140977859,1.002924485901154,2799744,2986368
zen5,bucket,rows262144/load90_uniform/update/rawfp_tuplepack,N16 padding,712367,41.067375183,40.879959106,0.995436375561748,2799744,2986368
zen5,bucket,rows262144/load90_uniform/hit/rawfp_tuplepack,N16 fingerprint 8 to 12,712367,38.549781799,46.941799164,1.2176929926285003,2986368,2986368
zen5,bucket,rows262144/load90_uniform/miss/rawfp_tuplepack,N16 fingerprint 8 to 12,712367,37.28726387,50.941295624,1.3661848668114678,2986368,2986368
zen5,bucket,rows262144/load90_uniform/mixed/rawfp_tuplepack,N16 fingerprint 8 to 12,712367,38.140977859,49.224178314,1.2905851154622332,2986368,2986368
zen5,bucket,rows262144/load90_uniform/update/rawfp_tuplepack,N16 fingerprint 8 to 12,712367,40.879959106,49.522678375,1.2114170233534185,2986368,2986368
zen5,bucket,rows262144/load90_uniform/hit/rawfp_tuplepack,N16 split,712367,38.367668152,40.811676025,1.063699671903897,2799744,2799744
zen5,bucket,rows262144/load90_uniform/miss/rawfp_tuplepack,N16 split,712367,36.679180145,38.018066406,1.036502622351621,2799744,2799744
zen5,bucket,rows262144/load90_uniform/mixed/rawfp_tuplepack,N16 split,712367,38.029760361,39.724941254,1.0445751137243144,2799744,2799744
zen5,bucket,rows262144/load90_uniform/update/rawfp_tuplepack,N16 split,712367,41.067375183,43.224899292,1.0525362066454425,2799744,2799744
zen5,bucket,rows262144/load90_uniform/hit/rawfp_tuplepack,N16 split fingerprint 8 to 12,712367,40.811676025,51.138973236,1.2530476132534674,2799744,2986368
zen5,bucket,rows262144/load90_uniform/miss/rawfp_tuplepack,N16 split fingerprint 8 to 12,712367,38.018066406,53.84104538,1.4161963105915039,2799744,2986368
zen5,bucket,rows262144/load90_uniform/mixed/rawfp_tuplepack,N16 split fingerprint 8 to 12,712367,39.724941254,52.915405273,1.3320448967982255,2799744,2986368
zen5,bucket,rows262144/load90_uniform/update/rawfp_tuplepack,N16 split fingerprint 8 to 12,712367,43.224899292,53.950874329,1.2481434361371697,2799744,2986368
zen5,bucket,rows262144/load90_uniform/hit/seriespack_tuplepack,N16 split fingerprint 8 to 12,712367,37.481624603,39.460083008,1.0527847558892003,2799744,2986368
zen5,bucket,rows262144/load90_uniform/miss/seriespack_tuplepack,N16 split fingerprint 8 to 12,712367,33.343902588,34.575481415,1.036935653340207,2799744,2986368
zen5,bucket,rows262144/load90_uniform/mixed/seriespack_tuplepack,N16 split fingerprint 8 to 12,712367,35.981946945,37.541439056,1.0433409596591245,2799744,2986368
zen5,bucket,rows262144/load90_uniform/update/seriespack_tuplepack,N16 split fingerprint 8 to 12,712367,40.014438629,42.398021698,1.0595680746917322,2799744,2986368
zen5,bucket,rows262144/load90_skew/hit/rawfp_tuplepack,N8 padding,712367,105.011299133,102.551841736,0.9765791165588285,4197632,4264192
zen5,bucket,rows262144/load90_skew/miss/rawfp_tuplepack,N8 padding,712367,153.321853638,148.934402466,0.9713840456014902,4197632,4264192
zen5,bucket,rows262144/load90_skew/mixed/rawfp_tuplepack,N8 padding,712367,130.548915863,127.423332214,0.9760581416679092,4197632,4264192
zen5,bucket,rows262144/load90_skew/update/rawfp_tuplepack,N8 padding,712367,107.141395569,104.659202576,0.976832549363225,4197632,4264192
zen5,bucket,rows262144/load90_skew/hit/seriespack_tuplepack,N8 padding,712367,85.631198883,86.091632843,1.0053769416521787,4197632,4264192
zen5,bucket,rows262144/load90_skew/miss/seriespack_tuplepack,N8 padding,712367,126.336936951,126.52161026,1.0014617523066245,4197632,4264192
zen5,bucket,rows262144/load90_skew/mixed/seriespack_tuplepack,N8 padding,712367,108.335895538,108.149623871,0.998280609893194,4197632,4264192
zen5,bucket,rows262144/load90_skew/update/seriespack_tuplepack,N8 padding,712367,88.20242691,87.596839905,0.9931341231050487,4197632,4264192
zen5,bucket,rows262144/load90_skew/hit/rawfp_tuplepack,N8 fingerprint 7 to 8,712367,102.551841736,64.078315735,0.6248382735042176,4264192,4264192
zen5,bucket,rows262144/load90_skew/miss/rawfp_tuplepack,N8 fingerprint 7 to 8,712367,148.934402466,89.665672302,0.6020480884023397,4264192,4264192
zen5,bucket,rows262144/load90_skew/mixed/rawfp_tuplepack,N8 fingerprint 7 to 8,712367,127.423332214,77.523529053,0.6083935155831884,4264192,4264192
zen5,bucket,rows262144/load90_skew/update/rawfp_tuplepack,N8 fingerprint 7 to 8,712367,104.659202576,66.387969971,0.6343252034888311,4264192,4264192
zen5,bucket,rows262144/load90_skew/hit/seriespack_tuplepack,N8 fingerprint 7 to 8,712367,86.091632843,71.580818176,0.8314491874783874,4264192,4264192
zen5,bucket,rows262144/load90_skew/miss/seriespack_tuplepack,N8 fingerprint 7 to 8,712367,126.52161026,96.014648438,0.7588794375971926,4264192,4264192
zen5,bucket,rows262144/load90_skew/mixed/seriespack_tuplepack,N8 fingerprint 7 to 8,712367,108.149623871,84.761062622,0.783738857225267,4264192,4264192
zen5,bucket,rows262144/load90_skew/update/seriespack_tuplepack,N8 fingerprint 7 to 8,712367,87.596839905,74.040241241,0.8452387246080759,4264192,4264192
zen5,bucket,rows262144/load90_skew/hit/rawfp_tuplepack,N9 padding,712367,113.89995575,117.775318146,1.034024266036644,4502912,5687936
zen5,bucket,rows262144/load90_skew/miss/rawfp_tuplepack,N9 padding,712367,167.547176361,174.862110138,1.0436589498902633,4502912,5687936
zen5,bucket,rows262144/load90_skew/mixed/rawfp_tuplepack,N9 padding,712367,142.341705322,148.265609741,1.041617489446253,4502912,5687936
zen5,bucket,rows262144/load90_skew/update/rawfp_tuplepack,N9 padding,712367,115.815013885,120.764144897,1.0427330692798975,4502912,5687936
zen5,bucket,rows262144/load90_skew/hit/rawfp_tuplepack,N9 split,712367,113.89995575,118.823791504,1.0432294790772998,4502912,4502912
zen5,bucket,rows262144/load90_skew/miss/rawfp_tuplepack,N9 split,712367,167.547176361,172.545513153,1.0298324143716424,4502912,4502912
zen5,bucket,rows262144/load90_skew/mixed/rawfp_tuplepack,N9 split,712367,142.341705322,148.002891541,1.0397718026926366,4502912,4502912
zen5,bucket,rows262144/load90_skew/update/rawfp_tuplepack,N9 split,712367,115.815013885,121.083511353,1.0454906258806085,4502912,4502912
zen5,bucket,rows262144/load90_skew/hit/rawfp_tuplepack,N16 padding,712367,96.312461853,101.421123505,1.0530425819640792,4003968,4270848
zen5,bucket,rows262144/load90_skew/miss/rawfp_tuplepack,N16 padding,712367,157.335617065,161.885231018,1.0289166181051073,4003968,4270848
zen5,bucket,rows262144/load90_skew/mixed/rawfp_tuplepack,N16 padding,712367,128.042308807,133.401218414,1.0418526474329477,4003968,4270848
zen5,bucket,rows262144/load90_skew/update/rawfp_tuplepack,N16 padding,712367,98.526714325,104.148189545,1.0570553403562917,4003968,4270848
zen5,bucket,rows262144/load90_skew/hit/rawfp_tuplepack,N16 fingerprint 8 to 12,712367,101.421123505,153.504623413,1.5135370040091531,4270848,4270848
zen5,bucket,rows262144/load90_skew/miss/rawfp_tuplepack,N16 fingerprint 8 to 12,712367,161.885231018,256.015232086,1.5814613258792811,4270848,4270848
zen5,bucket,rows262144/load90_skew/mixed/rawfp_tuplepack,N16 fingerprint 8 to 12,712367,133.401218414,205.151416779,1.537852646460312,4270848,4270848
zen5,bucket,rows262144/load90_skew/update/rawfp_tuplepack,N16 fingerprint 8 to 12,712367,104.148189545,157.101211548,1.5084391983609111,4270848,4270848
zen5,bucket,rows262144/load90_skew/hit/rawfp_tuplepack,N16 split,712367,96.312461853,99.149810791,1.0294598319200956,4003968,4003968
zen5,bucket,rows262144/load90_skew/miss/rawfp_tuplepack,N16 split,712367,157.335617065,166.738807678,1.05976517452571,4003968,4003968
zen5,bucket,rows262144/load90_skew/mixed/rawfp_tuplepack,N16 split,712367,128.042308807,137.202842712,1.0715430234767775,4003968,4003968
zen5,bucket,rows262144/load90_skew/update/rawfp_tuplepack,N16 split,712367,98.526714325,105.710083008,1.072907827407143,4003968,4003968
zen5,bucket,rows262144/load90_skew/hit/rawfp_tuplepack,N16 split fingerprint 8 to 12,712367,99.149810791,151.210765839,1.5250736701630265,4003968,4270848
zen5,bucket,rows262144/load90_skew/miss/rawfp_tuplepack,N16 split fingerprint 8 to 12,712367,166.738807678,250.702945709,1.5035668612501327,4003968,4270848
zen5,bucket,rows262144/load90_skew/mixed/rawfp_tuplepack,N16 split fingerprint 8 to 12,712367,137.202842712,202.469940186,1.475697851326601,4003968,4270848
zen5,bucket,rows262144/load90_skew/update/rawfp_tuplepack,N16 split fingerprint 8 to 12,712367,105.710083008,154.402454376,1.4606218251130787,4003968,4270848
zen5,bucket,rows262144/load90_skew/hit/seriespack_tuplepack,N16 split fingerprint 8 to 12,712367,73.717556,81.753665924,1.109012158840426,4003968,4270848
zen5,bucket,rows262144/load90_skew/miss/seriespack_tuplepack,N16 split fingerprint 8 to 12,712367,102.845275879,116.549278259,1.1332487298310434,4003968,4270848
zen5,bucket,rows262144/load90_skew/mixed/seriespack_tuplepack,N16 split fingerprint 8 to 12,712367,90.222053528,100.062099457,1.1090647523994361,4003968,4270848
zen5,bucket,rows262144/load90_skew/update/seriespack_tuplepack,N16 split fingerprint 8 to 12,712367,76.503479004,84.39950943,1.1032113902373923,4003968,4270848
zen5,prefix,rows262144/all_fields,7-byte prefix,918273,21.377826691,21.032596588,0.9838510196574219,19136768,19136768
zen5,prefix,rows262144/scalar_tuplepack,7-byte prefix,918273,1.811599211,1.72987996,0.9548910981502962,19136768,19136768
zen5,prefix,rows262144/full_string_rare,7-byte prefix,918273,20.559783936,19.987291336,0.9721547365584143,19136768,19136768
zen5,prefix,rows262144/equality_mismatch7,7-byte prefix,918273,2.670671336,7.257963181,2.7176549518334294,19136768,19136768
zen5,prefix,rows262144/equality_mismatch8,7-byte prefix,918273,7.896710968,7.252889633,0.9184696847068393,19136768,19136768
zen5,prefix,rows262144/equality_mismatch17,7-byte prefix,918273,5.416941166,6.738851547,1.244032626622772,19136768,19136768
zen5,prefix,rows262144/update_tuplepack_effects,7-byte prefix,918273,2.939481295,2.814368384,0.9574370787074525,19136768,19136768
zen5,prefix,rows262144/all_fields,9-byte prefix,918273,20.567508698,20.126184464,0.9785426499397608,18612480,18612480
zen5,prefix,rows262144/scalar_tuplepack,9-byte prefix,918273,1.729916614,1.678837652,0.9704731652458711,18612480,18612480
zen5,prefix,rows262144/full_string_rare,9-byte prefix,918273,20.350450516,19.661342621,0.9661379538276951,18612480,18612480
zen5,prefix,rows262144/equality_mismatch7,9-byte prefix,918273,2.583899434,2.611306763,1.010606964280174,18612480,18612480
zen5,prefix,rows262144/equality_mismatch8,9-byte prefix,918273,7.475605011,2.732973099,0.36558554056542036,18612480,18612480
zen5,prefix,rows262144/equality_mismatch17,9-byte prefix,918273,5.190080166,4.00882225,0.7724008342417575,18612480,18612480
zen5,prefix,rows262144/update_tuplepack_effects,9-byte prefix,918273,2.807795933,2.751477378,0.9799420768660256,18612480,18612480
zen5,prefix,rows262144/all_fields,63 to 64 padding,918273,20.567508698,19.656402588,0.9557016786340974,18612480,18874624
zen5,prefix,rows262144/scalar_tuplepack,63 to 64 padding,918273,1.729916614,1.738303098,1.0048479122820888,18612480,18874624
zen5,prefix,rows262144/full_string_rare,63 to 64 padding,918273,20.350450516,19.863025665,0.976048449118275,18612480,18874624
zen5,prefix,rows262144/equality_mismatch7,63 to 64 padding,918273,2.583899434,2.771708897,1.0726845095164024,18612480,18874624
zen5,prefix,rows262144/equality_mismatch8,63 to 64 padding,918273,7.475605011,6.585151037,0.8808853634334962,18612480,18874624
zen5,prefix,rows262144/equality_mismatch17,63 to 64 padding,918273,5.190080166,4.386188083,0.8451098909288023,18612480,18874624
zen5,prefix,rows262144/update_tuplepack_effects,63 to 64 padding,918273,2.807795933,2.829596928,1.0077644513775994,18612480,18874624
zen5,prefix,rows262144/all_fields,rare byte plane,918273,21.377826691,21.039272308,0.9841632927475024,19136768,19136640
zen5,prefix,rows262144/scalar_tuplepack,rare byte plane,918273,1.811599211,1.718288256,0.9484924952310546,19136768,19136640
zen5,prefix,rows262144/full_string_rare,rare byte plane,918273,20.559783936,22.232685089,1.0813676426857175,19136768,19136640
zen5,prefix,rows262144/equality_mismatch7,rare byte plane,918273,2.670671336,2.939610114,1.1007008142015722,19136768,19136640
zen5,prefix,rows262144/equality_mismatch8,rare byte plane,918273,7.896710968,7.193023682,0.9108885599521667,19136768,19136640
zen5,prefix,rows262144/equality_mismatch17,rare byte plane,918273,5.416941166,4.826776981,0.8910521331292599,19136768,19136640
zen5,prefix,rows262144/update_tuplepack_effects,rare byte plane,918273,2.939481295,2.822250911,0.9601186834563612,19136768,19136640
zen5,prefix,rows262144/all_fields,separate prefix,918273,20.567508698,20.50296402,0.9968618135065489,18612480,18612352
zen5,prefix,rows262144/scalar_tuplepack,separate prefix,918273,1.729916614,1.684569649,0.9737866180178786,18612480,18612352
zen5,prefix,rows262144/full_string_rare,separate prefix,918273,20.350450516,25.920877457,1.2737249937843096,18612480,18612352
zen5,prefix,rows262144/equality_mismatch7,separate prefix,918273,2.583899434,1.919211578,0.7427578460470378,18612480,18612352
zen5,prefix,rows262144/equality_mismatch8,separate prefix,918273,7.475605011,7.176467896,0.9599848955957634,18612480,18612352
zen5,prefix,rows262144/equality_mismatch17,separate prefix,918273,5.190080166,4.072024155,0.7845782771672124,18612480,18612352
