dataset,first,count,layout,execution,repetitions,median_ns,min_ns,max_ns,cycles_per_call,ratio_to_direct_inline,split_over_inline
census1881_srt,0,256,direct32,split,5,19958.5,19936.2,20007.7,55621.8037109375,0.9329759250444672,1.0718390187317408
census1881_srt,0,256,local16,inline,5,21201.4,21163.6,21229.6,59014.6640625,0.8782816229116944,1.0
census1881_srt,0,256,local16,split,5,21168.8,21138.3,21291.3,58924.1728515625,0.8796341786024715,0.9984623656928315
census1881_srt,0,256,scan128,inline,5,21102.0,21076.9,21123.0,58724.7216796875,0.8824187280826462,1.0
census1881_srt,0,256,scan128,split,5,21003.4,20970.0,21102.9,58550.0517578125,0.8865612234209699,0.9953274571130699
census1881_srt,3,37,direct32,inline,5,2694.56,2688.08,2704.89,7505.35205078125,1.0,1.0
census1881_srt,3,37,direct32,split,5,2882.36,2875.85,2890.61,8030.063232421875,0.9348450575223081,1.0696959800486907
census1881_srt,3,37,local16,inline,5,3053.01,3051.57,3068.3,8502.65625,0.8825912787707868,1.0
census1881_srt,3,37,local16,split,5,3053.45,3052.62,3063.94,8506.174072265625,0.8824640979875223,1.000144120065116
census1881_srt,3,37,scan128,inline,5,3039.45,3038.85,3048.02,8467.291748046875,0.8865288127786277,1.0
census1881_srt,3,37,scan128,split,5,3039.59,3038.95,3049.9,8466.655029296875,0.886487980286815,1.0000460609649773
census1881_srt,15,18,direct32,inline,5,1310.66,1306.53,1316.38,3648.0413818359375,1.0,1.0
census1881_srt,15,18,direct32,split,5,1406.64,1405.19,1411.91,3918.68798828125,0.9317664789853836,1.0732302809271665
census1881_srt,15,18,local16,inline,5,1489.48,1489.17,1494.15,4149.3143310546875,0.8799446786798077,1.0
census1881_srt,15,18,local16,split,5,1492.41,1491.96,1497.37,4157.189208984375,0.8782171119196468,1.0019671294680024
census1881_srt,15,18,scan128,inline,5,1479.88,1479.27,1503.05,4122.7742919921875,0.8856528907749277,1.0
census1881_srt,15,18,scan128,split,5,1482.95,1482.18,1491.68,4129.152099609375,0.8838194140058667,1.0020744925264211
census1881_srt,255,1,direct32,inline,5,87.7698,87.6291,88.6044,244.65514373779297,1.0,1.0
census1881_srt,255,1,direct32,split,5,87.5041,87.4194,87.7701,243.63251495361328,1.003036429150177,0.9969727628409771
census1881_srt,255,1,local16,inline,5,110.386,110.163,110.685,307.08397674560547,0.7951171344192199,1.0
census1881_srt,255,1,local16,split,5,109.705,109.682,109.905,305.5447082519531,0.8000528690579282,0.9938307394053594
census1881_srt,255,1,scan128,inline,5,103.67,103.661,103.947,288.8483352661133,0.8466267965660268,1.0
census1881_srt,255,1,scan128,split,5,103.32,103.302,103.606,287.89478302001953,0.8494947735191638,0.9966239027683996
dimension_003,0,256,direct32,inline,5,18578.9,18576.7,18617.7,51781.6923828125,1.0,1.0
dimension_003,0,256,direct32,split,5,19943.8,19919.7,19965.4,55545.8291015625,0.9315626911621658,1.0734650598259314
dimension_003,0,256,local16,inline,5,21157.1,21144.8,21254.9,58969.5361328125,0.8781401987985122,1.0
dimension_003,0,256,local16,split,5,21169.2,21135.5,21170.6,58921.73046875,0.8776382669160857,1.0005719120295316
dimension_003,0,256,scan128,inline,5,21085.3,21027.5,21339.6,58701.72265625,0.8811304558151889,1.0
dimension_003,0,256,scan128,split,5,21036.5,20998.4,21059.1,58545.6337890625,0.8831744824471752,0.9976855913835706
dimension_003,3,37,direct32,inline,5,2697.28,2693.67,2704.03,7503.231201171875,1.0,1.0
dimension_003,3,37,direct32,split,5,2883.52,2882.88,2899.32,8030.341796875,0.935412273887471,1.0690473365761062
dimension_003,3,37,local16,inline,5,3051.22,3050.62,3059.44,8499.029296875,0.8840004981613913,1.0
dimension_003,3,37,local16,split,5,3054.03,3052.87,3097.18,8506.046142578125,0.8831871330668003,1.0009209430981707
dimension_003,3,37,scan128,inline,5,3040.58,3039.33,3055.82,8467.5869140625,0.887093909714594,1.0
dimension_003,3,37,scan128,split,5,3039.42,3038.31,3051.97,8466.807861328125,0.8874324706687461,0.9996184938399911
dimension_003,15,18,direct32,inline,5,1309.23,1306.26,1313.42,3646.6204833984375,1.0,1.0
dimension_003,15,18,direct32,split,5,1406.51,1404.85,1409.6,3914.0435791015625,0.9308358987849358,1.074303216394369
dimension_003,15,18,local16,inline,5,1489.49,1488.3,1493.99,4147.7144775390625,0.8789787108339095,1.0
dimension_003,15,18,local16,split,5,1492.51,1491.98,1499.78,4156.815673828125,0.8772001527627956,1.0020275396276577
dimension_003,15,18,scan128,inline,5,1480.34,1479.69,1484.81,4124.0230712890625,0.8844116892065337,1.0
dimension_003,15,18,scan128,split,5,1481.93,1479.22,1486.7,4129.5106201171875,0.8834627816428576,1.001074077576773
dimension_003,255,1,direct32,inline,5,88.2837,87.6465,89.2634,244.63802337646484,1.0,1.0
dimension_003,255,1,direct32,split,5,87.494,87.4292,87.8279,243.629150390625,1.009025761766521,0.9910549739079808
dimension_003,255,1,local16,inline,5,110.67,110.45,110.79,307.82413482666016,0.7977202493900786,1.0
dimension_003,255,1,local16,split,5,109.551,109.429,109.759,305.2263641357422,0.8058684996029246,0.9898888587693142
dimension_003,255,1,scan128,inline,5,103.959,103.878,104.506,289.61092376708984,0.8492165180503852,1.0
dimension_003,255,1,scan128,split,5,103.988,103.706,104.055,289.02264404296875,0.8489796899642266,1.0002789561269345
dimension_008,0,256,direct32,inline,5,18610.7,18585.8,18656.6,51880.5595703125,1.0,1.0
dimension_008,0,256,direct32,split,5,19953.9,19947.9,19964.9,55545.888671875,0.9326848385528643,1.0721735345795698
dimension_008,0,256,local16,inline,5,21202.3,21165.0,21271.2,59098.8388671875,0.8777679780023866,1.0
dimension_008,0,256,local16,split,5,21166.0,21102.5,21231.5,58920.59765625,0.8792733629405651,0.9982879215934121
dimension_008,0,256,scan128,inline,5,21104.3,21094.9,21139.7,58823.203125,0.8818439844012832,1.0
dimension_008,0,256,scan128,split,5,21032.9,21011.4,21224.0,58547.0869140625,0.8848375640068654,0.9966168032107202
dimension_008,3,37,direct32,inline,5,2697.86,2690.17,2707.81,7512.864990234375,1.0,1.0
dimension_008,3,37,direct32,split,5,2883.28,2881.86,2896.27,8030.10009765625,0.9356912960239727,1.0687285478119695
dimension_008,3,37,local16,inline,5,3058.14,3055.53,3073.82,8515.030517578125,0.8821898278038286,1.0
dimension_008,3,37,local16,split,5,3063.96,3054.02,3070.53,8507.919677734375,0.8805141059282758,1.001903117581275
dimension_008,3,37,scan128,inline,5,3043.76,3036.28,3044.9,8479.366455078125,0.8863576628906352,1.0
dimension_008,3,37,scan128,split,5,3039.57,3038.6,3065.72,8466.823486328125,0.8875794931519919,0.9986234131468973
dimension_008,15,18,direct32,inline,5,1311.54,1307.86,1315.16,3652.3150634765625,1.0,1.0
dimension_008,15,18,direct32,split,5,1406.31,1405.11,1413.42,3916.1954345703125,0.9326108752693218,1.0722585662656114
dimension_008,15,18,local16,inline,5,1492.43,1490.99,1496.8,4157.218994140625,0.8787949853594473,1.0
dimension_008,15,18,local16,split,5,1492.46,1492.28,1496.95,4158.1328125,0.8787773206652104,1.0000201014452939
dimension_008,15,18,scan128,inline,5,1481.65,1481.28,1490.74,4127.9407958984375,0.8851888097728883,1.0
dimension_008,15,18,scan128,split,5,1486.6,1482.05,1490.99,4129.186767578125,0.882241356114624,1.00334086997604
dimension_008,255,1,direct32,inline,5,87.7873,87.5533,88.1143,244.5692596435547,1.0,1.0
dimension_008,255,1,direct32,split,5,87.4711,87.4375,87.8288,243.6254653930664,1.0036149082382637,0.9963981122554174
dimension_008,255,1,local16,inline,5,110.849,110.243,111.953,307.96903228759766,0.7919539192956183,1.0
dimension_008,255,1,local16,split,5,109.539,109.44,109.711,305.1068115234375,0.8014250632194926,0.9881821216249131
dimension_008,255,1,scan128,inline,5,103.901,103.676,103.942,288.81431579589844,0.8449129459774208,1.0
dimension_008,255,1,scan128,split,5,103.383,103.351,103.645,288.03631591796875,0.8491463780312044,0.9950144849423971
dimension_033,0,256,direct32,inline,5,18602.8,18569.1,18640.0,51834.9580078125,1.0,1.0
dimension_033,0,256,direct32,split,5,19953.5,19931.7,20012.8,55631.775390625,0.9323076152053524,1.0726073494312685
dimension_033,0,256,local16,inline,5,21218.0,21183.9,21229.5,59072.318359375,0.8767461589216703,1.0
dimension_033,0,256,local16,split,5,21130.8,21128.4,21173.8,58927.6884765625,0.8803642076968217,0.9958902818361768
dimension_033,0,256,scan128,inline,5,21125.8,21080.7,21141.4,58789.1162109375,0.8805725700328508,1.0
dimension_033,0,256,scan128,split,5,21012.6,20998.3,21040.2,58550.78125,0.885316429190105,0.9946416230391275
dimension_033,3,37,direct32,inline,5,2696.56,2689.87,2727.78,7510.635498046875,1.0,1.0
dimension_033,3,37,direct32,split,5,2894.67,2885.18,2916.77,8036.2587890625,0.9315604196678723,1.0734676773370517
dimension_033,3,37,local16,inline,5,3054.22,3053.06,3063.56,8506.74951171875,0.8828964514671505,1.0
dimension_033,3,37,local16,split,5,3053.25,3052.97,3064.26,8505.946533203125,0.8831769426021452,0.999682406637374
dimension_033,3,37,scan128,inline,5,3040.82,3040.61,3049.88,8471.677001953125,0.8867871166330134,1.0
dimension_033,3,37,scan128,split,5,3046.12,3038.79,3056.04,8466.72802734375,0.8852441794807822,1.001742950914556
dimension_033,15,18,direct32,inline,5,1309.95,1306.63,1315.42,3648.9259033203125,1.0,1.0
dimension_033,15,18,direct32,split,5,1406.61,1405.41,1429.85,3917.1187744140625,0.9312815919124705,1.0737890759189281
dimension_033,15,18,local16,inline,5,1490.13,1489.8,1494.61,4150.35888671875,0.8790843751887419,1.0
dimension_033,15,18,local16,split,5,1493.16,1492.05,1497.49,4157.5245361328125,0.8773004902354737,1.002033379638018
dimension_033,15,18,scan128,inline,5,1480.19,1479.71,1487.87,4122.2952880859375,0.8849877380606543,1.0
dimension_033,15,18,scan128,split,5,1482.62,1482.01,1487.24,4128.9207763671875,0.8835372516221285,1.0016416811355298
dimension_033,255,1,direct32,inline,5,87.8735,87.6379,88.2039,244.6719741821289,1.0,1.0
dimension_033,255,1,direct32,split,5,87.485,87.4799,87.9525,243.65811920166016,1.0044407612733612,0.995578871901085
dimension_033,255,1,local16,inline,5,110.594,110.559,110.852,308.15081787109375,0.794559379351502,1.0
dimension_033,255,1,local16,split,5,109.947,109.495,113.193,305.2500534057617,0.7992350859959799,0.9941497730437456
dimension_033,255,1,scan128,inline,5,104.613,103.708,106.106,288.8108367919922,0.8399864261611846,1.0
dimension_033,255,1,scan128,split,5,103.382,103.338,103.779,287.8992614746094,0.8499883925635023,0.9882328200128092
random_half,0,256,direct32,inline,5,18670.2,18628.2,18744.9,51927.126953125,1.0,1.0
random_half,0,256,direct32,split,5,19945.3,19891.5,20030.7,55551.931640625,0.9360701518653518,1.0682960011140747
random_half,0,256,local16,inline,5,21267.1,21232.1,21283.7,59186.138671875,0.8778912028438293,1.0
random_half,0,256,local16,split,5,21137.1,21131.0,21194.8,58911.1728515625,0.8832905176206766,0.9938872718894443
random_half,0,256,scan128,inline,5,21167.0,21133.7,21281.1,58915.8564453125,0.8820428024755516,1.0
random_half,0,256,scan128,split,5,21012.3,20999.7,21045.3,58553.12890625,0.8885367142102484,0.9926914536778948
random_half,3,37,direct32,inline,5,2708.79,2706.28,2717.9,7538.3828125,1.0,1.0
random_half,3,37,direct32,split,5,2884.15,2878.09,2894.07,8031.384765625,0.9391987240608151,1.0647373919720613
random_half,3,37,local16,inline,5,3069.58,3068.87,3080.65,8551.889892578125,0.8824627473465425,1.0
random_half,3,37,local16,split,5,3065.08,3053.59,3101.61,8510.4404296875,0.8837583358346275,0.9985340013943276
random_half,3,37,scan128,inline,5,3068.21,3057.86,3069.41,8521.0712890625,0.8828567796858755,1.0
random_half,3,37,scan128,split,5,3042.53,3040.26,3050.18,8471.4775390625,0.8903083946583927,0.991630299099475
random_half,15,18,direct32,inline,5,1316.85,1315.7,1321.9,3664.9862060546875,1.0,1.0
random_half,15,18,direct32,split,5,1409.41,1406.54,1417.38,3920.03515625,0.9343271297918986,1.0702889471086305
random_half,15,18,local16,inline,5,1498.42,1497.81,1502.97,4173.6827392578125,0.8788256964002081,1.0
random_half,15,18,local16,split,5,1493.09,1492.72,1498.93,4158.9019775390625,0.8819629091347474,0.9964429198756022
random_half,15,18,scan128,inline,5,1490.9,1490.67,1495.67,4152.776123046875,0.8832584345026493,1.0
random_half,15,18,scan128,split,5,1483.0,1482.68,1487.73,4131.13232421875,0.8879635873229939,0.9947011872023609
random_half,255,1,direct32,inline,5,87.7914,87.5509,88.317,244.5197296142578,1.0,1.0
random_half,255,1,direct32,split,5,87.5027,87.437,87.7505,243.5652847290039,1.0032993267636312,0.9967115229965579
random_half,255,1,local16,inline,5,110.433,110.416,110.761,307.74183654785156,0.7949743283257721,1.0
random_half,255,1,local16,split,5,109.747,109.421,109.949,305.0408248901367,0.7999435064284217,0.9937880887053688
random_half,255,1,scan128,inline,5,103.933,103.603,104.017,288.7699737548828,0.8446922536634177,1.0
random_half,255,1,scan128,split,5,104.507,104.488,104.784,291.16090393066406,0.8400528194283635,1.0055227887196558
structural,0,256,direct32,inline,5,18660.9,18603.2,18766.5,51921.0234375,1.0,1.0
structural,0,256,direct32,split,5,19995.1,19949.1,20144.4,55635.0966796875,0.9332736520447511,1.0714970874931005
structural,0,256,local16,inline,5,21241.6,21198.3,21270.8,59179.70703125,0.8785072687556494,1.0
structural,0,256,local16,split,5,21139.9,21136.5,21204.4,58923.6865234375,0.8827335985506081,0.9952122250677916
structural,0,256,scan128,inline,5,21137.0,21127.6,21178.3,58914.431640625,0.8828547097506743,1.0
structural,0,256,scan128,split,5,21043.2,20997.4,21067.8,58546.6455078125,0.8867900319343066,0.9955622841462838
structural,3,37,direct32,inline,5,2707.33,2698.4,2716.76,7538.18505859375,1.0,1.0
structural,3,37,direct32,split,5,2898.38,2883.06,2953.13,8030.961181640625,0.934083867539798,1.0705676810732345
structural,3,37,local16,inline,5,3078.33,3068.15,3107.15,8546.80029296875,0.8794801077207447,1.0
structural,3,37,local16,split,5,3054.14,3052.9,3098.79,8506.596923828125,0.8864459389549922,0.9921418431422232
structural,3,37,scan128,inline,5,3057.51,3057.24,3070.2,8516.76416015625,0.8854688946234026,1.0
structural,3,37,scan128,split,5,3040.43,3038.85,3052.16,8467.3203125,0.8904431281101687,0.9944137549836304
structural,15,18,direct32,inline,5,1316.04,1312.62,1321.28,3664.1900634765625,1.0,1.0
structural,15,18,direct32,split,5,1406.65,1405.05,1411.88,3916.3614501953125,0.9355845448405786,1.068850490866539
structural,15,18,local16,inline,5,1499.49,1498.12,1501.34,4172.245849609375,0.8776584038573114,1.0
structural,15,18,local16,split,5,1491.78,1491.67,1496.9,4155.833984375,0.8821944254514741,0.9948582518056139
structural,15,18,scan128,inline,5,1488.24,1487.5,1493.68,4145.75341796875,0.8842928559909692,1.0
structural,15,18,scan128,split,5,1482.52,1481.99,1490.46,4129.17041015625,0.8877047189919866,0.9961565338923829
structural,255,1,direct32,inline,5,87.8858,87.6031,88.1545,244.68004608154297,1.0,1.0
structural,255,1,direct32,split,5,87.59,87.4339,88.0053,243.59081268310547,1.0033770978422194,0.9966342685621568
structural,255,1,local16,inline,5,110.46,110.39,110.778,307.7870559692383,0.7956346188665581,1.0
structural,255,1,local16,split,5,109.661,109.41,109.849,305.3080520629883,0.8014316849198895,0.9927666123483615
structural,255,1,scan128,inline,5,103.675,103.597,103.901,288.8198547363281,0.8477048468772608,1.0
structural,255,1,scan128,split,5,103.633,103.306,104.92,287.88883209228516,0.8480484015709282,0.9995948878707499
uscensus2000,0,256,direct32,inline,5,18613.5,18584.5,18640.7,51802.1162109375,1.0,1.0
uscensus2000,0,256,direct32,split,5,19939.7,19907.6,19997.6,55563.505859375,0.9334894707543242,1.0712493620221883
uscensus2000,0,256,local16,inline,5,21179.9,21168.0,21257.9,59020.640625,0.8788285119382055,1.0
uscensus2000,0,256,local16,split,5,21167.1,21139.4,21183.0,58929.6689453125,0.8793599501112577,0.9993956534261256
uscensus2000,0,256,scan128,inline,5,21098.7,21060.8,21107.0,58736.8623046875,0.882210752321233,1.0
uscensus2000,0,256,scan128,split,5,21046.2,21029.0,21561.8,58553.3876953125,0.8844114376942156,0.9975116950333432
uscensus2000,3,37,direct32,inline,5,2693.39,2692.42,2703.28,7502.426025390625,1.0,1.0
uscensus2000,3,37,direct32,split,5,2882.85,2882.38,2892.1,8030.115966796875,0.9342803128848188,1.070342579425928
uscensus2000,3,37,local16,inline,5,3050.68,3050.25,3061.16,8500.5595703125,0.8828818492926167,1.0
uscensus2000,3,37,local16,split,5,3062.71,3052.96,3093.16,8506.536865234375,0.8794139830411628,1.0039433831145843
uscensus2000,3,37,scan128,inline,5,3038.33,3037.89,3043.16,8462.550537109375,0.8864705282178038,1.0
uscensus2000,3,37,scan128,split,5,3038.78,3038.67,3053.04,8466.520751953125,0.8863392545692679,1.000148107677573
uscensus2000,15,18,direct32,inline,5,1309.09,1306.55,1314.67,3646.1917724609375,1.0,1.0
uscensus2000,15,18,direct32,split,5,1407.84,1402.1,1413.93,3916.199462890625,0.9298570860325037,1.0754340801625557
uscensus2000,15,18,local16,inline,5,1488.84,1487.89,1493.54,4146.88525390625,0.8792684237392869,1.0
uscensus2000,15,18,local16,split,5,1502.24,1493.01,1642.21,4157.255615234375,0.8714253381616786,1.0090002955320923
uscensus2000,15,18,scan128,inline,5,1478.94,1478.44,1489.22,4119.5992431640625,0.885154232085142,1.0
uscensus2000,15,18,scan128,split,5,1482.67,1482.06,1488.09,4129.4071044921875,0.8829274214761207,1.0025220766224459
uscensus2000,255,1,direct32,inline,5,87.8332,87.6925,88.2214,244.7746810913086,1.0,1.0
uscensus2000,255,1,direct32,split,5,87.499,87.455,87.9303,243.6197509765625,1.0038194722225398,0.996195060637663
uscensus2000,255,1,local16,inline,5,110.607,110.367,111.089,307.6688690185547,0.7941016391367636,1.0
uscensus2000,255,1,local16,split,5,109.384,109.328,110.285,304.84861755371094,0.8029803261903021,0.9889428336362075
uscensus2000,255,1,scan128,inline,5,103.636,103.627,103.998,288.8061065673828,0.8475163070747618,1.0
uscensus2000,255,1,scan128,split,5,103.946,103.766,104.079,289.1030502319336,0.8449887441556193,1.0029912385657493
weather_sept_85,0,256,direct32,inline,5,18667.2,18630.3,18672.5,51927.9833984375,1.0,1.0
weather_sept_85,0,256,direct32,split,5,19965.6,19928.7,19982.7,55561.6025390625,0.9349681452097609,1.0695551555669838
weather_sept_85,0,256,local16,inline,5,21313.5,21231.5,22039.0,59192.1826171875,0.8758392568090647,1.0
weather_sept_85,0,256,local16,split,5,21235.6,21136.3,37542.9,58928.3701171875,0.8790521576974516,0.9963450395289369
weather_sept_85,0,256,scan128,inline,5,21169.3,21147.2,21201.7,58952.953125,0.8818052557240911,1.0
weather_sept_85,0,256,scan128,split,5,21037.6,20999.4,21044.0,58545.693359375,0.8873255504430164,0.9937787267410826
weather_sept_85,3,37,direct32,inline,5,2707.06,2700.06,2729.42,7537.55419921875,1.0,1.0
weather_sept_85,3,37,direct32,split,5,2883.12,2875.62,2894.95,8030.0947265625,0.9389342101612143,1.065037346789506
weather_sept_85,3,37,local16,inline,5,3068.63,3067.67,3079.0,8548.481689453125,0.8821721745534652,1.0
weather_sept_85,3,37,local16,split,5,3053.23,3052.48,3062.25,8506.185302734375,0.8866217088132895,0.9949814738173061
weather_sept_85,3,37,scan128,inline,5,3067.52,3057.57,3092.26,8517.88623046875,0.8824913936991445,1.0
weather_sept_85,3,37,scan128,split,5,3040.87,3038.8,3049.76,8467.1513671875,0.8902254946775101,0.991312200083455
weather_sept_85,15,18,direct32,inline,5,1316.95,1315.4,1323.64,3664.533935546875,1.0,1.0
