case,unit,before_median,after_median,after_over_before,before_min,before_max,after_min,after_max,block0_before,block1_after,block2_after,block3_before,improvement_ranges_separated,loss_ranges_separated,both_edges_agree
bulk/series/avx512/local/k64/h0/u64/encode,ns/value,0.15549619945625665,0.1554994466838739,1.0000208830031125,0.15508287744039861,0.15572850420079473,0.15446829185699748,0.15609479233978157,0.15530417973720365,0.15546340440326548,0.15553522885742807,0.15571709479226534,False,False,False
resident/calico/local/k1/h0/u64/get16,ns/query,2.690319703134073,2.7012083527094624,1.0040473440991808,2.685957223055742,2.7020983863696637,2.6873325209533014,2.709997569936905,2.691194811609301,2.7009262259337232,2.7014904794852015,2.689444594658845,False,False,True
resident/calico/local/k5/h0/u64/get16,ns/query,2.9358655413006036,2.9269141788398616,0.9969510311917158,2.911411015253308,2.9552020258261966,2.913183025900616,2.9396541612531033,2.942423459178201,2.9366473581636976,2.9245327430284465,2.9353911196378983,False,False,True
resident/calico/local/k56/h0/u64/get16,ns/query,5.9772850821,6.003443987098834,1.0043763857068104,5.969864115552968,5.982677969281304,5.992749696202774,6.020090872835011,5.9802293237416695,6.002056341824304,6.012202313126788,5.970564644943459,False,True,True
resident/calico/local/k6/h0/u64/get16,ns/query,2.9108879091230295,2.9151424154757004,1.0014615837110514,2.907017894127166,2.925219498442685,2.910230247798853,2.9202429558005134,2.908816411872084,2.9147464049019285,2.915538426049472,2.9210698507365906,False,False,False
resident/calico/local/k7/h0/u64/get16,ns/query,2.938265379035567,2.9222255099652514,0.9945410413964786,2.92704264031251,2.948920266949873,2.9127813374410816,2.932151728912866,2.9429011285628994,2.927456770141698,2.9169942497888046,2.9325958376639765,False,False,True
resident/calico/striped/k1/h0/u64/get16,ns/query,3.5012855648632972,3.5023950056372843,1.0003168666918005,3.486483002927086,3.508446509165196,3.483005633147379,3.5097506509717937,3.487565027940403,3.504981443949338,3.4982042634304538,3.501502416670206,False,False,False
resident/calico/striped/k5/h0/u64/get16,ns/query,11.375348217895493,11.8322937588379,1.0401698068656526,11.261531747232581,11.460473166497575,11.74267453735728,11.908812561412734,11.459632228188458,11.817079681861623,11.847507835814177,11.298809073417415,False,True,True
resident/calico/striped/k56/h0/u64/get16,ns/query,5.996628591235109,5.99729605764195,1.000111306944675,5.965856444781844,6.031306271993447,5.97049357492433,6.009665669196912,6.019301007340305,5.992299738850931,6.004552687814423,5.974553814096897,False,False,False
resident/calico/striped/k6/h0/u64/get16,ns/query,4.679094311764059,4.808713533465461,1.027701775827753,4.636550856654362,4.894377486928243,4.640655237673147,4.9698420769198295,4.6508021898242955,4.729335472500424,4.847573118830506,4.707386433703823,False,False,True
resident/calico/striped/k7/h0/u64/get16,ns/query,11.386956722265143,11.33218614329748,0.9951900599691779,11.345773657539862,11.43127189504316,11.184239388831017,11.45067541064834,11.373746944163988,11.449259014970904,11.188533022129928,11.400166500366298,False,False,False
resident/predecessor/local/k1/h0/u64/get16,ns/query,6.260654967650449,6.25669897053476,0.9993681176911793,6.242276115388293,6.2745408056275735,6.228031839825393,6.281487900221603,6.248185850229534,6.255632990736489,6.277371360753449,6.2714867579495195,False,False,False
