dataset,first,count,layout,execution,repetition,windows,passes,calls,logical_blocks,metadata_bytes,body_bytes,query_bytes,body_suffix_bytes,checksum,elapsed_ns,ns_per_call,ns_per_block,cycles_raw,instructions_raw,enabled_ns,running_ns,pmu_status,major_faults,minor_faults,residence
structural,255,1,scan128,inline,0,8,32768,262144,262144,4096,60591,65536,512,17235968,16394901,62.5416,62.5416,63308147,85754153,16401599,16401599,available,0,0,unestablished
structural,255,1,scan128,inline,1,8,32768,262144,262144,4096,60591,65536,512,17235968,16442210,62.7221,62.7221,63235359,85754153,16417505,16417505,available,0,0,unestablished
structural,255,1,scan128,inline,2,8,32768,262144,262144,4096,60591,65536,512,17235968,16408067,62.5918,62.5918,63253008,85754153,16404978,16404978,available,0,0,unestablished
structural,255,1,scan128,inline,3,8,32768,262144,262144,4096,60591,65536,512,17235968,16411125,62.6035,62.6035,63270332,85754152,16407872,16407872,available,0,0,unestablished
structural,255,1,scan128,inline,4,8,32768,262144,262144,4096,60591,65536,512,17235968,16415829,62.6214,62.6214,63301059,85754152,16423544,16423544,available,0,0,unestablished
structural,255,1,scan128,split,0,8,32768,262144,262144,4096,60591,65536,512,17235968,16857556,64.3065,64.3065,64884020,88899882,16852879,16852879,available,0,0,unestablished
structural,255,1,scan128,split,1,8,32768,262144,262144,4096,60591,65536,512,17235968,16831531,64.2072,64.2072,64884348,88899881,16838532,16838532,available,0,0,unestablished
structural,255,1,scan128,split,2,8,32768,262144,262144,4096,60591,65536,512,17235968,16800580,64.0891,64.0891,64845759,88899881,16807558,16807558,available,0,0,unestablished
structural,255,1,scan128,split,3,8,32768,262144,262144,4096,60591,65536,512,17235968,16853307,64.2903,64.2903,64874973,88899882,16849242,16849242,available,0,0,unestablished
structural,255,1,scan128,split,4,8,32768,262144,262144,4096,60591,65536,512,17235968,16819059,64.1596,64.1596,64821099,88899881,16831526,16831526,available,0,0,unestablished
random_half,0,256,direct32,inline,0,8,256,2048,524288,8192,80123,65536,512,33606912,13451526,6568.13,25.6567,51897282,61708838,13477745,13477745,available,0,0,unestablished
random_half,0,256,direct32,inline,1,8,256,2048,524288,8192,80123,65536,512,33606912,13434718,6559.92,25.6247,51855555,61708837,13440949,13440949,available,0,0,unestablished
random_half,0,256,direct32,inline,2,8,256,2048,524288,8192,80123,65536,512,33606912,13496608,6590.14,25.7427,51882368,61708839,13490702,13490702,available,0,0,unestablished
random_half,0,256,direct32,inline,3,8,256,2048,524288,8192,80123,65536,512,33606912,13453851,6569.26,25.6612,51819016,61708837,13450829,13450829,available,0,0,unestablished
random_half,0,256,direct32,inline,4,8,256,2048,524288,8192,80123,65536,512,33606912,13443963,6564.44,25.6423,51861859,61708838,13450185,13450185,available,0,0,unestablished
random_half,0,256,direct32,split,0,8,256,2048,524288,8192,80123,65536,512,33606912,13927380,6800.48,26.5644,53683113,70871590,13933809,13933809,available,0,0,unestablished
random_half,0,256,direct32,split,1,8,256,2048,524288,8192,80123,65536,512,33606912,13952222,6812.61,26.6118,53738785,70871591,13946566,13946566,available,0,0,unestablished
random_half,0,256,direct32,split,2,8,256,2048,524288,8192,80123,65536,512,33606912,13973499,6823,26.6523,53626304,70871590,13979936,13979936,available,0,0,unestablished
random_half,0,256,direct32,split,3,8,256,2048,524288,8192,80123,65536,512,33606912,13882589,6778.61,26.4789,53619833,70871590,13889715,13889715,available,0,0,unestablished
random_half,0,256,direct32,split,4,8,256,2048,524288,8192,80123,65536,512,33606912,13909419,6791.71,26.5301,53658235,70871590,13916272,13916272,available,0,0,unestablished
random_half,0,256,local16,inline,0,8,256,2048,524288,4096,80123,65536,512,33606912,14720855,7187.92,28.0778,56638285,66275880,14715774,14715774,available,0,0,unestablished
random_half,0,256,local16,inline,1,8,256,2048,524288,4096,80123,65536,512,33606912,14666616,7161.43,27.9743,56620391,66275878,14672668,14672668,available,0,0,unestablished
random_half,0,256,local16,inline,2,8,256,2048,524288,4096,80123,65536,512,33606912,14675135,7165.59,27.9906,56581646,66275879,14681576,14681576,available,0,0,unestablished
random_half,0,256,local16,inline,3,8,256,2048,524288,4096,80123,65536,512,33606912,14731079,7192.91,28.0973,56652648,66275879,14718889,14718889,available,0,0,unestablished
random_half,0,256,local16,inline,4,8,256,2048,524288,4096,80123,65536,512,33606912,14659415,7157.92,27.9606,56612363,66275878,14665523,14665523,available,0,0,unestablished
random_half,0,256,local16,split,0,8,256,2048,524288,4096,80123,65536,512,33606912,14702036,7178.73,28.0419,56720118,75004454,14716694,14716694,available,0,0,unestablished
random_half,0,256,local16,split,1,8,256,2048,524288,4096,80123,65536,512,33606912,14749703,7202,28.1328,56734022,75004456,14743790,14743790,available,0,0,unestablished
random_half,0,256,local16,split,2,8,256,2048,524288,4096,80123,65536,512,33606912,14743655,7199.05,28.1213,56735892,75004455,14749464,14749464,available,0,0,unestablished
random_half,0,256,local16,split,3,8,256,2048,524288,4096,80123,65536,512,33606912,14716130,7185.61,28.0688,56726217,75004455,14722366,14722366,available,0,0,unestablished
random_half,0,256,local16,split,4,8,256,2048,524288,4096,80123,65536,512,33606912,14785294,7219.38,28.2007,56719523,75004454,14791411,14791411,available,0,0,unestablished
random_half,0,256,scan128,inline,0,8,256,2048,524288,4096,80123,65536,512,33606912,14499276,7079.72,27.6552,55808957,67109417,14493954,14493954,available,0,0,unestablished
random_half,0,256,scan128,inline,1,8,256,2048,524288,4096,80123,65536,512,33606912,14467269,7064.1,27.5941,55767081,67109414,14474206,14474206,available,0,0,unestablished
random_half,0,256,scan128,inline,2,8,256,2048,524288,4096,80123,65536,512,33606912,14473643,7067.21,27.6063,55733637,67109415,14483987,14483987,available,0,0,unestablished
random_half,0,256,scan128,inline,3,8,256,2048,524288,4096,80123,65536,512,33606912,14486771,7073.62,27.6313,55811533,67109416,14480565,14480565,available,0,0,unestablished
random_half,0,256,scan128,inline,4,8,256,2048,524288,4096,80123,65536,512,33606912,14461583,7061.32,27.5833,55805948,67109414,14467740,14467740,available,0,0,unestablished
random_half,0,256,scan128,split,0,8,256,2048,524288,4096,80123,65536,512,33606912,14719152,7187.09,28.0746,56692338,75794983,14716094,14716094,available,0,0,unestablished
random_half,0,256,scan128,split,1,8,256,2048,524288,4096,80123,65536,512,33606912,14695141,7175.36,28.0288,56710041,75794983,14693425,14693425,available,0,0,unestablished
random_half,0,256,scan128,split,2,8,256,2048,524288,4096,80123,65536,512,33606912,14778035,7215.84,28.1869,56658270,75794983,14757333,14757333,available,0,0,unestablished
random_half,0,256,scan128,split,3,8,256,2048,524288,4096,80123,65536,512,33606912,14669762,7162.97,27.9804,56615174,75794983,14675741,14675741,available,0,0,unestablished
random_half,0,256,scan128,split,4,8,256,2048,524288,4096,80123,65536,512,33606912,14678670,7167.32,27.9973,56576703,75794983,14684849,14684849,available,0,0,unestablished
