input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:logical_values,counter:encoded_bytes,counter:query_bytes,counter:values_per_item,counter:bulk_input_output_bytes,counter:queries_per_iteration,counter:payload_stride,counter:head0_stride,counter:head1_stride,counter:query_hash_lo,counter:query_hash_hi
gnr-avx512,boundary/series/avx2/striped/k12/h0/u64/dense/last-lane,1,3,"[636.4518843316189,633.9365611154172,635.0782757716813]",635.0782757716813,"[637.2572293209655,634.0018063594781,635.1384415813504]",635.1384415813504,"[4.9722803463407725,4.952629383714197,4.96154902946626]",4.96154902946626,2560.0,3840.0,,,,128.0,,,,3246558260.0,2244941678.0
gnr-avx512,boundary/series/avx2/striped/k12/h0/u64/dense/short,1,3,"[567.8980959420984,565.3160489261256,565.8963859877615]",565.8963859877615,"[568.3713990772335,565.5816464845802,565.9569122242511]",565.9569122242511,"[4.436703874547644,4.416531632235357,4.421065515529388]",4.421065515529388,2560.0,3840.0,,,,128.0,,,,381093946.0,2519055419.0
gnr-avx512,boundary/series/avx2/striped/k21/h16/u64/gapped/complete-suffix,1,3,"[7974.686703435927,7982.336884156568,7983.11318242287]",7982.336884156568,"[7975.538520071035,7984.272969391845,7983.855621096301]",7983.855621096301,"[62.302239870593176,62.362006907473194,62.36807173767867]",62.362006907473194,1536.0,4032.0,,,,128.0,,,,2058522820.0,1613119363.0
gnr-avx512,boundary/series/avx2/striped/k21/h16/u64/gapped/crossing,1,3,"[2049.5440982233345,2052.51949322591,2043.99809225596]",2049.5440982233345,"[2049.746906035023,2052.5350486639695,2044.196399744453]",2049.746906035023,"[16.0120632673698,16.035308540827423,15.968735095749688]",16.0120632673698,1536.0,4032.0,,,,128.0,,,,2277069940.0,1435134164.0
gnr-avx512,boundary/series/avx2/striped/k21/h16/u64/gapped/eight,1,3,"[944.9490904184084,943.7594837088111,946.6820624677559]",944.9490904184084,"[944.9562186542023,944.4664388030777,946.9852263283075]",944.9562186542023,"[7.382414768893816,7.373120966475085,7.395953613029343]",7.382414768893816,1536.0,4032.0,,,,128.0,,,,2480254212.0,80128590.0
gnr-avx512,boundary/series/avx2/striped/k21/h16/u64/gapped/full,1,3,"[785.6967891987073,783.88501248056,783.4169692149509]",783.88501248056,"[786.0928068931701,784.0214431576175,783.4932871983573]",784.0214431576175,"[6.138256165614901,6.124101660004375,6.120445071991804]",6.124101660004375,1536.0,4032.0,,,,128.0,,,,3552008396.0,580849070.0
gnr-avx512,boundary/series/avx2/striped/k21/h16/u64/gapped/last-lane,1,3,"[773.6729102601097,759.1219830393311,758.8099524744807]",759.1219830393311,"[774.2767309712767,759.6082005373531,758.8848010460008]",759.6082005373531,"[6.044319611407106,5.930640492494774,5.92820275370688]",5.930640492494774,1536.0,4032.0,,,,128.0,,,,1254335689.0,3229450483.0
gnr-avx512,boundary/series/avx2/striped/k21/h16/u64/gapped/short,1,3,"[1233.3780355947692,1230.0612817434014,1229.7761477539038]",1230.0612817434014,"[1233.5093076922215,1230.4832403039443,1230.7353224857968]",1230.7353224857968,"[9.635765903084136,9.609853763620325,9.607626154327374]",9.609853763620325,1536.0,4032.0,,,,128.0,,,,2052326282.0,2146136710.0
gnr-avx512,boundary/series/avx2/striped/k22/h16/u64/gapped/complete-suffix,1,3,"[4442.757454007535,4440.298054554805,4440.0148022840785]",4440.298054554805,"[4443.824592903006,4441.16081624932,4440.4447028825525]",4441.16081624932,"[34.709042609433865,34.68982855120941,34.687615642844364]",34.68982855120941,1280.0,3520.0,,,,128.0,,,,847364005.0,4011205038.0
gnr-avx512,boundary/series/avx2/striped/k22/h16/u64/gapped/crossing,1,3,"[1946.6786805129532,1942.2891311500803,1927.7210657397484]",1942.2891311500803,"[1949.771721258858,1942.4980029137123,1929.6473850084783]",1942.4980029137123,"[15.208427191507447,15.174133837110002,15.060320826091784]",15.174133837110002,1280.0,3520.0,,,,128.0,,,,1818342636.0,3096552556.0
gnr-avx512,boundary/series/avx2/striped/k22/h16/u64/gapped/eight,1,3,"[839.8265964649936,830.3045829838871,826.1897318221479]",830.3045829838871,"[839.9190141609334,830.3877814391442,826.2700620738508]",830.3877814391442,"[6.5611452848827625,6.486754554561618,6.4546072798605305]",6.486754554561618,1280.0,3520.0,,,,128.0,,,,3389894646.0,4029823968.0
