input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:logical_values,counter:encoded_bytes,counter:query_bytes,counter:values_per_item,counter:bulk_input_output_bytes,counter:queries_per_iteration,counter:payload_stride,counter:head0_stride,counter:head1_stride,counter:query_hash_lo,counter:query_hash_hi
gnr-avx512,head-placement/avx512/local/k16/h16/n257/payloadgap0/headgap0-0/encode-bound,1,3,"[42.13456254091216,41.76464739587943,41.780023394569156]",41.780023394569156,"[42.19715696180641,41.80477606613954,41.806156942321785]",41.806156942321785,"[42.134562540912164,41.764647395879436,41.78002339456916]",41.78002339456916,257.0,,,,,,0.0,,,,
gnr-avx512,head-placement/avx512/local/k16/h16/n257/payloadgap0/headgap0-17/encode-bound,1,3,"[41.26849126808101,41.36656916357689,41.360224313627555]",41.360224313627555,"[41.273200538723415,41.37061223514172,41.36434617236154]",41.36434617236154,"[41.268491268081014,41.36656916357689,41.360224313627555]",41.360224313627555,257.0,,,,,,0.0,,,,
gnr-avx512,head-placement/avx512/local/k16/h16/n257/payloadgap0/headgap13-0/encode-bound,1,3,"[41.953389238682085,41.36705113732602,41.80494322166787]",41.80494322166787,"[42.000508230864156,41.37126149826837,41.80525456154379]",41.80525456154379,"[41.953389238682085,41.36705113732603,41.80494322166788]",41.80494322166788,257.0,,,,,,0.0,,,,
gnr-avx512,head-placement/avx512/local/k16/h16/n257/payloadgap0/headgap13-17/encode-bound,1,3,"[41.62055945344556,41.21578366502285,41.324205467361566]",41.324205467361566,"[41.70256819317922,41.27323299490459,41.32837270978856]",41.32837270978856,"[41.62055945344556,41.21578366502285,41.324205467361566]",41.324205467361566,257.0,,,,,,0.0,,,,
gnr-avx512,head-placement/avx512/local/k16/h16/n257/payloadgap11/headgap13-17/encode-bound,1,3,"[41.13903263026904,41.022618414284516,41.139447158079534]",41.13903263026904,"[41.173356520476936,41.04033651766605,41.14350459590933]",41.14350459590933,"[41.13903263026904,41.022618414284516,41.13944715807954]",41.13903263026904,257.0,,,,,,11.0,,,,
gnr-avx512,head-placement/avx512/local/k16/h16/n8193/payloadgap0/headgap0-0/encode-bound,1,3,"[1521.710154916221,1521.3595036831773,1531.7476326952135]",1521.710154916221,"[1521.8906142309474,1521.5087617436632,1532.9522911091203]",1521.8906142309474,"[1521.7101549162207,1521.3595036831773,1531.7476326952137]",1521.7101549162207,8193.0,,,,,,0.0,,,,
gnr-avx512,head-placement/avx512/local/k16/h16/n8193/payloadgap0/headgap0-17/encode-bound,1,3,"[1608.5344079826878,1632.691652274662,1628.2144693915106]",1628.2144693915106,"[1609.171675306006,1633.7687584003627,1628.4423335195206]",1628.4423335195206,"[1608.534407982688,1632.691652274662,1628.2144693915106]",1628.2144693915106,8193.0,,,,,,0.0,,,,
gnr-avx512,head-placement/avx512/local/k16/h16/n8193/payloadgap0/headgap13-0/encode-bound,1,3,"[1563.1033449260667,1563.7199733591456,1567.5592762523306]",1563.7199733591456,"[1563.2762154926256,1563.973247978378,1568.0633094070688]",1563.973247978378,"[1563.1033449260667,1563.7199733591456,1567.5592762523304]",1563.7199733591456,8193.0,,,,,,0.0,,,,
gnr-avx512,head-placement/avx512/local/k16/h16/n8193/payloadgap0/headgap13-17/encode-bound,1,3,"[1688.405895784001,1686.4561621343469,1679.0890375300505]",1686.4561621343469,"[1688.6017943634338,1686.6325549743972,1679.3505827723395]",1686.6325549743972,"[1688.4058957840011,1686.456162134347,1679.0890375300505]",1686.456162134347,8193.0,,,,,,0.0,,,,
gnr-avx512,head-placement/avx512/local/k16/h16/n8193/payloadgap11/headgap13-17/encode-bound,1,3,"[1683.2002555084823,1687.51828489163,1674.5005190028564]",1683.2002555084823,"[1683.3963989153324,1688.1729479527494,1674.6572580583895]",1683.3963989153324,"[1683.2002555084823,1687.5182848916302,1674.5005190028567]",1683.2002555084823,8193.0,,,,,,11.0,,,,
gnr-avx512,head-placement/avx512/local/k23/h16/n257/payloadgap0/headgap0-0/encode-bound,1,3,"[73.06530113625516,73.12254895158902,73.10806824411473]",73.10806824411473,"[73.06581477139314,73.13194536036035,73.11525046666648]",73.11525046666648,"[73.06530113625516,73.12254895158902,73.10806824411475]",73.10806824411475,257.0,,,,,,7.0,,,,
gnr-avx512,head-placement/avx512/local/k23/h16/n257/payloadgap0/headgap0-17/encode-bound,1,3,"[62.294385279216506,62.339395703298294,73.56724092871168]",62.339395703298294,"[62.301263356363826,62.35491889395306,73.64446635506052]",62.35491889395306,"[62.294385279216506,62.339395703298294,73.56724092871168]",62.339395703298294,257.0,,,,,,7.0,,,,
gnr-avx512,head-placement/avx512/local/k23/h16/n257/payloadgap0/headgap13-0/encode-bound,1,3,"[75.24032501369022,75.1726108343276,73.83242058748787]",75.1726108343276,"[75.3191923270204,75.18624303869734,73.83296215820198]",75.18624303869734,"[75.24032501369022,75.1726108343276,73.83242058748786]",75.1726108343276,257.0,,,,,,7.0,,,,
gnr-avx512,head-placement/avx512/local/k23/h16/n257/payloadgap0/headgap13-17/encode-bound,1,3,"[75.27742151225087,75.30957660642501,73.95235123288748]",75.27742151225087,"[75.29887552878319,75.3176399683284,73.9555433154925]",75.29887552878319,"[75.27742151225087,75.30957660642501,73.9523512328875]",75.27742151225087,257.0,,,,,,7.0,,,,
gnr-avx512,head-placement/avx512/local/k23/h16/n257/payloadgap11/headgap13-17/encode-bound,1,3,"[73.67824398527046,73.67553156167467,73.73111177909985]",73.67824398527046,"[73.68886822711168,73.70927781740247,73.85082893183079]",73.70927781740247,"[73.67824398527046,73.67553156167466,73.73111177909985]",73.67824398527046,257.0,,,,,,18.0,,,,
gnr-avx512,head-placement/avx512/local/k23/h16/n8193/payloadgap0/headgap0-0/encode-bound,1,3,"[2586.1051146797613,2596.216423400223,2578.468539188249]",2586.1051146797613,"[2587.227155660679,2596.2400956617794,2578.4893904042833]",2587.227155660679,"[2586.1051146797613,2596.2164234002225,2578.468539188249]",2586.1051146797613,8193.0,,,,,,7.0,,,,
gnr-avx512,head-placement/avx512/local/k23/h16/n8193/payloadgap0/headgap0-17/encode-bound,1,3,"[2657.462767957671,2625.4662780508415,2627.1062429475533]",2627.1062429475533,"[2658.5128494426435,2625.4887175516023,2629.056976298568]",2629.056976298568,"[2657.462767957671,2625.4662780508415,2627.1062429475533]",2627.1062429475533,8193.0,,,,,,7.0,,,,
gnr-avx512,head-placement/avx512/local/k23/h16/n8193/payloadgap0/headgap13-0/encode-bound,1,3,"[2631.178141669894,2616.1986105933806,2612.6525865267936]",2616.1986105933806,"[2631.51215731887,2616.4751891937317,2612.947835253224]",2616.4751891937317,"[2631.178141669894,2616.198610593381,2612.6525865267936]",2616.198610593381,8193.0,,,,,,7.0,,,,
gnr-avx512,head-placement/avx512/local/k23/h16/n8193/payloadgap0/headgap13-17/encode-bound,1,3,"[2681.20612919676,2686.2084816912393,2672.3404755848146]",2681.20612919676,"[2681.4999364386617,2686.720562059627,2673.382884045709]",2681.4999364386617,"[2681.20612919676,2686.2084816912393,2672.3404755848146]",2681.20612919676,8193.0,,,,,,7.0,,,,
gnr-avx512,head-placement/avx512/local/k23/h16/n8193/payloadgap11/headgap13-17/encode-bound,1,3,"[2644.3959495897734,2631.5984074246676,2644.4545739515456]",2644.3959495897734,"[2645.874474881633,2631.969151678797,2644.722427739824]",2644.722427739824,"[2644.395949589773,2631.598407424668,2644.454573951546]",2644.395949589773,8193.0,,,,,,18.0,,,,
gnr-avx512,head-placement/avx512/local/k56/h16/n257/payloadgap0/headgap0-0/encode-bound,1,3,"[77.33388518428423,76.73097819570214,75.30981145499769]",76.73097819570214,"[77.34177579229947,76.74138716176957,75.31723010146979]",76.74138716176957,"[77.33388518428423,76.73097819570212,75.30981145499769]",76.73097819570212,257.0,,,,,,40.0,,,,
gnr-avx512,head-placement/avx512/local/k56/h16/n257/payloadgap0/headgap0-17/encode-bound,1,3,"[78.92723344573444,78.87578409402083,76.51566683716385]",78.87578409402083,"[78.95277949097859,78.88376981817996,76.52573595806719]",78.88376981817996,"[78.92723344573443,78.87578409402083,76.51566683716383]",78.87578409402083,257.0,,,,,,40.0,,,,
gnr-avx512,head-placement/avx512/local/k56/h16/n257/payloadgap0/headgap13-0/encode-bound,1,3,"[76.70685687144379,76.7714590129926,75.4525432462515]",76.70685687144379,"[76.71980003953948,76.84962048904843,75.47653340206428]",76.71980003953948,"[76.70685687144379,76.7714590129926,75.4525432462515]",76.70685687144379,257.0,,,,,,40.0,,,,
gnr-avx512,head-placement/avx512/local/k56/h16/n257/payloadgap0/headgap13-17/encode-bound,1,3,"[69.78769387152293,69.63818734767054,76.4930471099409]",69.78769387152293,"[69.7951805834334,69.64719219431389,76.4936444628379]",69.7951805834334,"[69.78769387152293,69.63818734767055,76.4930471099409]",69.78769387152293,257.0,,,,,,40.0,,,,
gnr-avx512,head-placement/avx512/local/k56/h16/n257/payloadgap11/headgap13-17/encode-bound,1,3,"[85.29090994201106,85.29130882508453,93.78689872444654]",85.29130882508453,"[85.29983189923455,85.29952866708354,93.84103489780291]",85.29983189923455,"[85.29090994201104,85.29130882508453,93.78689872444653]",85.29130882508453,257.0,,,,,,51.0,,,,
gnr-avx512,head-placement/avx512/local/k56/h16/n8193/payloadgap0/headgap0-0/encode-bound,1,3,"[2852.1392944022623,2849.086171938154,2835.9408623922177]",2849.086171938154,"[2852.4305217815026,2849.531562587991,2836.2143146930016]",2849.531562587991,"[2852.1392944022623,2849.086171938154,2835.9408623922177]",2849.086171938154,8193.0,,,,,,40.0,,,,
gnr-avx512,head-placement/avx512/local/k56/h16/n8193/payloadgap0/headgap0-17/encode-bound,1,3,"[3231.601092479635,3230.4086943310435,3232.424702222231]",3231.601092479635,"[3232.0261740174165,3232.2373871360473,3232.4528487838115]",3232.2373871360473,"[3231.6010924796356,3230.408694331044,3232.424702222231]",3231.6010924796356,8193.0,,,,,,40.0,,,,
gnr-avx512,head-placement/avx512/local/k56/h16/n8193/payloadgap0/headgap13-0/encode-bound,1,3,"[3225.0280564119435,3237.0095029791646,3223.934007090216]",3225.0280564119435,"[3229.8778942647937,3238.0447997551446,3224.2642733258076]",3229.8778942647937,"[3225.028056411943,3237.0095029791646,3223.9340070902163]",3225.028056411943,8193.0,,,,,,40.0,,,,
gnr-avx512,head-placement/avx512/local/k56/h16/n8193/payloadgap0/headgap13-17/encode-bound,1,3,"[3346.866503125661,3368.945794094961,3331.2191975965006]",3346.866503125661,"[3352.9755480000726,3370.161747231493,3334.5873229444674]",3352.9755480000726,"[3346.8665031256614,3368.9457940949605,3331.2191975965006]",3346.8665031256614,8193.0,,,,,,40.0,,,,
gnr-avx512,head-placement/avx512/local/k56/h16/n8193/payloadgap11/headgap13-17/encode-bound,1,3,"[3538.7548016975265,3556.6969319068085,3581.22931737005]",3556.6969319068085,"[3539.6405587397708,3556.7299409704133,3581.5824395112795]",3556.7299409704133,"[3538.754801697527,3556.6969319068085,3581.2293173700496]",3556.6969319068085,8193.0,,,,,,51.0,,,,
gnr-avx512,head-placement/avx512/striped/k23/h16/n257/payloadgap0/headgap0-0/encode-bound,1,3,"[98.14137409857207,98.19403752138224,89.88949417973748]",98.14137409857207,"[98.15383213790552,98.23040481026685,89.90047351270776]",98.15383213790552,"[98.14137409857206,98.19403752138224,89.88949417973748]",98.14137409857206,257.0,,,,,,224.0,,,,
gnr-avx512,head-placement/avx512/striped/k23/h16/n257/payloadgap0/headgap0-17/encode-bound,1,3,"[98.23465972836846,98.11958397824395,90.05340786945364]",98.11958397824395,"[98.26742108311959,98.13036157217128,90.0638060687014]",98.13036157217128,"[98.23465972836844,98.11958397824394,90.05340786945364]",98.11958397824394,257.0,,,,,,224.0,,,,
gnr-avx512,head-placement/avx512/striped/k23/h16/n257/payloadgap0/headgap13-0/encode-bound,1,3,"[98.24739447776355,98.1282675523565,90.09151364205468]",98.1282675523565,"[98.28236741254636,98.12960736796744,90.09385715345994]",98.12960736796744,"[98.24739447776356,98.12826755235649,90.09151364205468]",98.12826755235649,257.0,,,,,,224.0,,,,
gnr-avx512,head-placement/avx512/striped/k23/h16/n257/payloadgap0/headgap13-17/encode-bound,1,3,"[90.13670208870137,90.01106348001129,98.27068188567647]",90.13670208870137,"[90.1465238596425,90.0201234395097,98.39309678471817]",90.1465238596425,"[90.13670208870137,90.01106348001129,98.27068188567645]",90.13670208870137,257.0,,,,,,224.0,,,,
gnr-avx512,head-placement/avx512/striped/k23/h16/n257/payloadgap32/headgap13-17/encode-bound,1,3,"[98.2752685914224,98.11212831733533,90.27537591143947]",98.11212831733533,"[103.36846660868768,98.17712919230773,90.28537299550862]",98.17712919230773,"[98.2752685914224,98.11212831733533,90.27537591143947]",98.11212831733533,257.0,,,,,,256.0,,,,
gnr-avx512,head-placement/avx512/striped/k23/h16/n8193/payloadgap0/headgap0-0/encode-bound,1,3,"[2291.55994128137,2295.4338607065497,2316.979720547314]",2295.4338607065497,"[2295.410482238079,2295.4534877442534,2320.5599412859024]",2295.4534877442534,"[2291.55994128137,2295.43386070655,2316.9797205473137]",2295.43386070655,8193.0,,,,,,224.0,,,,
gnr-avx512,head-placement/avx512/striped/k23/h16/n8193/payloadgap0/headgap0-17/encode-bound,1,3,"[2271.3900851543267,2285.655312685397,2271.4083636170494]",2271.4083636170494,"[2271.6560720243483,2285.903617725068,2272.2258502050995]",2272.2258502050995,"[2271.3900851543262,2285.6553126853973,2271.4083636170494]",2271.4083636170494,8193.0,,,,,,224.0,,,,
gnr-avx512,head-placement/avx512/striped/k23/h16/n8193/payloadgap0/headgap13-0/encode-bound,1,3,"[2289.2269642162764,2322.642938588316,2300.349459737039]",2300.349459737039,"[2290.481403040135,2322.8632784794186,2300.5731118059166]",2300.5731118059166,"[2289.2269642162764,2322.642938588316,2300.3494597370395]",2300.3494597370395,8193.0,,,,,,224.0,,,,
gnr-avx512,head-placement/avx512/striped/k23/h16/n8193/payloadgap0/headgap13-17/encode-bound,1,3,"[1933.6304958318053,1932.795037062193,1934.7582523824835]",1933.6304958318053,"[1934.456838990727,1934.2800055393361,1935.034758977524]",1934.456838990727,"[1933.6304958318053,1932.7950370621932,1934.7582523824838]",1933.6304958318053,8193.0,,,,,,224.0,,,,
gnr-avx512,head-placement/avx512/striped/k23/h16/n8193/payloadgap32/headgap13-17/encode-bound,1,3,"[2323.0274814271534,2318.8919734128685,2302.590962407997]",2318.8919734128685,"[2323.3444115295897,2319.036530183179,2303.4680779896494]",2319.036530183179,"[2323.0274814271534,2318.891973412869,2302.590962407997]",2318.891973412869,8193.0,,,,,,256.0,,,,
gnr-avx512,head-placement/avx512/striped/k28/h16/n257/payloadgap0/headgap0-0/encode-bound,1,3,"[84.11724157411354,84.12628995994791,84.39836305734559]",84.12628995994791,"[84.13639977576968,84.13793541869657,84.40702803738355]",84.13793541869657,"[84.11724157411354,84.12628995994791,84.3983630573456]",84.12628995994791,257.0,,,,,,96.0,,,,
gnr-avx512,head-placement/avx512/striped/k28/h16/n257/payloadgap0/headgap0-17/encode-bound,1,3,"[75.26110473104205,75.27227351150819,75.2533847639016]",75.26110473104205,"[75.29220496514753,75.34662992747369,75.2784580842996]",75.29220496514753,"[75.26110473104205,75.27227351150819,75.2533847639016]",75.26110473104205,257.0,,,,,,96.0,,,,
gnr-avx512,head-placement/avx512/striped/k28/h16/n257/payloadgap0/headgap13-0/encode-bound,1,3,"[75.35286032404053,75.31742858832176,84.13225443524976]",75.35286032404053,"[75.37206193489,75.31799740531049,84.14300453771337]",75.37206193489,"[75.35286032404053,75.31742858832176,84.13225443524976]",75.35286032404053,257.0,,,,,,96.0,,,,
gnr-avx512,head-placement/avx512/striped/k28/h16/n257/payloadgap0/headgap13-17/encode-bound,1,3,"[84.5197220642209,84.63534243918721,75.45623883439359]",84.5197220642209,"[84.53331437955156,84.66165196725935,75.45679131858537]",84.53331437955156,"[84.51972206422091,84.63534243918723,75.45623883439359]",84.51972206422091,257.0,,,,,,96.0,,,,
gnr-avx512,head-placement/avx512/striped/k28/h16/n257/payloadgap32/headgap13-17/encode-bound,1,3,"[84.0930770036427,84.21270915273702,85.9581835547586]",84.21270915273702,"[84.10461264491377,84.22531675119784,85.97115183039772]",84.22531675119784,"[84.0930770036427,84.21270915273702,85.95818355475859]",84.21270915273702,257.0,,,,,,128.0,,,,
gnr-avx512,head-placement/avx512/striped/k28/h16/n8193/payloadgap0/headgap0-0/encode-bound,1,3,"[2341.1084736402336,2327.627656637676,2319.6666850672273]",2327.627656637676,"[2341.347998875945,2327.9937620756405,2321.582059069239]",2327.9937620756405,"[2341.1084736402336,2327.627656637676,2319.6666850672277]",2327.627656637676,8193.0,,,,,,96.0,,,,
gnr-avx512,head-placement/avx512/striped/k28/h16/n8193/payloadgap0/headgap0-17/encode-bound,1,3,"[2624.334840209321,2622.7249952925235,2627.738557165611]",2624.334840209321,"[2624.6951717228862,2622.984994021055,2628.4705845330436]",2624.6951717228862,"[2624.334840209321,2622.7249952925235,2627.7385571656114]",2624.334840209321,8193.0,,,,,,96.0,,,,
gnr-avx512,head-placement/avx512/striped/k28/h16/n8193/payloadgap0/headgap13-0/encode-bound,1,3,"[2639.696022909572,2652.560801781091,2643.1820553587677]",2643.1820553587677,"[2639.715749279592,2652.8920139829424,2643.549538649894]",2643.549538649894,"[2639.696022909572,2652.560801781091,2643.1820553587677]",2643.1820553587677,8193.0,,,,,,96.0,,,,
gnr-avx512,head-placement/avx512/striped/k28/h16/n8193/payloadgap0/headgap13-17/encode-bound,1,3,"[2347.2755024654766,2665.7021868250104,2639.4230185790616]",2639.4230185790616,"[2347.641638219504,2666.0607382040216,2639.80369106205]",2639.80369106205,"[2347.2755024654766,2665.7021868250104,2639.4230185790616]",2639.4230185790616,8193.0,,,,,,96.0,,,,
gnr-avx512,head-placement/avx512/striped/k28/h16/n8193/payloadgap32/headgap13-17/encode-bound,1,3,"[2372.326268064987,2366.1823746103933,2670.179370925758]",2372.326268064987,"[2372.3428166580547,2367.232530457389,2670.411334659757]",2372.3428166580547,"[2372.326268064987,2366.1823746103933,2670.179370925758]",2372.326268064987,8193.0,,,,,,128.0,,,,
gnr-avx512,runtime/series/avx2/local/k23/h16/u32/headgapped/mixed,1,3,"[2752.521548051081,2757.653788128672,2765.442833718665]",2757.653788128672,"[2752.8135782388176,2763.2205969451165,2766.066382421151]",2763.2205969451165,"[10.752037297074535,10.772085109877626,10.802511069213535]",10.772085109877626,1280.0,3680.0,65536.0,12.75,,256.0,7.0,21.0,25.0,2488869866.0,4254984960.0
gnr-avx512,runtime/series/avx2/local/k23/h16/u32/headgapped/o1-n16,1,3,"[3950.388329410677,3947.262494116063,3950.9505882372596]",3950.388329410677,"[3950.7977411952147,3947.639529403258,3956.8606117801905]",3950.7977411952147,"[15.431204411760458,15.41899411764087,15.433400735301795]",15.431204411760458,1280.0,3680.0,65536.0,16.0,,256.0,7.0,21.0,25.0,327234659.0,503056603.0
gnr-avx512,runtime/series/avx2/local/k23/h16/u32/headgapped/o1-n17,1,3,"[4131.064855821865,4127.467867335011,4126.420037401571]",4127.467867335011,"[4131.505658874008,4128.570022648608,4126.814191525251]",4128.570022648608,"[16.136972093054162,16.122921356777386,16.118828271099886]",16.122921356777386,1280.0,3680.0,65536.0,17.0,,256.0,7.0,21.0,25.0,946201962.0,281996142.0
gnr-avx512,runtime/series/avx2/local/k23/h16/u32/independentlygapped/mixed,1,3,"[2914.9462060374776,2916.028800885855,2907.18346718488]",2914.9462060374776,"[2914.969606738283,2916.505400151155,2907.455206330174]",2914.969606738283,"[11.386508617333897,11.390737503460372,11.356185418690938]",11.386508617333897,1280.0,3680.0,65536.0,12.75,,256.0,18.0,21.0,25.0,2488869866.0,4254984960.0
gnr-avx512,runtime/series/avx2/local/k23/h16/u32/independentlygapped/o1-n16,1,3,"[3951.480263776894,3951.5168158248894,3952.3255770108644]",3951.5168158248894,"[3951.8898728050576,3951.8969382894043,3953.2336316490146]",3951.8969382894043,"[15.435469780378492,15.435612561815974,15.43877178519869]",15.435612561815974,1280.0,3680.0,65536.0,16.0,,256.0,18.0,21.0,25.0,327234659.0,503056603.0
gnr-avx512,runtime/series/avx2/local/k23/h16/u32/independentlygapped/o1-n17,1,3,"[4128.8998625555205,4137.423129785028,4136.742489695503]",4136.742489695503,"[4134.013449812668,4138.1283133627685,4137.303946597199]",4137.303946597199,"[16.128515088107502,16.161809100722767,16.159150350373057]",16.159150350373057,1280.0,3680.0,65536.0,17.0,,256.0,18.0,21.0,25.0,946201962.0,281996142.0
gnr-avx512,runtime/series/avx2/local/k23/h16/u64/headgapped/mixed,1,3,"[3125.4493510369152,3119.7336267328947,3120.1660450551717]",3120.1660450551717,"[3128.378636410466,3120.7252722466214,3120.553856477612]",3120.7252722466214,"[12.208786527487952,12.18645947942537,12.188148613496766]",12.188148613496766,1280.0,3680.0,65536.0,12.75,,256.0,7.0,21.0,25.0,2488869866.0,4254984960.0
gnr-avx512,runtime/series/avx2/local/k23/h16/u64/headgapped/o1-n16,1,3,"[4480.07603092774,4487.294888314362,4489.002684708163]",4487.294888314362,"[4480.77362547497,4487.332688980357,4489.434493145203]",4487.332688980357,"[17.50029699581149,17.528495657477976,17.53516673714126]",17.528495657477976,1280.0,3680.0,65536.0,16.0,,256.0,7.0,21.0,25.0,327234659.0,503056603.0
gnr-avx512,runtime/series/avx2/local/k23/h16/u64/headgapped/o1-n17,1,3,"[4749.790215309336,4744.02231992201,4742.563859764821]",4744.02231992201,"[4750.8217788021375,4744.473565555537,4743.009694514893]",4744.473565555537,"[18.5538680285521,18.53133718719535,18.525640077206333]",18.53133718719535,1280.0,3680.0,65536.0,17.0,,256.0,7.0,21.0,25.0,946201962.0,281996142.0
gnr-avx512,runtime/series/avx2/local/k23/h16/u64/independentlygapped/mixed,1,3,"[3241.1106215189984,3245.00595237959,3246.408704389652]",3245.00595237959,"[3241.449520694745,3245.886904742253,3247.7415738844925]",3245.886904742253,"[12.660588365308588,12.675804501482773,12.681284001522076]",12.675804501482773,1280.0,3680.0,65536.0,12.75,,256.0,18.0,21.0,25.0,2488869866.0,4254984960.0
gnr-avx512,runtime/series/avx2/local/k23/h16/u64/independentlygapped/o1-n16,1,3,"[4486.214293342651,4489.461061853642,4488.185984408454]",4488.185984408454,"[4487.39440234039,4489.889114390998,4488.602499766023]",4488.602499766023,"[17.52427458336973,17.536957272865788,17.53197650159552]",17.53197650159552,1280.0,3680.0,65536.0,16.0,,256.0,18.0,21.0,25.0,327234659.0,503056603.0
gnr-avx512,runtime/series/avx2/local/k23/h16/u64/independentlygapped/o1-n17,1,3,"[4743.965571915684,4749.401698753954,4738.186070219535]",4743.965571915684,"[4744.461268422202,4749.844167610928,4738.629331820107]",4744.461268422202,"[18.531115515295642,18.552350385757634,18.50853933679506]",18.531115515295642,1280.0,3680.0,65536.0,17.0,,256.0,18.0,21.0,25.0,946201962.0,281996142.0
gnr-avx512,runtime/series/avx2/local/k7/h0/u32/dense/mixed,1,3,"[2320.9908683388508,2320.6392163385835,2411.0144999739887]",2320.9908683388508,"[2321.787093904036,2320.85322928443,2411.231446136513]",2321.787093904036,"[9.066370579448636,9.064996938822592,9.418025390523393]",9.066370579448636,4608.0,4032.0,65536.0,12.75,,256.0,7.0,0.0,0.0,924299960.0,1870290604.0
gnr-avx512,runtime/series/avx2/local/k7/h0/u32/dense/o1-n16,1,3,"[3115.6171537380533,3116.7010913330564,3103.1731487598536]",3115.6171537380533,"[3116.268805409535,3117.008642777788,3103.4672965697177]",3116.268805409535,"[12.17037950678927,12.174613638019753,12.12177011234318]",12.17037950678927,4608.0,4032.0,65536.0,16.0,,256.0,7.0,0.0,0.0,2845980241.0,193074696.0
gnr-avx512,runtime/series/avx2/local/k7/h0/u32/dense/o1-n17,1,3,"[3213.4334855617053,3175.1087949318735,3160.09612551561]",3175.1087949318735,"[3213.793238055067,3176.017604598432,3160.3917943564247]",3176.017604598432,"[12.55247455297541,12.40276873020263,12.34412549029535]",12.40276873020263,4608.0,4032.0,65536.0,17.0,,256.0,7.0,0.0,0.0,3061537504.0,1154450614.0
gnr-avx512,runtime/series/avx2/local/k7/h0/u64/dense/mixed,1,3,"[2366.1727124449976,2376.954164557938,2366.741746806249]",2366.741746806249,"[2366.4297283825276,2377.534784340674,2366.966199875718]",2366.966199875718,"[9.242862157988272,9.284977205304445,9.245084948461908]",9.245084948461908,4608.0,4032.0,65536.0,12.75,,256.0,7.0,0.0,0.0,924299960.0,1870290604.0
gnr-avx512,runtime/series/avx2/local/k7/h0/u64/dense/o1-n16,1,3,"[3375.915276095335,3384.0965739615663,3376.541878275894]",3376.541878275894,"[3377.4002418114756,3384.4262797394767,3377.197984669866]",3377.4002418114756,"[13.187169047247401,13.219127242037368,13.189616712015212]",13.189616712015212,4608.0,4032.0,65536.0,16.0,,256.0,7.0,0.0,0.0,2845980241.0,193074696.0
gnr-avx512,runtime/series/avx2/local/k7/h0/u64/dense/o1-n17,1,3,"[3456.711734696297,3451.7035055966303,3451.339285712475]",3451.7035055966303,"[3459.139071765992,3452.0605661476056,3451.836981559413]",3452.0605661476056,"[13.502780213657411,13.483216818736839,13.481794084814357]",13.483216818736839,4608.0,4032.0,65536.0,17.0,,256.0,7.0,0.0,0.0,3061537504.0,1154450614.0
gnr-avx512,runtime/series/avx2/striped/k12/h0/u32/dense/mixed,1,3,"[1997.3570070356325,2002.669756607422,2000.4858813456424]",2000.4858813456424,"[1998.3667046843993,2003.2665430562918,2000.866276850727]",2000.866276850727,"[7.8021758087329385,7.822928736747741,7.814397974006416]",7.814397974006416,2560.0,3840.0,65536.0,16.5,,256.0,96.0,0.0,0.0,2515838178.0,1729870439.0
gnr-avx512,runtime/series/avx2/striped/k12/h0/u32/dense/o16-n16,1,3,"[1057.071179028954,1057.875813708586,1056.899565184252]",1057.071179028954,"[1057.2222082639776,1058.69872069071,1057.0849775099316]",1057.2222082639776,"[4.129184293081851,4.132327397299164,4.128513926500985]",4.129184293081851,2560.0,3840.0,65536.0,16.0,,256.0,96.0,0.0,0.0,2052840726.0,3849897158.0
gnr-avx512,runtime/series/avx2/striped/k12/h0/u32/dense/o17-n16,1,3,"[2537.871277561407,2536.1090305049684,2532.4431893682045]",2536.1090305049684,"[2538.5763213565037,2537.319782539939,2532.6812443289346]",2537.319782539939,"[9.913559677974247,9.906675900410033,9.892356208469549]",9.906675900410033,2560.0,3840.0,65536.0,16.0,,256.0,96.0,0.0,0.0,2630721668.0,1225674283.0
gnr-avx512,runtime/series/avx2/striped/k12/h0/u32/dense/o17-n17,1,3,"[2796.8391171400863,2795.167929797163,2794.285733280022]",2795.167929797163,"[2797.1400744700854,2795.4356468439687,2794.544940808072]",2795.4356468439687,"[10.92515280132846,10.918624725770167,10.915178645625087]",10.918624725770167,2560.0,3840.0,65536.0,17.0,,256.0,96.0,0.0,0.0,1245135651.0,3896901579.0
gnr-avx512,runtime/series/avx2/striped/k12/h0/u64/dense/mixed,1,3,"[2183.689031384317,2182.8319257637427,2183.8689396285527]",2183.689031384317,"[2183.8954228031535,2183.0405588526755,2184.4904076749604]",2183.8954228031535,"[8.530035278844988,8.52668721001462,8.530738045424034]",8.530035278844988,2560.0,3840.0,65536.0,16.5,,256.0,96.0,0.0,0.0,2515838178.0,1729870439.0
gnr-avx512,runtime/series/avx2/striped/k12/h0/u64/dense/o16-n16,1,3,"[1255.7192930066383,1252.244969246824,1252.0025079119362]",1252.244969246824,"[1260.8583328410023,1252.372693617238,1252.0120917167687]",1252.372693617238,"[4.905153488307181,4.891581911120406,4.890634796531001]",4.891581911120406,2560.0,3840.0,65536.0,16.0,,256.0,96.0,0.0,0.0,2052840726.0,3849897158.0
