host,profile,case,control,same_wire,series_ns,control_ns,series_samples,control_samples,ratio,observation
zen,avx2,resident/series/avx2/striped/k2/h0/u64/get16,resident/predecessor/striped/k2/h0/u64/get16,True,2.8086679794594533,1.4339153012754395,"[2.805135152501721, 2.8086679794594533, 2.8090634906186653]","[1.4335042555483017, 1.4339153012754395, 1.4354065679291754]",1.9587405036833057,separated slower
zen,avx2,resident/series/avx2/striped/k2/h0/u64/dependent,resident/predecessor/striped/k2/h0/u64/dependent,True,8.825384114583269,8.530826056447818,"[8.822299017136944, 8.82575772849451, 8.825384114583269]","[8.518812292088942, 8.531583591597697, 8.530826056447818]",1.0345286677030316,separated slower
zen,avx2,bulk/series/avx2/local/k3/h0/u8/encode,bulk/predecessor/local/k3/h0/u8/encode,True,0.06409821508341493,0.15617684181691927,"[0.0639515773341362, 0.0641212212251512, 0.06409821508341493]","[0.1561896283299619, 0.15608410614423626, 0.15617684181691927]",0.4104207406022146,separated faster
zen,avx2,bulk/series/avx2/local/k3/h0/u8/decode,bulk/predecessor/local/k3/h0/u8/decode,True,0.04504243579827183,0.11453552143743168,"[0.04504243579827183, 0.04516281018385473, 0.04503637202925685]","[0.11454676637175205, 0.1144921492890588, 0.11453552143743168]",0.393261716827976,separated faster
zen,avx2,resident/series/avx2/local/k3/h0/u64/point,resident/predecessor/local/k3/h0/u64/point,True,1.3741381191630058,1.3772925420608486,"[1.3741381191630058, 1.3756107404388518, 1.3739842060229996]","[1.3769463009840646, 1.3772925420608486, 1.3804754791015836]",0.9977096928927511,separated faster
zen,avx2,resident/series/avx2/local/k3/h0/u64/get16,resident/predecessor/local/k3/h0/u64/get16,True,3.8898979262977806,2.781912892455719,"[3.89369573109306, 3.8898979262977806, 3.8851692152679425]","[2.9680225030564795, 2.781912892455719, 2.7789772353419058]",1.398281713581619,separated slower
zen,avx2,resident/series/avx2/local/k3/h0/u64/dependent,resident/predecessor/local/k3/h0/u64/dependent,True,10.080930552779396,9.619059120780154,"[10.07938832751691, 10.09858182537972, 10.080930552779396]","[9.630476579899787, 9.617694382985375, 9.619059120780154]",1.0480162795757701,separated slower
zen,avx2,bulk/series/avx2/striped/k3/h0/u8/encode,bulk/predecessor/striped/k3/h0/u8/encode,True,0.005690789551258852,0.005621376420580725,"[0.005690789551258852, 0.005703147265859481, 0.005689476846349763]","[0.005621376420580725, 0.005607910137516817, 0.005623164092772805]",1.0123480666450293,separated slower
zen,avx2,bulk/series/avx2/striped/k3/h0/u8/decode,bulk/predecessor/striped/k3/h0/u8/decode,True,0.004851583646911654,0.004806646443571615,"[0.00485779748179204, 0.004851306462272853, 0.004851583646911654]","[0.004804173619419573, 0.004806646443571615, 0.004809519500887812]",1.009348972067654,separated slower
zen,avx2,resident/series/avx2/striped/k3/h0/u64/point,resident/predecessor/striped/k3/h0/u64/point,True,1.410418923624522,1.4127212434598089,"[1.410418923624522, 1.4116179660833275, 1.4076917661877268]","[1.4123249508945117, 1.4127212434598089, 1.4138739509289548]",0.9983702943196009,separated faster
zen,avx2,resident/series/avx2/striped/k3/h0/u64/get16,resident/predecessor/striped/k3/h0/u64/get16,True,4.739789301096266,2.4129643407065777,"[4.744088793178335, 4.739789301096266, 4.738696131159607]","[2.428244185099705, 2.4129643407065777, 2.3980234058067973]",1.964301428386768,separated slower
zen,avx2,resident/series/avx2/striped/k3/h0/u64/dependent,resident/predecessor/striped/k3/h0/u64/dependent,True,10.203679666100891,9.91588552705269,"[10.198381036401397, 10.206266729955521, 10.203679666100891]","[9.91676995655197, 9.91588552705269, 9.909666608635153]",1.0290235439147655,separated slower
zen,avx2,bulk/series/avx2/local/k4/h0/u8/encode,bulk/predecessor/local/k4/h0/u8/encode,True,0.047118466753094584,0.04398682277487941,"[0.04703160963955809, 0.047118466753094584, 0.047133821082721745]","[0.044051640353159144, 0.04397387497131039, 0.04398682277487941]",1.071195048440817,separated slower
zen,avx2,bulk/series/avx2/local/k4/h0/u8/decode,bulk/predecessor/local/k4/h0/u8/decode,True,0.0403086057104752,0.11633885592201987,"[0.04026730217480177, 0.040320774286380305, 0.0403086057104752]","[0.11637083276637494, 0.11633885592201987, 0.11628532004124921]",0.3464758647574584,separated faster
zen,avx2,resident/series/avx2/local/k4/h0/u64/point,resident/predecessor/local/k4/h0/u64/point,True,1.3690857477371992,1.3712670666287439,"[1.3690857477371992, 1.3687367185608004, 1.3698333179383222]","[1.3717837851882089, 1.3712670666287439, 1.370277464581989]",0.9984092676440429,separated faster
zen,avx2,resident/series/avx2/local/k4/h0/u64/get16,resident/predecessor/local/k4/h0/u64/get16,True,3.594759770760412,3.5189648265550244,"[3.594759770760412, 3.592705737155046, 3.594936938540627]","[3.5158908071815196, 3.5189648265550244, 3.519415331563532]",1.0215389888621278,separated slower
zen,avx2,resident/series/avx2/local/k4/h0/u64/dependent,resident/predecessor/local/k4/h0/u64/dependent,True,9.400770697401494,8.720567796892151,"[9.405459225833017, 9.400770697401494, 9.399954883170166]","[8.71686101056044, 8.720567796892151, 8.73271224926897]",1.0779998408763882,separated slower
zen,avx2,bulk/series/avx2/striped/k4/h0/u8/encode,bulk/predecessor/striped/k4/h0/u8/encode,True,0.00412456783058563,0.0043766758515114326,"[0.004143339410484836, 0.004124127387233108, 0.00412456783058563]","[0.004389944534446682, 0.0043766758515114326, 0.004375093828319212]",0.9423973742906411,separated faster
zen,avx2,bulk/series/avx2/striped/k4/h0/u8/decode,bulk/predecessor/striped/k4/h0/u8/decode,True,0.003979325104703165,0.003855054656035732,"[0.003974324927188632, 0.003979325104703165, 0.003982531485101108]","[0.0038412049324013913, 0.003855054656035732, 0.0038565866061386887]",1.0322357164178897,separated slower
zen,avx2,resident/series/avx2/striped/k4/h0/u64/point,resident/predecessor/striped/k4/h0/u64/point,True,1.3672746844764176,1.3718762146420873,"[1.3680122409748157, 1.3657034366297056, 1.3672746844764176]","[1.3718246576537156, 1.3718762146420873, 1.3723656958410093]",0.9966458124161952,separated faster
zen,avx2,resident/series/avx2/striped/k4/h0/u64/get16,resident/predecessor/striped/k4/h0/u64/get16,True,2.942608420709609,1.6127758016566718,"[2.942608420709609, 2.9447778286632658, 2.942171025964142]","[1.6127758016566718, 1.6099983300097085, 1.6128820563228874]",1.8245613666120917,separated slower
zen,avx2,resident/series/avx2/striped/k4/h0/u64/dependent,resident/predecessor/striped/k4/h0/u64/dependent,True,8.824278710211045,8.530242577313178,"[8.822090688452601, 8.824611331596373, 8.824278710211045]","[8.518743097062897, 8.530242577313178, 8.538463365709033]",1.034469844231614,separated slower
zen,avx2,bulk/series/avx2/local/k5/h0/u8/encode,bulk/predecessor/local/k5/h0/u8/encode,True,0.0716812128240251,0.15628326335641912,"[0.07173605209837576, 0.07149600051640706, 0.0716812128240251]","[0.15628326335641912, 0.1563732852586569, 0.15621257218199794]",0.45866211956778224,separated faster
zen,avx2,bulk/series/avx2/local/k5/h0/u8/decode,bulk/predecessor/local/k5/h0/u8/decode,True,0.050488188250472125,0.11466950887130632,"[0.050488188250472125, 0.05050628340465826, 0.050460240205924156]","[0.11466950887130632, 0.11461798460412556, 0.11479895542185743]",0.4402930539027167,separated faster
zen,avx2,resident/series/avx2/local/k5/h0/u64/point,resident/predecessor/local/k5/h0/u64/point,True,1.374924536862212,1.3764902322115187,"[1.374924536862212, 1.376464647060703, 1.3747157183619516]","[1.3767839122973258, 1.3764902322115187, 1.376436111682312]",0.9988625452526524,sample ranges overlap
zen,avx2,resident/series/avx2/local/k5/h0/u64/get16,resident/predecessor/local/k5/h0/u64/get16,True,4.084021891994485,2.7846245542068235,"[4.091931741287401, 4.084021891994485, 4.083271649547238]","[2.785329444908076, 2.781952905280076, 2.7846245542068235]",1.4666328664755253,separated slower
zen,avx2,resident/series/avx2/local/k5/h0/u64/dependent,resident/predecessor/local/k5/h0/u64/dependent,True,10.1196967682519,9.63769319215458,"[10.106013572881645, 10.128358295952182, 10.1196967682519]","[9.629665677630303, 9.652201171073077, 9.63769319215458]",1.0500123386880262,separated slower
zen,avx2,bulk/series/avx2/striped/k5/h0/u8/encode,bulk/predecessor/striped/k5/h0/u8/encode,True,0.006854444663463711,0.006442841800879522,"[0.006851279874563779, 0.00685821484059238, 0.006854444663463711]","[0.0064578584661581185, 0.006442841800879522, 0.0064391319746537915]",1.0638852970948318,separated slower
zen,avx2,bulk/series/avx2/striped/k5/h0/u8/decode,bulk/predecessor/striped/k5/h0/u8/decode,True,0.005967501426397079,0.00588229756898963,"[0.005970200302507092, 0.005967501426397079, 0.005963897868982141]","[0.0058776063596657135, 0.00588229756898963, 0.005883821850898961]",1.014484792108551,separated slower
zen,avx2,resident/series/avx2/striped/k5/h0/u64/point,resident/predecessor/striped/k5/h0/u64/point,True,1.4648199531359793,1.4663827416961073,"[1.4638184580916942, 1.465154681713113, 1.4648199531359793]","[1.4664926098821078, 1.4660450801374982, 1.4663827416961073]",0.9989342560331007,separated faster
zen,avx2,resident/series/avx2/striped/k5/h0/u64/get16,resident/predecessor/striped/k5/h0/u64/get16,True,6.636396541152109,1.8591277123990875,"[6.636396541152109, 6.631346394541144, 6.640258946776502]","[1.8813879257769668, 1.8591277123990875, 1.8528361605529644]",3.5696291851775244,separated slower
zen,avx2,resident/series/avx2/striped/k5/h0/u64/dependent,resident/predecessor/striped/k5/h0/u64/dependent,True,11.537503239880065,11.23135529192305,"[11.53602030909628, 11.552302345453286, 11.537503239880065]","[11.235462212791633, 11.227590770747508, 11.23135529192305]",1.027258326355073,separated slower
zen,avx2,bulk/series/avx2/local/k6/h0/u8/encode,bulk/predecessor/local/k6/h0/u8/encode,True,0.0719387963357203,0.15741554800912913,"[0.0719387963357203, 0.07176809869882318, 0.07194362959913633]","[0.15737437461394696, 0.1574350332528258, 0.15741554800912913]",0.45699930690168095,separated faster
zen,avx2,bulk/series/avx2/local/k6/h0/u8/decode,bulk/predecessor/local/k6/h0/u8/decode,True,0.05055771264966682,0.11444296689535097,"[0.05052578888120107, 0.05055771264966682, 0.0505634155995135]","[0.1148027970454928, 0.11439020907605392, 0.11444296689535097]",0.44177212476410055,separated faster
zen,avx2,resident/series/avx2/local/k6/h0/u64/point,resident/predecessor/local/k6/h0/u64/point,True,1.3776314881644767,1.3779885530884524,"[1.3770936496676334, 1.3776314881644767, 1.3785386935610282]","[1.3765731572521633, 1.3785565138490965, 1.3779885530884524]",0.9997408796153093,sample ranges overlap
zen,avx2,resident/series/avx2/local/k6/h0/u64/get16,resident/predecessor/local/k6/h0/u64/get16,True,4.084803380176568,2.7851797053894307,"[4.084803380176568, 4.0931608747408355, 4.0843572891417]","[2.785610317190889, 2.7851797053894307, 2.7846833654904826]",1.466621120451336,separated slower
zen,avx2,resident/series/avx2/local/k6/h0/u64/dependent,resident/predecessor/local/k6/h0/u64/dependent,True,10.104336402387405,9.62874519117838,"[10.104336402387405, 10.117929150351854, 10.103924508233272]","[9.627446625749187, 9.631638514258363, 9.62874519117838]",1.0493928546000728,separated slower
zen,avx2,bulk/series/avx2/striped/k6/h0/u8/encode,bulk/predecessor/striped/k6/h0/u8/encode,True,0.005807015885498491,0.005719663507909186,"[0.0058011596881593075, 0.005807015885498491, 0.005808149249746498]","[0.005712719497503325, 0.005719663507909186, 0.0057315682837555835]",1.0152722931110394,separated slower
zen,avx2,bulk/series/avx2/striped/k6/h0/u8/decode,bulk/predecessor/striped/k6/h0/u8/decode,True,0.00595927827869066,0.005945970405950803,"[0.005965255235175034, 0.00595927827869066, 0.005953503254093272]","[0.00594685236113639, 0.005945970405950803, 0.005938862434273391]",1.0022381330264507,separated slower
zen,avx2,resident/series/avx2/striped/k6/h0/u64/point,resident/predecessor/striped/k6/h0/u64/point,True,1.4654010380846707,1.4646686536741609,"[1.4654010380846707, 1.4651889455369957, 1.4682399870268434]","[1.4653199338284806, 1.4646686536741609, 1.4628150826445903]",1.0005000341945414,sample ranges overlap
zen,avx2,resident/series/avx2/striped/k6/h0/u64/get16,resident/predecessor/striped/k6/h0/u64/get16,True,5.702927924480549,1.9195463225273277,"[5.724762170028315, 5.702927924480549, 5.696181982978146]","[1.945095657318875, 1.9195463225273277, 1.9163748722477767]",2.9709769738569873,separated slower
zen,avx2,resident/series/avx2/striped/k6/h0/u64/dependent,resident/predecessor/striped/k6/h0/u64/dependent,True,11.360304802478105,11.299143049773644,"[11.360304802478105, 11.339792199267709, 11.362194096334699]","[11.309417151262698, 11.299143049773644, 11.28734687908592]",1.0054129549856161,separated slower
zen,avx2,bulk/series/avx2/local/k7/h0/u8/encode,bulk/predecessor/local/k7/h0/u8/encode,True,0.07274367580704666,0.1599038215215821,"[0.07279130088199799, 0.07270924014998081, 0.07274367580704666]","[0.15993374097768365, 0.1599038215215821, 0.15983612975379172]",0.45492143411487196,separated faster
zen,avx2,bulk/series/avx2/local/k7/h0/u8/decode,bulk/predecessor/local/k7/h0/u8/decode,True,0.05111469771366032,0.11449005965384786,"[0.05111469771366032, 0.051120211906728504, 0.05107898119540889]","[0.11440468950678459, 0.11449005965384786, 0.11463746289628883]",0.44645533304988916,separated faster
zen,avx2,resident/series/avx2/local/k7/h0/u64/point,resident/predecessor/local/k7/h0/u64/point,True,1.3749378944454185,1.3768616261282145,"[1.37500189386024, 1.373320962289992, 1.3749378944454185]","[1.3779745833404058, 1.3768616261282145, 1.3750041038245737]",0.9986028140763821,separated faster
zen,avx2,resident/series/avx2/local/k7/h0/u64/get16,resident/predecessor/local/k7/h0/u64/get16,True,4.097273127650303,2.7922219737465683,"[4.097273127650303, 4.086393407800706, 4.101674357695195]","[2.7927459189244637, 2.7922219737465683, 2.791444521702272]",1.467388039408856,separated slower
zen,avx2,resident/series/avx2/local/k7/h0/u64/dependent,resident/predecessor/local/k7/h0/u64/dependent,True,10.110962457133185,9.8649670409412,"[10.117177362673187, 10.100812820533644, 10.110962457133185]","[9.8649670409412, 9.885341068902795, 9.858442914836914]",1.0249362633621648,separated slower
zen,avx2,bulk/series/avx2/striped/k7/h0/u8/encode,bulk/predecessor/striped/k7/h0/u8/encode,True,0.006967954092973852,0.006923995204592944,"[0.006966745328042103, 0.006967954092973852, 0.006973005697481038]","[0.0069295124807995274, 0.00691932133051945, 0.006923995204592944]",1.0063487751048337,separated slower
zen,avx2,bulk/series/avx2/striped/k7/h0/u8/decode,bulk/predecessor/striped/k7/h0/u8/decode,True,0.007018184678145013,0.006935690979381283,"[0.007006631721516948, 0.007018184678145013, 0.007019166581935594]","[0.006935690979381283, 0.006942426935665867, 0.006935188931851213]",1.011894085103989,separated slower
zen,avx2,resident/series/avx2/striped/k7/h0/u64/point,resident/predecessor/striped/k7/h0/u64/point,True,1.5350196691071525,1.5242608771186463,"[1.5354755101157727, 1.5350196691071525, 1.5348876105191787]","[1.5245643876678747, 1.5242608771186463, 1.5221957301275904]",1.0070583665499857,separated slower
zen,avx2,resident/series/avx2/striped/k7/h0/u64/get16,resident/predecessor/striped/k7/h0/u64/get16,True,4.970593748102145,2.648477905949797,"[4.959864847166649, 4.970593748102145, 4.978996432557037]","[2.668511252704615, 2.648477905949797, 2.631595198723164]",1.8767737261223594,separated slower
zen,avx2,resident/series/avx2/striped/k7/h0/u64/dependent,resident/predecessor/striped/k7/h0/u64/dependent,True,10.61672783666391,10.328639880110114,"[10.63779950454751, 10.61672783666391, 10.602973217186012]","[10.32487827869987, 10.328639880110114, 10.330575662037559]",1.027892148423973,separated slower
zen,avx2,bulk/series/avx2/local/k56/h0/u64/encode,bulk/predecessor/local/k56/h0/u64/encode,True,0.1437923128083471,0.14177723199897765,"[0.1436813394848077, 0.1437923128083471, 0.14380000273667937]","[0.14171090862888905, 0.14177723199897765, 0.14202400404744914]",1.0142130071306792,separated slower
zen,avx2,bulk/series/avx2/local/k56/h0/u64/decode,bulk/predecessor/local/k56/h0/u64/decode,True,0.09065883252607422,0.0907315221372645,"[0.09053261530055096, 0.09065883252607422, 0.09069911590141276]","[0.09070548276993078, 0.0908020935651574, 0.0907315221372645]",0.9991988494243454,separated faster
zen,avx2,resident/series/avx2/local/k56/h0/u64/point,resident/predecessor/local/k56/h0/u64/point,True,1.3699042631185048,1.3724078901626444,"[1.3699042631185048, 1.373617075959346, 1.367869764705714]","[1.371523034046899, 1.3726700854571443, 1.3724078901626444]",0.9981757412923041,sample ranges overlap
zen,avx2,resident/series/avx2/local/k56/h0/u64/get16,resident/predecessor/local/k56/h0/u64/get16,True,2.952649389980873,2.0236745372143314,"[2.9527216967450003, 2.9514481851171355, 2.952649389980873]","[2.0236745372143314, 2.0231371340713378, 2.0257752205280566]",1.4590534869531504,separated slower
zen,avx2,resident/series/avx2/local/k56/h0/u64/dependent,resident/predecessor/local/k56/h0/u64/dependent,True,9.084853115136761,9.085531324396761,"[9.077483362398837, 9.087527541992076, 9.084853115136761]","[9.078450502817205, 9.085531324396761, 9.089898252787002]",0.9999253528235406,sample ranges overlap
zen,avx512bw,bulk/series/avx2/local/k1/h0/u8/encode,bulk/predecessor/local/k1/h0/u8/encode,True,0.011115970513435878,0.01369094494876707,"[0.011115970513435878, 0.011102996428696778, 0.011118532563666964]","[0.01369994515843015, 0.01369094494876707, 0.013682415214275542]",0.8119213505739004,separated faster
zen,avx512bw,bulk/series/avx2/local/k1/h0/u8/decode,bulk/predecessor/local/k1/h0/u8/decode,True,0.010642325801400213,0.0415906354650947,"[0.010634561354829633, 0.010642325801400213, 0.010644528968501382]","[0.04159901816294009, 0.041532520381013835, 0.0415906354650947]",0.2558827409677805,separated faster
zen,avx512bw,resident/series/avx2/local/k1/h0/u64/point,resident/predecessor/local/k1/h0/u64/point,True,1.5962249129120705,1.3727250144520111,"[1.5962249129120705, 1.5945593563383098, 1.5968416592829089]","[1.3724044745415063, 1.3739484464868597, 1.3727250144520111]",1.1628147634136907,separated slower
zen,avx512bw,resident/series/avx2/local/k1/h0/u64/get16,resident/predecessor/local/k1/h0/u64/get16,True,2.507425062924262,1.5329520284703697,"[2.507954258351783, 2.507425062924262, 2.504513683643501]","[1.5328761541649187, 1.5331540802866837, 1.5329520284703697]",1.6356839720720115,separated slower
zen,avx512bw,resident/series/avx2/local/k1/h0/u64/dependent,resident/predecessor/local/k1/h0/u64/dependent,True,8.532080715223282,8.296384077523891,"[8.538042330534923, 8.532080715223282, 8.520940683968373]","[8.300538948359504, 8.290716746815127, 8.296384077523891]",1.0284095619847118,separated slower
zen,avx512bw,bulk/series/avx2/striped/k1/h0/u8/encode,bulk/predecessor/striped/k1/h0/u8/encode,True,0.0038646775767243223,0.004934602712408252,"[0.0038611654564082373, 0.0038678407745265358, 0.0038646775767243223]","[0.004934602712408252, 0.004936112442156118, 0.004933995874120034]",0.7831790727562401,separated faster
zen,avx512bw,bulk/series/avx2/striped/k1/h0/u8/decode,bulk/predecessor/striped/k1/h0/u8/decode,True,0.003909815080383132,0.003693966642196796,"[0.003909815080383132, 0.003902369824128467, 0.003923055680522083]","[0.003693966642196796, 0.003692931001014976, 0.003696628816706856]",1.0584326982600936,separated slower
zen,avx512bw,resident/series/avx2/striped/k1/h0/u64/point,resident/predecessor/striped/k1/h0/u64/point,True,1.1617359541505892,1.374619432414187,"[1.1617262671288857, 1.1635001268722889, 1.1617359541505892]","[1.374619432414187, 1.3737433787056232, 1.375288619686241]",0.84513278857864,separated faster
zen,avx512bw,resident/series/avx2/striped/k1/h0/u64/get16,resident/predecessor/striped/k1/h0/u64/get16,True,2.9524046975828124,1.8269204831138282,"[2.9524046975828124, 2.9547311406097787, 2.948579279173761]","[1.8269204831138282, 1.8266667611045084, 1.8272381244716092]",1.6160553920500653,separated slower
zen,avx512bw,resident/series/avx2/striped/k1/h0/u64/dependent,resident/predecessor/striped/k1/h0/u64/dependent,True,8.781815260057346,8.280543252475056,"[8.787304865123275, 8.772605804980481, 8.781815260057346]","[8.280543252475056, 8.283483101197158, 8.271664712029054]",1.0605361257466364,separated slower
zen,avx512bw,bulk/series/avx2/local/k2/h0/u8/encode,bulk/predecessor/local/k2/h0/u8/encode,True,0.03188076306223784,0.013705267004383393,"[0.031896481045248996, 0.03188076306223784, 0.031741001157045076]","[0.013705267004383393, 0.013720483684016686, 0.013698015231753452]",2.326168695001807,separated slower
zen,avx512bw,bulk/series/avx2/local/k2/h0/u8/decode,bulk/predecessor/local/k2/h0/u8/decode,True,0.023363763941093928,0.0470227010040922,"[0.023363763941093928, 0.02336993816885897, 0.023353290749257783]","[0.04712403951039834, 0.047004821021136324, 0.0470227010040922]",0.49686137636076394,separated faster
zen,avx512bw,resident/series/avx2/local/k2/h0/u64/point,resident/predecessor/local/k2/h0/u64/point,True,1.5991384796875916,1.3726557668279649,"[1.5991384796875916, 1.6013611009944115, 1.5991293442195513]","[1.3731131479206373, 1.371516427587916, 1.3726557668279649]",1.1649960014250331,separated slower
zen,avx512bw,resident/series/avx2/local/k2/h0/u64/get16,resident/predecessor/local/k2/h0/u64/get16,True,3.3335798985559584,1.8363597607075555,"[3.3350024085328345, 3.3335798985559584, 3.330996913650763]","[1.8338686889296585, 1.8363597607075555, 1.845156487573509]",1.8153196175849111,separated slower
zen,avx512bw,resident/series/avx2/local/k2/h0/u64/dependent,resident/predecessor/local/k2/h0/u64/dependent,True,9.395338729660658,8.716580646932844,"[9.394555420677433, 9.411014085238342, 9.395338729660658]","[8.724950826055535, 8.716580646932844, 8.714712494674883]",1.0778697645580384,separated slower
zen,avx512bw,bulk/series/avx2/striped/k2/h0/u8/encode,bulk/predecessor/striped/k2/h0/u8/encode,True,0.004088907105501368,0.004362992056330089,"[0.00408263459366689, 0.004088907105501368, 0.0040941329336458025]","[0.004367646438541535, 0.004361265383636272, 0.004362992056330089]",0.9371795897654542,separated faster
zen,avx512bw,bulk/series/avx2/striped/k2/h0/u8/decode,bulk/predecessor/striped/k2/h0/u8/decode,True,0.004076569681630185,0.003767286816992066,"[0.00407389430255534, 0.004077564961490122, 0.004076569681630185]","[0.003766462335708458, 0.003767286816992066, 0.0037739276015357013]",1.0820969784522703,separated slower
zen,avx512bw,resident/series/avx2/striped/k2/h0/u64/point,resident/predecessor/striped/k2/h0/u64/point,True,1.5968031735887174,1.3718748430883345,"[1.596807696470974, 1.5968031735887174, 1.596742323718573]","[1.3728205953332502, 1.3718748430883345, 1.371784651582932]",1.1639568883660183,separated slower
