corpus,operation,cells,rounds,repetition,cells_per_call,ns_per_cell
msmarco-keyset--3/partial,calico_decode_x2,1024,976,4,2,36.788290555
msmarco-keyset--3/all,bec_encode,1024,976,0,1,13.560891073
msmarco-keyset--3/all,bec_encode,1024,976,1,1,13.837101170
msmarco-keyset--3/all,bec_encode,1024,976,2,1,13.371581031
msmarco-keyset--3/all,bec_encode,1024,976,3,1,13.518306545
msmarco-keyset--3/all,bec_encode,1024,976,4,1,13.532063469
msmarco-keyset--3/all,calico_encode,1024,976,0,1,34.203927462
msmarco-keyset--3/all,calico_encode,1024,976,1,1,34.259889696
msmarco-keyset--3/all,calico_encode,1024,976,2,1,34.230511775
msmarco-keyset--3/all,calico_encode,1024,976,3,1,34.307898349
msmarco-keyset--3/all,calico_encode,1024,976,4,1,34.242638760
msmarco-keyset--3/all,calico_p2_encode,1024,976,0,1,19.998532155
msmarco-keyset--3/all,calico_p2_encode,1024,976,1,1,20.011670722
msmarco-keyset--3/all,calico_p2_encode,1024,976,2,1,20.036424981
msmarco-keyset--3/all,calico_p2_encode,1024,976,3,1,20.013590828
msmarco-keyset--3/all,calico_p2_encode,1024,976,4,1,20.026079022
msmarco-keyset--3/all,bec_decode,1024,976,0,1,43.699672011
msmarco-keyset--3/all,bec_decode,1024,976,1,1,43.917228324
msmarco-keyset--3/all,bec_decode,1024,976,2,1,43.784545898
msmarco-keyset--3/all,bec_decode,1024,976,3,1,43.600949147
msmarco-keyset--3/all,bec_decode,1024,976,4,1,43.671470767
msmarco-keyset--3/all,calico_decode,1024,976,0,1,79.479362113
msmarco-keyset--3/all,calico_decode,1024,976,1,1,79.921686892
msmarco-keyset--3/all,calico_decode,1024,976,2,1,79.902596896
msmarco-keyset--3/all,calico_decode,1024,976,3,1,79.878102787
msmarco-keyset--3/all,calico_decode,1024,976,4,1,79.359892298
msmarco-keyset--3/all,bec_decode_x2,1024,976,0,2,34.159090136
msmarco-keyset--3/all,bec_decode_x2,1024,976,1,2,34.154527508
msmarco-keyset--3/all,bec_decode_x2,1024,976,2,2,34.195891333
msmarco-keyset--3/all,bec_decode_x2,1024,976,3,2,34.163232522
msmarco-keyset--3/all,bec_decode_x2,1024,976,4,2,34.161581071
msmarco-keyset--3/all,calico_decode_x2,1024,976,0,2,36.720269875
msmarco-keyset--3/all,calico_decode_x2,1024,976,1,2,36.762104472
msmarco-keyset--3/all,calico_decode_x2,1024,976,2,2,36.786333428
msmarco-keyset--3/all,calico_decode_x2,1024,976,3,2,36.783211130
msmarco-keyset--3/all,calico_decode_x2,1024,976,4,2,36.776777924
msmarco-keyset--a/partial,bec_encode,1023,977,0,1,13.550399161
msmarco-keyset--a/partial,bec_encode,1023,977,1,1,13.745303265
msmarco-keyset--a/partial,bec_encode,1023,977,2,1,13.356366518
msmarco-keyset--a/partial,bec_encode,1023,977,3,1,13.517951997
msmarco-keyset--a/partial,bec_encode,1023,977,4,1,13.504214730
msmarco-keyset--a/partial,calico_encode,1023,977,0,1,32.961671724
msmarco-keyset--a/partial,calico_encode,1023,977,1,1,33.002073097
msmarco-keyset--a/partial,calico_encode,1023,977,2,1,33.074452385
msmarco-keyset--a/partial,calico_encode,1023,977,3,1,32.950075590
msmarco-keyset--a/partial,calico_encode,1023,977,4,1,32.929763845
msmarco-keyset--a/partial,calico_p2_encode,1023,977,0,1,25.507670558
msmarco-keyset--a/partial,calico_p2_encode,1023,977,1,1,25.477223451
msmarco-keyset--a/partial,calico_p2_encode,1023,977,2,1,25.547241491
msmarco-keyset--a/partial,calico_p2_encode,1023,977,3,1,25.527711159
msmarco-keyset--a/partial,calico_p2_encode,1023,977,4,1,25.550163036
msmarco-keyset--a/partial,bec_decode,1023,977,0,1,43.716842210
msmarco-keyset--a/partial,bec_decode,1023,977,1,1,43.827910965
msmarco-keyset--a/partial,bec_decode,1023,977,2,1,43.745007109
msmarco-keyset--a/partial,bec_decode,1023,977,3,1,43.758724365
msmarco-keyset--a/partial,bec_decode,1023,977,4,1,43.698181338
msmarco-keyset--a/partial,calico_decode,1023,977,0,1,79.650086896
msmarco-keyset--a/partial,calico_decode,1023,977,1,1,80.087419245
msmarco-keyset--a/partial,calico_decode,1023,977,2,1,80.098636179
msmarco-keyset--a/partial,calico_decode,1023,977,3,1,80.099505638
msmarco-keyset--a/partial,calico_decode,1023,977,4,1,79.594307389
msmarco-keyset--a/partial,bec_decode_x2,1023,977,0,2,34.190221127
msmarco-keyset--a/partial,bec_decode_x2,1023,977,1,2,34.171286110
msmarco-keyset--a/partial,bec_decode_x2,1023,977,2,2,34.248582500
msmarco-keyset--a/partial,bec_decode_x2,1023,977,3,2,34.169255036
msmarco-keyset--a/partial,bec_decode_x2,1023,977,4,2,34.187569724
msmarco-keyset--a/partial,calico_decode_x2,1023,977,0,2,36.798015650
msmarco-keyset--a/partial,calico_decode_x2,1023,977,1,2,36.841899365
msmarco-keyset--a/partial,calico_decode_x2,1023,977,2,2,36.874711222
msmarco-keyset--a/partial,calico_decode_x2,1023,977,3,2,36.825119988
msmarco-keyset--a/partial,calico_decode_x2,1023,977,4,2,36.839202438
msmarco-keyset--a/all,bec_encode,1024,976,0,1,13.532705839
msmarco-keyset--a/all,bec_encode,1024,976,1,1,13.749191534
msmarco-keyset--a/all,bec_encode,1024,976,2,1,13.384430432
msmarco-keyset--a/all,bec_encode,1024,976,3,1,13.513304663
msmarco-keyset--a/all,bec_encode,1024,976,4,1,13.510983326
msmarco-keyset--a/all,calico_encode,1024,976,0,1,32.957778681
msmarco-keyset--a/all,calico_encode,1024,976,1,1,33.035463427
msmarco-keyset--a/all,calico_encode,1024,976,2,1,33.165319224
msmarco-keyset--a/all,calico_encode,1024,976,3,1,32.995040143
msmarco-keyset--a/all,calico_encode,1024,976,4,1,32.972597216
msmarco-keyset--a/all,calico_p2_encode,1024,976,0,1,25.521496382
msmarco-keyset--a/all,calico_p2_encode,1024,976,1,1,25.530062316
msmarco-keyset--a/all,calico_p2_encode,1024,976,2,1,25.562711122
msmarco-keyset--a/all,calico_p2_encode,1024,976,3,1,25.584803847
msmarco-keyset--a/all,calico_p2_encode,1024,976,4,1,25.529111768
msmarco-keyset--a/all,bec_decode,1024,976,0,1,43.839907787
msmarco-keyset--a/all,bec_decode,1024,976,1,1,43.767756228
msmarco-keyset--a/all,bec_decode,1024,976,2,1,44.306398486
msmarco-keyset--a/all,bec_decode,1024,976,3,1,43.850914127
msmarco-keyset--a/all,bec_decode,1024,976,4,1,43.729494189
msmarco-keyset--a/all,calico_decode,1024,976,0,1,80.021025110
msmarco-keyset--a/all,calico_decode,1024,976,1,1,80.498772293
msmarco-keyset--a/all,calico_decode,1024,976,2,1,80.509338379
msmarco-keyset--a/all,calico_decode,1024,976,3,1,80.474998599
msmarco-keyset--a/all,calico_decode,1024,976,4,1,79.999102483
msmarco-keyset--a/all,bec_decode_x2,1024,976,0,2,34.314355069
msmarco-keyset--a/all,bec_decode_x2,1024,976,1,2,34.384000684
msmarco-keyset--a/all,bec_decode_x2,1024,976,2,2,34.398624107
msmarco-keyset--a/all,bec_decode_x2,1024,976,3,2,34.325096255
msmarco-keyset--a/all,bec_decode_x2,1024,976,4,2,34.322854964
msmarco-keyset--a/all,calico_decode_x2,1024,976,0,2,37.000342697
msmarco-keyset--a/all,calico_decode_x2,1024,976,1,2,37.031485135
msmarco-keyset--a/all,calico_decode_x2,1024,976,2,2,37.047174673
msmarco-keyset--a/all,calico_decode_x2,1024,976,3,2,37.007997106
msmarco-keyset--a/all,calico_decode_x2,1024,976,4,2,37.048645020
msmarco-keyset--and/partial,bec_encode,1024,976,0,1,13.654727123
msmarco-keyset--and/partial,bec_encode,1024,976,1,1,13.838163782
msmarco-keyset--and/partial,bec_encode,1024,976,2,1,13.433358615
msmarco-keyset--and/partial,bec_encode,1024,976,3,1,13.586256684
msmarco-keyset--and/partial,bec_encode,1024,976,4,1,13.913086938
msmarco-keyset--and/partial,calico_encode,1024,976,0,1,33.224993596
msmarco-keyset--and/partial,calico_encode,1024,976,1,1,33.486074979
msmarco-keyset--and/partial,calico_encode,1024,976,2,1,33.290921571
msmarco-keyset--and/partial,calico_encode,1024,976,3,1,33.403427374
msmarco-keyset--and/partial,calico_encode,1024,976,4,1,33.252079198
msmarco-keyset--and/partial,calico_p2_encode,1024,976,0,1,25.209756820
msmarco-keyset--and/partial,calico_p2_encode,1024,976,1,1,25.254352507
msmarco-keyset--and/partial,calico_p2_encode,1024,976,2,1,25.392822266
msmarco-keyset--and/partial,calico_p2_encode,1024,976,3,1,25.181609607
msmarco-keyset--and/partial,calico_p2_encode,1024,976,4,1,25.265508933
msmarco-keyset--and/partial,bec_decode,1024,976,0,1,44.022373887
msmarco-keyset--and/partial,bec_decode,1024,976,1,1,43.955245221
msmarco-keyset--and/partial,bec_decode,1024,976,2,1,43.953723345
msmarco-keyset--and/partial,bec_decode,1024,976,3,1,43.980940021
msmarco-keyset--and/partial,bec_decode,1024,976,4,1,44.020943063
msmarco-keyset--and/partial,calico_decode,1024,976,0,1,80.165319224
msmarco-keyset--and/partial,calico_decode,1024,976,1,1,80.514211186
msmarco-keyset--and/partial,calico_decode,1024,976,2,1,80.421106557
msmarco-keyset--and/partial,calico_decode,1024,976,3,1,80.502654529
msmarco-keyset--and/partial,calico_decode,1024,976,4,1,79.943620525
msmarco-keyset--and/partial,bec_decode_x2,1024,976,0,2,34.331109719
msmarco-keyset--and/partial,bec_decode_x2,1024,976,1,2,34.396597940
msmarco-keyset--and/partial,bec_decode_x2,1024,976,2,2,34.336157627
msmarco-keyset--and/partial,bec_decode_x2,1024,976,3,2,34.394967001
msmarco-keyset--and/partial,bec_decode_x2,1024,976,4,2,34.364604012
msmarco-keyset--and/partial,calico_decode_x2,1024,976,0,2,36.979450163
msmarco-keyset--and/partial,calico_decode_x2,1024,976,1,2,37.050156390
msmarco-keyset--and/partial,calico_decode_x2,1024,976,2,2,37.079823478
msmarco-keyset--and/partial,calico_decode_x2,1024,976,3,2,37.068061704
msmarco-keyset--and/partial,calico_decode_x2,1024,976,4,2,37.014175165
msmarco-keyset--and/all,bec_encode,1024,976,0,1,13.586177638
msmarco-keyset--and/all,bec_encode,1024,976,1,1,13.835000961
msmarco-keyset--and/all,bec_encode,1024,976,2,1,13.429986672
msmarco-keyset--and/all,bec_encode,1024,976,3,1,13.602166848
msmarco-keyset--and/all,bec_encode,1024,976,4,1,13.571948442
msmarco-keyset--and/all,calico_encode,1024,976,0,1,33.365064277
msmarco-keyset--and/all,calico_encode,1024,976,1,1,33.442169690
msmarco-keyset--and/all,calico_encode,1024,976,2,1,33.371318880
msmarco-keyset--and/all,calico_encode,1024,976,3,1,33.248907371
msmarco-keyset--and/all,calico_encode,1024,976,4,1,33.265076684
msmarco-keyset--and/all,calico_p2_encode,1024,976,0,1,25.330486360
msmarco-keyset--and/all,calico_p2_encode,1024,976,1,1,25.179549420
msmarco-keyset--and/all,calico_p2_encode,1024,976,2,1,25.247427518
msmarco-keyset--and/all,calico_p2_encode,1024,976,3,1,25.211727955
msmarco-keyset--and/all,calico_p2_encode,1024,976,4,1,25.218630931
msmarco-keyset--and/all,bec_decode,1024,976,0,1,44.001420818
msmarco-keyset--and/all,bec_decode,1024,976,1,1,44.136560659
msmarco-keyset--and/all,bec_decode,1024,976,2,1,44.204508797
msmarco-keyset--and/all,bec_decode,1024,976,3,1,44.105451740
msmarco-keyset--and/all,bec_decode,1024,976,4,1,44.266385438
msmarco-keyset--and/all,calico_decode,1024,976,0,1,80.340771284
msmarco-keyset--and/all,calico_decode,1024,976,1,1,80.590264993
msmarco-keyset--and/all,calico_decode,1024,976,2,1,80.581510950
msmarco-keyset--and/all,calico_decode,1024,976,3,1,80.613858583
msmarco-keyset--and/all,calico_decode,1024,976,4,1,80.060477835
msmarco-keyset--and/all,bec_decode_x2,1024,976,0,2,34.404137283
msmarco-keyset--and/all,bec_decode_x2,1024,976,1,2,34.388933025
msmarco-keyset--and/all,bec_decode_x2,1024,976,2,2,34.358005711
msmarco-keyset--and/all,bec_decode_x2,1024,976,3,2,34.494879551
msmarco-keyset--and/all,bec_decode_x2,1024,976,4,2,34.445566146
msmarco-keyset--and/all,calico_decode_x2,1024,976,0,2,37.077727271
msmarco-keyset--and/all,calico_decode_x2,1024,976,1,2,37.128011735
msmarco-keyset--and/all,calico_decode_x2,1024,976,2,2,37.215967397
msmarco-keyset--and/all,calico_decode_x2,1024,976,3,2,37.143024882
msmarco-keyset--and/all,calico_decode_x2,1024,976,4,2,37.088108250
msmarco-keyset--categories/partial,bec_encode,461,2169,0,1,6.706865325
msmarco-keyset--categories/partial,bec_encode,461,2169,1,1,6.767941883
msmarco-keyset--categories/partial,bec_encode,461,2169,2,1,6.751670402
msmarco-keyset--categories/partial,bec_encode,461,2169,3,1,6.740708404
msmarco-keyset--categories/partial,bec_encode,461,2169,4,1,6.752430471
msmarco-keyset--categories/partial,calico_encode,461,2169,0,1,31.641579384
msmarco-keyset--categories/partial,calico_encode,461,2169,1,1,31.637258991
msmarco-keyset--categories/partial,calico_encode,461,2169,2,1,31.959419307
msmarco-keyset--categories/partial,calico_encode,461,2169,3,1,31.453022225
msmarco-keyset--categories/partial,calico_encode,461,2169,4,1,31.459321798
msmarco-keyset--categories/partial,calico_p2_encode,461,2169,0,1,17.100311128
msmarco-keyset--categories/partial,calico_p2_encode,461,2169,1,1,17.161616707
msmarco-keyset--categories/partial,calico_p2_encode,461,2169,2,1,17.285597989
msmarco-keyset--categories/partial,calico_p2_encode,461,2169,3,1,17.118562789
msmarco-keyset--categories/partial,calico_p2_encode,461,2169,4,1,17.079519236
msmarco-keyset--categories/partial,bec_decode,461,2169,0,1,43.867398933
msmarco-keyset--categories/partial,bec_decode,461,2169,1,1,43.839245371
msmarco-keyset--categories/partial,bec_decode,461,2169,2,1,43.994630511
msmarco-keyset--categories/partial,bec_decode,461,2169,3,1,43.860147273
msmarco-keyset--categories/partial,bec_decode,461,2169,4,1,43.958427217
msmarco-keyset--categories/partial,calico_decode,461,2169,0,1,79.735867964
msmarco-keyset--categories/partial,calico_decode,461,2169,1,1,80.239195767
msmarco-keyset--categories/partial,calico_decode,461,2169,2,1,80.191181398
msmarco-keyset--categories/partial,calico_decode,461,2169,3,1,80.173229764
msmarco-keyset--categories/partial,calico_decode,461,2169,4,1,79.629008240
msmarco-keyset--categories/partial,bec_decode_x2,461,2169,0,2,34.700744268
msmarco-keyset--categories/partial,bec_decode_x2,461,2169,1,2,34.817570399
msmarco-keyset--categories/partial,bec_decode_x2,461,2169,2,2,34.917269972
msmarco-keyset--categories/partial,bec_decode_x2,461,2169,3,2,34.585268759
msmarco-keyset--categories/partial,bec_decode_x2,461,2169,4,2,34.904903346
msmarco-keyset--categories/partial,calico_decode_x2,461,2169,0,2,37.361176367
msmarco-keyset--categories/partial,calico_decode_x2,461,2169,1,2,37.414511721
msmarco-keyset--categories/partial,calico_decode_x2,461,2169,2,2,37.326988256
msmarco-keyset--categories/partial,calico_decode_x2,461,2169,3,2,37.298625175
msmarco-keyset--categories/partial,calico_decode_x2,461,2169,4,2,37.368867567
msmarco-keyset--categories/all,bec_encode,1024,976,0,1,10.970831199
msmarco-keyset--categories/all,bec_encode,1024,976,1,1,10.815870942
msmarco-keyset--categories/all,bec_encode,1024,976,2,1,10.649534132
msmarco-keyset--categories/all,bec_encode,1024,976,3,1,10.800602147
msmarco-keyset--categories/all,bec_encode,1024,976,4,1,10.782992003
msmarco-keyset--categories/all,calico_encode,1024,976,0,1,30.270640889
msmarco-keyset--categories/all,calico_encode,1024,976,1,1,30.219770588
msmarco-keyset--categories/all,calico_encode,1024,976,2,1,30.360112425
msmarco-keyset--categories/all,calico_encode,1024,976,3,1,30.309113049
msmarco-keyset--categories/all,calico_encode,1024,976,4,1,30.299357430
msmarco-keyset--categories/all,calico_p2_encode,1024,976,0,1,17.167243332
msmarco-keyset--categories/all,calico_p2_encode,1024,976,1,1,17.220223849
msmarco-keyset--categories/all,calico_p2_encode,1024,976,2,1,17.221134373
msmarco-keyset--categories/all,calico_p2_encode,1024,976,3,1,17.130342077
msmarco-keyset--categories/all,calico_p2_encode,1024,976,4,1,17.176688773
msmarco-keyset--categories/all,bec_decode,1024,976,0,1,43.772078717
msmarco-keyset--categories/all,bec_decode,1024,976,1,1,43.928638896
msmarco-keyset--categories/all,bec_decode,1024,976,2,1,43.782354636
msmarco-keyset--categories/all,bec_decode,1024,976,3,1,43.866384037
msmarco-keyset--categories/all,bec_decode,1024,976,4,1,43.812161805
msmarco-keyset--categories/all,calico_decode,1024,976,0,1,79.553434778
msmarco-keyset--categories/all,calico_decode,1024,976,1,1,80.014581399
msmarco-keyset--categories/all,calico_decode,1024,976,2,1,80.008187716
msmarco-keyset--categories/all,calico_decode,1024,976,3,1,79.942629955
msmarco-keyset--categories/all,calico_decode,1024,976,4,1,79.523306425
msmarco-keyset--categories/all,bec_decode_x2,1024,976,0,2,34.251513372
msmarco-keyset--categories/all,bec_decode_x2,1024,976,1,2,34.282256580
msmarco-keyset--categories/all,bec_decode_x2,1024,976,2,2,34.283117075
msmarco-keyset--categories/all,bec_decode_x2,1024,976,3,2,34.251668961
msmarco-keyset--categories/all,bec_decode_x2,1024,976,4,2,34.263045014
msmarco-keyset--categories/all,calico_decode_x2,1024,976,0,2,36.839183870
msmarco-keyset--categories/all,calico_decode_x2,1024,976,1,2,36.888532295
msmarco-keyset--categories/all,calico_decode_x2,1024,976,2,2,36.873233983
msmarco-keyset--categories/all,calico_decode_x2,1024,976,3,2,36.841089968
msmarco-keyset--categories/all,calico_decode_x2,1024,976,4,2,36.842110556
msmarco-keyset--for/partial,bec_encode,1023,977,0,1,13.549478674
msmarco-keyset--for/partial,bec_encode,1023,977,1,1,13.765914169
msmarco-keyset--for/partial,bec_encode,1023,977,2,1,13.405042267
msmarco-keyset--for/partial,bec_encode,1023,977,3,1,13.553231660
msmarco-keyset--for/partial,bec_encode,1023,977,4,1,13.575822610
msmarco-keyset--for/partial,calico_encode,1023,977,0,1,32.890554103
msmarco-keyset--for/partial,calico_encode,1023,977,1,1,32.954477919
msmarco-keyset--for/partial,calico_encode,1023,977,2,1,33.040293315
msmarco-keyset--for/partial,calico_encode,1023,977,3,1,32.867031660
msmarco-keyset--for/partial,calico_encode,1023,977,4,1,32.903159772
msmarco-keyset--for/partial,calico_p2_encode,1023,977,0,1,25.722314104
msmarco-keyset--for/partial,calico_p2_encode,1023,977,1,1,25.724276142
msmarco-keyset--for/partial,calico_p2_encode,1023,977,2,1,25.743226167
msmarco-keyset--for/partial,calico_p2_encode,1023,977,3,1,25.770679690
msmarco-keyset--for/partial,calico_p2_encode,1023,977,4,1,25.688257088
msmarco-keyset--for/partial,bec_decode,1023,977,0,1,43.723215581
msmarco-keyset--for/partial,bec_decode,1023,977,1,1,43.758894455
msmarco-keyset--for/partial,bec_decode,1023,977,2,1,43.794843472
msmarco-keyset--for/partial,bec_decode,1023,977,3,1,43.671147037
msmarco-keyset--for/partial,bec_decode,1023,977,4,1,43.768679632
msmarco-keyset--for/partial,calico_decode,1023,977,0,1,79.539397341
msmarco-keyset--for/partial,calico_decode,1023,977,1,1,80.030109928
msmarco-keyset--for/partial,calico_decode,1023,977,2,1,80.032220044
msmarco-keyset--for/partial,calico_decode,1023,977,3,1,79.968586382
msmarco-keyset--for/partial,calico_decode,1023,977,4,1,79.468669926
msmarco-keyset--for/partial,bec_decode_x2,1023,977,0,2,34.140619888
msmarco-keyset--for/partial,bec_decode_x2,1023,977,1,2,34.174767952
msmarco-keyset--for/partial,bec_decode_x2,1023,977,2,2,34.161766074
msmarco-keyset--for/partial,bec_decode_x2,1023,977,3,2,34.153376636
msmarco-keyset--for/partial,bec_decode_x2,1023,977,4,2,34.150820284
msmarco-keyset--for/partial,calico_decode_x2,1023,977,0,2,36.720153961
msmarco-keyset--for/partial,calico_decode_x2,1023,977,1,2,36.832329302
msmarco-keyset--for/partial,calico_decode_x2,1023,977,2,2,36.836100797
msmarco-keyset--for/partial,calico_decode_x2,1023,977,3,2,36.823048893
msmarco-keyset--for/partial,calico_decode_x2,1023,977,4,2,36.820407496
msmarco-keyset--for/all,bec_encode,1024,976,0,1,13.524591165
msmarco-keyset--for/all,bec_encode,1024,976,1,1,13.770423764
msmarco-keyset--for/all,bec_encode,1024,976,2,1,13.376475850
msmarco-keyset--for/all,bec_encode,1024,976,3,1,13.518617724
msmarco-keyset--for/all,bec_encode,1024,976,4,1,13.516437468
msmarco-keyset--for/all,calico_encode,1024,976,0,1,32.838620045
msmarco-keyset--for/all,calico_encode,1024,976,1,1,32.873689245
msmarco-keyset--for/all,calico_encode,1024,976,2,1,33.020684915
msmarco-keyset--for/all,calico_encode,1024,976,3,1,32.841441670
msmarco-keyset--for/all,calico_encode,1024,976,4,1,32.813064325
msmarco-keyset--for/all,calico_p2_encode,1024,976,0,1,25.663960441
msmarco-keyset--for/all,calico_p2_encode,1024,976,1,1,25.622415511
msmarco-keyset--for/all,calico_p2_encode,1024,976,2,1,25.700170298
msmarco-keyset--for/all,calico_p2_encode,1024,976,3,1,25.660057193
msmarco-keyset--for/all,calico_p2_encode,1024,976,4,1,25.654204822
msmarco-keyset--for/all,bec_decode,1024,976,0,1,43.652278713
msmarco-keyset--for/all,bec_decode,1024,976,1,1,43.755819352
msmarco-keyset--for/all,bec_decode,1024,976,2,1,43.688700692
msmarco-keyset--for/all,bec_decode,1024,976,3,1,43.879770748
msmarco-keyset--for/all,bec_decode,1024,976,4,1,43.623622206
msmarco-keyset--for/all,calico_decode,1024,976,0,1,79.855718894
msmarco-keyset--for/all,calico_decode,1024,976,1,1,80.122422515
msmarco-keyset--for/all,calico_decode,1024,976,2,1,80.065538750
