input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:logical_values,counter:encoded_bytes,counter:bulk_input_output_bytes
gnr-n65536-03-candidate,bulk/series/avx2/local/k12/h8/u64/decode,1,5,"[15871.39383639239,15873.146159075448,15871.46430999331,15874.69635168824,15881.032857466616]",15873.146159075448,"[15879.880806648402,15967.892363480507,15872.425560898051,15879.60865627969,15885.683208695922]",15879.880806648402,"[0.24217825067737409,0.24220498899956433,0.24217932601918502,0.24222864306164918,0.24232533046671473]",0.24220498899956433,65536.0,98304.0,1048576.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k12/h8/u64/encode,1,5,"[15946.660227272667,15906.016590909128,15895.650227272745,15938.109318181767,15901.515227272748]",15906.016590909128,"[15951.028409000915,15908.539090890952,15903.505454533926,15950.934090886387,15915.36954544443]",15915.36954544443,"[0.24332672465931193,0.24270655198530774,0.24254837382923497,0.24319624814120128,0.2426378666270866]",0.24270655198530774,65536.0,98304.0,1048576.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k20/h16/u32/decode,1,5,"[14544.84743296625,14552.666597380834,14547.261899812895,14550.032217834207,14547.337767615847]",14547.337767615847,"[14545.88526299242,14558.254001315128,14548.137601289354,14564.413427522846,14552.490542464146]",14552.490542464146,"[0.22193675892587658,0.22205606990632376,0.22197360076618794,0.22201587246451124,0.22197475841698983]",0.22197475841698983,65536.0,163840.0,524288.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k20/h16/u32/encode,1,5,"[13995.516556291324,13991.248043347234,13981.626128837986,14005.252056993759,14018.395344170187]",13995.516556291324,"[14011.027493412921,14002.762592728459,13984.379891656848,14009.41561309155,14020.544049813683]",14009.41561309155,"[0.21355463495317573,0.21348950261455132,0.2133426838506773,0.213703186904812,0.21390373755142497]",0.21355463495317573,65536.0,163840.0,524288.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k20/h16/u64/decode,1,5,"[18618.35811350908,18613.47801758601,18610.957633892926,18616.80389022095,18606.804956035245]",18613.47801758601,"[18640.875299768704,18616.379163341593,18612.12443383366,18622.780175905118,18607.975486217423]",18616.379163341593,"[0.28409359914412047,0.2840191347898256,0.2839806767866962,0.2840698835788109,0.2839173119512214]",0.2840191347898256,65536.0,163840.0,1048576.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k20/h16/u64/encode,1,5,"[23191.257228315037,23172.060485210997,23113.816882685158,23177.89730807578,23173.344965104672]",23173.344965104672,"[23193.380192762455,23176.680957218363,23124.433034184127,23181.205383847366,23191.544699309572]",23181.205383847366,"[0.35387050214103755,0.35357758308732606,0.35268885624214413,0.3536666459362149,0.3535971826950786]",0.3535971826950786,65536.0,163840.0,1048576.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k3/h0/u64/decode,1,5,"[15118.962427121569,15108.427121572024,15121.451522349385,15113.046858129994,15113.806953141877]",15113.806953141877,"[15133.972792022592,15110.93543518255,15130.946663747063,15113.966745869262,15115.508313563123]",15115.508313563123,"[0.23069705851931105,0.23053630251422155,0.23073503909834878,0.23060679409988397,0.23061839222933772]",0.23061839222933772,65536.0,24576.0,1048576.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k3/h0/u64/encode,1,5,"[9949.796839407745,9950.01380979499,9951.97764806378,9946.956719817774,9950.804669703872]",9950.01380979499,"[9953.726936192365,9956.587699335823,9954.550113903628,9948.212414602805,9967.514806403145]",9954.550113903628,"[0.15182185118725197,0.15182516189262374,0.15185512768652007,0.15177851440151632,0.15183722945715136]",0.15182516189262374,65536.0,24576.0,1048576.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k3/h0/u8/decode,1,5,"[3690.3932673058584,3690.3903698240397,3691.5307659888317,3689.2579812453905,3690.5007375408322]",3690.3932673058584,"[3690.918238343958,3690.623011270554,3695.4788220258565,3691.5939837558903,3690.967179431575]",3690.967179431575,"[0.05631093242349028,0.056310888211426394,0.056328289275952625,0.056293609332967995,0.056312572289136234]",0.05631093242349028,65536.0,24576.0,131072.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k3/h0/u8/encode,1,5,"[4794.162141882677,4785.2882673942695,4793.693451568893,4778.907366984988,4764.943110504789]",4785.2882673942695,"[4798.448908598689,4786.065143249328,4794.830627548438,4779.190313775519,4765.472987705766]",4786.065143249328,"[0.07315310885441095,0.07301770427542525,0.07314595720777729,0.07292033946205122,0.0727072618180052]",0.07301770427542525,65536.0,24576.0,131072.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k4/h0/u64/decode,1,5,"[11927.710633946866,11927.287491479161,11926.670586230395,11927.571574642121,11931.522154055903]",11927.571574642121,"[11929.54226311933,11932.615882794853,11927.446148603258,11928.97273352278,11934.41411036246]",11929.54226311933,"[0.18200242056193336,0.18199596392027528,0.1819865506932128,0.18200029868533513,0.18206057974328466]",0.18200029868533513,65536.0,32768.0,1048576.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k4/h0/u64/encode,1,5,"[8387.572147651004,8386.090364333646,8384.799017257928,8391.68935762225,8389.226749760319]",8387.572147651004,"[8392.390100688599,8387.413231067161,8385.329817796559,8398.942114090652,8396.175934841638]",8392.390100688599,"[0.1279841941475068,0.12796158392843088,0.12794187953579603,0.12804701778598404,0.12800944137207518]",0.1279841941475068,65536.0,32768.0,1048576.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k4/h0/u8/decode,1,5,"[3388.4381505688752,3390.272427983543,3388.8178165093054,3388.3258775115028,3387.627935124652]",3388.4381505688752,"[3388.724860792861,3392.403437431147,3390.987896398726,3388.6796417334426,3388.0083272698803]",3388.724860792861,"[0.051703462990858075,0.0517314518430106,0.05170925623335732,0.05170174983995823,0.051691100084299495]",0.051703462990858075,65536.0,32768.0,131072.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k4/h0/u8/encode,1,5,"[3461.6930492386687,3460.4765671346627,3458.1271010480586,3458.0350998615686,3465.702392722955]",3460.4765671346627,"[3464.073017598469,3464.044937713909,3458.4200118469635,3464.0306011449766,3482.8619735107363]",3464.044937713909,"[0.05282124403745527,0.05280268199363193,0.05276683198620695,0.05276542815950879,0.0528824217639611]",0.05280268199363193,65536.0,32768.0,131072.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k5/h0/u64/decode,1,5,"[15198.689301310076,15196.00676855888,15194.104585152945,15193.663100436717,15194.919868995614]",15194.919868995614,"[15207.202401782575,15197.384497823567,15195.027729266645,15197.99061140463,15196.611135415003]",15197.384497823567,"[0.23191359407516596,0.23187266187376224,0.23184363685841283,0.23183690033625362,0.23185607710259418]",0.23185607710259418,65536.0,40960.0,1048576.0
gnr-n65536-03-candidate,bulk/series/avx2/local/k5/h0/u64/encode,1,5,"[10545.506436468266,10540.1200969256,10547.872330758712,10544.298652127824,10547.665909435143]",10545.506436468266,"[10549.8643041533,10541.359079188845,10549.371649275361,10547.463122783687,10563.405270291092]",10549.371649275361,"[0.16091165827130532,0.16082946925240482,0.16094775895322744,0.16089322894482153,0.16094460921379306]",0.16091165827130532,65536.0,40960.0,1048576.0
