input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:logical_values,counter:encoded_bytes,counter:bulk_input_output_bytes
gnr-n8192-04-before,bulk/series/avx2/local/k4/h0/u8/encode,1,5,"[503.7983489378825,503.46661201478327,503.55924695459464,503.7312781349321,503.6083905020779]",503.6083905020779,"[503.909421694464,503.4970948201539,503.58953560212655,503.8453567456177,503.65339920406353]",503.65339920406353,"[0.06149882189183136,0.06145832666196085,0.06146963463801204,0.06149063453795558,0.06147563360621068]",0.06147563360621068,8192.0,4096.0,16384.0
gnr-n8192-04-before,bulk/series/avx2/local/k5/h0/u64/decode,1,5,"[1921.5338843428972,1925.0453896424779,1924.9245702674461,1921.6077489153633,1922.1760118622676]",1922.1760118622676,"[1921.6501180828554,1925.2583063308036,1925.319155367318,1921.8205283155062,1923.3611126325386]",1923.3611126325386,"[0.23456224174107632,0.23499089229034154,0.23497614383147536,0.23457125841251997,0.2346406264480307]",0.2346406264480307,8192.0,5120.0,131072.0
gnr-n8192-04-before,bulk/series/avx2/local/k5/h0/u64/encode,1,5,"[1338.8398554741989,1339.087097822557,1338.5145768414577,1338.140817067808,1338.3826301401339]",1338.5145768414577,"[1339.0707908799136,1339.9264180199618,1339.0450782898572,1338.2223135550553,1338.5772620361465]",1339.0450782898572,"[0.16343259954519032,0.16346278049591761,0.163392892680842,0.16334726770847266,0.1633767859057781]",0.163392892680842,8192.0,5120.0,131072.0
gnr-n8192-04-before,bulk/series/avx2/local/k5/h0/u8/decode,1,5,"[511.7954236520137,511.46417557040013,511.4061417483984,511.4774836663388,511.65968984317016]",511.4774836663388,"[512.4111624294455,511.57567563736956,511.4373693655064,511.56883523143335,512.6286741584713]",511.57567563736956,"[0.0624750273012712,0.06243459174443361,0.06242750753764628,0.06243621626786362,0.06245845823280885]",0.06243621626786362,8192.0,5120.0,16384.0
gnr-n8192-04-before,bulk/series/avx2/local/k5/h0/u8/encode,1,5,"[679.172759411055,680.3832990171336,678.2544870051661,679.0036614739165,679.1929315100409]",679.172759411055,"[679.6363486275501,682.0339924636949,678.2973660668882,679.1835301634908,679.2602365865998]",679.2602365865998,"[0.0829068309827948,0.08305460193080245,0.08279473718324781,0.08288618914476521,0.08290929339722179]",0.0829068309827948,8192.0,5120.0,16384.0
zen-n256-01-before,bulk/series/avx2/local/k12/h8/u16/decode,1,5,"[33.682497733207484,33.73192694895521,34.05785137233406,33.795498811150054,34.936361496044704]",33.795498811150054,"[33.60815617339966,33.65747156292552,33.98268627589823,33.769362593588276,34.85925795126682]",33.769362593588276,"[0.13157225677034173,0.1317653396443563,0.1330384819231799,0.1320136672310549,0.13647016209392462]",0.1320136672310549,256.0,384.0,1024.0
zen-n256-01-before,bulk/series/avx2/local/k12/h8/u16/encode,1,5,"[38.819931441923984,38.35267894539624,38.66315664748821,39.36520677644777,38.64219573220475]",38.66315664748821,"[38.73479157029056,38.26802956167186,38.577827745023114,39.278940436153654,38.5569131231117]",38.577827745023114,"[0.15164035719501556,0.14981515213045407,0.15102795565425078,0.15377033897049913,0.1509460770789248]",0.15102795565425078,256.0,384.0,1024.0
zen-n256-01-before,bulk/series/avx2/local/k12/h8/u64/decode,1,5,"[39.241372277809916,39.99351710277182,38.801622205461165,39.574304939990384,39.51069678042697]",39.51069678042697,"[39.154778886588765,39.90719487653858,38.71598244924438,39.48812114459917,39.424721486241886]",39.424721486241886,"[0.15328661046019498,0.15622467618270242,0.15156883674008267,0.15458712867183744,0.15433865929854282]",0.15433865929854282,256.0,384.0,4096.0
zen-n256-01-before,bulk/series/avx2/local/k12/h8/u64/encode,1,5,"[62.97419846492159,64.449642127501,65.75167333587608,66.47887897866889,65.29883444301147]",65.29883444301147,"[62.83520693141194,64.30739442285143,65.60656116589705,66.33593882700532,65.15590078875739]",65.15590078875739,"[0.24599296275359997,0.25175641456055076,0.2568424739682659,0.2596831210104254,0.25507357204301356]",0.25507357204301356,256.0,384.0,4096.0
zen-n256-01-before,bulk/series/avx2/local/k20/h16/u32/decode,1,5,"[37.89216697244503,37.85355641679513,37.83147201295535,37.663096585435504,37.82483510858011]",37.83147201295535,"[37.80919493196445,37.77416839523978,37.747972794499226,37.579974810907515,37.74205687552053]",37.747972794499226,"[0.1480162772361134,0.14786545475310597,0.14777918755060682,0.14712147103685744,0.14775326214289106]",0.14777918755060682,256.0,640.0,2048.0
zen-n256-01-before,bulk/series/avx2/local/k20/h16/u32/encode,1,5,"[58.569644405021286,59.32183312568563,58.54901108491276,58.95712356658065,59.18958831918537]",58.95712356658065,"[58.519980894837744,59.202224058461596,58.41979464397315,58.82699819493092,59.05895920244854]",58.82699819493092,"[0.2287876734571144,0.2317259106472095,0.22870707455044045,0.23030126393195569,0.23120932937181782]",0.23030126393195569,256.0,640.0,2048.0
zen-n256-01-before,bulk/series/avx2/local/k20/h16/u64/decode,1,5,"[46.081409850761744,47.61357907504088,47.349156910826906,46.33980712439965,46.244681748668285]",46.33980712439965,"[45.979702578815335,47.50849680961016,47.24465867748938,46.23753625484061,46.14347083785345]",46.23753625484061,"[0.18000550722953804,0.18599054326187842,0.1849576441829176,0.18101487157968613,0.18064328808073546]",0.18101487157968613,256.0,640.0,4096.0
zen-n256-01-before,bulk/series/avx2/local/k20/h16/u64/encode,1,5,"[82.56434446990916,83.20459174660202,81.18068770905282,81.66367632211052,77.3748307986772]",81.66367632211052,"[82.38212532087037,83.0236525024233,81.00151155117965,81.48343552641097,77.20406527763016]",81.48343552641097,"[0.32251697058558265,0.32501793651016414,0.3171120613634876,0.31899873563324416,0.3022454328073328]",0.31899873563324416,256.0,640.0,4096.0
zen-n256-01-before,bulk/series/avx2/local/k3/h0/u64/decode,1,5,"[50.120023500239995,48.38457274031059,50.23434716156568,50.1853309028156,48.86423236966643]",50.120023500239995,"[50.00940966675631,48.277788739450614,50.12347344134051,50.074566143893094,48.75638231760312]",50.00940966675631,"[0.19578134179781254,0.18900223726683826,0.19622791859986594,0.19603644883912344,0.1908759076940095]",0.19578134179781254,256.0,96.0,4096.0
zen-n256-01-before,bulk/series/avx2/local/k3/h0/u64/encode,1,5,"[51.3664380534233,51.330991705096295,51.159394751963234,52.323430524656345,51.43086941788344]",51.3664380534233,"[51.25307338682493,51.21769775906667,51.04647945432571,52.20794572229999,51.31735594418727]",51.25307338682493,"[0.2006501486461848,0.2005116863480324,0.1998413857498564,0.20438840048693885,0.2009018336636072]",0.2006501486461848,256.0,96.0,4096.0
zen-n256-01-before,bulk/series/avx2/local/k3/h0/u8/decode,1,5,"[13.342823616840846,13.407839074455417,13.291834671542183,13.564691108120925,13.436014726127766]",13.407839074455417,"[13.313885189935872,13.378532377749227,13.26312361978227,13.534752231199478,13.406363663201216]",13.378532377749227,"[0.05212040475328456,0.052374371384591466,0.05192122918571166,0.052987074641097365,0.052484432523936586]",0.052374371384591466,256.0,96.0,512.0
zen-n256-01-before,bulk/series/avx2/local/k3/h0/u8/encode,1,5,"[28.611746041568807,28.763439659014153,28.73801078459779,29.176216743170333,29.1670021365864]",28.763439659014153,"[28.549230897079426,28.79590355678763,28.674578640027217,29.111817368273783,29.102626872102885]",28.79590355678763,"[0.11176463297487815,0.11235718616802406,0.11225785462733512,0.11396959665300913,0.11393360209604066]",0.11235718616802406,256.0,96.0,512.0
zen-n256-01-before,bulk/series/avx2/local/k4/h0/u64/decode,1,5,"[33.50494422947337,32.948851087062366,33.64673289516139,33.03638542464068,33.46482008922536]",33.46482008922536,"[33.43099984149526,32.87613368886999,33.572470186680015,32.96435716421457,33.39095921866743]",33.39095921866743,"[0.13087868839638034,0.12870644955883737,0.1314325503717242,0.12904838056500265,0.13072195347353657]",0.13072195347353657,256.0,128.0,4096.0
zen-n256-01-before,bulk/series/avx2/local/k4/h0/u64/encode,1,5,"[51.88228110339923,51.015447299008464,51.942155351007315,50.20870615809398,49.81784769665588]",51.015447299008464,"[51.76856843249054,50.90285718401625,51.82751314309789,50.09788876760558,49.78091437146776]",50.90285718401625,"[0.20266516056015327,0.1992790910117518,0.20289904433987238,0.19612775843005462,0.19460096756506207]",0.1992790910117518,256.0,128.0,4096.0
zen-n256-01-before,bulk/series/avx2/local/k4/h0/u8/decode,1,5,"[12.274774796245088,12.152141354998248,11.747450232855522,12.224193448995676,12.176471259135713]",12.176471259135713,"[12.247681232903284,12.125682403449922,11.721702666022692,12.206827761836946,12.149594737091114]",12.149594737091114,"[0.047948339047832376,0.0474693021679619,0.04588847747209188,0.04775075566013936,0.04756434085599888]",0.04756434085599888,256.0,128.0,512.0
zen-n256-01-before,bulk/series/avx2/local/k4/h0/u8/encode,1,5,"[27.34680595156199,26.55143630712205,27.23045134384379,26.92234640515973,27.348841942347697]",27.23045134384379,"[27.28645202824827,26.49283399218476,27.170354067804432,26.86292531870146,27.288479424935353]",27.170354067804432,"[0.10682346074828902,0.10371654807469549,0.1063689505618898,0.1051654156451552,0.10683141383729569]",0.1063689505618898,256.0,128.0,512.0
zen-n256-01-before,bulk/series/avx2/local/k5/h0/u64/decode,1,5,"[50.081134444967475,50.453109674163926,50.4011740476365,49.7242313340172,50.970558803018534]",50.4011740476365,"[49.970606995469616,50.34244827811979,50.28994001489421,49.61448346456635,50.85806752001651]",50.28994001489421,"[0.19562943142565417,0.19708245966470286,0.19687958612358006,0.19423527864850468,0.19910374532429115]",0.19687958612358006,256.0,160.0,4096.0
zen-n256-01-before,bulk/series/avx2/local/k5/h0/u64/encode,1,5,"[56.49273180615026,56.865312273651426,56.617310818343576,57.20778439416167,54.67772694956183]",56.617310818343576,"[56.368053492897076,56.7421894036766,56.49323331996392,57.08153645109674,54.56309643410514]",56.49323331996392,"[0.22067473361777443,0.22213012606895088,0.2211613703841546,0.22346790778969403,0.2135848708967259]",0.2211613703841546,256.0,160.0,4096.0
zen-n256-01-before,bulk/series/avx2/local/k5/h0/u8/decode,1,5,"[13.505119101513053,13.486145346274014,13.202409690409725,13.566919885671398,13.724430504028668]",13.505119101513053,"[13.475311689989958,13.456379790129642,13.1732701894691,13.536976048969189,13.694140767458927]",13.475311689989958,"[0.05275437149028536,0.05268025525888287,0.051571912853162996,0.0529957808034039,0.05361105665636198]",0.05275437149028536,256.0,160.0,512.0
zen-n256-01-before,bulk/series/avx2/local/k5/h0/u8/encode,1,5,"[32.4578872399569,31.65139086597099,32.97225040132496,32.449368969899105,32.34927497895687]",32.449368969899105,"[32.38686226594527,31.608552266706397,32.899476504935365,32.37774496280824,32.277875949981656]",32.37774496280824,"[0.12678862203108165,0.12363824557019919,0.12879785313017564,0.12675534753866838,0.12636435538655028]",0.12675534753866838,256.0,160.0,512.0
zen-n256-02-candidate,bulk/series/avx2/local/k12/h8/u16/decode,1,5,"[34.958187867296296,34.81377695534253,34.93534062107629,34.931181094702005,34.46031247371443]",34.931181094702005,"[34.881030147806314,34.73744465531991,34.85822850498711,34.85460507041206,34.38425430010093]",34.85460507041206,"[0.13655542135662618,0.13599131623180677,0.13646617430107927,0.1364499261511797,0.13461059560044702]",0.1364499261511797,256.0,384.0,1024.0
zen-n256-02-candidate,bulk/series/avx2/local/k12/h8/u16/encode,1,5,"[35.17802835718775,35.194425211623226,35.38335045674854,34.86512366422158,36.263386720487155]",35.194425211623226,"[35.14289862198473,35.11674091315802,35.30609712009954,34.78817184859717,36.183851164427786]",35.14289862198473,"[0.13741417327026464,0.13747822348290326,0.13821621272167398,0.13619188931336554,0.14165385437690295]",0.13747822348290326,256.0,384.0,1024.0
zen-n256-02-candidate,bulk/series/avx2/local/k12/h8/u64/decode,1,5,"[38.56065978314578,37.842999118829844,38.62795764191304,38.033813941506615,39.36153022900512]",38.56065978314578,"[38.475545590474525,37.759468710894005,38.542695297685405,37.949861743659866,39.276312108874016]",38.475545590474525,"[0.1506275772779132,0.14782421530792908,0.1508904595387228,0.14856958570901022,0.15375597745705122]",0.1506275772779132,256.0,384.0,4096.0
zen-n256-02-candidate,bulk/series/avx2/local/k12/h8/u64/encode,1,5,"[63.02813573272878,63.570723842503284,63.447012228264725,63.73129073682116,63.4509709925871]",63.4509709925871,"[62.88901436044212,63.4304044830012,63.30695776410669,63.59061757254456,63.31091744524583]",63.31091744524583,"[0.24620365520597176,0.24832314000977845,0.24783989151665908,0.24895035444070762,0.24785535543979337]",0.24785535543979337,256.0,384.0,4096.0
zen-n256-02-candidate,bulk/series/avx2/local/k20/h16/u32/decode,1,5,"[36.104937226829946,36.71336616049529,36.776885513831026,37.11790949282057,38.45972105121679]",36.776885513831026,"[36.0261756180747,36.67109049095316,36.701666702495494,37.03597922638812,38.37483539699588]",36.701666702495494,"[0.14103491104230448,0.14341158656443473,0.14365970903840244,0.14499183395633036,0.15023328535631558]",0.14365970903840244,256.0,640.0,2048.0
zen-n256-02-candidate,bulk/series/avx2/local/k20/h16/u32/encode,1,5,"[54.36067785165021,54.18122560450301,54.24703546399165,55.095433920350565,53.766745920804766]",54.24703546399165,"[54.24068908478755,54.06163915639546,54.12730465456367,54.97383114622057,53.64806745098061]",54.12730465456367,"[0.21234639785800863,0.21164541251758986,0.21190248228121736,0.21521653875136942,0.2100263512531436]",0.21190248228121736,256.0,640.0,2048.0
zen-n256-02-candidate,bulk/series/avx2/local/k20/h16/u64/decode,1,5,"[45.572346935518844,45.04734480796178,44.25379503108848,46.076951768266156,44.97780624863724]",45.04734480796178,"[45.471755341446,44.94791273284133,44.15751706043864,45.9752538443638,44.87931096394469]",44.94791273284133,"[0.17801698021687046,0.1759661906561007,0.17286638684018937,0.1799880928447897,0.1756945556587392]",0.1759661906561007,256.0,640.0,4096.0
zen-n256-02-candidate,bulk/series/avx2/local/k20/h16/u64/encode,1,5,"[75.21861505079274,77.23067175663599,75.84007200132987,77.67240886865436,76.60098090621891]",76.60098090621891,"[75.05258782767037,77.06297345432941,75.67267104015313,77.50097515115085,76.54432728415354]",76.54432728415354,"[0.2938227150421592,0.3016823115493593,0.2962502812551948,0.3034078471431811,0.2992225816649176]",0.2992225816649176,256.0,640.0,4096.0
zen-n256-02-candidate,bulk/series/avx2/local/k3/h0/u64/decode,1,5,"[51.27243271657475,51.6399825073401,51.48734211696524,51.65051859552203,51.154109891598516]",51.48734211696524,"[51.18475664853544,51.52601444161395,51.37370976927009,51.53652770685112,51.04121376654797]",51.37370976927009,"[0.2002829402991201,0.20171868166929727,0.20112243014439546,0.2017598382637579,0.19982074176405673]",0.20112243014439546,256.0,96.0,4096.0
zen-n256-02-candidate,bulk/series/avx2/local/k3/h0/u64/encode,1,5,"[53.681271033632775,52.71093971079704,54.06613671851552,54.97535561797271,56.36689905493362]",54.06613671851552,"[53.56278887751369,52.5945997985675,53.94681419152992,54.85401012033984,56.33304567402894]",53.94681419152992,"[0.20969246497512803,0.20590210824530092,0.21119584655670126,0.21474748288270593,0.22018319943333445]",0.21119584655670126,256.0,96.0,4096.0
zen-n256-02-candidate,bulk/series/avx2/local/k3/h0/u8/decode,1,5,"[13.181894147866963,13.639276049798736,13.845840067949037,13.594881959166454,13.355094345670098]",13.594881959166454,"[13.152796029299076,13.610044192776053,13.815585617754081,13.57880168101045,13.32561771497079]",13.57880168101045,"[0.05149177401510533,0.05327842206952632,0.05408531276542593,0.05310500765299396,0.05216833728777383]",0.05310500765299396,256.0,96.0,512.0
zen-n256-02-candidate,bulk/series/avx2/local/k3/h0/u8/encode,1,5,"[29.367325495227462,28.601655735347826,28.820527425855193,29.241562862386125,29.592907844259965]",29.241562862386125,"[29.30251265767709,28.538532579939265,28.756917614842127,29.17701845126986,29.52758835723628]",29.17701845126986,"[0.11471611521573229,0.11172521771620245,0.11258018525724685,0.1142248549311958,0.1155972962666405]",0.1142248549311958,256.0,96.0,512.0
zen-n256-02-candidate,bulk/series/avx2/local/k4/h0/u64/decode,1,5,"[34.05692743578565,33.78518746025004,33.541301522775086,34.0057404072613,34.144146663131714]",34.0057404072613,"[33.98174872112939,33.7111696726169,33.46726586720687,33.93068048968618,34.06878106043866]",33.93068048968618,"[0.1330348727960377,0.13197338851660173,0.13102070907334015,0.13283492346586445,0.13337557290285826]",0.13283492346586445,256.0,128.0,4096.0
zen-n256-02-candidate,bulk/series/avx2/local/k4/h0/u64/encode,1,5,"[50.88102947694337,50.09409513852742,48.94220981310984,49.24306671949293,49.04236614856763]",49.24306671949293,"[50.768727929720534,49.983529807109804,48.835965314223905,49.13520355071307,48.9341157709868]",49.13520355071307,"[0.19875402139431003,0.19568005913487274,0.19118050708246032,0.19235572937301923,0.1915717427678423]",0.19235572937301923,256.0,128.0,4096.0
zen-n256-02-candidate,bulk/series/avx2/local/k4/h0/u8/decode,1,5,"[12.399821180566718,12.182821988525754,12.263167703776432,12.270630578645138,12.235538744007533]",12.263167703776432,"[12.372787183499605,12.155932773201695,12.23609942543866,12.243874660054422,12.208531545421966]",12.23609942543866,"[0.04843680148658875,0.04758914839267872,0.04790299884287669,0.04793215069783257,0.047795073218779426]",0.04790299884287669,256.0,128.0,512.0
zen-n256-02-candidate,bulk/series/avx2/local/k4/h0/u8/encode,1,5,"[26.246969136885994,26.11513758438111,25.993579018468466,26.0574852274731,25.95574865046636]",26.0574852274731,"[26.23355827699456,26.063935037094463,25.936203629461883,25.999972631610145,25.89845719084877]",25.999972631610145,"[0.10252722319096091,0.10201225618898872,0.10153741804089245,0.1017870516698168,0.10138964316588422]",0.1017870516698168,256.0,128.0,512.0
zen-n256-02-candidate,bulk/series/avx2/local/k5/h0/u64/decode,1,5,"[48.51004812326212,48.031938118286355,49.27714893158011,49.558432357761475,49.67072344956445]",49.27714893158011,"[48.40298691314978,47.92591731713135,49.16988311926233,49.450176243017815,49.562367121503556]",49.16988311926233,"[0.18949237548149267,0.1876247582745561,0.1924888630139848,0.19358762639750574,0.19402626347486115]",0.1924888630139848,256.0,160.0,4096.0
zen-n256-02-candidate,bulk/series/avx2/local/k5/h0/u64/encode,1,5,"[58.10292445502777,58.35673189533218,58.68915623145969,58.304958823238444,57.79365925752785]",58.304958823238444,"[57.97467550003099,58.22792293331305,58.5596200715355,58.17821945314249,57.77966962831421]",58.17821945314249,"[0.22696454865245222,0.22795598396614133,0.22925451652913942,0.22775374540327514,0.22575648147471813]",0.22775374540327514,256.0,160.0,4096.0
zen-n256-02-candidate,bulk/series/avx2/local/k5/h0/u8/decode,1,5,"[13.63879209345323,13.978567059924007,13.898962334506175,14.133639377325428,14.098719348338767]",13.978567059924007,"[13.608685813434665,13.94771444907087,13.892714145660626,14.1024425234918,14.067599558155367]",13.94771444907087,"[0.05327653161505167,0.054603777577828146,0.05429282161916474,0.05520952881767745,0.05507312245444831]",0.054603777577828146,256.0,160.0,512.0
zen-n256-02-candidate,bulk/series/avx2/local/k5/h0/u8/encode,1,5,"[32.10501759953892,31.550277045373118,32.226935808933185,32.28618618646735,32.03568234001816]",32.10501759953892,"[32.03415255550224,31.480636296814563,32.15651332649507,32.21492115290654,31.964974952631923]",32.03415255550224,"[0.1254102249981989,0.12324326970848874,0.12588646800364525,0.1261179147908881,0.12513938414069595]",0.1254102249981989,256.0,160.0,512.0
zen-n256-03-candidate,bulk/series/avx2/local/k12/h8/u16/decode,1,5,"[34.23480786726406,34.3263154556496,34.05028383357692,33.93716366613117,34.0173476426156]",34.05028383357692,"[34.1592465922992,34.25054705355536,33.97592270680224,33.86272969806354,33.947444705012614]",33.97592270680224,"[0.1337297182315002,0.13408716974863125,0.13300892122490984,0.1325670455708249,0.13288026422896718]",0.13300892122490984,256.0,384.0,1024.0
zen-n256-03-candidate,bulk/series/avx2/local/k12/h8/u16/encode,1,5,"[36.379327594663906,36.63006248973838,35.97155762973792,36.315289039974154,36.16363646593608]",36.315289039974154,"[36.29902800002903,36.54921456903617,35.892153156946584,36.23513113037186,36.083818702537556]",36.23513113037186,"[0.14210674841665588,0.14308618160054057,0.14051389699116376,0.141856597812399,0.1412642049450628]",0.141856597812399,256.0,384.0,1024.0
zen-n256-03-candidate,bulk/series/avx2/local/k12/h8/u64/decode,1,5,"[38.5739244033376,39.3281187853376,39.4435035697574,39.04693038259775,39.122283128201616]",39.122283128201616,"[38.48878092085259,39.247144414191226,39.35644061484184,38.960742562163986,39.03592335719682]",39.03592335719682,"[0.15067939220053753,0.153625464005225,0.1540761858193648,0.15252707180702246,0.15282141846953753]",0.15282141846953753,256.0,384.0,4096.0
zen-n256-03-candidate,bulk/series/avx2/local/k12/h8/u64/encode,1,5,"[64.16206147361285,62.85611427891765,63.35471757376606,62.307292789545116,61.196750499951825]",62.85611427891765,"[64.02044690855594,62.71814341358113,63.214876071420846,62.16976240184799,61.0616715487711]",62.71814341358113,"[0.2506330526313002,0.2455316964020221,0.2474793655225237,0.24338786245916058,0.2390498066404368]",0.2455316964020221,256.0,384.0,4096.0
zen-n256-03-candidate,bulk/series/avx2/local/k20/h16/u32/decode,1,5,"[38.10942192141225,38.048379802187256,37.308904179129186,39.27672336892979,39.02994446323605]",38.10942192141225,"[38.02530400238838,37.9652217913802,37.22655296901481,39.19002868311202,38.94379434090317]",38.02530400238838,"[0.1488649293805166,0.14862648360229397,0.14573790694972338,0.15342470065988198,0.15246072055951582]",0.1488649293805166,256.0,640.0,2048.0
zen-n256-03-candidate,bulk/series/avx2/local/k20/h16/u32/encode,1,5,"[54.512498232244205,55.900351803269416,56.23838008418514,56.7792180242769,56.596873018722974]",56.23838008418514,"[54.392166100544756,55.77697118683731,56.114254229736325,56.66286791143881,56.471955844830205]",56.114254229736325,"[0.21293944621970393,0.21836074923152116,0.21968117220384817,0.22179382040733164,0.22108153522938664]",0.21968117220384817,256.0,640.0,2048.0
zen-n256-03-candidate,bulk/series/avx2/local/k20/h16/u64/decode,1,5,"[47.14087127912938,46.6363596792811,46.080193372740005,45.586874566846305,45.55541000910703]",46.080193372740005,"[47.03875004167945,46.53341277180969,45.97910728324241,45.48625708253154,45.4548564566218]",45.97910728324241,"[0.18414402843409916,0.1821732799971918,0.18000075536226565,0.17807372877674338,0.1779508203480743]",0.18000075536226565,256.0,640.0,4096.0
zen-n256-03-candidate,bulk/series/avx2/local/k20/h16/u64/encode,1,5,"[78.10994142893973,77.34425322449492,78.17574624644875,76.50554628480437,77.47018431036274]",77.47018431036274,"[77.93753155092394,77.17353192063692,78.00320189938773,76.33838509664194,77.30024226418888]",77.30024226418888,"[0.30511695870679584,0.30212598915818323,0.3053740087751905,0.29884979017501706,0.30261790746235445]",0.30261790746235445,256.0,640.0,4096.0
zen-n256-03-candidate,bulk/series/avx2/local/k3/h0/u64/decode,1,5,"[51.04588500000001,51.71077900000004,52.54334399999999,53.40664800000006,52.39323099999992]",52.39323099999992,"[50.933200000145,51.59839599991756,52.427362999878824,53.288771999632445,52.27758299997731]",52.27758299997731,"[0.19939798828125005,0.20199523046875018,0.20524743749999996,0.2086197187500002,0.20466105859374975]",0.20466105859374975,256.0,96.0,4096.0
zen-n256-03-candidate,bulk/series/avx2/local/k3/h0/u64/encode,1,5,"[52.78982931034758,53.75303972781361,53.161207866912704,52.98433208777599,52.16945975077177]",52.98433208777599,"[52.67330707429013,53.64638775100154,53.0450987821527,52.87264905682474,52.054306725696776]",52.87264905682474,"[0.20621027074354525,0.2099728114367719,0.20766096823012772,0.206970047217875,0.20378695215145226]",0.206970047217875,256.0,96.0,4096.0
zen-n256-03-candidate,bulk/series/avx2/local/k3/h0/u8/decode,1,5,"[13.077708117002508,13.03065275158009,13.020432644373596,12.918695006432651,13.205896211435261]",13.03065275158009,"[13.048841710161913,13.001892325247598,12.991696774525014,12.890179775496435,13.17674712822431]",13.001892325247598,"[0.05108479733204105,0.050900987310859735,0.050861065017084366,0.050463652368877544,0.05158553207591899]",0.050900987310859735,256.0,96.0,512.0
zen-n256-03-candidate,bulk/series/avx2/local/k3/h0/u8/encode,1,5,"[28.691064660121366,28.056867035750813,28.29728707337981,27.904059039056495,28.66702984792943]",28.29728707337981,"[28.627731445935883,27.99564847596912,28.273923197374454,27.842504179877913,28.60374942747775]",28.273923197374454,"[0.11207447132859907,0.10959713685840161,0.11053627763038987,0.10900023062131445,0.11198058534347434]",0.11053627763038987,256.0,96.0,512.0
zen-n256-03-candidate,bulk/series/avx2/local/k4/h0/u64/decode,1,5,"[33.1400253478946,32.470751482728886,33.70337236795527,33.004088034241455,33.353476296216186]",33.1400253478946,"[33.08864238264189,32.399088308908986,33.62897989401857,32.93123839316158,33.27985571195972]",33.08864238264189,"[0.12945322401521328,0.1268388729794097,0.13165379831232527,0.12892221888375568,0.13028701678209445]",0.12945322401521328,256.0,128.0,4096.0
zen-n256-03-candidate,bulk/series/avx2/local/k4/h0/u64/encode,1,5,"[46.43457399458112,46.2106973876261,46.27762393535104,46.9919744248154,47.68774554802086]",46.43457399458112,"[46.33209271831541,46.1087042564986,46.17547526435791,46.889993097904686,47.58248469266283]",46.33209271831541,"[0.1813850546663325,0.18051053667041442,0.18077196849746502,0.1835624000969352,0.18628025604695647]",0.1813850546663325,256.0,128.0,4096.0
zen-n256-03-candidate,bulk/series/avx2/local/k4/h0/u8/decode,1,5,"[12.068184427615861,12.090162536089347,12.162423498664232,11.976869120538643,12.20547967473276]",12.090162536089347,"[12.041546468649459,12.063476152990525,12.135579351705802,11.950930661066252,12.180701515180125]",12.063476152990525,"[0.047141345420374466,0.04722719740659901,0.04750946679165715,0.046784645002104074,0.04767765497942485]",0.04722719740659901,256.0,128.0,512.0
zen-n256-03-candidate,bulk/series/avx2/local/k4/h0/u8/encode,1,5,"[25.270792535732,25.742103495558926,25.231096910422416,24.18440311648215,24.276918623745576]",25.231096910422416,"[25.21544287788745,25.68527983588752,25.17540806885799,24.131507159479323,24.2233324241439]",25.17540806885799,"[0.09871403334270314,0.10055509177952705,0.09855897230633755,0.09447032467375842,0.09483171337400616]",0.09855897230633755,256.0,128.0,512.0
zen-n256-03-candidate,bulk/series/avx2/local/k5/h0/u64/decode,1,5,"[49.1400460777552,49.46065119110791,48.94425869593774,47.313549860969836,47.2981657205338]",48.94425869593774,"[49.031579559506035,49.35147749632284,48.83623227861438,47.20912178750045,47.1937721081981]",48.83623227861438,"[0.19195330499123128,0.1932056687152653,0.19118851053100674,0.18481855414441342,0.18475845984583514]",0.19118851053100674,256.0,160.0,4096.0
zen-n256-03-candidate,bulk/series/avx2/local/k5/h0/u64/encode,1,5,"[59.24621143627838,57.39365147038593,57.98023560013996,57.35141282114654,59.05298431820755]",57.98023560013996,"[59.115438594161,57.26697616634874,57.85225721247952,57.22599083291945,58.922645284388864]",57.85225721247952,"[0.23143051342296242,0.22419395105619505,0.22648529531304673,0.22402895633260364,0.23067571999299824]",0.22648529531304673,256.0,160.0,4096.0
zen-n256-03-candidate,bulk/series/avx2/local/k5/h0/u8/decode,1,5,"[13.6171228688547,13.45104942538143,14.090019237821563,14.33006590936454,14.062616915354807]",14.062616915354807,"[13.587067747768696,13.42177565211008,14.059069250106244,14.298878015143545,14.03256924143764]",14.03256924143764,"[0.05319188620646367,0.052543161817896214,0.05503913764774048,0.05597681995845525,0.054932097325604716]",0.054932097325604716,256.0,160.0,512.0
zen-n256-03-candidate,bulk/series/avx2/local/k5/h0/u8/encode,1,5,"[32.186948792753164,32.744678464804245,31.990538635305896,32.08126638892989,31.620103753987305]",32.08126638892989,"[32.11641151959461,32.67240212048392,31.920362344272682,32.015367395792495,31.55030433739272]",32.015367395792495,"[0.12573026872169205,0.12790890025314158,0.12496304154416364,0.12531744683175738,0.1235160302890129]",0.12531744683175738,256.0,160.0,512.0
