name,repetition_index,threads,iterations,real_time,cpu_time,time_unit,operations,rows
absent/soa/q0/manual_time,0,1,663,32209.072398190023,32139.265460030176,ns,65536.0,65536.0
absent/soa/q0/manual_time,1,1,663,32005.776772247365,31787.330316742075,ns,65536.0,65536.0
absent/soa/q0/manual_time,2,1,663,31660.43891402715,31701.105580693817,ns,65536.0,65536.0
absent/soa/q0/manual_time,3,1,663,35260.10105580701,35048.26395173453,ns,65536.0,65536.0
absent/soa/q0/manual_time,4,1,663,32480.61085972841,32438.91402714932,ns,65536.0,65536.0
absent/tag8/q0/manual_time,0,1,807,34845.73358116487,34815.520446096656,ns,65536.0,65536.0
absent/tag8/q0/manual_time,1,1,807,34376.348203221896,34266.36802973978,ns,65536.0,65536.0
absent/tag8/q0/manual_time,2,1,807,33842.721189591204,33880.369268897135,ns,65536.0,65536.0
absent/tag8/q0/manual_time,3,1,807,34135.73482032227,34113.02106567537,ns,65536.0,65536.0
absent/tag8/q0/manual_time,4,1,807,35146.73482032222,34904.7930607187,ns,65536.0,65536.0
absent/joint16/q0/manual_time,0,1,1192,23207.18456375837,23241.890100671117,ns,65536.0,65536.0
absent/joint16/q0/manual_time,1,1,1192,23100.70469798651,23003.950503355743,ns,65536.0,65536.0
absent/joint16/q0/manual_time,2,1,1192,22421.3825503355,22534.745805369126,ns,65536.0,65536.0
absent/joint16/q0/manual_time,3,1,1192,22857.401006711378,22814.492449664434,ns,65536.0,65536.0
absent/joint16/q0/manual_time,4,1,1192,23056.841442952962,23090.848154362397,ns,65536.0,65536.0
absent/joint64/q0/manual_time,0,1,1711,16571.20981881924,16604.98246639391,ns,65536.0,65536.0
absent/joint64/q0/manual_time,1,1,1711,18707.218585622384,18613.943892460564,ns,65536.0,65536.0
absent/joint64/q0/manual_time,2,1,1711,18444.22969023949,18408.5336060783,ns,65536.0,65536.0
absent/joint64/q0/manual_time,3,1,1711,16220.313267095175,16250.292226768022,ns,65536.0,65536.0
absent/joint64/q0/manual_time,4,1,1711,16290.070134424102,16322.155464640518,ns,65536.0,65536.0
absent/joint256/q0/manual_time,0,1,1108,24789.651624548616,24823.443140794247,ns,65536.0,65536.0
absent/joint256/q0/manual_time,1,1,1108,24611.59837545119,24646.735559566834,ns,65536.0,65536.0
absent/joint256/q0/manual_time,2,1,1108,24776.620036100852,24809.191335740055,ns,65536.0,65536.0
absent/joint256/q0/manual_time,3,1,1108,25213.944043321113,25186.672382671448,ns,65536.0,65536.0
absent/joint256/q0/manual_time,4,1,1108,25103.856498194877,25032.941335740044,ns,65536.0,65536.0
absent/joint16_planar/q0/manual_time,0,1,1064,23975.20394736847,24013.078947368427,ns,65536.0,65536.0
absent/joint16_planar/q0/manual_time,1,1,1064,24626.492481203124,24559.79793233082,ns,65536.0,65536.0
absent/joint16_planar/q0/manual_time,2,1,1064,23060.015977443585,23095.70770676696,ns,65536.0,65536.0
absent/joint16_planar/q0/manual_time,3,1,1064,23443.55733082711,23400.25845864658,ns,65536.0,65536.0
absent/joint16_planar/q0/manual_time,4,1,1064,22820.953947368518,22854.205827067683,ns,65536.0,65536.0
absent/joint64_planar/q0/manual_time,0,1,1738,15957.815880322312,15943.948791714589,ns,65536.0,65536.0
absent/joint64_planar/q0/manual_time,1,1,1738,16427.147295742358,16344.913693901002,ns,65536.0,65536.0
absent/joint64_planar/q0/manual_time,2,1,1738,16094.998849252046,16108.961449942459,ns,65536.0,65536.0
absent/joint64_planar/q0/manual_time,3,1,1738,16020.032220943589,16050.608745684694,ns,65536.0,65536.0
absent/joint64_planar/q0/manual_time,4,1,1738,15878.214039125514,15908.731300345338,ns,65536.0,65536.0
absent/joint256_planar/q0/manual_time,0,1,1151,24916.629887054652,24948.48653344918,ns,65536.0,65536.0
absent/joint256_planar/q0/manual_time,1,1,1151,24584.612510859923,24613.379669852467,ns,65536.0,65536.0
absent/joint256_planar/q0/manual_time,2,1,1151,24743.370112945104,24673.79843614234,ns,65536.0,65536.0
absent/joint256_planar/q0/manual_time,3,1,1151,25297.226759339654,25257.963509991434,ns,65536.0,65536.0
absent/joint256_planar/q0/manual_time,4,1,1151,24786.924413553315,24788.336229365792,ns,65536.0,65536.0
text/direct/q0/manual_time,0,1,15,1909144.6,1905161.133333344,ns,65536.0,65536.0
text/direct/q0/manual_time,1,1,15,1893058.3999999997,1893625.0000000026,ns,65536.0,65536.0
text/direct/q0/manual_time,2,1,15,1928402.9333333333,1929119.4666666733,ns,65536.0,65536.0
text/direct/q0/manual_time,3,1,15,1959472.3333333333,1953741.7333333364,ns,65536.0,65536.0
text/direct/q0/manual_time,4,1,15,1890358.2000000002,1891061.133333342,ns,65536.0,65536.0
text/direct/q1/manual_time,0,1,15,1806952.6666666667,1802655.533333327,ns,65536.0,65536.0
text/direct/q1/manual_time,1,1,15,1812958.133333333,1813511.133333338,ns,65536.0,65536.0
text/direct/q1/manual_time,2,1,15,1774086.0666666664,1774686.1333333363,ns,65536.0,65536.0
text/direct/q1/manual_time,3,1,15,1777261.0666666664,1777680.5333333218,ns,65536.0,65536.0
text/direct/q1/manual_time,4,1,15,1786261.0666666664,1786713.9333333173,ns,65536.0,65536.0
text/direct/q2/manual_time,0,1,17,1734786.882352941,1635024.4705882363,ns,65536.0,65536.0
text/direct/q2/manual_time,1,1,17,2162633.0000000005,1805051.3529411717,ns,65536.0,65536.0
text/direct/q2/manual_time,2,1,17,1606409.2352941174,1606865.1764705796,ns,65536.0,65536.0
text/direct/q2/manual_time,3,1,17,1613455.8823529412,1614129.8823529554,ns,65536.0,65536.0
text/direct/q2/manual_time,4,1,17,1618379.8823529412,1618933.8235294202,ns,65536.0,65536.0
text/direct/q3/manual_time,0,1,10,2403416.3,2404424.900000013,ns,65536.0,65536.0
text/direct/q3/manual_time,1,1,10,1357627.0,1351408.300000001,ns,65536.0,65536.0
text/direct/q3/manual_time,2,1,10,1329231.2999999998,1313679.2000000062,ns,65536.0,65536.0
