name,repetition_index,threads,iterations,real_time,cpu_time,time_unit,operations
collision/deps/blocked/churn/manual_time,4,1,258,190885.69767441865,284648.2558139529,ns,512.0
collision/deps/blocked/churn/manual_time,5,1,258,198370.37984496113,282098.1937984568,ns,512.0
collision/deps/blocked/churn/manual_time,6,1,258,188413.1434108526,281161.17054263945,ns,512.0
collision/deps/indirect/points/manual_time,0,1,411,118129.20924574215,118198.70072992315,ns,2048.0
collision/deps/indirect/points/manual_time,1,1,411,119330.22141119227,119134.1216544954,ns,2048.0
collision/deps/indirect/points/manual_time,2,1,411,120224.6958637469,119737.7347931879,ns,2048.0
collision/deps/indirect/points/manual_time,3,1,411,119184.1386861313,119250.81021897172,ns,2048.0
collision/deps/indirect/points/manual_time,4,1,411,119181.8418491485,119251.92700729886,ns,2048.0
collision/deps/indirect/points/manual_time,5,1,411,119439.23844282233,119097.42335766471,ns,2048.0
collision/deps/indirect/points/manual_time,6,1,411,118347.03163017031,118431.77372262349,ns,2048.0
collision/deps/indirect/scan256_after/manual_time,0,1,993,49048.855991943565,49106.28499496329,ns,256.0
collision/deps/indirect/scan256_after/manual_time,1,1,993,48645.67170191342,48701.53575025259,ns,256.0
collision/deps/indirect/scan256_after/manual_time,2,1,993,49374.56596173203,49221.927492447045,ns,256.0
collision/deps/indirect/scan256_after/manual_time,3,1,993,49021.67573011074,49079.97583081627,ns,256.0
collision/deps/indirect/scan256_after/manual_time,4,1,993,48902.54984894259,48960.725075529874,ns,256.0
collision/deps/indirect/scan256_after/manual_time,5,1,993,48962.4481369586,49023.41389728128,ns,256.0
collision/deps/indirect/scan256_after/manual_time,6,1,993,49225.811681772415,49153.28096676893,ns,256.0
collision/deps/indirect/churn/manual_time,0,1,267,182162.1722846444,237668.38576779814,ns,512.0
collision/deps/indirect/churn/manual_time,1,1,267,180037.97003745317,234106.43071161644,ns,512.0
collision/deps/indirect/churn/manual_time,2,1,267,181618.81273408237,235879.83520599155,ns,512.0
collision/deps/indirect/churn/manual_time,3,1,267,180751.4531835207,235333.33333332857,ns,512.0
collision/deps/indirect/churn/manual_time,4,1,267,182527.98501872644,238095.50187265265,ns,512.0
collision/deps/indirect/churn/manual_time,5,1,267,183311.55056179772,238776.37453183983,ns,512.0
collision/deps/indirect/churn/manual_time,6,1,267,187808.0674157304,244739.54307115907,ns,512.0
collision/ids/natural/points/manual_time,0,1,495,101270.81212121225,101316.32929292548,ns,2048.0
collision/ids/natural/points/manual_time,1,1,495,102372.16161616173,102085.5212121204,ns,2048.0
collision/ids/natural/points/manual_time,2,1,495,103544.91515151523,103460.18383838603,ns,2048.0
