case,unit,before_median,after_median,after_over_before,before_min,before_max,after_min,after_max,block0_before,block1_after,block2_after,block3_before,improvement_ranges_separated,loss_ranges_separated,both_edges_agree
resident/series/avx2/local/k56/h0/u64/admitted-region/get16,ns/query,2.1120530446827046,2.1194785536944787,1.0035157777076047,2.1074030882079184,2.125406445603828,2.102770026349299,2.131982097341462,2.110760663683793,2.1259327410144078,2.111137219548756,2.121799128826026,False,False,False
resident/series/avx2/local/k56/h0/u64/get16,ns/query,9.960161688871636,3.1717334223127325,0.3184419612240302,9.948199449535082,9.980804717891248,3.1679381006371763,3.175603830101113,9.963901091384193,3.1725928061268265,3.1708740384986385,9.955440447970137,True,False,True
resident/series/avx2/local/k56/h0/u64/raw-dense/get16,ns/query,1.9971632179205814,2.0079914515668276,1.0054218070656842,1.995187184243785,2.0053599432753226,1.994156494451029,2.009004948822979,1.9952200122658719,2.008434501525658,2.004003689848374,1.9991948797687409,False,False,True
resident/series/avx2/local/k6/h0/u64/admitted-region/get16,ns/query,1.8361463662104984,1.8363875197415458,1.0001313367689446,1.8276522785470244,1.837454907097968,1.8281535675306968,1.842796093758756,1.8363244355128472,1.8393012700294926,1.8333176611714517,1.82915630509128,False,False,True
resident/series/avx2/local/k6/h0/u64/get16,ns/query,9.915124135246636,2.73679855803993,0.2760226216746053,9.861942355321895,9.948534273282089,2.7283489256548408,2.7406955700378828,9.94680459802605,2.729831843089171,2.738357155620901,9.887966324226872,True,False,True
resident/series/avx2/local/k6/h0/u64/raw-dense/get16,ns/query,1.3890492742734915,1.6058577005257646,1.156084042710198,1.3861942102617018,1.3915268552752644,1.602283820628225,1.608602870190227,1.3879230640216522,1.6057633043668131,1.605952096684716,1.39076000492195,False,True,True
resident/series/avx2/local/k7/h0/u64/admitted-region/get16,ns/query,1.8284387835905864,1.837096285396456,1.0047349147718627,1.8228860442031645,1.837744563848014,1.8286696868035586,1.8387211234883896,1.825780322221725,1.837273328718052,1.8333044023607905,1.8350106087902207,False,False,False
resident/series/avx2/local/k7/h0/u64/get16,ns/query,9.927408046377764,2.7295102187158626,0.27494691524358017,9.854052332789006,9.968356174127385,2.723810017503911,2.735974099005586,9.888452183871653,2.727674930796478,2.731345506635247,9.960713913125941,True,False,True
resident/series/avx2/local/k7/h0/u64/raw-dense/get16,ns/query,1.3872008232260242,1.5057068980289117,1.0854282039188052,1.3857704858851727,1.395111362236602,1.3885491617537098,1.6200907449908286,1.386317043322641,1.3923531064702281,1.6184697594759931,1.3880846031294076,False,False,True
resident/series/avx2/striped/k1/h0/u64/admitted-region/get16,ns/query,1.8354466922825117,1.8323353380124687,0.9983048517382035,1.8334779995761128,1.838789899756559,1.8257733090196824,1.8364602326849597,1.8337155659482933,1.828601107058837,1.8344738396752283,1.8379284654989072,False,False,True
resident/series/avx2/striped/k1/h0/u64/get16,ns/query,7.953562402357938,2.944100162068002,0.37016119483706883,7.945778192062694,7.984471100295385,2.9383297035114446,2.953938347542959,7.9791093470023124,2.944446705491405,2.9437536186445987,7.951727545354345,True,False,True
resident/series/avx2/striped/k1/h0/u64/raw-dense/get16,ns/query,1.6136668185005898,1.83097641295151,1.1346681929376494,1.611079310473895,1.6164338008801555,1.824685991510854,1.8329923790277591,1.6128789166429414,1.8308936844587493,1.8325262990729854,1.6144547203582384,False,True,True
resident/series/avx2/striped/k5/h0/u64/admitted-region/get16,ns/query,3.433345734495514,3.225447377009318,0.9394472990595152,3.3837023851032026,3.5381418104254356,3.124037546864527,3.28050890434626,3.447647434064339,3.245998003481139,3.1713164199823187,3.4190440349266886,True,False,True
resident/series/avx2/striped/k5/h0/u64/get16,ns/query,8.128425497085749,6.956179647011621,0.8557843889330833,8.115946803280773,8.18384703320041,6.941695277836434,6.985852281788228,8.135678334592363,6.975651844567257,6.949938596027897,8.117997064332638,True,False,True
resident/series/avx2/striped/k5/h0/u64/raw-dense/get16,ns/query,3.0757094470930975,3.2383966787423724,1.0528942133344334,3.0196659482758568,3.170301998288787,3.1213232656282597,3.3577040158846825,3.143619759452826,3.188693399733888,3.271149717941308,3.031302121011178,False,False,True
resident/series/avx2/striped/k6/h0/u64/admitted-region/get16,ns/query,3.312488045400717,3.3053110386753417,0.9978333486409587,3.2205844785400837,3.3848229627223887,3.276683933529941,3.3900426432291866,3.265849616843422,3.3049836496162888,3.305638427734394,3.349058384452994,False,False,False
resident/series/avx2/striped/k6/h0/u64/get16,ns/query,7.948772652119374,5.8973021854325305,0.7419135561589044,7.888944290472215,7.962185287771482,5.8500289580268054,5.910984159085118,7.9588858853762465,5.854751807563918,5.9002775805780985,7.914762701700115,True,False,True
resident/series/avx2/striped/k6/h0/u64/raw-dense/get16,ns/query,2.219095717411916,3.424439545730708,1.5431689218546008,2.1821192133391034,2.321218695348869,3.2993861130678193,3.4979925900399556,2.2021593239152257,3.3435552211407136,3.465966142978442,2.2360321109086065,False,True,True
resident/series/avx2/striped/k7/h0/u64/admitted-region/get16,ns/query,2.6708224540376353,2.6624097061769785,0.9968501283760218,2.6317725230910227,2.7164296340878975,2.6453748520592137,2.7326842019145463,2.6562239423840732,2.6475044532964267,2.67731495905753,2.6854209656911974,False,False,True
resident/series/avx2/striped/k7/h0/u64/get16,ns/query,8.034683303011349,5.140983838799877,0.6398489703848151,8.006593626046595,8.093981489984262,5.127088526594685,5.166408480532143,8.022593737757605,5.1521591795954915,5.139320254505893,8.043011413030259,True,False,True
resident/series/avx2/striped/k7/h0/u64/raw-dense/get16,ns/query,2.687599652675447,2.6820973369989893,0.9979527026389587,2.671167803796016,2.704543876971613,2.655836906599243,2.8047767861046546,2.676823978302662,2.6879194321534077,2.6683872401890416,2.698375327048232,False,False,False
