input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:metadata_bytes,counter:selected_blocks,counter:original_blocks,counter:body_bytes
zen5,count/wikileaks-noquotes/series_local/cp16/native16/cps/masked25,1,5,"[549.838571876479,548.3261482991145,548.0631760464074,548.9959633171477,547.3252469039064]",548.3261482991145,"[550.7074384690595,548.3304985089134,548.0670951506013,549.1848643974998,547.3291660148533]",548.3304985089134,,,544.0,62.0,256.0,14.0
zen5,count/wikileaks-noquotes/series_local/cp16/native16/cps/scan,1,5,"[1578.9697209354147,1578.818212631276,1579.452039317688,1579.5967687267275,1579.227318946979]",1579.227318946979,"[1578.98203592327,1578.8295107794725,1579.4645802775603,1580.4056038806673,1579.2386170844381]",1579.2386170844381,,,544.0,256.0,256.0,14.0
zen5,count/wikileaks-noquotes/series_local/cp16/native16/cps/sparse17,1,5,"[144.20311729409707,144.12729122144012,144.27801865855648,144.2116348841041,144.23372513562737]",144.2116348841041,"[144.20424749416418,144.18297920614023,144.27914885846843,144.21277535729314,144.2349683554219]",144.21277535729314,,,544.0,16.0,256.0,14.0
zen5,count/wikileaks-noquotes/series_local/cp16/native16/cps_fused/masked25,1,5,"[612.4832975789396,612.3896064095375,613.9101177706611,610.979422967497,610.9951840987779]",612.3896064095375,"[612.4876318856615,612.6636749658766,618.8679129576146,610.9841950853244,610.9999562191717]",612.4876318856615,,,544.0,62.0,256.0,14.0
zen5,count/wikileaks-noquotes/series_local/cp16/native16/cps_fused/scan,1,5,"[1589.463880054499,1589.5764425261348,1589.3924352567203,1588.9493412086204,1589.8364379827694]",1589.463880054499,"[1593.5712176145746,1590.2715810895354,1589.4036801455306,1588.9608132757955,1589.8479100434881]",1589.8479100434881,,,544.0,256.0,256.0,14.0
zen5,count/wikileaks-noquotes/series_local/cp16/native16/cps_fused/sparse17,1,5,"[144.50929471919162,144.57098350135772,144.47265406670024,144.50680025668723,144.71277454612613]",144.50929471919162,"[144.54065663517923,144.5721117029856,144.473782267988,144.52854658764645,145.08383878303246]",144.54065663517923,,,544.0,16.0,256.0,14.0
zen5,count/wikileaks-noquotes/series_local/cp16/native16/inline/masked25,1,5,"[466.8173057686009,465.67959319772825,466.5298766255231,466.31180393464837,467.4645215071859]",466.5298766255231,"[468.00810269687906,466.88636212184156,466.5932310772438,467.29979993678717,467.5535178359096]",467.29979993678717,,,544.0,62.0,256.0,14.0
zen5,count/wikileaks-noquotes/series_local/cp16/native16/inline/scan,1,5,"[1285.7154284664027,1283.0977381389791,1283.8773446120194,1284.3729312247542,1283.7018205222937]",1283.8773446120194,"[1285.7274733489228,1286.2598381826806,1283.8904008810107,1284.3841485872922,1284.2655388042695]",1284.3841485872922,,,544.0,256.0,256.0,14.0
zen5,count/wikileaks-noquotes/series_local/cp16/native16/inline/sparse17,1,5,"[138.89783297100433,139.2822001846315,139.85001538659836,139.37154173740018,139.06430606430888]",139.2822001846315,"[138.8991333881045,139.2835105264204,139.85132572965685,140.65549897316023,139.0656064791696]",139.2835105264204,,,544.0,16.0,256.0,14.0
zen5,count/wikileaks-noquotes/series_local/cp16/native16/materialized/masked25,1,5,"[468.4413298785262,467.7413601641983,467.5983443820184,466.90550863143744,467.6788033785147]",467.6788033785147,"[468.4449978138755,469.1065719938789,467.6017094647558,466.9091765649935,468.0321028355735]",468.0321028355735,,,544.0,62.0,256.0,14.0
zen5,count/wikileaks-noquotes/series_local/cp16/native16/materialized/scan,1,5,"[1299.4055963302305,1283.4100917430678,1282.6963302751972,1282.7404587155486,1282.8138532110042]",1282.8138532110042,"[1299.4148623916656,1284.3688073440017,1282.7064220183368,1282.750550450947,1283.0238532124904]",1283.0238532124904,,,544.0,256.0,256.0,14.0
zen5,count/wikileaks-noquotes/series_local/cp16/native16/materialized/sparse17,1,5,"[136.7672721945565,137.18684441840688,136.8736204707501,137.1379040921961,136.8567340560519]",136.8736204707501,"[136.7684441850598,137.1879187416744,136.8747045619591,137.204228928941,136.8578083795016]",136.8747045619591,,,544.0,16.0,256.0,14.0
zen5,count/wikileaks-noquotes/series_local/cp16/native16/shared/masked25,1,5,"[527.5913868336066,527.1026370707883,528.740694365409,527.5644469739926,527.7090115727382]",527.5913868336066,"[527.595522665451,527.1068108552329,532.8476949364265,527.5689622452962,527.7131474116259]",527.595522665451,,,544.0,62.0,256.0,14.0
zen5,count/wikileaks-noquotes/series_local/cp16/native16/shared/scan,1,5,"[1283.8822073517435,1283.5155376294445,1285.0418003483876,1284.5229626913037,1285.2966358052665]",1284.5229626913037,"[1283.8913740911617,1283.5247043698398,1285.0508754136915,1284.531121076527,1285.3057108852254]",1284.531121076527,,,544.0,256.0,256.0,14.0
zen5,count/wikileaks-noquotes/series_local/cp16/native16/shared/sparse17,1,5,"[138.61027459682268,139.9122419463471,138.73876649364388,138.82148234734953,138.97532392915167]",138.82148234734953,"[138.6113642679153,146.05932757418228,138.74054958981023,138.8224729570914,139.52273447591494]",138.8224729570914,,,544.0,16.0,256.0,14.0
