case,rows,queries,seed,rep,ns_per_operation,allocated_bytes,conditional_visits,checksum,batches
D_prefix_plane/scalar_raw,4096,32768,712367,0,0.305457947,299136,0,16588275288938125128,1000
D_prefix_plane/scalar_raw,4096,32768,712367,1,0.305661344,299136,0,11185237744125997931,999
D_prefix_plane/scalar_raw,4096,32768,712367,2,0.305055845,299136,0,3544568760040700709,1001
D_prefix_plane/scalar_tuplepack,4096,32768,712367,0,1.337494163,299136,0,1363744823437169841,229
D_prefix_plane/scalar_tuplepack,4096,32768,712367,1,1.338337861,299136,0,1363744823437169841,229
D_prefix_plane/scalar_tuplepack,4096,32768,712367,2,1.337885961,299136,0,1363744823437169841,229
D_prefix_plane/full_string_rare,4096,32768,712367,0,23.185505458,299136,32768,7995617238,14
D_prefix_plane/full_string_rare,4096,32768,712367,1,23.146488735,299136,32768,7995617238,14
D_prefix_plane/full_string_rare,4096,32768,712367,2,23.172426496,299136,32768,7995617238,14
D_prefix_plane/all_fields,4096,32768,712367,0,14.891700381,299136,32768,2783324142838883247,21
D_prefix_plane/all_fields,4096,32768,712367,1,15.009570894,299136,32768,2783324142838883247,21
D_prefix_plane/all_fields,4096,32768,712367,2,14.870891753,299136,32768,2783324142838883247,21
D_prefix_plane/equality_mismatch0,4096,32768,712367,0,1.563964377,299136,0,0,196
D_prefix_plane/equality_mismatch0,4096,32768,712367,1,1.562326548,299136,0,0,196
D_prefix_plane/equality_mismatch0,4096,32768,712367,2,1.562491592,299136,0,0,196
D_prefix_plane/equality_mismatch7,4096,32768,712367,0,1.565131554,299136,0,0,195
D_prefix_plane/equality_mismatch7,4096,32768,712367,1,1.563925607,299136,0,0,196
D_prefix_plane/equality_mismatch7,4096,32768,712367,2,1.564305364,299136,0,0,196
D_prefix_plane/equality_mismatch8,4096,32768,712367,0,2.975494977,299136,32768,0,103
D_prefix_plane/equality_mismatch8,4096,32768,712367,1,2.973130902,299136,32768,0,103
D_prefix_plane/equality_mismatch8,4096,32768,712367,2,2.962234497,299136,32768,0,104
D_prefix_plane/equality_mismatch15,4096,32768,712367,0,2.969234726,299136,32768,0,103
D_prefix_plane/equality_mismatch15,4096,32768,712367,1,2.969024066,299136,32768,0,103
D_prefix_plane/equality_mismatch15,4096,32768,712367,2,2.967708847,299136,32768,0,103
D_prefix_plane/equality_mismatch16,4096,32768,712367,0,2.687591017,299136,32768,3735552,114
D_prefix_plane/equality_mismatch16,4096,32768,712367,1,2.688923886,299136,32768,3735552,114
D_prefix_plane/equality_mismatch16,4096,32768,712367,2,2.686402438,299136,32768,3735552,114
D_prefix_plane/equality_mismatch17,4096,32768,712367,0,2.071676718,299136,12288,606208,148
D_prefix_plane/equality_mismatch17,4096,32768,712367,1,2.072132420,299136,12288,606208,148
D_prefix_plane/equality_mismatch17,4096,32768,712367,2,2.068346384,299136,12288,606208,148
D_prefix_plane/update_raw,4096,32768,712367,0,0.866486979,299136,0,11567104,353
D_prefix_plane/update_raw,4096,32768,712367,1,0.867069071,299136,0,11534336,352
D_prefix_plane/update_raw,4096,32768,712367,2,0.868167444,299136,0,11534336,352
D_prefix_plane/update_tuplepack_effects,4096,32768,712367,0,2.470645289,299136,0,4063232,124
D_prefix_plane/update_tuplepack_effects,4096,32768,712367,1,2.469237789,299136,0,4063232,124
D_prefix_plane/update_tuplepack_effects,4096,32768,712367,2,2.471479600,299136,0,4063232,124
