case,rows,queries,seed,rep,ns_per_operation,allocated_bytes,conditional_visits,checksum,batches
n8b7stride63_combined/load50_uniform/hit/raw,262144,262144,918273,0,38.686496735,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/raw,262144,262144,918273,1,38.592311859,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/raw,262144,262144,918273,2,38.633815765,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,262144,262144,918273,0,41.730949402,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,262144,262144,918273,1,41.658054352,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,262144,262144,918273,2,41.623989105,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,262144,262144,918273,0,38.343135834,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,262144,262144,918273,1,38.303115845,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,262144,262144,918273,2,38.270843506,4217216,264268,2197684369911,1
n8b7stride63_combined/load50_uniform/miss/raw,262144,262144,918273,0,31.642875671,4217216,267591,2251799813685248,2
n8b7stride63_combined/load50_uniform/miss/raw,262144,262144,918273,1,31.618364334,4217216,267591,2251799813685248,2
n8b7stride63_combined/load50_uniform/miss/raw,262144,262144,918273,2,31.637344360,4217216,267591,2251799813685248,2
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,262144,262144,918273,0,31.297472000,4217216,267591,2251799813685248,2
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,262144,262144,918273,1,31.285530090,4217216,267591,2251799813685248,2
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,262144,262144,918273,2,31.270042419,4217216,267591,2251799813685248,2
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,262144,262144,918273,0,32.430139542,4217216,267591,2251799813685248,2
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,262144,262144,918273,1,32.439826965,4217216,267591,2251799813685248,2
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,262144,262144,918273,2,32.432962418,4217216,267591,2251799813685248,2
n8b7stride63_combined/load50_uniform/mixed/raw,262144,262144,918273,0,35.336023331,4217216,265942,1128093525944822,2
n8b7stride63_combined/load50_uniform/mixed/raw,262144,262144,918273,1,35.319257736,4217216,265942,1128093525944822,2
n8b7stride63_combined/load50_uniform/mixed/raw,262144,262144,918273,2,35.341327667,4217216,265942,1128093525944822,2
n8b7stride63_combined/load50_uniform/mixed/rawfp_tuplepack,262144,262144,918273,0,36.695686340,4217216,265942,1128093525944822,2
n8b7stride63_combined/load50_uniform/mixed/rawfp_tuplepack,262144,262144,918273,1,36.651473999,4217216,265942,1128093525944822,2
n8b7stride63_combined/load50_uniform/mixed/rawfp_tuplepack,262144,262144,918273,2,36.668069839,4217216,265942,1128093525944822,2
n8b7stride63_combined/load50_uniform/mixed/seriespack_tuplepack,262144,262144,918273,0,35.552394867,4217216,265942,1128093525944822,2
n8b7stride63_combined/load50_uniform/mixed/seriespack_tuplepack,262144,262144,918273,1,35.550565720,4217216,265942,1128093525944822,2
n8b7stride63_combined/load50_uniform/mixed/seriespack_tuplepack,262144,262144,918273,2,35.540702820,4217216,265942,1128093525944822,2
