case,rows,queries,seed,rep,ns_per_operation,allocated_bytes,conditional_visits,checksum,batches
n8b7stride63_combined/load50_uniform/hit/raw,4096,32768,712367,0,28.850244695,66048,33018,3028201605759,11
n8b7stride63_combined/load50_uniform/hit/raw,4096,32768,712367,1,28.551782781,66048,33018,3028201605759,11
n8b7stride63_combined/load50_uniform/hit/raw,4096,32768,712367,2,28.552920255,66048,33018,3028201605759,11
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,0,32.106671143,66048,33018,2752910550690,10
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,1,32.158337402,66048,33018,2752910550690,10
n8b7stride63_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,2,32.156536865,66048,33018,2752910550690,10
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,4096,32768,712367,0,32.800765991,66048,33018,2752910550690,10
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,4096,32768,712367,1,32.801620483,66048,33018,2752910550690,10
n8b7stride63_combined/load50_uniform/hit/seriespack_tuplepack,4096,32768,712367,2,32.798904419,66048,33018,2752910550690,10
n8b7stride63_combined/load50_uniform/miss/raw,4096,32768,712367,0,22.141226632,66048,33412,1970324836974592,14
n8b7stride63_combined/load50_uniform/miss/raw,4096,32768,712367,1,22.000673567,66048,33412,1970324836974592,14
n8b7stride63_combined/load50_uniform/miss/raw,4096,32768,712367,2,22.035875593,66048,33412,1970324836974592,14
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,0,21.989794050,66048,33412,1970324836974592,14
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,1,21.910644531,66048,33412,1970324836974592,14
n8b7stride63_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,2,21.909249442,66048,33412,1970324836974592,14
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,4096,32768,712367,0,27.523155212,66048,33412,1688849860263936,12
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,4096,32768,712367,1,27.395998637,66048,33412,1688849860263936,12
n8b7stride63_combined/load50_uniform/miss/seriespack_tuplepack,4096,32768,712367,2,27.421506246,66048,33412,1688849860263936,12
n8b7stride63_combined/load50_uniform/mixed/raw,4096,32768,712367,0,25.815129598,66048,33219,846069096405984,12
n8b7stride63_combined/load50_uniform/mixed/raw,4096,32768,712367,1,25.569259644,66048,33219,846069096405984,12
n8b7stride63_combined/load50_uniform/mixed/raw,4096,32768,712367,2,25.539276123,66048,33219,846069096405984,12
n8b7stride63_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,0,27.035687764,66048,33219,846069096405984,12
n8b7stride63_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,1,26.853469849,66048,33219,846069096405984,12
n8b7stride63_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,2,26.873331706,66048,33219,846069096405984,12
n8b7stride63_combined/load50_uniform/mixed/seriespack_tuplepack,4096,32768,712367,0,29.992745139,66048,33219,775563338372152,11
n8b7stride63_combined/load50_uniform/mixed/seriespack_tuplepack,4096,32768,712367,1,29.807004062,66048,33219,775563338372152,11
n8b7stride63_combined/load50_uniform/mixed/seriespack_tuplepack,4096,32768,712367,2,29.744748202,66048,33219,775563338372152,11
n8b7stride63_combined/load50_uniform/update/raw,4096,32768,712367,0,29.145768599,66048,33018,3028201623811,11
n8b7stride63_combined/load50_uniform/update/raw,4096,32768,712367,1,28.803081166,66048,33018,3028201571789,11
n8b7stride63_combined/load50_uniform/update/raw,4096,32768,712367,2,28.771373402,66048,33018,3028201631655,11
n8b7stride63_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,0,34.627763536,66048,33018,2477619497175,9
n8b7stride63_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,1,34.496161567,66048,33018,2477619515513,9
n8b7stride63_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,2,34.625522190,66048,33018,2477619457331,9
n8b7stride63_combined/load50_uniform/update/seriespack_tuplepack,4096,32768,712367,0,35.383921305,66048,33018,2477619497175,9
n8b7stride63_combined/load50_uniform/update/seriespack_tuplepack,4096,32768,712367,1,35.374803331,66048,33018,2477619515513,9
n8b7stride63_combined/load50_uniform/update/seriespack_tuplepack,4096,32768,712367,2,35.318783230,66048,33018,2477619457331,9
n8b8stride64_combined/load50_uniform/hit/raw,4096,32768,712367,0,21.716461182,67072,33018,4129365826035,15
n8b8stride64_combined/load50_uniform/hit/raw,4096,32768,712367,1,21.588732910,67072,33018,4129365826035,15
n8b8stride64_combined/load50_uniform/hit/raw,4096,32768,712367,2,21.550891113,67072,33018,4129365826035,15
n8b8stride64_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,0,25.918001811,67072,33018,3303492660828,12
