case,base_ns,candidate_ns,ratio,base_samples,candidate_samples,edge_ratios,observation
bulk/series/avx2/striped/k1/h0/u64/decode,0.14037544102725286,0.14054592763837215,1.0012145045448955,"[0.14038480382387356, 0.14017554377944538, 0.14070851985419927, 0.1403204810844028, 0.14036607823063213, 0.14056295120335174]","[0.14057161507223684, 0.14052024020450748, 0.1406106295708034, 0.14028822009758768, 0.14036648794333753, 0.14069054334942213]","[1.0013307084760945, 1.0000029188868889]",sample ranges overlap
resident/series/avx2/striped/k1/h0/u64/point,1.4926485681859578,1.494872419308956,1.0014898691965388,"[1.4955541839331576, 1.4803530105625886, 1.481315910600877, 1.4897429524387582, 1.5121689955462823, 1.4988689103709643]","[1.4745176261439124, 1.5054527985484298, 1.4713964494505625, 1.4928066287709794, 1.4969382098469324, 1.5114378095992493]","[0.9954106450836627, 0.9987118950091812]",sample ranges overlap
resident/series/avx2/striped/k1/h0/u64/get16,3.6775879316016837,3.6649295820492807,0.9965579750130162,"[3.672599997632939, 3.667320681656161, 3.663299559867, 3.6854744134963298, 3.686404957894213, 3.682575865570428]","[3.662983742399001, 3.6675684403713253, 3.6635843814971643, 3.662703583859331, 3.6662747826013975, 3.6676577433913056]","[0.9989811907702303, 0.9947904587738765]",sample ranges overlap
bulk/series/avx512/striped/k1/h0/u64/decode,0.1319386343070007,0.1319530474800943,1.0001092414907073,"[0.132134059645618, 0.13186134001406802, 0.1320796790997327, 0.1319283195206451, 0.13182502130490484, 0.13194894909335633]","[0.13200440990969226, 0.13200120240591617, 0.13190489255427243, 0.1318405570575503, 0.131851968970681, 0.13213263464546016]","[0.9994058382458874, 0.9994212724740107]",sample ranges overlap
resident/series/avx512/striped/k1/h0/u64/point,1.5022678849758457,1.5041185461956539,1.00123191159068,"[1.4619006437836988, 1.4931084119277371, 1.4736505044650534, 1.5195515820851901, 1.5118192001827926, 1.5114273580239541]","[1.4921184442934825, 1.4996826426630392, 1.5085544497282686, 1.4967361938344839, 1.521914040350453, 1.5199829577152344]","[1.0176650692407123, 1.00539995624573]",sample ranges overlap
resident/series/avx512/striped/k1/h0/u64/get16,7.396448491544705,3.490220960220718,0.4718779511830016,"[7.398050585142459, 7.404041581863394, 7.3814107728403435, 7.394846397946949, 7.399480657310632, 7.391680833652548]","[3.4930587502139727, 3.5209807148130032, 3.4873831702274636, 3.480643850395263, 3.4528002593982694, 3.5172521524536497]","[0.47215934927899783, 0.47068507756450534]",separated faster
bulk/calico/local/k1/h0/u64/decode,0.1370973144977897,0.13434625105060188,0.9799334986446276,"[0.13360711824219743, 0.1336257326127589, 0.1337517001400835, 0.14052132695719943, 0.1404429288554959, 0.14059464534047666]","[0.13469889463381415, 0.1340066456970573, 0.13377202156354617, 0.13423771544262864, 0.13464199403848778, 0.13445478665857513]","[1.0028505967888857, 0.9568283304037396]",sample ranges overlap
resident/calico/local/k1/h0/u64/point,1.3297103344704353,1.582127309336418,1.1898285425949624,"[1.3271054236765334, 1.329701553249933, 1.3336852265416883, 1.3257816097802544, 1.3297191156909378, 1.331229357607195]","[1.5833217216963058, 1.5828508108784887, 1.5814038077943477, 1.5811066333167727, 1.583168212885917, 1.5811813372463428]","[1.190380508325219, 1.1891092777324948]",separated slower
resident/calico/local/k1/h0/u64/get16,2.69507281704979,2.6592807735754036,0.9867194521617538,"[2.6823423781085864, 2.69286423588969, 2.678062881677036, 2.698218398131123, 2.6972813982098907, 2.703494553028046]","[2.6562724638957844, 2.656080539963694, 2.66451892839497, 2.6622890832550223, 2.6559822093889847, 2.6679966554015984]","[0.990280914761081, 0.986684059785158]",separated faster
bulk/calico/striped/k1/h0/u64/decode,0.1333549715008756,0.13191169957756238,0.9891772169640953,"[0.12814380431924102, 0.12789931209162772, 0.12818366994075714, 0.1385262730609941, 0.1386572437485199, 0.1386152404562061]","[0.13068127210614222, 0.13075496028379643, 0.13085763158393765, 0.1329657675711871, 0.13297955424652955, 0.13366028874893937]","[1.0203767632655132, 0.9593429539845073]",sample ranges overlap
resident/calico/striped/k1/h0/u64/point,1.3347613930190185,1.3368403787963221,1.0015575711046012,"[1.3357058671801645, 1.3373266265374069, 1.3441038338168638, 1.3331651564026366, 1.3318106887007493, 1.3338169188578728]","[1.335708941134122, 1.3379718164585221, 1.3338524665984022, 1.338401525730865, 1.3494244740363956, 1.334584146384544]","[0.9987903587865642, 1.0039277724167035]",sample ranges overlap
resident/calico/striped/k1/h0/u64/get16,3.474662792603461,3.430775423374276,0.9873693155713964,"[3.460388049997873, 3.4545976156576277, 3.462966123531012, 3.492099823981252, 3.48635946167591, 3.4973998059793066]","[3.4397823702658066, 3.4292417099027324, 3.430981237342354, 3.427994854594383, 3.431906439768014, 3.4305696094061986]","[0.9915018742896372, 0.9823801673272603]",separated faster
resident/predecessor/local/k2/h0/u64/point,1.4949084727816846,1.472702159314152,0.985145369183565,"[1.4900353900176393, 1.4447077763401792, 1.4557384302680387, 1.4997815555457297, 1.5186821508759851, 1.5248440472503644]","[1.474942747706021, 1.471493007203135, 1.4867442580631158, 1.4619212786796631, 1.4588799277222113, 1.4739113114251694]","[1.0131921484235642, 0.9626249165017302]",sample ranges overlap
resident/predecessor/local/k2/h0/u64/get16,6.243865853287101,6.240464787993606,0.999455294944925,"[6.2352987412038265, 6.246065964958138, 6.2361811763027575, 6.241665741616063, 6.264356188648232, 6.250654249503485]","[6.230717435919295, 6.241348573825483, 6.244771226728096, 6.23958100216173, 6.257919188299916, 6.23911734701161]","[1.000828615682681, 0.9982284658693712]",sample ranges overlap
resident/predecessor/striped/k2/h0/u64/point,1.338429137665333,1.3350818020462594,0.9974990565246417,"[1.3371661956219416, 1.3343295422242885, 1.3400703678443513, 1.3392257919660344, 1.342792668956159, 1.3376324833646314]","[1.3346242353504303, 1.3365836021931723, 1.3347209918538976, 1.3354426122386214, 1.3354666675264575, 1.3342930160387136]","[0.9981713538855156, 0.9971750994118331]",sample ranges overlap
resident/predecessor/striped/k2/h0/u64/get16,6.254809079086575,6.245956742185104,0.9985847150904942,"[6.247899783948852, 6.2450172162035695, 6.257398769199295, 6.257410901968242, 6.2671138985763815, 6.252219388973856]","[6.255377897959336, 6.24282504509792, 6.242987600456227, 6.24448213877018, 6.262409525671353, 6.247431345600027]","[0.999213786446248, 0.9984051620511168]",sample ranges overlap
bulk/series/avx2/local/k2/h0/u64/decode,0.13395735822473256,0.1339274248173304,0.9997765452544088,"[0.13391409571502824, 0.1339320479795899, 0.13398266846987522, 0.13414196008544546, 0.1339870529256243, 0.1337909439763471]","[0.13375778108449463, 0.1339250718470073, 0.13392977778765344, 0.13413965274841586, 0.13413278143080365, 0.13379214901296776]","[0.9999479128954731, 1.0010876312449402]",sample ranges overlap
resident/series/avx2/local/k2/h0/u64/point,1.5822385286746048,1.588689813550371,1.004077314993189,"[1.5840055119785343, 1.5897368529508773, 1.576163276265001, 1.5806904403249378, 1.5677469461080848, 1.5837866170242716]","[1.5864052333192213, 1.580093390251403, 1.5909743937815206, 1.5950083669783228, 1.5839097075662483, 1.6014996420188852]","[1.001514970322098, 1.009058020652318]",sample ranges overlap
resident/series/avx2/local/k2/h0/u64/get16,3.7013290893538056,3.698012850522561,0.9991040410751957,"[3.8024799864689007, 3.6938655659829474, 3.776232008147697, 3.697724618630651, 3.7020739072302207, 3.7005842714773904]","[3.6667887369791687, 3.744243536688923, 3.760655006974449, 3.7236065528726665, 3.6658257209398, 3.6724191481724553]","[0.9915289973206745, 0.9923890063733933]",sample ranges overlap
bulk/series/avx512/local/k2/h0/u64/decode,0.1359125953094869,0.13590801312647172,0.9999662858103419,"[0.13597036820852265, 0.13589898215511562, 0.13592620846385817, 0.13605849947479773, 0.13586931058483517, 0.1357020343271686]","[0.13601415378499854, 0.13614608529125705, 0.13573625653907767, 0.13576123291614445, 0.13595896091646353, 0.13585706533647987]","[1.0006470078297207, 0.9999098748032017]",sample ranges overlap
resident/series/avx512/local/k2/h0/u64/point,1.5948063347909862,1.5862200579754717,0.9946161006335357,"[1.5884781608763678, 1.6037699259201759, 1.5964937152750804, 1.5992844719489523, 1.5931189543068922, 1.5880342782931263]","[1.5944310115204305, 1.5842060944515786, 1.6007264797487173, 1.5809766608695195, 1.5862616294636656, 1.5861784864872779]","[0.9987079787819305, 0.9956434716937795]",sample ranges overlap
resident/series/avx512/local/k2/h0/u64/get16,7.676120292529373,3.6674598742877906,0.4777751956098279,"[7.663544819617117, 7.660294115498692, 7.6782436556305464, 7.692499581885865, 7.6739969294282, 7.699326212677827]","[3.670698746032527, 3.663813830924771, 3.6797575810654126, 3.664162496070316, 3.6717428122122446, 3.6642210025430546]","[0.47898183313762116, 0.4763368478006141]",separated faster
bulk/series/avx2/striped/k2/h0/u64/decode,0.14069972326164737,0.14083386514865037,1.0009533912639867,"[0.14051004295193156, 0.1412928970349054, 0.14331280638252414, 0.14054205582032372, 0.14061751911562317, 0.14078192740767156]","[0.14084136306688436, 0.14094928078365115, 0.14050591181774855, 0.14047088568561664, 0.14082636723041636, 0.14099655886917103]","[0.9968042698713333, 1.0014852211595446]",sample ranges overlap
resident/series/avx2/striped/k2/h0/u64/point,1.6000074345757298,1.5898551751298948,0.993654867329709,"[1.6291446938217449, 1.6031799491740122, 1.5830333755203485, 1.6014272062103525, 1.595914235973431, 1.5985876629411073]","[1.5973659868504584, 1.591261953852113, 1.5884483964076765, 1.5793094912014352, 1.6092031918142946, 1.5693844125021938]","[0.9925660277075948, 0.9879404976113704]",sample ranges overlap
resident/series/avx2/striped/k2/h0/u64/get16,3.68241928355268,3.675755760160159,0.998190449571486,"[3.6713552304460335, 3.664825107703288, 3.6718558170940816, 3.6985238627900188, 3.692982750011278, 3.693452208827976]","[3.6684555828690866, 3.683499461511951, 3.676368828261183, 3.675142692059135, 3.682563205996368, 3.6748973495279236]","[1.0013655986687346, 0.9950427091691946]",sample ranges overlap
bulk/series/avx512/striped/k2/h0/u64/decode,0.13162497885242708,0.13143648685482068,0.9985679618014015,"[0.1317391155603875, 0.13185871986918773, 0.13136016777637732, 0.13151084214446662, 0.13141144655794962, 0.13174872605047197]","[0.1314230886321237, 0.13139928897651948, 0.13149716192864552, 0.13144988507751768, 0.1313844684168741, 0.13163971261799165]","[0.9976011154551973, 0.9995364863766747]",sample ranges overlap
resident/series/avx512/striped/k2/h0/u64/point,1.587055036247905,1.5950093150710272,1.0050119741542975,"[1.5829932812962988, 1.5843958801625324, 1.586005428070346, 1.588104644425464, 1.5971959624298502, 1.590035641314952]","[1.5866574468384802, 1.5794922525289667, 1.581999615334682, 1.625311374697059, 1.6102291340625203, 1.6033611833035741]","[0.9984875845375182, 1.0127000252213645]",sample ranges overlap
resident/series/avx512/striped/k2/h0/u64/get16,7.286574403336979,3.44937418292308,0.4733876293561753,"[7.285570831291983, 7.287577975381975, 7.2804199675434, 7.284499712602168, 7.297586031910926, 7.299536553669701]","[3.4650788034028204, 3.453170528732721, 3.446271320290456, 3.4496994990777963, 3.449048866768364, 3.428148644470943]","[0.47397391483741225, 0.4726287366378887]",separated faster
bulk/calico/local/k2/h0/u64/decode,0.13725359861135764,0.13437498018043634,0.9790270094187309,"[0.13377874813550936, 0.13384404163260055, 0.13365436697187894, 0.14093189927322114, 0.14122210505540853, 0.14066315559011472]","[0.1336638840042054, 0.1342053550370339, 0.13393669642463935, 0.1346887977091281, 0.13454460532383877, 0.13462894492852504]","[1.0011806680158943, 0.9552765954535479]",sample ranges overlap
resident/calico/local/k2/h0/u64/point,1.4981884413615605,1.5823369814657784,1.0561668597761595,"[1.4658193073144503, 1.4572233557932452, 1.4520835618345544, 1.5344320721066234, 1.5400006720940853, 1.5305575754086704]","[1.5869971791971358, 1.5838215598045275, 1.5814308114488627, 1.5797609938304797, 1.5808900806067872, 1.5832431514826941]","[1.0868763209894945, 1.0302770056392145]",separated slower
resident/calico/local/k2/h0/u64/get16,2.695486558107623,2.660548617994732,0.9870383549093196,"[2.6866506063364417, 2.6934426809170295, 2.6824198443982534, 2.6986194543561073, 2.697530435298217, 2.7024876118925993]","[2.6566216411185466, 2.66169166632919, 2.665600510792951, 2.6585159190365206, 2.659405569660274, 2.6678351661610358]","[0.9907100164240239, 0.9854689090629157]",separated faster
bulk/calico/striped/k2/h0/u64/decode,0.13363524140814312,0.13254007813759094,0.9918048318765903,"[0.1288290730881627, 0.1283260335745591, 0.12845674309361022, 0.13844140972812355, 0.1389037927840949, 0.1384740928998623]","[0.13137025038584652, 0.13142961242411402, 0.13115576886823763, 0.13365054385106787, 0.13395597490339814, 0.13399712586963256]","[1.0226808435436756, 0.9673721062052276]",sample ranges overlap
resident/calico/striped/k2/h0/u64/point,1.584086970958102,1.3356317539458076,0.8431555706426765,"[1.5847533568502505, 1.584733950248896, 1.5815484304031515, 1.583439991667308, 1.5863977726031686, 1.5787449397899984]","[1.3345992488667922, 1.3350732374019942, 1.336190270489621, 1.3393956461040046, 1.3363497670317872, 1.3348378138635006]","[0.8424589106533054, 0.8439535278028798]",separated faster
resident/calico/striped/k2/h0/u64/get16,3.4830003106205254,3.448187716093112,0.9900049981559688,"[3.458834388952913, 3.4659287413769166, 3.463505819904993, 3.5000718798641346, 3.5058780737595274, 3.505520923287202]","[3.457845640635235, 3.4538055725168393, 3.4487198231882785, 3.4476556089979455, 3.4427789805240394, 3.441527958208027]","[0.9971992980833451, 0.9821019631215528]",separated faster
resident/predecessor/local/k3/h0/u64/point,1.5851060043815712,1.584049442653852,0.9993334441199525,"[1.5833008557197499, 1.5833045132219328, 1.5862435989941817, 1.5853003442397886, 1.584911664523354, 1.585493854713563]","[1.5855611971174148, 1.5841204217941598, 1.5827393251317665, 1.583555848711738, 1.5839784635135443, 1.5868643608304993]","[1.0005153200571422, 0.9991661638559234]",sample ranges overlap
resident/predecessor/local/k3/h0/u64/get16,6.523218309753979,6.502187576696994,0.9967760188210262,"[6.50318467302517, 6.627684513567477, 6.4959296569063305, 6.52458288562548, 6.521853733882478, 6.5289281379336535]","[6.501907509632514, 6.494777464927931, 6.498992911479989, 6.502467643761475, 6.515186442128284, 6.508534593519364]","[0.9993554294155956, 0.9975403343957094]",sample ranges overlap
resident/predecessor/striped/k3/h0/u64/point,3.1228278077293887,2.967678916688948,0.9503178207083888,"[3.131638917749554, 3.076940137701891, 2.897930202723817, 3.19443678568942, 3.1473663449679283, 3.1140166977092236]","[3.110908432416543, 3.048148884192616, 2.9929928795781446, 2.9423649537997516, 2.8879001496401306, 2.8593329710909887]","[0.9906428944923256, 0.9175608534600246]",sample ranges overlap
resident/predecessor/striped/k3/h0/u64/get16,6.733071898114859,6.731150095760157,0.9997145727264193,"[6.755323803026835, 6.722449919789198, 6.728649497843893, 6.737494298385824, 6.743824378685065, 6.718067255854939]","[6.739280040048179, 6.729121245155041, 6.700614575601963, 6.733178946365271, 6.725453856476194, 6.733997027734184]","[1.0000701102518863, 0.9993595019410129]",sample ranges overlap
bulk/series/avx2/local/k3/h0/u64/decode,0.1311344156484774,0.13130822627944877,1.0013254387119648,"[0.1309677470947735, 0.13143031282614714, 0.13183560194384222, 0.13101378301830083, 0.13097040903232948, 0.13125504827865397]","[0.13126535788991261, 0.13114774672398571, 0.13144535950435599, 0.1313089667703364, 0.13130748578856116, 0.13155688623725517]","[0.9987449247233191, 1.00225307402958]",sample ranges overlap
resident/series/avx2/local/k3/h0/u64/point,1.5773879411292073,1.582467021748268,1.0032199311828291,"[1.5683622015195182, 1.5735264788350178, 1.578426759225752, 1.5763491230326627, 1.5837212674391108, 1.5847455055650657]","[1.580606346328069, 1.5839709791853647, 1.5821496811795912, 1.580189459394954, 1.5829085944052412, 1.5827843623169446]","[1.0054801761905892, 0.9994084153939026]",sample ranges overlap
resident/series/avx2/local/k3/h0/u64/get16,3.455082528483724,3.4233041533152053,0.9908024265971833,"[3.4526736854821714, 3.4273737886584503, 3.446217169705377, 3.464874919520016, 3.4979301954477, 3.4574913714852764]","[3.423907597235851, 3.4111064101025144, 3.434724139595805, 3.4406449969491444, 3.421739079416792, 3.42270070939456]","[0.993526359085654, 0.987828071400829]",sample ranges overlap
bulk/series/avx512/local/k3/h0/u64/decode,0.13880117358122437,0.1388395581497835,1.000276543544761,"[0.13877972401027439, 0.1390175528779724, 0.13873610738551237, 0.13903701818065467, 0.1387020358352915, 0.13882262315217436]","[0.13897914271865125, 0.1387238110521556, 0.13894770435863107, 0.13879579340741777, 0.1388833228921492, 0.13865198645164983]","[1.001210409874747, 0.999806733627795]",sample ranges overlap
resident/series/avx512/local/k3/h0/u64/point,1.5762742041565312,1.5813148153626306,1.003197800987168,"[1.5725992889455507, 1.5712990353842742, 1.5740598982145235, 1.5784885100985389, 1.5813626592201702, 1.58416936344804]","[1.5813094530943328, 1.580685348891207, 1.580343218802945, 1.5825749551960362, 1.5813201776309287, 1.5839971761313913]","[1.0051418438266484, 1.000766614772897]",sample ranges overlap
resident/series/avx512/local/k3/h0/u64/get16,7.390848130592694,3.5516558034080443,0.48054779920409846,"[7.373668543286314, 7.379288923122852, 7.361721242641397, 7.416363504691451, 7.402407338062537, 7.415478747456444]","[3.547188568329854, 3.5552364558765954, 3.560660765383894, 3.548075150939493, 3.5300493445834245, 3.5581778086592344]","[0.48215300633680086, 0.4784687909943111]",separated faster
bulk/series/avx2/striped/k3/h0/u64/decode,0.14213934669859307,0.1452222067117927,1.021688998048773,"[0.1421943866069221, 0.1421255272972432, 0.14218521730746222, 0.1418484139981164, 0.14194362877434602, 0.14215316609994297]","[0.14239520613122625, 0.142503030383634, 0.14252686428984188, 0.14791754913374355, 0.14801651888309741, 0.1479644573124395]","[1.002235204771566, 1.0424170397085244]",separated slower
resident/series/avx2/striped/k3/h0/u64/point,2.2422221424921003,2.286601433252539,1.0197925486147923,"[2.4975670150645657, 2.2783148360622993, 2.1807853363180567, 2.4701012612594564, 2.206129448921901, 2.135385733271023]","[2.463684272151626, 2.258183927840344, 2.151226963408471, 2.490157469261786, 2.3150189386647337, 2.2022117568920185]","[0.9911641236306268, 1.0493577064555504]",sample ranges overlap
resident/series/avx2/striped/k3/h0/u64/get16,5.47176489005814,5.453221958322333,0.9966111607299687,"[5.487043065119996, 5.4542709935147835, 5.43403564175631, 5.507383827707418, 5.47830700185755, 5.465222778258731]","[5.457347105557579, 5.4286908785194345, 5.422281920067783, 5.475940059665965, 5.474516344019174, 5.449096811087085]","[0.9953100762639473, 0.9993080603483723]",sample ranges overlap
bulk/series/avx512/striped/k3/h0/u64/decode,0.1337602980745662,0.1338727120380407,1.0008404135239877,"[0.13349215933627426, 0.13392961128779554, 0.13390596798183302, 0.13371549210323383, 0.1337080469686281, 0.13380510404589857]","[0.13363510919818658, 0.13364543272764484, 0.13394562220588271, 0.13399261560270556, 0.13405935515706965, 0.1337998018701987]","[0.998054341728641, 1.0020724861054826]",sample ranges overlap
resident/series/avx512/striped/k3/h0/u64/point,2.210185106908768,2.182967068948739,0.9876851771940056,"[2.435735864638314, 2.22091243134096, 2.1603869490060097, 2.3946898351535806, 2.199457782476576, 2.1391366603711033]","[2.275167173984198, 2.109382573513595, 2.0445253335971008, 2.453503742870751, 2.2277374130444243, 2.138196724853053]","[0.9497819651718439, 1.012857546434015]",sample ranges overlap
resident/series/avx512/striped/k3/h0/u64/get16,7.711998009943651,5.566732509098759,0.7218275344367514,"[7.715738371578831, 7.7020073221446586, 7.708510242154133, 7.713730099436507, 7.723888338755996, 7.7102659204507935]","[5.589779199443971, 5.555594435311761, 5.536624102747158, 5.6172768166464255, 5.577870582885756, 5.555476057725532]","[0.7207092240639299, 0.7231093791177919]",separated faster
bulk/calico/local/k3/h0/u64/decode,0.13381694622683676,0.1359000405993813,1.0155667457020983,"[0.13330222291257815, 0.134233858369236, 0.13354108062393089, 0.13407633571531843, 0.13383703877222508, 0.13379685368144845]","[0.1337932551856501, 0.13370949034106555, 0.13404316591096618, 0.1378788149827187, 0.13789205753140293, 0.1377569152877964]","[1.001888366939529, 1.0301992351861]",sample ranges overlap
resident/calico/local/k3/h0/u64/point,1.5852751977641923,1.5854540927881149,1.0001128479296055,"[1.5859544675018378, 1.586081742576759, 1.5834084392967973, 1.5847120563260215, 1.585838339202363, 1.584074384231406]","[1.5859134211263823, 1.588656110508605, 1.5852786521990017, 1.5856295333772281, 1.583986240664896, 1.5845575487138368]","[0.9999741188184803, 0.9999025011442502]",sample ranges overlap
resident/calico/local/k3/h0/u64/get16,2.8755328674270633,2.8923759972858374,1.0058573943110047,"[2.8712265181060026, 2.8564539637965747, 2.87398542004911, 2.883094595187931, 2.877080314805016, 2.881484416161733]","[2.8852576267663324, 2.8934797444437192, 2.902327458778373, 2.895036903391131, 2.891272250127955, 2.889293411601725]","[1.0077504251919476, 1.003396802672721]",separated slower
bulk/calico/striped/k3/h0/u64/decode,0.13047338220616567,0.1337555256740124,1.025155655600776,"[0.12882761884733995, 0.12885057626735674, 0.12885246133409567, 0.1322047850131255, 0.13231634668850256, 0.13209430307823564]","[0.13127741927323294, 0.13131824348289406, 0.1311335271887601, 0.13630392057802623, 0.13619280786513072, 0.13623001582294408]","[1.0188345529851621, 1.030446937373855]",sample ranges overlap
resident/calico/striped/k3/h0/u64/point,3.001292123629681,2.830876746193287,0.9432193300696441,"[3.0378210541658994, 2.9757449265150875, 2.9426715229779643, 3.0667913503227586, 3.0225455641649077, 2.9800386830944547]","[2.861945459836052, 2.7998080325505224, 2.765370084082947, 3.013216726988653, 2.9490209109521395, 2.798426684601703]","[0.9408763525405365, 0.9756745922759704]",sample ranges overlap
resident/calico/striped/k3/h0/u64/get16,6.558549213960411,6.520980973703648,0.9942718672939442,"[6.791866461484923, 6.6086936072089415, 6.508404820711882, 6.677719673332246, 6.496522971102252, 6.37123147251897]","[6.744338554896176, 6.514114950567002, 6.436341160659429, 6.753860408696379, 6.527846996840294, 6.496977328536854]","[0.9856887514744562, 1.00482166012148]",sample ranges overlap
resident/predecessor/local/k4/h0/u64/point,1.583241907613416,1.581971155842493,0.9991973735884501,"[1.5848098297633604, 1.5831939956329388, 1.5841540250031205, 1.5804015574501846, 1.5824211024552595, 1.5832898195938931]","[1.5818992422439222, 1.581417906051961, 1.58015718314532, 1.585002634907233, 1.5835117667429461, 1.5820430694410637]","[0.9982728201248272, 1.00068923770417]",sample ranges overlap
resident/predecessor/local/k4/h0/u64/get16,6.2605451983245315,6.24522281402132,0.9975525479302805,"[6.237525902724748, 6.23100005359178, 6.238752709365333, 6.2823376872837295, 6.291503493565192, 6.282409119285312]","[6.248642869725058, 6.250833738002763, 6.2326023397030905, 6.244383967112328, 6.23664663872945, 6.246061660930312]","[1.0017822718772924, 0.9939473613623384]",sample ranges overlap
resident/predecessor/striped/k4/h0/u64/point,1.5822270980148556,1.582144450623748,0.9999477651525428,"[1.5825593491437369, 1.582346110135636, 1.5808632083413383, 1.5811153143346244, 1.5853746970753588, 1.5821080858940753]","[1.5797801964260016, 1.5850422635412638, 1.5780842286451415, 1.586058307585155, 1.5822678566264514, 1.5820210446210448]","[0.9983784118447927, 1.000100985978013]",sample ranges overlap
resident/predecessor/striped/k4/h0/u64/get16,6.259985375284117,6.244095949806585,0.9974617471886967,"[6.24396029301051, 6.260959896310015, 6.253320133806025, 6.266853190041967, 6.261132178489475, 6.259010854258218]","[6.251651364539207, 6.240117624660873, 6.260049033650563, 6.241849457702601, 6.243115254851257, 6.245076644761914]","[0.9997331386797556, 0.9971224176195934]",sample ranges overlap
