input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:logical_values,counter:values_per_batch,counter:encoded_bytes
candidate1,local2_grain/predecessor64/65536,1,5,"[11168.48177622161,11113.174916441174,11146.412223460124,11151.408721948033,11058.548464109586]",11146.412223460124,"[11168.155180653575,11113.103931235451,11146.080534742425,11151.417157464772,11058.418430703858]",11146.080534742425,"[0.17041750757174087,0.16957359186464194,0.1700807529214496,0.17015699343792776,0.16874005835128153]",0.1700807529214496,,65536.0,16384.0
candidate1,local2_grain/predecessor64/8192,1,5,"[1392.6555696806001,1385.4517916732887,1393.7277331956057,1396.7039369140255,1396.2819402510818]",1393.7277331956057,"[1392.6140155713288,1385.791415060544,1393.7349833096166,1396.7101541409988,1396.4659145092132]",1393.7349833096166,"[0.17000190059577638,0.16912253316324327,0.17013277993110418,0.17049608604907537,0.1704445727845559]",0.17013277993110418,,8192.0,2048.0
candidate2,bulk/series/neon/local/k1/h0/u8/decode,1,5,"[195.93651659356922,196.97663844553938,196.31881019125575,196.05054652529614,195.83280395171258]",196.05054652529614,"[195.9374773926272,196.97858830303036,196.31329124653772,196.0951360947847,195.82724827039883]",196.0951360947847,"[0.02391803181073843,0.024044999810246506,0.023964698509674778,0.023931951480138693,0.02390537157613679]",0.023931951480138693,8192.0,,1024.0
candidate2,bulk/series/neon/local/k1/h0/u8/encode,1,5,"[154.52231226941095,155.30857109796915,153.74249322420857,153.9198743196392,153.26536847399032]",153.9198743196392,"[154.51787740850585,155.30414291252944,153.73809619244807,153.91545280992779,153.26101372133022]",153.91545280992779,"[0.018862586946949575,0.018958565807857562,0.018767394192408273,0.01878904715815908,0.018709151425047647]",0.01878904715815908,8192.0,,1024.0
candidate2,bulk/series/neon/local/k2/h0/u8/decode,1,5,"[405.6709754186346,405.1918855384982,405.21813274516296,405.3098064253987,405.15180079519325]",405.21813274516296,"[405.670905766439,405.18030588735087,405.20657631332506,405.2982035585814,405.14005281904014]",405.20657631332506,"[0.049520382741532545,0.04946190009014872,0.049465104094868526,0.04947629472966292,0.04945700693300699]",0.049465104094868526,8192.0,,2048.0
candidate2,bulk/series/neon/local/k2/h0/u8/encode,1,5,"[1317.9540674734358,1319.0783665917845,1316.8298249919756,1315.1420453472733,1315.7430572599123]",1316.8298249919756,"[1317.9692272903433,1319.0779134969764,1316.7918593899842,1315.1327568936786,1315.7057901783642]",1316.7918593899842,"[0.1608830648771284,0.16102030842184872,0.16074582824609077,0.1605398004574308,0.1606131661694229]",0.16074582824609077,8192.0,,2048.0
candidate2,bulk/series/neon/local/k3/h0/u8/decode,1,5,"[1394.1652421652423,1394.184248799631,1394.0619807542914,1394.0279321817777,1394.0122925507512]",1394.0619807542914,"[1394.1250174361235,1394.144741301793,1394.0220349413496,1393.9884446019591,1393.9731835171476]",1394.0220349413496,"[0.17018618678774927,0.17018850693354873,0.17017358163504534,0.1701694253151584,0.1701675161805116]",0.17017358163504534,8192.0,,3072.0
candidate2,bulk/series/neon/local/k3/h0/u8/encode,1,5,"[1417.1804599562734,1416.62861365294,1416.3932707101744,1416.356668556164,1416.5714430318178]",1416.5714430318178,"[1417.2712972726538,1416.7837274297399,1416.3535104007883,1416.3160377405661,1416.5313385716702]",1416.5313385716702,"[0.172995661615756,0.17292829756505615,0.1728995691784881,0.17289510114210987,0.17292131872946995]",0.17292131872946995,8192.0,,3072.0
candidate2,local2_grain/bound/256,1,5,"[42.801540661368115,42.799654112291854,42.79533571220284,42.778439910722106,42.778413623745315]",42.79533571220284,"[42.8039700672597,42.80289535780532,42.81059805303727,42.77726372150626,42.77717202260788]",42.80289535780532,"[0.16719351820846923,0.16718614887614006,0.16716928012579235,0.16710328090125826,0.16710317821775514]",0.16716928012579235,,256.0,64.0
candidate2,local2_grain/bound/65536,1,5,"[10535.07325896896,10521.136116973164,10513.53768465482,10522.59134760323,10520.670786855595]",10521.136116973164,"[10535.10114566171,10520.834639714252,10513.234700043866,10522.288664413241,10520.370214004422]",10520.834639714252,"[0.16075246061659176,0.16053979670674381,0.16042385383079255,0.1605620017639653,0.16053269633263542]",0.16053979670674381,,65536.0,16384.0
candidate2,local2_grain/bound/8192,1,5,"[1320.0828054298643,1319.7737933634999,1319.515196078432,1319.7077488687773,1319.7645927601802]",1319.7645927601802,"[1320.1117081439372,1319.736161388722,1319.5184766182945,1319.6700791909889,1319.7271116077873]",1319.7271116077873,"[0.16114292058470026,0.16110519938519285,0.16107363233379296,0.16109713731308317,0.1611040762646704]",0.1611040762646704,,8192.0,2048.0
