suite,operation,logical_values,arm,repetitions,median_ns,min_ns,max_ns,median_cycles,ratio_to_local,mean_required_lines_per_request,max_major_faults,max_minor_faults
bulk,decode,32768,fixed_planes,5,25.1196575165,24.7132282257,25.6814479828,111.60930919647217,1.027785542787623,28.0,0,0
bulk,decode,32768,local_aos7,5,24.4405632019,24.3280677795,24.5042123795,108.53999710083008,1.0,28.0,0,0
bulk,decode,32768,plain_u64,5,28.7128391266,28.5959758759,28.7489557266,127.85206985473633,1.174802679030239,32.0,0,0
bulk,decode,32768,prior_shape,5,48.5046434402,48.359618187,48.6226043701,215.11727619171143,1.9845959783950176,28.0,0,0
bulk,encode,32768,fixed_planes,5,18.7654676437,18.4808149338,19.6999082565,82.66253471374512,0.7690370287600956,28.0,0,0
bulk,encode,32768,local_aos7,5,24.4012537003,24.3450050354,24.6755008698,108.54605293273926,1.0,28.0,0,0
bulk,encode,32768,plain_u64,5,19.2578125,19.0315723419,19.5665464401,85.42938327789307,0.78921405992198,32.0,0,0
bulk,encode,32768,prior_shape,5,31.2821569443,31.2289514542,31.380604744,138.72098922729492,1.2819897423514515,28.0,0,0
bulk,sum,32768,fixed_planes,5,21.6003742218,21.5083818436,21.7942752838,95.86025142669678,2.029224894340858,28.0,0,0
bulk,sum,32768,local_aos7,5,10.6446428299,10.633646965,10.6870336533,47.288907051086426,1.0,28.0,0,0
bulk,sum,32768,plain_u64,5,14.2175216675,14.1542072296,14.2614860535,63.45495796203613,1.3356504200933874,32.0,0,0
bulk,sum,32768,prior_shape,5,51.7164907455,51.6214570999,51.746588707,229.8783082962036,4.858452422680851,28.0,0,0
capacity,dependent,1024,fixed_planes,5,6.07755661011,6.05953121185,6.10349655151,27.123685836791992,0.995988090866109,4.0,0,0
capacity,dependent,1024,local_aos7,5,6.10203742981,6.09065914154,6.15187549591,27.20372200012207,1.0,1.093740463256836,0,0
capacity,dependent,1024,plain_u64,5,5.36326313019,5.36181354523,5.38773345947,24.00669765472412,0.8789298970847179,1.0,0,0
capacity,dependent,1024,prior_shape,5,6.39898300171,6.29346847534,6.44248962402,28.377580642700195,1.0486633481547236,4.0,0,0
capacity,dependent,65536,fixed_planes,5,8.70621013641,8.68642139435,8.73852157593,38.87487983703613,1.0305608132743578,4.0,0,0
capacity,dependent,65536,local_aos7,5,8.44803142548,8.44145107269,8.73408699036,37.72581386566162,1.0,1.093852424621582,0,0
capacity,dependent,65536,plain_u64,5,7.88800430298,7.8379278183,7.90468406677,35.11223030090332,0.9337091572823807,1.0,0,0
capacity,dependent,65536,prior_shape,5,8.69263935089,8.67360401154,9.70514774323,38.72785758972168,1.0289544289184627,4.0,0,0
capacity,dependent,67108864,fixed_planes,5,180.71014595,178.680361748,181.364244461,804.873366355896,1.1386363060269755,4.0,0,0
capacity,dependent,67108864,local_aos7,5,158.707521439,157.671849251,160.482187271,704.3362102508545,1.0,1.0938589096069335,0,0
capacity,dependent,67108864,plain_u64,5,155.877221107,155.564167976,156.855769157,694.6108493804932,0.9821665645941812,1.0,0,0
capacity,dependent,67108864,prior_shape,5,182.397818565,181.341145515,189.633575439,810.8448762893677,1.149270160047868,4.0,0,0
capacity,get16,1024,fixed_planes,5,10.6157751083,10.5876693726,10.7455978394,47.36597728729248,2.3962264232112167,4.0,0,0
capacity,get16,1024,local_aos7,5,4.43020534515,4.41688251495,4.51927852631,19.750113487243652,1.0,2.499532127380371,0,0
capacity,get16,1024,plain_u64,5,3.18011760712,3.17704677582,3.18995952606,14.205787658691406,0.7178262313735542,2.0,0,0
capacity,get16,1024,prior_shape,5,20.9357290268,20.9022359848,21.0911779404,93.17774200439453,4.725679149324206,4.0,0,0
capacity,get16,65536,fixed_planes,5,12.8608894348,12.8498268127,13.0269346237,57.51680564880371,2.716527066219828,4.0,0,0
capacity,get16,65536,local_aos7,5,4.73431301117,4.70286083221,4.75219535828,21.038352012634277,1.0,2.500478172302246,0,0
capacity,get16,65536,plain_u64,5,3.38541603088,3.37064361572,3.39069843292,15.135740280151367,0.7150807356616574,2.0,0,0
capacity,get16,65536,prior_shape,5,23.0526504517,23.0094013214,23.1144390106,102.46654605865479,4.869270451132033,4.0,0,0
capacity,get16,67108864,fixed_planes,5,166.412801743,165.501564026,166.704502106,740.5464401245117,3.7310381119144087,4.0,0,0
capacity,get16,67108864,local_aos7,5,44.6022787094,44.379940033,44.865732193,198.50207042694092,1.0,2.5000648498535156,0,0
capacity,get16,67108864,plain_u64,5,34.8505439758,34.7082366943,38.6503515244,155.36283683776855,0.7813624098191019,2.0,0,0
capacity,get16,67108864,prior_shape,5,186.774675369,185.529823303,188.153270721,831.1667470932007,4.187559038987776,4.0,0,0
capacity,independent,1024,fixed_planes,5,1.80303859711,1.79404449463,1.80594730377,8.043699264526367,1.2043320007248663,4.0,0,0
capacity,independent,1024,local_aos7,5,1.49712753296,1.48962211609,1.50798034668,6.660109519958496,1.0,1.093874168395996,0,0
capacity,independent,1024,plain_u64,5,1.33613777161,1.3297290802,1.47481155396,5.950827598571777,0.8924675701930991,1.0,0,0
capacity,independent,1024,prior_shape,5,1.79987239838,1.79255771637,2.03561115265,7.980429649353027,1.2022171516820863,4.0,0,0
capacity,independent,65536,fixed_planes,5,1.9705991745,1.96607971191,1.97567272186,8.79299259185791,1.244688912553886,4.0,0,0
capacity,independent,65536,local_aos7,5,1.58320617676,1.57632160187,1.59238147736,7.059844970703125,1.0,1.093783187866211,0,0
capacity,independent,65536,plain_u64,5,1.40771102905,1.40452575684,1.41427230835,6.287363052368164,0.8891520572076421,1.0,0,0
capacity,independent,65536,prior_shape,5,2.20266628265,1.96848201752,2.29011917114,8.848875999450684,1.3912693842299888,4.0,0,0
capacity,independent,67108864,fixed_planes,5,18.1609325409,17.8862743378,18.2700624466,80.52903079986572,1.4266068049418812,4.0,0,0
capacity,independent,67108864,local_aos7,5,12.7301597595,12.5080289841,12.8380298615,56.866623878479004,1.0,1.093806266784668,0,0
capacity,independent,67108864,plain_u64,5,9.39750099182,9.24222373962,9.46717739105,41.78551387786865,0.7382076242057393,1.0,0,0
capacity,independent,67108864,prior_shape,5,18.0905714035,18.0335979462,18.6945428848,80.78952312469482,1.4210796836229604,4.0,0,0
