suite,operation,logical_values,arm,repetitions,median_ns,min_ns,max_ns,median_cycles,ratio_to_local,mean_required_lines_per_request,max_major_faults,max_minor_faults
bulk,decode,32768,fixed_planes,5,66.8920192719,66.6769542694,67.3064041138,256.312837600708,1.5782017014111107,28.0,0,0
bulk,decode,32768,local_aos7,5,42.3849620819,42.0927505493,42.4067726135,161.70842933654785,1.0,28.0,0,0
bulk,decode,32768,plain_u64,5,42.6780033112,42.5246143341,42.796005249,163.51786422729492,1.0069138018510848,32.0,0,0
bulk,decode,32768,prior_shape,5,103.132341385,101.614784241,103.440587997,379.0564155578613,2.433229530457489,28.0,0,0
bulk,encode,32768,fixed_planes,5,66.8099098206,66.7043743134,67.1549873352,256.4118366241455,1.5314923956482487,28.0,0,0
bulk,encode,32768,local_aos7,5,43.6240558624,43.5035495758,43.7734146118,167.06903457641602,1.0,28.0,0,0
bulk,encode,32768,plain_u64,5,42.6378498077,42.5787696838,42.8835353851,163.51454162597656,0.9773930682233969,32.0,0,0
bulk,encode,32768,prior_shape,5,79.8079166412,79.1761665344,81.8869380951,304.91203689575195,1.8294474244424215,28.0,0,0
bulk,sum,32768,fixed_planes,5,67.3797969818,67.1708335876,67.4582118988,258.4502487182617,3.7946067511371306,28.0,0,0
bulk,sum,32768,local_aos7,5,17.7567272186,17.6408672333,18.1208057404,65.11256217956543,1.0,28.0,0,0
bulk,sum,32768,plain_u64,5,12.8973083496,12.7984790802,13.0054664612,49.37081718444824,0.726333641938825,32.0,0,0
bulk,sum,32768,prior_shape,5,109.266397476,108.795974731,109.737504959,405.5466060638428,6.153521205278443,28.0,0,0
