series,variant,case,policy,seed,width,cohort,attempts,complete,failed,historical_omitted_keys,offered,oldest_pending_ticks,p50_ticks,p99_ticks,pending,rejections,program_executions
sweep,default,bulk_update_reports,occ,0,256,point_report,137,41,23,0,64,0,1,27,0,"{""capture_promise"": 96}",
sweep,default,bulk_update_reports,occ,0,256,regional,96,96,0,0,96,0,1,5,0,{},
sweep,default,bulk_update_reports,occ,0,256,report,267,64,32,5888,96,0,315,397,0,"{""capture_promise"": 203}",
sweep,default,bulk_update_reports,certification,0,256,bulk,6,2,1,0,3,0,318,430,0,"{""capture_promise"": 4}",
sweep,default,bulk_update_reports,certification,0,256,point_report,137,41,23,0,64,0,1,27,0,"{""capture_promise"": 96}",
sweep,default,bulk_update_reports,certification,0,256,regional,96,96,0,0,96,0,1,5,0,{},
sweep,default,bulk_update_reports,certification,0,256,report,267,64,32,5888,96,0,315,397,0,"{""capture_promise"": 203}",
sweep,default,bulk_update_reports,snapshot-wait,0,256,bulk,3,1,0,0,3,590,421,421,2,{},
sweep,default,bulk_update_reports,snapshot-wait,0,256,point_report,64,64,0,14,64,0,3,181,0,{},
sweep,default,bulk_update_reports,snapshot-wait,0,256,regional,96,96,0,0,96,0,1,6,0,{},
sweep,default,bulk_update_reports,snapshot-wait,0,256,report,96,58,0,19968,96,634,319,636,38,{},
sweep,default,bulk_update_reports,ordered-writes,0,256,bulk,3,0,0,0,3,750,,,3,{},
sweep,default,bulk_update_reports,ordered-writes,0,256,point_report,64,64,0,0,64,0,1,10,0,{},
sweep,default,bulk_update_reports,ordered-writes,0,256,regional,96,96,0,0,96,0,1,8,0,{},
sweep,default,bulk_update_reports,ordered-writes,0,256,report,96,38,0,0,96,614,510,618,58,{},
sweep,default,bulk_update_point_updates,arbitration,0,256,bulk,3,1,0,0,3,590,124,124,2,{},
sweep,default,bulk_update_point_updates,arbitration,0,256,regional,96,96,0,0,96,0,1,7,0,{},
sweep,default,bulk_update_point_updates,arbitration,0,256,report,96,14,0,0,96,728,653,693,82,{},
sweep,default,bulk_update_point_updates,arbitration,0,256,source_update,64,20,0,0,64,684,52,107,44,{},
sweep,default,bulk_update_point_updates,wound-wait,0,256,bulk,3,1,0,0,3,590,124,124,2,{},
sweep,default,bulk_update_point_updates,wound-wait,0,256,regional,96,96,0,0,96,0,0,1,0,{},
sweep,default,bulk_update_point_updates,wound-wait,0,256,report,96,35,0,0,96,624,415,620,61,{},
sweep,default,bulk_update_point_updates,wound-wait,0,256,source_update,64,43,0,0,64,615,26,601,21,{},
sweep,default,bulk_update_point_updates,wait-die,0,256,bulk,55,1,0,0,3,590,124,124,2,{},
sweep,default,bulk_update_point_updates,wait-die,0,256,regional,96,96,0,0,96,0,1,9,0,{},
sweep,default,bulk_update_point_updates,wait-die,0,256,report,1743,38,0,0,96,614,391,443,58,{},
sweep,default,bulk_update_point_updates,wait-die,0,256,source_update,849,62,0,0,64,429,256,457,2,{},
sweep,default,bulk_update_point_updates,occ,0,256,bulk,6,0,0,0,3,750,,,3,"{""capture_promise"": 2, ""source_changed"": 1}",
sweep,default,bulk_update_point_updates,occ,0,256,regional,96,96,0,0,96,0,1,5,0,{},
sweep,default,bulk_update_point_updates,occ,0,256,report,170,29,0,791,96,641,247,399,67,"{""capture_promise"": 74}",
sweep,default,bulk_update_point_updates,occ,0,256,source_update,107,51,13,0,64,0,1,17,0,"{""capture_promise"": 56}",
sweep,default,bulk_update_point_updates,certification,0,256,bulk,6,0,0,0,3,750,,,3,"{""capture_promise"": 2, ""source_changed"": 1}",
sweep,default,bulk_update_point_updates,certification,0,256,regional,96,96,0,0,96,0,1,5,0,{},
sweep,default,bulk_update_point_updates,certification,0,256,report,170,29,0,785,96,641,247,399,67,"{""capture_promise"": 74}",
sweep,default,bulk_update_point_updates,certification,0,256,source_update,107,51,13,0,64,0,1,17,0,"{""capture_promise"": 56}",
sweep,default,bulk_update_point_updates,snapshot-wait,0,256,bulk,4,0,0,0,3,750,,,3,"{""source_changed"": 1}",
sweep,default,bulk_update_point_updates,snapshot-wait,0,256,regional,96,96,0,0,96,0,1,7,0,{},
sweep,default,bulk_update_point_updates,snapshot-wait,0,256,report,96,29,0,1037,96,641,255,425,67,{},
sweep,default,bulk_update_point_updates,snapshot-wait,0,256,source_update,64,64,0,0,64,0,2,110,0,{},
sweep,default,bulk_update_point_updates,ordered-writes,0,256,bulk,3,0,0,0,3,750,,,3,{},
sweep,default,bulk_update_point_updates,ordered-writes,0,256,regional,96,96,0,0,96,0,1,14,0,{},
sweep,default,bulk_update_point_updates,ordered-writes,0,256,report,96,32,0,0,96,634,513,634,64,{},
sweep,default,bulk_update_point_updates,ordered-writes,0,256,source_update,64,0,0,0,64,729,,,64,{},
sweep,default,blind_bulk_readers,arbitration,0,256,bulk,1,1,0,0,1,0,127,127,0,{},
sweep,default,blind_bulk_readers,arbitration,0,256,regional,96,96,0,0,96,0,1,13,0,{},
sweep,default,blind_bulk_readers,arbitration,0,256,report,128,0,0,0,128,579,,,128,{},
sweep,default,blind_bulk_readers,wound-wait,0,256,bulk,1,1,0,0,1,0,127,127,0,{},
sweep,default,blind_bulk_readers,wound-wait,0,256,regional,96,96,0,0,96,0,1,13,0,{},
sweep,default,blind_bulk_readers,wound-wait,0,256,report,128,0,0,0,128,579,,,128,{},
sweep,default,blind_bulk_readers,wait-die,0,256,bulk,1,1,0,0,1,0,127,127,0,{},
sweep,default,blind_bulk_readers,wait-die,0,256,regional,96,96,0,0,96,0,1,13,0,{},
sweep,default,blind_bulk_readers,wait-die,0,256,report,265,0,0,0,128,579,,,128,{},
sweep,default,blind_bulk_readers,occ,0,256,bulk,1,1,0,0,1,0,348,348,0,{},
sweep,default,blind_bulk_readers,occ,0,256,regional,96,96,0,0,96,0,1,4,0,{},
sweep,default,blind_bulk_readers,occ,0,256,report,416,52,76,8192,128,0,272,284,0,"{""capture_promise"": 364}",
sweep,default,blind_bulk_readers,certification,0,256,bulk,1,1,0,0,1,0,348,348,0,{},
sweep,default,blind_bulk_readers,certification,0,256,regional,96,96,0,0,96,0,1,4,0,{},
sweep,default,blind_bulk_readers,certification,0,256,report,416,52,76,8192,128,0,272,284,0,"{""capture_promise"": 364}",
sweep,default,blind_bulk_readers,snapshot-wait,0,256,bulk,1,1,0,0,1,0,539,539,0,{},
sweep,default,blind_bulk_readers,snapshot-wait,0,256,regional,96,96,0,0,96,0,1,11,0,{},
sweep,default,blind_bulk_readers,snapshot-wait,0,256,report,162,31,0,8192,128,516,398,490,97,"{""read_wait_timeout"": 34}",
sweep,default,blind_bulk_readers,ordered-writes,0,256,bulk,1,0,0,0,1,600,,,1,{},
sweep,default,blind_bulk_readers,ordered-writes,0,256,regional,96,96,0,0,96,0,1,5,0,{},
sweep,default,blind_bulk_readers,ordered-writes,0,256,report,140,26,0,4864,128,526,339,520,102,"{""read_wait_timeout"": 12}",
sweep,default,wan_reports_fresh,arbitration,0,256,regional,96,96,0,0,96,0,1,15,0,{},
sweep,default,wan_reports_fresh,arbitration,0,256,report,128,0,0,0,128,689,,,128,{},
sweep,default,wan_reports_fresh,arbitration,0,256,wan,64,5,0,0,64,680,53,53,59,{},
sweep,default,wan_reports_fresh,wound-wait,0,256,regional,96,96,0,0,96,0,1,1,0,{},
sweep,default,wan_reports_fresh,wound-wait,0,256,report,128,11,0,0,128,666,378,596,117,{},
sweep,default,wan_reports_fresh,wound-wait,0,256,wan,64,9,0,0,64,664,202,623,55,{},
sweep,default,wan_reports_fresh,wait-die,0,256,regional,96,96,0,0,96,0,1,4,0,{},
sweep,default,wan_reports_fresh,wait-die,0,256,report,2161,27,0,0,128,635,314,345,101,{},
sweep,default,wan_reports_fresh,wait-die,0,256,wan,697,64,0,0,64,0,264,383,0,{},
sweep,default,wan_reports_fresh,occ,0,256,regional,96,96,0,0,96,0,0,1,0,{},
sweep,default,wan_reports_fresh,occ,0,256,report,446,5,73,0,128,539,477,515,50,"{""capture_promise"": 391}",
sweep,default,wan_reports_fresh,occ,0,256,wan,64,64,0,0,64,0,49,51,0,{},
sweep,default,wan_reports_fresh,certification,0,256,regional,96,96,0,0,96,0,0,1,0,{},
sweep,default,wan_reports_fresh,certification,0,256,report,446,5,73,0,128,539,477,515,50,"{""capture_promise"": 391}",
sweep,default,wan_reports_fresh,certification,0,256,wan,64,64,0,0,64,0,49,51,0,{},
sweep,default,wan_reports_fresh,snapshot-wait,0,256,regional,96,96,0,0,96,0,1,16,0,{},
sweep,default,wan_reports_fresh,snapshot-wait,0,256,report,128,11,0,1138,128,666,505,662,117,{},
sweep,default,wan_reports_fresh,snapshot-wait,0,256,wan,64,64,0,0,64,0,63,88,0,{},
sweep,default,wan_reports_fresh,ordered-writes,0,256,regional,96,96,0,0,96,0,1,13,0,{},
sweep,default,wan_reports_fresh,ordered-writes,0,256,report,128,13,0,1514,128,662,540,650,115,{},
sweep,default,wan_reports_fresh,ordered-writes,0,256,wan,64,64,0,0,64,0,107,149,0,{},
sweep,default,wan_reports_allow_old,arbitration,0,256,regional,96,96,0,0,96,0,1,15,0,{},
sweep,default,wan_reports_allow_old,arbitration,0,256,report,128,0,0,0,128,689,,,128,{},
sweep,default,wan_reports_allow_old,arbitration,0,256,wan,64,5,0,0,64,680,53,53,59,{},
sweep,default,wan_reports_allow_old,wound-wait,0,256,regional,96,96,0,0,96,0,1,1,0,{},
sweep,default,wan_reports_allow_old,wound-wait,0,256,report,128,11,0,0,128,666,378,596,117,{},
sweep,default,wan_reports_allow_old,wound-wait,0,256,wan,64,9,0,0,64,664,202,623,55,{},
sweep,default,wan_reports_allow_old,wait-die,0,256,regional,96,96,0,0,96,0,1,4,0,{},
sweep,default,wan_reports_allow_old,wait-die,0,256,report,2161,27,0,0,128,635,314,345,101,{},
sweep,default,wan_reports_allow_old,wait-die,0,256,wan,697,64,0,0,64,0,264,383,0,{},
sweep,default,wan_reports_allow_old,occ,0,256,regional,96,96,0,0,96,0,1,11,0,{},
sweep,default,wan_reports_allow_old,occ,0,256,report,128,12,0,1447,128,670,463,665,116,{},
sweep,default,wan_reports_allow_old,occ,0,256,wan,64,64,0,0,64,0,68,97,0,{},
sweep,default,wan_reports_allow_old,certification,0,256,regional,96,96,0,0,96,0,1,11,0,{},
sweep,default,wan_reports_allow_old,certification,0,256,report,128,12,0,1445,128,670,463,665,116,{},
sweep,default,wan_reports_allow_old,certification,0,256,wan,64,64,0,0,64,0,68,97,0,{},
sweep,default,wan_reports_allow_old,snapshot-wait,0,256,regional,96,96,0,0,96,0,1,11,0,{},
sweep,default,wan_reports_allow_old,snapshot-wait,0,256,report,128,12,0,1445,128,670,463,665,116,{},
sweep,default,wan_reports_allow_old,snapshot-wait,0,256,wan,64,64,0,0,64,0,68,97,0,{},
sweep,default,wan_reports_allow_old,ordered-writes,0,256,regional,96,96,0,0,96,0,1,11,0,{},
sweep,default,wan_reports_allow_old,ordered-writes,0,256,report,128,12,0,1372,128,666,493,660,116,{},
sweep,default,wan_reports_allow_old,ordered-writes,0,256,wan,64,64,0,0,64,0,118,165,0,{},
sweep,default,partial_claim_bridge,arbitration,0,256,bridge,3,3,0,0,3,0,87,87,0,{},
sweep,default,partial_claim_bridge,arbitration,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,partial_claim_bridge,arbitration,0,256,report,120,120,0,0,120,0,51,71,0,{},
sweep,default,partial_claim_bridge,arbitration,0,256,wan,3,3,0,0,3,0,53,53,0,{},
sweep,default,partial_claim_bridge,wound-wait,0,256,bridge,3,3,0,0,3,0,71,71,0,{},
sweep,default,partial_claim_bridge,wound-wait,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,partial_claim_bridge,wound-wait,0,256,report,120,120,0,0,120,0,27,47,0,{},
sweep,default,partial_claim_bridge,wound-wait,0,256,wan,3,3,0,0,3,0,53,53,0,{},
sweep,default,partial_claim_bridge,wait-die,0,256,bridge,3,3,0,0,3,0,71,71,0,{},
sweep,default,partial_claim_bridge,wait-die,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,partial_claim_bridge,wait-die,0,256,report,324,120,0,0,120,0,26,46,0,{},
sweep,default,partial_claim_bridge,wait-die,0,256,wan,3,3,0,0,3,0,53,53,0,{},
sweep,default,partial_claim_bridge,occ,0,256,bridge,6,3,0,0,3,0,107,108,0,"{""output_promise"": 3}",
sweep,default,partial_claim_bridge,occ,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,partial_claim_bridge,occ,0,256,report,300,90,30,0,120,0,1,16,0,"{""capture_promise"": 210}",
sweep,default,partial_claim_bridge,occ,0,256,wan,3,3,0,0,3,0,51,51,0,{},
sweep,default,partial_claim_bridge,certification,0,256,bridge,6,3,0,0,3,0,107,108,0,"{""output_promise"": 3}",
sweep,default,partial_claim_bridge,certification,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,partial_claim_bridge,certification,0,256,report,300,90,30,0,120,0,1,16,0,"{""capture_promise"": 210}",
sweep,default,partial_claim_bridge,certification,0,256,wan,3,3,0,0,3,0,51,51,0,{},
sweep,default,partial_claim_bridge,snapshot-wait,0,256,bridge,6,3,0,0,3,0,109,109,0,"{""output_promise"": 3}",
sweep,default,partial_claim_bridge,snapshot-wait,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,partial_claim_bridge,snapshot-wait,0,256,report,120,120,0,0,120,0,8,28,0,{},
sweep,default,partial_claim_bridge,snapshot-wait,0,256,wan,3,3,0,0,3,0,52,52,0,{},
sweep,default,partial_claim_bridge,ordered-writes,0,256,bridge,3,3,0,0,3,0,116,120,0,{},
sweep,default,partial_claim_bridge,ordered-writes,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,partial_claim_bridge,ordered-writes,0,256,report,120,120,0,0,120,0,0,1,0,{},
sweep,default,partial_claim_bridge,ordered-writes,0,256,wan,3,3,0,0,3,0,80,80,0,{},
sweep,default,max_unchanged_loser_updates,arbitration,0,256,bulk,3,3,0,0,3,0,114,114,0,{},
sweep,default,max_unchanged_loser_updates,arbitration,0,256,regional,96,96,0,0,96,0,1,1,0,{},
sweep,default,max_unchanged_loser_updates,arbitration,0,256,report,64,64,0,0,64,0,31,107,0,{},
sweep,default,max_unchanged_loser_updates,arbitration,0,256,source_update,96,96,0,0,96,0,40,110,0,{},
sweep,default,max_unchanged_loser_updates,wound-wait,0,256,bulk,3,3,0,0,3,0,114,114,0,{},
sweep,default,max_unchanged_loser_updates,wound-wait,0,256,regional,96,96,0,0,96,0,1,1,0,{},
sweep,default,max_unchanged_loser_updates,wound-wait,0,256,report,64,64,0,0,64,0,28,100,0,{},
sweep,default,max_unchanged_loser_updates,wound-wait,0,256,source_update,96,96,0,0,96,0,33,100,0,{},
sweep,default,max_unchanged_loser_updates,wait-die,0,256,bulk,3,3,0,0,3,0,114,114,0,{},
sweep,default,max_unchanged_loser_updates,wait-die,0,256,regional,96,96,0,0,96,0,1,1,0,{},
sweep,default,max_unchanged_loser_updates,wait-die,0,256,report,185,64,0,0,64,0,28,99,0,{},
sweep,default,max_unchanged_loser_updates,wait-die,0,256,source_update,306,96,0,0,96,0,32,99,0,{},
sweep,default,max_unchanged_loser_updates,occ,0,256,bulk,9,3,0,0,3,0,373,495,0,"{""source_changed"": 6}",
sweep,default,max_unchanged_loser_updates,occ,0,256,regional,96,96,0,0,96,0,1,1,0,{},
sweep,default,max_unchanged_loser_updates,occ,0,256,report,67,64,0,0,64,0,1,6,0,"{""capture_promise"": 3}",
sweep,default,max_unchanged_loser_updates,occ,0,256,source_update,96,96,0,0,96,0,1,1,0,{},
sweep,default,max_unchanged_loser_updates,certification,0,256,bulk,8,3,0,0,3,0,361,483,0,"{""source_changed"": 5}",
sweep,default,max_unchanged_loser_updates,certification,0,256,regional,96,96,0,0,96,0,1,1,0,{},
sweep,default,max_unchanged_loser_updates,certification,0,256,report,67,64,0,0,64,0,1,6,0,"{""capture_promise"": 3}",
sweep,default,max_unchanged_loser_updates,certification,0,256,source_update,96,96,0,0,96,0,1,1,0,{},
sweep,default,max_unchanged_loser_updates,snapshot-wait,0,256,bulk,8,3,0,0,3,0,361,483,0,"{""source_changed"": 5}",
sweep,default,max_unchanged_loser_updates,snapshot-wait,0,256,regional,96,96,0,0,96,0,1,1,0,{},
sweep,default,max_unchanged_loser_updates,snapshot-wait,0,256,report,64,64,0,0,64,0,1,7,0,{},
sweep,default,max_unchanged_loser_updates,snapshot-wait,0,256,source_update,96,96,0,0,96,0,1,1,0,{},
sweep,default,max_unchanged_loser_updates,ordered-writes,0,256,bulk,6,2,0,0,3,370,461,481,1,"{""source_changed"": 3}",
sweep,default,max_unchanged_loser_updates,ordered-writes,0,256,regional,96,96,0,0,96,0,1,1,0,{},
sweep,default,max_unchanged_loser_updates,ordered-writes,0,256,report,64,64,0,0,64,0,1,7,0,{},
sweep,default,max_unchanged_loser_updates,ordered-writes,0,256,source_update,96,96,0,0,96,0,1,1,0,{},
sweep,default,wan_compute_reports,arbitration,0,256,regional,96,96,0,0,96,0,1,12,0,{},
sweep,default,wan_compute_reports,arbitration,0,256,report,128,0,0,0,128,789,,,128,{},
sweep,default,wan_compute_reports,arbitration,0,256,wan,64,4,0,0,64,784,104,104,60,{},
sweep,default,wan_compute_reports,wound-wait,0,256,regional,96,96,0,0,96,0,1,1,0,{},
sweep,default,wan_compute_reports,wound-wait,0,256,report,128,7,0,0,128,776,460,623,121,{},
sweep,default,wan_compute_reports,wound-wait,0,256,wan,64,7,0,0,64,772,224,714,57,{},
sweep,default,wan_compute_reports,wait-die,0,256,regional,96,96,0,0,96,0,1,16,0,{},
sweep,default,wan_compute_reports,wait-die,0,256,report,2964,62,0,0,128,664,639,707,66,{},
sweep,default,wan_compute_reports,wait-die,0,256,wan,1682,4,0,0,64,784,104,120,60,{},
sweep,default,wan_compute_reports,occ,0,256,regional,96,96,0,0,96,0,1,7,0,{},
sweep,default,wan_compute_reports,occ,0,256,report,431,27,101,2243,128,0,242,254,0,"{""capture_promise"": 404}",
sweep,default,wan_compute_reports,occ,0,256,wan,64,64,0,0,64,0,112,116,0,{},
sweep,default,wan_compute_reports,certification,0,256,regional,96,96,0,0,96,0,1,7,0,{},
sweep,default,wan_compute_reports,certification,0,256,report,431,27,101,2243,128,0,242,254,0,"{""capture_promise"": 404}",
sweep,default,wan_compute_reports,certification,0,256,wan,64,64,0,0,64,0,112,116,0,{},
sweep,default,wan_compute_reports,snapshot-wait,0,256,regional,96,96,0,0,96,0,1,7,0,{},
sweep,default,wan_compute_reports,snapshot-wait,0,256,report,128,27,0,2734,128,735,339,461,101,{},
sweep,default,wan_compute_reports,snapshot-wait,0,256,wan,64,64,0,0,64,0,118,137,0,{},
sweep,default,wan_compute_reports,ordered-writes,0,256,regional,96,96,0,0,96,0,1,7,0,{},
sweep,default,wan_compute_reports,ordered-writes,0,256,report,128,32,0,3414,128,726,422,581,96,{},
sweep,default,wan_compute_reports,ordered-writes,0,256,wan,64,64,0,0,64,0,147,177,0,{},
sweep,default,ordinary_distributed_cold,arbitration,0,256,distributed,128,128,0,0,128,0,23,26,0,{},
sweep,default,ordinary_distributed_cold,arbitration,0,256,regional,128,128,0,0,128,0,0,1,0,{},
sweep,default,ordinary_distributed_cold,wound-wait,0,256,distributed,128,128,0,0,128,0,23,26,0,{},
sweep,default,ordinary_distributed_cold,wound-wait,0,256,regional,128,128,0,0,128,0,0,1,0,{},
sweep,default,ordinary_distributed_cold,wait-die,0,256,distributed,128,128,0,0,128,0,23,26,0,{},
sweep,default,ordinary_distributed_cold,wait-die,0,256,regional,128,128,0,0,128,0,0,1,0,{},
sweep,default,ordinary_distributed_cold,occ,0,256,distributed,128,128,0,0,128,0,52,60,0,{},
sweep,default,ordinary_distributed_cold,occ,0,256,regional,128,128,0,0,128,0,0,1,0,{},
sweep,default,ordinary_distributed_cold,certification,0,256,distributed,128,128,0,0,128,0,42,48,0,{},
sweep,default,ordinary_distributed_cold,certification,0,256,regional,128,128,0,0,128,0,0,1,0,{},
sweep,default,ordinary_distributed_cold,snapshot-wait,0,256,distributed,128,128,0,0,128,0,42,48,0,{},
sweep,default,ordinary_distributed_cold,snapshot-wait,0,256,regional,128,128,0,0,128,0,0,1,0,{},
sweep,default,ordinary_distributed_cold,ordered-writes,0,256,distributed,128,128,0,0,128,0,54,60,0,{},
sweep,default,ordinary_distributed_cold,ordered-writes,0,256,regional,128,128,0,0,128,0,0,1,0,{},
sweep,default,ordinary_distributed_hot,arbitration,0,256,distributed,128,28,0,0,128,1144,547,1115,100,{},
sweep,default,ordinary_distributed_hot,arbitration,0,256,regional,128,128,0,0,128,0,0,1,0,{},
sweep,default,ordinary_distributed_hot,wound-wait,0,256,distributed,161,32,0,0,128,1134,565,1115,96,{},
sweep,default,ordinary_distributed_hot,wound-wait,0,256,regional,128,128,0,0,128,0,0,1,0,{},
sweep,default,ordinary_distributed_hot,wait-die,0,256,distributed,8658,34,0,0,128,1130,556,1111,94,{},
sweep,default,ordinary_distributed_hot,wait-die,0,256,regional,128,128,0,0,128,0,0,1,0,{},
sweep,default,ordinary_distributed_hot,occ,0,256,distributed,498,9,119,0,128,0,79,172,0,"{""capture_promise"": 285, ""output_promise"": 204}",
sweep,default,ordinary_distributed_hot,occ,0,256,regional,128,128,0,0,128,0,0,1,0,{},
sweep,default,ordinary_distributed_hot,certification,0,256,distributed,500,8,120,0,128,0,77,157,0,"{""capture_promise"": 258, ""output_promise"": 234}",
sweep,default,ordinary_distributed_hot,certification,0,256,regional,128,128,0,0,128,0,0,1,0,{},
sweep,default,ordinary_distributed_hot,snapshot-wait,0,256,distributed,495,9,119,0,128,0,63,220,0,"{""output_promise"": 482, ""source_changed"": 4}",
sweep,default,ordinary_distributed_hot,snapshot-wait,0,256,regional,128,128,0,0,128,0,0,1,0,{},
sweep,default,ordinary_distributed_hot,ordered-writes,0,256,distributed,128,23,0,0,128,1153,588,1124,105,{},
sweep,default,ordinary_distributed_hot,ordered-writes,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,broad_read_writers_outside,arbitration,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,broad_read_writers_outside,arbitration,0,256,report,1,1,0,0,1,0,133,133,0,{},
sweep,default,broad_read_writers_outside,arbitration,0,256,unrelated,64,64,0,0,64,0,1,1,0,{},
sweep,default,broad_read_writers_outside,wound-wait,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,broad_read_writers_outside,wound-wait,0,256,report,1,1,0,0,1,0,133,133,0,{},
sweep,default,broad_read_writers_outside,wound-wait,0,256,unrelated,64,64,0,0,64,0,1,1,0,{},
sweep,default,broad_read_writers_outside,wait-die,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,broad_read_writers_outside,wait-die,0,256,report,1,1,0,0,1,0,133,133,0,{},
sweep,default,broad_read_writers_outside,wait-die,0,256,unrelated,64,64,0,0,64,0,1,1,0,{},
sweep,default,broad_read_writers_outside,occ,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,broad_read_writers_outside,occ,0,256,report,1,1,0,0,1,0,135,135,0,{},
sweep,default,broad_read_writers_outside,occ,0,256,unrelated,64,64,0,0,64,0,1,1,0,{},
sweep,default,broad_read_writers_outside,certification,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,broad_read_writers_outside,certification,0,256,report,1,1,0,0,1,0,135,135,0,{},
sweep,default,broad_read_writers_outside,certification,0,256,unrelated,64,64,0,0,64,0,1,1,0,{},
sweep,default,broad_read_writers_outside,snapshot-wait,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,broad_read_writers_outside,snapshot-wait,0,256,report,1,1,0,0,1,0,135,135,0,{},
sweep,default,broad_read_writers_outside,snapshot-wait,0,256,unrelated,64,64,0,0,64,0,1,1,0,{},
sweep,default,broad_read_writers_outside,ordered-writes,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,broad_read_writers_outside,ordered-writes,0,256,report,1,1,0,0,1,0,135,135,0,{},
sweep,default,broad_read_writers_outside,ordered-writes,0,256,unrelated,64,64,0,0,64,0,1,1,0,{},
sweep,default,broad_read_writers_inside,arbitration,0,256,regional,128,128,0,0,128,0,37,104,0,{},
sweep,default,broad_read_writers_inside,arbitration,0,256,report,1,1,0,0,1,0,135,135,0,{},
sweep,default,broad_read_writers_inside,arbitration,0,256,unrelated,64,64,0,0,64,0,1,1,0,{},
sweep,default,broad_read_writers_inside,wound-wait,0,256,regional,128,128,0,0,128,0,33,97,0,{},
sweep,default,broad_read_writers_inside,wound-wait,0,256,report,1,1,0,0,1,0,135,135,0,{},
sweep,default,broad_read_writers_inside,wound-wait,0,256,unrelated,64,64,0,0,64,0,1,1,0,{},
sweep,default,broad_read_writers_inside,wait-die,0,256,regional,391,128,0,0,128,0,32,95,0,{},
sweep,default,broad_read_writers_inside,wait-die,0,256,report,1,1,0,0,1,0,135,135,0,{},
sweep,default,broad_read_writers_inside,wait-die,0,256,unrelated,64,64,0,0,64,0,1,1,0,{},
sweep,default,broad_read_writers_inside,occ,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,broad_read_writers_inside,occ,0,256,report,1,1,0,104,1,0,135,135,0,{},
sweep,default,broad_read_writers_inside,occ,0,256,unrelated,64,64,0,0,64,0,1,1,0,{},
sweep,default,broad_read_writers_inside,certification,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,broad_read_writers_inside,certification,0,256,report,1,1,0,104,1,0,135,135,0,{},
sweep,default,broad_read_writers_inside,certification,0,256,unrelated,64,64,0,0,64,0,1,1,0,{},
sweep,default,broad_read_writers_inside,snapshot-wait,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,broad_read_writers_inside,snapshot-wait,0,256,report,1,1,0,104,1,0,135,135,0,{},
sweep,default,broad_read_writers_inside,snapshot-wait,0,256,unrelated,64,64,0,0,64,0,1,1,0,{},
sweep,default,broad_read_writers_inside,ordered-writes,0,256,regional,128,128,0,0,128,0,1,1,0,{},
sweep,default,broad_read_writers_inside,ordered-writes,0,256,report,1,1,0,104,1,0,135,135,0,{},
sweep,default,broad_read_writers_inside,ordered-writes,0,256,unrelated,64,64,0,0,64,0,1,1,0,{},
sweep,default,rare_wan_saturated_local,arbitration,0,256,regional,2000,2000,0,0,2000,0,1,1,0,{},
sweep,default,rare_wan_saturated_local,arbitration,0,256,wan,2,2,0,0,2,0,406,606,0,{},
sweep,default,rare_wan_saturated_local,wound-wait,0,256,regional,2000,2000,0,0,2000,0,1,1,0,{},
sweep,default,rare_wan_saturated_local,wound-wait,0,256,wan,2,2,0,0,2,0,406,606,0,{},
sweep,default,rare_wan_saturated_local,wait-die,0,256,regional,2000,2000,0,0,2000,0,1,1,0,{},
sweep,default,rare_wan_saturated_local,wait-die,0,256,wan,2,2,0,0,2,0,406,606,0,{},
sweep,default,rare_wan_saturated_local,occ,0,256,regional,2000,2000,0,0,2000,0,1,1,0,{},
sweep,default,rare_wan_saturated_local,occ,0,256,wan,2,2,0,0,2,0,407,605,0,{},
sweep,default,rare_wan_saturated_local,certification,0,256,regional,2000,2000,0,0,2000,0,1,1,0,{},
sweep,default,rare_wan_saturated_local,certification,0,256,wan,2,2,0,0,2,0,407,605,0,{},
sweep,default,rare_wan_saturated_local,snapshot-wait,0,256,regional,2000,2000,0,0,2000,0,1,1,0,{},
sweep,default,rare_wan_saturated_local,snapshot-wait,0,256,wan,2,2,0,0,2,0,407,605,0,{},
sweep,default,rare_wan_saturated_local,ordered-writes,0,256,regional,2000,2000,0,0,2000,0,1,1,0,{},
sweep,default,rare_wan_saturated_local,ordered-writes,0,256,wan,2,2,0,0,2,0,609,808,0,{},
