series,variant,case,policy,seed,width,time_ticks,input_sha256,trace_sha256,logical_state_sha256,serial_check,changes,counts.admission_key_ticks,counts.commits,counts.compute_units,counts.fence_key_ticks,counts.network_messages,counts.peak_admission_keys,counts.peak_fence_keys,counts.peak_read_keys,counts.peak_write_keys,counts.protocol_units,counts.read_key_ticks,counts.service_units,counts.write_key_ticks,arbitration.granted,arbitration.requests,retained_versions_no_gc,certification.attempts,certification.capture_calls,certification.captured_rows,certification.captured_scopes,certification.commit_decisions,certification.duplicate_installed_keys,certification.installed_keys,certification.positions_chosen,certification.promise_calls,certification.promised_groups,certification.promised_keys,certification.promotions,certification.renew_calls,certification.renewed_scopes,write_admission.granted_groups,write_admission.granted_keys,write_admission.released_keys,write_admission.releases,write_admission.requests,counts.promotions,counts.renewal_scopes,counts.discarded_compute_units,counts.probe_units,counts.protection_retries,counts.yielded_chains,arbitration.blocked,arbitration.claims,arbitration.collected,arbitration.deferred,arbitration.edges,arbitration.max_component,arbitration.obsolete,arbitration.released,arbitration.reports,arbitration.scope_keys,arbitration.solver_nodes,arbitration.verdicts,arbitration.handoff_waits,arbitration.deferred_pending,arbitration.dies,arbitration.max_participants,counts.aborts,certification.abort_decisions,certification.rejected_capture_promise,certification.rejected_output_promise,certification.rejected_source_changed,certification.rejections,certification.released_keys,counts.capture_wait_probes,certification.capture_waits,counts.admission_wait_probes,write_admission.blocked_by_holder,write_admission.blocked_by_older_waiter,write_admission.blocked_requests,write_admission.queued_groups,arbitration.wounds,certification.rejected_renew_promise,horizon,counts.execution_passes_started,counts.private_execution_delay_ticks,counts.program_executions,counts.discarded_private_delay_ticks,counts.discovery_compute_units,counts.discovery_passes_discarded,counts.refresh_executions,certification.read_positions_registered,counts.final_value_groups_staged,counts.final_values_staged,counts.fixed_passes_started,counts.fixed_program_executions,certification.fixed_positions_chosen,certification.position_groups_published,certification.position_groups_reserved,certification.unused_outputs_resolved,counts.local_shortcuts_demoted,cap,window_ticks,original_input_sha256,group_manifest_sha256,original_serial_sha256,original_serial_check,original_requests,execution_groups,multi_member_groups,max_group_size,committed_original_requests,grouping_scope
sweep,default,ordinary_hot_local,occ,0,16,65,d6f074828697588abd41d2b21c6c910f7ab2e6502da3c31eca4b2359b4e975d3,18141a497d7fdce69c12c301cc9ac1a8a6fad1f5f2b97e3112bfdbd9e5b62757,6119ef6bde6d2b31b0390d196fa843f94afaff258e7d9d1bfb5b200d9a23f833,True,{},0,264,792,0,,0,0,0,0,,0,792,0,,,281,264,264,264,264,264,0,264,264,264,264,264,264,264,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,ordinary_hot_local,certification,0,16,65,d6f074828697588abd41d2b21c6c910f7ab2e6502da3c31eca4b2359b4e975d3,33592bf270baff95b32b13d29904ef25387b57323e063e9b3bde3f4e6bd5076d,6119ef6bde6d2b31b0390d196fa843f94afaff258e7d9d1bfb5b200d9a23f833,True,{},0,264,792,0,,0,0,0,0,,0,792,0,,,281,264,264,264,264,264,0,264,264,264,264,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,ordinary_hot_local,snapshot-wait,0,16,65,d6f074828697588abd41d2b21c6c910f7ab2e6502da3c31eca4b2359b4e975d3,33592bf270baff95b32b13d29904ef25387b57323e063e9b3bde3f4e6bd5076d,6119ef6bde6d2b31b0390d196fa843f94afaff258e7d9d1bfb5b200d9a23f833,True,{},0,264,792,0,,0,0,0,0,,0,792,0,,,281,264,264,264,264,264,0,264,264,264,264,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,ordinary_hot_local,ordered-writes,0,16,65,d6f074828697588abd41d2b21c6c910f7ab2e6502da3c31eca4b2359b4e975d3,33592bf270baff95b32b13d29904ef25387b57323e063e9b3bde3f4e6bd5076d,6119ef6bde6d2b31b0390d196fa843f94afaff258e7d9d1bfb5b200d9a23f833,True,{},0,264,792,0,,0,0,0,0,,0,792,0,,,281,264,264,264,264,264,0,264,264,264,264,264,,,,264,264,264,264,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,disjoint_wan,arbitration,0,16,178,21442678f0507ffb76cec2e41d7cdbfefc7d3431cdf0af8aec08dddadc466440,31b0af12752d1547a8438053fee2987f4afcebd16571f8b78f6adb61bc468a0b,a82f48287164349b98d38ab37817996cc172bb9f04559c8e9ca123ed557400b7,True,{},0,208,640,0,128,0,0,49,49,352,4624,992,4624,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,disjoint_wan,wound-wait,0,16,178,21442678f0507ffb76cec2e41d7cdbfefc7d3431cdf0af8aec08dddadc466440,31b0af12752d1547a8438053fee2987f4afcebd16571f8b78f6adb61bc468a0b,a82f48287164349b98d38ab37817996cc172bb9f04559c8e9ca123ed557400b7,True,{},0,208,640,0,128,0,0,49,49,352,4624,992,4624,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,disjoint_wan,wait-die,0,16,178,21442678f0507ffb76cec2e41d7cdbfefc7d3431cdf0af8aec08dddadc466440,31b0af12752d1547a8438053fee2987f4afcebd16571f8b78f6adb61bc468a0b,a82f48287164349b98d38ab37817996cc172bb9f04559c8e9ca123ed557400b7,True,{},0,208,640,0,128,0,0,49,49,352,4624,992,4624,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,disjoint_wan,occ,0,16,208,21442678f0507ffb76cec2e41d7cdbfefc7d3431cdf0af8aec08dddadc466440,ce3a3a574f55527f987aeb30f67e125b4b8b05b1ceec6de4ab834a8b899aa3b6,a82f48287164349b98d38ab37817996cc172bb9f04559c8e9ca123ed557400b7,True,{},0,208,640,0,320,0,0,0,16,800,0,1440,1388,,,272,208,240,240,240,208,0,192,208,192,192,192,160,192,192,,,,,,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,disjoint_wan,certification,0,16,198,21442678f0507ffb76cec2e41d7cdbfefc7d3431cdf0af8aec08dddadc466440,91577f2a6b0445630e41fcf908b3bbddf7147aa54733640c313624c01aa984f0,a82f48287164349b98d38ab37817996cc172bb9f04559c8e9ca123ed557400b7,True,{},0,208,640,0,256,0,0,0,9,672,0,1312,689,,,272,208,240,240,240,208,0,192,208,192,192,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,disjoint_wan,snapshot-wait,0,16,198,21442678f0507ffb76cec2e41d7cdbfefc7d3431cdf0af8aec08dddadc466440,91577f2a6b0445630e41fcf908b3bbddf7147aa54733640c313624c01aa984f0,a82f48287164349b98d38ab37817996cc172bb9f04559c8e9ca123ed557400b7,True,{},0,208,640,0,256,0,0,0,9,672,0,1312,689,,,272,208,240,240,240,208,0,192,208,192,192,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,disjoint_wan,ordered-writes,0,16,211,21442678f0507ffb76cec2e41d7cdbfefc7d3431cdf0af8aec08dddadc466440,b53a849d9d59c10eef58179960d07b1bb2d0f8945767c5ffed0f6eec3b9a7316,a82f48287164349b98d38ab37817996cc172bb9f04559c8e9ca123ed557400b7,True,{},6791,208,640,0,320,64,0,0,9,864,0,1504,701,,,272,208,240,240,240,208,0,192,208,192,192,192,,,,192,192,192,240,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,narrow_conflicting_wan,arbitration,0,16,600,180592b887ac5abafdf012d99fb15614a9bbc4c57204ef81a6720d018ef03d8e,1478bfb72387710cfc7e26c7d5af4d7bc43e107f8f6e4f38d55b14e770ae41de,4dffc2e7cebc8eaaf127a8391d80da6867007d31a9ea2f9c7272c058329c3893,True,{},0,193,596,945,37,0,2,2,2,2561,977,10977,977,212,10501,,,,,,,,,,,,,,,,,,,,,,,0,7820,10289,11,10289,4738,74,46,163432,96,9,64,120,120,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,narrow_conflicting_wan,wound-wait,0,16,600,180592b887ac5abafdf012d99fb15614a9bbc4c57204ef81a6720d018ef03d8e,c0cee1c904a8c35b89487a0bf219ff58e7e4550eef31d2c1d80ce01dc00bbc91,91e611dad00e237d14b2b19c3978d001ed7ea0953992d37ac9ca1bef9bd2352e,True,{},0,164,511,0,30,0,0,2,2,2503,1050,13534,1050,173,13115,,,,,,,,,,,,,,,,,,,,,,,,10520,12942,,12942,,,,,,,,,,,,12807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,narrow_conflicting_wan,wait-die,0,16,600,180592b887ac5abafdf012d99fb15614a9bbc4c57204ef81a6720d018ef03d8e,f9f9fd41309efb7a2d56cff0845572ee7032d5e5965fe1120bd9310417d5c6ad,91e611dad00e237d14b2b19c3978d001ed7ea0953992d37ac9ca1bef9bd2352e,True,{},0,164,511,0,30,0,0,2,2,2022,1137,11485,1137,173,11066,,,,,,,,,,,,,,,,,,,,,,,0,8952,10893,3404,10893,11085,3954,,3954,,531,,7131,,,3404,10729,3168,3404,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,narrow_conflicting_wan,occ,0,16,532,180592b887ac5abafdf012d99fb15614a9bbc4c57204ef81a6720d018ef03d8e,e8590d7fdf3197376e8e47e8a2f1b9168b093c526bfdb03f6cf2b133577d4316,f8ddc1cc0aa6cdc5bfd671edc389ad4225af62cc56ad13daf763fae75a412e17,True,{},0,216,869,0,606,0,0,0,2,1555,0,2509,427,,,237,391,448,316,316,216,0,219,227,305,241,241,227,241,227,,,,,,14,28,215,85,,,,,,,,,,,,,,,,,,,175,175,132,64,14,210,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep,default,narrow_conflicting_wan,certification,0,16,532,180592b887ac5abafdf012d99fb15614a9bbc4c57204ef81a6720d018ef03d8e,14ae80849a0b7e39378caf3e7dbf208291637873b87d868cd0170053c0bf5b54,f8ddc1cc0aa6cdc5bfd671edc389ad4225af62cc56ad13daf763fae75a412e17,True,{},0,216,869,0,606,0,0,0,2,1555,0,2509,427,,,237,391,448,316,316,216,0,219,227,305,241,241,14,28,14,,,,,,14,28,215,85,,,,,,,,,,,,,,,,,,,175,175,132,64,14,210,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
