input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:body_bytes_per_block,counter:population_per_block,counter:blocks_per_call,counter:output_body_bytes
neoverse-v2,codec/population64/native_pair_exact_materialized,1,5,"[169.50733856968145,169.49700751458897,169.4917752176184,169.54475374211916,169.47547133162436]",169.49700751458897,"[169.50152355674095,169.49110752210274,169.5600985741058,169.53969140236387,169.46968059848626]",169.50152355674095,,,31.1484375,64.0,2.0,
neoverse-v2,codec/population64/native_pair_materialized,1,5,"[165.4134683977842,165.90281542779502,165.24497075189794,165.54878251770646,165.86251010604676]",165.54878251770646,"[165.4079160114512,166.0016526393827,165.2393470271858,165.54307556621586,165.9350715727819]",165.54307556621586,,,31.1484375,64.0,2.0,
neoverse-v2,codec/population64/prepare_checked,1,5,"[34.831671446302906,34.805973341823034,34.85976724461873,34.8397673938504,34.81063441884649]",34.831671446302906,"[34.83045270208128,34.8047943921115,34.877103267846564,34.83861083017256,34.80947039285551]",34.83045270208128,,,31.1484375,64.0,1.0,
neoverse-v2,codec/population64/spike_decode_padded,1,5,"[84.05698116830989,83.96688550955773,84.02212633676793,84.02147220855797,84.03104408464881]",84.02212633676793,"[84.09572476242431,83.96435901218348,84.01922776748131,84.01865765903955,84.0687134673189]",84.01922776748131,,,31.1484375,64.0,1.0,
neoverse-v2,codec/population64/spike_encode_wide,1,5,"[25.888139249219602,25.89052753091518,25.91085659950005,25.942810735613577,25.895799880125168]",25.895799880125168,"[25.887353021657084,25.88972650391273,25.928780737005443,26.066085660042308,25.895052501628957]",25.895052501628957,,,31.1484375,64.0,1.0,
neoverse-v2,codec/population64/spike_pair_materialized,1,5,"[166.89972101672862,167.0233201392403,166.90441842719915,166.85664552435014,167.09913443656157]",166.90441842719915,"[166.89397443576837,167.12697315095494,166.9304687889863,166.85116123809843,167.47534455350447]",166.9304687889863,,,31.1484375,64.0,2.0,
neoverse-v2,codec/population8/decode_exact,1,5,"[88.10079730955403,88.13990704352949,88.06082476823852,88.0643704655349,88.14719367190953]",88.10079730955403,"[88.14072576499726,88.1370415164262,88.05788996542236,88.17343057219679,88.18896110610707]",88.14072576499726,,,7.04296875,8.0,1.0,
neoverse-v2,codec/population8/decode_padded,1,5,"[84.99519841486938,85.00968218368821,84.99810367776881,85.03926359487015,84.99774507837569]",84.99810367776881,"[84.9922749166541,85.00666143805233,85.02883382425301,85.088379555525,84.99487628189185]",85.00666143805233,,,7.04296875,8.0,1.0,
neoverse-v2,codec/population8/encode_bound_exact,1,5,"[29.758985160201316,29.8304093067557,29.835529646490677,29.853951761572198,29.830973249055276]",29.830973249055276,"[29.773660476197712,29.829512126127778,29.834574789831052,29.87070981945347,29.83007393216827]",29.83007393216827,,,7.04296875,8.0,1.0,
neoverse-v2,codec/population8/encode_checked_exact,1,5,"[32.12634678875913,32.11863244716928,32.05853742709692,32.095095997883085,32.16068745758176]",32.11863244716928,"[32.14073784387678,32.11762242747988,32.06435136766958,32.093998551347276,32.1725776213404]",32.11762242747988,,,7.04296875,8.0,1.0,
neoverse-v2,codec/population8/encode_staged_exact,1,5,"[44.264344197514184,44.27279423386866,44.27200391995516,44.26870989156969,44.30626876995563]",44.27200391995516,"[44.26282363310309,44.341497802826865,44.29422122426346,44.267189328427705,44.304773496161815]",44.29422122426346,,,7.04296875,8.0,1.0,
neoverse-v2,codec/population8/native_encode_admitted_exact,1,5,"[26.777090635809795,26.761840291125143,26.749760488317506,26.756788076621906,26.759449954964932]",26.759449954964932,"[26.788489670774123,26.7609568226298,26.748850248258794,26.76740499395531,26.75868695993993]",26.7609568226298,,,7.04296875,8.0,1.0,
neoverse-v2,codec/population8/native_encode_checked_exact,1,5,"[29.45975578159723,29.463482039603875,29.48283583189804,29.45974314307457,29.471503289176084]",29.463482039603875,"[29.45870257089614,29.462553108185688,29.49522158432765,29.45885423348983,29.470536442053344]",29.462553108185688,,,7.04296875,8.0,1.0,
neoverse-v2,codec/population8/native_encode_wide,1,5,"[25.122932125591504,25.111467679022873,25.102916035139653,25.108472269112422,25.116415133643805]",25.111467679022873,"[25.134008677419857,25.11067393071572,25.145306113476952,25.10769468356242,25.12692061794328]",25.12692061794328,,,7.04296875,8.0,1.0,
neoverse-v2,codec/population8/native_pair_exact_materialized,1,5,"[169.5573762538278,169.5392797797294,169.34721700001342,169.3982679782079,169.5133722269987]",169.5133722269987,"[169.6313025356132,169.53371256935512,169.3415770122475,169.39271289322986,169.57960871531193]",169.53371256935512,,,7.04296875,8.0,2.0,
neoverse-v2,codec/population8/native_pair_materialized,1,5,"[166.05153838916,165.83663436205995,165.8872906473465,165.8369754422224,165.7408261196828]",165.8369754422224,"[166.0453989448146,165.8617919688318,165.96575084805698,165.83229441158926,165.73554526001445]",165.8617919688318,,,7.04296875,8.0,2.0,
neoverse-v2,codec/population8/prepare_checked,1,5,"[33.11759071564915,33.11730383963354,33.10278222317105,33.05741787877658,33.058762165559486]",33.10278222317105,"[33.116388682022325,33.11612314346643,33.11800561863407,33.05645530243169,33.05766682135172]",33.11612314346643,,,7.04296875,8.0,1.0,
neoverse-v2,codec/population8/spike_decode_padded,1,5,"[84.00684972625145,84.01178441072288,83.99945370281593,84.00467654403649,83.99162544424073]",84.00467654403649,"[84.00420228633679,84.0487525228129,83.99672822031708,84.00185500967183,83.98891797223918]",84.00185500967183,,,7.04296875,8.0,1.0,
neoverse-v2,codec/population8/spike_encode_wide,1,5,"[25.89561562252127,25.929990135799283,25.923415238334496,25.967392513591022,25.9039167550486]",25.923415238334496,"[25.894758994383597,25.987057872543225,25.941256091440525,25.98599172253765,25.90314727286807]",25.941256091440525,,,7.04296875,8.0,1.0,
neoverse-v2,codec/population8/spike_pair_materialized,1,5,"[166.9337492395618,167.03973375639572,166.98939558407562,166.9460713561532,167.13574606658196]",166.98939558407562,"[166.92819057308395,167.36588216710499,167.03873176531664,166.99682702448786,167.1761001003545]",167.03873176531664,,,7.04296875,8.0,2.0,
neoverse-v2,codec/random/decode_exact,1,5,"[87.80982629961711,87.74622185991117,87.77753809493959,87.91431617232062,87.24096695303231]",87.77753809493959,"[87.84811563514322,87.74358813680111,87.77465981106482,87.95149558009952,87.23848372619982]",87.77465981106482,,,39.25,127.85546875,1.0,
neoverse-v2,codec/random/decode_padded,1,5,"[84.97504433593313,85.07213395525126,85.03795277312146,85.02192502975988,84.98430629448714]",85.02192502975988,"[84.97135777401543,85.22801423525515,85.07805553504038,85.03216480715486,84.9814517886893]",85.03216480715486,,,39.25,127.85546875,1.0,
neoverse-v2,codec/random/encode_bound_exact,1,5,"[30.41000607348918,30.37788599193095,30.49668561016879,30.42297080386974,30.390184807600455]",30.41000607348918,"[30.42335690409489,30.376998828540753,30.603008546012788,30.44226280869452,30.40004988909737]",30.42335690409489,,,39.25,127.85546875,1.0,
neoverse-v2,codec/random/encode_checked_exact,1,5,"[33.554712157213956,33.53823098200937,33.623234460726565,33.54425433876691,33.5601673636139]",33.554712157213956,"[33.57394982457102,33.53719820018763,33.62216556789258,33.55671753584148,33.567842208225855]",33.567842208225855,,,39.25,127.85546875,1.0,
neoverse-v2,codec/random/encode_staged_exact,1,5,"[45.77412292901305,45.83225291320753,45.75442012362931,45.776492108733684,45.769538369912595]",45.77412292901305,"[45.7725881987315,45.85566656102837,45.75298683508538,45.774937743328096,45.76788910656211]",45.7725881987315,,,39.25,127.85546875,1.0,
neoverse-v2,codec/random/native_encode_admitted_exact,1,5,"[27.434962566193985,27.43556731900139,27.439710268427845,27.448243566156663,27.435526085855297]",27.43556731900139,"[27.434106487220348,27.434693568720974,27.43877565075208,27.45975939460007,27.4347230215495]",27.4347230215495,,,39.25,127.85546875,1.0,
neoverse-v2,codec/random/native_encode_checked_exact,1,5,"[34.59131912279735,34.62421917183913,34.60876112726563,34.6377873769624,34.57819427450489]",34.60876112726563,"[34.59018720009443,34.63920413769097,34.607745616850586,34.73131585274661,34.57733480647796]",34.607745616850586,,,39.25,127.85546875,1.0,
neoverse-v2,codec/random/native_encode_wide,1,5,"[25.125001121867093,25.10979937426742,25.109605515637035,25.113805785962157,25.116404927599195]",25.113805785962157,"[25.14285047615581,25.109025735313406,25.11529742079588,25.11297470728151,25.11572283237277]",25.11529742079588,,,39.25,127.85546875,1.0,
neoverse-v2,codec/random/native_pair_exact_materialized,1,5,"[169.89357876192014,169.87422392321153,169.69150112387038,169.88975153392838,169.72169370026035]",169.87422392321153,"[169.97370755189854,169.86833121165472,169.68563271047893,169.95896968779593,169.87721280506145]",169.87721280506145,,,39.25,127.85546875,2.0,
neoverse-v2,codec/random/native_pair_materialized,1,5,"[165.7215281228551,165.91073330020564,165.7627718227215,165.9332954733679,165.97167601334385]",165.91073330020564,"[165.71583729676976,165.9837557105781,165.75717565055734,165.9274153481056,165.96668323002737]",165.9274153481056,,,39.25,127.85546875,2.0,
neoverse-v2,codec/random/prepare_checked,1,5,"[34.25249051349689,34.263214919548645,34.314145430299945,34.28668359692898,34.29447135419222]",34.28668359692898,"[34.25132860040301,34.273728514664576,34.330095992023814,34.28550452453037,34.29317952253251]",34.28550452453037,,,39.25,127.85546875,1.0,
neoverse-v2,codec/random/spike_decode_padded,1,5,"[84.02704877184738,84.04718674760295,84.01501041722977,84.02247359667588,84.06820733589132]",84.02704877184738,"[84.02413074607989,84.08400430131664,84.01262075973432,84.01969967135767,84.1149317628212]",84.02413074607989,,,39.25,127.85546875,1.0,
neoverse-v2,codec/random/spike_encode_wide,1,5,"[25.900818502498552,25.902813266012387,25.935781604012544,25.896430022768154,25.895769431316122]",25.900818502498552,"[25.899886994488757,25.90211370732714,25.99507154265689,25.895717474217903,25.89485833485897]",25.899886994488757,,,39.25,127.85546875,1.0,
neoverse-v2,codec/random/spike_pair_materialized,1,5,"[166.87183349472014,166.97372353524906,166.93666391708229,166.87782280720626,166.86264031847296]",166.87782280720626,"[166.86613109923184,167.0547525959486,166.93182225681994,166.87245513667202,166.85686619481558]",166.87245513667202,,,39.25,127.85546875,2.0,
neoverse-v2,codec/runs/decode_exact,1,5,"[83.04246838187625,83.08890499414916,83.08576248834089,83.19825112720237,83.04341291575801]",83.08576248834089,"[83.03962883967081,83.08621990566283,83.0831308615875,83.2318563342835,83.04126840948862]",83.0831308615875,,,2.9453125,124.875,1.0,
neoverse-v2,codec/runs/decode_padded,1,5,"[80.26825309427922,80.29635110178057,80.28275233146336,80.24816178579276,80.27373045642732]",80.27373045642732,"[80.26560331326353,80.33277125803545,80.28025167131968,80.24570127409095,80.27119538541658]",80.27119538541658,,,2.9453125,124.875,1.0,
neoverse-v2,codec/runs/encode_bound_exact,1,5,"[27.933527954635466,27.924609923685562,27.93993885236164,27.917996934614703,27.9387903332306]",27.933527954635466,"[27.932709585203035,27.923689507069096,27.951203943788126,27.91717456296927,27.993929256015058]",27.932709585203035,,,2.9453125,124.875,1.0,
neoverse-v2,codec/runs/encode_checked_exact,1,5,"[29.722963079453468,29.696585492327323,29.726452605562624,29.71184632484063,29.71967969465578]",29.71967969465578,"[29.722006753167125,29.69558453860743,29.73935875222482,29.71091337578436,29.71874037043334]",29.71874037043334,,,2.9453125,124.875,1.0,
neoverse-v2,codec/runs/encode_staged_exact,1,5,"[42.63688833659197,42.68413710763092,42.79467054086503,42.78891102136263,42.703666477830254]",42.703666477830254,"[42.66601487657975,42.68293403593984,43.30766067814113,42.931214708582395,42.716534785644406]",42.716534785644406,,,2.9453125,124.875,1.0,
neoverse-v2,codec/runs/native_encode_admitted_exact,1,5,"[25.126427933117267,25.121347846840173,25.129919931667406,25.109895670711328,25.118559272458423]",25.121347846840173,"[25.12563478643514,25.126903461806947,25.141461830130293,25.10915276910411,25.117749975882486]",25.12563478643514,,,2.9453125,124.875,1.0,
neoverse-v2,codec/runs/native_encode_checked_exact,1,5,"[27.533605068537973,27.524635442728957,27.508831722491347,27.530269778290513,27.532990413749268]",27.530269778290513,"[27.547738189424766,27.52393213577326,27.507907770370956,27.534714205837,27.543766572867177]",27.534714205837,,,2.9453125,124.875,1.0,
neoverse-v2,codec/runs/native_encode_wide,1,5,"[25.103246732220217,25.116136158393356,25.116942084830953,25.10749043861795,25.106103453610622]",25.10749043861795,"[25.102394033060158,25.11526726922402,25.127206853240335,25.10674747474991,25.105283135956647]",25.10674747474991,,,2.9453125,124.875,1.0,
neoverse-v2,codec/runs/native_pair_exact_materialized,1,5,"[169.6424079175061,169.49751358993967,169.59354508446697,169.4217512127359,169.46716476122882]",169.49751358993967,"[169.63737415954117,169.4918704156581,169.5877312691853,169.4860200343991,169.4621797523848]",169.4918704156581,,,2.9453125,124.875,2.0,
neoverse-v2,codec/runs/native_pair_materialized,1,5,"[165.65076743964855,165.6742301843764,165.96483558259297,165.7326078692248,165.59861480707224]",165.6742301843764,"[165.6448750255259,165.75323132599405,165.9601192750778,165.72697681377585,165.5926748744624]",165.72697681377585,,,2.9453125,124.875,2.0,
neoverse-v2,codec/runs/prepare_checked,1,5,"[31.780415024714717,31.742830459443162,31.75952483998069,31.73717910753749,31.764791234823893]",31.75952483998069,"[31.795617411066456,31.741935263697755,31.75847930503718,31.73617001902507,31.777301199588454]",31.75847930503718,,,2.9453125,124.875,1.0,
neoverse-v2,codec/runs/spike_decode_padded,1,5,"[84.06337237574378,84.14090688054888,84.01734395543059,84.09676954571927,84.00136278223727]",84.06337237574378,"[84.10029957365542,84.53457684537118,84.01504463528015,84.36048291651399,83.99872726968142]",84.10029957365542,,,2.9453125,124.875,1.0,
neoverse-v2,codec/runs/spike_encode_wide,1,5,"[25.930140798195353,25.901683476781994,25.92395603176486,25.916284702640976,25.895450637428294]",25.916284702640976,"[25.94136027939073,25.90078858080818,25.92802743801642,25.929791345180686,25.894579777993883]",25.92802743801642,,,2.9453125,124.875,1.0,
neoverse-v2,codec/runs/spike_pair_materialized,1,5,"[166.91483949556005,166.93834193178643,166.8970813031402,166.91702493550937,166.83599646508304]",166.91483949556005,"[166.9098356739511,167.01531001976733,166.89304480577434,166.91128069263624,166.83009696743733]",166.9098356739511,,,2.9453125,124.875,2.0,
neoverse-v2,codec/terminal/decode_exact,1,5,"[2.6419903858841773,2.6392981087607605,2.640656990377411,2.6412482681244303,2.641349079847545]",2.6412482681244303,"[2.643145944962028,2.63921806346641,2.640565051571302,2.642238073167382,2.6412673354415923]",2.6412673354415923,,,0.0,128.0,1.0,
neoverse-v2,codec/terminal/decode_padded,1,5,"[2.7775398257585717,2.781832921033642,2.7827670686091133,2.7818398922842507,2.7804269193845146]",2.781832921033642,"[2.777444020872876,2.781737713654745,2.7839711030871945,2.7817544446603106,2.7803299194317943]",2.781737713654745,,,0.0,128.0,1.0,
neoverse-v2,codec/terminal/encode_bound_exact,1,5,"[1.775835379210143,1.7760762079009087,1.776055951282104,1.7763179118776913,1.7772278341948538]",1.7760762079009087,"[1.7757744843140268,1.7794475594838446,1.7768597139221842,1.7762636440915212,1.7771699402490153]",1.7768597139221842,,,0.0,128.0,1.0,
neoverse-v2,codec/terminal/encode_checked_exact,1,5,"[1.7403193456342199,1.7386155920973032,1.7415657804732563,1.7434186296866159,1.74292268906407]",1.7415657804732563,"[1.7402626667024081,1.7385597909256627,1.7423121366177023,1.7439567033093726,1.746910653570708]",1.7423121366177023,,,0.0,128.0,1.0,
neoverse-v2,codec/terminal/encode_staged_exact,1,5,"[12.998327047368685,12.987773504519883,12.978059226240793,12.980380912725924,12.992325794513034]",12.987773504519883,"[13.008342457176862,12.992046969020048,12.977665153261812,12.97994873312215,12.996419881138175]",12.992046969020048,,,0.0,128.0,1.0,
neoverse-v2,codec/terminal/native_encode_admitted_exact,1,5,"[0.7199739545465721,0.7196141052086988,0.720434742884795,0.7189696603924882,0.7189311069446287]",0.7196141052086988,"[0.7199471884584376,0.7195902216278415,0.7207531562847443,0.7191055497111614,0.7189061939002207]",0.7195902216278415,,,0.0,128.0,1.0,
neoverse-v2,codec/terminal/native_encode_checked_exact,1,5,"[1.3392439853487514,1.3346326914452704,1.3342488704731212,1.3371260955964208,1.33642538362764]",1.33642538362764,"[1.3398105508977196,1.3345935455206295,1.3342055235016634,1.337081411957584,1.3371517791297616]",1.337081411957584,,,0.0,128.0,1.0,
neoverse-v2,codec/terminal/native_encode_wide,1,5,"[25.11900176392235,25.124295331005357,25.125792865113866,25.100169192555157,25.105165772705796]",25.11900176392235,"[25.118119802618097,25.16120990604953,25.139033082264962,25.09943482509753,25.104323409867128]",25.118119802618097,,,0.0,128.0,1.0,
neoverse-v2,codec/terminal/native_pair_exact_materialized,1,5,"[167.34739400615413,167.29497479615037,167.1124534537057,167.07502484464445,167.47695733904905]",167.29497479615037,"[167.41552221707113,167.40255510880206,167.1066463919918,167.0694572506633,167.54429531000093]",167.40255510880206,,,0.0,128.0,2.0,
neoverse-v2,codec/terminal/native_pair_materialized,1,5,"[165.927539484721,165.9079890848567,165.9113439570994,165.51155895243093,165.5987501919575]",165.9079890848567,"[165.92158576293565,165.90222437594912,165.97910293071845,165.50616044282327,165.59313905373926]",165.90222437594912,,,0.0,128.0,2.0,
neoverse-v2,codec/terminal/prepare_checked,1,5,"[8.717415798570746,8.696603914607413,8.701214244561541,8.711604615312847,8.702702854206718]",8.702702854206718,"[8.721136700029144,8.69631615838633,8.700917768504818,8.714847791363251,8.702443748826592]",8.702443748826592,,,0.0,128.0,1.0,
neoverse-v2,codec/terminal/spike_decode_padded,1,5,"[84.05976316058499,83.99494205312891,84.00927390496291,84.04217160934103,84.0171525142382]",84.0171525142382,"[84.10505012862718,83.99242811675428,84.00641114447706,84.0708172688952,84.01481900244261]",84.01481900244261,,,0.0,128.0,1.0,
neoverse-v2,codec/terminal/spike_encode_wide,1,5,"[25.914986077594225,25.90664377204358,25.89321514757744,25.912647113421418,25.893183590124174]",25.90664377204358,"[25.926222387529233,25.912387228242842,25.892411360626447,25.92176907381944,25.89238537156632]",25.912387228242842,,,0.0,128.0,1.0,
neoverse-v2,codec/terminal/spike_pair_materialized,1,5,"[166.94519075765686,166.8460206579476,166.99724162636622,166.85805719744675,166.9160666308411]",166.9160666308411,"[166.93953071944833,166.84030091063102,167.08987999506004,166.85280315310803,166.91041853200105]",166.91041853200105,,,0.0,128.0,2.0,
neoverse-v2,pair_mutation/random/native_admitted,1,5,"[243.63867995319697,243.64660302612828,243.53702378665898,243.6456955375897,243.46510532107618]",243.63867995319697,"[243.63192614665613,243.63866250397317,243.52937994049338,243.63834836871564,243.4577232463144]",243.63192614665613,,,,,2.0,62.0625
neoverse-v2,pair_mutation/random/native_checked,1,5,"[255.58895090097457,255.46841030135099,255.55728824689314,255.39824542198895,255.47643539796817]",255.47643539796817,"[255.64434230104106,255.4598562739117,255.67421755479174,255.39140584942896,255.46799080892288]",255.46799080892288,,,,,2.0,62.0625
neoverse-v2,pair_mutation/random/ordinary,1,5,"[244.28519773614846,244.38221422582916,244.18184041363415,244.42689700948074,244.5779939910628]",244.38221422582916,"[244.27735466972484,244.48274175399794,244.17387507032467,244.97842719340377,244.68854807040032]",244.48274175399794,,,,,2.0,62.0625
neoverse-v2,pair_mutation/runs/native_admitted,1,5,"[240.84642820222192,240.78202212344254,240.9160722285578,240.872187187703,241.04802026256462]",240.872187187703,"[240.83817499143265,240.77388952146129,241.0183672776256,240.86510562035775,241.07438230536903]",240.86510562035775,,,,,2.0,39.75
neoverse-v2,pair_mutation/runs/native_checked,1,5,"[251.91258835588022,252.00469432902617,251.83339628410957,251.96133023979823,252.1271066026606]",251.96133023979823,"[251.90393712017436,252.13915717697583,251.82670551413892,251.95284087553992,252.2180614736349]",251.95284087553992,,,,,2.0,39.75
neoverse-v2,pair_mutation/runs/ordinary,1,5,"[241.6974569545357,243.2590145267959,241.18432766295098,241.1756495634627,241.27742313927726]",241.27742313927726,"[242.55144750489544,249.03573029978455,241.2280114520399,241.41023429063185,241.27043580541687]",241.41023429063185,,,,,2.0,39.75
neoverse-v2,pair_mutation/terminal/native_admitted,1,5,"[205.2581810174006,205.23803861112611,205.25972252810428,205.1928356456206,205.31471775672216]",205.2581810174006,"[205.2513690094559,205.23127064530425,205.34359539070007,205.18681641627975,205.78953240639171]",205.2513690094559,,,,,2.0,38.5
neoverse-v2,pair_mutation/terminal/native_checked,1,5,"[210.52421138136873,210.57362696874173,210.50084991799645,210.54638446380577,210.75209470942696]",210.54638446380577,"[210.51694571303372,210.66198835778894,210.49457707139018,210.53947981685096,210.8787701009221]",210.53947981685096,,,,,2.0,38.5
neoverse-v2,pair_mutation/terminal/ordinary,1,5,"[210.00465617654146,209.85877262587363,209.76906262634674,209.94623688111298,209.77017052680733]",209.85877262587363,"[210.0915664820026,209.85166110710114,209.7619960175176,210.02317608338618,209.76329854906183]",209.85166110710114,,,,,2.0,38.5
