input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:values_per_item,counter:logical_values,counter:encoded_bytes,counter:query_bytes,counter:io_bytes_per_value,counter:bulk_input_output_bytes
small,resident/series/neon/local/k7/h0/u64/get16,1,5,"[1970.7668272617116,1970.228862029162,1970.1923336996624,1971.1155861718978,1970.4343814273914]",1970.4343814273914,"[1970.7206491415645,1970.1836559314972,1970.1464936747798,1971.219113628324,1970.4130110164078]",1970.4130110164078,"[7.698307918991061,7.696206492301413,7.696063803514306,7.699670258483976,7.6970093024507475]",7.6970093024507475,16.0,4608.0,4032.0,65536.0,8.0,0.0
small,resident/series/neon/local/k7/h0/u64/raw-dense/get16,1,5,"[1806.7775930213722,1786.8440158094384,1783.5379184200613,1785.9291260025059,1786.2741970555887]",1786.2741970555887,"[1806.8694439823416,1786.8033153830447,1783.5172100639609,1785.9048106318878,1786.2326524345165]",1786.2326524345165,"[7.057724972739736,6.9798594367556195,6.966944993828365,6.976285648447289,6.9776335822483935]",6.9776335822483935,16.0,4608.0,4032.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k1/h0/u64/admitted-region/get16,1,5,"[1018.2240649695877,1018.4743144324214,1018.4805928839328,1014.6057613168739,1025.0826978404148]",1018.4743144324214,"[1018.2002622091896,1018.5703266687042,1019.4199715940916,1014.5817400487936,1025.0588295276686]",1018.5703266687042,"[3.977437753787452,3.978415290751646,3.9784398159528624,3.963303755144039,4.00422928843912]",3.978415290751646,16.0,32768.0,4096.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k1/h0/u64/get16,1,5,"[1258.8713551690357,1258.992274592398,1259.4884799738568,1260.7185355314268,1258.4833962743758]",1258.992274592398,"[1260.3169141945395,1258.962843603328,1259.4735012164927,1260.6893496493728,1258.4541831583686]",1259.4735012164927,"[4.917466231129046,4.9179385726265545,4.919876874897878,4.924681779419635,4.915950766696781]",4.9179385726265545,16.0,32768.0,4096.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k1/h0/u64/raw-dense/get16,1,5,"[1085.4306976450227,1096.3039507674791,1098.1687272382583,1095.5575946217084,1088.3957798440517]",1095.5575946217084,"[1085.4223789926698,1096.2926380320785,1098.143257783453,1095.5872826526765,1089.387247892512]",1095.5872826526765,"[4.239963662675869,4.282437307685466,4.289721590774446,4.2795218539910485,4.251546015015827]",4.2795218539910485,16.0,32768.0,4096.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k10/h0/u64/admitted-region/get16,1,5,"[2086.8760119239205,2088.1119326651137,2088.5036093169792,2086.9897565537453,2085.14124557961]",2086.9897565537453,"[2086.969021246628,2088.14611158231,2088.4700587427305,2086.972674401899,2085.1088932406715]",2086.972674401899,"[8.151859421577814,8.1566872369731,8.15821722389445,8.15230373653807,8.145082990545353]",8.15230373653807,16.0,3072.0,3840.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k10/h0/u64/get16,1,5,"[2140.23595643127,2140.876055562369,2140.4084261412504,2140.117978215542,2140.4735956432132]",2140.4084261412504,"[2140.2107147232005,2140.87386794729,2140.358569942776,2140.0680608242806,2140.4239995110106]",2140.358569942776,"[8.360296704809647,8.362797092040504,8.36097041461426,8.35983585240446,8.361224982981302]",8.36097041461426,16.0,3072.0,3840.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k10/h0/u64/raw-dense/get16,1,5,"[1935.024760110814,2008.9113058433466,1985.9563626932863,2012.1754227918932,2009.0046408145784]",2008.9113058433466,"[1935.0237500506944,2008.861526282625,1986.1165663427792,2012.212358215791,2008.9580961744527]",2008.861526282625,"[7.558690469182867,7.8473097884505725,7.75764204177065,7.860060245280834,7.847674378181947]",7.8473097884505725,16.0,3072.0,3840.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k12/h0/u64/admitted-region/get16,1,5,"[1502.6289608323432,1495.6790919644313,1491.9888430284655,1491.8321724923494,1493.736790059774]",1493.736790059774,"[1502.6116771999164,1495.7732598130938,1491.9651962684825,1491.832548691185,1493.7143041400884]",1493.7143041400884,"[5.869644378251341,5.842496452986059,5.828081418079942,5.827469423798239,5.834909336170992]",5.834909336170992,16.0,2560.0,3840.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k12/h0/u64/get16,1,5,"[1853.6088688333348,1853.099976180378,1853.2752090832125,1853.2827254922383,1853.402948337915]",1853.2827254922383,"[1853.6047401021951,1853.0832495239006,1853.2457521700528,1853.253996400486,1853.3601524450355]",1853.253996400486,"[7.240659643880213,7.238671781954601,7.239356285481299,7.239385646454056,7.2398552669449785]",7.239385646454056,16.0,2560.0,3840.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k12/h0/u64/raw-dense/get16,1,5,"[1486.5674355006406,1484.6523393610714,1484.2870089673715,1486.0322761866616,1482.1893006295836]",1484.6523393610714,"[1486.5519174914648,1484.6164168663963,1484.252400839683,1486.0888681605188,1482.190625595739]",1484.6164168663963,"[5.8069040449243765,5.799423200629185,5.797996128778794,5.804813578854146,5.789801955584311]",5.799423200629185,16.0,2560.0,3840.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k14/h0/u64/admitted-region/get16,1,5,"[2293.526858687143,2278.81757513845,2276.9447996308218,2273.323721328688,2272.251548905957]",2276.9447996308218,"[2293.473454389608,2278.764006063212,2277.0356742687477,2273.308199314572,2272.2283647509475]",2277.0356742687477,"[8.95908929174665,8.90163115288457,8.894315623557898,8.880170786440189,8.875982612913893]",8.894315623557898,16.0,2304.0,4032.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k14/h0/u64/get16,1,5,"[2937.1618351877864,2927.637206257944,2916.524037750925,2910.964972657924,2910.3574520194416]",2916.524037750925,"[2937.3341426861807,2927.56926292703,2916.4826341241705,2910.8975993914737,2910.289825391241]",2916.4826341241705,"[11.473288418702293,11.436082836945092,11.392672022464552,11.370956924445016,11.368583796950942]",11.392672022464552,16.0,2304.0,4032.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k14/h0/u64/raw-dense/get16,1,5,"[2051.193079860027,2014.801654470222,2008.2054883868861,1925.1838211899924,1911.0199809099818]",2008.2054883868861,"[2051.1690264078425,2014.7737193764249,2008.1596563791315,1925.139102767737,1911.164190264787]",2008.1596563791315,"[8.01247296820323,7.870318962774304,7.844552689011273,7.520249301523408,7.464921800429616]",7.844552689011273,16.0,2304.0,4032.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k15/h0/u64/admitted-region/get16,1,5,"[2314.9028601905898,2301.8371391426795,2287.4432795519174,2280.0626875125276,2170.800420027933]",2287.4432795519174,"[2314.888042536216,2301.7838189206504,2287.389925994922,2280.1602440162537,2170.802036802104]",2287.389925994922,"[9.042589297619491,8.991551324776092,8.935325310749677,8.906494873095811,8.479689140734113]",8.935325310749677,16.0,2048.0,3840.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k15/h0/u64/get16,1,5,"[2710.988249325534,2692.5122785750095,2680.5893520509358,2675.5449106479127,2671.7700113400842]",2680.5893520509358,"[2710.9251163336926,2692.7631095299334,2680.596077894461,2675.482813904979,2671.7494623237185]",2680.596077894461,"[10.589797848927866,10.517626088183631,10.471052156448968,10.451347307218409,10.436601606797204]",10.471052156448968,16.0,2048.0,3840.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k15/h0/u64/raw-dense/get16,1,5,"[2442.3127280982076,2437.800408612345,2435.387570503135,2435.1929907276653,2433.3538512581085]",2435.387570503135,"[2442.255277908954,2437.764768540368,2435.330993416765,2435.136745420098,2433.297029703199]",2435.330993416765,"[9.540284094133623,9.522657846141971,9.513232697277873,9.512472620029945,9.505288481476986]",9.513232697277873,16.0,2048.0,3840.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k2/h0/u64/admitted-region/get16,1,5,"[1146.9002337502507,1149.3375845806934,1148.2510723805642,1148.064990773022,1150.5652573303212]",1148.2510723805642,"[1146.9763133075749,1149.4073897889068,1148.2245232723783,1148.0484888250053,1150.5386015995375]",1148.2245232723783,"[4.480079038086917,4.4895999397683335,4.485355751486579,4.484628870207117,4.494395536446567]",4.485355751486579,16.0,16384.0,4096.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k2/h0/u64/get16,1,5,"[1311.816663227607,1312.1462323434941,1313.0863362659202,1312.3304132510443,1311.2654242248034]",1312.1462323434941,"[1311.7850925734997,1312.1440094541338,1313.070213284692,1312.3131272393541,1311.2350259805883]",1312.1440094541338,"[5.12428384073284,5.125571220091774,5.129243501038751,5.126290676761893,5.122130563378138]",5.125571220091774,16.0,16384.0,4096.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k2/h0/u64/raw-dense/get16,1,5,"[1143.6709770938542,1141.5277830099828,1142.879933173371,1144.454347416611,1143.5903428959841]",1143.5903428959841,"[1143.6441235961377,1141.5013471788025,1142.9107749760003,1144.467401541043,1143.5634566408228]",1143.5634566408228,"[4.467464754272869,4.4590929023827455,4.4643747389584805,4.4705247945961375,4.467149776937439]",4.467149776937439,16.0,16384.0,4096.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k20/h0/u64/admitted-region/get16,1,5,"[1946.3334075878918,1949.6536025060402,1946.9880403759203,1948.1630073094111,1945.9753010790148]",1946.9880403759203,"[1946.3094744176315,1949.6083814825395,1946.9426801249215,1948.1171736861857,1946.0136999653068]",1946.9426801249215,"[7.602864873390202,7.61583438478922,7.605422032718438,7.610011747302388,7.601466019839901]",7.605422032718438,16.0,1536.0,3840.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k20/h0/u64/get16,1,5,"[2150.28661168191,2150.0019505751698,2150.2137953278275,2150.5877989218075,2150.4010044694687]",2150.28661168191,"[2150.2363728517944,2149.951558156444,2150.316331075218,2150.59142361301,2150.37286703901]",2150.316331075218,"[8.39955707688246,8.398445119434257,8.399272637999328,8.40073358953831,8.400003923708862]",8.39955707688246,16.0,1536.0,3840.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k20/h0/u64/raw-dense/get16,1,5,"[1862.1924419689265,1863.3559150387523,1860.4873277722934,1861.5453321962539,1864.0031980384795]",1862.1924419689265,"[1862.2017029555775,1863.3638568346348,1860.4615435865908,1861.5185619486822,1863.9599712179017]",1862.2017029555775,"[7.274189226441118,7.278734043120126,7.26752862411052,7.271661453891616,7.28126249233781]",7.274189226441118,16.0,1536.0,3840.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k3/h0/u64/admitted-region/get16,1,5,"[1219.0496125269697,1208.2518885426973,1204.6130684491402,1204.1771812557042,1203.087836098451]",1204.6130684491402,"[1219.045973032126,1208.2241662451254,1204.6170630162915,1204.1605816088581,1203.0697096391805]",1204.6170630162915,"[4.761912548933475,4.719733939619911,4.705519798629454,4.703817114280095,4.699561859759574]",4.705519798629454,16.0,10752.0,4032.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k3/h0/u64/get16,1,5,"[1823.6697112860813,1813.0221128608966,1802.3225853017998,1797.8206430446116,1791.659816272944]",1802.3225853017998,"[1823.6596850396518,1812.9803543313142,1802.2809448818105,1797.7791994752654,1791.7391207348742]",1802.2809448818105,"[7.123709809711254,7.0821176283628775,7.0403225988351545,7.022736886893014,6.9986711573161875]",7.0403225988351545,16.0,10752.0,4032.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k3/h0/u64/raw-dense/get16,1,5,"[1265.972520513268,1262.4446830772606,1259.6918240725333,1257.9864529985243,1256.3381610587908]",1259.6918240725333,"[1265.9431686768605,1262.4150283604529,1259.8219523836353,1257.9583035046523,1256.3209978525429]",1259.8219523836353,"[4.945205158254953,4.931424543270549,4.920671187783334,4.914009582025486,4.9075709416359015]",4.920671187783334,16.0,10752.0,4032.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k4/h0/u64/admitted-region/get16,1,5,"[1151.8843436927334,1150.3926372773828,1149.6546155242647,1151.159236825169,1149.4680635098878]",1150.3926372773828,"[1151.8569294755034,1150.3929343608897,1149.6278119790773,1151.1322599811836,1149.4413507400852]",1150.3929343608897,"[4.499548217549741,4.493721239364777,4.490838341891659,4.496715768848317,4.4901096230855]",4.493721239364777,16.0,8192.0,4096.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k4/h0/u64/get16,1,5,"[1289.1404051850393,1289.9263886201718,1289.3359498079183,1288.3196336935625,1290.538007978435]",1289.3359498079183,"[1289.1437126295687,1289.896667680145,1289.306099886641,1288.2894981712293,1290.633942308429]",1289.306099886641,"[5.035704707754061,5.038774955547547,5.036468553937181,5.0324985691154795,5.041164093665762]",5.036468553937181,16.0,8192.0,4096.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k4/h0/u64/raw-dense/get16,1,5,"[1142.8781407239658,1142.1856670629015,1141.3933171581477,1142.2257250329603,1141.9577681522862]",1142.1856670629015,"[1142.8517773688839,1142.3001091008966,1141.3665874187868,1142.2216785266462,1141.941354154564]",1142.2216785266462,"[4.464367737202992,4.46166276196446,4.4585676451490155,4.46181923841,4.460772531844868]",4.46166276196446,16.0,8192.0,4096.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k5/h0/u64/admitted-region/get16,1,5,"[1539.8738206077858,1513.4158936196525,1466.321972657377,1456.0798192259397,1439.0434605321245]",1466.321972657377,"[1539.8377790617021,1513.402811286387,1466.3051525139979,1456.0460996523436,1439.0098768789708]",1466.3051525139979,"[6.015132111749163,5.911780834451768,5.727820205692879,5.687811793851327,5.6212635177036105]",5.727820205692879,16.0,6400.0,4000.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k5/h0/u64/get16,1,5,"[2006.0703049388596,1995.771837577771,1993.6101521082194,1995.277666228507,1991.9116096321475]",1995.277666228507,"[2006.02364684307,1995.7254683861097,1993.5640862664836,1995.478426047739,1991.8655293452314]",1995.478426047739,"[7.836212128667421,7.795983740538168,7.787539656672733,7.794053383705106,7.780904725125576]",7.794053383705106,16.0,6400.0,4000.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k5/h0/u64/raw-dense/get16,1,5,"[1456.8150096926533,1420.9554472444688,1408.3183937967208,1398.270850179978,1393.148247022997]",1408.3183937967208,"[1456.9242204369937,1420.9372583771096,1408.3063085016151,1398.2523622267436,1393.1158792574397]",1408.3063085016151,"[5.690683631611927,5.550607215798705,5.501243725768441,5.461995508515538,5.441985339933583]",5.501243725768441,16.0,6400.0,4000.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k6/h0/u64/admitted-region/get16,1,5,"[1684.7022744512192,1681.312836381595,1675.426330174716,1675.3333774817804,1675.6685851203779]",1675.6685851203779,"[1684.686465269234,1681.273740864248,1675.3872105763585,1675.294318085564,1675.812649753961]",1675.812649753961,"[6.580868259575075,6.567628267115604,6.544634102244983,6.544271005788205,6.545580410626475]",6.545580410626475,16.0,5376.0,4032.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k6/h0/u64/get16,1,5,"[1905.9176235440243,1890.2769177751732,1877.0698876559559,1878.7916741333147,1873.0780894616703]",1878.7916741333147,"[1905.8732373011499,1890.2328899300742,1877.2540629958,1878.7745950785497,1873.0346819214085]",1878.7745950785497,"[7.444990716968845,7.38389421005927,7.332304248656076,7.3390299770832605,7.3167112869596505]",7.3390299770832605,16.0,5376.0,4032.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k6/h0/u64/raw-dense/get16,1,5,"[1336.2156980962284,1318.4366895226817,1308.695418919056,1290.025884180328,1276.6251749966636]",1308.695418919056,"[1336.2646256349574,1318.4057879189759,1308.6642618459791,1290.009227562424,1276.6067607478826]",1308.6642618459791,"[5.219592570688392,5.150143318447975,5.1120914801525625,5.039163610079406,4.986817089830718]",5.1120914801525625,16.0,5376.0,4032.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k7/h0/u64/admitted-region/get16,1,5,"[1152.7755100159059,1137.9550577341793,1132.8312336296792,1132.6339321945854,1127.5030527169733]",1132.8312336296792,"[1152.7655863798445,1137.9435385696472,1132.8049581289729,1132.607555244159,1127.5689489800427]",1132.8049581289729,"[4.503029335999632,4.445136944274138,4.4251220063659344,4.4243512976350985,4.404308799675676]",4.4251220063659344,16.0,4608.0,4032.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k7/h0/u64/get16,1,5,"[1850.4533145724513,1844.3044840310345,1840.5791807152307,1837.5705524729756,1833.4119521065988]",1840.5791807152307,"[1850.4107441532071,1844.2612631750617,1840.719940531372,1837.5276900202327,1833.3994743406372]",1840.719940531372,"[7.228333260048639,7.204314390746229,7.18976242466887,7.17800997059756,7.1617654379164]",7.18976242466887,16.0,4608.0,4032.0,65536.0,8.0,0.0
small,resident/series/neon/striped/k7/h0/u64/raw-dense/get16,1,5,"[1156.2947127442665,1147.2951672362021,1141.332284074288,1137.62684532124,1135.5325466695917]",1141.332284074288,"[1156.2776440483224,1147.2684447959375,1141.3198107968924,1137.6003669598865,1135.5062618883449]",1141.3198107968924,"[4.516776221657292,4.481621747016415,4.458329234665189,4.443854864536093,4.435674010428093]",4.458329234665189,16.0,4608.0,4032.0,65536.0,8.0,0.0
