case,median_ns_tuple,min_ns_tuple,max_ns_tuple,samples_ns_tuple
edge/143/select2/direct/materialize/1024/min_time:0.015/repeats:5,0.6620176128307577,0.6588673847886508,0.6650394721525313,"[0.6650394721525313, 0.6620176128307577, 0.663440483581386, 0.6601673597769279, 0.6588673847886508]"
edge/143/select2/direct/materialize/65536/min_time:0.015/repeats:5,0.9245446737883213,0.9106261774043138,0.9291577973471706,"[0.9240687990268994, 0.9245446737883213, 0.9254730648506787, 0.9291577973471706, 0.9106261774043138]"
edge/143/select2/direct/replace/1024/min_time:0.015/repeats:5,0.4080212273881932,0.4044725782869471,0.4101320940748242,"[0.40807218007923135, 0.4101320940748242, 0.4064103339824614, 0.4080212273881932, 0.4044725782869471]"
edge/143/select2/direct/replace/65536/min_time:0.015/repeats:5,0.9379350214422039,0.9362681808600467,0.9405579320131061,"[0.9362681808600467, 0.9363536408485243, 0.9405579320131061, 0.9379350214422039, 0.9392673509514944]"
edge/143/select2/bound/read_sum/1024/min_time:0.015/repeats:5,1.00777240101497,1.0027580300714896,1.00834520288659,"[1.0080221277900976, 1.0027580300714896, 1.00834520288659, 1.00777240101497, 1.006038203154503]"
edge/143/select2/bound/read_sum/65536/min_time:0.015/repeats:5,1.049144679371308,1.0463312231704844,1.062255410220129,"[1.062255410220129, 1.0586434564723113, 1.049144679371308, 1.0463312231704844, 1.0490095336614635]"
edge/143/select2/bound/materialize/1024/min_time:0.015/repeats:5,0.9998608972982078,0.9986391802711226,1.0067853589371791,"[1.0067853589371791, 1.003291009564891, 0.9989577086764184, 0.9998608972982078, 0.9986391802711226]"
edge/143/select2/bound/materialize/65536/min_time:0.015/repeats:5,1.0466063310576899,1.0383532451085227,1.0496288323490257,"[1.0415256389711642, 1.0383532451085227, 1.0475767189366991, 1.0496288323490257, 1.0466063310576899]"
edge/143/select2/bound/replace/1024/min_time:0.015/repeats:5,0.989062348843949,0.9885309881221516,0.9966989410007671,"[0.9890013668285046, 0.9966989410007671, 0.989062348843949, 0.9885309881221516, 0.9930203697881445]"
edge/143/select2/bound/replace/65536/min_time:0.015/repeats:5,1.3472372103564836,1.3235583840677445,1.3589033935908237,"[1.3589033935908237, 1.3472372103564836, 1.3478680765215973, 1.3235583840677445, 1.3311363804123422]"
edge/control/select2/unpacked/read_sum/1024/min_time:0.015/repeats:5,0.6447922016077993,0.6442303303568596,0.652403152873885,"[0.648145763852006, 0.6447922016077993, 0.6442303303568596, 0.6446244273892371, 0.652403152873885]"
edge/control/select2/unpacked/read_sum/65536/min_time:0.015/repeats:5,0.7962166361494385,0.7916427690619968,0.7998645863913781,"[0.7998645863913781, 0.7916427690619968, 0.7969498563138507, 0.7957058495641852, 0.7962166361494385]"
edge/control/select2/unpacked/materialize/1024/min_time:0.015/repeats:5,0.6624865182604707,0.6534302250890333,0.6775868134396152,"[0.6624865182604707, 0.6578001821964338, 0.665992859781945, 0.6534302250890333, 0.6775868134396152]"
edge/control/select2/unpacked/materialize/65536/min_time:0.015/repeats:5,0.9945203074266147,0.9829187424396721,1.0077301820048328,"[1.0066918810084768, 1.0077301820048328, 0.9945203074266147, 0.9938592267778525, 0.9829187424396721]"
edge/control/select2/unpacked/replace/1024/min_time:0.015/repeats:5,0.4530229488667919,0.4527014491088956,0.45499678285306927,"[0.4527014491088956, 0.45279010979223594, 0.45499678285306927, 0.4530229488667919, 0.45309013754463007]"
edge/control/select2/unpacked/replace/65536/min_time:0.015/repeats:5,0.8127847643814335,0.8059556512175936,0.8157182810922967,"[0.8152712112499004, 0.8127847643814335, 0.8112239628828666, 0.8059556512175936, 0.8157182810922967]"
edge/143/select3/direct/read_sum/1024/min_time:0.015/repeats:5,0.6769417691978175,0.669437865264041,0.6839023143372254,"[0.6715227131273912, 0.669437865264041, 0.6784382983011576, 0.6839023143372254, 0.6769417691978175]"
edge/143/select3/direct/read_sum/65536/min_time:0.015/repeats:5,0.7974029505493538,0.7909107705165238,0.8080092042755591,"[0.7974029505493538, 0.8080092042755591, 0.7909107705165238, 0.7976756128691999, 0.7919735473190286]"
edge/143/select3/direct/materialize/1024/min_time:0.015/repeats:5,0.6687020013076396,0.6653240588419597,0.6703458218406436,"[0.6660042921579168, 0.6703458218406436, 0.6653240588419597, 0.6687020013076396, 0.6691345216896624]"
edge/143/select3/direct/materialize/65536/min_time:0.015/repeats:5,0.9651000954290898,0.957986164562799,0.9757996997440017,"[0.9651000954290898, 0.9757996997440017, 0.957986164562799, 0.9686542323766574, 0.9585801020000886]"
edge/143/select3/direct/replace/1024/min_time:0.015/repeats:5,0.40836543104238854,0.4002472428794811,0.40982784150919654,"[0.40836543104238854, 0.4002472428794811, 0.40660362747371503, 0.408701199912229, 0.40982784150919654]"
edge/143/select3/direct/replace/65536/min_time:0.015/repeats:5,0.937051910102773,0.9276193054095699,0.9497882876806225,"[0.9398551259002668, 0.937051910102773, 0.9497882876806225, 0.9276193054095699, 0.9327488141803428]"
edge/143/select3/bound/read_sum/1024/min_time:0.015/repeats:5,1.005905172218326,1.0037302412991367,1.0147504833389653,"[1.0037302412991367, 1.003958589678094, 1.0134494549871205, 1.005905172218326, 1.0147504833389653]"
edge/143/select3/bound/read_sum/65536/min_time:0.015/repeats:5,1.057676283466255,1.0423639681162475,1.0883960513760007,"[1.0883960513760007, 1.057676283466255, 1.0510304744698908, 1.0610787784912559, 1.0423639681162475]"
edge/143/select3/bound/materialize/1024/min_time:0.015/repeats:5,1.014211966160089,1.0084312365488064,1.016358804451089,"[1.0108382222318846, 1.0084312365488064, 1.016358804451089, 1.0147070869052617, 1.014211966160089]"
edge/143/select3/bound/materialize/65536/min_time:0.015/repeats:5,1.0345057680709053,1.025140622794486,1.054898579556382,"[1.0419264851659624, 1.0345057680709053, 1.054898579556382, 1.0265901092661387, 1.025140622794486]"
edge/143/select3/bound/replace/1024/min_time:0.015/repeats:5,0.9964228520477255,0.9837364810313046,1.0012767144728767,"[0.9970659457289446, 0.9837364810313046, 0.9926952930921276, 1.0012767144728767, 0.9964228520477255]"
edge/143/select3/bound/replace/65536/min_time:0.015/repeats:5,1.3406195694572733,1.3257586506868386,1.3610889102384518,"[1.3442178522190735, 1.3610889102384518, 1.33572859824408, 1.3406195694572733, 1.3257586506868386]"
edge/control/select3/unpacked/read_sum/1024/min_time:0.015/repeats:5,0.7654398786328952,0.7621772528346191,0.7674369909251822,"[0.7674369909251822, 0.7621772528346191, 0.7667232011927543, 0.765285200397894, 0.7654398786328952]"
edge/control/select3/unpacked/read_sum/65536/min_time:0.015/repeats:5,1.1091558864118365,1.0969953198055649,1.1130905879232842,"[1.1089007729521012, 1.1130905879232842, 1.0969953198055649, 1.1091558864118365, 1.1100465929130092]"
edge/control/select3/unpacked/materialize/1024/min_time:0.015/repeats:5,0.734337893900178,0.7177585098674867,0.7427625309571062,"[0.7397160822986087, 0.7427625309571062, 0.7334860060024023, 0.734337893900178, 0.7177585098674867]"
edge/control/select3/unpacked/materialize/65536/min_time:0.015/repeats:5,1.3061831621532805,1.285042710953952,1.3246685179032327,"[1.3246685179032327, 1.2939273730834673, 1.3061831621532805, 1.32038586464221, 1.285042710953952]"
edge/control/select3/unpacked/replace/1024/min_time:0.015/repeats:5,0.4306535990016036,0.4295514847489573,0.43290467288587575,"[0.43290467288587575, 0.4295514847489573, 0.4303765771141236, 0.4306535990016036, 0.43263190594985684]"
edge/control/select3/unpacked/replace/65536/min_time:0.015/repeats:5,1.0318955670759618,1.0241036782830322,1.0417372930654663,"[1.0241036782830322, 1.0330531546480315, 1.0318955670759618, 1.0417372930654663, 1.0254493243134706]"
edge/143/select4/direct/read_sum/1024/min_time:0.015/repeats:5,0.5590077022839489,0.5578540182851697,0.5632054363272042,"[0.5578540182851697, 0.5590077022839489, 0.5611734479865885, 0.5579253644620502, 0.5632054363272042]"
edge/143/select4/direct/read_sum/65536/min_time:0.015/repeats:5,0.7056687047044327,0.7036694532373201,0.7130718302561844,"[0.7036694532373201, 0.7056687047044327, 0.7042537765572695, 0.7130718302561844, 0.7105649084945552]"
edge/143/select4/direct/materialize/1024/min_time:0.015/repeats:5,0.6645729838676583,0.6480626043923735,0.6689093073886361,"[0.6597637526059733, 0.6480626043923735, 0.664776029611526, 0.6689093073886361, 0.6645729838676583]"
edge/143/select4/direct/materialize/65536/min_time:0.015/repeats:5,0.9062317665788692,0.9038928961896344,0.9209776986157692,"[0.9038928961896344, 0.9209776986157692, 0.9148257423260012, 0.9062317665788692, 0.9041515937052093]"
edge/143/select4/direct/replace/1024/min_time:0.015/repeats:5,0.40707507199271303,0.40217111202017736,0.4074749797326237,"[0.4074563676254087, 0.40217111202017736, 0.4074749797326237, 0.40539211396859265, 0.40707507199271303]"
edge/143/select4/direct/replace/65536/min_time:0.015/repeats:5,0.9398884104054567,0.9373091623147145,0.9438276073253684,"[0.9378484213555984, 0.9373091623147145, 0.9410838439886561, 0.9398884104054567, 0.9438276073253684]"
edge/143/select4/bound/read_sum/1024/min_time:0.015/repeats:5,0.992073446097322,0.9899777777606782,0.9993580380882482,"[0.9993580380882482, 0.9899777777606782, 0.9921675934588281, 0.9918450017079024, 0.992073446097322]"
edge/143/select4/bound/read_sum/65536/min_time:0.015/repeats:5,1.050507149933626,1.0412009591209201,1.0541610364312535,"[1.0496139067745016, 1.0541610364312535, 1.050507149933626, 1.0517181158506845, 1.0412009591209201]"
edge/143/select4/bound/materialize/1024/min_time:0.015/repeats:5,0.9898753873966861,0.9843700191853288,1.0019104652449846,"[0.9843700191853288, 0.9877193864374176, 0.9945064842827787, 1.0019104652449846, 0.9898753873966861]"
edge/143/select4/bound/materialize/65536/min_time:0.015/repeats:5,1.0200978368826281,1.0141985312374915,1.0435103455892751,"[1.0257284357385255, 1.0435103455892751, 1.0196044603815293, 1.0141985312374915, 1.0200978368826281]"
edge/143/select4/bound/replace/1024/min_time:0.015/repeats:5,0.9850809529043923,0.98209255374385,1.0015250901966972,"[1.0015250901966972, 0.9861711383026349, 0.9823219920920123, 0.9850809529043923, 0.98209255374385]"
edge/143/select4/bound/replace/65536/min_time:0.015/repeats:5,1.3366190560312938,1.330348922395878,1.347949616551648,"[1.3357503221381979, 1.3405970077520657, 1.347949616551648, 1.330348922395878, 1.3366190560312938]"
edge/control/select4/unpacked/read_sum/1024/min_time:0.015/repeats:5,0.6452010737837568,0.6424908235063754,0.6513131927557938,"[0.6452010737837568, 0.6504307099111423, 0.6424908235063754, 0.6439791602727588, 0.6513131927557938]"
edge/control/select4/unpacked/read_sum/65536/min_time:0.015/repeats:5,0.8021198485033283,0.7948548776011343,0.8041291751127932,"[0.8034776174708891, 0.8041291751127932, 0.800826616129665, 0.7948548776011343, 0.8021198485033283]"
edge/control/select4/unpacked/materialize/1024/min_time:0.015/repeats:5,0.6672018509322496,0.6616870673209273,0.668439995279844,"[0.6683823457105629, 0.6672018509322496, 0.668439995279844, 0.6616870673209273, 0.6657370110234885]"
edge/control/select4/unpacked/materialize/65536/min_time:0.015/repeats:5,1.0053618163076388,0.9933999845526879,1.0143859189520752,"[0.9933999845526879, 1.0053618163076388, 1.0143859189520752, 1.0119026510718072, 0.9935102230800521]"
edge/control/select4/unpacked/replace/1024/min_time:0.015/repeats:5,0.4511886538591153,0.4478511523501053,0.45553872113245447,"[0.45553872113245447, 0.4531224118883892, 0.4478511523501053, 0.4511886538591153, 0.44953085871259946]"
edge/control/select4/unpacked/replace/65536/min_time:0.015/repeats:5,0.8054531696467723,0.7996373866492911,0.8189178627714221,"[0.8054531696467723, 0.8030862754195457, 0.8102077856044801, 0.7996373866492911, 0.8189178627714221]"
edge/143/select5/direct/read_sum/1024/min_time:0.015/repeats:5,0.6462782321362318,0.6395212162622919,0.6492446811753729,"[0.6462782321362318, 0.6467318916075597, 0.6439015706537682, 0.6395212162622919, 0.6492446811753729]"
edge/143/select5/direct/read_sum/65536/min_time:0.015/repeats:5,0.7858577271310349,0.7782222106758655,0.791738927710045,"[0.7858577271310349, 0.7858875957002573, 0.7787241234726412, 0.7782222106758655, 0.791738927710045]"
edge/143/select5/direct/materialize/1024/min_time:0.015/repeats:5,0.6674716971322611,0.6606352180730793,0.6794899457731527,"[0.6606352180730793, 0.6729214564567927, 0.6674716971322611, 0.6794899457731527, 0.6628069032319638]"
edge/143/select5/direct/materialize/65536/min_time:0.015/repeats:5,0.9696632852017619,0.9568334832974731,0.9799561837678873,"[0.9748786667305822, 0.9568334832974731, 0.9696632852017619, 0.9633080182416756, 0.9799561837678873]"
edge/143/select5/direct/replace/1024/min_time:0.015/repeats:5,0.4086746384720845,0.4073646175342076,0.4123190265685357,"[0.4077532703194004, 0.4123190265685357, 0.4086746384720845, 0.410187236300269, 0.4073646175342076]"
edge/143/select5/direct/replace/65536/min_time:0.015/repeats:5,0.9305930857548874,0.9279327332705073,0.9354704789291929,"[0.9334615403479845, 0.9354704789291929, 0.9305930857548874, 0.9302007922595029, 0.9279327332705073]"
edge/143/select5/bound/read_sum/1024/min_time:0.015/repeats:5,1.0008129018141954,0.9968979904016326,1.0100744937969204,"[1.0063517810124052, 0.9968979904016326, 1.0008129018141954, 0.9995105360435208, 1.0100744937969204]"
edge/143/select5/bound/read_sum/65536/min_time:0.015/repeats:5,1.0519498193869516,1.036259058786478,1.0618716823300303,"[1.0519498193869516, 1.052657311011389, 1.036259058786478, 1.0618716823300303, 1.0508885568315633]"
edge/143/select5/bound/materialize/1024/min_time:0.015/repeats:5,0.999145347588458,0.9881821092016109,1.0037559307358812,"[0.999145347588458, 0.9881821092016109, 0.9962943155173587, 1.0035150936389223, 1.0037559307358812]"
edge/143/select5/bound/materialize/65536/min_time:0.015/repeats:5,1.02754918540402,1.0217531639688249,1.0353545105395667,"[1.0285741172280876, 1.02754918540402, 1.0353545105395667, 1.0239414000024725, 1.0217531639688249]"
edge/143/select5/bound/replace/1024/min_time:0.015/repeats:5,0.9893296318835328,0.9847746157744738,1.0042019796050592,"[0.9931319028342359, 0.9852448202736926, 0.9847746157744738, 1.0042019796050592, 0.9893296318835328]"
edge/143/select5/bound/replace/65536/min_time:0.015/repeats:5,1.3508835740748166,1.3252189025827392,1.3686960606904568,"[1.3547204926545122, 1.3508835740748166, 1.3252189025827392, 1.350649346303817, 1.3686960606904568]"
edge/control/select5/unpacked/read_sum/1024/min_time:0.015/repeats:5,0.7670093986671828,0.7587010392571486,0.7744782218255465,"[0.7587010392571486, 0.7744782218255465, 0.769237887768625, 0.7670093986671828, 0.7617310645099588]"
edge/control/select5/unpacked/read_sum/65536/min_time:0.015/repeats:5,1.2141168121919603,1.208212029412399,1.2224204720235836,"[1.2160580095307745, 1.208212029412399, 1.2224204720235836, 1.2141168121919603, 1.2098457056640968]"
edge/control/select5/unpacked/materialize/1024/min_time:0.015/repeats:5,0.731555236879219,0.7157997558438176,0.7462938394093445,"[0.7462938394093445, 0.731555236879219, 0.7189485294607392, 0.7157997558438176, 0.7347430438771271]"
edge/control/select5/unpacked/materialize/65536/min_time:0.015/repeats:5,1.3972464452030302,1.3908208246676315,1.4064183442218603,"[1.3945236911113108, 1.4064183442218603, 1.3972464452030302, 1.4052321638483958, 1.3908208246676315]"
edge/control/select5/unpacked/replace/1024/min_time:0.015/repeats:5,0.4370323775618953,0.43154135052835335,0.5090352648515525,"[0.5090352648515525, 0.4370323775618953, 0.4334507482291343, 0.43154135052835335, 0.4551023256192497]"
edge/control/select5/unpacked/replace/65536/min_time:0.015/repeats:5,1.2311696219609607,1.2127476297981545,1.285240212692665,"[1.2249270318490773, 1.285240212692665, 1.2311696219609607, 1.2127476297981545, 1.231269884001617]"
edge/143/select6/direct/read_sum/1024/min_time:0.015/repeats:5,0.6775407810966638,0.6687365955958312,0.6806676848729329,"[0.6687365955958312, 0.6775407810966638, 0.6722168350479862, 0.6806676848729329, 0.6800869681382303]"
edge/143/select6/direct/read_sum/65536/min_time:0.015/repeats:5,0.796592655806756,0.7911935799004868,0.7994897395016314,"[0.7994897395016314, 0.796592655806756, 0.7911935799004868, 0.7978825289754411, 0.7926199226022769]"
edge/143/select6/direct/materialize/1024/min_time:0.015/repeats:5,0.6639554508853222,0.660677277125492,0.6710909947807678,"[0.6710909947807678, 0.660677277125492, 0.6639554508853222, 0.6619793393944838, 0.6643438040932792]"
edge/143/select6/direct/materialize/65536/min_time:0.015/repeats:5,0.9731475923103133,0.966332739618691,0.9785807553775598,"[0.9785807553775598, 0.9779741599327022, 0.9729210401449143, 0.9731475923103133, 0.966332739618691]"
edge/143/select6/direct/replace/1024/min_time:0.015/repeats:5,0.407456476609135,0.4028451651013526,0.4084847237191865,"[0.407456476609135, 0.40698409551124, 0.4028451651013526, 0.40796695389780496, 0.4084847237191865]"
edge/143/select6/direct/replace/65536/min_time:0.015/repeats:5,0.9395949916209243,0.9364991358629817,0.9451460880611534,"[0.9451460880611534, 0.9364991358629817, 0.9395949916209243, 0.9374960124934305, 0.9420705242808702]"
edge/143/select6/bound/read_sum/1024/min_time:0.015/repeats:5,1.0091463276852695,1.0028735621361873,1.1112719878674138,"[1.0067866851101437, 1.0028735621361873, 1.0091463276852695, 1.1112719878674138, 1.0173668281282198]"
edge/143/select6/bound/read_sum/65536/min_time:0.015/repeats:5,1.0692132492522037,1.0582755694891421,1.0742711808750676,"[1.0694712590920017, 1.0742711808750676, 1.0582755694891421, 1.063531140544299, 1.0692132492522037]"
edge/143/select6/bound/materialize/1024/min_time:0.015/repeats:5,0.9916080401352625,0.9822174545663518,0.999260292829304,"[0.9822174545663518, 0.9928772642056103, 0.9916080401352625, 0.9824549756461808, 0.999260292829304]"
edge/143/select6/bound/materialize/65536/min_time:0.015/repeats:5,1.0683735433632795,1.0642049181043738,1.0759622775145343,"[1.0649141799162467, 1.0759622775145343, 1.0683735433632795, 1.074396958729731, 1.0642049181043738]"
edge/143/select6/bound/replace/1024/min_time:0.015/repeats:5,0.9914703462439012,0.9794325958587078,0.9936876329884692,"[0.9914703462439012, 0.9862774900182505, 0.9928636203133353, 0.9794325958587078, 0.9936876329884692]"
edge/143/select6/bound/replace/65536/min_time:0.015/repeats:5,1.3405075685198002,1.3396702030942669,1.5254776873766758,"[1.3396702030942669, 1.3401383238822406, 1.3405075685198002, 1.426537267319992, 1.5254776873766758]"
edge/control/select6/unpacked/read_sum/1024/min_time:0.015/repeats:5,0.7651847091320998,0.762460753419992,0.7684746305531037,"[0.763211371071034, 0.7651847091320998, 0.762460753419992, 0.7682601326234093, 0.7684746305531037]"
edge/control/select6/unpacked/read_sum/65536/min_time:0.015/repeats:5,1.098163455967038,1.0920884974980551,1.1047682803478174,"[1.095712571004671, 1.1047682803478174, 1.0996156810585251, 1.0920884974980551, 1.098163455967038]"
edge/control/select6/unpacked/materialize/1024/min_time:0.015/repeats:5,0.7381927300967872,0.7272580822520749,0.7528916730811163,"[0.7272580822520749, 0.7381927300967872, 0.7356813902023475, 0.7528916730811163, 0.7472174304486537]"
edge/control/select6/unpacked/materialize/65536/min_time:0.015/repeats:5,1.3101024236960273,1.3064144169205707,1.327000622808285,"[1.3074603852287552, 1.3101024236960273, 1.3064144169205707, 1.3180181878857937, 1.327000622808285]"
edge/control/select6/unpacked/replace/1024/min_time:0.015/repeats:5,0.42923810822470354,0.4277893741722971,0.4306568127496231,"[0.4277893741722971, 0.42923810822470354, 0.42915824246017703, 0.4306568127496231, 0.4296348813427336]"
edge/control/select6/unpacked/replace/65536/min_time:0.015/repeats:5,1.0259045598997647,1.0163757672871636,1.0377737123519928,"[1.0163757672871636, 1.0210722885612418, 1.0259045598997647, 1.0377737123519928, 1.0376320726023243]"
edge/143/select7/direct/read_sum/1024/min_time:0.015/repeats:5,0.9884502658816428,0.9784162790644351,0.9896098539808194,"[0.9891306364501603, 0.9896098539808194, 0.9784162790644351, 0.9823624283611135, 0.9884502658816428]"
edge/143/select7/direct/read_sum/65536/min_time:0.015/repeats:5,1.0400137118412116,1.0332438649712778,1.0481496170974722,"[1.0400137118412116, 1.0332438649712778, 1.0422723261812685, 1.0361895220565167, 1.0481496170974722]"
edge/143/select7/direct/materialize/1024/min_time:0.015/repeats:5,0.6930303132580959,0.6920634694221122,0.6981239981656331,"[0.6925113148352579, 0.6981239981656331, 0.6920634694221122, 0.6930303132580959, 0.6934251538645955]"
edge/143/select7/direct/materialize/65536/min_time:0.015/repeats:5,1.0451092158103044,1.0293082770798394,1.0527228752578095,"[1.0451092158103044, 1.0527228752578095, 1.0293082770798394, 1.0502772145915311, 1.0401772669385478]"
edge/143/select7/direct/replace/1024/min_time:0.015/repeats:5,0.3923538351603389,0.3857927035170131,0.3946076869713293,"[0.39103173435597843, 0.3857927035170131, 0.3923538351603389, 0.3946076869713293, 0.39302891905508713]"
edge/143/select7/direct/replace/65536/min_time:0.015/repeats:5,0.7584308961818095,0.7534484804154172,0.762201494731958,"[0.7586140833017971, 0.762201494731958, 0.7536166392000657, 0.7584308961818095, 0.7534484804154172]"
edge/143/select7/bound/read_sum/1024/min_time:0.015/repeats:5,1.0006149749286766,0.996422294320656,1.0098726301595946,"[1.0098726301595946, 1.0073610562979498, 1.0006149749286766, 0.996422294320656, 0.9998839841312293]"
edge/143/select7/bound/read_sum/65536/min_time:0.015/repeats:5,1.1248674652118178,1.118946811809663,1.125772954168573,"[1.125772954168573, 1.118946811809663, 1.1226058585705194, 1.1248674652118178, 1.1252352923475832]"
edge/143/select7/bound/materialize/1024/min_time:0.015/repeats:5,0.9934363323773091,0.9825444613517126,0.9940522814299797,"[0.9825444613517126, 0.9940522814299797, 0.9934363323773091, 0.9867799940571516, 0.9938086524586002]"
edge/143/select7/bound/materialize/65536/min_time:0.015/repeats:5,1.0909829343363011,1.0675427521354781,1.0914433609306664,"[1.0675427521354781, 1.0909829343363011, 1.0911349614793155, 1.0914433609306664, 1.0692571076176927]"
edge/143/select7/bound/replace/1024/min_time:0.015/repeats:5,0.9928615091723121,0.9847555794881885,1.0276196927005197,"[1.0023454891945158, 1.0276196927005197, 0.991412180368306, 0.9847555794881885, 0.9928615091723121]"
edge/143/select7/bound/replace/65536/min_time:0.015/repeats:5,1.1612581605288903,1.1551714580608374,1.1692446750048184,"[1.1692446750048184, 1.1551714580608374, 1.165723517627143, 1.1600195165766742, 1.1612581605288903]"
edge/control/select7/unpacked/read_sum/1024/min_time:0.015/repeats:5,0.8320344071077763,0.8250492666669602,0.8365085813346506,"[0.8320344071077763, 0.8365085813346506, 0.8250492666669602, 0.8254866839507558, 0.8321955379964264]"
edge/control/select7/unpacked/read_sum/65536/min_time:0.015/repeats:5,1.4452002742052545,1.4399350196938827,1.4626380315799468,"[1.445499110390267, 1.4626380315799468, 1.4440532896979972, 1.4452002742052545, 1.4399350196938827]"
edge/control/select7/unpacked/materialize/1024/min_time:0.015/repeats:5,0.8914054846540141,0.8791771488223326,0.9114415265607198,"[0.9017502704782864, 0.8914054846540141, 0.9114415265607198, 0.8791771488223326, 0.8894833729855728]"
edge/control/select7/unpacked/materialize/65536/min_time:0.015/repeats:5,1.6740061327469256,1.6664291629972912,1.6876200852260175,"[1.6740061327469256, 1.6785230493231045, 1.6664291629972912, 1.6876200852260175, 1.6666025305420953]"
