case,median_ns_tuple,min_ns_tuple,max_ns_tuple,samples_ns_tuple
edge/control/select7/unpacked/replace/1024/min_time:0.015/repeats:5,0.6192710248204378,0.6138419300600803,0.624519947618446,"[0.6192154065189901, 0.624519947618446, 0.6192710248204378, 0.6220985931151584, 0.6138419300600803]"
edge/control/select7/unpacked/replace/65536/min_time:0.015/repeats:5,1.3173687154852933,1.312707980143047,1.3234582980142149,"[1.3234582980142149, 1.312707980143047, 1.3159672099502744, 1.3192866307321436, 1.3173687154852933]"
edge/134/select1/direct/read_sum/1024/min_time:0.015/repeats:5,0.5605037156635733,0.5556232135152473,0.5632272341171354,"[0.5556232135152473, 0.5614037556628281, 0.5571927077715596, 0.5605037156635733, 0.5632272341171354]"
edge/134/select1/direct/read_sum/65536/min_time:0.015/repeats:5,0.7091877580890658,0.7028115859346228,0.726544600731753,"[0.7091877580890658, 0.7154961181934482, 0.726544600731753, 0.7052656605155926, 0.7028115859346228]"
edge/134/select1/direct/materialize/1024/min_time:0.015/repeats:5,0.6638341460868629,0.6510429715461904,0.6661668667481602,"[0.6661668667481602, 0.664015368995062, 0.6638341460868629, 0.6599428089954776, 0.6510429715461904]"
edge/134/select1/direct/materialize/65536/min_time:0.015/repeats:5,0.8971363531685291,0.892597921207951,0.9012479131857717,"[0.9012479131857717, 0.9004789299190379, 0.8971363531685291, 0.892597921207951, 0.894442080617762]"
edge/134/select1/direct/replace/1024/min_time:0.015/repeats:5,0.40606977701108554,0.40294299769657,0.4075196487155795,"[0.40447469090766164, 0.4075196487155795, 0.40606977701108554, 0.40294299769657, 0.4069844871507623]"
edge/134/select1/direct/replace/65536/min_time:0.015/repeats:5,0.9410867775431602,0.9366797022721545,0.9517801430731639,"[0.9366797022721545, 0.9517801430731639, 0.9383067565864202, 0.9439632114269316, 0.9410867775431602]"
edge/134/select1/bound/read_sum/1024/min_time:0.015/repeats:5,1.0104747364303113,0.999993412651957,1.2835475153470886,"[0.999993412651957, 1.009003625221394, 1.0104747364303113, 1.1058510531416241, 1.2835475153470886]"
edge/134/select1/bound/read_sum/65536/min_time:0.015/repeats:5,1.2810761614753314,1.168941142634782,1.3095481341331316,"[1.3095481341331316, 1.2509623583775114, 1.2834296932149118, 1.2810761614753314, 1.168941142634782]"
edge/134/select1/bound/materialize/1024/min_time:0.015/repeats:5,1.0793511007756178,0.9788399825741558,1.1500543024740026,"[1.1160172867989067, 1.1500543024740026, 1.0793511007756178, 0.9910776740133738, 0.9788399825741558]"
edge/134/select1/bound/materialize/65536/min_time:0.015/repeats:5,1.0035208306391694,0.9866899217287437,1.0112246953979664,"[1.001800852839531, 0.9866899217287437, 1.0053470862276956, 1.0035208306391694, 1.0112246953979664]"
edge/134/select1/bound/replace/1024/min_time:0.015/repeats:5,0.9882520474202235,0.9769095988093024,0.9939289641460934,"[0.9769095988093024, 0.9803073259137942, 0.9932965038357228, 0.9882520474202235, 0.9939289641460934]"
edge/134/select1/bound/replace/65536/min_time:0.015/repeats:5,1.341306959865599,1.3307792411821724,1.3598582545149387,"[1.351574132631009, 1.3307792411821724, 1.331097137221948, 1.341306959865599, 1.3598582545149387]"
edge/134/select2/direct/read_sum/1024/min_time:0.015/repeats:5,0.5605867870683443,0.5574668556069576,0.5704333589825414,"[0.5593281267109002, 0.5623400042002981, 0.5605867870683443, 0.5574668556069576, 0.5704333589825414]"
edge/134/select2/direct/read_sum/65536/min_time:0.015/repeats:5,0.7046158647392751,0.7031236291213706,0.7172508071732819,"[0.7031236291213706, 0.7172508071732819, 0.704077554988672, 0.7064822816683967, 0.7046158647392751]"
edge/134/select2/direct/materialize/1024/min_time:0.015/repeats:5,0.6627724637231602,0.6589452139919045,0.6693854257100703,"[0.6649996511844588, 0.6589452139919045, 0.6627724637231602, 0.6596893538902152, 0.6693854257100703]"
edge/134/select2/direct/materialize/65536/min_time:0.015/repeats:5,0.907285029886071,0.9001703753954619,0.9082044720269891,"[0.9001703753954619, 0.9076164412898379, 0.907285029886071, 0.9020804596756982, 0.9082044720269891]"
edge/134/select2/direct/replace/1024/min_time:0.015/repeats:5,0.4133061143505703,0.4073686206393534,0.4267451661124442,"[0.4086664917855792, 0.4073686206393534, 0.4267451661124442, 0.4140611046720139, 0.4133061143505703]"
edge/134/select2/direct/replace/65536/min_time:0.015/repeats:5,0.9429484531157276,0.9298237640242034,0.9553760131755165,"[0.9477807539515284, 0.9412522448653698, 0.9553760131755165, 0.9429484531157276, 0.9298237640242034]"
edge/134/select2/bound/read_sum/1024/min_time:0.015/repeats:5,1.0060979233169494,1.0059091791151287,1.0106845778988027,"[1.0059781986079264, 1.008184240838274, 1.0106845778988027, 1.0060979233169494, 1.0059091791151287]"
edge/134/select2/bound/read_sum/65536/min_time:0.015/repeats:5,1.056407640641592,1.0416385597934752,1.0825621845111104,"[1.0416385597934752, 1.0526694092056548, 1.0825621845111104, 1.056407640641592, 1.0584551009564078]"
edge/134/select2/bound/materialize/1024/min_time:0.015/repeats:5,1.0009456146584859,0.997227591272986,1.015873877412475,"[1.015873877412475, 0.997227591272986, 1.0009456146584859, 1.0000410314103003, 1.0033316608717968]"
edge/134/select2/bound/materialize/65536/min_time:0.015/repeats:5,1.0377274288210778,1.031453338328182,1.0470215721779212,"[1.0364223797036871, 1.031453338328182, 1.0470215721779212, 1.0390845612720445, 1.0377274288210778]"
edge/134/select2/bound/replace/1024/min_time:0.015/repeats:5,0.9887055701735082,0.9775722601259286,0.9938516901959703,"[0.9901260333757002, 0.9863627152833898, 0.9887055701735082, 0.9775722601259286, 0.9938516901959703]"
edge/134/select2/bound/replace/65536/min_time:0.015/repeats:5,1.3423892295944575,1.3312343885974318,1.3630179599116234,"[1.3630179599116234, 1.3312343885974318, 1.3372394550556814, 1.3423892295944575, 1.3431295846469427]"
edge/134/select3/direct/read_sum/1024/min_time:0.015/repeats:5,0.6459875160472702,0.6414783042271235,0.6515992770433322,"[0.6515992770433322, 0.6414783042271235, 0.6468817310767946, 0.6459875160472702, 0.6429847485015965]"
edge/134/select3/direct/read_sum/65536/min_time:0.015/repeats:5,0.7908392318043812,0.7815781278611578,0.8007497021400456,"[0.7921238847568025, 0.7873019938849956, 0.7815781278611578, 0.7908392318043812, 0.8007497021400456]"
edge/134/select3/direct/materialize/1024/min_time:0.015/repeats:5,0.6660028445861631,0.6642161146442959,0.6777013394247708,"[0.6777013394247708, 0.6660028445861631, 0.6659963841572155, 0.6642161146442959, 0.6670925972347732]"
edge/134/select3/direct/materialize/65536/min_time:0.015/repeats:5,0.9568451285682428,0.9532379332959812,0.9618305700633684,"[0.9618305700633684, 0.9539969094458188, 0.9575773779381627, 0.9532379332959812, 0.9568451285682428]"
edge/134/select3/direct/replace/1024/min_time:0.015/repeats:5,0.4075548834289226,0.40650727822624033,0.4113823418505547,"[0.4065826280203501, 0.4113823418505547, 0.4075548834289226, 0.40650727822624033, 0.4093389721035798]"
edge/134/select3/direct/replace/65536/min_time:0.015/repeats:5,0.9352988146478864,0.9339199602604498,0.9465298060281088,"[0.9465298060281088, 0.9348391668660613, 0.9362254492751861, 0.9339199602604498, 0.9352988146478864]"
edge/134/select3/bound/read_sum/1024/min_time:0.015/repeats:5,0.997052625187175,0.98686459373216,1.0006388323142597,"[0.98686459373216, 1.0006388323142597, 0.9983853479599729, 0.9956425146178906, 0.997052625187175]"
edge/134/select3/bound/read_sum/65536/min_time:0.015/repeats:5,1.0249097644377743,1.0177064190649157,1.027331628508451,"[1.027331628508451, 1.0177064190649157, 1.0194845027722836, 1.0249097644377743, 1.0256114696333791]"
edge/134/select3/bound/materialize/1024/min_time:0.015/repeats:5,0.9916169554896355,0.9876510297685651,0.9979338908272496,"[0.9900871377070073, 0.9968591701320081, 0.9979338908272496, 0.9916169554896355, 0.9876510297685651]"
edge/134/select3/bound/materialize/65536/min_time:0.015/repeats:5,1.017919944969243,1.0081829069144044,1.0221164585703877,"[1.0221164585703877, 1.0081829069144044, 1.019211975018772, 1.017919944969243, 1.010656713782666]"
edge/134/select3/bound/replace/1024/min_time:0.015/repeats:5,0.9984668461628112,0.98474095937659,1.0013630926305284,"[0.98474095937659, 0.9997683349890422, 0.9967295513932459, 1.0013630926305284, 0.9984668461628112]"
edge/134/select3/bound/replace/65536/min_time:0.015/repeats:5,1.3350636926685524,1.3318865165333016,1.3478938266608824,"[1.3478938266608824, 1.3350636926685524, 1.3318865165333016, 1.3333495114979836, 1.3427670055918883]"
edge/134/select4/direct/read_sum/1024/min_time:0.015/repeats:5,0.5314496380326238,0.5284450894120352,0.532193197337208,"[0.5310893948094373, 0.5284450894120352, 0.532193197337208, 0.5314496380326238, 0.5320381969913107]"
edge/134/select4/direct/read_sum/65536/min_time:0.015/repeats:5,0.71612068549273,0.7097383625300793,0.7199066901258429,"[0.7166636798769863, 0.7126358911925197, 0.71612068549273, 0.7199066901258429, 0.7097383625300793]"
edge/134/select4/direct/materialize/1024/min_time:0.015/repeats:5,0.6659791687289106,0.6612435965650678,0.671954656256211,"[0.6659791687289106, 0.6645432525737989, 0.6612435965650678, 0.671954656256211, 0.6706734433775099]"
edge/134/select4/direct/materialize/65536/min_time:0.015/repeats:5,0.9258791350333353,0.9158012956917863,0.9388168081387389,"[0.9158012956917863, 0.9388168081387389, 0.9175510387702902, 0.9274542758440745, 0.9258791350333353]"
edge/134/select4/direct/replace/1024/min_time:0.015/repeats:5,0.4042898470659416,0.40372683577407387,0.40969586207668246,"[0.4072998413317551, 0.4038554353187686, 0.40372683577407387, 0.4042898470659416, 0.40969586207668246]"
edge/134/select4/direct/replace/65536/min_time:0.015/repeats:5,0.9365135549996728,0.932944889402576,0.9433519744061739,"[0.932944889402576, 0.9365135549996728, 0.9377657896180348, 0.9433519744061739, 0.9348269867525699]"
edge/134/select4/bound/read_sum/1024/min_time:0.015/repeats:5,1.0287490519654947,1.0271319386089273,1.0349739319455356,"[1.02758051729085, 1.0271319386089273, 1.0349739319455356, 1.0287490519654947, 1.0346098750834303]"
edge/134/select4/bound/read_sum/65536/min_time:0.015/repeats:5,1.068507673667199,1.0582677201131068,1.0791788166398721,"[1.0791788166398721, 1.068507673667199, 1.072967184975625, 1.0582677201131068, 1.0676473142163112]"
edge/134/select4/bound/materialize/1024/min_time:0.015/repeats:5,1.0019275238253609,0.9943424552634995,1.005950178030969,"[1.0032515671696978, 0.9995074983103273, 0.9943424552634995, 1.005950178030969, 1.0019275238253609]"
edge/134/select4/bound/materialize/65536/min_time:0.015/repeats:5,1.0497462448063466,1.0466766223750965,1.0592789300864505,"[1.0497462448063466, 1.0478539334499632, 1.0521008669562537, 1.0466766223750965, 1.0592789300864505]"
edge/134/select4/bound/replace/1024/min_time:0.015/repeats:5,1.0077675797830763,0.9903613977161426,1.046203910048636,"[1.046203910048636, 1.0223536364673096, 1.0077675797830763, 0.9903613977161426, 0.9993576007016177]"
edge/134/select4/bound/replace/65536/min_time:0.015/repeats:5,1.3393765819978996,1.3218294419878425,1.3663598480878156,"[1.3218294419878425, 1.3436748047189042, 1.3393765819978996, 1.3663598480878156, 1.3328898869023387]"
edge/134/select5/direct/read_sum/1024/min_time:0.015/repeats:5,0.672230062346492,0.6677896829813947,0.6775832979775679,"[0.6775832979775679, 0.6724912814140636, 0.6677896829813947, 0.672230062346492, 0.671164373806398]"
edge/134/select5/direct/read_sum/65536/min_time:0.015/repeats:5,0.7917360712233922,0.7893334993658342,0.7973265783552765,"[0.7973265783552765, 0.7893334993658342, 0.7917360712233922, 0.7913730435094224, 0.7919963009165857]"
edge/134/select5/direct/materialize/1024/min_time:0.015/repeats:5,0.6687944916709994,0.66538203228557,0.6726818614415644,"[0.6717307146350058, 0.6726818614415644, 0.6687944916709994, 0.6681906716259339, 0.66538203228557]"
edge/134/select5/direct/materialize/65536/min_time:0.015/repeats:5,0.9807193693627353,0.9745767842836787,0.9866881991009672,"[0.9866881991009672, 0.9766223500919933, 0.9745767842836787, 0.9839974020146075, 0.9807193693627353]"
edge/134/select5/direct/replace/1024/min_time:0.015/repeats:5,0.4067698088352588,0.4053574886842095,0.40734297005954617,"[0.40734297005954617, 0.4053574886842095, 0.40611656738952023, 0.4067698088352588, 0.4067818508185708]"
edge/134/select5/direct/replace/65536/min_time:0.015/repeats:5,0.942456566072742,0.934854185170037,0.9470474727589889,"[0.9441097637576851, 0.9470474727589889, 0.934854185170037, 0.942456566072742, 0.9422547828174767]"
edge/134/select5/bound/read_sum/1024/min_time:0.015/repeats:5,1.0041545480544893,0.9999849087137057,1.0101983883874974,"[1.0101983883874974, 1.0007093392887882, 1.0041545480544893, 0.9999849087137057, 1.0078337450145094]"
edge/134/select5/bound/read_sum/65536/min_time:0.015/repeats:5,1.0497991713057861,1.0349891951239143,1.0538934132033229,"[1.0528596538986759, 1.0349891951239143, 1.0538934132033229, 1.0403971247928914, 1.0497991713057861]"
edge/134/select5/bound/materialize/1024/min_time:0.015/repeats:5,0.9886869625250909,0.9827846319995879,0.9937909959813419,"[0.9827846319995879, 0.9886869625250909, 0.9937909959813419, 0.9864265848562994, 0.9937628094341758]"
edge/134/select5/bound/materialize/65536/min_time:0.015/repeats:5,1.0167919671262753,1.0089701465351362,1.0182624359985146,"[1.0182624359985146, 1.0089701465351362, 1.0167919671262753, 1.0150706190113794, 1.0170852259312462]"
edge/134/select5/bound/replace/1024/min_time:0.015/repeats:5,0.9900404755421035,0.9861884901168527,0.9942372808350949,"[0.9900404755421035, 0.9861884901168527, 0.9942372808350949, 0.9903147608671145, 0.9870662689898685]"
edge/134/select5/bound/replace/65536/min_time:0.015/repeats:5,1.34043184460379,1.3326449523267192,1.36889363031238,"[1.3348577497295293, 1.36889363031238, 1.3408312872383399, 1.34043184460379, 1.3326449523267192]"
edge/134/select6/direct/read_sum/1024/min_time:0.015/repeats:5,0.6702173911398331,0.6650860918414861,0.6739768370598412,"[0.6726286678628705, 0.6739768370598412, 0.6650860918414861, 0.6702173911398331, 0.666995364838552]"
edge/134/select6/direct/read_sum/65536/min_time:0.015/repeats:5,0.7886257379568777,0.7869557199323682,0.7961562361486263,"[0.7869557199323682, 0.7870785408376172, 0.7924278443760118, 0.7886257379568777, 0.7961562361486263]"
edge/134/select6/direct/materialize/1024/min_time:0.015/repeats:5,0.6715851680880431,0.666803020001449,0.6725920632943859,"[0.6725920632943859, 0.666803020001449, 0.6672436837670563, 0.6715851680880431, 0.6725410641761701]"
edge/134/select6/direct/materialize/65536/min_time:0.015/repeats:5,0.9689697467933247,0.9644163835184992,0.9756488183641824,"[0.9756488183641824, 0.9689697467933247, 0.9655390981517712, 0.9730121303877032, 0.9644163835184992]"
edge/134/select6/direct/replace/1024/min_time:0.015/repeats:5,0.40773648657004363,0.40471517884529923,0.4100918554234418,"[0.40773648657004363, 0.4100918554234418, 0.40795148947051174, 0.4071591192306177, 0.40471517884529923]"
edge/134/select6/direct/replace/65536/min_time:0.015/repeats:5,0.9383875096599101,0.9341128411308135,0.9409527338418053,"[0.9393846194253546, 0.9409527338418053, 0.9383875096599101, 0.9341128411308135, 0.9367808787609737]"
edge/134/select6/bound/read_sum/1024/min_time:0.015/repeats:5,1.0112706104372833,1.0053553819098262,1.0151115360943568,"[1.0151115360943568, 1.0112706104372833, 1.0064036797664109, 1.0141361392332373, 1.0053553819098262]"
edge/134/select6/bound/read_sum/65536/min_time:0.015/repeats:5,1.0685469824043354,1.0511959242379183,1.08163683082401,"[1.08163683082401, 1.058453482236406, 1.0688217974821743, 1.0511959242379183, 1.0685469824043354]"
edge/134/select6/bound/materialize/1024/min_time:0.015/repeats:5,0.9986679970228335,0.9922947704833271,1.0047680824870961,"[0.9922947704833271, 0.9986679970228335, 0.997907760884945, 1.0047680824870961, 1.0011279787247718]"
edge/134/select6/bound/materialize/65536/min_time:0.015/repeats:5,1.0582325938422967,1.0541287664063492,1.068107764773562,"[1.0625708594399756, 1.054324073971704, 1.0541287664063492, 1.0582325938422967, 1.068107764773562]"
edge/134/select6/bound/replace/1024/min_time:0.015/repeats:5,0.9897130421841958,0.9873409391197366,0.9951286372340485,"[0.9897130421841958, 0.9951286372340485, 0.9893216139412999, 0.9918953732457764, 0.9873409391197366]"
edge/134/select6/bound/replace/65536/min_time:0.015/repeats:5,1.332976956181914,1.3270961576240916,1.3515307163933286,"[1.3515307163933286, 1.3318151598466375, 1.332976956181914, 1.3416369977039146, 1.3270961576240916]"
edge/134/select7/direct/read_sum/1024/min_time:0.015/repeats:5,0.9874972476053989,0.9802498486182379,0.9972811024411301,"[0.9958694967398353, 0.9874972476053989, 0.9802498486182379, 0.9972811024411301, 0.9811956019793776]"
edge/134/select7/direct/read_sum/65536/min_time:0.015/repeats:5,1.0398241650350342,1.0351953110148149,1.0430173658637527,"[1.04051315380907, 1.0430173658637527, 1.0398241650350342, 1.0396034628754514, 1.0351953110148149]"
edge/134/select7/direct/materialize/1024/min_time:0.015/repeats:5,0.6927586953430758,0.6844528551919021,0.7070489885829104,"[0.6919385047755617, 0.7070489885829104, 0.6844528551919021, 0.6946895417205533, 0.6927586953430758]"
edge/134/select7/direct/materialize/65536/min_time:0.015/repeats:5,1.0502488141688502,1.0412158119126418,1.0541322747076882,"[1.0500662063066402, 1.0541322747076882, 1.0527830217344878, 1.0502488141688502, 1.0412158119126418]"
edge/134/select7/direct/replace/1024/min_time:0.015/repeats:5,0.3935829149362961,0.38583710754838746,0.397125927730689,"[0.38583710754838746, 0.397125927730689, 0.3883995990047334, 0.3935829149362961, 0.394425337270923]"
edge/134/select7/direct/replace/65536/min_time:0.015/repeats:5,0.7596948919249801,0.7461958200388747,0.7641383684387192,"[0.7641383684387192, 0.7461958200388747, 0.7638947197965036, 0.7536864414403689, 0.7596948919249801]"
edge/134/select7/bound/read_sum/1024/min_time:0.015/repeats:5,1.0058554692707717,1.0001606319915843,1.0149846497739738,"[1.008291602786206, 1.0149846497739738, 1.004295165947651, 1.0001606319915843, 1.0058554692707717]"
edge/134/select7/bound/read_sum/65536/min_time:0.015/repeats:5,1.1159102139724522,1.1037408507112234,1.1363333577889043,"[1.1075283110067817, 1.1159102139724522, 1.1292686610966645, 1.1037408507112234, 1.1363333577889043]"
edge/134/select7/bound/materialize/1024/min_time:0.015/repeats:5,0.9895732096796349,0.9879018517500037,0.9954866172938432,"[0.9884728831250096, 0.9895732096796349, 0.9954866172938432, 0.9879018517500037, 0.9923568324347871]"
edge/134/select7/bound/materialize/65536/min_time:0.015/repeats:5,1.0591156708892941,1.0437954337059863,1.0652397933586,"[1.0591156708892941, 1.052371376744031, 1.0437954337059863, 1.0652397933586, 1.0648734318009612]"
edge/134/select7/bound/replace/1024/min_time:0.015/repeats:5,0.9901626991614275,0.986765097998371,0.9967161292556442,"[0.9897090136872361, 0.9967161292556442, 0.986765097998371, 0.9936711779732593, 0.9901626991614275]"
edge/134/select7/bound/replace/65536/min_time:0.015/repeats:5,1.164866980396194,1.1555522077570202,1.1715154845831912,"[1.1660178809124628, 1.1555522077570202, 1.164866980396194, 1.1621571343178476, 1.1715154845831912]"
edge/413/select1/direct/read_sum/1024/min_time:0.015/repeats:5,0.5316693821279408,0.5264469627798963,0.5381751566217288,"[0.5316693821279408, 0.5365571117215946, 0.5264469627798963, 0.5284857749047134, 0.5381751566217288]"
edge/413/select1/direct/read_sum/65536/min_time:0.015/repeats:5,0.7100643459821929,0.7088412233499832,0.7164499388923867,"[0.7123055244718765, 0.7088412233499832, 0.7100643459821929, 0.7089004178828763, 0.7164499388923867]"
edge/413/select1/direct/materialize/1024/min_time:0.015/repeats:5,0.6594836139876896,0.6566723840892236,0.6672797298105588,"[0.6616586135159219, 0.6566723840892236, 0.6672797298105588, 0.65918869879748, 0.6594836139876896]"
edge/413/select1/direct/materialize/65536/min_time:0.015/repeats:5,0.9192166953128913,0.9147815552190302,0.9256606543624655,"[0.9256606543624655, 0.9147815552190302, 0.9215026412534421, 0.9192166953128913, 0.9191332289791274]"
edge/413/select1/direct/replace/1024/min_time:0.015/repeats:5,0.4064780619163072,0.4052467828248839,0.41329963632619343,"[0.4061933526793957, 0.4064780619163072, 0.41329963632619343, 0.4052467828248839, 0.4093006103851968]"
edge/413/select1/direct/replace/65536/min_time:0.015/repeats:5,0.9394713818791648,0.928823401230026,0.9450925147608009,"[0.9394713818791648, 0.9450925147608009, 0.9428941066703387, 0.9359001196604073, 0.928823401230026]"
edge/413/select1/bound/read_sum/1024/min_time:0.015/repeats:5,1.00361107503247,0.992478342215424,1.0197198990259433,"[0.992478342215424, 1.0197198990259433, 1.00361107503247, 1.0009570402144272, 1.01032390260849]"
edge/413/select1/bound/read_sum/65536/min_time:0.015/repeats:5,1.0439715099881577,1.035478410932426,1.0470655891610274,"[1.035478410932426, 1.0439715099881577, 1.0470494226813931, 1.036164220269251, 1.0470655891610274]"
edge/413/select1/bound/materialize/1024/min_time:0.015/repeats:5,0.9921252649943575,0.9856273888182409,0.9938782418296339,"[0.9856273888182409, 0.9938782418296339, 0.9931790530608, 0.9921252649943575, 0.9897175391495389]"
edge/413/select1/bound/materialize/65536/min_time:0.015/repeats:5,1.0134033203124462,1.0102762695312837,1.0242208007812947,"[1.0106201171873608, 1.0242208007812947, 1.0102762695312837, 1.0134033203124462, 1.0216756347656772]"
edge/413/select1/bound/replace/1024/min_time:0.015/repeats:5,0.9921738468084327,0.9891018786792206,1.0024556582659103,"[0.9992240196529507, 0.9891018786792206, 1.0024556582659103, 0.9921738468084327, 0.9909981393334774]"
edge/413/select1/bound/replace/65536/min_time:0.015/repeats:5,1.345287708887827,1.3345482763016356,1.3513241766013813,"[1.345287708887827, 1.3345482763016356, 1.3376637259335606, 1.3513241766013813, 1.3482190617878749]"
edge/413/select2/direct/read_sum/1024/min_time:0.015/repeats:5,0.5621651328932609,0.5575970068657172,0.5686865329554399,"[0.5582541137874112, 0.5686865329554399, 0.5621651328932609, 0.5575970068657172, 0.5653208177542332]"
edge/413/select2/direct/read_sum/65536/min_time:0.015/repeats:5,0.7112663283030034,0.7055117326045552,0.7126328431541405,"[0.7125157152218806, 0.7112663283030034, 0.7055117326045552, 0.7085821576813253, 0.7126328431541405]"
edge/413/select2/direct/materialize/1024/min_time:0.015/repeats:5,0.6600667801910709,0.6585206639048974,0.6606431811564153,"[0.6600667801910709, 0.6602911510366346, 0.6606431811564153, 0.6590081211724006, 0.6585206639048974]"
edge/413/select2/direct/materialize/65536/min_time:0.015/repeats:5,0.9029789948540414,0.8927251329771464,0.9087641337098533,"[0.9015405530801898, 0.9087641337098533, 0.8927251329771464, 0.9029789948540414, 0.9057338524627795]"
edge/413/select2/direct/replace/1024/min_time:0.015/repeats:5,0.4068256611701937,0.40544405491368696,0.41043167275313697,"[0.40544405491368696, 0.4068256611701937, 0.4065501606249637, 0.41043167275313697, 0.4085354720856927]"
edge/413/select2/direct/replace/65536/min_time:0.015/repeats:5,0.9369520830684261,0.9348679491754831,0.948351030519052,"[0.948351030519052, 0.9445006240754135, 0.9355545043944722, 0.9348679491754831, 0.9369520830684261]"
edge/413/select2/bound/read_sum/1024/min_time:0.015/repeats:5,0.9936871904625266,0.9898337802321605,0.9959719289317442,"[0.990506359762413, 0.9936871904625266, 0.9952854866766834, 0.9898337802321605, 0.9959719289317442]"
edge/413/select2/bound/read_sum/65536/min_time:0.015/repeats:5,1.0353112583337643,1.034457337867612,1.0395955567143786,"[1.0353112583337643, 1.0395955567143786, 1.039568463996968, 1.034457337867612, 1.0350655243871398]"
edge/413/select2/bound/materialize/1024/min_time:0.015/repeats:5,0.9820256767111283,0.979818252903619,0.9914273575478096,"[0.9914273575478096, 0.9820256767111283, 0.979818252903619, 0.9806623214306363, 0.9886442139366343]"
edge/413/select2/bound/materialize/65536/min_time:0.015/repeats:5,1.0195420255346264,1.0109678328928073,1.0228549565560794,"[1.0228549565560794, 1.0109678328928073, 1.0195420255346264, 1.015764274972685, 1.0199771292836424]"
edge/413/select2/bound/replace/1024/min_time:0.015/repeats:5,0.9945829146013989,0.989767905987394,0.997676179124066,"[0.9936580993470325, 0.989767905987394, 0.9956966787312853, 0.997676179124066, 0.9945829146013989]"
edge/413/select2/bound/replace/65536/min_time:0.015/repeats:5,1.3860939833498052,1.3492220557905783,1.5159671771102574,"[1.3827488149156604, 1.3492220557905783, 1.3860939833498052, 1.5159671771102574, 1.44295851316084]"
edge/413/select3/direct/read_sum/1024/min_time:0.015/repeats:5,0.6758120960605223,0.6700206699889101,0.6891625588640222,"[0.6891625588640222, 0.6700206699889101, 0.6826907049871196, 0.6758120960605223, 0.6752620288373283]"
edge/413/select3/direct/read_sum/65536/min_time:0.015/repeats:5,0.8005594809433849,0.7982567047476176,0.8175099433095344,"[0.8105121967515986, 0.7983949493795025, 0.7982567047476176, 0.8175099433095344, 0.8005594809433849]"
edge/413/select3/direct/materialize/1024/min_time:0.015/repeats:5,0.6677938600520091,0.6603013674621219,0.6769131662045822,"[0.6769131662045822, 0.6603013674621219, 0.6677938600520091, 0.6650098517591996, 0.6694661125447627]"
edge/413/select3/direct/materialize/65536/min_time:0.015/repeats:5,0.9670457749463214,0.9616149442960874,1.022924954200891,"[0.9651625446303025, 0.9616149442960874, 1.022924954200891, 0.9670457749463214, 0.9672930313859675]"
edge/413/select3/direct/replace/1024/min_time:0.015/repeats:5,0.4046114194602091,0.40228161289961645,0.4084465937528474,"[0.4039543137166176, 0.4046114194602091, 0.40228161289961645, 0.4084465937528474, 0.40656962410912717]"
edge/413/select3/direct/replace/65536/min_time:0.015/repeats:5,0.9485507946614491,0.9290196320330915,0.9771377104604565,"[0.9771377104604565, 0.9551546406164472, 0.9290196320330915, 0.9485507946614491, 0.93511925689466]"
edge/413/select3/bound/read_sum/1024/min_time:0.015/repeats:5,1.0064282008178187,0.9911732439347222,1.0192260158833686,"[1.0064282008178187, 1.011637475493214, 1.0192260158833686, 1.0018131681933935, 0.9911732439347222]"
edge/413/select3/bound/read_sum/65536/min_time:0.015/repeats:5,1.0509543852395242,1.0470735369408486,1.0573355781347287,"[1.0470735369408486, 1.0509543852395242, 1.0483370746692267, 1.0542321400441301, 1.0573355781347287]"
edge/413/select3/bound/materialize/1024/min_time:0.015/repeats:5,1.008719719551824,0.9858001283110303,1.0657805207075521,"[0.9858001283110303, 0.9907515433606601, 1.0120341597661413, 1.0657805207075521, 1.008719719551824]"
edge/413/select3/bound/materialize/65536/min_time:0.015/repeats:5,1.0363212164890556,1.0182943299843563,1.1253292846187073,"[1.0363212164890556, 1.0182943299843563, 1.0541313186863404, 1.0302805234638546, 1.1253292846187073]"
edge/413/select3/bound/replace/1024/min_time:0.015/repeats:5,1.1124059702526587,1.0338874419118878,1.1182407229971765,"[1.113537685043838, 1.1182407229971765, 1.1124059702526587, 1.0766043551609896, 1.0338874419118878]"
edge/413/select3/bound/replace/65536/min_time:0.015/repeats:5,1.3884731596252182,1.3729794779191686,1.4047199228968932,"[1.3884731596252182, 1.4047199228968932, 1.3729794779191686, 1.374581227420772, 1.388791757688257]"
edge/413/select4/direct/read_sum/1024/min_time:0.015/repeats:5,0.6799596109998105,0.6715645773432035,0.6907231564300157,"[0.6800878404433051, 0.6907231564300157, 0.6715645773432035, 0.6734064839302327, 0.6799596109998105]"
edge/413/select4/direct/read_sum/65536/min_time:0.015/repeats:5,0.7003521569200863,0.6973099354175244,0.7050318101809389,"[0.6973099354175244, 0.6980533712325036, 0.7050318101809389, 0.7039542964905823, 0.7003521569200863]"
edge/413/select4/direct/materialize/1024/min_time:0.015/repeats:5,0.6565925713869165,0.6520540548331983,0.6654630269267168,"[0.6654630269267168, 0.6565925713869165, 0.6527751977823423, 0.6587996069482138, 0.6520540548331983]"
