suite,operation,logical_values,arm,repetitions,median_ns,min_ns,max_ns,median_cycles,ratio_to_local,mean_required_lines_per_request,max_major_faults,max_minor_faults
bulk,decode,32768,fixed_planes,5,218.352367401,218.176778793,218.800619125,608.1459770202637,3.654556354878574,28.0,0,0
bulk,decode,32768,local_aos7,5,59.7479820251,59.5242786407,59.8350276947,166.12043571472168,1.0,28.0,0,0
bulk,decode,32768,plain_u64,5,49.3299770355,49.2101745605,49.4840621948,136.67018127441406,0.8256341948883994,32.0,0,0
bulk,decode,32768,prior_shape,5,356.619873047,356.448339462,357.448274612,993.3848915100098,5.968735026016188,28.0,0,0
bulk,encode,32768,fixed_planes,5,115.874988556,115.727228165,116.229383469,322.4978256225586,1.6184759971014158,28.0,0,0
bulk,encode,32768,local_aos7,5,71.595123291,71.4639873505,71.7053871155,199.2434787750244,1.0,28.0,0,0
bulk,encode,32768,plain_u64,5,48.0686016083,47.959405899,48.2123775482,133.81775856018066,0.6713949134904634,32.0,0,0
bulk,encode,32768,prior_shape,5,161.234806061,161.120069504,161.555904388,448.9098606109619,2.2520361534354443,28.0,0,0
bulk,sum,32768,fixed_planes,5,276.65243721,276.635866165,276.881532669,771.143159866333,5.910839275256493,28.0,0,0
bulk,sum,32768,local_aos7,5,46.8042564392,46.7257823944,46.9117259979,130.1973762512207,1.0,28.0,0,0
bulk,sum,32768,plain_u64,5,35.4135303497,35.2494430542,35.4823627472,98.25854110717773,0.7566305512342266,32.0,0,0
bulk,sum,32768,prior_shape,5,365.07575798,364.660898209,365.865039825,1015.8268508911133,7.800054647898174,28.0,0,0
capacity,dependent,1024,fixed_planes,5,8.32348060608,8.31003761292,8.44216918945,23.224074363708496,1.070614307106901,4.0,0,0
capacity,dependent,1024,local_aos7,5,7.77449035645,7.752825737,7.80811023712,21.65879726409912,1.0,1.093740463256836,0,0
capacity,dependent,1024,plain_u64,5,5.91148281097,5.83854198456,6.05640506744,16.452550888061523,0.7603691740469674,1.0,0,0
capacity,dependent,1024,prior_shape,5,8.74771118164,8.68217372894,8.88811969757,24.244479179382324,1.1251813019978318,4.0,0,0
capacity,dependent,65536,fixed_planes,5,12.1443338394,12.1244478226,12.2145299911,33.89575672149658,1.1417579453839088,4.0,0,0
capacity,dependent,65536,local_aos7,5,10.6365222931,10.6311588287,10.6408405304,29.688753128051758,1.0,1.093852424621582,0,0
capacity,dependent,65536,plain_u64,5,8.93448829651,8.90320014954,9.12965869904,24.91707992553711,0.8399820966206103,1.0,0,0
capacity,dependent,65536,prior_shape,5,12.1485395432,12.1393699646,12.3572044373,33.9107084274292,1.142153347535487,4.0,0,0
capacity,dependent,67108864,fixed_planes,5,180.540678024,178.688434601,197.102885246,501.6879081726074,1.3076227135937815,4.0,0,0
capacity,dependent,67108864,local_aos7,5,138.067866325,136.925053596,140.175057411,383.9362964630127,1.0,1.0938589096069335,0,0
capacity,dependent,67108864,plain_u64,5,135.005396843,133.342352867,140.549731255,375.6004648208618,0.9778191003923301,1.0,0,0
capacity,dependent,67108864,prior_shape,5,189.678121567,178.303154945,195.372290611,526.6537027359009,1.3738035258726593,4.0,0,0
capacity,get16,1024,fixed_planes,5,22.8849802017,22.8394231796,22.9134883881,63.733747482299805,2.7774137570405313,4.0,0,0
capacity,get16,1024,local_aos7,5,8.23967266083,8.23852920532,8.3253364563,22.996482849121094,1.0,2.499532127380371,0,0
capacity,get16,1024,plain_u64,5,6.72383403778,6.7194070816,6.77080345154,18.7670841217041,0.8160316938006483,2.0,0,0
capacity,get16,1024,prior_shape,5,41.8643665314,41.8163967133,42.0181941986,116.75127983093262,5.080828845351596,4.0,0,0
capacity,get16,65536,fixed_planes,5,25.5384693146,25.5229043961,25.6182479858,71.26081466674805,2.5281702028374324,4.0,0,0
capacity,get16,65536,local_aos7,5,10.1015625,10.0261554718,10.1260175705,28.014199256896973,1.0,2.500478172302246,0,0
capacity,get16,65536,plain_u64,5,8.57938671112,8.55448055267,8.64245510101,23.892024040222168,0.8493128376050735,2.0,0,0
capacity,get16,65536,prior_shape,5,47.8184700012,47.776714325,47.8297481537,133.33591270446777,4.733769652090951,4.0,0,0
