node,n,p50_us,p99_us,min_us,max_us
0,20480,7.214951011982164,11.672187704221042,2.640415904622176,52.87416604327364
1,20480,8.038085077968542,13.719657827258477,3.8581042511895065,37.00759939804184
2,20480,6.522688081135042,9.772285420389986,2.7721184983942657,459.46966885606105
3,20480,6.597428061505859,10.279214728100678,3.5860118211508962,51.592387290298035
4,20480,8.240693392500813,15.007368900980348,3.4972690012110106,44.92088875054114
5,20480,6.295941920773403,9.962357344468025,2.783328212027554,14.29412843418261
6,20480,5.171734178044659,6.567598803830941,0.9818933787900896,3736.6606788583063
7,20480,6.949767347548448,10.862843232787919,3.057748972425994,17.476160584363445
