node,reference,samples,drift_ppm,point_model_drift_ppm,fit_residual_p50_us,fit_residual_p99_us,anchor_halfwidth_p50_us,anchor_halfwidth_max_us,max_gap_ms,assumed_rate_envelope_ppm,errors,wall_rate_lower_bound_max_ppm,phc_error_p50_us,ntp_strata,ntp_root_distance_p50_us
0,phc+ntp,7339,-1.957034899071574,-1.9571689048525156,0.7400819356617722,1.78082736290522,24.406213500000014,23148.288857284373,52.4045675,99.99999999999999,1,0.0,21.681,1,30.517578125
1,phc+ntp,6733,-3.657663778011314,-3.6580147197518866,0.573683752400073,2.0827010117889166,24.37769334999996,24032.665506084377,54.4798595,99.99999999999999,1,0.0,21.599,1,30.517578125
2,phc+ntp,6502,-6.5553702173503625,-6.555652576537316,0.388200396633707,1.2602931725679147,23.67246422499996,3879.465097134375,100.3351205,99.99999999999999,8,1.317376129268291,21.512999999999998,1,30.517578125
3,phc+ntp,6029,0.65649674106175,0.6573235287445567,0.36295247272102277,1.158889892268392,24.074286900000004,19986.982683034374,52.2407955,99.99999999999999,0,0.0,21.528,1,30.517578125
4,phc+ntp,5181,-0.4908885024034359,-0.4898723447693413,0.4420592404997733,1.1392171647584455,24.213722550000004,30381.869368334374,84.192791,99.99999999999999,3,0.0,21.531,1,30.517578125
5,phc+ntp,4956,-2.471873743155278,-2.4720413275055386,0.2694963783554849,1.0730589090188534,23.88417504999999,27520.002954534375,52.80283,99.99999999999999,0,0.0,21.597,1,30.517578125
6,phc+ntp,4532,-1.3218996373693253,-1.322065320367516,0.1682313092146287,0.594280005545328,23.368881625,2811.157929434375,100.1917465,99.99999999999999,1,0.0,21.512,1,30.517578125
7,phc+ntp,3840,3.953563395483473,3.9538728442146014,0.871501502552881,2.708989044158376,24.061183650000014,23108.093675484375,54.244279,99.99999999999999,0,0.0,21.6455,1,30.517578125
