src,dst,host_src,host_dst,az_src,az_dst,flow,rank_mode,training_rank_blocks,holdout_request_blocks,train_worst_p50_us,holdout_worst_p50_us,holdout_request_p50_us,train_worst_p90_us,holdout_worst_p90_us,holdout_request_p90_us,train_worst_p99_us,holdout_worst_p99_us,holdout_request_p99_us,train_worst_p50_lo_us,holdout_worst_p50_lo_us,holdout_request_p50_lo_us,train_worst_p50_hi_us,holdout_worst_p50_hi_us,holdout_request_p50_hi_us,holdout_rtt_max_p50_us,same_role_0_2_abs_change_us,candidates_considered
0,6,az2a,az4c,2,4,4,all-legs,3,0,98.69112488936398,97.82600593223725,,100.57205338094361,100.82077924845986,,166.1315647261337,105.15376278042105,,58.105561568318315,42.984941092092136,,152.2914852097598,153.70625283578585,,197.56725,0.49457048448749674,256
6,0,az4c,az2a,4,2,14,all-legs,3,1,99.7397750589176,100.2175470273067,100.2175470273067,101.79027482557699,102.31788049896704,102.31788049896704,103.18953246717642,103.36298441471796,103.36298441471796,59.57921613113115,44.27942711146144,44.27942711146144,138.91054690050055,156.10475010330327,156.10475010330327,197.98225,1.5115975318580865,256
