src,dst,host_src,host_dst,az_src,az_dst,flow,rank_mode,training_rank_blocks,holdout_request_blocks,train_worst_p50_us,holdout_worst_p50_us,holdout_request_p50_us,train_worst_p90_us,holdout_worst_p90_us,holdout_request_p90_us,train_worst_p99_us,holdout_worst_p99_us,holdout_request_p99_us,train_worst_p50_lo_us,holdout_worst_p50_lo_us,holdout_request_p50_lo_us,train_worst_p50_hi_us,holdout_worst_p50_hi_us,holdout_request_p50_hi_us,holdout_rtt_max_p50_us,same_role_0_2_abs_change_us
4,0,az4a,az2a,4,2,15,all-legs,3,1,217.84964385215983,218.58970784209254,218.58970784209254,221.11722143680294,221.52510905483086,221.52510905483086,227.3123233436876,226.40796286314725,226.40796286314725,176.34462517302302,175.6377633918419,175.6377633918419,260.83166773423426,259.41250002357356,259.41250002357356,435.8185,0.16396574827496124
4,1,az4a,az2b,4,2,0,all-legs,3,1,191.07639067135705,193.7345076992504,193.7345076992504,193.4318213192479,196.35320367007344,196.35320367007344,195.01910604520944,199.7916399327586,199.7916399327586,149.00836936376385,143.76427325535542,143.76427325535542,247.27737644969974,242.4580189561563,242.4580189561563,338.00625,0.9255055720652763
4,1,az4a,az2b,4,2,1,all-legs,3,1,205.18095056839266,204.54705433971054,204.54705433971054,209.6254262275326,207.05697621917705,207.05697621917705,214.90841545561207,209.81222478065322,209.81222478065322,155.20642884119118,147.23288817037042,147.23288817037042,256.025920482983,260.0632902682183,260.0632902682183,445.45074999999997,0.5732811325939622
4,1,az4a,az2b,4,2,2,all-legs,3,1,174.75708263046266,177.15192295368848,177.15192295368848,176.37055995367632,180.21291050053918,180.21291050053918,180.14476195860115,185.6326293594301,185.6326293594301,127.01268528198204,128.84198126476483,128.84198126476483,225.66132398088087,221.81331642797807,221.81331642797807,336.26149999999996,0.5315904737311712
4,1,az4a,az2b,4,2,3,all-legs,3,1,197.48405694212153,197.0251654454117,197.0251654454117,201.35106869280534,199.70590052164326,199.70590052164326,208.59939750390336,201.41084931881315,201.41084931881315,152.0266686060561,155.27578813108116,155.27578813108116,249.69785740290294,236.68276047237242,236.68276047237242,342.24175,0.3675996361642717
4,1,az4a,az2b,4,2,4,all-legs,3,1,173.60923904840834,173.7274591355913,173.7274591355913,177.39132958077292,176.01208005357563,176.01208005357563,186.3764870509255,181.6154965985053,181.6154965985053,127.27317409309305,133.73758225235235,133.73758225235235,227.1956928947447,213.50755748868863,213.50755748868863,391.33675,0.6474410646910371
4,1,az4a,az2b,4,2,5,all-legs,3,1,175.6303698419009,176.15536612337357,176.15536612337357,180.05766804573886,178.34367285464606,178.34367285464606,188.12169608230417,182.58528157117655,182.58528157117655,134.85262817222213,129.3997678756255,129.3997678756255,229.73520387322316,222.66871480185188,222.66871480185188,329.05975,0.7130764733349508
4,1,az4a,az2b,4,2,6,all-legs,3,1,174.19856517429366,174.87719893905935,174.87719893905935,176.27229653450854,177.24360418505276,177.24360418505276,179.86170904202353,182.97448297667754,182.97448297667754,133.23488814639632,131.08377670550553,131.08377670550553,231.49802974804803,217.48959002792793,217.48959002792793,366.82475,2.22049754016507
4,1,az4a,az2b,4,2,7,all-legs,3,1,184.69028688193973,183.33556739379515,183.33556739379515,188.67890098772295,186.06705828187793,186.06705828187793,192.05730876029088,188.62364948650708,188.62364948650708,139.31855247877883,143.12860924474472,143.12860924474472,234.22352742292287,223.17767596356353,223.17767596356353,412.8895,0.41857296954003687
4,1,az4a,az2b,4,2,8,all-legs,3,1,184.40376627784323,184.12161605908693,184.12161605908693,186.26001197287934,186.0957214991345,186.0957214991345,193.66939690416547,187.98733617485067,187.98733617485067,141.5284504812313,143.42847549544544,143.42847549544544,238.314356716967,223.02728669989983,223.02728669989983,492.962,0.3795544810296576
4,1,az4a,az2b,4,2,9,all-legs,3,1,186.6889129802507,188.72590764035462,188.72590764035462,189.70915469141318,191.6034941187658,191.6034941187658,195.44987430384595,193.87263833003183,193.87263833003183,144.19359965240244,131.26924263423425,131.26924263423425,243.76418062467462,242.80680485190197,242.80680485190197,345.77325,0.15593842902484312
4,1,az4a,az2b,4,2,10,all-legs,3,1,194.18409057367472,195.45729811421282,195.45729811421282,197.44021808531005,199.81268092614243,199.81268092614243,208.14009704322262,207.9011011784296,207.9011011784296,155.64921453868868,142.38629752517522,142.38629752517522,247.5259981129129,247.75783862387397,247.75783862387397,357.84400000000005,0.13403520228487764
4,1,az4a,az2b,4,2,11,all-legs,3,1,204.91077936409243,204.24349677850157,204.24349677850157,207.95730309804327,207.29550435522822,207.29550435522822,213.7598926319568,214.15168115138263,214.15168115138263,165.44481001691696,150.24286914754754,150.24286914754754,257.1685815151651,259.11607567792794,259.11607567792794,356.6635,0.6017851789934809
4,1,az4a,az2b,4,2,12,all-legs,3,1,189.30942785881388,189.28043941270045,189.28043941270045,191.8093513286867,192.2951840911025,192.2951840911025,198.12445887621615,204.9004333791324,204.9004333791324,147.41504028038037,141.1205074674174,141.1205074674174,244.57574590840846,237.38726884239242,237.38726884239242,426.79975,1.725849229824405
4,1,az4a,az2b,4,2,13,all-legs,3,1,187.07928329034524,188.0602030966073,188.0602030966073,189.95664347134792,190.95548591076283,190.95548591076283,201.04972270379957,198.97032738300896,198.97032738300896,133.49780274989993,136.63216613088088,136.63216613088088,241.6472728098098,238.4906233700701,238.4906233700701,346.57899999999995,0.8597122467859606
4,1,az4a,az2b,4,2,14,all-legs,3,1,164.99235057339013,168.56837318637713,168.56837318637713,168.07863455087403,171.49290745902897,171.49290745902897,177.70154985560845,174.81983282985524,174.81983282985524,125.22440950630624,126.68078379229223,126.68078379229223,215.7657900284786,207.4979057351851,207.4979057351851,476.36924999999997,0.9937875485684344
4,1,az4a,az2b,4,2,15,all-legs,3,1,187.39495148762234,188.39809803019227,188.39809803019227,189.6805420488587,191.56525729024014,191.56525729024014,198.5541972843879,196.84378221599158,196.84378221599158,146.79278117112113,147.147363534084,147.147363534084,239.75044732427432,225.97688309874871,225.97688309874871,457.13874999999996,0.9229444150442703
4,2,az4a,az2c,4,2,0,all-legs,3,1,165.26909896464656,166.9167642031103,166.9167642031103,168.0252553626121,169.58583128556205,169.58583128556205,174.53577235682334,172.28570523151126,172.28570523151126,121.34014926071073,127.73389689499501,127.73389689499501,216.9794015601601,206.74864261261263,206.74864261261263,320.84024999999997,0.6955840619386322
4,2,az4a,az2c,4,2,1,all-legs,3,1,160.87437090032398,161.4460956453335,161.4460956453335,162.72780254767284,163.58485050626126,163.58485050626126,165.62155769169172,168.90208884578428,168.90208884578428,120.05106242377373,105.68941307677665,105.68941307677665,213.49949882292293,217.57253412327339,217.57253412327339,314.429,0.4455271330307369
4,2,az4a,az2c,4,2,2,all-legs,3,1,365.5923727698915,365.8753810965785,365.8753810965785,367.73981075248776,368.4523100315544,368.4523100315544,375.8909966442182,370.45273327349884,370.45273327349884,323.8284153722222,318.355725621021,318.355725621021,409.44603607602585,414.6783765668167,414.6783765668167,510.56575,0.4566737544433863
4,2,az4a,az2c,4,2,3,all-legs,3,1,154.13143543323048,154.914728814081,154.914728814081,156.9079656840588,157.15516078798632,157.15516078798632,159.54413569158663,160.18316441221788,160.18316441221788,115.32387365535553,100.19900524654643,100.19900524654643,206.02807234199184,209.68473748258265,209.68473748258265,310.08925,0.5025310432627634
4,2,az4a,az2c,4,2,4,all-legs,3,1,188.40531679055044,189.2701041203759,189.2701041203759,192.0015015244299,191.75508484546734,191.75508484546734,202.83693225777958,195.8339476648409,195.8339476648409,149.8430468381883,133.99494231806818,133.99494231806818,241.7498101327327,244.45624693648645,244.45624693648645,352.19775,0.9303080273474222
