key,node,second,interval_seconds,write_MB,write_ops,disk_inflight_max,bw_in_allowance_exceeded,bw_out_allowance_exceeded,pps_allowance_exceeded,conntrack_allowance_exceeded,linklocal_allowance_exceeded,ena_srd_mode,ena_srd_tx_pkts,ena_srd_eligible_tx_pkts,ena_srd_rx_pkts,ena_srd_resource_utilization
00-raw-129k-r0,use1-az2,33,1.000641383,533.233664,32883.0,3,0,0,0,0,0,3,45928,45928,68189,0
00-raw-129k-r0,use1-az2,34,1.000635807,531.976192,32804.0,1,0,0,0,0,0,3,44792,44792,67829,0
00-raw-129k-r0,use1-az2,35,1.0006609419999999,530.5630720000001,32737.0,2,0,0,0,0,0,3,44575,44575,67644,0
00-raw-129k-r0,use1-az2,36,1.000648872,530.194432,32714.0,2,0,0,0,0,0,3,45076,45076,67595,0
00-raw-129k-r0,use1-az2,37,1.000645193,530.98496,32766.0,2,0,0,0,0,0,3,45170,45170,67793,0
00-raw-129k-r0,use1-az2,38,1.000633066,534.597632,32973.0,2,0,0,0,0,0,3,44640,44640,67923,0
00-raw-129k-r0,use1-az2,39,1.0006478870000002,531.976192,32815.0,2,0,0,0,0,0,3,44800,44800,67786,0
00-raw-129k-r0,use1-az2,40,1.000654534,529.072128,32654.0,2,0,0,0,0,0,3,46668,46668,67289,0
00-raw-129k-r0,use1-az2,41,1.00064778,532.332544,32841.0,2,0,0,0,0,0,3,45058,45058,67766,0
00-raw-129k-r0,use1-az2,42,1.000644956,529.6005120000001,32679.0,2,0,0,0,0,0,3,45190,45190,67289,0
00-raw-129k-r0,use1-az2,43,1.000650716,529.9568640000001,32696.0,3,0,0,0,0,0,3,44783,44783,67425,0
00-raw-129k-r0,use1-az2,44,1.0006485219999999,530.632704,32730.0,2,0,0,0,0,0,3,44654,44654,67586,0
00-raw-129k-r0,use1-az2,45,1.0006512109999999,529.477632,32683.0,1,0,0,0,0,0,3,44637,44637,67691,0
00-raw-129k-r0,use1-az2,46,1.000655836,530.313216,32726.0,5,0,0,0,0,0,3,44829,44829,67720,0
00-raw-129k-r0,use1-az2,47,1.0006512220000001,529.608704,32689.0,2,0,0,0,0,0,3,45734,45734,67540,0
00-raw-129k-r0,use1-az2,48,1.00065064,531.296256,32786.0,2,0,0,0,0,0,3,45336,45336,67912,0
00-raw-129k-r0,use1-az2,49,1.000634697,534.294528,32957.0,2,0,0,0,0,0,3,46310,46310,67798,0
00-raw-129k-r0,use1-az2,50,1.000632009,527.015936,32541.0,2,0,0,0,0,0,3,46042,46042,67359,0
00-raw-129k-r0,use1-az2,51,1.000648608,531.779584,32809.0,2,0,0,0,0,0,3,45587,45587,67428,0
00-raw-129k-r0,use1-az2,52,1.000650148,530.599936,32741.0,4,0,0,0,0,0,3,44919,44919,67639,0
00-raw-129k-r0,use1-az2,53,1.000643593,531.714048,32799.0,2,0,0,0,0,0,3,45443,45443,67530,0
00-raw-129k-r0,use1-az2,54,1.0006482449999998,530.624512,32727.0,2,0,0,0,0,0,3,45088,45088,67717,0
00-raw-129k-r0,use1-az2,55,1.000646826,531.2471039999999,32764.0,1,0,0,0,0,0,3,48267,48267,67836,0
00-raw-129k-r0,use1-az2,56,1.000647398,529.887232,32694.0,2,0,0,0,0,0,3,46071,46071,68093,0
00-raw-129k-r0,use1-az2,57,1.000641729,530.3336959999999,32711.0,3,0,0,0,0,0,3,44911,44911,68011,0
00-raw-129k-r0,use1-az2,58,1.00065579,531.587072,32814.0,2,0,0,0,0,0,3,45319,45319,68173,0
00-raw-129k-r0,use1-az2,59,1.000661182,531.881984,32767.0,0,0,0,0,0,0,3,44905,44905,67786,0
00-raw-129k-r0,use1-az4,-1,0.700465948,0.0,0.0,0,0,0,0,0,0,3,1,1,0,0
00-raw-129k-r0,use1-az4,0,1.0006329219999999,502.6979840000001,30541.0,1,0,0,0,0,0,3,130200,130228,86336,0
00-raw-129k-r0,use1-az4,1,1.000642377,531.12832,32350.0,2,0,0,0,0,0,3,138030,138030,93164,0
00-raw-129k-r0,use1-az4,2,1.0006373359999998,532.967424,32504.0,2,0,0,0,0,0,3,138610,138610,93818,0
00-raw-129k-r0,use1-az4,3,1.0006208289999998,531.828736,32423.0,1,0,0,0,0,0,3,138047,138047,94277,0
00-raw-129k-r0,use1-az4,4,1.0006318090000001,531.8410240000001,32387.0,2,0,0,0,0,0,3,137710,137710,93244,0
00-raw-129k-r0,use1-az4,5,1.0006303619999999,532.21376,32419.0,1,0,0,0,0,0,3,137944,137944,95615,0
00-raw-129k-r0,use1-az4,6,1.000617308,531.615744,32409.0,2,0,0,0,0,0,3,137619,137619,95189,0
00-raw-129k-r0,use1-az4,7,1.0006188619999998,532.045824,32441.0,2,0,0,0,0,0,3,138087,138087,94570,0
00-raw-129k-r0,use1-az4,8,1.000608487,533.8275839999999,32517.0,2,0,0,0,0,0,3,138041,138041,94492,0
00-raw-129k-r0,use1-az4,9,1.000618126,530.00192,32342.0,2,0,0,0,0,0,3,137436,137436,93836,0
00-raw-129k-r0,use1-az4,10,1.00060817,531.136512,32362.0,1,0,0,0,0,0,3,137584,137584,94232,0
00-raw-129k-r0,use1-az4,11,1.000628373,530.423808,32299.0,1,0,0,0,0,0,3,136188,136188,94697,0
00-raw-129k-r0,use1-az4,12,1.000625986,530.210816,32349.0,2,0,0,0,0,0,3,135225,135225,95344,0
00-raw-129k-r0,use1-az4,13,1.000612362,531.501056,32425.0,2,0,0,0,0,0,3,135566,135566,94798,0
00-raw-129k-r0,use1-az4,14,1.000610319,530.3787519999998,32321.0,2,0,0,0,0,0,3,135040,135040,93764,0
00-raw-129k-r0,use1-az4,15,1.000618394,527.8433279999999,32203.0,1,0,0,0,0,0,3,134136,134136,93755,0
00-raw-129k-r0,use1-az4,16,1.000605641,530.7228160000001,32359.0,1,0,0,0,0,0,3,134559,134559,92827,0
00-raw-129k-r0,use1-az4,17,1.00062464,533.7702400000001,32568.0,1,0,0,0,0,0,3,135723,135723,95086,0
00-raw-129k-r0,use1-az4,18,1.000621197,531.0464,32360.0,1,0,0,0,0,0,3,135544,135546,93512,0
00-raw-129k-r0,use1-az4,19,1.000607772,532.258816,32458.0,1,0,0,0,0,0,3,135978,135976,94165,0
00-raw-129k-r0,use1-az4,20,1.000613271,532.914176,32519.0,2,0,0,0,0,0,3,136005,136005,92970,0
00-raw-129k-r0,use1-az4,21,1.000609437,529.825792,32354.0,1,0,0,0,0,0,3,135329,135329,92754,0
00-raw-129k-r0,use1-az4,22,1.000612598,531.283968,32410.0,1,0,0,0,0,0,3,135584,135584,93653,0
00-raw-129k-r0,use1-az4,23,1.0006132840000002,529.9077120000001,32331.0,1,0,0,0,0,0,3,135434,135434,94083,0
00-raw-129k-r0,use1-az4,24,1.0006032200000001,528.863232,32256.0,1,0,0,0,0,0,3,135030,135030,93849,0
00-raw-129k-r0,use1-az4,25,1.000608294,531.8819840000001,32412.0,2,0,0,0,0,0,3,135610,135610,93311,0
00-raw-129k-r0,use1-az4,26,1.000608755,529.555456,32304.0,2,0,0,0,0,0,3,134629,134629,93595,0
00-raw-129k-r0,use1-az4,27,1.000609703,533.6514559999999,32516.0,2,0,0,0,0,0,3,135429,135429,94722,0
00-raw-129k-r0,use1-az4,28,1.000605255,532.7626240000001,32488.0,1,0,0,0,0,0,3,135286,135286,93467,0
00-raw-129k-r0,use1-az4,29,1.000603148,531.939328,32404.0,2,0,0,0,0,0,3,135736,135736,94421,0
00-raw-129k-r0,use1-az4,30,1.000610421,532.0622079999999,32379.0,3,0,0,0,0,0,3,137989,137989,95129,0
00-raw-129k-r0,use1-az4,31,1.000608635,529.8831359999999,32260.0,1,0,0,0,0,0,3,135233,135233,94821,0
00-raw-129k-r0,use1-az4,32,1.000611906,528.719872,32240.0,2,0,0,0,0,0,3,134873,134873,94195,0
00-raw-129k-r0,use1-az4,33,1.000611104,533.23776,32430.0,1,0,0,0,0,0,3,135744,135744,94204,0
00-raw-129k-r0,use1-az4,34,1.000614026,531.9147519999999,32370.0,1,0,0,0,0,0,3,135574,135574,93742,0
00-raw-129k-r0,use1-az4,35,1.000621169,530.3377920000001,32291.0,1,0,0,0,0,0,3,135019,135019,93141,0
00-raw-129k-r0,use1-az4,36,1.0006101660000002,530.0346880000001,32313.0,2,0,0,0,0,0,3,135489,135489,93451,0
00-raw-129k-r0,use1-az4,37,1.0006128319999998,531.091456,32352.0,2,0,0,0,0,0,3,135837,135837,93721,0
00-raw-129k-r0,use1-az4,38,1.000624685,534.347776,32534.0,1,0,0,0,0,0,3,136526,136526,93630,0
00-raw-129k-r0,use1-az4,39,1.0006213689999999,533.405696,32471.0,2,0,0,0,0,0,3,136157,136157,93652,0
00-raw-129k-r0,use1-az4,40,1.0006138820000001,528.949248,32276.0,1,0,0,0,0,0,3,135767,135767,95967,0
00-raw-129k-r0,use1-az4,41,1.000613711,531.656704,32374.0,1,0,0,0,0,0,3,136251,136251,93893,0
00-raw-129k-r0,use1-az4,42,1.000618261,529.5063040000001,32298.0,1,0,0,0,0,0,3,135553,135553,93622,0
00-raw-129k-r0,use1-az4,43,1.000616334,530.3910400000001,32315.0,1,0,0,0,0,0,3,135729,135729,93921,0
00-raw-129k-r0,use1-az4,44,1.0006005319999998,529.608704,32284.0,2,0,0,0,0,0,3,135656,135656,93581,0
00-raw-129k-r0,use1-az4,45,1.0006006219999999,530.423808,32322.0,1,0,0,0,0,0,3,135735,135735,93124,0
00-raw-129k-r0,use1-az4,46,1.000596963,529.260544,32264.0,1,0,0,0,0,0,3,135685,135685,93549,0
00-raw-129k-r0,use1-az4,47,1.000596804,529.555456,32292.0,2,0,0,0,0,0,3,135347,135347,94490,0
00-raw-129k-r0,use1-az4,48,1.0005999030000001,532.1359360000001,32424.0,1,0,0,0,0,0,3,135922,135922,94179,0
00-raw-129k-r0,use1-az4,49,1.000595967,532.455424,32418.0,1,0,0,0,0,0,3,135681,135681,94909,0
00-raw-129k-r0,use1-az4,50,1.000598077,528.8632319999999,32282.0,1,0,0,0,0,0,3,134562,134562,94349,0
00-raw-129k-r0,use1-az4,51,1.000595474,530.8047359999999,32299.0,2,0,0,0,0,0,3,134881,134881,94117,0
00-raw-129k-r0,use1-az4,52,1.00059687,530.714624,32387.0,2,0,0,0,0,0,3,134908,134908,93189,0
00-raw-129k-r0,use1-az4,53,1.000597075,531.808256,32400.0,2,0,0,0,0,0,3,135043,135043,94193,0
00-raw-129k-r0,use1-az4,54,1.000619665,530.6982399999999,32337.0,2,0,0,0,0,0,3,135055,135055,93533,0
00-raw-129k-r0,use1-az4,55,1.000612238,531.390464,32362.0,1,0,0,0,0,0,3,135322,135322,97054,0
00-raw-129k-r0,use1-az4,56,1.000602617,529.293312,32296.0,2,0,0,0,0,0,3,135102,135102,94164,0
00-raw-129k-r0,use1-az4,57,1.0006093,530.427904,32282.0,1,0,0,0,0,0,3,135071,135071,93110,0
00-raw-129k-r0,use1-az4,58,1.0005978210000002,531.726336,32399.0,1,0,0,0,0,0,3,135466,135466,94030,0
00-raw-129k-r0,use1-az4,59,1.0006151410000002,531.562496,32350.0,1,0,0,0,0,0,3,134821,134821,92814,0
00-raw-129k-r0,use1-az4,60,0.100063499,12.181504,740.0,0,0,0,0,0,0,3,3288,3288,2289,0
01-raw-321k-r0,use1-az1,-1,0.900552852,0.0,0.0,0,0,0,0,0,0,3,0,0,1,0
01-raw-321k-r0,use1-az1,0,1.000600266,1273.872384,12994.0,2,0,0,0,0,0,3,21743,21743,149119,0
01-raw-321k-r0,use1-az1,1,1.000600723,1316.663296,14421.0,2,0,0,0,0,0,3,23230,23230,155128,0
01-raw-321k-r0,use1-az1,2,1.000601616,1316.1799679999997,14729.0,2,0,0,0,0,0,3,23929,23929,155205,0
01-raw-321k-r0,use1-az1,3,1.000604496,1318.6170880000002,14656.0,1,0,0,0,0,0,3,24499,24499,155505,0
01-raw-321k-r0,use1-az1,4,1.000599409,1313.3619199999998,14274.0,2,0,0,0,0,0,3,23095,23095,154670,0
01-raw-321k-r0,use1-az1,5,1.000601096,1315.77856,14684.0,2,0,0,0,0,0,3,23904,23904,155210,0
01-raw-321k-r0,use1-az1,6,1.000602105,1311.686656,14430.0,2,0,0,0,0,0,3,23377,23377,154574,0
01-raw-321k-r0,use1-az1,7,1.0006027339999999,1317.80608,14564.0,2,0,0,0,0,0,3,23727,23727,155382,0
01-raw-321k-r0,use1-az1,8,1.000599681,1319.555072,15101.0,2,0,0,0,0,0,3,24713,24713,155541,0
01-raw-321k-r0,use1-az1,9,1.000598716,1308.966912,14649.0,0,0,0,0,0,0,3,24020,24020,154908,0
01-raw-321k-r0,use1-az1,10,1.00060165,1314.1729279999997,13824.0,2,0,0,0,0,0,3,22862,22862,154235,0
01-raw-321k-r0,use1-az1,11,1.000602614,1318.2812159999999,14294.0,2,0,0,0,0,0,3,23470,23470,155228,0
01-raw-321k-r0,use1-az1,12,1.000600377,1316.7001599999999,14595.0,1,0,0,0,0,0,3,23722,23722,155166,0
01-raw-321k-r0,use1-az1,13,1.0006072099999999,1315.561472,14632.0,1,0,0,0,0,0,3,24124,24124,155423,0
01-raw-321k-r0,use1-az1,14,1.00060877,1313.0629119999999,14219.0,2,0,0,0,0,0,3,23005,23005,154547,0
01-raw-321k-r0,use1-az1,15,1.000612005,1319.6984319999997,14638.0,2,0,0,0,0,0,3,23893,23893,155620,0
01-raw-321k-r0,use1-az1,16,1.0006021059999999,1314.226176,14520.0,1,0,0,0,0,0,3,23817,23817,154870,0
01-raw-321k-r0,use1-az1,17,1.000599131,1313.9476479999998,14245.0,2,0,0,0,0,0,3,23157,23157,154533,0
01-raw-321k-r0,use1-az1,18,1.000602388,1310.6094080000003,14780.0,2,0,0,0,0,0,3,23984,23984,154869,0
01-raw-321k-r0,use1-az1,19,1.000601206,1318.408192,14110.0,2,0,0,0,0,0,3,22694,22694,154652,0
01-raw-321k-r0,use1-az1,20,1.000602438,1310.5889280000001,14223.0,2,0,0,0,0,0,3,22944,22944,154513,0
01-raw-321k-r0,use1-az1,21,1.000601641,1316.3560960000002,14455.0,2,0,0,0,0,0,3,23490,23490,154986,0
01-raw-321k-r0,use1-az1,22,1.0006027,1312.7925760000003,14909.0,2,0,0,0,0,0,3,24623,24623,155292,0
01-raw-321k-r0,use1-az1,23,1.000602739,1315.0535680000003,14671.0,2,0,0,0,0,0,3,24022,24022,155225,0
01-raw-321k-r0,use1-az1,24,1.000604677,1315.545088,14927.0,2,0,0,0,0,0,3,24828,24828,155464,0
01-raw-321k-r0,use1-az1,25,1.000600688,1315.8768639999998,13847.0,2,0,0,0,0,0,3,22563,22563,154538,0
01-raw-321k-r0,use1-az1,26,1.000601857,1314.562048,14000.0,2,0,0,0,0,0,3,22769,22769,154421,0
01-raw-321k-r0,use1-az1,27,1.0006026719999999,1316.12672,14338.0,2,0,0,0,0,0,3,23336,23336,154925,0
01-raw-321k-r0,use1-az1,28,1.000602184,1316.7288319999998,14291.0,2,0,0,0,0,0,3,23418,23418,154920,0
01-raw-321k-r0,use1-az1,29,1.000601823,1316.5895679999999,14178.0,1,0,0,0,0,0,3,23319,23319,154914,0
01-raw-321k-r0,use1-az2,-1,0.8005243439999999,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0
01-raw-321k-r0,use1-az2,0,1.000649054,1209.36448,12273.0,1,0,0,0,0,0,3,23885,23895,141227,0
01-raw-321k-r0,use1-az2,1,1.000643911,1317.3637119999999,14425.0,2,0,0,0,0,0,3,27716,27716,155024,0
01-raw-321k-r0,use1-az2,2,1.000651517,1316.573184,14773.0,2,0,0,0,0,0,3,26523,26523,155825,0
01-raw-321k-r0,use1-az2,3,1.000642906,1318.2853119999997,14602.0,2,0,0,0,0,0,3,28602,28602,155520,0
01-raw-321k-r0,use1-az2,4,1.0006571279999998,1313.3619199999998,14370.0,2,0,0,0,0,0,3,27215,27215,154523,0
