name,family_index,per_family_instance_index,run_name,run_type,repetitions,repetition_index,threads,iterations,real_time,cpu_time,time_unit,items_per_iteration,items_per_second,projected_codes,stride,tuples_per_call,unit_bytes,fraction_R_0,fraction_R_1,fraction_R_AC,fraction_W_A,fraction_W_AB,fraction_W_AC,fraction_W_all,binding_bytes,allocated_binding_bytes,input_bytes,issued_write_bytes,live_bindings,lowered_decode_terms
scan/packet1/ordered/16/1024,0,0,scan/packet1/ordered/16/1024,iteration,3,0,1,20365,1376.0952614774621,1375.0837220721826,ns,1024.0,744681929.9532417,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/16/1024,0,0,scan/packet1/ordered/16/1024,iteration,3,1,1,20365,1378.1517800142337,1375.3493739258533,ns,1024.0,744538092.948014,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/16/1024,0,0,scan/packet1/ordered/16/1024,iteration,3,2,1,20365,1377.2369260987416,1375.19862509207,ns,1024.0,744619708.9758165,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/16/65536,0,1,scan/packet1/ordered/16/65536,iteration,3,0,1,319,87609.18808775209,87605.8620689655,ns,65536.0,748077793.566011,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/16/65536,0,1,scan/packet1/ordered/16/65536,iteration,3,1,1,319,87634.39184954372,87612.94670846395,ns,65536.0,748017301.804424,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/16/65536,0,1,scan/packet1/ordered/16/65536,iteration,3,2,1,319,89502.25705328245,87928.30721003136,ns,65536.0,745334489.8754435,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/16/1048576,0,2,scan/packet1/ordered/16/1048576,iteration,3,0,1,20,1414101.549999458,1414106.0000000012,ns,1048576.0,741511598.14045,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/16/1048576,0,2,scan/packet1/ordered/16/1048576,iteration,3,1,1,20,1416428.4999999665,1414403.0000000002,ns,1048576.0,741355893.617307,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/16/1048576,0,2,scan/packet1/ordered/16/1048576,iteration,3,2,1,20,1417308.0000006168,1415062.5,ns,1048576.0,741010379.4002032,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/64/1024,1,0,scan/packet1/ordered/64/1024,iteration,3,0,1,20369,1375.3767980758796,1375.183366881045,ns,1024.0,744627970.8301455,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/64/1024,1,0,scan/packet1/ordered/64/1024,iteration,3,1,1,20369,1375.491727625602,1375.127399479601,ns,1024.0,744658277.0349274,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/64/1024,1,0,scan/packet1/ordered/64/1024,iteration,3,2,1,20369,1375.179439344191,1375.0979429525275,ns,1024.0,744674228.6599083,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/64/65536,1,1,scan/packet1/ordered/64/65536,iteration,3,0,1,317,88279.59305996714,88279.77917981065,ns,65536.0,742367058.5595201,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/64/65536,1,1,scan/packet1/ordered/64/65536,iteration,3,1,1,317,88252.397476351,88233.59621451095,ns,65536.0,742755626.107212,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/64/65536,1,1,scan/packet1/ordered/64/65536,iteration,3,2,1,317,88406.75078862636,88323.28075709777,ns,65536.0,742001422.934388,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/64/1048576,1,2,scan/packet1/ordered/64/1048576,iteration,3,0,1,18,1608452.1111115655,1608045.0000000026,ns,1048576.0,652081253.9450068,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/64/1048576,1,2,scan/packet1/ordered/64/1048576,iteration,3,1,1,18,1591150.500000064,1591157.7777777778,ns,1048576.0,659001900.7822396,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/ordered/64/1048576,1,2,scan/packet1/ordered/64/1048576,iteration,3,2,1,18,1602500.4999996717,1602508.8888888909,ns,1048576.0,654333967.9863095,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/16/1024,2,0,scan/packet1/permuted/16/1024,iteration,3,0,1,20337,1375.7363917975786,1375.7392929143928,ns,1024.0,744327072.1960253,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/16/1024,2,0,scan/packet1/permuted/16/1024,iteration,3,1,1,20337,1378.0552687223383,1376.3313173034371,ns,1024.0,744006902.3541958,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/16/1024,2,0,scan/packet1/permuted/16/1024,iteration,3,2,1,20337,1375.9679893789878,1375.9713822097638,ns,1024.0,744201524.2755197,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/16/65536,2,1,scan/packet1/permuted/16/65536,iteration,3,0,1,319,87701.28526647131,87704.04388714733,ns,65536.0,747240344.8617269,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/16/65536,2,1,scan/packet1/permuted/16/65536,iteration,3,1,1,319,87762.98119122905,87709.46708463959,ns,65536.0,747194141.9591318,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/16/65536,2,1,scan/packet1/permuted/16/65536,iteration,3,2,1,319,87662.73040756569,87663.51097178675,ns,65536.0,747585845.8497267,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/16/1048576,2,2,scan/packet1/permuted/16/1048576,iteration,3,0,1,20,1418631.4999996342,1417060.5000000002,ns,1048576.0,739965583.6853824,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/16/1048576,2,2,scan/packet1/permuted/16/1048576,iteration,3,1,1,20,1418226.9999999164,1417143.500000001,ns,1048576.0,739922244.9949489,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/16/1048576,2,2,scan/packet1/permuted/16/1048576,iteration,3,2,1,20,1416397.4999995332,1416389.4999999981,ns,1048576.0,740316134.7920197,16.0,16.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/64/1024,3,0,scan/packet1/permuted/64/1024,iteration,3,0,1,20327,1377.252472081775,1376.099276823932,ns,1024.0,744132358.2143105,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/64/1024,3,0,scan/packet1/permuted/64/1024,iteration,3,1,1,20327,1379.1213656711866,1377.0226791951654,ns,1024.0,743633358.7464964,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/64/1024,3,0,scan/packet1/permuted/64/1024,iteration,3,2,1,20327,1376.1800068877494,1376.079106606982,ns,1024.0,744143265.516829,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/64/65536,3,1,scan/packet1/permuted/64/65536,iteration,3,0,1,317,88479.71608831856,88374.85804416418,ns,65536.0,741568376.4634647,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/64/65536,3,1,scan/packet1/permuted/64/65536,iteration,3,1,1,317,88397.69716090152,88337.94952681419,ns,65536.0,741878211.471358,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/64/65536,3,1,scan/packet1/permuted/64/65536,iteration,3,2,1,317,88462.74447947122,88446.4353312304,ns,65536.0,740968245.4082948,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/64/1048576,3,2,scan/packet1/permuted/64/1048576,iteration,3,0,1,17,1616806.5294115932,1614695.8823529352,ns,1048576.0,649395351.4466234,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/64/1048576,3,2,scan/packet1/permuted/64/1048576,iteration,3,1,1,17,1612569.4705881614,1610427.058823527,ns,1048576.0,651116729.7238667,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet1/permuted/64/1048576,3,2,scan/packet1/permuted/64/1048576,iteration,3,2,1,17,1607646.058822772,1607649.4117647093,ns,1048576.0,652241709.1230004,16.0,64.0,1.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/1024,4,0,scan/packet4/ordered/16/1024,iteration,3,0,1,44366,632.32545192268,631.8318081413713,ns,1024.0,1620684471.413762,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/1024,4,0,scan/packet4/ordered/16/1024,iteration,3,1,1,44366,632.2088987059785,632.1090474687809,ns,1024.0,1619973648.693225,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/1024,4,0,scan/packet4/ordered/16/1024,iteration,3,2,1,44366,631.9017040074627,631.8507415588482,ns,1024.0,1620635907.577911,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/65536,4,1,scan/packet4/ordered/16/65536,iteration,3,0,1,692,40506.30202310968,40468.251445086644,ns,65536.0,1619442344.5482693,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/65536,4,1,scan/packet4/ordered/16/65536,iteration,3,1,1,692,40470.33381502915,40426.05491329481,ns,65536.0,1621132711.0834987,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/65536,4,1,scan/packet4/ordered/16/65536,iteration,3,2,1,692,40495.11560693866,40406.098265895635,ns,65536.0,1621933391.557259,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/1048576,4,2,scan/packet4/ordered/16/1048576,iteration,3,0,1,43,657884.186046571,657297.4418604653,ns,1048576.0,1595283859.6663783,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/1048576,4,2,scan/packet4/ordered/16/1048576,iteration,3,1,1,43,657628.604651061,657636.7441860503,ns,1048576.0,1594460785.9431746,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/16/1048576,4,2,scan/packet4/ordered/16/1048576,iteration,3,2,1,43,655703.4883720002,655186.7441860476,ns,1048576.0,1600423099.6807916,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/1024,5,0,scan/packet4/ordered/64/1024,iteration,3,0,1,43224,647.2170553396769,647.2186748102904,ns,1024.0,1582154594.504168,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/1024,5,0,scan/packet4/ordered/64/1024,iteration,3,1,1,43224,647.7061586157465,647.2117342217297,ns,1024.0,1582171561.2609484,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/1024,5,0,scan/packet4/ordered/64/1024,iteration,3,2,1,43224,649.2562002588967,648.4689061632471,ns,1024.0,1579104241.186571,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/65536,5,1,scan/packet4/ordered/64/65536,iteration,3,0,1,617,45179.045380877695,45180.29173419754,ns,65536.0,1450543975.8016205,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/65536,5,1,scan/packet4/ordered/64/65536,iteration,3,1,1,617,45356.69367910479,45270.27552674226,ns,65536.0,1447660727.429995,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/65536,5,1,scan/packet4/ordered/64/65536,iteration,3,2,1,617,45212.578606137475,45213.67909238273,ns,65536.0,1449472843.5191867,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/1048576,5,2,scan/packet4/ordered/64/1048576,iteration,3,0,1,20,1338632.2000002337,1338638.5,ns,1048576.0,783315286.3898655,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/1048576,5,2,scan/packet4/ordered/64/1048576,iteration,3,1,1,20,1366904.5999996853,1366909.500000002,ns,1048576.0,767114428.5704346,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/ordered/64/1048576,5,2,scan/packet4/ordered/64/1048576,iteration,3,2,1,20,1397935.5499998291,1397935.0000000058,ns,1048576.0,750089238.7700399,16.0,64.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/1024,6,0,scan/packet4/permuted/16/1024,iteration,3,0,1,44199,634.0121043465193,633.0564039910352,ns,1024.0,1617549389.8241982,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/1024,6,0,scan/packet4/permuted/16/1024,iteration,3,1,1,44199,632.0357926648297,632.036923912307,ns,1024.0,1620158508.5590293,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/1024,6,0,scan/packet4/permuted/16/1024,iteration,3,2,1,44199,632.4878617163541,632.4536754225213,ns,1024.0,1619090914.9447186,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/65536,6,1,scan/packet4/permuted/16/65536,iteration,3,0,1,693,40541.19769118377,40455.18037518041,ns,65536.0,1619965586.414908,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/65536,6,1,scan/packet4/permuted/16/65536,iteration,3,1,1,693,40396.20634919709,40388.88888888873,ns,65536.0,1622624484.1815746,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/65536,6,1,scan/packet4/permuted/16/65536,iteration,3,2,1,693,40421.329004337524,40393.9393939393,ns,65536.0,1622421605.401354,16.0,16.0,4.0,,,,,,,,,,,,,,
scan/packet4/permuted/16/1048576,6,2,scan/packet4/permuted/16/1048576,iteration,3,0,1,43,659028.6046512277,658514.1860465117,ns,1048576.0,1592336235.45042,16.0,16.0,4.0,,,,,,,,,,,,,,
