case,ordinary,candidate,ratio,ordinary_min,ordinary_max,candidate_min,candidate_max,improvement_separated,loss_separated,both_edges_agree,block_medians
runtime/authored/avx2/local/k23/h16/u32/headgapped/mixed,7.231016388925326,6.900855796889967,0.9543410532797275,6.860386283449879,7.773755673454368,6.898122314239235,6.940160989194369,False,False,False,"[6.870964354139631, 6.899544887406647, 7.643170205091381, 6.902166706373287]"
runtime/authored/avx2/local/k23/h16/u32/headgapped/o1-n16,8.66339123391214,8.661685682755722,0.9998031312322891,8.623909221473856,8.871661832868938,8.626388207217756,8.690478944168342,False,False,False,"[8.62774964507394, 8.634245381838308, 8.749378541621994, 8.67731884285451]"
runtime/authored/avx2/local/k23/h16/u32/headgapped/o1-n17,9.469590468942958,8.684196467831827,0.9170614607160725,8.758265666680275,10.148271422610687,8.642450978931626,8.721634943257094,True,False,True,"[9.147710221705031, 8.692022613480251, 9.854351273351474, 8.676370322183402]"
runtime/authored/avx2/local/k23/h16/u32/independentlygapped/mixed,7.030175505933731,6.998193774864568,0.995450791940803,7.0092598257224275,7.060555435018428,6.985417832960135,7.016479048674944,False,False,True,"[7.010794429874086, 6.989551010343366, 7.055593166901672, 7.008575383361815]"
runtime/authored/avx2/local/k23/h16/u32/independentlygapped/o1-n16,8.919633545720874,8.692705242869184,0.9745585621103732,8.67968131139097,9.321346627572371,8.652077103996474,8.700395817946845,False,False,True,"[8.692983313859825, 8.673283852232935, 9.2212610633938, 8.700158220022676]"
runtime/authored/avx2/local/k23/h16/u32/independentlygapped/o1-n17,8.899571026687616,8.65667386493244,0.9727068685640256,8.678840216612711,9.4096482014055,8.63385596312012,8.715071346842665,False,False,True,"[8.682898803523134, 8.643414972502134, 9.088942581822302, 8.669932757362748]"
runtime/authored/avx2/local/k23/h16/u64/headgapped/mixed,7.5875924642028565,7.152156035637638,0.9426120431982157,7.187225509519762,8.135084911508239,7.120545110788388,7.173261440779719,True,False,True,"[7.188137410854503, 7.165961736280882, 7.999980915331257, 7.141377764271433]"
runtime/authored/avx2/local/k23/h16/u64/headgapped/o1-n16,9.462663458426306,9.106147050963449,0.9623238838590009,9.097363995649552,10.16157866891099,9.083632101010645,9.126248371312924,False,False,True,"[9.163764184077834, 9.122095869025857, 10.108681142440055, 9.096678169077618]"
runtime/authored/avx2/local/k23/h16/u64/headgapped/o1-n17,9.713437297723386,9.080611111690889,0.9348504379411788,9.093620123573105,10.80956811572078,9.062780241823534,9.105316482383785,False,False,True,"[9.106400180441636, 9.08957415852678, 10.696538679381696, 9.0703103309456]"
runtime/authored/avx2/local/k23/h16/u64/independentlygapped/mixed,7.383846372980141,7.316341136121622,0.9908577137918874,7.279559178073104,7.557964931145787,7.244880281316983,7.340231682722433,False,False,False,"[7.297875952693124, 7.328008917382808, 7.556193327341841, 7.285899044147163]"
runtime/authored/avx2/local/k23/h16/u64/independentlygapped/o1-n16,9.310516999810826,9.136916689605574,0.9813543855611048,9.084749447072438,9.82113696885703,9.096334061444969,9.140189861868047,False,False,False,"[9.088979909717663, 9.10037477862637, 9.584568373773726, 9.140170309979965]"
runtime/authored/avx2/local/k23/h16/u64/independentlygapped/o1-n17,9.205152699091327,9.137853970169164,0.9926890154762119,9.101629264210517,9.561332432530454,9.102544424954178,9.16005201355167,False,False,False,"[9.111615841777022, 9.118747920017663, 9.347281721561272, 9.149699022706985]"
runtime/authored/avx2/local/k7/h0/u32/dense/mixed,6.065917459485005,6.059847153259986,0.998999276487759,6.045306944238671,6.117641903461677,6.055500604779144,6.086910497483316,False,False,False,"[6.094363777304707, 6.057305131851086, 6.04860292858068, 6.082067116228472]"
runtime/authored/avx2/local/k7/h0/u32/dense/o1-n16,8.543949338862635,7.654654265944137,0.8959152216793363,7.662543200754051,8.695182789504006,7.60750793502614,8.015132525147033,False,False,True,"[8.09965428487479, 7.669841877960433, 8.689589075511968, 7.6394666539278395]"
runtime/authored/avx2/local/k7/h0/u32/dense/o1-n17,8.015533376829191,7.65765270374566,0.9553516084009991,7.653406890927865,8.643515155529425,7.616211028334576,7.6849868218414015,False,False,True,"[8.48980157043368, 7.631182927750911, 7.79282263458018, 7.664782727618688]"
runtime/authored/avx2/local/k7/h0/u64/dense/mixed,6.205462246631655,6.1880666091332515,0.9971967217256303,6.167800524850662,6.217850239148524,6.180587775458078,6.20661402762592,False,False,True,"[6.2079092310033985, 6.1835426045770046, 6.203015262259912, 6.1925906136894975]"
runtime/authored/avx2/local/k7/h0/u64/dense/o1-n16,8.110855039225868,7.88417869646554,0.9720527192676885,7.848889054080298,8.524298282006642,7.815962400338968,7.919724750071754,False,False,True,"[8.075437710871885, 7.850420426334381, 8.146272367579849, 7.9076593965249184]"
runtime/authored/avx2/local/k7/h0/u64/dense/o1-n17,8.254832003378738,7.854798434073464,0.9515394657163783,7.852599813253609,8.825998019947635,7.832909052683866,8.395697476237796,False,False,True,"[8.303108399302124, 7.8494484768306485, 7.9387592997910525, 7.8613204561506524]"
runtime/authored/avx2/striped/k12/h0/u32/dense/mixed,4.448675846749866,4.42949871872761,0.9956892503111309,4.414236694795594,4.570840608257709,4.414906718230675,4.435375205897447,False,False,False,"[4.422001180910452, 4.424663548200115, 4.507784845321726, 4.433220771845363]"
runtime/authored/avx2/striped/k12/h0/u32/dense/o16-n16,2.5019331161725136,2.469600173122558,0.9870768155867335,2.451169445485208,2.5700908629259245,2.444287123205467,2.49983836042721,False,False,False,"[2.465823459160747, 2.492139829419045, 2.5539370073155685, 2.446478685579676]"
runtime/authored/avx2/striped/k12/h0/u32/dense/o17-n16,2.4285428653935313,2.5157844871307944,1.0359234432220434,2.4131874616104505,2.5124375162145016,2.426458451007092,2.6085828729199645,False,False,False,"[2.417023407898456, 2.6020644474443273, 2.487517314783929, 2.4317580391950573]"
runtime/authored/avx2/striped/k12/h0/u32/dense/o17-n17,6.98897463569117,7.003200496168429,1.0020354717564162,6.94519304536805,7.046929829824229,6.954979443759806,7.041707692966286,False,False,False,"[6.98131846504641, 6.978830425625724, 7.034865435278851, 7.025961788015362]"
runtime/authored/avx2/striped/k12/h0/u64/dense/mixed,4.600361054321715,4.573297788749381,0.9941171431431648,4.574045426973827,4.61695319100252,4.5568523176334415,4.603118009192135,False,False,True,"[4.589692214909237, 4.557997126958394, 4.616256314242486, 4.60014081795504]"
runtime/authored/avx2/striped/k12/h0/u64/dense/o16-n16,2.8524549106091124,2.86202144233313,1.0033537889375348,2.838675233770407,2.8789751369422585,2.8064442601842434,2.870943280001745,False,False,False,"[2.843620956040405, 2.864418255036475, 2.8666840847600388, 2.825978343342023]"
runtime/authored/avx2/striped/k12/h0/u64/dense/o17-n16,2.8475344081510627,2.8796593487973663,1.0112816689955866,2.827555417474932,2.870240469187616,2.819488553541921,2.9314235956754384,False,False,False,"[2.827853801878604, 2.929709727359201, 2.8643466523028196, 2.8265123248629545]"
runtime/authored/avx2/striped/k12/h0/u64/dense/o17-n17,7.2185662619111,7.199851699822911,0.9974074405624097,7.169939839096484,7.407879697548199,7.172728943449147,7.229704658662521,False,False,True,"[7.194072121912212, 7.174512694758478, 7.306522000044686, 7.225481093277379]"
runtime/authored/avx2/striped/k28/h16/u32/independentlygapped/mixed,5.212353787268514,5.149975039164781,0.9880325183881231,5.191741658076593,5.386898241597768,5.140724617390901,5.158774211676392,True,False,True,"[5.309449027463227, 5.152013480026055, 5.201015297952524, 5.147936598303508]"
runtime/authored/avx2/striped/k28/h16/u32/independentlygapped/o16-n16,3.232662824355713,3.206429811199155,0.991885014125534,3.1876683343596053,3.267950762956784,3.199548954449159,3.221231936735063,False,False,True,"[3.21200792795568, 3.204019297361549, 3.240067325120015, 3.213126299427246]"
runtime/authored/avx2/striped/k28/h16/u32/independentlygapped/o17-n16,3.216141000430612,3.217261076064199,1.0003482669551607,3.206575531049002,3.254286197285585,3.2004071922325585,3.2194821011978285,False,False,False,"[3.212680923794727, 3.219124474357464, 3.247553342074799, 3.2131874865132604]"
runtime/authored/avx2/striped/k28/h16/u32/independentlygapped/o17-n17,8.179737282664734,8.098289902383637,0.9900427877489774,8.090080252948274,8.648001202225279,8.063875562589539,8.19084791069044,False,False,True,"[8.099607640259649, 8.099109989865596, 8.222708307141087, 8.097469814901679]"
runtime/authored/avx2/striped/k28/h16/u64/independentlygapped/mixed,5.507927211919055,5.438860461631715,0.9874604823865717,5.461268644957959,5.539066391355513,5.4013043548106605,5.450207008053176,True,False,True,"[5.469140624999984, 5.44536381788481, 5.512670119327812, 5.42141651569541]"
runtime/authored/avx2/striped/k28/h16/u64/independentlygapped/o16-n16,3.4357020434787158,3.4455974630551998,1.0028801739648134,3.417682733270471,3.5345095264038946,3.4275746675934387,3.45163055753995,False,False,True,"[3.4256760586830066, 3.4311280860736253, 3.444508927631438, 3.4505341023102267]"
runtime/authored/avx2/striped/k28/h16/u64/independentlygapped/o17-n16,3.512134240044828,3.531560719619322,1.005531246315416,3.487057252249085,3.620801459330663,3.4789222261124833,3.551507970548995,False,False,False,"[3.4957581457724594, 3.536751139037004, 3.5285710338767173, 3.489069278741802]"
runtime/authored/avx2/striped/k28/h16/u64/independentlygapped/o17-n17,8.43297307261141,8.31871575580799,0.9864511227748959,8.3105170714649,8.577799445858451,8.305345296920041,8.33320008034718,False,False,True,"[8.396312905328076, 8.33312673189329, 8.492103963087043, 8.318354135559403]"
runtime/authored/avx512/local/k23/h16/u32/headgapped/mixed,7.298631722238039,5.947059872122223,0.8148184616579924,7.209547658968745,7.327267371597017,5.92079929625267,5.963911737418457,True,False,True,"[7.309003460797352, 5.950163966049351, 7.2453977110039745, 5.943955778195096]"
runtime/authored/avx512/local/k23/h16/u32/headgapped/o1-n16,9.014072507006645,7.24532331710823,0.8037791255258303,8.976039656835743,9.053342137883199,7.209651602309804,7.278726083410504,True,False,True,"[9.048889931394777, 7.271773946898615, 9.002542077246467, 7.219748688618655]"
runtime/authored/avx512/local/k23/h16/u32/headgapped/o1-n17,9.027923214495392,8.996980578834116,0.9965725632655367,8.974241444762308,9.112752449641269,8.972321843717552,9.017878860344457,False,False,False,"[8.991756815305944, 9.004016637059378, 9.109321594665792, 8.989944520608853]"
runtime/authored/avx512/local/k23/h16/u32/independentlygapped/mixed,7.606736398971847,6.029469171179388,0.7926486281283983,7.234443735243709,8.066435325525825,5.984704132566141,6.065459977142295,True,False,True,"[7.248960618707647, 6.058816808243522, 7.979014973708308, 6.003832298875739]"
runtime/authored/avx512/local/k23/h16/u32/independentlygapped/o1-n16,9.712742634223194,7.228872512407493,0.7442668651526196,8.998715255805255,10.641859281352579,7.184296191973877,7.263658185276266,True,False,True,"[10.494836812044893, 7.244278042099157, 9.052799826665867, 7.2061476501131105]"
runtime/authored/avx512/local/k23/h16/u32/independentlygapped/o1-n17,9.175419356193563,9.0115330487638,0.9821385485428372,8.987233893992094,9.578717113518495,8.997934813970085,9.023520064163993,False,False,False,"[8.998221218829448, 9.011525099506015, 9.409526666457571, 9.011540998021585]"
runtime/authored/avx512/local/k23/h16/u64/headgapped/mixed,7.461931405860835,6.076899703197814,0.8143869693608851,7.388968696269952,8.30792784949407,6.038775789613524,6.105260795727469,True,False,True,"[7.450145019907858, 6.104618605225698, 7.473717791813812, 6.039493424851566]"
runtime/authored/avx512/local/k23/h16/u64/headgapped/o1-n16,9.275800809378236,7.148909835848693,0.7707054067634609,9.233069670680045,9.3429089974666,7.124114007851846,7.179640592368549,True,False,True,"[9.28674508675637, 7.126053708728448, 9.264856532000099, 7.151828615830589]"
runtime/authored/avx512/local/k23/h16/u64/headgapped/o1-n17,9.27826268269391,9.243456252806784,0.9962486048221023,9.247630592031292,9.364673450512083,9.198605462550494,9.260381801181566,False,False,True,"[9.343483824625888, 9.210587458796407, 9.252495940417349, 9.246107783906009]"
runtime/authored/avx512/local/k23/h16/u64/independentlygapped/mixed,7.640339401355314,6.255103116495993,0.8186944045164283,7.487079477684359,8.095964443440614,6.200827979579577,6.3098456839059445,True,False,True,"[7.502384302020565, 6.294975177534971, 7.99458249429147, 6.210923312651321]"
runtime/authored/avx512/local/k23/h16/u64/independentlygapped/o1-n16,9.258793366054046,7.1581245342715505,0.7731163501840015,9.197313203370484,9.721769801372417,7.124924736049437,7.191354118808517,True,False,True,"[9.260426536150675, 7.185322454493671, 9.241009003494069, 7.126137114268064]"
runtime/authored/avx512/local/k23/h16/u64/independentlygapped/o1-n17,9.65822556497323,9.221434679113866,0.9547752449017715,9.260164960372064,10.0632372598477,9.18627788136785,9.272032306469148,False,False,True,"[9.280142067050512, 9.245122111720688, 10.061375702332029, 9.190564091964513]"
runtime/authored/avx512/local/k7/h0/u32/dense/mixed,6.348924485558362,5.131185200058409,0.8081975477468831,6.308543229126797,6.500575408239174,5.114519932827072,5.157067873401173,True,False,True,"[6.308600177211733, 5.129660119742989, 6.418154258353315, 5.13585054403468]"
runtime/authored/avx512/local/k7/h0/u32/dense/o1-n16,7.991369742048811,6.329632983974125,0.7920585817308645,7.941798137938655,8.065326604586254,6.303899505222428,6.358936356869433,True,False,True,"[7.964560520808072, 6.350097033177311, 8.01817896328955, 6.321811406382436]"
runtime/authored/avx512/local/k7/h0/u32/dense/o1-n17,7.9724613727434335,7.873400674790984,0.9875746405882728,7.891782004061729,8.162795074800853,7.854930947845495,7.8922265775152685,False,False,True,"[7.951544775043219, 7.87850402562231, 8.034257288833368, 7.859788148497706]"
runtime/authored/avx512/local/k7/h0/u64/dense/mixed,6.36094449530213,5.2613841253583855,0.8271388202246028,6.338704420743558,6.4165250125141435,5.200515426901742,5.3283057790343245,True,False,True,"[6.347933018151378, 5.31249110714513, 6.369644491529618, 5.212995988510249]"
runtime/authored/avx512/local/k7/h0/u64/dense/o1-n16,7.95670545549803,6.362655295934498,0.7996595238470147,7.893258165867707,8.016628449176585,6.298514485035001,6.430445177140168,True,False,True,"[7.923037848758622, 6.430011319883743, 7.982187067281513, 6.304207428143405]"
runtime/authored/avx512/local/k7/h0/u64/dense/o1-n17,8.075742689280638,7.89210602167231,0.9772607084358844,7.8638405552664725,8.542269131771146,7.870167584040703,7.924125794287115,False,False,True,"[7.927113334382002, 7.914739603429072, 8.322578206014548, 7.882372046057342]"
runtime/authored/avx512/striped/k12/h0/u32/dense/mixed,4.709298760176775,3.8429534570681976,0.8160351790728059,4.533362552775958,5.011956984299554,3.809898653467605,3.85748883509252,True,False,True,"[4.5448529944396165, 3.85525310181158, 5.001467710606805, 3.819179169868896]"
runtime/authored/avx512/striped/k12/h0/u32/dense/o16-n16,2.7648822025097872,2.6129876986421996,0.9450629384030512,2.6846354635417655,2.925140268224473,2.564251193498346,2.6659370711229875,True,False,True,"[2.6878500929660905, 2.6577886594817195, 2.86326414243648, 2.5653109060612267]"
runtime/authored/avx512/striped/k12/h0/u32/dense/o17-n16,2.643384236228379,2.611034548863219,0.9877620185057482,2.61141344812356,2.7917818353277957,2.583902906037148,2.6442037024440213,False,False,False,"[2.6150856529230317, 2.6387660628971235, 2.717639807979928, 2.5860606141432463]"
runtime/authored/avx512/striped/k12/h0/u32/dense/o17-n17,7.460569050544535,4.84182074575714,0.6489881285132992,7.2206987536755145,7.7956812030163505,4.825294497784264,4.846823258833504,True,False,True,"[7.22509356349006, 4.8441459193375085, 7.698738202389982, 4.832705756093065]"
runtime/authored/avx512/striped/k12/h0/u64/dense/mixed,5.01717334432022,4.2957123509928605,0.8562017008752344,4.836246350682256,5.255892312927534,4.2453669963561325,4.352316470358309,True,False,True,"[4.845978558292887, 4.250367138697306, 5.238248876722592, 4.348068137378364]"
runtime/authored/avx512/striped/k12/h0/u64/dense/o16-n16,2.7532216598084,2.693503155460424,0.9783095908259956,2.707258910314263,2.9616470795847385,2.6599184743961897,2.7459053604079533,False,False,False,"[2.7110391710266555, 2.711662488677013, 2.904214291664488, 2.6744636747447963]"
runtime/authored/avx512/striped/k12/h0/u64/dense/o17-n16,2.8364122588647547,2.6894592033686537,0.9481905160165549,2.77090351210061,3.070652206662235,2.648934362559504,2.7391191076038655,True,False,True,"[2.7848417705082738, 2.7308229053884365, 2.979792007217762, 2.6557443506853593]"
