input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:values_per_item,counter:logical_values,counter:encoded_bytes,counter:query_bytes,counter:io_bytes_per_value,counter:bulk_input_output_bytes
small,resident/calico/striped/k6/h0/u64/get16,1,5,"[1199.910731592857,1155.1878717390368,1146.2745896204733,1143.4242646834452,1142.8319611502716]",1146.2745896204733,"[1200.0625899063189,1155.2777012623942,1146.5884675417572,1143.739111804912,1143.0371764655054]",1146.5884675417572,"[4.687151295284598,4.512452623980613,4.477635115704974,4.466501033919708,4.464187348243248]",4.477635115704974,16.0,5376.0,4032.0,65536.0,8.0,0.0
small,resident/calico/striped/k7/h0/u64/get16,1,5,"[2920.0598331896854,2879.445744658359,2871.5415239815125,2862.788335889151,2863.064560179742]",2871.5415239815125,"[2920.310930901102,2880.363558058431,2871.9450198533714,2863.04928675023,2863.551019979785]",2871.9450198533714,"[11.406483723397209,11.247834940071716,11.216959078052783,11.182766937066996,11.183845938202117]",11.216959078052783,16.0,4608.0,4032.0,65536.0,8.0,0.0
small,resident/predecessor/local/k1/h0/u64/get16,1,5,"[1589.1060115252158,1587.9177777020043,1586.9730396335572,1587.689273820484,1587.6248053557015]",1587.689273820484,"[1590.8918743820864,1588.6016526294723,1587.0685488911101,1588.097532421783,1587.8293836170303]",1588.097532421783,"[6.207445357520374,6.2028038191484525,6.199113436068583,6.201911225861266,6.201659395920709]",6.201911225861266,16.0,32768.0,4096.0,65536.0,8.0,0.0
small,resident/predecessor/local/k2/h0/u64/get16,1,5,"[1606.1405987996318,1607.5098354399502,1605.0289570154814,1604.2423184115155,1608.4448440553565]",1606.1405987996318,"[1606.7671758817157,1608.0721496881204,1605.5979785599,1604.4392469326633,1608.7747158071847]",1606.7671758817157,"[6.273986714061062,6.279335294687305,6.269644363341724,6.266571556294982,6.282987672091236]",6.273986714061062,16.0,16384.0,4096.0,65536.0,8.0,0.0
small,resident/predecessor/local/k3/h0/u64/get16,1,5,"[1668.5279924984561,1662.4671266965674,1673.437433129352,1672.1583256194049,1671.3777694961518]",1671.3777694961518,"[1668.7638940649676,1663.2074342115882,1674.0160249093021,1672.8437180672868,1671.711743986132]",1671.711743986132,"[6.517687470697094,6.4940122136584675,6.536864973161532,6.5318684594508,6.528819412094343]",6.528819412094343,16.0,10752.0,4032.0,65536.0,8.0,0.0
small,resident/predecessor/local/k4/h0/u64/get16,1,5,"[1597.3922056384638,1600.9419568822138,1599.3912969399812,1593.4772825370376,1600.9450123809459]",1599.3912969399812,"[1597.66411095222,1601.375644607412,1599.5287603081467,1594.1074308821117,1601.5003861968269]",1599.5287603081467,"[6.23981330327525,6.253679519071147,6.247622253671801,6.224520634910303,6.253691454613071]",6.247622253671801,16.0,8192.0,4096.0,65536.0,8.0,0.0
small,resident/predecessor/local/k5/h0/u64/get16,1,5,"[1672.1086992839657,1672.8121837708798,1672.7703341288466,1671.8910501192977,1670.7390095465319]",1672.1086992839657,"[1672.4277804294545,1673.0073747020892,1673.0750357993497,1672.088233890555,1671.2807398566363]",1672.4277804294545,"[6.531674606577992,6.534422592854999,6.534259117690806,6.530824414528507,6.52632425604114]",6.531674606577992,16.0,6400.0,4000.0,65536.0,8.0,0.0
small,resident/predecessor/local/k56/h0/u64/get16,1,5,"[1613.7910212805496,1609.0210851679597,1609.5933147951982,1610.6539619433956,1610.1492048535983]",1610.1492048535983,"[1616.2465528338143,1609.6710713796372,1609.8049133608451,1610.882876775321,1610.2893781308012]",1610.2893781308012,"[6.303871176877147,6.285238613937342,6.287473885918743,6.291617038841388,6.2896453314593685]",6.2896453314593685,16.0,512.0,3584.0,65536.0,8.0,0.0
small,resident/predecessor/local/k6/h0/u64/get16,1,5,"[1671.4454156325105,1668.2503267269146,1664.9317530544618,1671.3927196863488,1669.5175952903758]",1669.5175952903758,"[1671.6209009266709,1669.744997182041,1665.6416675662686,1672.0500821315518,1669.824155006601]",1669.824155006601,"[6.529083654814493,6.516602838777009,6.503639660368992,6.5288778112748,6.521553106603032]",6.521553106603032,16.0,5376.0,4032.0,65536.0,8.0,0.0
small,resident/predecessor/local/k7/h0/u64/get16,1,5,"[1672.988148836385,1671.1029919720654,1672.1239905666594,1671.451225612945,1669.2615712617703]",1671.451225612945,"[1673.790919269588,1671.6378189093755,1675.729781557287,1671.699039995928,1669.400747992872]",1671.699039995928,"[6.535109956392129,6.5277460623908805,6.531734338151013,6.529106350050568,6.520553012741289]",6.529106350050568,16.0,4608.0,4032.0,65536.0,8.0,0.0
small,resident/predecessor/striped/k1/h0/u64/get16,1,5,"[1589.1654468915588,1588.8942710283552,1588.5299837741557,1589.1202301119934,1603.694443498884]",1589.1202301119934,"[1589.8800649034542,1589.6571694411186,1588.945047713009,1589.479967321518,1603.8450601942461]",1589.6571694411186,"[6.2076775269201505,6.206618246204512,6.2051952491177955,6.207500898874973,6.264431419917515]",6.207500898874973,16.0,32768.0,4096.0,65536.0,8.0,0.0
small,resident/predecessor/striped/k2/h0/u64/get16,1,5,"[1600.90743653627,1608.1078223130473,1603.1666073458305,1605.839833748575,1607.211465377689]",1605.839833748575,"[1601.1331389140305,1608.559881511187,1603.4101289368823,1606.1673306771766,1607.5786881292067]",1606.1673306771766,"[6.253544673969806,6.281671180910341,6.262369559944649,6.272811850580371,6.278169786631597]",6.272811850580371,16.0,16384.0,4096.0,65536.0,8.0,0.0
small,resident/predecessor/striped/k3/h0/u64/get16,1,5,"[1729.8020014384515,1724.269809776538,1718.6126708167055,1716.6600158726196,1717.4457602737873]",1718.6126708167055,"[1730.0900275291158,1724.492138091216,1720.6187346542577,1718.2789241337998,1718.2049304333366]",1720.6187346542577,"[6.757039068118951,6.735428944439603,6.713330745377756,6.70570318700242,6.708772501069481]",6.713330745377756,16.0,10752.0,4032.0,65536.0,8.0,0.0
small,resident/predecessor/striped/k4/h0/u64/get16,1,5,"[1606.7315799763503,1607.0140184228565,1601.4950837770464,1599.34919557944,1596.707165610541]",1601.4950837770464,"[1607.1909104503684,1607.111537886969,1601.6997941512038,1599.8198764901317,1596.8445323549909]",1601.6997941512038,"[6.2762952342826175,6.277398509464283,6.255840171004087,6.247457795232188,6.237137365666176]",6.255840171004087,16.0,8192.0,4096.0,65536.0,8.0,0.0
small,resident/predecessor/striped/k5/h0/u64/get16,1,5,"[1786.0812320623268,1777.7073851989023,1782.0407954079492,1782.457180196836,1779.509635096307]",1782.0407954079492,"[1786.3775112748706,1778.1298431734776,1782.3038386633873,1782.611879868887,1779.8462100251384]",1782.3038386633873,"[6.976879812743465,6.944169473433211,6.961096857062301,6.962723360143889,6.951209512094948]",6.961096857062301,16.0,6400.0,4000.0,65536.0,8.0,0.0
small,resident/predecessor/striped/k6/h0/u64/get16,1,5,"[1787.0541728811188,1773.2734323325888,1782.4252123727977,1785.0374294793326,1788.8436417871742]",1785.0374294793326,"[1787.2218403473341,1773.622787108099,1782.6427209656028,1785.6444199465996,2138.4953115878275]",1785.6444199465996,"[6.98068036281687,6.926849345049176,6.96259848583124,6.972802458903643,6.987670475731148]",6.972802458903643,16.0,5376.0,4032.0,65536.0,8.0,0.0
small,resident/predecessor/striped/k7/h0/u64/get16,1,5,"[1755.6436780164263,1752.359741990646,1753.876527686901,1752.1572951767857,1749.84323291253]",1752.359741990646,"[1756.5425866316925,1752.5852487045981,1755.9170648295217,1753.7176356688033,1751.6442186796173]",1753.7176356688033,"[6.857983117251664,6.84515524215096,6.851080186276957,6.844364434284319,6.835325128564571]",6.84515524215096,16.0,4608.0,4032.0,65536.0,8.0,0.0
small,resident/series/avx2/local/k1/h0/u64/admitted-region/get16,1,5,"[551.7308440539692,551.5690971132719,551.4933675870728,551.8999764668972,552.0463876686542]",551.7308440539692,"[551.8151984625528,551.6352996548519,551.6502549419808,551.9675556949717,552.4327855349113]",551.8151984625528,"[2.1551986095858173,2.1545667855987185,2.1542709671370033,2.1558592830738172,2.1564312018306806]",2.1551986095858173,16.0,32768.0,4096.0,65536.0,8.0,0.0
small,resident/series/avx2/local/k1/h0/u64/get16,1,5,"[2636.442601369143,2637.5305800045135,2645.3957345971603,2625.5532235010874,2614.78701196118]",2636.442601369143,"[2637.0463401794827,2637.8978221623092,2647.214868727615,2625.9995674415054,2617.0700368615812]",2637.0463401794827,"[10.298603911598217,10.302853828142633,10.33357708827016,10.256067279301122,10.214011765473359]",10.298603911598217,16.0,32768.0,4096.0,65536.0,8.0,0.0
small,resident/series/avx2/local/k1/h0/u64/raw-dense/get16,1,5,"[502.420832900315,502.4907202677658,503.05454955939723,502.6403964895044,502.84868965665476]",502.6403964895044,"[502.62896122186874,502.6318066003361,503.1254618364395,502.7369386739177,502.90938509010925]",502.7369386739177,"[1.9625813785168555,1.9628543760459602,1.9650568342163954,1.9634390487871263,1.9642526939713079]",1.9634390487871263,16.0,32768.0,4096.0,65536.0,8.0,0.0
small,resident/series/avx2/local/k2/h0/u64/admitted-region/get16,1,5,"[548.2128893013647,547.5646731271424,545.9239764314814,546.1910517341884,545.6529730429655]",546.1910517341884,"[548.368329268354,547.638879416264,545.989925107215,546.3320613815603,545.6892322964395]",546.3320613815603,"[2.141456598833456,2.1389245044029006,2.132515532935474,2.1335587958366737,2.131456925949084]",2.1335587958366737,16.0,16384.0,4096.0,65536.0,8.0,0.0
small,resident/series/avx2/local/k2/h0/u64/get16,1,5,"[2646.3684687234427,2646.4716860080853,2641.7414473063777,2641.5058213039038,2642.2947636569374]",2642.2947636569374,"[2646.7393150295443,2647.028247948053,2641.9988300780806,2642.29297103471,2642.7756580811765]",2642.7756580811765,"[10.337376830950948,10.337780023469083,10.319302528540538,10.318382114468374,10.321463920534912]",10.321463920534912,16.0,16384.0,4096.0,65536.0,8.0,0.0
small,resident/series/avx2/local/k2/h0/u64/raw-dense/get16,1,5,"[492.1988792153069,492.7598121660973,494.5920089323576,492.7897504028026,491.7882946547196]",492.7598121660973,"[492.36998614920685,492.9302724934292,494.7477775107963,492.8607675892493,491.8346029906218]",492.8607675892493,"[1.9226518719347923,1.9248430162738175,1.9320000348920219,1.9249599625109477,1.9210480259949982]",1.9248430162738175,16.0,16384.0,4096.0,65536.0,8.0,0.0
small,resident/series/avx2/local/k3/h0/u64/admitted-region/get16,1,5,"[545.4221542002476,545.5833454024498,545.2646385332274,547.7788572569433,547.911818470053]",545.5833454024498,"[545.5031490606486,546.0472730974959,545.4713335657293,561.5778105709086,559.2480653532629]",546.0472730974959,"[2.130555289844717,2.131184942978319,2.1299399942704196,2.1397611611599348,2.1402805408986447]",2.131184942978319,16.0,10752.0,4032.0,65536.0,8.0,0.0
small,resident/series/avx2/local/k3/h0/u64/get16,1,5,"[2633.3246584132567,2638.8340567675277,2641.49303615911,2633.9218691024685,2638.049501773999]",2638.049501773999,"[2634.4505359698624,2641.752000452683,2645.906714727958,2634.3469653501124,2638.2876122897105]",2638.2876122897105,"[10.286424446926784,10.307945534248153,10.318332172496524,10.28875730118152,10.304880866304684]",10.304880866304684,16.0,10752.0,4032.0,65536.0,8.0,0.0
