input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:values_per_item,counter:logical_values,counter:encoded_bytes,counter:query_bytes,counter:io_bytes_per_value,counter:bulk_input_output_bytes
large,resident/predecessor/local/k1/h0/u64/dependent,1,3,"[49216.84462616797,49719.93808411194,49344.343457943774]",49344.343457943774,"[49262.579439264555,49875.505841134145,49408.31074765607]",49408.31074765607,"[192.25329932096864,194.21850814106227,192.7513416325929]",192.7513416325929,1.0,8589934592.0,1073741824.0,536870912.0,8.0,0.0
large,resident/predecessor/local/k1/h0/u64/get16,1,3,"[4786.999884352932,4810.394934659444,4902.288539377866]",4810.394934659444,"[4792.769284145634,4819.385451601751,4914.871631779145]",4819.385451601751,"[18.69921829825364,18.79060521351345,19.14956460694479]",18.79060521351345,16.0,8589934592.0,1073741824.0,536870912.0,8.0,0.0
large,resident/predecessor/local/k1/h0/u64/point,1,3,"[4239.928878822209,4354.217214042974,4283.013816534533]",4283.013816534533,"[4251.118459794887,4354.010532273552,4287.580520950941]",4287.580520950941,"[16.56222218289926,17.008660992355363,16.73052272083802]",16.73052272083802,1.0,8589934592.0,1073741824.0,536870912.0,8.0,0.0
large,resident/predecessor/local/k56/h0/u64/dependent,1,3,"[48972.92289442606,49704.80427046388,49584.90391459202]",49584.90391459202,"[49026.64175563037,49823.231316689584,49590.11150651817]",49590.11150651817,"[191.30048005635183,194.15939168149956,193.69103091637507]",193.69103091637507,1.0,153391616.0,1073741312.0,536870656.0,8.0,0.0
large,resident/predecessor/local/k56/h0/u64/get16,1,3,"[6635.90247827469,6575.014161570613,6572.700997747126]",6575.014161570613,"[6643.531702614906,6582.899903435356,6581.260701642565]",6582.899903435356,"[25.921494055760512,25.68364906863521,25.67461327244971]",25.68364906863521,16.0,153391616.0,1073741312.0,536870656.0,8.0,0.0
large,resident/predecessor/local/k56/h0/u64/point,1,3,"[4747.9787581695255,4768.693438914164,4813.750754147803]",4768.693438914164,"[4754.005907491583,4775.4821518391955,4825.963423829224]",4775.4821518391955,"[18.54679202409971,18.627708745758454,18.803713883389854]",18.627708745758454,1.0,153391616.0,1073741312.0,536870656.0,8.0,0.0
large,resident/series/avx2/local/k1/h0/u64/admitted-region/get16,1,3,"[6555.743686868661,6526.028566918997,6544.153724747601]",6544.153724747601,"[6586.682922978894,6530.236742427672,6557.033933075954]",6557.033933075954,"[25.608373776830707,25.492299089527332,25.563100487295312]",25.563100487295312,16.0,8589934592.0,1073741824.0,536870912.0,8.0,0.0
large,resident/series/avx2/local/k1/h0/u64/dependent,1,3,"[48147.596449703786,48105.53372781125,49300.46745562271]",48147.596449703786,"[48211.21420118504,48162.06745563896,49364.1952663204]",48211.21420118504,"[188.0765486316554,187.91224112426272,192.57995099852621]",188.0765486316554,1.0,8589934592.0,1073741824.0,536870912.0,8.0,0.0
large,resident/series/avx2/local/k1/h0/u64/get16,1,3,"[9781.508735632111,9825.079310344816,9819.885977011376]",9819.885977011376,"[9790.82390804199,9834.468965517844,9819.570114937103]",9819.570114937103,"[38.209018498562926,38.37921605603444,38.35892959770069]",38.35892959770069,16.0,8589934592.0,1073741824.0,536870912.0,8.0,0.0
large,resident/series/avx2/local/k1/h0/u64/point,1,3,"[4045.781596925772,4030.061806148599,4021.653287788403]",4030.061806148599,"[4056.7920580749105,4039.2653714800263,4027.8552519197683]",4039.2653714800263,"[15.8038343629913,15.742428930267964,15.70958315542345]",15.742428930267964,1.0,8589934592.0,1073741824.0,536870912.0,8.0,0.0
large,resident/series/avx2/local/k1/h0/u64/raw-dense/get16,1,3,"[6522.662831021588,6593.296815889181,6669.632723833385]",6593.296815889181,"[6544.991960907856,6599.341424970068,6669.341582601203]",6599.341424970068,"[25.47915168367808,25.755065687067113,26.05325282747416]",25.755065687067113,16.0,8589934592.0,1073741824.0,536870912.0,8.0,0.0
large,resident/series/avx2/local/k56/h0/u64/admitted-region/get16,1,3,"[9493.457014589869,9440.97081930395,9560.382267115732]",9493.457014589869,"[9512.503030307416,9453.156004486951,9615.685072954175]",9512.503030307416,"[37.083816463241675,36.87879226290606,37.34524323092083]",37.083816463241675,16.0,153391616.0,1073741312.0,536870656.0,8.0,0.0
large,resident/series/avx2/local/k56/h0/u64/dependent,1,3,"[49890.24561403502,53790.88888888935,52666.30409356701]",52666.30409356701,"[50000.60467836464,53845.416374243585,52715.51345029163]",52715.51345029163,"[194.8837719298243,210.12065972222402,205.72775036549612]",205.72775036549612,1.0,153391616.0,1073741312.0,536870656.0,8.0,0.0
large,resident/series/avx2/local/k56/h0/u64/get16,1,3,"[12832.412162162325,13019.149262898656,13005.058353808276]",13005.058353808276,"[12852.56941031251,13031.468366087476,13018.619164605247]",13018.619164605247,"[50.12661000844658,50.85605180819787,50.80100919456357]",50.80100919456357,16.0,153391616.0,1073741312.0,536870656.0,8.0,0.0
large,resident/series/avx2/local/k56/h0/u64/point,1,3,"[4688.861986688318,4659.353886726274,4647.111641341207]",4659.353886726274,"[4693.603541380695,4664.021348733883,4654.221022223104]",4664.021348733883,"[18.31586713550124,18.20060112002451,18.15277984898909]",18.20060112002451,1.0,153391616.0,1073741312.0,536870656.0,8.0,0.0
large,resident/series/avx2/local/k56/h0/u64/raw-dense/get16,1,3,"[8547.415359206934,8541.113748967531,8641.285094963081]",8547.415359206934,"[8554.462221303627,8550.956440961574,8664.951073486505]",8554.462221303627,"[33.38834124690209,33.36372558190441,33.755019902199535]",33.38834124690209,16.0,153391616.0,1073741312.0,536870656.0,8.0,0.0
large,resident/series/avx512/local/k1/h0/u64/admitted-region/get16,1,3,"[5271.986212083282,5241.997994484939,5174.158059664039]",5241.997994484939,"[5277.115567811778,5255.617824018419,5180.534219096129]",5255.617824018419,"[20.59369614095032,20.476554665956794,20.21155492056265]",20.476554665956794,16.0,8589934592.0,1073741824.0,536870912.0,8.0,0.0
large,resident/series/avx512/local/k1/h0/u64/dependent,1,3,"[48213.94392523441,48431.136682241195,49554.82126168424]",48431.136682241195,"[48368.39953270555,48527.13434584564,49667.47546734708]",48527.13434584564,"[188.3357184579469,189.18412766500467,193.5735205534541]",189.18412766500467,1.0,8589934592.0,1073741824.0,536870912.0,8.0,0.0
large,resident/series/avx512/local/k1/h0/u64/get16,1,3,"[9003.633434256151,9031.033520761504,9177.721669550307]",9031.033520761504,"[9026.049307960466,9039.347318342672,9177.303633214271]",9039.347318342672,"[35.17044310256309,35.27747469047463,35.850475271680885]",35.27747469047463,16.0,8589934592.0,1073741824.0,536870912.0,8.0,0.0
large,resident/series/avx512/local/k1/h0/u64/point,1,3,"[4115.770326999639,4065.2251436146767,4036.8704153777817]",4065.2251436146767,"[4120.220061866657,4070.212328767276,4041.1634997815886]",4070.212328767276,"[16.07722783984234,15.87978571724483,15.769025060069458]",15.87978571724483,1.0,8589934592.0,1073741824.0,536870912.0,8.0,0.0
large,resident/series/avx512/local/k1/h0/u64/raw-dense/get16,1,3,"[5052.391615170161,5068.582939537309,5135.058524173014]",5068.582939537309,"[5057.88210348145,5079.627287050448,5140.173270323814]",5079.627287050448,"[19.73590474675844,19.799152107567615,20.058822360050836]",19.799152107567615,16.0,8589934592.0,1073741824.0,536870912.0,8.0,0.0
large,resident/series/avx512/local/k56/h0/u64/admitted-region/get16,1,3,"[6695.593367675634,6687.931745009577,6692.507405022442]",6692.507405022442,"[6715.025434642394,6687.731326464827,6699.449613651677]",6699.449613651677,"[26.15466159248294,26.12473337894366,26.142607050868914]",26.142607050868914,16.0,153391616.0,1073741312.0,536870656.0,8.0,0.0
large,resident/series/avx512/local/k56/h0/u64/dependent,1,3,"[49945.312354312664,50785.153846153866,49825.515151516214]",49945.312354312664,"[50044.03263401909,50835.95920743523,49872.932400989375]",50044.03263401909,"[195.09887638403384,198.3795072115385,194.6309185606102]",195.09887638403384,1.0,153391616.0,1073741312.0,536870656.0,8.0,0.0
large,resident/series/avx512/local/k56/h0/u64/get16,1,3,"[12011.640228245355,12011.833380885219,12003.264479315552]",12011.640228245355,"[12023.779743214773,12041.29415120507,12015.794579179814]",12023.779743214773,"[46.92046964158341,46.921224144082885,46.88775187232638]",46.92046964158341,16.0,153391616.0,1073741312.0,536870656.0,8.0,0.0
large,resident/series/avx512/local/k56/h0/u64/point,1,3,"[4835.348234696732,4643.526543053206,4663.3187706378885]",4663.3187706378885,"[4840.565532131666,4644.316230635204,4676.8970027966]",4676.8970027966,"[18.888079041784113,18.138775558801587,18.216088947804252]",18.216088947804252,1.0,153391616.0,1073741312.0,536870656.0,8.0,0.0
large,resident/series/avx512/local/k56/h0/u64/raw-dense/get16,1,3,"[6472.822274881222,6460.529699841622,6535.143285939933]",6472.822274881222,"[6482.043443920026,6478.546761454737,6549.626224334225]",6482.043443920026,"[25.284462011254778,25.236444140006334,25.52790346070286]",25.284462011254778,16.0,153391616.0,1073741312.0,536870656.0,8.0,0.0
small,resident/calico/local/k1/h0/u64/get16,1,5,"[691.7870591485937,692.3696342931571,692.0166620616135,691.1002338708114,694.0436657522303]",692.0166620616135,"[691.8843622333428,692.5350411493108,692.1426365232917,691.5499220429898,697.6511131066958]",692.1426365232917,"[2.7022931997991946,2.7045688839576454,2.7031900861781777,2.699610288557857,2.7111080693446494]",2.7031900861781777,16.0,32768.0,4096.0,65536.0,8.0,0.0
small,resident/calico/local/k2/h0/u64/get16,1,5,"[688.0943498216126,688.205186291755,690.0500201476209,690.2138743378265,689.9130900549252]",689.9130900549252,"[688.3573204648895,688.2859929826769,690.2467886661528,690.3053199539366,690.0034644074867]",690.0034644074867,"[2.687868553990674,2.688301508952168,2.695507891201644,2.6961479466321348,2.6949730080270515]",2.6949730080270515,16.0,16384.0,4096.0,65536.0,8.0,0.0
small,resident/calico/local/k3/h0/u64/get16,1,5,"[750.543415064005,751.3408185965725,750.1561534452,751.1888833363173,751.256616102145]",751.1888833363173,"[751.0075658653396,751.5375579663954,750.2703292332574,751.4022912536074,751.3864233554569]",751.3864233554569,"[2.9318102150937695,2.9349250726428613,2.9302974743953123,2.934331575532489,2.934596156649004]",2.934331575532489,16.0,10752.0,4032.0,65536.0,8.0,0.0
small,resident/calico/local/k4/h0/u64/get16,1,5,"[687.3017665369077,691.4824456250977,689.5365615426649,691.2214510169367,689.5532550946468]",689.5532550946468,"[687.4215615180867,691.7072758035746,689.9604021447375,691.3840750221946,689.6119883777553]",689.9604021447375,"[2.6847725255347954,2.7011033032230385,2.6935021935260353,2.700083793034909,2.6935674027134637]",2.6935674027134637,16.0,8192.0,4096.0,65536.0,8.0,0.0
small,resident/calico/local/k5/h0/u64/get16,1,5,"[748.0727460220927,747.5797294264709,746.371087530334,749.1670139667988,748.2068199061792]",748.0727460220927,"[748.1801045108124,747.6769467509986,746.5841428096721,749.2630397846056,749.4617008091881]",748.1801045108124,"[2.922159164148799,2.9202333180721514,2.9155120606653666,2.926433648307808,2.9226828902585122]",2.922159164148799,16.0,6400.0,4000.0,65536.0,8.0,0.0
small,resident/calico/local/k56/h0/u64/get16,1,5,"[1526.0361046524447,1530.5993828636338,1527.426215259038,1531.4877441926196,1530.0375931681428]",1530.0375931681428,"[1526.5986331735733,1531.0195897345436,1527.6655729156216,1531.7161715813702,1530.5011299677199]",1530.5011299677199,"[5.961078533798611,5.97890383931107,5.966508653355616,5.98237400075242,5.976709348313058]",5.976709348313058,16.0,512.0,3584.0,65536.0,8.0,0.0
small,resident/calico/local/k6/h0/u64/get16,1,5,"[742.460129082713,741.2580861537698,740.400573583464,740.2206764693716,739.6686367093076]",740.400573583464,"[742.5988982549388,741.4953152066952,740.5020915197682,740.4190011407146,739.7703923186593]",740.5020915197682,"[2.9002348792293478,2.8955393990381633,2.8921897405604065,2.891487017458483,2.889330612145733]",2.8921897405604065,16.0,5376.0,4032.0,65536.0,8.0,0.0
small,resident/calico/local/k7/h0/u64/get16,1,5,"[744.3460012584914,746.8635127497095,745.3467317925691,743.9233312359314,748.7504292554821]",745.3467317925691,"[744.5181140486432,746.9539283544013,745.4388697516553,744.0706698519098,749.023121140649]",745.4388697516553,"[2.9076015674159814,2.917435596678553,2.911510671064723,2.905950512640357,2.9248063642792275]",2.911510671064723,16.0,4608.0,4032.0,65536.0,8.0,0.0
small,resident/calico/striped/k1/h0/u64/get16,1,5,"[894.4249625676603,894.0155104234643,893.9118132606447,892.7228791543528,893.1660651898428]",893.9118132606447,"[894.8684173482019,904.1795856208009,894.6749465709221,892.8613403973983,893.307617000071]",894.6749465709221,"[3.493847510029923,3.4922480875916575,3.491843020549394,3.4871987466966905,3.488929942147824]",3.491843020549394,16.0,32768.0,4096.0,65536.0,8.0,0.0
small,resident/calico/striped/k10/h0/u64/get16,1,5,"[1341.3163924261748,1348.7986264129215,1338.4361711260308,1345.0378594935423,1342.166804979279]",1342.166804979279,"[1341.9509801117333,1349.2456717698255,1338.6069537845271,1346.0036628987598,1342.655458577827]",1342.655458577827,"[5.2395171579147455,5.268744634425475,5.228266293461058,5.25405413864665,5.242839081950309]",5.242839081950309,16.0,3072.0,3840.0,65536.0,8.0,0.0
small,resident/calico/striped/k12/h0/u64/get16,1,5,"[1339.7911710383687,1337.04322612144,1337.395398911024,1340.3434165573783,1336.3347368824052]",1337.395398911024,"[1339.996535785539,1337.1617175616022,1337.7954965215738,1340.9638649917456,1336.7312650124338]",1337.7954965215738,"[5.233559261868629,5.222825102036876,5.224200776996187,5.23571647092726,5.220057565946894]",5.224200776996187,16.0,2560.0,3840.0,65536.0,8.0,0.0
small,resident/calico/striped/k14/h0/u64/get16,1,5,"[1577.6735954988892,1551.311292513648,1520.7238125007668,1515.9051082604406,1507.9821589585374]",1520.7238125007668,"[1577.9347912335597,1551.5128337679837,1520.8745957514363,1516.2537779970244,1508.4183748302053]",1520.8745957514363,"[6.162787482417536,6.059809736381437,5.94032739258112,5.921504329142346,5.890555308431787]",5.94032739258112,16.0,2304.0,4032.0,65536.0,8.0,0.0
small,resident/calico/striped/k15/h0/u64/get16,1,5,"[2960.470525643837,2960.070504362807,2947.067737816598,2920.4192806981996,2919.731453500793]",2947.067737816598,"[2961.1829112570877,2960.367950627857,2947.4060864008948,2920.9371781227887,2920.617748457539]",2947.4060864008948,"[11.564337990796238,11.562775407667212,11.511983350846084,11.407887815227344,11.405200990237471]",11.511983350846084,16.0,2048.0,3840.0,65536.0,8.0,0.0
small,resident/calico/striped/k2/h0/u64/get16,1,5,"[899.3307901418228,898.7020619085538,895.7730297745658,902.1588169671451,898.1636832251854]",898.7020619085538,"[930.440046931342,899.4014438489133,895.9168055805997,902.2674839074047,898.9079386041624]",899.4014438489133,"[3.5130108989914954,3.5105549293302882,3.4991133975568975,3.5240578787779104,3.5084518875983806]",3.5105549293302882,16.0,16384.0,4096.0,65536.0,8.0,0.0
small,resident/calico/striped/k20/h0/u64/get16,1,5,"[1647.419508223667,1643.0479033438305,1645.0326828232521,1659.3245746514194,1655.7188333293818]",1647.419508223667,"[1647.9586450198296,1643.3182504660329,1645.2481534789722,1660.3512164617705,1655.9985369416079]",1647.9586450198296,"[6.435232453998698,6.418155872436838,6.425908917278329,6.481736619732107,6.467651692692898]",6.435232453998698,16.0,1536.0,3840.0,65536.0,8.0,0.0
small,resident/calico/striped/k3/h0/u64/get16,1,5,"[1728.2159587756903,1653.7923042890056,1625.526376743784,1616.584894857374,1603.7378331251282]",1625.526376743784,"[1728.5066104523821,1654.5215099939164,1626.1577269416673,1617.0558244850065,1603.894857380526]",1626.1577269416673,"[6.75084358896754,6.460126188628928,6.349712409155407,6.314784745536617,6.264600910645033]",6.349712409155407,16.0,10752.0,4032.0,65536.0,8.0,0.0
small,resident/calico/striped/k4/h0/u64/get16,1,5,"[900.298919961418,898.76805528773,898.7475924140301,898.8684538733186,898.1739890710544]",898.76805528773,"[900.5682160078098,898.8485053035153,899.1175249116453,899.3516875605006,898.3983735132614]",899.1175249116453,"[3.516792656099289,3.510812715967695,3.510732782867305,3.5112048979426507,3.5084921448088062]",3.510812715967695,16.0,8192.0,4096.0,65536.0,8.0,0.0
small,resident/calico/striped/k5/h0/u64/get16,1,5,"[2981.714066037411,2972.5216351288695,2960.654350519016,2952.7714535901514,2954.5016445260126]",2960.654350519016,"[2983.619836829083,2973.8789030799876,2961.0716543502485,2952.9585664854217,2955.221882875536]",2961.0716543502485,"[11.647320570458637,11.611412637222148,11.565056056714907,11.534263490586527,11.541022048929737]",11.565056056714907,16.0,6400.0,4000.0,65536.0,8.0,0.0
